area,tecnologia,defecto,causa,division,proyecto,,
SMD,SX2_2,FALTA DE MATERIAL,MAQUINA,B&S 2,TG ECU,,
SMD,SX2_2,INSERCION MANUAL INCOMPLETA,MAQUINA,B&S 2,TG ECU,,
SMD,SX2_2,MAL MANEJO,MAQUINA,B&S 2,TG ECU,,
SMD,SX2_2,PANEL ABORTADO,MAQUINA,B&S 2,TG ECU,,
SMD,SX2_2,PANEL ATORADO,MAQUINA,B&S 2,TG ECU,,
SMD,SX2_2,PIN ELEVADO,MAQUINA,B&S 2,TG ECU,,
SMD,SX2_2,POLARIDAD INVERTIDA,MAQUINA,B&S 2,TG ECU,,
SMD,SX2_2,SET UP,MAQUINA,B&S 2,TG ECU,,
SMD,SX2_2,TOMBSTONE,MAQUINA,B&S 2,TG ECU,,
SMD,SX2_2,UNIDAD CAIDA,MAQUINA,B&S 2,TG ECU,,
SMD,SX2_2,ADICIONALES,MANO DE OBRA,B&S 2,TG ECU,,
SMD,SX2_2,BARRIDA,MANO DE OBRA,B&S 2,TG ECU,,
SMD,SX2_2,CANTO,MANO DE OBRA,B&S 2,TG ECU,,
SMD,SX2_2,COMPONENTE DE CABEZA,MANO DE OBRA,B&S 2,TG ECU,,
SMD,SX2_2,COMPONENTE EQUIVOCADO,MANO DE OBRA,B&S 2,TG ECU,,
SMD,SX2_2,COMPONENTE GIRADO,MANO DE OBRA,B&S 2,TG ECU,,
SMD,SX2_2,CONTAMINACION,MANO DE OBRA,B&S 2,TG ECU,,
SMD,SX2_2,DESPLAZADOS,MANO DE OBRA,B&S 2,TG ECU,,
SMD,SX2_2,FALTANTES,MANO DE OBRA,B&S 2,TG ECU,,
SMD,SX2_2,FALTA DE MATERIAL,MANO DE OBRA,B&S 2,TG ECU,,
SMD,SX2_2,INSERCION MANUAL INCOMPLETA,MANO DE OBRA,B&S 2,TG ECU,,
SMD,SX2_2,MAL MANEJO,MANO DE OBRA,B&S 2,TG ECU,,
SMD,SX2_2,PANEL ABORTADO,MANO DE OBRA,B&S 2,TG ECU,,
SMD,SX2_2,PANEL ATORADO,MANO DE OBRA,B&S 2,TG ECU,,
SMD,SX2_2,PIN ELEVADO,MANO DE OBRA,B&S 2,TG ECU,,
SMD,SX2_2,POLARIDAD INVERTIDA,MANO DE OBRA,B&S 2,TG ECU,,
SMD,SX2_2,SET UP,MANO DE OBRA,B&S 2,TG ECU,,
SMD,SX2_2,TOMBSTONE,MANO DE OBRA,B&S 2,TG ECU,,
SMD,SX2_2,UNIDAD CAIDA,MANO DE OBRA,B&S 2,TG ECU,,
SMD,SX2_2,ADICIONALES,METODO,B&S 2,TG ECU,,
SMD,SX2_2,BARRIDA,METODO,B&S 2,TG ECU,,
SMD,SX2_2,CANTO,METODO,B&S 2,TG ECU,,
SMD,SX2_2,COMPONENTE DE CABEZA,METODO,B&S 2,TG ECU,,
SMD,SX2_2,COMPONENTE EQUIVOCADO,METODO,B&S 2,TG ECU,,
SMD,SX2_2,COMPONENTE GIRADO,METODO,B&S 2,TG ECU,,
SMD,SX2_2,CONTAMINACION,METODO,B&S 2,TG ECU,,
SMD,SX2_2,DESPLAZADOS,METODO,B&S 2,TG ECU,,
SMD,SX2_2,FALTANTES,METODO,B&S 2,TG ECU,,
SMD,SX2_2,FALTA DE MATERIAL,METODO,B&S 2,TG ECU,,
SMD,SX2_2,INSERCION MANUAL INCOMPLETA,METODO,B&S 2,TG ECU,,
SMD,SX2_2,MAL MANEJO,METODO,B&S 2,TG ECU,,
SMD,SX2_2,PANEL ABORTADO,METODO,B&S 2,TG ECU,,
SMD,SX2_2,PANEL ATORADO,METODO,B&S 2,TG ECU,,
SMD,SX2_2,PIN ELEVADO,METODO,B&S 2,TG ECU,,
SMD,SX2_2,POLARIDAD INVERTIDA,METODO,B&S 2,TG ECU,,
SMD,SX2_2,SET UP,METODO,B&S 2,TG ECU,,
SMD,SX2_2,TOMBSTONE,METODO,B&S 2,TG ECU,,
SMD,SX2_2,UNIDAD CAIDA,METODO,B&S 2,TG ECU,,
SMD,SX2_2,ADICIONALES,PROVEEDOR,B&S 2,TG ECU,,
SMD,SX2_2,BARRIDA,PROVEEDOR,B&S 2,TG ECU,,
SMD,SX2_2,CANTO,PROVEEDOR,B&S 2,TG ECU,,
SMD,SX2_2,COMPONENTE DE CABEZA,PROVEEDOR,B&S 2,TG ECU,,
SMD,SX2_2,COMPONENTE EQUIVOCADO,PROVEEDOR,B&S 2,TG ECU,,
SMD,SX2_2,COMPONENTE GIRADO,PROVEEDOR,B&S 2,TG ECU,,
SMD,SX2_2,CONTAMINACION,PROVEEDOR,B&S 2,TG ECU,,
SMD,SX2_2,DESPLAZADOS,PROVEEDOR,B&S 2,TG ECU,,
SMD,SX2_2,FALTANTES,PROVEEDOR,B&S 2,TG ECU,,
SMD,SX2_2,FALTA DE MATERIAL,PROVEEDOR,B&S 2,TG ECU,,
SMD,SX2_2,INSERCION MANUAL INCOMPLETA,PROVEEDOR,B&S 2,TG ECU,,
SMD,SX2_2,MAL MANEJO,PROVEEDOR,B&S 2,TG ECU,,
SMD,SX2_2,PANEL ABORTADO,PROVEEDOR,B&S 2,TG ECU,,
SMD,SX2_2,PANEL ATORADO,PROVEEDOR,B&S 2,TG ECU,,
SMD,SX2_2,PIN ELEVADO,PROVEEDOR,B&S 2,TG ECU,,
SMD,SX2_2,POLARIDAD INVERTIDA,PROVEEDOR,B&S 2,TG ECU,,
SMD,SX2_2,SET UP,PROVEEDOR,B&S 2,TG ECU,,
SMD,SX2_2,TOMBSTONE,PROVEEDOR,B&S 2,TG ECU,,
SMD,SX2_2,UNIDAD CAIDA,PROVEEDOR,B&S 2,TG ECU,,
SMD,SX2_2,ADICIONALES,MAQUINA,B&S,BCM K2XX,,
SMD,SX2_2,BARRIDA,MAQUINA,B&S,BCM K2XX,,
SMD,SX2_2,CANTO,MAQUINA,B&S,BCM K2XX,,
SMD,SX2_2,COMPONENTE DE CABEZA,MAQUINA,B&S,BCM K2XX,,
SMD,SX2_2,COMPONENTE EQUIVOCADO,MAQUINA,B&S,BCM K2XX,,
SMD,SX2_2,COMPONENTE GIRADO,MAQUINA,B&S,BCM K2XX,,
SMD,SX2_2,CONTAMINACION,MAQUINA,B&S,BCM K2XX,,
SMD,SX2_2,DESPLAZADOS,MAQUINA,B&S,BCM K2XX,,
SMD,SX2_2,FALTANTES,MAQUINA,B&S,BCM K2XX,,
SMD,SX2_2,FALTA DE MATERIAL,MAQUINA,B&S,BCM K2XX,,
SMD,SX2_2,INSERCION MANUAL INCOMPLETA,MAQUINA,B&S,BCM K2XX,,
SMD,SX2_2,MAL MANEJO,MAQUINA,B&S,BCM K2XX,,
SMD,SX2_2,PANEL ABORTADO,MAQUINA,B&S,BCM K2XX,,
SMD,SX2_2,PANEL ATORADO,MAQUINA,B&S,BCM K2XX,,
SMD,SX2_2,PIN ELEVADO,MAQUINA,B&S,BCM K2XX,,
SMD,SX2_2,POLARIDAD INVERTIDA,MAQUINA,B&S,BCM K2XX,,
SMD,SX2_2,SET UP,MAQUINA,B&S,BCM K2XX,,
SMD,SX2_2,TOMBSTONE,MAQUINA,B&S,BCM K2XX,,
SMD,SX2_2,UNIDAD CAIDA,MAQUINA,B&S,BCM K2XX,,
SMD,SX2_2,ADICIONALES,MANO DE OBRA,B&S,BCM K2XX,,
SMD,SX2_2,BARRIDA,MANO DE OBRA,B&S,BCM K2XX,,
SMD,SX2_2,CANTO,MANO DE OBRA,B&S,BCM K2XX,,
SMD,SX2_2,COMPONENTE DE CABEZA,MANO DE OBRA,B&S,BCM K2XX,,
SMD,SX2_2,COMPONENTE EQUIVOCADO,MANO DE OBRA,B&S,BCM K2XX,,
SMD,SX2_2,COMPONENTE GIRADO,MANO DE OBRA,B&S,BCM K2XX,,
SMD,SX2_2,CONTAMINACION,MANO DE OBRA,B&S,BCM K2XX,,
SMD,SX2_2,DESPLAZADOS,MANO DE OBRA,B&S,BCM K2XX,,
SMD,SX2_2,FALTANTES,MANO DE OBRA,B&S,BCM K2XX,,
SMD,SX2_2,FALTA DE MATERIAL,MANO DE OBRA,B&S,BCM K2XX,,
SMD,SX2_2,INSERCION MANUAL INCOMPLETA,MANO DE OBRA,B&S,BCM K2XX,,
SMD,SX2_2,MAL MANEJO,MANO DE OBRA,B&S,BCM K2XX,,
SMD,SX2_2,PANEL ABORTADO,MANO DE OBRA,B&S,BCM K2XX,,
SMD,SX2_2,PANEL ATORADO,MANO DE OBRA,B&S,BCM K2XX,,
SMD,SX2_2,PIN ELEVADO,MANO DE OBRA,B&S,BCM K2XX,,
SMD,SX2_2,POLARIDAD INVERTIDA,MANO DE OBRA,B&S,BCM K2XX,,
SMD,SX2_2,SET UP,MANO DE OBRA,B&S,BCM K2XX,,
SMD,SX2_2,TOMBSTONE,MANO DE OBRA,B&S,BCM K2XX,,
SMD,SX2_2,UNIDAD CAIDA,MANO DE OBRA,B&S,BCM K2XX,,
SMD,SX2_2,ADICIONALES,METODO,B&S,BCM K2XX,,
SMD,SX2_2,BARRIDA,METODO,B&S,BCM K2XX,,
SMD,SX2_2,CANTO,METODO,B&S,BCM K2XX,,
SMD,SX2_2,COMPONENTE DE CABEZA,METODO,B&S,BCM K2XX,,
SMD,SX2_2,COMPONENTE EQUIVOCADO,METODO,B&S,BCM K2XX,,
SMD,SX2_2,COMPONENTE GIRADO,METODO,B&S,BCM K2XX,,
SMD,SX2_2,CONTAMINACION,METODO,B&S,BCM K2XX,,
SMD,SX2_2,DESPLAZADOS,METODO,B&S,BCM K2XX,,
SMD,SX2_2,FALTANTES,METODO,B&S,BCM K2XX,,
SMD,SX2_2,FALTA DE MATERIAL,METODO,B&S,BCM K2XX,,
SMD,SX2_2,INSERCION MANUAL INCOMPLETA,METODO,B&S,BCM K2XX,,
SMD,SX2_2,MAL MANEJO,METODO,B&S,BCM K2XX,,
SMD,SX2_2,PANEL ABORTADO,METODO,B&S,BCM K2XX,,
SMD,SX2_2,PANEL ATORADO,METODO,B&S,BCM K2XX,,
SMD,SX2_2,PIN ELEVADO,METODO,B&S,BCM K2XX,,
SMD,SX2_2,POLARIDAD INVERTIDA,METODO,B&S,BCM K2XX,,
SMD,SX2_2,SET UP,METODO,B&S,BCM K2XX,,
SMD,SX2_2,TOMBSTONE,METODO,B&S,BCM K2XX,,
SMD,SX2_2,UNIDAD CAIDA,METODO,B&S,BCM K2XX,,
SMD,SX2_2,ADICIONALES,PROVEEDOR,B&S,BCM K2XX,,
SMD,SX2_2,BARRIDA,PROVEEDOR,B&S,BCM K2XX,,
SMD,SX2_2,CANTO,PROVEEDOR,B&S,BCM K2XX,,
SMD,SX2_2,COMPONENTE DE CABEZA,PROVEEDOR,B&S,BCM K2XX,,
SMD,SX2_2,COMPONENTE EQUIVOCADO,PROVEEDOR,B&S,BCM K2XX,,
SMD,SX2_2,COMPONENTE GIRADO,PROVEEDOR,B&S,BCM K2XX,,
SMD,SX2_2,CONTAMINACION,PROVEEDOR,B&S,BCM K2XX,,
SMD,SX2_2,DESPLAZADOS,PROVEEDOR,B&S,BCM K2XX,,
SMD,SX2_2,FALTANTES,PROVEEDOR,B&S,BCM K2XX,,
SMD,SX2_2,FALTA DE MATERIAL,PROVEEDOR,B&S,BCM K2XX,,
SMD,SX2_2,INSERCION MANUAL INCOMPLETA,PROVEEDOR,B&S,BCM K2XX,,
SMD,SX2_2,MAL MANEJO,PROVEEDOR,B&S,BCM K2XX,,
SMD,SX2_2,PANEL ABORTADO,PROVEEDOR,B&S,BCM K2XX,,
SMD,SX2_2,PANEL ATORADO,PROVEEDOR,B&S,BCM K2XX,,
SMD,SX2_2,PIN ELEVADO,PROVEEDOR,B&S,BCM K2XX,,
SMD,SX2_2,POLARIDAD INVERTIDA,PROVEEDOR,B&S,BCM K2XX,,
SMD,SX2_2,SET UP,PROVEEDOR,B&S,BCM K2XX,,
SMD,SX2_2,TOMBSTONE,PROVEEDOR,B&S,BCM K2XX,,
SMD,SX2_2,UNIDAD CAIDA,PROVEEDOR,B&S,BCM K2XX,,
SMD,SX2_2,ADICIONALES,MAQUINA,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,BARRIDA,MAQUINA,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,CANTO,MAQUINA,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,COMPONENTE DE CABEZA,MAQUINA,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,COMPONENTE EQUIVOCADO,MAQUINA,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,COMPONENTE GIRADO,MAQUINA,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,CONTAMINACION,MAQUINA,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,DESPLAZADOS,MAQUINA,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,FALTANTES,MAQUINA,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,FALTA DE MATERIAL,MAQUINA,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,INSERCION MANUAL INCOMPLETA,MAQUINA,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,MAL MANEJO,MAQUINA,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,PANEL ABORTADO,MAQUINA,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,PANEL ATORADO,MAQUINA,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,PIN ELEVADO,MAQUINA,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,POLARIDAD INVERTIDA,MAQUINA,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,SET UP,MAQUINA,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,TOMBSTONE,MAQUINA,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,UNIDAD CAIDA,MAQUINA,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,ADICIONALES,MANO DE OBRA,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,BARRIDA,MANO DE OBRA,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,CANTO,MANO DE OBRA,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,COMPONENTE DE CABEZA,MANO DE OBRA,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,COMPONENTE EQUIVOCADO,MANO DE OBRA,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,COMPONENTE GIRADO,MANO DE OBRA,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,CONTAMINACION,MANO DE OBRA,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,DESPLAZADOS,MANO DE OBRA,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,FALTANTES,MANO DE OBRA,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,FALTA DE MATERIAL,MANO DE OBRA,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,INSERCION MANUAL INCOMPLETA,MANO DE OBRA,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,MAL MANEJO,MANO DE OBRA,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,PANEL ABORTADO,MANO DE OBRA,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,PANEL ATORADO,MANO DE OBRA,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,PIN ELEVADO,MANO DE OBRA,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,POLARIDAD INVERTIDA,MANO DE OBRA,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,SET UP,MANO DE OBRA,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,TOMBSTONE,MANO DE OBRA,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,UNIDAD CAIDA,MANO DE OBRA,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,ADICIONALES,METODO,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,BARRIDA,METODO,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,CANTO,METODO,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,COMPONENTE DE CABEZA,METODO,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,COMPONENTE EQUIVOCADO,METODO,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,COMPONENTE GIRADO,METODO,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,CONTAMINACION,METODO,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,DESPLAZADOS,METODO,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,FALTANTES,METODO,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,FALTA DE MATERIAL,METODO,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,INSERCION MANUAL INCOMPLETA,METODO,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,MAL MANEJO,METODO,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,PANEL ABORTADO,METODO,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,PANEL ATORADO,METODO,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,PIN ELEVADO,METODO,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,POLARIDAD INVERTIDA,METODO,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,SET UP,METODO,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,TOMBSTONE,METODO,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,UNIDAD CAIDA,METODO,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,ADICIONALES,PROVEEDOR,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,BARRIDA,PROVEEDOR,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,CANTO,PROVEEDOR,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,COMPONENTE DE CABEZA,PROVEEDOR,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,COMPONENTE EQUIVOCADO,PROVEEDOR,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,COMPONENTE GIRADO,PROVEEDOR,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,CONTAMINACION,PROVEEDOR,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,DESPLAZADOS,PROVEEDOR,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,FALTANTES,PROVEEDOR,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,FALTA DE MATERIAL,PROVEEDOR,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,INSERCION MANUAL INCOMPLETA,PROVEEDOR,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,MAL MANEJO,PROVEEDOR,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,PANEL ABORTADO,PROVEEDOR,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,PANEL ATORADO,PROVEEDOR,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,PIN ELEVADO,PROVEEDOR,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,POLARIDAD INVERTIDA,PROVEEDOR,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,SET UP,PROVEEDOR,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,TOMBSTONE,PROVEEDOR,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,UNIDAD CAIDA,PROVEEDOR,B&S,EXTERNAL RECEIVER K2XX,,
SMD,SX2_2,ADICIONALES,MAQUINA,B&S,EZKEY,,
SMD,SX2_2,BARRIDA,MAQUINA,B&S,EZKEY,,
SMD,SX2_2,CANTO,MAQUINA,B&S,EZKEY,,
SMD,SX2_2,COMPONENTE DE CABEZA,MAQUINA,B&S,EZKEY,,
SMD,SX2_2,COMPONENTE EQUIVOCADO,MAQUINA,B&S,EZKEY,,
SMD,SX2_2,COMPONENTE GIRADO,MAQUINA,B&S,EZKEY,,
SMD,SX2_2,CONTAMINACION,MAQUINA,B&S,EZKEY,,
SMD,SX2_2,DESPLAZADOS,MAQUINA,B&S,EZKEY,,
SMD,SX2_2,FALTANTES,MAQUINA,B&S,EZKEY,,
SMD,SX2_2,FALTA DE MATERIAL,MAQUINA,B&S,EZKEY,,
SMD,SX2_2,INSERCION MANUAL INCOMPLETA,MAQUINA,B&S,EZKEY,,
SMD,SX2_2,MAL MANEJO,MAQUINA,B&S,EZKEY,,
SMD,SX2_2,PANEL ABORTADO,MAQUINA,B&S,EZKEY,,
SMD,SX2_2,PANEL ATORADO,MAQUINA,B&S,EZKEY,,
SMD,SX2_2,PIN ELEVADO,MAQUINA,B&S,EZKEY,,
SMD,SX2_2,POLARIDAD INVERTIDA,MAQUINA,B&S,EZKEY,,
SMD,SX2_2,SET UP,MAQUINA,B&S,EZKEY,,
SMD,SX2_2,TOMBSTONE,MAQUINA,B&S,EZKEY,,
SMD,SX2_2,UNIDAD CAIDA,MAQUINA,B&S,EZKEY,,
SMD,SX2_2,ADICIONALES,MANO DE OBRA,B&S,EZKEY,,
SMD,SX2_2,BARRIDA,MANO DE OBRA,B&S,EZKEY,,
SMD,SX2_2,CANTO,MANO DE OBRA,B&S,EZKEY,,
SMD,SX2_2,COMPONENTE DE CABEZA,MANO DE OBRA,B&S,EZKEY,,
SMD,SX2_2,COMPONENTE EQUIVOCADO,MANO DE OBRA,B&S,EZKEY,,
SMD,SX2_2,COMPONENTE GIRADO,MANO DE OBRA,B&S,EZKEY,,
SMD,SX2_2,CONTAMINACION,MANO DE OBRA,B&S,EZKEY,,
SMD,SX2_2,DESPLAZADOS,MANO DE OBRA,B&S,EZKEY,,
SMD,SX2_2,FALTANTES,MANO DE OBRA,B&S,EZKEY,,
SMD,SX2_2,FALTA DE MATERIAL,MANO DE OBRA,B&S,EZKEY,,
SMD,SX2_2,INSERCION MANUAL INCOMPLETA,MANO DE OBRA,B&S,EZKEY,,
SMD,SX2_2,MAL MANEJO,MANO DE OBRA,B&S,EZKEY,,
SMD,SX2_2,PANEL ABORTADO,MANO DE OBRA,B&S,EZKEY,,
SMD,SX2_2,PANEL ATORADO,MANO DE OBRA,B&S,EZKEY,,
SMD,SX2_2,PIN ELEVADO,MANO DE OBRA,B&S,EZKEY,,
SMD,SX2_2,POLARIDAD INVERTIDA,MANO DE OBRA,B&S,EZKEY,,
SMD,SX2_2,SET UP,MANO DE OBRA,B&S,EZKEY,,
SMD,SX2_2,TOMBSTONE,MANO DE OBRA,B&S,EZKEY,,
SMD,SX2_2,UNIDAD CAIDA,MANO DE OBRA,B&S,EZKEY,,
SMD,SX2_2,ADICIONALES,METODO,B&S,EZKEY,,
SMD,SX2_2,BARRIDA,METODO,B&S,EZKEY,,
SMD,SX2_2,CANTO,METODO,B&S,EZKEY,,
SMD,SX2_2,COMPONENTE DE CABEZA,METODO,B&S,EZKEY,,
SMD,SX2_2,COMPONENTE EQUIVOCADO,METODO,B&S,EZKEY,,
SMD,SX2_2,COMPONENTE GIRADO,METODO,B&S,EZKEY,,
SMD,SX2_2,CONTAMINACION,METODO,B&S,EZKEY,,
SMD,SX2_2,DESPLAZADOS,METODO,B&S,EZKEY,,
SMD,SX2_2,FALTANTES,METODO,B&S,EZKEY,,
SMD,SX2_2,FALTA DE MATERIAL,METODO,B&S,EZKEY,,
SMD,SX2_2,INSERCION MANUAL INCOMPLETA,METODO,B&S,EZKEY,,
SMD,SX2_2,MAL MANEJO,METODO,B&S,EZKEY,,
SMD,SX2_2,PANEL ABORTADO,METODO,B&S,EZKEY,,
SMD,SX2_2,PANEL ATORADO,METODO,B&S,EZKEY,,
SMD,SX2_2,PIN ELEVADO,METODO,B&S,EZKEY,,
SMD,SX2_2,POLARIDAD INVERTIDA,METODO,B&S,EZKEY,,
SMD,SX2_2,SET UP,METODO,B&S,EZKEY,,
SMD,SX2_2,TOMBSTONE,METODO,B&S,EZKEY,,
SMD,SX2_2,UNIDAD CAIDA,METODO,B&S,EZKEY,,
SMD,SX2_2,ADICIONALES,PROVEEDOR,B&S,EZKEY,,
SMD,SX2_2,BARRIDA,PROVEEDOR,B&S,EZKEY,,
SMD,SX2_2,CANTO,PROVEEDOR,B&S,EZKEY,,
SMD,SX2_2,COMPONENTE DE CABEZA,PROVEEDOR,B&S,EZKEY,,
SMD,SX2_2,COMPONENTE EQUIVOCADO,PROVEEDOR,B&S,EZKEY,,
SMD,SX2_2,COMPONENTE GIRADO,PROVEEDOR,B&S,EZKEY,,
SMD,SX2_2,CONTAMINACION,PROVEEDOR,B&S,EZKEY,,
SMD,SX2_2,DESPLAZADOS,PROVEEDOR,B&S,EZKEY,,
SMD,SX2_2,FALTANTES,PROVEEDOR,B&S,EZKEY,,
SMD,SX2_2,FALTA DE MATERIAL,PROVEEDOR,B&S,EZKEY,,
SMD,SX2_2,INSERCION MANUAL INCOMPLETA,PROVEEDOR,B&S,EZKEY,,
SMD,SX2_2,MAL MANEJO,PROVEEDOR,B&S,EZKEY,,
SMD,SX2_2,PANEL ABORTADO,PROVEEDOR,B&S,EZKEY,,
SMD,SX2_2,PANEL ATORADO,PROVEEDOR,B&S,EZKEY,,
SMD,SX2_2,PIN ELEVADO,PROVEEDOR,B&S,EZKEY,,
SMD,SX2_2,POLARIDAD INVERTIDA,PROVEEDOR,B&S,EZKEY,,
SMD,SX2_2,SET UP,PROVEEDOR,B&S,EZKEY,,
SMD,SX2_2,TOMBSTONE,PROVEEDOR,B&S,EZKEY,,
SMD,SX2_2,UNIDAD CAIDA,PROVEEDOR,B&S,EZKEY,,
SMD,SX2_2,ADICIONALES,MAQUINA,B&S,FOB K2XX,,
SMD,SX2_2,BARRIDA,MAQUINA,B&S,FOB K2XX,,
SMD,SX2_2,CANTO,MAQUINA,B&S,FOB K2XX,,
SMD,SX2_2,COMPONENTE DE CABEZA,MAQUINA,B&S,FOB K2XX,,
SMD,SX2_2,COMPONENTE EQUIVOCADO,MAQUINA,B&S,FOB K2XX,,
SMD,SX2_2,COMPONENTE GIRADO,MAQUINA,B&S,FOB K2XX,,
SMD,SX2_2,CONTAMINACION,MAQUINA,B&S,FOB K2XX,,
SMD,SX2_2,DESPLAZADOS,MAQUINA,B&S,FOB K2XX,,
SMD,SX2_2,FALTANTES,MAQUINA,B&S,FOB K2XX,,
SMD,SX2_2,FALTA DE MATERIAL,MAQUINA,B&S,FOB K2XX,,
SMD,SX2_2,INSERCION MANUAL INCOMPLETA,MAQUINA,B&S,FOB K2XX,,INTERNAL RECEIVER K2XX
SMD,SX2_2,MAL MANEJO,MAQUINA,B&S,FOB K2XX,,KWANG JIN
SMD,SX2_2,PANEL ABORTADO,MAQUINA,B&S,FOB K2XX,,PQ GATEWAY
SMD,SX2_2,PANEL ATORADO,MAQUINA,B&S,FOB K2XX,,WEBASTO
SMD,SX2_2,PIN ELEVADO,MAQUINA,B&S,FOB K2XX,,BCM SQUARE D
SMD,SX2_2,POLARIDAD INVERTIDA,MAQUINA,B&S,FOB K2XX,,CD338
SMD,SX2_2,SET UP,MAQUINA,B&S,FOB K2XX,,PK MY 13 FORD
SMD,SX2_2,TOMBSTONE,MAQUINA,B&S,FOB K2XX,,PK MY14 LINCOLN
SMD,SX2_2,UNIDAD CAIDA,MAQUINA,B&S,FOB K2XX,B&S 2,CUSW UF PASE
