area,tecnologia,defecto,causa,division,proyecto
BACKEND/ENSAMBLE FINAL,EMPAQUE,EXCESO DE PASS-COUNT,MANO DE OBRA,B&S,NIMOCO RECEIVER NISZZDIVRE
BACKEND/ENSAMBLE FINAL,EMPAQUE,MAL MANEJO,MANO DE OBRA,B&S,NIMOCO RECEIVER NISZZDIVRE
BACKEND/ENSAMBLE FINAL,EMPAQUE,NO LEE DATA MATRIZ,MANO DE OBRA,B&S,NIMOCO RECEIVER NISZZDIVRE
BACKEND/ENSAMBLE FINAL,EMPAQUE,SIN PRUEBA ANTERIOR,MANO DE OBRA,B&S,NIMOCO RECEIVER NISZZDIVRE
BACKEND/ENSAMBLE FINAL,EMPAQUE,UNIDAD CAIDA,MANO DE OBRA,B&S,NIMOCO RECEIVER NISZZDIVRE
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE BRACKET,BRACKET CHUECO,MANO DE OBRA,B&S,NIMOCO RECEIVER NISZZDIVRE
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE BRACKET,BRACKET MANCHADO,MANO DE OBRA,B&S,NIMOCO RECEIVER NISZZDIVRE
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE BRACKET,CAMBIO DE INGENIERÍA ,MANO DE OBRA,B&S,NIMOCO RECEIVER NISZZDIVRE
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE BRACKET,CARCASA RAYADA,MANO DE OBRA,B&S,NIMOCO RECEIVER NISZZDIVRE
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE BRACKET,CARCAZA QUEBRADA ,MANO DE OBRA,B&S,NIMOCO RECEIVER NISZZDIVRE
BACKEND/ENSAMBLE FINAL,SAFE LAUNCH,CARCASA ABIERTA,MANO DE OBRA,B&S,NIMOCO RECEIVER NISZZDIVRE
BACKEND/ENSAMBLE FINAL,SAFE LAUNCH,CARCASA QUEBRADA,MANO DE OBRA,B&S,NIMOCO RECEIVER NISZZDIVRE
BACKEND/ENSAMBLE FINAL,SAFE LAUNCH,CARCASA RAYADA,MANO DE OBRA,B&S,NIMOCO RECEIVER NISZZDIVRE
BACKEND/ENSAMBLE FINAL,SAFE LAUNCH,CARCAZA DAÑADA ,MANO DE OBRA,B&S,NIMOCO RECEIVER NISZZDIVRE
BACKEND/ENSAMBLE FINAL,SAFE LAUNCH,IMPRESION DESPLAZADA,MANO DE OBRA,B&S,NIMOCO RECEIVER NISZZDIVRE
BACKEND/ENSAMBLE FINAL,SAFE LAUNCH,INFORMACION EN UNIDAD INCORRECTA,MANO DE OBRA,B&S,NIMOCO RECEIVER NISZZDIVRE
BACKEND/ENSAMBLE FINAL,SAFE LAUNCH,MAL ENSAMBLADA ,MANO DE OBRA,B&S,NIMOCO RECEIVER NISZZDIVRE
BACKEND/ENSAMBLE FINAL,SAFE LAUNCH,MAL FLUJO,MANO DE OBRA,B&S,NIMOCO RECEIVER NISZZDIVRE
BACKEND/ENSAMBLE FINAL,SAFE LAUNCH,UNIDAD DAÑADA,MANO DE OBRA,B&S,NIMOCO RECEIVER NISZZDIVRE
BACKEND/ENSAMBLE FINAL,SAFE LAUNCH,UNIDAD GOLPEADA,MANO DE OBRA,B&S,NIMOCO RECEIVER NISZZDIVRE
BACKEND/ENSAMBLE FINAL,VERIFICACION DE BRACKET,BRACKET CHUECO,MANO DE OBRA,B&S,NIMOCO RECEIVER NISZZDIVRE
BACKEND/ENSAMBLE FINAL,VERIFICACION DE BRACKET,BRACKET MANCHADO,MANO DE OBRA,B&S,NIMOCO RECEIVER NISZZDIVRE
BACKEND/ENSAMBLE FINAL,VERIFICACION DE BRACKET,CAMBIO DE INGENIERÍA ,MANO DE OBRA,B&S,NIMOCO RECEIVER NISZZDIVRE
BACKEND/ENSAMBLE FINAL,VERIFICACION DE BRACKET,CARCASA RAYADA,MANO DE OBRA,B&S,NIMOCO RECEIVER NISZZDIVRE
BACKEND/ENSAMBLE FINAL,VERIFICACION DE BRACKET,CARCAZA QUEBRADA ,MANO DE OBRA,B&S,NIMOCO RECEIVER NISZZDIVRE
DIAGNOSTICO,JAULA DE CALIDAD,CAMBIO DE ING.,MANO DE OBRA,B&S,NIMOCO RECEIVER NISZZDIVRE
DIAGNOSTICO,JAULA DE CALIDAD,CAMBIO DE LAYOUT,MANO DE OBRA,B&S,NIMOCO RECEIVER NISZZDIVRE
DIAGNOSTICO,JAULA DE CALIDAD,DEFECTO DE PROVEEDOR,MANO DE OBRA,B&S,NIMOCO RECEIVER NISZZDIVRE
DIAGNOSTICO,JAULA DE CALIDAD,DIAGNOSTICO EXAHUSTIVO,MANO DE OBRA,B&S,NIMOCO RECEIVER NISZZDIVRE
DIAGNOSTICO,JAULA DE CALIDAD,EXCESO DE PASS-COUNT,MANO DE OBRA,B&S,NIMOCO RECEIVER NISZZDIVRE
DIAGNOSTICO,JAULA DE CALIDAD,ÍNDICE VIEJO ,MANO DE OBRA,B&S,NIMOCO RECEIVER NISZZDIVRE
DIAGNOSTICO,JAULA DE CALIDAD,MATERIAL OBSOLETO,MANO DE OBRA,B&S,NIMOCO RECEIVER NISZZDIVRE
DIAGNOSTICO,JAULA DE CALIDAD,MUESTRA OBSOLETA,MANO DE OBRA,B&S,NIMOCO RECEIVER NISZZDIVRE
DIAGNOSTICO,JAULA DE CALIDAD,PRUEBAS ABA,MANO DE OBRA,B&S,NIMOCO RECEIVER NISZZDIVRE
DIAGNOSTICO,JAULA DE CALIDAD,UNIDADES CON SERIAL DUPLICADO,MANO DE OBRA,B&S,NIMOCO RECEIVER NISZZDIVRE
DIAGNOSTICO,JAULA DE CALIDAD,UNIDADES DE PRUEBA ,MANO DE OBRA,B&S,NIMOCO RECEIVER NISZZDIVRE
DIAGNOSTICO,RETRABAJO,CAMBIO DE ING.,MANO DE OBRA,B&S,NIMOCO RECEIVER NISZZDIVRE
DIAGNOSTICO,RETRABAJO,CAMBIO DE LAYOUT,MANO DE OBRA,B&S,NIMOCO RECEIVER NISZZDIVRE
DIAGNOSTICO,RETRABAJO,CARCASA ABIERTA,MANO DE OBRA,B&S,NIMOCO RECEIVER NISZZDIVRE
DIAGNOSTICO,RETRABAJO,CARCASA QUEBRADA,MANO DE OBRA,B&S,NIMOCO RECEIVER NISZZDIVRE
DIAGNOSTICO,RETRABAJO,CARCASA RAYADA,MANO DE OBRA,B&S,NIMOCO RECEIVER NISZZDIVRE
DIAGNOSTICO,RETRABAJO,CARCAZA DAÑADA ,MANO DE OBRA,B&S,NIMOCO RECEIVER NISZZDIVRE
DIAGNOSTICO,RETRABAJO,DATAMATRIX ILEGIBLE,MANO DE OBRA,B&S,NIMOCO RECEIVER NISZZDIVRE
DIAGNOSTICO,RETRABAJO,DATAMATRIX INCORRECTO,MANO DE OBRA,B&S,NIMOCO RECEIVER NISZZDIVRE
DIAGNOSTICO,RETRABAJO,DATAMATRIX MAL IMPRESO,MANO DE OBRA,B&S,NIMOCO RECEIVER NISZZDIVRE
DIAGNOSTICO,RETRABAJO,DEFECTOS COSMETICOS Y /O RETRABAJO,MANO DE OBRA,B&S,NIMOCO RECEIVER NISZZDIVRE
DIAGNOSTICO,RETRABAJO,MAL ENSAMBLADA ,MANO DE OBRA,B&S,NIMOCO RECEIVER NISZZDIVRE
DIAGNOSTICO,RETRABAJO,MAL FLUJO,MANO DE OBRA,B&S,NIMOCO RECEIVER NISZZDIVRE
BACKEND/ENSAMBLE FINAL,EMPAQUE,EXCESO DE PASS-COUNT,MAQUIN A,B&S,NIMOCO RECEIVER NISZZDIVRE
BACKEND/ENSAMBLE FINAL,EMPAQUE,MAL MANEJO,MAQUIN A,B&S,NIMOCO RECEIVER NISZZDIVRE
BACKEND/ENSAMBLE FINAL,EMPAQUE,NO LEE DATA MATRIZ,MAQUIN A,B&S,NIMOCO RECEIVER NISZZDIVRE
BACKEND/ENSAMBLE FINAL,EMPAQUE,SIN PRUEBA ANTERIOR,MAQUIN A,B&S,NIMOCO RECEIVER NISZZDIVRE
BACKEND/ENSAMBLE FINAL,EMPAQUE,UNIDAD CAIDA,MAQUIN A,B&S,NIMOCO RECEIVER NISZZDIVRE
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE BRACKET,BRACKET CHUECO,MAQUIN A,B&S,NIMOCO RECEIVER NISZZDIVRE
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE BRACKET,BRACKET MANCHADO,MAQUIN A,B&S,NIMOCO RECEIVER NISZZDIVRE
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE BRACKET,CAMBIO DE INGENIERÍA ,MAQUIN A,B&S,NIMOCO RECEIVER NISZZDIVRE
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE BRACKET,CARCASA RAYADA,MAQUIN A,B&S,NIMOCO RECEIVER NISZZDIVRE
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE BRACKET,CARCAZA QUEBRADA ,MAQUIN A,B&S,NIMOCO RECEIVER NISZZDIVRE
