area,tecnologia,defecto,causa,division,proyecto
BACKEND/ENSAMBLE FINAL,CERRADO,PESTAÑAS DOBLADAS,PE,V8 V10,
BACKEND/ENSAMBLE FINAL,CERRADO,PIEZA CAIDA AL PISO,PE,V8 V10,
BACKEND/ENSAMBLE FINAL,CURADO,MAL FLUJO,PE,V8 V10,
BACKEND/ENSAMBLE FINAL,CURADO,PIEZA CAIDA AL PISO,PE,V8 V10,
BACKEND/ENSAMBLE FINAL,DOSIFICADO DE CARCAZA,EXCESO,PE,V8 V10,
BACKEND/ENSAMBLE FINAL,DOSIFICADO DE CARCAZA,INSUFICIENCIA,PE,V8 V10,
BACKEND/ENSAMBLE FINAL,DOSIFICADO DE CONECTOR,EXCESO,PE,V8 V10,
BACKEND/ENSAMBLE FINAL,DOSIFICADO DE CONECTOR,INSUFICIENCIA,PE,V8 V10,
BACKEND/ENSAMBLE FINAL,ENSAMBLE,FUERA DE ESPECIFICACION,PE,V8 V10,
BACKEND/ENSAMBLE FINAL,ENSAMBLE,PRUEBA DE INGENIERIA,PE,V8 V10,
BACKEND/ENSAMBLE FINAL,HERMETICIDAD,FUGA,PE,V8 V10,
BACKEND/ENSAMBLE FINAL,HERMETICIDAD,MAL FLUJO,PE,V8 V10,
BACKEND/ENSAMBLE FINAL,HERMETICIDAD,PIEZA CAIDA AL PISO,PE,V8 V10,
BACKEND/ENSAMBLE FINAL,MINI OLA,CAIDA AL PISO,PE,V8 V10,
BACKEND/ENSAMBLE FINAL,MINI OLA,CAMBIO DE INGENIERIA,PE,V8 V10,
BACKEND/ENSAMBLE FINAL,MINI OLA,COBRE EXPUESTO,PE,V8 V10,
BACKEND/ENSAMBLE FINAL,MINI OLA,CODIFICACION DUPLICADA,PE,V8 V10,
BACKEND/ENSAMBLE FINAL,MINI OLA,COMPONENTE MAL INSERTADO,PE,V8 V10,
BACKEND/ENSAMBLE FINAL,MINI OLA,CONTAMINACION,PE,V8 V10,
BACKEND/ENSAMBLE FINAL,MINI OLA,DIAGNOSTICO EXHAUSTIVO,PE,V8 V10,
BACKEND/ENSAMBLE FINAL,MINI OLA,EXCESO DE SOLDADURA,PE,V8 V10,
BACKEND/ENSAMBLE FINAL,MINI OLA,FRACTURADO,PE,V8 V10,
BACKEND/ENSAMBLE FINAL,MINI OLA,MAL FLUJO,PE,V8 V10,
BACKEND/ENSAMBLE FINAL,MINI OLA,MATERIAL FUERA DE ESPECIFICACION,PE,V8 V10,
BACKEND/ENSAMBLE FINAL,MINI OLA,MUESTRAS DE ORO OBSOLETAS,PE,V8 V10,
BACKEND/ENSAMBLE FINAL,MINI OLA,PANEL QUEBRADO,PE,V8 V10,
BACKEND/ENSAMBLE FINAL,MINI OLA,PERLAS,PE,V8 V10,
BACKEND/ENSAMBLE FINAL,MINI OLA,PIN DOBLADO,PE,V8 V10,
BACKEND/ENSAMBLE FINAL,MINI OLA,PIN SIN SOLDAR,PE,V8 V10,
BACKEND/ENSAMBLE FINAL,MINI OLA,POLARIDAD INVERTIDA,PE,V8 V10,
BACKEND/ENSAMBLE FINAL,MINI OLA,SOLADADURA SOBRE PANEL,PE,V8 V10,
BACKEND/ENSAMBLE FINAL,MINI OLA,UNIDAD DAÑADA,PE,V8 V10,
BACKEND/ENSAMBLE FINAL,MINI OLA,UNIDAD GOLPEADA,PE,V8 V10,
BACKEND/ENSAMBLE FINAL,PRESS FIT,PIN DOBLADO,PE,V8 V10,
BACKEND/ENSAMBLE FINAL,PRESS FIT,SIN EVIDENCIA DE PIN,PE,V8 V10,
BACKEND/ENSAMBLE FINAL,PROGRAMACION,EXCESO DE PASS-COUNT,PE,V8 V10,
BACKEND/ENSAMBLE FINAL,PROGRAMACION,PIEZA CAIDA AL PISO,PE,V8 V10,
BACKEND/ENSAMBLE FINAL,PROGRAMACION,PIEZA GOLPEADA,PE,V8 V10,
BACKEND/ENSAMBLE FINAL,PROGRAMACION,SIN INTERLOCKING,PE,V8 V10,
BACKEND/ENSAMBLE FINAL,PROGRAMACION,UNIDAD NO PROGRAMADA,PE,V8 V10,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,PIEZA CAIDA AL PISO,PE,V8 V10,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,PIEZA GOLPEADA,PE,V8 V10,
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL,SIN INTERLOCKING,PE,V8 V10,
BACKEND/ENSAMBLE FINAL,RONDANA,DEZPLAZADA,PE,V8 V10,
BACKEND/ENSAMBLE FINAL,RONDANA,FALTANTE,PE,V8 V10,
BACKEND/ENSAMBLE FINAL,RONDANA,PIEZA CAIDA AL PISO,PE,V8 V10,
SMD,AOI,ATORADA,PE,V8 V10,
SMD,AOI,MAL MANEJO,PE,V8 V10,
SMD,ASYS,COBRE EXPUESTO,PE,V8 V10,
SMD,ASYS,ERROR DE OPERACION,PE,V8 V10,
SMD,ASYS,MAL MANEJO,PE,V8 V10,
SMD,ASYS,PANEL ATORADO,PE,V8 V10,
SMD,ASYS,PANEL QUEBRADO,PE,V8 V10,
SMD,DEK,BARRIDA,PE,V8 V10,
SMD,DEK,COBRE EXPUESTO,PE,V8 V10,
SMD,DEK,CONTAMINACION,PE,V8 V10,
SMD,DEK,CORTO,PE,V8 V10,
SMD,DEK,FALLA DE VISION,PE,V8 V10,
SMD,DEK,FLUJO INADECUADO,PE,V8 V10,
SMD,DEK,INSUFICIENCIA,PE,V8 V10,
SMD,DEK,PANEL ABORTADO,PE,V8 V10,
SMD,DEK,PANEL ATORADO,PE,V8 V10,
SMD,DEK,PANEL ENCIMADO,PE,V8 V10,
SMD,DEK,PANEL QUEBRADO,PE,V8 V10,
SMD,DEK,PASTA ALTA,PE,V8 V10,
SMD,DESPANELIZADO,COBRE EXPUESTO,PE,V8 V10,
SMD,DESPANELIZADO,CORTE FUERA DE GUIA,PE,V8 V10,
SMD,DESPANELIZADO,DAÑO DE PROVEEDOR,PE,V8 V10,
SMD,DESPANELIZADO,DESPANALIZADAS SIN DATOS DE AOI,PE,V8 V10,
SMD,DESPANELIZADO,FRACTURADO,PE,V8 V10,
SMD,DESPANELIZADO,MAL DESPANELIZADO,PE,V8 V10,
SMD,DESPANELIZADO,MAL FLUJO,PE,V8 V10,
SMD,DESPANELIZADO,MAL MANEJO,PE,V8 V10,
SMD,DESPANELIZADO,MATERIAL FUERA DE ESPECIFICACION,PE,V8 V10,
SMD,DESPANELIZADO,PANEL QUEBRADO,PE,V8 V10,
SMD,DESPANELIZADO,SIN INTERLOCKING,PE,V8 V10,
SMD,DESPANELIZADO,UNIDAD DAÑADA,PE,V8 V10,
SMD,DESPANELIZADO,UNIDAD GOLPEADA,PE,V8 V10,
SMD,DIAGNOSTICO,DIAGNOSTICO EXHAUSTIVO,PE,V8 V10,
SMD,DIAGNOSTICO,UNIDAD CAIDA AL PISO,PE,V8 V10,
SMD,F4,ADICIONALES,PE,V8 V10,
SMD,F4,BARRIDA,PE,V8 V10,
SMD,F4,CANTO,PE,V8 V10,
SMD,F4,COBRE EXPUESTO,PE,V8 V10,
SMD,F4,COMP INVERTIDO,PE,V8 V10,
SMD,F4,COMPONENTE DE CABEZA,PE,V8 V10,
SMD,F4,COMPONENTE ELEVADO,PE,V8 V10,
SMD,F4,COMPONENTE EQUIVOCADO,PE,V8 V10,
SMD,F4,COMPONENTE FRACTURADO,PE,V8 V10,
SMD,F4,COMPONENTE GIRADO,PE,V8 V10,
SMD,F4,COMPONENTE MAL COLOCADO,PE,V8 V10,
SMD,F4,CONTAMINACION,PE,V8 V10,
SMD,F4,DESPLAZADO,PE,V8 V10,
SMD,F4,DESPLAZADO POR GUIA CENTRAL,PE,V8 V10,
SMD,F4,FALLA DE VISION,PE,V8 V10,
SMD,F4,FEEDER DAÑADO,PE,V8 V10,
SMD,F4,FLUJO INADECUADO,PE,V8 V10,
SMD,F4,INDICE VIEJO,PE,V8 V10,
SMD,F4,INSUFICIENCIAS,PE,V8 V10,
SMD,F4,MATERIAL CADUCADO,PE,V8 V10,
SMD,F4,PANEL ABORTADO,PE,V8 V10,
SMD,F4,PANEL ATORADO,PE,V8 V10,
SMD,F4,PANEL ENCIMADO,PE,V8 V10,
SMD,F4,PANEL QUEBRADO,PE,V8 V10,
SMD,F4,PIN ELEVADO,PE,V8 V10,
SMD,F4,POLARIDAD INVERTIDA,PE,V8 V10,
SMD,F4,TOMBSTONE,PE,V8 V10,
SMD,F4,UNIDADES CAIDAS EN HORNO,PE,V8 V10,
SMD,FUJI,ABORTADO,PE,V8 V10,
SMD,FUJI,ADICIONALES,PE,V8 V10,
SMD,FUJI,CAIDA AL PISO,PE,V8 V10,
SMD,FUJI,COBRE EXPUESTO,PE,V8 V10,
SMD,FUJI,CONTAMINACION,PE,V8 V10,
SMD,FUJI,DAÑO DE PROVEEDOR,PE,V8 V10,
SMD,FUJI,DE CABEZA,PE,V8 V10,
SMD,FUJI,DESPLAZADOS,PE,V8 V10,
SMD,FUJI,ELEVADO,PE,V8 V10,
SMD,FUJI,EQUIVOCADO,PE,V8 V10,
SMD,FUJI,FRACTURADO,PE,V8 V10,
SMD,FUJI,GIRADO,PE,V8 V10,
SMD,FUJI,INVERTIDO,PE,V8 V10,
SMD,FUJI,MAL FLUJO,PE,V8 V10,
SMD,FUJI,MERMA,PE,V8 V10,
SMD,FUJI,NO LEE FIDUCIAL,PE,V8 V10,
SMD,FUJI,PANEL QUEBRADO,PE,V8 V10,
SMD,FUJI,UNIDAD GOLPEADA,PE,V8 V10,
SMD,HORNO DE REFLUJO,BARRIDA,PE,V8 V10,
SMD,HORNO DE REFLUJO,COBRE EXPUESTO,PE,V8 V10,
SMD,HORNO DE REFLUJO,COMPONENTE ELEVADO,PE,V8 V10,
SMD,HORNO DE REFLUJO,COMPONENTE FRACTURADO,PE,V8 V10,
SMD,HORNO DE REFLUJO,CONTAMINACION,PE,V8 V10,
SMD,HORNO DE REFLUJO,CORTOS,PE,V8 V10,
SMD,HORNO DE REFLUJO,DESPLAZADO POR GUIA CENTRAL,PE,V8 V10,
SMD,HORNO DE REFLUJO,DESPLAZADOS,PE,V8 V10,
SMD,HORNO DE REFLUJO,INSUFICIENCIA,PE,V8 V10,
SMD,HORNO DE REFLUJO,PANEL ATORADO,PE,V8 V10,
SMD,HORNO DE REFLUJO,PANEL ENCIMADO,PE,V8 V10,
SMD,HORNO DE REFLUJO,PANEL QUEBRADO,PE,V8 V10,
SMD,HORNO DE REFLUJO,PANEL QUEMADO,PE,V8 V10,
SMD,HORNO DE REFLUJO,PASTA SIN REFLUIR,PE,V8 V10,
SMD,HORNO DE REFLUJO,UNIDAD QUEMADA,PE,V8 V10,
SMD,HORNO DE REFLUJO,UNIDADES CAIDAS EN HORNO,PE,V8 V10,
SMD,HS 50,ADICIONALES,PE,V8 V10,
SMD,HS 50,BARRIDA,PE,V8 V10,
SMD,HS 50,CANTO,PE,V8 V10,
SMD,HS 50,COBRE EXPUESTO,PE,V8 V10,
SMD,HS 50,COMP INVERTIDO,PE,V8 V10,
SMD,HS 50,COMPONENTE DE CABEZA,PE,V8 V10,
SMD,HS 50,COMPONENTE ELEVADO,PE,V8 V10,
SMD,HS 50,COMPONENTE EQUIVOCADO,PE,V8 V10,
SMD,HS 50,COMPONENTE FRACTURADO,PE,V8 V10,
SMD,HS 50,COMPONENTE GIRADO,PE,V8 V10,
SMD,HS 50,COMPONENTE MAL COLOCADO,PE,V8 V10,
SMD,HS 50,CONTAMINACION,PE,V8 V10,
SMD,HS 50,DESPLAZADO,PE,V8 V10,
SMD,HS 50,DESPLAZADO POR GUIA CENTRAL,PE,V8 V10,
SMD,HS 50,FALLA DE VISION,PE,V8 V10,
SMD,HS 50,FEEDER DAÑADO,PE,V8 V10,
SMD,HS 50,FLUJO INADECUADO,PE,V8 V10,
SMD,HS 50,INDICE VIEJO,PE,V8 V10,
SMD,HS 50,INSUFICIENCIAS,PE,V8 V10,
SMD,HS 50,MATERIAL CADUCADO,PE,V8 V10,
SMD,HS 50,PANEL ABORTADO,PE,V8 V10,
SMD,HS 50,PANEL ATORADO,PE,V8 V10,
SMD,HS 50,PANEL ENCIMADO,PE,V8 V10,
SMD,HS 50,PANEL QUEBRADO,PE,V8 V10,
SMD,HS 50,PIN ELEVADO,PE,V8 V10,
SMD,HS 50,POLARIDAD INVERTIDA,PE,V8 V10,
SMD,HS 50,TOMBSTONE,PE,V8 V10,
SMD,HS 50,UNIDADES CAIDAS EN HORNO,PE,V8 V10,
SMD,HS 60,ADICIONALES,PE,V8 V10,
SMD,HS 60,BARRIDA,PE,V8 V10,
SMD,HS 60,CANTO,PE,V8 V10,
SMD,HS 60,COBRE EXPUESTO,PE,V8 V10,
SMD,HS 60,COMP INVERTIDO,PE,V8 V10,
SMD,HS 60,COMPONENTE DE CABEZA,PE,V8 V10,
SMD,HS 60,COMPONENTE ELEVADO,PE,V8 V10,
SMD,HS 60,COMPONENTE EQUIVOCADO,PE,V8 V10,
SMD,HS 60,COMPONENTE FRACTURADO,PE,V8 V10,
SMD,HS 60,COMPONENTE GIRADO,PE,V8 V10,
SMD,HS 60,COMPONENTE MAL COLOCADO,PE,V8 V10,
SMD,HS 60,CONTAMINACION,PE,V8 V10,
SMD,HS 60,DESPLAZADO,PE,V8 V10,
SMD,HS 60,DESPLAZADO POR GUIA CENTRAL,PE,V8 V10,
SMD,HS 60,FALLA DE VISION,PE,V8 V10,
SMD,HS 60,FEEDER DAÑADO,PE,V8 V10,
