area,tecnologia,defecto,causa,division,proyecto
BACKEND/ENSAMBLE FINAL,DESPANALIZADO,DESPANALIZADAS SIN DATOS DE AOI ,METODO,B&S,ECU TX4 TX6
BACKEND/ENSAMBLE FINAL,DESPANALIZADO,MAL DESPANALIZADAS,MAQUINA,B&S,ECU TX4 TX6
BACKEND/ENSAMBLE FINAL,DESPANALIZADO,SIN INTERLOCKING,METODO,B&S,ECU TX4 TX6
BACKEND/ENSAMBLE FINAL,DESPANALIZADO,UNIDAD DAÑADA,MANO DE OBRA,B&S,ECU TX4 TX6
BACKEND/ENSAMBLE FINAL,DESPANALIZADO,UNIDADES CAIDAS AL PISO,MANO DE OBRA,B&S,ECU TX4 TX6
BACKEND/ENSAMBLE FINAL,EMPAQUE,EXCESO DE PASS-COUNT,METODO,B&S,ECU TX4 TX6
BACKEND/ENSAMBLE FINAL,EMPAQUE,MAL MANEJO,MANO DE OBRA,B&S,ECU TX4 TX6
BACKEND/ENSAMBLE FINAL,EMPAQUE,piezas diferentes,MANO DE OBRA,B&S,ECU TX4 TX6
BACKEND/ENSAMBLE FINAL,EMPAQUE,SIN PRUEBA ANTERIOR,MANO DE OBRA,B&S,ECU TX4 TX6
BACKEND/ENSAMBLE FINAL,EMPAQUE,UNIDADES CAIDAS AL PISO,MANO DE OBRA,B&S,ECU TX4 TX6
BACKEND/ENSAMBLE FINAL,FINAL ASSY,BRACKET CHUECO,METODO,B&S,ECU TX4 TX6
BACKEND/ENSAMBLE FINAL,FINAL ASSY,BRACKET MANCHADO,PROVEEDOR,B&S,ECU TX4 TX6
BACKEND/ENSAMBLE FINAL,FINAL ASSY,CAMBIO DE INGENIERIA ,METODO,B&S,ECU TX4 TX6
BACKEND/ENSAMBLE FINAL,FINAL ASSY,CARCASA ABIERTA,PROVEEDOR,B&S,ECU TX4 TX6
BACKEND/ENSAMBLE FINAL,FINAL ASSY,CARCASA QUEBRADA,METODO,B&S,ECU TX4 TX6
BACKEND/ENSAMBLE FINAL,FINAL ASSY,CARCASA RAYADA,METODO,B&S,ECU TX4 TX6
BACKEND/ENSAMBLE FINAL,FINAL ASSY,CARCAZA DAÑADA ,METODO,B&S,ECU TX4 TX6
BACKEND/ENSAMBLE FINAL,FINAL ASSY,MAL ENSAMBLADA ,MAQUINA,B&S,ECU TX4 TX6
BACKEND/ENSAMBLE FINAL,FINAL ASSY,MAL FLUJO,METODO,B&S,ECU TX4 TX6
BACKEND/ENSAMBLE FINAL,FINAL ASSY,MAL MANEJO,MANO DE OBRA,B&S,ECU TX4 TX6
