area,tecnologia,division,proyecto
DIAGNOSTICO,jaula de calidad,B&S,KWANG JIN
DIAGNOSTICO,Retrabajo,B&S,KWANG JIN
ENSAMBLE,Despanalizado,B&S,KWANG JIN
ENSAMBLE,Empaque,B&S,KWANG JIN
ENSAMBLE,Flashing,B&S,KWANG JIN
ENSAMBLE,ICT,B&S,KWANG JIN
ENSAMBLE,MINI OLA,B&S,KWANG JIN
ENSAMBLE,PRUEBA FINAL,B&S,KWANG JIN
SMD,AOI,B&S,KWANG JIN
SMD,ASYS,B&S,KWANG JIN
SMD,Dek,B&S,KWANG JIN
SMD,Horno de reflujo,B&S,KWANG JIN
SMD,Laser,B&S,KWANG JIN
SMD,Siplace,B&S,KWANG JIN
