area,tecnologia,defecto,causa,division,proyecto
BACKEND,ENSAMBLE DE CARCASA ,CARCASA RAYADA ,METODO,B&S 3,TRX HONDA MY14 
BACKEND,ENSAMBLE DE CARCASA ,CARCASA RAYADA ,MANO DE OBRA,B&S 3,TRX HONDA MY14 
BACKEND,ENSAMBLE  ,MAL MANEJO,METODO,B&S 3,FOB HONDA MY14
BACKEND,ENSAMBLE  ,MAL MANEJO,MANO DE OBRA,B&S 3,FOB HONDA MY14
BACKEND,ENSAMBLE,PILA DESCARGADA ,MAQUINA,B&S 3,FOB HONDA MY14
BACKEND,ENSAMBLE,PILA DESCARGADA ,METODO,B&S 3,FOB HONDA MY14
BACKEND,ENSAMBLE,PILA DESCARGADA ,MANO DE OBRA,B&S 3,FOB HONDA MY14
BACKEND,PRESS FIT,PIN DAÑADO ,MAQUINA,B&S 3,PCU HONDA MY14
BACKEND,PRESS FIT,PIN DAÑADO ,METODO,B&S 3,PCU HONDA MY14
BACKEND,PRESS FIT,PIN DAÑADO ,MANO DE OBRA,B&S 3,PCU HONDA MY14
BACKEND,ENSAMBLE DE CARCASA ,CARCASA DAÑADA,MAQUINA,B&S 3,PCU HONDA MY14
BACKEND,ENSAMBLE DE CARCASA ,CARCASA DAÑADA,METODO,B&S 3,PCU HONDA MY14
BACKEND,ENSAMBLE DE CARCASA ,CARCASA DAÑADA,MANO DE OBRA,B&S 3,PCU HONDA MY14
BACKEND,ENSAMBLE,COMPONENTE ELEVADO,METODO,B&S 3,PCU HONDA MY14
BACKEND,ENSAMBLE,COMPONENTE ELEVADO,MANO DE OBRA,B&S 3,PCU HONDA MY14
SMD,SIPLACE,PIN ELEVADO,MAQUINA,B&S 3,PCU HONDA MY14
SMD,SIPLACE,PIN ELEVADO,METODO,B&S 3,PCU HONDA MY14
SMD,SIPLACE,PIN ELEVADO,MANO DE OBRA,B&S 3,PCU HONDA MY14
SMD,SIPLACE,ADICIONAL,MAQUINA,B&S 3,PCU HONDA MY14
SMD,SIPLACE,ADICIONAL,METODO,B&S 3,PCU HONDA MY14
SMD,SIPLACE,ADICIONAL,MANO DE OBRA,B&S 3,PCU HONDA MY14
SMD,SIPLACE,COMPONENTE ELEVADO,MAQUINA,B&S 3,PCU HONDA MY14
SMD,SIPLACE,COMPONENTE ELEVADO,METODO,B&S 3,PCU HONDA MY14
SMD,SIPLACE,COMPONENTE ELEVADO,MANO DE OBRA,B&S 3,PCU HONDA MY14
SMD,SIPLACE,COMPONENTE DAÑADO,MAQUINA,B&S 3,PCU HONDA MY14
SMD,SIPLACE,COMPONENTE DAÑADO,METODO,B&S 3,PCU HONDA MY14
SMD,SIPLACE,COMPONENTE DAÑADO,MANO DE OBRA,B&S 3,PCU HONDA MY14
SMD,SIPLACE,panel encimado ,MAQUINA,B&S 3,PCU HONDA MY14
SMD,SIPLACE,panel encimado ,METODO,B&S 3,PCU HONDA MY14
SMD,SIPLACE,panel encimado ,MANO DE OBRA,B&S 3,PCU HONDA MY14
SMD,SIPLACE,panel atorado ,MAQUINA,B&S 3,PCU HONDA MY14
SMD,SIPLACE,panel atorado ,METODO,B&S 3,PCU HONDA MY14
SMD,SIPLACE,panel atorado ,MANO DE OBRA,B&S 3,PCU HONDA MY14
SMD,SIPLACE,panel quebrado ,MAQUINA,B&S 3,PCU HONDA MY14
SMD,SIPLACE,panel quebrado ,METODO,B&S 3,PCU HONDA MY14
SMD,SIPLACE,panel quebrado ,MANO DE OBRA,B&S 3,PCU HONDA MY14
