area,tecnologia,defecto,causa,division,proyecto
BACKEND/ENSAMBLE FINAL,ATORNILLADO DE UNIDADES,UNIDAD CAIDA AL PISO,MANO DE OBRA,PSAD,HONDA CR-V MC
BACKEND/ENSAMBLE FINAL,ATORNILLADO DE UNIDADES,UNIDAD CAIDA AL PISO,METODO,PSAD,HONDA CR-V MC
BACKEND/ENSAMBLE FINAL,ATORNILLADO DE UNIDADES,CARCASA DAÑADA,MANO DE OBRA,PSAD,HONDA CR-V MC
BACKEND/ENSAMBLE FINAL,ATORNILLADO DE UNIDADES,CARCASA DAÑADA,MAQUINA,PSAD,HONDA CR-V MC
BACKEND/ENSAMBLE FINAL,ATORNILLADO DE UNIDADES,CARCASA DAÑADA,METODO,PSAD,HONDA CR-V MC
BACKEND/ENSAMBLE FINAL,ATORNILLADO DE UNIDADES,CARCASA DAÑADA,PROVEEDOR,PSAD,HONDA CR-V MC
BACKEND/ENSAMBLE FINAL,ATORNILLADO DE UNIDADES,TAPA DAÑADA,MANO DE OBRA,PSAD,HONDA CR-V MC
BACKEND/ENSAMBLE FINAL,ATORNILLADO DE UNIDADES,TAPA DAÑADA,MAQUINA,PSAD,HONDA CR-V MC
BACKEND/ENSAMBLE FINAL,ATORNILLADO DE UNIDADES,TAPA DAÑADA,METODO,PSAD,HONDA CR-V MC
BACKEND/ENSAMBLE FINAL,ATORNILLADO DE UNIDADES,TAPA DAÑADA,PROVEEDOR,PSAD,HONDA CR-V MC
BACKEND/ENSAMBLE FINAL,ATORNILLADO DE UNIDADES,SUBENSAMBLE DAÑADO,MANO DE OBRA,PSAD,HONDA CR-V MC
BACKEND/ENSAMBLE FINAL,ATORNILLADO DE UNIDADES,SUBENSAMBLE DAÑADO,MAQUINA,PSAD,HONDA CR-V MC
BACKEND/ENSAMBLE FINAL,ATORNILLADO DE UNIDADES,COBRE EXPUESTO,MANO DE OBRA,PSAD,HONDA CR-V MC
BACKEND/ENSAMBLE FINAL,ATORNILLADO DE UNIDADES,COBRE EXPUESTO,MAQUINA,PSAD,HONDA CR-V MC
BACKEND/ENSAMBLE FINAL,ATORNILLADO DE UNIDADES,PRUEBA DE INGENIERIA,METODO,PSAD,HONDA CR-V MC
BACKEND/ENSAMBLE FINAL,ATORNILLADO DE UNIDADES,SET UP DE EQUIPO,METODO,PSAD,HONDA CR-V MC
BACKEND/ENSAMBLE FINAL,ATORNILLADO DE UNIDADES,MATERIAL OBSOLETO,METODO,PSAD,HONDA CR-V MC
BACKEND/ENSAMBLE FINAL,ATORNILLADO DE UNIDADES,COMPONENTE ARRANCADO,MANO DE OBRA,PSAD,HONDA CR-V MC
BACKEND/ENSAMBLE FINAL,ATORNILLADO DE UNIDADES,COMPONENTE ARRANCADO,MAQUINA,PSAD,HONDA CR-V MC
BACKEND/ENSAMBLE FINAL,ATORNILLADO DE UNIDADES,COMPONENTE DAÑADO,MANO DE OBRA,PSAD,HONDA CR-V MC
BACKEND/ENSAMBLE FINAL,ATORNILLADO DE UNIDADES,COMPONENTE DAÑADO,MAQUINA,PSAD,HONDA CR-V MC
BACKEND/ENSAMBLE FINAL,DTA,COMPONENTE ARRANCADO,MANO DE OBRA,PSAD,HONDA CR-V MC
BACKEND/ENSAMBLE FINAL,DTA,COMPONENTE ARRANCADO,MAQUINA,PSAD,HONDA CR-V MC
BACKEND/ENSAMBLE FINAL,DTA,COMPONENTE DAÑADO,MANO DE OBRA,PSAD,HONDA CR-V MC
BACKEND/ENSAMBLE FINAL,DTA,COMPONENTE DAÑADO,MAQUINA,PSAD,HONDA CR-V MC
BACKEND/ENSAMBLE FINAL,DTA,MATERIAL OBSOLETO,METODO,PSAD,HONDA CR-V MC
BACKEND/ENSAMBLE FINAL,DTA,CONECTOR DAÑADO,MANO DE OBRA,PSAD,HONDA CR-V MC
BACKEND/ENSAMBLE FINAL,DTA,CONECTOR DAÑADO,MAQUINA,PSAD,HONDA CR-V MC
BACKEND/ENSAMBLE FINAL,DTA,CONECTOR DAÑADO,PROVEEDOR,PSAD,HONDA CR-V MC
BACKEND/ENSAMBLE FINAL,DTA,PIN DE CONECTOR SUMIDO,MANO DE OBRA,PSAD,HONDA CR-V MC
BACKEND/ENSAMBLE FINAL,DTA,PIN DE CONECTOR SUMIDO,MAQUINA,PSAD,HONDA CR-V MC
BACKEND/ENSAMBLE FINAL,DTA,EXCESO DE PRUEBAS,MANO DE OBRA,PSAD,HONDA CR-V MC
BACKEND/ENSAMBLE FINAL,DTA,MATERIAL OBSOLETO,METODO,PSAD,HONDA CR-V MC
BACKEND/ENSAMBLE FINAL,DTA,MAL DISEÑO,METODO,PSAD,HONDA CR-V MC
BACKEND/ENSAMBLE FINAL,DTA,MUESTRA DE ORO OBSOLETA,METODO,PSAD,HONDA CR-V MC
BACKEND/ENSAMBLE FINAL,DTA,PRUEBA DE INGENIERIA,METODO,PSAD,HONDA CR-V MC
BACKEND/ENSAMBLE FINAL,DTA,SET UP DE EQUIPO,MANO DE OBRA,PSAD,HONDA CR-V MC
BACKEND/ENSAMBLE FINAL,DTA,UNIDAD CAIDA AL PISO,MANO DE OBRA,PSAD,HONDA CR-V MC
