area,tecnologia,defecto,causa,division,proyecto,,,,,
DIAGNOSTICO,RETRABAJO,CARCASA ABIERTA,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
DIAGNOSTICO,RETRABAJO,CARCASA QUEBRADA,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
DIAGNOSTICO,RETRABAJO,CARCASA QUEBRADA,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
DIAGNOSTICO,RETRABAJO,CARCASA QUEBRADA,METODO,B&S,PEPS PK  1 WAY,,,,,
DIAGNOSTICO,RETRABAJO,CARCASA QUEBRADA,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
DIAGNOSTICO,RETRABAJO,CARCASA RAYADA,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
DIAGNOSTICO,RETRABAJO,CARCASA RAYADA,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
DIAGNOSTICO,RETRABAJO,CARCASA RAYADA,METODO,B&S,PEPS PK  1 WAY,,,,,
DIAGNOSTICO,RETRABAJO,CARCASA RAYADA,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
DIAGNOSTICO,RETRABAJO,CARCAZA DAÑADA,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
DIAGNOSTICO,RETRABAJO,CARCAZA DAÑADA,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
DIAGNOSTICO,RETRABAJO,CARCAZA DAÑADA,METODO,B&S,PEPS PK  1 WAY,,,,,
DIAGNOSTICO,RETRABAJO,CARCAZA DAÑADA,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
DIAGNOSTICO,RETRABAJO,DATAMATRIX ILEGIBLE,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
DIAGNOSTICO,RETRABAJO,DATAMATRIX ILEGIBLE,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
DIAGNOSTICO,RETRABAJO,DATAMATRIX ILEGIBLE,METODO,B&S,PEPS PK  1 WAY,,,,,
DIAGNOSTICO,RETRABAJO,DATAMATRIX INCORRECTA,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
DIAGNOSTICO,RETRABAJO,DATAMATRIX INCORRECTA,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
DIAGNOSTICO,RETRABAJO,DATAMATRIX INCORRECTA,METODO,B&S,PEPS PK  1 WAY,,,,,
DIAGNOSTICO,RETRABAJO,DATAMATRIX MAL IMPRESO,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
DIAGNOSTICO,RETRABAJO,DATAMATRIX MAL IMPRESO,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
DIAGNOSTICO,RETRABAJO,DATAMATRIX MAL IMPRESO,METODO,B&S,PEPS PK  1 WAY,,,,,
DIAGNOSTICO,RETRABAJO,DEFECTOS COSMETICOS Y /O RETRABAJO,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
DIAGNOSTICO,RETRABAJO,DEFECTOS COSMETICOS Y /O RETRABAJO,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
DIAGNOSTICO,RETRABAJO,DEFECTOS COSMETICOS Y /O RETRABAJO,METODO,B&S,PEPS PK  1 WAY,,,,,
DIAGNOSTICO,RETRABAJO,DEFECTOS COSMETICOS Y /O RETRABAJO,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
DIAGNOSTICO,RETRABAJO,MAL ENSAMBLADA,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
DIAGNOSTICO,RETRABAJO,MAL ENSAMBLADA,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
DIAGNOSTICO,RETRABAJO,MAL ENSAMBLADA,METODO,B&S,PEPS PK  1 WAY,,,,,
DIAGNOSTICO,RETRABAJO,MAL FLUJO,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
DIAGNOSTICO,RETRABAJO,MAL FLUJO,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
DIAGNOSTICO,RETRABAJO,MAL FLUJO,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,ASYS,CONTAMINACION,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,ASYS,CONTAMINACION,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,ASYS,MAL MANEJO,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,ASYS,MAL MANEJO,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,ASYS,MAL MANEJO,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,ASYS,PANEL ABORTADO,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,ASYS,PANEL ABORTADO,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,ASYS,PANEL ATORADO,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,ASYS,PANEL ATORADO,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,ASYS,PANEL ATORADO,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,ASYS,UNIDAD CAIDA,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,ASYS,UNIDAD CAIDA,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,DEK,BARRIDA,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,DEK,BARRIDA,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,DEK,BARRIDA,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,DEK,BARRIDA,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,DEK,CONTAMINACION,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,DEK,CONTAMINACION,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,DEK,CONTAMINACION,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,DEK,CONTAMINACION,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,DEK,CORTOS,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,DEK,CORTOS,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,DEK,CORTOS,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,DEK,CORTOS,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,DEK,EXCESO DE SOLDADURA,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,DEK,EXCESO DE SOLDADURA,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,DEK,EXCESO DE SOLDADURA,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,DEK,FLUJO INADECUADO,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,DEK,FLUJO INADECUADO,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,DEK,FLUJO INADECUADO,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,DEK,INSUFICIENCIAS,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,DEK,INSUFICIENCIAS,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,DEK,INSUFICIENCIAS,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,DEK,INSUFICIENCIAS,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,DEK,PANEL ABORTADO,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,DEK,PANEL ABORTADO,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,DEK,PANEL ABORTADO,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,DEK,PANEL ABORTADO,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,DEK,PANEL ATORADO,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,DEK,PANEL ATORADO,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,DEK,PANEL ATORADO,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,DEK,PANEL ATORADO,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,DEK,PASTA ALTA,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,DEK,PASTA ALTA,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,DEK,PASTA ALTA,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,DEK,PASTA ALTA,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,ADICIONALES,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,ADICIONALES,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,ADICIONALES,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,ADICIONALES,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,BARRIDA,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,BARRIDA,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,BARRIDA,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,BARRIDA,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,CANTO,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,CANTO,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,CANTO,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,CANTO,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,COMPONENTE DE CABEZA,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,COMPONENTE DE CABEZA,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,COMPONENTE DE CABEZA,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,COMPONENTE DE CABEZA,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,COMPONENTE EQUIVOCADO,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,COMPONENTE EQUIVOCADO,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,COMPONENTE EQUIVOCADO,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,COMPONENTE EQUIVOCADO,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,COMPONENTE GIRADO,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,COMPONENTE GIRADO,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,COMPONENTE GIRADO,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,COMPONENTE GIRADO,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,CONTAMINACION,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,CONTAMINACION,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,CONTAMINACION,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,CONTAMINACION,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,DESPLAZADOS,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,DESPLAZADOS,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,DESPLAZADOS,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,DESPLAZADOS,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,FALTA DE MATERIAL,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,FALTA DE MATERIAL,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,FALTA DE MATERIAL,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,FALTA DE MATERIAL,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,FALTANTES,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,FALTANTES,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,FALTANTES,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,FALTANTES,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,INSERCION MANUAL INCOMPLETA,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,INSERCION MANUAL INCOMPLETA,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,INSERCION MANUAL INCOMPLETA,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,INSERCION MANUAL INCOMPLETA,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,MAL MANEJO,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,MAL MANEJO,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,MAL MANEJO,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,MAL MANEJO,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,PANEL ABORTADO,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,PANEL ABORTADO,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,PANEL ABORTADO,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,PANEL ABORTADO,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,PANEL ATORADO,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,PANEL ATORADO,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,PANEL ATORADO,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,PANEL ATORADO,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,PIN ELEVADO,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,PIN ELEVADO,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,PIN ELEVADO,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,PIN ELEVADO,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,POLARIDAD INVERTIDA,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,POLARIDAD INVERTIDA,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,POLARIDAD INVERTIDA,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,POLARIDAD INVERTIDA,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,SET UP,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,SET UP,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,SET UP,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,SET UP,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,TOMBSTONE,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,TOMBSTONE,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,TOMBSTONE,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,TOMBSTONE,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,UNIDAD CAIDA,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,UNIDAD CAIDA,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,UNIDAD CAIDA,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,HF3,UNIDAD CAIDA,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,HORNO DE REFLUJO,BARRIDA,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,HORNO DE REFLUJO,BARRIDA,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,HORNO DE REFLUJO,BARRIDA,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,HORNO DE REFLUJO,COMPONENTE FRACTURADO,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,HORNO DE REFLUJO,COMPONENTE FRACTURADO,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,HORNO DE REFLUJO,COMPONENTE FRACTURADO,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,HORNO DE REFLUJO,CONTAMINACION,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,HORNO DE REFLUJO,CONTAMINACION,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,HORNO DE REFLUJO,CONTAMINACION,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,HORNO DE REFLUJO,CONTAMINACION,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,HORNO DE REFLUJO,PANEL ATORADO,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,HORNO DE REFLUJO,PANEL ATORADO,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,HORNO DE REFLUJO,PANEL ATORADO,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,HORNO DE REFLUJO,PASTA SIN REFLUIR,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,HORNO DE REFLUJO,PASTA SIN REFLUIR,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,HORNO DE REFLUJO,PASTA SIN REFLUIR,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,HORNO DE REFLUJO,UNIDAD CAIDA,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,HORNO DE REFLUJO,UNIDAD CAIDA,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,HORNO DE REFLUJO,UNIDAD CAIDA,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,HS 60,FALTA DE MATERIAL,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,HS 60,FALTANTES,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,HS 60,FALTANTES,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,HS 60,FALTANTES,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,HS 60,FALTANTES,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,HS 60,INSERCION MANUAL INCOMPLETA,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,HS 60,INSERCION MANUAL INCOMPLETA,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,HS 60,INSERCION MANUAL INCOMPLETA,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,HS 60,SET UP,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,HS 60,SET UP,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,INTRODUCCION,MATERIAL EN INTRODUCCION (CODIGO 095),INTRODUCCION,B&S,PEPS PK  1 WAY,,,,,
SMD,LASER,CAMBIO DE INGENIERIA,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,LASER,CAMBIO DE INGENIERIA,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,LASER,CAMBIO DE INGENIERIA,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,LASER,COMPONENTE ARRANCADO,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,LASER,COMPONENTE ARRANCADO,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,LASER,COMPONENTE ARRANCADO,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,LASER,COMPONENTE FRACTURADO,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,LASER,COMPONENTE FRACTURADO,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,LASER,COMPONENTE FRACTURADO,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,LASER,DATAMATRIX INCORRECTA,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,LASER,DATAMATRIX INCORRECTA,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,LASER,DATAMATRIX INCORRECTA,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,LASER,DATAMATRIX MAL IMPRESO,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,LASER,DATAMATRIX MAL IMPRESO,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,LASER,DATAMATRIX MAL IMPRESO,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,LASER,DEFECTO DE PROVEEDOR,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,LASER,DEFECTO DE PROVEEDOR,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,LASER,DEFECTO DE PROVEEDOR,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,LASER,DEFECTO DE PROVEEDOR,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,LASER,ERROR DE OPERACION,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,LASER,ERROR DE OPERACION,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,LASER,INDICE VIEJO,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,LASER,INDICE VIEJO,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,LASER,INDICE VIEJO,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,LASER,MAL MANEJO,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,LASER,MAL MANEJO,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,LASER,MAL MANEJO,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,LASER,MATERIAL OBSOLETO,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,LASER,MATERIAL OBSOLETO,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,LASER,MATERIAL OBSOLETO,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,LASER,PANEL ABORTADO,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,LASER,PANEL ABORTADO,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,LASER,PANEL ABORTADO,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,LASER,PANEL ATORADO,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,LASER,PANEL ATORADO,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,LASER,PANEL ATORADO,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,LASER,PANEL CAIDO,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,LASER,PANEL ENCIMADO,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,LASER,PANEL ENCIMADO,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,LASER,PANEL ENCIMADO,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,LASER,UNIDAD DAÑADA,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,LASER,UNIDAD DAÑADA,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,LASER,UNIDAD DAÑADA,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,LASER,UNIDAD DE PRUEBA,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,LASER,UNIDAD GOLPEADA,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,LASER,UNIDAD GOLPEADA,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,LASER,UNIDAD GOLPEADA,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,REPARACION,MALA REPARACION,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SIPLACE,MERMA,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SIPLACE,MERMA,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SIPLACE,MERMA,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SIPLACE,MERMA,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,ADICIONALES,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,ADICIONALES,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,ADICIONALES,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,ADICIONALES,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,BARRIDA,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,BARRIDA,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,BARRIDA,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,BARRIDA,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,CANTO,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,CANTO,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,CANTO,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,CANTO,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,COMPONENTE DE CABEZA,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,COMPONENTE DE CABEZA,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,COMPONENTE DE CABEZA,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,COMPONENTE DE CABEZA,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,COMPONENTE EQUIVOCADO,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,COMPONENTE EQUIVOCADO,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,COMPONENTE EQUIVOCADO,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,COMPONENTE EQUIVOCADO,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,COMPONENTE GIRADO,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,COMPONENTE GIRADO,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,COMPONENTE GIRADO,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,COMPONENTE GIRADO,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,CONTAMINACION,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,CONTAMINACION,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,CONTAMINACION,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,CONTAMINACION,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,DESPLAZADOS,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,DESPLAZADOS,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,DESPLAZADOS,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,DESPLAZADOS,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,FALTA DE MATERIAL,MANO DE OBRA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,FALTA DE MATERIAL,MAQUINA,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,FALTA DE MATERIAL,METODO,B&S,PEPS PK  1 WAY,,,,,
SMD,SX1_1,FALTA DE MATERIAL,PROVEEDOR,B&S,PEPS PK  1 WAY,,,,,
