area,tecnologia,division,proyecto
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,B&S,CUSW
BACKEND/ENSAMBLE FINAL,ENSAMBLE DE CARCASA Y ETIQUETADO,B&S,CUSW
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL LF,B&S,CUSW
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL RF,B&S,CUSW
BACKEND/ENSAMBLE FINAL,KITTING,B&S,CUSW
BACKEND/ENSAMBLE FINAL,VERIFICACION KITTING,B&S,CUSW
BACKEND/ENSAMBLE FINAL,EMPAQUE,B&S,CUSW
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL PCB,B&S,CUSW
BACKEND/ENSAMBLE FINAL,PRUEBA FINAL RKE,B&S,CUSW
