area,tecnologia,defecto,causa,division,proyecto
  BACKEND/ENSAMBLE FINAL,PARTES A,ARRANCADO,MAQUINA,PSAD,JAGUAR PED
  BACKEND/ENSAMBLE FINAL,PARTES A,ARRANCADO,MANO DE OBRA,PSAD,JAGUAR PED
  BACKEND/ENSAMBLE FINAL,PARTES A,CAMBIO DE INGENIERIA,MAQUINA,PSAD,JAGUAR PED
  BACKEND/ENSAMBLE FINAL,PARTES A,CAMBIO DE INGENIERIA,MANO DE OBRA,PSAD,JAGUAR PED
  BACKEND/ENSAMBLE FINAL,PARTES A,CORRIDA DE INGENIERIA,MAQUINA,PSAD,JAGUAR PED
  BACKEND/ENSAMBLE FINAL,PARTES A,CORRIDA DE INGENIERIA,MANO DE OBRA,PSAD,JAGUAR PED
  BACKEND/ENSAMBLE FINAL,PARTES A,FALLA DE EQUIPO,MAQUINA,PSAD,JAGUAR PED
  BACKEND/ENSAMBLE FINAL,PARTES A,FALLA DE EQUIPO,MANO DE OBRA,PSAD,JAGUAR PED
  BACKEND/ENSAMBLE FINAL,PARTES A,MATERIAL OBSOLETO,MAQUINA,PSAD,JAGUAR PED
  BACKEND/ENSAMBLE FINAL,PARTES A,MATERIAL OBSOLETO,MANO DE OBRA,PSAD,JAGUAR PED
  BACKEND/ENSAMBLE FINAL,PARTES A,COMPONENTE ARRANCADO,MAQUINA,PSAD,JAGUAR PED
  BACKEND/ENSAMBLE FINAL,PARTES A,COMPONENTE ARRANCADO,MANO DE OBRA,PSAD,JAGUAR PED
  BACKEND/ENSAMBLE FINAL,PARTES A,ARRANCADO,MAQUINA,PSAD,LAND ROVER
  BACKEND/ENSAMBLE FINAL,PARTES A,ARRANCADO,MANO DE OBRA,PSAD,LAND ROVER
  BACKEND/ENSAMBLE FINAL,PARTES A,CAMBIO DE INGENIERIA,MAQUINA,PSAD,LAND ROVER
  BACKEND/ENSAMBLE FINAL,PARTES A,CAMBIO DE INGENIERIA,MANO DE OBRA,PSAD,LAND ROVER
  BACKEND/ENSAMBLE FINAL,PARTES A,CORRIDA DE INGENIERIA,MAQUINA,PSAD,LAND ROVER
  BACKEND/ENSAMBLE FINAL,PARTES A,CORRIDA DE INGENIERIA,MANO DE OBRA,PSAD,LAND ROVER
  BACKEND/ENSAMBLE FINAL,PARTES A,FALLA DE EQUIPO,MAQUINA,PSAD,LAND ROVER
  BACKEND/ENSAMBLE FINAL,PARTES A,FALLA DE EQUIPO,MANO DE OBRA,PSAD,LAND ROVER
  BACKEND/ENSAMBLE FINAL,PARTES A,MATERIAL OBSOLETO,MAQUINA,PSAD,LAND ROVER
  BACKEND/ENSAMBLE FINAL,PARTES A,MATERIAL OBSOLETO,MANO DE OBRA,PSAD,LAND ROVER
