area,tecnologia,division,proyecto
SMD,DEK,B&S 2,TIS1C127 GM
SMD,DESPANELIZADO,B&S 2,TIS1C127 GM
SMD,FUJI,B&S 2,TIS1C127 GM
SMD,HORNO DE REFLUJO,B&S 2,TIS1C127 GM
SMD,ICT,B&S 2,TIS1C127 GM
SMD,LAQUEADO,B&S 2,TIS1C127 GM
SMD,LASER,B&S 2,TIS1C127 GM
SMD,MPM,B&S 2,TIS1C127 GM
SMD,OLA,B&S 2,TIS1C127 GM
SMD,PIN IN PASTE,B&S 2,TIS1C127 GM
SMD,PROGRAMACION,B&S 2,TIS1C127 GM
SMD,SIPLACE,B&S 2,TIS1C127 GM
SMD,UNIVERSAL,B&S 2,TIS1C127 GM
