area,tecnologia,defecto,causa,division,proyecto
SMD,AOI,ADICIONALES,MANO DE OBRA,B&S,CSM
SMD,AOI,ADICIONALES,MAQUINA,B&S,CSM
SMD,AOI,ADICIONALES,METODO,B&S,CSM
SMD,AOI,BARRIDA,MANO DE OBRA,B&S,CSM
SMD,AOI,BARRIDA,MAQUINA,B&S,CSM
SMD,AOI,BARRIDA,METODO,B&S,CSM
SMD,AOI,CANTO,MANO DE OBRA,,
SMD,AOI,CANTO,MAQUINA,B&S,CSM
SMD,AOI,CANTO,METODO,B&S,CSM
SMD,AOI,COBRE EXPUESTO,MANO DE OBRA,,
SMD,AOI,COBRE EXPUESTO,MAQUINA,B&S,CSM
SMD,AOI,COBRE EXPUESTO,METODO,B&S,CSM
SMD,AOI,COMP INVERTIDO,MANO DE OBRA,,
SMD,AOI,COMP INVERTIDO,MAQUINA,B&S,CSM
SMD,AOI,COMP INVERTIDO,METODO,B&S,CSM
SMD,AOI,COMPONENTE DE CABEZA,MANO DE OBRA,,
SMD,AOI,COMPONENTE DE CABEZA,MAQUINA,B&S,CSM
SMD,AOI,COMPONENTE DE CABEZA,METODO,B&S,CSM
SMD,AOI,COMPONENTE ELEVADO,MANO DE OBRA,,
SMD,AOI,COMPONENTE ELEVADO,MAQUINA,B&S,CSM
SMD,AOI,COMPONENTE ELEVADO,METODO,B&S,CSM
SMD,AOI,COMPONENTE EQUIVOCADO,MANO DE OBRA,,
SMD,AOI,COMPONENTE EQUIVOCADO,MAQUINA,B&S,CSM
SMD,AOI,COMPONENTE EQUIVOCADO,METODO,B&S,CSM
SMD,AOI,COMPONENTE FRACTURADO,MANO DE OBRA,,
SMD,AOI,COMPONENTE FRACTURADO,MAQUINA,B&S,CSM
SMD,AOI,COMPONENTE FRACTURADO,METODO,B&S,CSM
SMD,AOI,COMPONENTE GIRADO,MANO DE OBRA,,
SMD,AOI,COMPONENTE GIRADO,MAQUINA,B&S,CSM
SMD,AOI,COMPONENTE GIRADO,METODO,B&S,CSM
SMD,AOI,COMPONENTE MAL COLOCADO,MANO DE OBRA,,
SMD,AOI,COMPONENTE MAL COLOCADO,MAQUINA,B&S,CSM
SMD,AOI,COMPONENTE MAL COLOCADO,METODO,B&S,CSM
SMD,AOI,CONTAMINACION,MANO DE OBRA,,
SMD,AOI,CONTAMINACION,MAQUINA,B&S,CSM
