area,tecnologia,defecto,causa,division,proyecto
BACKEND/ENSAMBLE FINAL,ATORNILLADO AUTOMATICO,CARCASA DAÑADA,MANO DE OBRA,PSAD,VN127
BACKEND/ENSAMBLE FINAL,ATORNILLADO AUTOMATICO,CARCASA DAÑADA,MAQUINA,PSAD,VN127
BACKEND/ENSAMBLE FINAL,ATORNILLADO AUTOMATICO,CARCASA DAÑADA,METODO,PSAD,VN127
BACKEND/ENSAMBLE FINAL,ATORNILLADO AUTOMATICO,CARCASA DAÑADA,PROVEEDOR,PSAD,VN127
BACKEND/ENSAMBLE FINAL,ATORNILLADO AUTOMATICO,COBRE EXPUESTO,MANO DE OBRA,PSAD,VN127
BACKEND/ENSAMBLE FINAL,ATORNILLADO AUTOMATICO,COBRE EXPUESTO,MAQUINA,PSAD,VN127
BACKEND/ENSAMBLE FINAL,ATORNILLADO AUTOMATICO,COMPONENTE ARRANCADO,MANO DE OBRA,PSAD,VN127
BACKEND/ENSAMBLE FINAL,ATORNILLADO AUTOMATICO,COMPONENTE ARRANCADO,MAQUINA,PSAD,VN127
BACKEND/ENSAMBLE FINAL,ATORNILLADO AUTOMATICO,COMPONENTE DAÑADO,MANO DE OBRA,PSAD,VN127
BACKEND/ENSAMBLE FINAL,ATORNILLADO AUTOMATICO,COMPONENTE DAÑADO,MAQUINA,PSAD,VN127
BACKEND/ENSAMBLE FINAL,ATORNILLADO AUTOMATICO,MATERIAL OBSOLETO,METODO,PSAD,VN127
BACKEND/ENSAMBLE FINAL,ATORNILLADO AUTOMATICO,PRUEBAS DE INGENIERIA,METODO,PSAD,VN127
BACKEND/ENSAMBLE FINAL,ATORNILLADO AUTOMATICO,SET UP DE EQUIPO,METODO,PSAD,VN127
BACKEND/ENSAMBLE FINAL,ATORNILLADO AUTOMATICO,SUBENSAMBLE DAÑADO,MANO DE OBRA,PSAD,VN127
BACKEND/ENSAMBLE FINAL,ATORNILLADO AUTOMATICO,SUBENSAMBLE DAÑADO,MAQUINA,PSAD,VN127
BACKEND/ENSAMBLE FINAL,ATORNILLADO AUTOMATICO,TAPA DAÑADA,MANO DE OBRA,PSAD,VN127
BACKEND/ENSAMBLE FINAL,ATORNILLADO AUTOMATICO,TAPA DAÑADA,MAQUINA,PSAD,VN127
BACKEND/ENSAMBLE FINAL,ATORNILLADO AUTOMATICO,TAPA DAÑADA,METODO,PSAD,VN127
BACKEND/ENSAMBLE FINAL,ATORNILLADO AUTOMATICO,TAPA DAÑADA,PROVEEDOR,PSAD,VN127
BACKEND/ENSAMBLE FINAL,ATORNILLADO AUTOMATICO,UNIDAD CAIDA AL PISO,MANO DE OBRA,PSAD,VN127
BACKEND/ENSAMBLE FINAL,ATORNILLADO AUTOMATICO,UNIDAD CAIDA AL PISO,METODO,PSAD,VN127
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,CAMBIO DE INGENIERIA,MANO DE OBRA,PSAD,VN127
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,COMPONENTE ARRANCADO,MANO DE OBRA,PSAD,VN127
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,COMPONENTE ARRANCADO,MAQUINA,PSAD,VN127
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,COMPONENTE FRACTURADO,MANO DE OBRA,PSAD,VN127
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,COMPONENTE FRACTURADO,MAQUINA,PSAD,VN127
BACKEND/ENSAMBLE FINAL,DESPANELIZADO,CONTAMINACION,MANO DE OBRA,PSAD,VN127
