No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	3011	045		Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
499189	01/08/2014	ZSCR	551	040-4	NA	'045	A2C32335900	NA	8800630143	9	3011	045		1404	Etiqueta unidad Clip On datamatrix	NA	ROH	NA	0.54	S1_FOB K2XX_L.LUIS LOPE	NO	4981251373
502864	09/08/2014	ZSCR	551	040-3	NA	'045	A2C32336900	NA	8800630143	5	3011	045		1403	Etiqueta unidad Clip On datamatrix	NA	ROH	NA	0.3	S1_FOB K2XX_L.LUIS LOPE	NO	4981251339
503016	09/08/2014	ZSCR	551	040-3	NA	'045	A2C32335900	NA	8800630143	25	3011	045		1403	Etiqueta unidad Clip On datamatrix	NA	ROH	NA	1.5	S1_FOB K2XX_L.LUIS LOPE	NO	4981251339
503777	11/08/2014	ZSCR	551	040-3	NA	'045	A2C32336900S	NA	8800630143	9	3011	045		1403	Etiqueta unidad Clip On datamatrix	NA	ROH	NA	0.54	S1_FOB K2XX_L.LUIS LOPE	NO	4981251339
505331	13/08/2014	ZSCR	551	040-3	NA	'045	A2C32335900	NA	8800630143	2	3011	045		1403	Etiqueta unidad Clip On datamatrix	NA	ROH	NA	0.12	S1_FOB K2XX_L.LUIS LOPE	NO	4981251339
505338	13/08/2014	ZSCR	551	040-4	NA	'045	A2C32336100	NA	A2C34525700	2	3011	045		1404	cover	NA	ROH	NA	4.82	S1_FOB K2XX_L.LUIS LOPE	NO	4981251588
505338	13/08/2014	ZSCR	551	040-4	NA	'045	A2C32336100	NA	A2C37905900	1	3011	045		1404	Chevrolet Logo	NA	ROH	NA	5.45	S1_FOB K2XX_L.LUIS LOPE	NO	4981251634
505339	14/08/2014	ZSCR	551	040-1	NA	'045	A2C32335900	NA	8800630143	244	3011	045		1401	Etiqueta unidad Clip On datamatrix	NA	ROH	NA	14.64	S1_FOB K2XX_L.LUIS LOPE	NO	4981251318
505339	14/08/2014	ZSCR	551	040-1	NA	'045	A2C32335900	NA	8800630143	244	3011	045		1401	Etiqueta unidad Clip On datamatrix	NA	ROH	NA	14.64	S1_FOB K2XX_L.LUIS LOPE	NO	4981251318
509047	22/08/2014	ZSCR	551	040-4	NA	'045	A2C32335900	NA	8800630143	18	3011	045		1404	Etiqueta unidad Clip On datamatrix	NA	ROH	NA	1.08	S1_FOB K2XX_L.LUIS LOPE	NO	4981251373
509047	22/08/2014	ZSCR	551	040-4	NA	'045	A2C32336700	NA	A2C34525101	3	3011	045		1404	housing cover assy	NA	ROH	NA	49.59	S1_FOB K2XX_L.LUIS LOPE	NO	4981251466
509047	22/08/2014	ZSCR	551	040-4	NA	'045	A2C32337100	NA	A2C34525201	2	3011	045		1404	housing cover assy	NA	ROH	NA	33.1	S1_FOB K2XX_L.LUIS LOPE	NO	4981251484
509047	22/08/2014	ZSCR	551	040-4	NA	'045	A2C32335900	NA	A2C34525301	18	3011	045		1404	housing bottom assy	NA	ROH	NA	52.02	S1_FOB K2XX_L.LUIS LOPE	NO	4981251500
509047	22/08/2014	ZSCR	551	040-4	NA	'045	A2C32335900	NA	A2C34525600	3	3011	045		1404	cover	NA	ROH	NA	7.23	S1_FOB K2XX_L.LUIS LOPE	NO	4981251559
509047	22/08/2014	ZSCR	551	040-4	NA	'045	A2C32335900	NA	A2C34525900	3	3011	045		1404	O-ring	NA	ROH	NA	0.9	S1_FOB K2XX_L.LUIS LOPE	NO	4981251604
509047	22/08/2014	ZSCR	551	040-4	NA	'045	A2C32335900	NA	A2C53333375	22	3011	045		1404	ring	NA	ROH	NA	10.34	S1_FOB K2XX_L.LUIS LOPE	NO	4981251645
509047	22/08/2014	ZSCR	551	040-4	NA	'045	A2C81507400	NA	A2C82493901	13	3011	045		1404	housing cover assy	NA	ROH	NA	211.9	S1_FOB K2XX_L.LUIS LOPE	NO	4981252002
509047	22/08/2014	ZSCR	551	040-4	NA	'045	A2C81507500	NA	A2C82493901	12	3011	045		1404	housing cover assy	NA	ROH	NA	195.6	S1_FOB K2XX_L.LUIS LOPE	NO	4981252002
509050	22/08/2014	ZSCR	551	040-4	NA	'045	A2C32335900	NA	8800630143	11	3011	045		1404	Etiqueta unidad Clip On datamatrix	NA	ROH	NA	0.66	S1_FOB K2XX_L.LUIS LOPE	NO	4981251373
509050	22/08/2014	ZSCR	551	040-4	NA	'045	A2C32336100	NA	A2C34524701	11	3011	045		1404	housing bottom assy	NA	ROH	NA	31.79	S1_FOB K2XX_L.LUIS LOPE	NO	4981251426
509050	22/08/2014	ZSCR	551	040-4	NA	'045	A2C32336100	NA	A2C34525401	11	3011	045		1404	housing cover assy	NA	ROH	NA	174.68	S1_FOB K2XX_L.LUIS LOPE	NO	4981251510
509050	22/08/2014	ZSCR	551	040-4	NA	'045	A2C32336100	NA	A2C34525500	22	3011	045		1404	Side caps	NA	ROH	NA	284.02	S1_FOB K2XX_L.LUIS LOPE	NO	4981251532
509050	22/08/2014	ZSCR	551	040-4	NA	'045	A2C32335900	NA	A2C34971300	11	3011	045		1404	clip	NA	ROH	NA	5.39	S1_FOB K2XX_L.LUIS LOPE	NO	4981251626
