No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	 	 	 	Reason	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
426014	3/9/2014	ZSCR	551	034-2	NA	'054	A2C91764400	NA	A2C53395713	1	3011	054	 	1342	housing WIC P BK A-D	NA	ROH	NA	36.47	PS_SDM10+_C.CAROLINA OT	NO	4975876738
426015	3/9/2014	ZSCR	551	034-2	NA	'054	A2C82535000	NA	A2C82535400	4	3011	054	 	1342	cover	NA	ROH	NA	13.48	PSAD_OPEL 4400_J.JOSE O	NO	
426016	3/9/2014	ZSCR	551	034-2	NA	'054	5WK43990	NA	A2C53095018	400	3011	054	 	1342	"label 58,00x 20,00mm white foil"	NA	ROH	NA	120	OC_OCS NISSAN_A.ANA TAP	NO	
426017	3/9/2014	ZSCR	551	034-2	NA	'054	A2C82134600	NA	A2C53333520	138	3011	054	 	1342	TYPE LABLE	NA	ROH	NA	52.44	PS_SDM10+_C.CAROLINA OT	NO	
426086	3/9/2014	ZSCR	551	034-2	NA	'054	5WK44781	NA	A2C00014697	16	3011	054	 	1342	sticker	NA	ROH	NA	8.16	PS_VW10 LC_U.ULISES VIL	NO	4975876681
426086	3/9/2014	ZSCR	551	034-2	NA	'054	5WK43010	NA	A2C00014717	40	3011	054	 	1342	"pan head screw SF-M4 x 10,00 1241"	NA	ROH	NA	8.8	PS_VW10 LC_U.ULISES VIL	NO	
426086	3/9/2014	ZSCR	551	034-2	NA	'054	5WK44508	NA	A2C00027016	4	3011	054	 	1342	housing	NA	ROH	NA	64.4	PS_VW10 LC_U.ULISES VIL	NO	
426086	3/9/2014	ZSCR	551	034-2	NA	'054	5WK44508	NA	A2C00027389	4	3011	054	 	1342	cover	NA	ROH	NA	10.24	PS_VW10 LC_U.ULISES VIL	NO	
426086	3/9/2014	ZSCR	551	034-2	NA	'054	5WK44781	NA	A2C00027390	4	3011	054	 	1342	cover	NA	ROH	NA	12.76	PS_VW10 LC_U.ULISES VIL	NO	4975876681
426086	3/9/2014	ZSCR	551	034-2	NA	'054	5WK44781	NA	A2C53163642	4	3011	054	 	1342	housing FIP	NA	ROH	NA	69.36	PS_VW10 LC_U.ULISES VIL	NO	4975876681
426228	3/10/2014	ZSCR	551	030-1	NA	'054	5WK44551	NA	A2C53287893	1	3011	054	 	1301	pcb BMWOCE E70 OCE2007 EMC	NA	ROH	NA	7.07	OC_OCS NISSAN_A.ANA TAP	NO	
426343	3/10/2014	ZSCR	551	030-1	NA	'054	5WK44822	NA	A2C32679900	6	3011	054	 	1301	pcb	NA	ROH	NA	117.6	PS_HONDA HRS6_J.JUAN CH	NO	
426395	3/10/2014	ZSCR	551	034-2	NA	'054	5WK43967	NA	A2C53243155MI	2				1342	MI assy C207 WITH PPS/WITHOUT RO	NA	HALB	S.Real	856.98	PS_ARAMIS II MCG_F.FERN	NO	4975876020
426396	3/10/2014	ZSCR	551	040-1	NA	'054	A2C89730900	NA	A2C8021660002	1				1401	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_HONDA HRS6_J.JUAN CH	NO	4975874469
426398	3/10/2014	ZSCR	551	034-2	NA	'054	5WY89350		5WY89350	2	3011	054	 	1342	Chrysler RT/RM DOM ORC MY13	NA	FERT	NA	704	PS_CHRYSLER MY2013_E.ED	NO	
426400	3/10/2014	ZSCR	551	040-1	NA	'054	5WK44461	NA	A2C53404914	1				1401	pcb assy HONHRS5 V30	NA	HALB	S.Real/AutoBF	326.89	PS_HONDA HRS5_.	NO	4975874453
426404	3/10/2014	ZSCR	551	040-2	NA	'054	A2C86852400	NA	A2C87110200	1	3011	054	 	1402	pcb assy PTFSPEED10 D_26	NA	HALB	S.Real	204.2	PS_HYUNDAI_.	NO	
426406	3/10/2014	ZSCR	551	034-4	NA	'054	5WK44630	NA	A2C32509000	2	3011	054	 	1344	pcb assy VW20 V01 Mecanico	NA	HALB	S.Real	274.66	PSAD_VW20_U.ULISES VILL	NO	
426414	3/10/2014	ZSCR	551	034-2	NA	'054	A2C86816900	NA	A2C86617300	2				1342	pcb assy DAGARM3 RO V16EDR	NA	HALB	S.Real	857.66	PS_ARAMIS III_E.EDWIN R	NO	4975876317
426416	3/10/2014	ZSCR	551	040-3	NA	'054	A2C83377600	NA	A2C83377700	1				1403	pcb assy RCMT5 LR	NA	HALB	S.Real/AutoBF	466.91	PSAD_LAND ROVER_J.JOSE	NO	4975874583
426417	3/10/2014	ZSCR	551	040-2	NA	'054	A2C82541900	NA	A2C82542000	1	3011	054	 	1402	pcb assy OPLA4400 4401XESE	NA	HALB	S.Real	239.67	PSAD_OPEL 4400_J.JOSE O	NO	
426419	3/10/2014	ZSCR	551	034-2	NA	'054	A2C85801200	NA	A2C53333520	60	3011	054	 	1342	TYPE LABLE	NA	ROH	NA	22.8	PS_SDM10+_C.CAROLINA OT	NO	
426420	3/10/2014	ZSCR	551	034-2	NA	'054	A2C91764400	NA	A2C83145200	100	3011	054	 	1342	certification label identificati	NA	ROH	NA	33	PS_SDM30_C.CAROLINA OTA	NO	4975876738
426421	3/10/2014	ZSCR	551	034-2	NA	'054	5WK44120	NA	A2C53324560	200	3011	054	 	1342	certification label spool part p	NA	ROH	NA	100	PS_ARAMIS III_E.EDWIN R	NO	4975876820
426422	3/10/2014	ZSCR	551	040-3	NA	'054	A2C32453903	NA	A2C53330109	6	3011	054	 	1403	socket	NA	ROH	NA	108.6	PSAD_DAIMLER STAR2_ISC_	NO	
426422	3/10/2014	ZSCR	551	040-3	NA	'054	A2C92704000	NA	A2C91600800	1	3011	054	 	1403	multipoint connector124/ 76P H 2SYS 1018	NA	ROH	NA	57.79	PSAD_DAIMLER STAR2_ISC_	NO	
426423	3/10/2014	ZSCR	551	034-2	NA	'054	5WK44354	NA	A2C30901300	1	3011	054	 	1342	base plate	NA	ROH	NA	10.12	PS_HYUNDAI_.	NO	4975876709
426423	3/10/2014	ZSCR	551	034-2	NA	'054	5WK44354	NA	A2C53337250	4	3011	054	 	1342	"pan head screw M3 x 8,00 1242"	NA	ROH	NA	0.76	PS_HYUNDAI_.	NO	4975876709
426423	3/10/2014	ZSCR	551	034-2	NA	'054	5WK44354	NA	A2C53381596	1	3011	054	 	1342	cover	NA	ROH	NA	5.5	PS_HYUNDAI_.	NO	4975876709
426424	3/10/2014	ZSCR	551	034-2	NA	'054	5WK44808	NA	A2C53245952	2	3011	054	 	1342	"housing FIP 152,0x 135,7"	NA	ROH	NA	38.44	PS_ARAMIS III_E.EDWIN R	NO	
426425	3/10/2014	ZSCR	551	034-2	NA	'054	5WK44630	NA	A2C32519400	1	3011	054	 	1342	cover	NA	ROH	NA	8.37	PSAD_VW20_U.ULISES VILL	NO	
426426	3/10/2014	ZSCR	551	034-2	NA	'054	A2C38171801	NA	A2C53424040	38	3011	054	 	1342	"pan head screw M3,5 x 12,00 1268"	NA	ROH	NA	10.26	PSAD_DAIMLER STAR 2_A.A	NO	
426426	3/10/2014	ZSCR	551	034-2	NA	'054	A2C81768403	NA	A2C83435000	2	3011	054	 	1342	cover FIP T BK	NA	ROH	NA	38.04	PSAD_DAIMLER STAR 2_A.A	NO	4975876902
426431	3/10/2014	ZSCR	551	034-2	NA	'054	5WK44354	NA	A2C53381596	3	3011	054	 	1342	cover	NA	ROH	NA	16.5	PS_HYUNDAI_.	NO	4975876709
426432	3/10/2014	ZSCR	551	034-2	NA	'054	5WK44781	NA	A2C00014697	100	3011	054	 	1342	sticker	NA	ROH	NA	51	PS_VW10 LC_U.ULISES VIL	NO	4975876681
426434	3/10/2014	ZSCR	551	034-3	NA	'054	A2C91764100	NA	A2C92572300	1				1343	pcb assy GMSMD30	NA	HALB	S.Real/AutoBF	260.01	PS_SDM30_C.CAROLINA OTA	NO	4975874440
426435	3/10/2014	ZSCR	551	040-2	NA	'054	5WK43968	NA	A2C53243156MI	1	3011	054	 	1402	MI assy C207 WITHOUT PPS / RO	NA	HALB	S.Real	340.35	PS_ARAMIS II MCG_F.FERN	NO	
426436	3/10/2014	ZSCR	551	034-2	NA	'054	5WK44285	NA	A2C53367544	1				1342	ACU VW10 MY10 8 RdW	NA	HALB	S.Real	208.93	PS_VW10 LC_U.ULISES VIL	NO	4975876052
426437	3/10/2014	ZSCR	551	040-3	NA	'054	5WK44508	NA	A2C53416946	1	3011	054	 	1403	ACU VW10 MY10 8 RdW	NA	HALB	S.Real	212.5	PS_VW10 LC_U.ULISES VIL	NO	
426439	3/10/2014	ZSCR	551	040-2	NA	'054	A2C83341400	NA	A2C8334140093	1	3011	054	 	1402	pcb topSMD TOP	NA	HALB	S.Real	194.66	PS_SDM10+_C.CAROLINA OT	NO	
426440	3/10/2014	ZSCR	551	034-1	NA	'054	A2C81542300	NA	A2C81543200	1				1341	pcb assy	NA	HALB	S.Real	415.2	PS_ARAMIS 2013_E.EDWIN	NO	4975875675
426441	3/10/2014	ZSCR	551	040-2	NA	'054	A2C83377600	NA	A2C83377700	1				1402	pcb assy RCMT5 LR	NA	HALB	S.Real/AutoBF	466.91	PSAD_LAND ROVER_J.JOSE	NO	4975874547
426444	3/10/2014	ZSCR	551	040-3	NA	'054	5WK44285	NA	A2C53367544	1	3011	054	 	1403	ACU VW10 MY10 8 RdW	NA	HALB	S.Real	208.93	PS_VW10 LC_U.ULISES VIL	NO	
426445	3/10/2014	ZSCR	551	040-3	NA	'054	A2C83972000	NA	A2C8397200093	1	3011	054	 	1403	pcb topSMD Top	NA	HALB	S.Real	358.75	PS_SDM10+_C.CAROLINA OT	NO	
426447	3/10/2014	ZSCR	551	034-4	NA	'054	A2C91085300	NA	A2C91085300	1	3011	054	 	1344	ACU MY11 6 SDM10+	NA	FERT	NA	248.65	PS_SDM10+_C.CAROLINA OT	NO	
426448	3/10/2014	ZSCR	551	040-2	NA	'054	A2C83971700	NA	A2C83971900	1				1402	pcb topSMD	NA	HALB	S.Real/AutoBF	335.21	PS_SDM10+_C.CAROLINA OT	NO	4975874559
426449	3/10/2014	ZSCR	551	040-1	NA	'054	A2C91764200	NA	A2C92572400	1				1401	pcb assy GMSDM30	NA	HALB	S.Real/AutoBF	360.42	PS_SDM30_C.CAROLINA OTA	NO	4975874519
426451	3/10/2014	ZSCR	551	040-1	NA	'054	A2C38070400	NA	A2C33209500	1	3011	054	 	1401	pcb assy FIA199 V16	NA	HALB	S.Real	157.98	PS_FIAT BRAZIL_E.EDWIN	NO	
426454	3/10/2014	ZSCR	551	034-2	NA	'054	5WK44508	NA	A2C53416946	2				1342	ACU VW10 MY10 8 RdW	NA	HALB	S.Real	425	PS_VW10 LC_U.ULISES VIL	NO	4975876091
426456	3/10/2014	ZSCR	551	040-1	NA	'054	A2C83971800	NA	A2C83972000	1				1401	pcb topSMD	NA	HALB	S.Real/AutoBF	361.65	PS_SDM10+_C.CAROLINA OT	NO	4975874473
426457	3/10/2014	ZSCR	551	040-1	NA	'054	A2C83971800	NA	A2C83972000	1				1401	pcb topSMD	NA	HALB	S.Real/AutoBF	361.65	PS_SDM10+_C.CAROLINA OT	NO	4975874473
426464	3/10/2014	ZSCR	551	034-2	NA	'054	A2C86816800	NA	A2C86617100	2				1342	pcb assy DAGARM3 RO V17EDR	NA	HALB	S.Real	853.14	PS_ARAMIS III_E.EDWIN R	NO	4975876312
426477	3/10/2014	ZSCR	551	034-4	NA	'054	A2C91085300	NA	A2C91085300	1	3011	054	 	1344	ACU MY11 6 SDM10+	NA	FERT	NA	248.65	PS_SDM10+_C.CAROLINA OT	NO	
426478	3/10/2014	ZSCR	551	040-2	NA	'054	A2C37964107	NA	A2C37964107	1	3011	054	 	1402	ACU DAGSTAR2 MY12 RO 28 W/V/X222ma	NA	FERT	NA	443.7	PSAD_DAIMLER STAR 2_A.A	NO	
426479	3/10/2014	ZSCR	551	040-1	NA	'054	5WK44396	NA	A2C35116200	1	3011	054	 	1401	pcb assy DAGSTAR2 D_3	NA	HALB	S.Real	398.95	PSAD_DAIMLER STAR 2_A.A	NO	
426481	3/10/2014	ZSCR	551	040-1	NA	'054	5WK44774	NA	A2C81533000	1	3011	054	 	1401	pcb assy DAGARM3 V13	NA	HALB	S.Real	507.23	PS_ARAMIS III_E.EDWIN R	NO	
426483	3/10/2014	ZSCR	551	040-1	NA	'054	A2C38070400	NA	A2C33209500	1	3011	054	 	1401	pcb assy FIA199 V16	NA	HALB	S.Real	157.98	PS_FIAT BRAZIL_E.EDWIN	NO	
426485	3/10/2014	ZSCR	551	034-3	NA	'054	5WK43968	NA	A2C53243156MI	1				1343	MI assy C207 WITHOUT PPS / RO	NA	HALB	S.Real	340.35	PS_ARAMIS II MCG_F.FERN	NO	4975876345
426489	3/10/2014	ZSCR	551	040-3	NA	'054	A2C91085500	NA	A2C91085500	1	3011	054	 	1403	ACU MY11 12 R SDM10+	NA	FERT	NA	390.9	PS_SDM10+_C.CAROLINA OT	NO	
426490	3/10/2014	ZSCR	551	040-1	NA	'054	A2C81542300	NA	A2C81543200	1	3011	054	 	1401	pcb assy	NA	HALB	S.Real	415.2	PS_ARAMIS 2013_E.EDWIN	NO	
426494	3/10/2014	ZSCR	551	040-2	NA	'054	A2C83971400	NA	A2C83971600	1				1402	pcb topSMD	NA	HALB	S.Real/AutoBF	388.75	PS_SDM10_C.CAROLINA OTA	NO	4975874550
426495	3/10/2014	ZSCR	551	040-2	NA	'054	5WY90360	NA	A2C34805100	1				1402	pcb assy	NA	HALB	S.Real/AutoBF	161.65	PSAD_GM BRASIL_A.ANA TA	NO	4975874525
426496	3/10/2014	ZSCR	551	040-4	NA	'054	A2C83971800	NA	A2C83972000	1				1404	pcb topSMD	NA	HALB	S.Real/AutoBF	361.65	PS_SDM10+_C.CAROLINA OT	NO	4975874596
426498	3/10/2014	ZSCR	551	040-3	NA	'054	A2C83971400	NA	A2C83971600	1				1403	pcb topSMD	NA	HALB	S.Real/AutoBF	388.75	PS_SDM10_C.CAROLINA OTA	NO	4975874587
426499	3/10/2014	ZSCR	551	034-3	NA	'054	A2C83749300	NA	A2C83341400	1				1343	pcb topSMD	NA	HALB	S.Real/AutoBF	197.56	PS_SDM10+_C.CAROLINA OT	NO	4975874434
426500	3/10/2014	ZSCR	551	040-1	NA	'054	A2C83971800	NA	A2C83972000	1				1401	pcb topSMD	NA	HALB	S.Real/AutoBF	361.65	PS_SDM10+_C.CAROLINA OT	NO	4975874473
426501	3/10/2014	ZSCR	551	034-2	NA	'054	A2C83971700	NA	A2C83971900	1				1342	pcb topSMD	NA	HALB	S.Real/AutoBF	335.21	PS_SDM10+_C.CAROLINA OT	NO	4975874421
426502	3/10/2014	ZSCR	551	040-2	NA	'054	5WY88040	NA	5WY88040	1	3011	054	 	1402	Classic SW GM Brazil Finish Product	NA	FERT	NA	177.78	PSAD_GM BRASIL_A.ANA TA	NO	
426504	3/10/2014	ZSCR	551	040-1	NA	'054	A2C38081601	NA	A2C53375496	1	3011	054	 	1401	pcb assy DAGARM3 V04	NA	HALB	S.Real	296.44	PS_ARAMIS III_E.EDWIN R	NO	
426505	3/10/2014	ZSCR	551	040-2	NA	'054	A2C38081601	NA	A2C53375496	1	3011	054	 	1402	pcb assy DAGARM3 V04	NA	HALB	S.Real	296.44	PS_ARAMIS III_E.EDWIN R	NO	
426507	3/10/2014	ZSCR	551	040-2	NA	'054	A2C83971800	NA	A2C83972000	1				1402	pcb topSMD	NA	HALB	S.Real/AutoBF	361.65	PS_SDM10+_C.CAROLINA OT	NO	4975874567
426508	3/10/2014	ZSCR	551	040-1	NA	'054	A2C83971800	NA	A2C83972000	1				1401	pcb topSMD	NA	HALB	S.Real/AutoBF	361.65	PS_SDM10+_C.CAROLINA OT	NO	4975874473
426510	3/10/2014	ZSCR	551	040-2	NA	'054	A2C83971800	NA	A2C83972000	1				1402	pcb topSMD	NA	HALB	S.Real/AutoBF	361.65	PS_SDM10+_C.CAROLINA OT	NO	4975874567
426512	3/10/2014	ZSCR	551	040-1	NA	'054	A2C53375496	NA	A2C53375496	1	3011	054	 	1401	pcb assy DAGARM3 V04	NA	HALB	S.Real	296.44	PS_ARAMIS III_E.EDWIN R	NO	
426515	3/10/2014	ZSCR	551	034-2	NA	'054	5WY89350	NA	A2C53424009	8	3011	054	 	1342	"pan head screw 3,5 x 12,00 1268"	NA	ROH	NA	1.52	PS_CHRYSLER MY2013_E.ED	NO	4975876648
426515	3/10/2014	ZSCR	551	034-2	NA	'054	5WY89350	NA	A2C53436156	2	3011	054	 	1342	cover RAP T BK	NA	ROH	NA	12.8	PS_CHRYSLER MY2013_E.ED	NO	4975876648
426518	3/10/2014	ZSCR	551	034-2	NA	'054	A2C81768403	NA	A2C83435000	9	3011	054	 	1342	cover FIP T BK	NA	ROH	NA	171.18	PSAD_DAIMLER STAR 2_A.A	NO	4975876902
426521	3/10/2014	ZSCR	551	034-2	NA	'054	5WK44630	NA	A2C32519400	1	3011	054	 	1342	cover	NA	ROH	NA	8.37	PSAD_VW20_U.ULISES VILL	NO	
426523	3/10/2014	ZSCR	551	040-3	NA	'054	A2C31080700	NA	A2C53330109	1	3011	054	 	1403	socket	NA	ROH	NA	18.1	PS_CHRYSLER MY2013_E.ED	NO	
426530	3/10/2014	ZSCR	551	034-2	NA	'054	5WY78881	NA	A2C53241830	1				1342	circuit board assy	NA	HALB	S.Real	248.74	PS_FORD_.	NO	4975876003
426531	3/10/2014	ZSCR	551	040-1	NA	'054	5WK44508	NA	A2C53416946	1	3011	054	 	1401	ACU VW10 MY10 8 RdW	NA	HALB	S.Real	212.5	PS_VW10 LC_U.ULISES VIL	NO	
426532	3/10/2014	ZSCR	551	040-2	NA	'054	A2C83377600	NA	A2C83377700	1				1402	pcb assy RCMT5 LR	NA	HALB	S.Real/AutoBF	466.91	PSAD_LAND ROVER_J.JOSE	NO	4975874547
426533	3/10/2014	ZSCR	551	040-3	NA	'054	A2C82540900	NA	A2C82540900	1	3011	054	 	1403	ACU OPLA4400 12 MH4401XESA	NA	FERT	NA	275.08	PSAD_OPEL 4400_J.JOSE O	NO	
426558	3/10/2014	ZSCR	551	040-2	NA	'054	A2C89731000	NA	A2C8021730003	1				1402	pcb assy HONHRS6 V06	NA	HALB	S.Real/AutoBF	179.51	PS_HONDA HRS6_J.JUAN CH	NO	4975874540
426559	3/10/2014	ZSCR	551	040-2	NA	'054	5WK44682	NA	A2C80217700	1	3011	054	 	1402	pcb assy HONHRS6 D_20	NA	HALB	S.Real	307.48	PS_HONDA HRS6_J.JUAN CH	NO	
426560	3/10/2014	ZSCR	551	040-1	NA	'054	5WK44592	NA	A2C53435477	1	3011	054	 	1401	pcb assy HONHRS5 V36	NA	HALB	S.Real	215.95	PS_HONDA HRS5_.	NO	
426562	3/10/2014	ZSCR	551	040-1	NA	'054	5WK44461	NA	A2C53404914	1				1401	pcb assy HONHRS5 V30	NA	HALB	S.Real/AutoBF	326.89	PS_HONDA HRS5_.	NO	4975874453
426564	3/10/2014	ZSCR	551	040-1	NA	'054	A2C86852400	NA	A2C87110200	1	3011	054	 	1401	pcb assy PTFSPEED10 D_26	NA	HALB	S.Real	204.2	PS_HYUNDAI_.	NO	
426566	3/10/2014	ZSCR	551	034-2	NA	'054	5WK44120	NA	A2C53324560	300	3011	054	 	1342	certification label spool part p	NA	ROH	NA	150	PS_ARAMIS III_E.EDWIN R	NO	4975876820
426567	3/10/2014	ZSCR	551	034-4	NA	'054	A2C91764400	NA	A2C91764400	1	3011	054	 	1344	ACU MY14 18 SDM30.18R	NA	FERT	NA	441.94	PS_SDM30_C.CAROLINA OTA	NO	
426569	3/10/2014	ZSCR	551	034-4	NA	'054	A2C91764300	NA	A2C91764300	1	3011	054	 	1344	ACU MY14 18 SDM30.18.I	NA	FERT	NA	341.95	PS_SDM30_C.CAROLINA OTA	NO	
426570	3/10/2014	ZSCR	551	034-2	NA	'054	5WK42560	NA	A2C53328548	1				1342	keypad assy	NA	HALB	S.Real/AutoBF	449.03	OC_OCS NISSAN_A.ANA TAP	NO	4975874382
426838	3/11/2014	ZSCR	551	030-1	NA	'054	A2C31080700	NA	A2C30816300	12	3011	054	 	1301	pcb SVI	NA	ROH	NA	178.2	PS_CHRYSLER MY2013_E.ED	NO	
426839	3/11/2014	ZSCR	551	030-1	NA	'054	A2C8337810092	NA	A2C83047100	4	3011	054	 	1301	pcb 6-lay	NA	ROH	NA	87.64	PSAD_JAGUAR X1_J.JOSE O	NO	
426840	3/11/2014	ZSCR	551	030-1	NA	'054	A2C3511610092	NA	A2C35115900	6	3011	054	 	1301	pcb 6-lay FR-4 main	NA	ROH	NA	151.32	PSAD_DAIMLER STAR 2_A.A	NO	
426841	3/11/2014	ZSCR	551	030-1	NA	'054	A2C38172103	NA	A2C82768800	6	3011	054	 	1301	pcb 4-lay FR-4 DAG Smart	NA	ROH	NA	117.96	PSAD_DAIMLER STAR 2_A.A	NO	
426842	3/11/2014	ZSCR	551	030-1	NA	'054	A2C8397200092	NA	A2C34638400	4	3011	054	 	1301	pcb 6-lay main	NA	ROH	NA	99.24	PS_SDM10+_C.CAROLINA OT	NO	
426844	3/11/2014	ZSCR	551	030-1	NA	'054	5WK44690	NA	A2C53295039	12	3011	054	 	1301	pcb HONDA ACU16 main	NA	ROH	NA	201	PS_HONDA HRS5_.	NO	
426858	3/11/2014	ZSCR	551	034-2	NA	'054	A2C81542300	NA	A2C81543200	4				1342	pcb assy	NA	HALB	S.Real	1660.8	PS_ARAMIS 2013_E.EDWIN	NO	4975876163
426859	3/11/2014	ZSCR	551	034-2	NA	'054	A2C86816901	NA	A2C86617300	2				1342	pcb assy DAGARM3 RO V16EDR	NA	HALB	S.Real	857.66	PS_ARAMIS III_E.EDWIN R	NO	4975876317
426860	3/11/2014	ZSCR	551	034-2	NA	'054	A2C84851600	NA	A2C84851600	1	3011	054	 	1342	ACU VW10 16 NAR BOSE	NA	FERT	NA	287.21	PS_VW10 LC_U.ULISES VIL	NO	
426861	3/11/2014	ZSCR	551	040-1	NA	'054	5WK44292	NA	A2C53395077	1	3011	054	 	1401	pcb assy	NA	HALB	S.Real	66.78	OC_BOSE BMW_A.ANA TAPIA	NO	
426862	3/11/2014	ZSCR	551	040-1	NA	'054	5WK43967	NA	A2C53243155MI	1	3011	054	 	1401	MI assy C207 WITH PPS/WITHOUT RO	NA	HALB	S.Real	428.49	PS_ARAMIS II MCG_F.FERN	NO	
426863	3/11/2014	ZSCR	551	034-2	NA	'054	A2C91764100	NA	A2C91764100	1	3011	054	 	1342	ACU MY14 12 SDM30.12.I	NA	FERT	NA	313.1	PS_SDM30_C.CAROLINA OTA	NO	
426869	3/11/2014	ZSCR	551	040-1	NA	'054	5WY89350	NA	A2C31080700	1	3011	054	 	1401	IM Chrysler RT ORC MY13	NA	HALB	S.Real	331.82	PS_CHRYSLER MY2013_E.ED	NO	
426871	3/11/2014	ZSCR	551	040-2	NA	'054	5WK44592	NA	A2C53435477	1	3011	054	 	1402	pcb assy HONHRS5 V36	NA	HALB	S.Real	215.95	PS_HONDA HRS5_.	NO	
426872	3/11/2014	MB1A	551	034-3	K96019	'054	NA	NA	A2C92284500	1				1095	pcb assy DAGSTAR2 ISC D_15	NA	HALB	S.Real	453.76	PSAD_DAIMLER STAR2_ISC_	NO	4975872872
426876	3/11/2014	MB1A	551	034-4	K96019	'054	NA	NA	A2C92284500	1				1095	pcb assy DAGSTAR2 ISC D_15	NA	HALB	S.Real	453.76	PSAD_DAIMLER STAR2_ISC_	NO	4975872872
426877	3/11/2014	ZSCR	551	040-1	NA	'054	5WK44508	NA	A2C53416946	1	3011	054	 	1401	ACU VW10 MY10 8 RdW	NA	HALB	S.Real	212.5	PS_VW10 LC_U.ULISES VIL	NO	
426878	3/11/2014	ZSCR	551	040-1	NA	'054	A2C86816800	NA	A2C86617100	1				1401	pcb assy DAGARM3 RO V17EDR	NA	HALB	S.Real	426.57	PS_ARAMIS III_E.EDWIN R	NO	4975876467
426879	3/11/2014	ZSCR	551	040-2	NA	'054	5WY88040	NA	5WY88040	2	3011	054	 	1402	Classic SW GM Brazil Finish Product	NA	FERT	NA	355.56	PSAD_GM BRASIL_A.ANA TA	NO	
426882	3/11/2014	ZSCR	551	034-2	NA	'054	5WK44285		5WK44285	1	3011	054	 	1342	MODULE CONTROL FOR AIRBAG VW10 RdW	NA	FERT	NA	231.46	PS_VW10 LC_U.ULISES VIL	NO	
426883	3/11/2014	ZSCR	551	040-3	NA	'054	5WK44675	NA	A2C53330103	3	3011	054	 	1403	socket	NA	ROH	NA	31.35	PS_FIAT BRAZIL_E.EDWIN	NO	
426884	3/11/2014	ZSCR	551	034-4	NA	'054	A2C38122200	NA	A2C33209900	1	3011	054	 	1344	pcb assy FIA199 V18	NA	HALB	S.Real	157.41	PS_FIAT BRAZIL_E.EDWIN	NO	
426886	3/11/2014	ZSCR	551	034-2	NA	'054	A2C82735200	NA	A2C40000022	15	3011	054	 	1342	"C ELEC,AL,4.7mF,20%,35V"	NA	ROH	NA	100.95	PS_SDM10+_C.CAROLINA OT	NO	
426886	3/11/2014	ZSCR	551	034-2	NA	'054	A2C82735300	NA	A2C40000025	8	3011	054	 	1342	"C ELEC,AL,6.8mF,20%,35V"	NA	ROH	NA	54.64	PS_SDM10+_C.CAROLINA OT	NO	
426886	3/11/2014	ZSCR	551	034-2	NA	'054	A2C82735400	NA	A2C53395715	1	3011	054	 	1342	housing WIC P BK A-B	NA	ROH	NA	34.8	PS_SDM10+_C.CAROLINA OT	NO	
426894	3/11/2014	ZSCR	551	040-3	NA	'054	A2C84835400	NA	A2C84840200	1	3011	054	 	1403	pin header 100P H 3R THP 1018 II	NA	ROH	NA	37.92	PS_VW10 LC_U.ULISES VIL	NO	
426895	3/11/2014	ZSCR	551	040-3	NA	'054	A2C37744300	NA	A2C53379985	1	3011	054	 	1403	multipoint connector 56P H 2SYS 4003	NA	ROH	NA	24	PS_FIAT BRAZIL_E.EDWIN	NO	
426896	3/11/2014	ZSCR	551	040-3	NA	'054	A2C31080700	NA	A2C53330109	1	3011	054	 	1403	socket	NA	ROH	NA	18.1	PS_CHRYSLER MY2013_E.ED	NO	
426897	3/11/2014	ZSCR	551	040-2	NA	'054	A2C91085300	NA	A2C91085300	1	3011	054	 	1402	ACU MY11 6 SDM10+	NA	FERT	NA	248.65	PS_SDM10+_C.CAROLINA OT	NO	
426900	3/11/2014	ZSCR	551	034-2	NA	'054	5WK44551	NA	8800680101	3	3011	054	 	1342	Double-Tail Adapter 2035	NA	ROH	NA	778.65	OC_OCS NISSAN_A.ANA TAP	NO	4975876723
426900	3/11/2014	ZSCR	551	034-2	NA	'054	5WK44078	NA	A2C00016838	320	3011	054	 	1342	connector pin	NA	ROH	NA	89.6	OC_OCS NISSAN_A.ANA TAP	NO	
426900	3/11/2014	ZSCR	551	034-2	NA	'054	5WK44551	NA	A2C53287893	5	3011	054	 	1342	pcb BMWOCE E70 OCE2007 EMC	NA	ROH	NA	35.35	OC_OCS NISSAN_A.ANA TAP	NO	4975876723
426903	3/11/2014	ZSCR	551	040-3	NA	'054	A2C83377600	NA	A2C83377600	2	3011	054	 	1403	ACU RCMT5 MY10 Landrover	NA	FERT	NA	1007.46	PSAD_LAND ROVER_J.JOSE	NO	
426908	3/11/2014	ZSCR	551	040-3	NA	'054	5WY89350	NA	A2C31080700	1	3011	054	 	1403	IM Chrysler RT ORC MY13	NA	HALB	S.Real	331.82	PS_CHRYSLER MY2013_E.ED	NO	
426909	3/11/2014	ZSCR	551	040-1	NA	'054	A2C83377700	NA	A2C8337770093	1	3011	054	 	1401	pcb assy RCMT5 LR lado top	NA	HALB	S.Real	415.4	PSAD_LAND ROVER_J.JOSE	NO	
