No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	 	 	 	Reason	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
425379	3/8/2014	ZSCR	551	034-2	NA	'054	A2C91085700	NA	A2C91085700	1	3011	054	 	1342	ACU MY11 18 R SDM10+	NA	FERT	NA	427.68	PS_SDM10+_C.CAROLINA OT	NO	
425380	3/8/2014	ZSCR	551	034-4	NA	'054	A2C37924700	NA	A2C37744300	1	3011	054	 	1344	pcb assy PTFSPEED15 V01	NA	HALB	S.Real	156.24	PS_FIAT BRAZIL_E.EDWIN	NO	
425381	3/8/2014	ZSCR	551	034-2	NA	'054	A2C32453901	NA	A2C35116100	1				1342	pcb assy DAGSTAR2 D_2	NA	HALB	S.Real	383.01	PSAD_DAIMLER STAR 2_A.A	NO	4975875681
425384	3/8/2014	ZSCR	551	034-2	NA	'054	A2C37924700	NA	A2C53379985	7	3011	054	 	1342	multipoint connector 56P H 2SYS 4003	NA	ROH	NA	168	PS_FIAT BRAZIL_E.EDWIN	NO	
425386	3/8/2014	ZSCR	551	034-2	NA	'054	A2C37924700	NA	A2C37744300	3				1342	pcb assy PTFSPEED15 V01	NA	HALB	S.Real	468.72	PS_FIAT BRAZIL_E.EDWIN	NO	4975875840
425387	3/8/2014	ZSCR	551	034-3	NA	'054	A2C37924700	NA	A2C37744300	2				1343	pcb assy PTFSPEED15 V01	NA	HALB	S.Real	312.48	PS_FIAT BRAZIL_E.EDWIN	NO	4975876454
425388	3/8/2014	ZSCR	551	034-2	NA	'054	A2C91763900	NA	A2C40000022	13	3011	054	 	1342	"C ELEC,AL,4.7mF,20%,35V"	NA	ROH	NA	87.49	PS_SDM10+_C.CAROLINA OT	NO	4975877021
425389	3/8/2014	ZSCR	551	040-1	NA	'054	5WK44285	NA	A2C53367544	1	3011	054	 	1401	ACU VW10 MY10 8 RdW	NA	HALB	S.Real	208.93	PS_VW10 LC_U.ULISES VIL	NO	
425391	3/8/2014	ZSCR	551	034-3	NA	'054	A2C83046900	NA	A2C83047000	4	3011	054	 	1343	MRSZ3 JAGUAR PCB TOP MAN. ASSEMBLY	NA	HALB	S.Real	1824.56	PSAD_JAGUAR X1_J.JOSE O	NO	
425392	3/8/2014	ZSCR	551	034-2	NA	'054	5WK44285	2	5WK44285	6	3011	054	 	1342	MODULE CONTROL FOR AIRBAG VW10 RdW	NA	FERT	NA	1388.76	PS_VW10 LC_U.ULISES VIL	NO	
425393	3/8/2014	ZSCR	551	042-4	NA	'054	A2C84851600	NA	A2C84835300	1	3011	054	 	1424	pcb assy VW10 V08	NA	HALB	S.Real	261.65	PS_VW10 LC_U.ULISES VIL	NO	
425395	3/8/2014	ZSCR	551	034-4	NA	'054	A2C32453901	NA	A2C35116100	3	3011	054	 	1344	pcb assy DAGSTAR2 D_2	NA	HALB	S.Real	1149.03	PSAD_DAIMLER STAR 2_A.A	NO	
425396	3/8/2014	ZSCR	551	040-3	NA	'054	5WK44252	1	5WK44252	1	3011	054	 	1403	BoSe VW	NA	FERT	NA	104.03	OC_BOSE VW_A.ANA TAPIA-	NO	
425399	3/8/2014	ZSCR	551	034-2	NA	'054	A2C86852400	NA	A2C30901300	1	3011	054	 	1342	base plate	NA	ROH	NA	10.12	PS_HYUNDAI_.	NO	
425399	3/8/2014	ZSCR	551	034-2	NA	'054	A2C86852400	NA	A2C53337250	3	3011	054	 	1342	"pan head screw M3 x 8,00 1242"	NA	ROH	NA	0.57	PS_HYUNDAI_.	NO	
425399	3/8/2014	ZSCR	551	034-2	NA	'054	A2C86852400	NA	A2C87110200	1				1342	pcb assy PTFSPEED10 D_26	NA	HALB	S.Real	204.2	PS_HYUNDAI_.	NO	4975876326
425401	3/8/2014	ZSCR	551	034-2	NA	'054	A2C84851600	NA	A2C84835300	5				1342	pcb assy VW10 V08	NA	HALB	S.Real	1308.25	PS_VW10 LC_U.ULISES VIL	NO	4975876304
425402	3/8/2014	ZSCR	551	040-1	NA	'054	A2C53304311	NA	A2C53290320	2	3011	054	 	1401	pcb assy	NA	HALB	S.Real	101.06	OC_OCS SUZUKI_A.ANA TAP	NO	
425408	3/8/2014	ZSCR	551	040-3	NA	'054	A2C82541900	NA	A2C82541900	3	3011	054	 	1403	ACU OPLA4400 12 HX4401XESE	NA	FERT	NA	822.54	PSAD_OPEL 4400_J.JOSE O	NO	
425410	3/8/2014	ZSCR	551	042-4	NA	'054	A2C82535000	NA	A2C82535000	1	3011	054	 	1424	ACU OPLA4400 12 MG XE SA	NA	FERT	NA	275.08	PSAD_OPEL 4400_J.JOSE O	NO	
425411	3/8/2014	ZSCR	551	034-2	NA	'054	A2C91764200	NA	A2C91764200	1	3011	054	 	1342	ACU MY14 12 SDM30.12R	NA	FERT	NA	413.51	PS_SDM30_C.CAROLINA OTA	NO	
425415	3/8/2014	ZSCR	551	034-2	NA	'054	A2C83042700	NA	A2C83017000	2	3011	054	 	1342	cover B	NA	ROH	NA	8.02	PSAD_PSA MAGNA_J.JOSE O	NO	
425415	3/8/2014	ZSCR	551	034-2	NA	'054	A2C83016700	NA	A2C83017100	2	3011	054	 	1342	housing assy PSAG3I prefabrica	NA	ROH	NA	99.7	PSAD_PSA MAGNA_J.JOSE O	NO	
425415	3/8/2014	ZSCR	551	034-2	NA	'054	A2C8301690092	NA	A2C83017500	1	3011	054	 	1342	pcb 4-lay main	NA	ROH	NA	16.37	PSAD_PSA MAGNA_J.JOSE O	NO	
425418	3/8/2014	ZSCR	551	034-2	NA	'054	A2C84851600	NA	A2C84835300	1				1342	pcb assy VW10 V08	NA	HALB	S.Real	261.65	PS_VW10 LC_U.ULISES VIL	NO	4975876304
425420	3/8/2014	ZSCR	551	034-2	NA	'054	5WK44285	2	5WK44285	4	3011	054	 	1342	MODULE CONTROL FOR AIRBAG VW10 RdW	NA	FERT	NA	925.84	PS_VW10 LC_U.ULISES VIL	NO	
425422	3/8/2014	ZSCR	551	034-2	NA	'054	A2C91085500	NA	A2C91085500	1	3011	054	 	1342	ACU MY11 12 R SDM10+	NA	FERT	NA	390.9	PS_SDM10+_C.CAROLINA OT	NO	
425428	3/8/2014	ZSCR	551	040-1	NA	'054	A2C82540900	NA	A2C82541000	1	3011	054	 	1401	pcb assy OPLA4400 4401XESA	NA	HALB	S.Real	240.57	PSAD_OPEL 4400_J.JOSE O	NO	
425429	3/8/2014	ZSCR	551	040-1	NA	'054	A2C81542300	2	A2C81542300	1	3011	054	 	1401	2013 JC HI DOM 7 Passenger	NA	FERT	NA	447.22	PS_ARAMIS 2012_E.EDWIN	NO	
425432	3/8/2014	ZSCR	551	022-2	NA	'054	5WY89350	2	5WY89350	2	3011	054	 	1222	Chrysler RT/RM DOM ORC MY13	NA	FERT	NA	704	PS_CHRYSLER MY2013_E.ED	NO	
425434	3/8/2014	ZSCR	551	040-2	NA	'054	5WY89350	NA	A2C31080700	1	3011	054	 	1402	IM Chrysler RT ORC MY13	NA	HALB	S.Real	331.82	PS_CHRYSLER MY2013_E.ED	NO	
425436	3/8/2014	ZSCR	551	034-2	NA	'054	A2C32453901	NA	A2C35116100	1				1342	pcb assy DAGSTAR2 D_2	NA	HALB	S.Real	383.01	PSAD_DAIMLER STAR 2_A.A	NO	4975875681
425438	3/8/2014	ZSCR	551	034-2	NA	'054	5WK44252	2	5WK44252	1	3011	054	 	1342	BoSe VW	NA	FERT	NA	104.03	OC_BOSE VW_A.ANA TAPIA-	NO	
425441	3/8/2014	ZSCR	551	050-3	NA	'054	A2C83046900	NA	A2C83047000	1	3011	054	 	1503	MRSZ3 JAGUAR PCB TOP MAN. ASSEMBLY	NA	HALB	S.Real	456.14	PSAD_JAGUAR X1_J.JOSE O	NO	
425448	3/8/2014	ZSCR	551	042-4	NA	'054	A2C80645000	NA	A2C81532800	1	3011	054	 	1424	pcb assy DAGARM3 V12	NA	HALB	S.Real	330.02	PS_ARAMIS III_E.EDWIN R	NO	
425449	3/8/2014	ZSCR	551	034-2	NA	'054	A2C38172101	NA	A2C53424040	60	3011	054	 	1342	"pan head screw M3,5 x 12,00 1268"	NA	ROH	NA	16.2	PSAD_DAIMLER STAR 2_A.A	NO	4975877062
425449	3/8/2014	ZSCR	551	034-2	NA	'054	A2C81768403	NA	A2C83435000	7	3011	054	 	1342	cover FIP T BK	NA	ROH	NA	133.14	PSAD_DAIMLER STAR 2_A.A	NO	4975876902
425462	3/8/2014	ZSCR	551	042-4	NA	'054	A2C32453901	NA	A2C35116100	4	3011	054	 	1424	pcb assy DAGSTAR2 D_2	NA	HALB	S.Real	1532.04	PSAD_DAIMLER STAR 2_A.A	NO	
425465	3/8/2014	ZSCR	551	034-2	NA	'054	5WK43608	NA	A2C53108387	25	3011	054	 	1342	"pan head screw SF-M3,5x 10,00 1241"	NA	ROH	NA	4.5	PS_HONDA HRS6_J.JUAN CH	NO	
425469	3/8/2014	ZSCR	551	042-4	NA	'054	A2C37924700	NA	A2C37744300	1	3011	054	 	1424	pcb assy PTFSPEED15 V01	NA	HALB	S.Real	156.24	PS_FIAT BRAZIL_E.EDWIN	NO	
425471	3/8/2014	ZSCR	551	034-2	NA	'054	5WK44675	NA	A2C53408763	2				1342	pcb assy FIA326 OCS V15	NA	HALB	S.Real	309.92	PS_FIAT BRAZIL_E.EDWIN	NO	4975876076
425472	3/8/2014	ZSCR	551	040-1	NA	'054	A2C30910800	NA	A2C32509000	1	3011	054	 	1401	pcb assy VW20 V01 Mecanico	NA	HALB	S.Real	137.33	PSAD_VW20_U.ULISES VILL	NO	
425473	3/8/2014	ZSCR	551	034-3	NA	'054	A2C30910800	NA	A2C32509000	1				1343	pcb assy VW20 V01 Mecanico	NA	HALB	S.Real	137.33	PSAD_VW20_U.ULISES VILL	NO	4975876333
425474	3/8/2014	ZSCR	551	034-3	NA	'054	A2C32453901	NA	A2C35116100	2				1343	pcb assy DAGSTAR2 D_2	NA	HALB	S.Real	766.02	PSAD_DAIMLER STAR 2_A.A	NO	4975876339
425476	3/8/2014	ZSCR	551	042-4	NA	'054	5WK44285	NA	A2C53367544	1	3011	054	 	1424	ACU VW10 MY10 8 RdW	NA	HALB	S.Real	208.93	PS_VW10 LC_U.ULISES VIL	NO	
425479	3/8/2014	ZSCR	551	034-2	NA	'054	5WK44285	NA	A2C53367544	2				1342	ACU VW10 MY10 8 RdW	NA	HALB	S.Real	417.86	PS_VW10 LC_U.ULISES VIL	NO	4975876052
425480	3/8/2014	ZSCR	551	042-4	NA	'054	A2C84851600	NA	A2C84835300	1	3011	054	 	1424	pcb assy VW10 V08	NA	HALB	S.Real	261.65	PS_VW10 LC_U.ULISES VIL	NO	
425482	3/8/2014	ZSCR	551	040-1	NA	'054	5WK44285	NA	A2C53367544	1	3011	054	 	1401	ACU VW10 MY10 8 RdW	NA	HALB	S.Real	208.93	PS_VW10 LC_U.ULISES VIL	NO	
425483	3/8/2014	ZSCR	551	034-2	NA	'054	A2C37924700	4	A2C37924700	1	3011	054	 	1342	ACU FIA326 MY12 6 3V	NA	FERT	NA	171.4	PS_FIAT BRAZIL_E.EDWIN	NO	
425806	3/9/2014	ZSCR	551	030-1	NA	'054	5WY89130	NA	A2C53342620	1	3011	054	 	1301	pcb DC main	NA	ROH	NA	18.38	PS_ARAMIS 2013_E.EDWIN	NO	
425835	3/9/2014	ZSCR	551	030-1	NA	'054	A2C31080700	NA	A2C30816300	12	3011	054	 	1301	pcb SVI	NA	ROH	NA	178.2	PS_CHRYSLER MY2013_E.ED	NO	
425837	3/9/2014	ZSCR	551	030-1	NA	'054	A2C53429875B	NA	A2C53390127	6	3011	054	 	1301	pcb DIVACU>6 main	NA	ROH	NA	75.3	PS_HYUNDAI_.	NO	
425838	3/9/2014	ZSCR	551	030-1	NA	'054	A2C3320950092	NA	A2C53387067	8	3011	054	 	1301	pcb FIAT ACU MA	NA	ROH	NA	91.6	PS_FIAT BRAZIL_E.EDWIN	NO	
425920	3/9/2014	ZSCR	551	030-1	NA	'054	A2C91085700	NA	A2C91085700	8	3011	054	 	1301	ACU MY11 18 R SDM10+	NA	FERT	NA	3421.44	PS_SDM10+_C.CAROLINA OT	NO	
425922	3/9/2014	ZSCR	551	040-3	NA	'054	5WK44630	NA	A2C32509000	4	3011	054	 	1403	pcb assy VW20 V01 Mecanico	NA	HALB	S.Real	549.32	PSAD_VW20_U.ULISES VILL	NO	
425923	3/9/2014	ZSCR	551	040-5	NA	'054	A2C81542300	NA	A2C81543200	2	3011	054	 	1405	pcb assy	NA	HALB	S.Real	830.4	PS_ARAMIS 2013_E.EDWIN	NO	
425924	3/9/2014	ZSCR	551	040-3	NA	'054	A2C83377600	NA	A2C83377600	2	3011	054	 	1403	ACU RCMT5 MY10 Landrover	NA	FERT	NA	1007.46	PSAD_LAND ROVER_J.JOSE	NO	
425925	3/9/2014	ZSCR	551	034-3	NA	'054	A2C83045900	NA	A2C83045900	1	3011	054	 	1343	ACU JAGX150 MY10 PED J4	NA	FERT	NA	292.05	PS_LEGACY_C.CAROLINA OT	NO	
425926	3/9/2014	ZSCR	551	040-3	NA	'054	5WY78881	NA	A2C53241830	1	3011	054	 	1403	circuit board assy	NA	HALB	S.Real	248.74	PS_FORD_.	NO	
425927	3/9/2014	ZSCR	551	040-3	NA	'054	5WY89350	NA	A2C31080700	2	3011	054	 	1403	IM Chrysler RT ORC MY13	NA	HALB	S.Real	663.64	PS_CHRYSLER MY2013_E.ED	NO	
425928	3/9/2014	ZSCR	551	034-3	NA	'054	A2C37924700	NA	A2C37744300	2				1343	pcb assy PTFSPEED15 V01	NA	HALB	S.Real	312.48	PS_FIAT BRAZIL_E.EDWIN	NO	4975876454
425929	3/9/2014	ZSCR	551	040-2	NA	'054	5WK44773	NA	A2C81532800	1	3011	054	 	1402	pcb assy DAGARM3 V12	NA	HALB	S.Real	330.02	PS_ARAMIS III_E.EDWIN R	NO	
425930	3/9/2014	ZSCR	551	034-3	NA	'054	5WK44292	NA	A2C53395077	2				1343	pcb assy	NA	HALB	S.Real	133.56	OC_BOSE BMW_A.ANA TAPIA	NO	4975876460
425937	3/9/2014	ZSCR	551	034-2	NA	'054	5WK44285		5WK44285	2	3011	054	 	1342	MODULE CONTROL FOR AIRBAG VW10 RdW	NA	FERT	NA	462.92	PS_VW10 LC_U.ULISES VIL	NO	
425941	3/9/2014	ZSCR	551	040-3	NA	'054	5WK44285	NA	A2C53367544	1	3011	054	 	1403	ACU VW10 MY10 8 RdW	NA	HALB	S.Real	208.93	PS_VW10 LC_U.ULISES VIL	NO	
425942	3/9/2014	ZSCR	551	034-4	NA	'054	5WK44396	NA	A2C35116200	1	3011	054	 	1344	pcb assy DAGSTAR2 D_3	NA	HALB	S.Real	398.95	PSAD_DAIMLER STAR 2_A.A	NO	
425944	3/9/2014	ZSCR	551	040-3	NA	'054	A2C82540900	NA	A2C82541000	4	3011	054	 	1403	pcb assy OPLA4400 4401XESA	NA	HALB	S.Real	962.28	PSAD_OPEL 4400_J.JOSE O	NO	
425946	3/9/2014	ZSCR	551	040-2	NA	'054	5WY89350	NA	A2C31080700	1	3011	054	 	1402	IM Chrysler RT ORC MY13	NA	HALB	S.Real	331.82	PS_CHRYSLER MY2013_E.ED	NO	
425947	3/9/2014	ZSCR	551	034-2	NA	'054	5WK44252		5WK44252	1	3011	054	 	1342	BoSe VW	NA	FERT	NA	104.03	OC_BOSE VW_A.ANA TAPIA-	NO	
425948	3/9/2014	ZSCR	551	040-3	NA	'054	A2C91085400	NA	A2C91085400	1	3011	054	 	1403	ACU MY11 12 SDM10+	NA	FERT	NA	279.81	PS_SDM10+_C.CAROLINA OT	NO	
425948	3/9/2014	ZSCR	551	040-3	NA	'054	A2C91085700	NA	A2C91085700	1	3011	054	 	1403	ACU MY11 18 R SDM10+	NA	FERT	NA	427.68	PS_SDM10+_C.CAROLINA OT	NO	
425949	3/9/2014	ZSCR	551	034-2	NA	'054	A2C38172103	NA	A2C38172103	1	3011	054	 	1342	ACU DAGSM MY13 12 C453 S4S	NA	FERT	NA	293.34	PSAD_DAIMLER SMART_F.FE	NO	
425950	3/9/2014	ZSCR	551	034-2	NA	'054	A2C86852400	NA	A2C87110200	1				1342	pcb assy PTFSPEED10 D_26	NA	HALB	S.Real	204.2	PS_HYUNDAI_.	NO	4975876326
425951	3/9/2014	ZSCR	551	034-3	NA	'054	A2C37924700	NA	A2C37744300	2				1343	pcb assy PTFSPEED15 V01	NA	HALB	S.Real	312.48	PS_FIAT BRAZIL_E.EDWIN	NO	4975876454
425952	3/9/2014	ZSCR	551	034-3	NA	'054	A2C38070400	NA	A2C33209500	1				1343	pcb assy FIA199 V16	NA	HALB	S.Real	157.98	PS_FIAT BRAZIL_E.EDWIN	NO	4975876336
425953	3/9/2014	ZSCR	551	034-3	NA	'054	5WK44675	NA	A2C53408763	1	3011	054	 	1343	pcb assy FIA326 OCS V15	NA	HALB	S.Real	154.96	PS_FIAT BRAZIL_E.EDWIN	NO	
425954	3/9/2014	ZSCR	551	034-3	NA	'054	5WK44292	NA	A2C53395077	3				1343	pcb assy	NA	HALB	S.Real	200.34	OC_BOSE BMW_A.ANA TAPIA	NO	4975876460
425955	3/9/2014	ZSCR	551	034-3	NA	'054	A2C84851600	NA	A2C84835300	1	3011	054	 	1343	pcb assy VW10 V08	NA	HALB	S.Real	261.65	PS_VW10 LC_U.ULISES VIL	NO	
425956	3/9/2014	ZSCR	551	034-2	NA	'054	A2C81542300	NA	A2C81543200	3				1342	pcb assy	NA	HALB	S.Real	1245.6	PS_ARAMIS 2013_E.EDWIN	NO	4975876163
425957	3/9/2014	ZSCR	551	040-3	NA	'054	A2C5339962003	NA	A2C5339962003	1	3011	054	 	1403	pcb assy V4c	NA	HALB	S.Real	212.13	PS_HONDA HRS5_.	NO	
425958	3/9/2014	ZSCR	551	040-2	NA	'054	A2C82540900	NA	A2C82541000	1	3011	054	 	1402	pcb assy OPLA4400 4401XESA	NA	HALB	S.Real	240.57	PSAD_OPEL 4400_J.JOSE O	NO	
425960	3/9/2014	ZSCR	551	040-3	NA	'054	A2C91085700	NA	A2C91085700	2	3011	054	 	1403	ACU MY11 18 R SDM10+	NA	FERT	NA	855.36	PS_SDM10+_C.CAROLINA OT	NO	
425961	3/9/2014	ZSCR	551	034-2	NA	'054	A2C91764200	NA	A2C91764200	1	3011	054	 	1342	ACU MY14 12 SDM30.12R	NA	FERT	NA	413.51	PS_SDM30_C.CAROLINA OTA	NO	
425962	3/9/2014	ZSCR	551	034-2	NA	'054	5WK44285	NA	A2C53367544	1				1342	ACU VW10 MY10 8 RdW	NA	HALB	S.Real	208.93	PS_VW10 LC_U.ULISES VIL	NO	4975876052
425963	3/9/2014	ZSCR	551	034-2	NA	'054	5WK44285	NA	A2C53367544	1				1342	ACU VW10 MY10 8 RdW	NA	HALB	S.Real	208.93	PS_VW10 LC_U.ULISES VIL	NO	4975876052
425965	3/9/2014	ZSCR	551	040-1	NA	'054	5WK44630	NA	A2C32509000	1	3011	054	 	1401	pcb assy VW20 V01 Mecanico	NA	HALB	S.Real	137.33	PS_VW10 LC_U.ULISES VIL	NO	
425966	3/9/2014	ZSCR	551	040-2	NA	'054	A2C83014200	NA	A2C83014300	1	3011	054	 	1402	pcb assy OPLA3 300 AU/SN	NA	HALB	S.Real	232.82	PSAD_OPEL 3300_J.JOSE O	NO	
425968	3/9/2014	ZSCR	551	034-2	NA	'054	5WK44675	NA	A2C53408763	1				1342	pcb assy FIA326 OCS V15	NA	HALB	S.Real	154.96	PS_FIAT BRAZIL_E.EDWIN	NO	4975876076
425970	3/9/2014	ZSCR	551	040-2	NA	'054	5WK44675		5WK44675	1	3011	054	 	1402	FIAT 326 V15 6 FL	NA	FERT	NA	170.12	PS_FIAT BRAZIL_E.EDWIN	NO	
425972	3/9/2014	ZSCR	551	040-2	NA	'054	5WK44675		5WK44675	1	3011	054	 	1402	FIAT 326 V15 6 FL	NA	FERT	NA	170.12	PS_FIAT BRAZIL_E.EDWIN	NO	
425973	3/9/2014	ZSCR	551	034-2	NA	'054	A2C37964107	NA	A2C37964107	1	3011	054	 	1342	ACU DAGSTAR2 MY12 RO 28 W/V/X222ma	NA	FERT	NA	443.7	PSAD_DAIMLER STAR 2_A.A	NO	
425974	3/9/2014	ZSCR	551	040-3	NA	'054	A2C32453907	NA	A2C32453907	1	3011	054	 	1403	ACU DAGSTAR2 MY12 RO 24 W/V/X222mi	NA	FERT	NA	427.76	PSAD_DAIMLER STAR 2_A.A	NO	
425975	3/9/2014	ZSCR	551	034-2	NA	'054	5WK44252		5WK44252	1	3011	054	 	1342	BoSe VW	NA	FERT	NA	104.03	OC_BOSE VW_A.ANA TAPIA-	NO	
425978	3/9/2014	ZSCR	551	040-3	NA	'054	5WY89350	NA	A2C31080700	1	3011	054	 	1403	IM Chrysler RT ORC MY13	NA	HALB	S.Real	331.82	PS_CHRYSLER MY2013_E.ED	NO	
425981	3/9/2014	ZSCR	551	040-3	NA	'054	5WK43232	NA	6593571403	2	3011	054	 	1403	ETIQUETA C/ROTULO DE ADVERTENC s/d	NA	ROH	NA	1.62	PS_HONDA HRS6_J.JUAN CH	NO	
425981	3/9/2014	ZSCR	551	040-3	NA	'054	5WK44004	NA	A2C53108387	10	3011	054	 	1403	"pan head screw SF-M3,5x 10,00 1241"	NA	ROH	NA	1.8	PS_HONDA HRS6_J.JUAN CH	NO	
425981	3/9/2014	ZSCR	551	040-3	NA	'054	5WK44690	NA	A2C53397769	2	3011	054	 	1403	housing	NA	ROH	NA	41.5	PS_HONDA HRS6_J.JUAN CH	NO	
425981	3/9/2014	ZSCR	551	040-3	NA	'054	5WK44591	NA	A2C53397780	2	3011	054	 	1403	cover	NA	ROH	NA	6.36	PS_HONDA HRS6_J.JUAN CH	NO	
425990	3/9/2014	ZSCR	551	040-3	NA	'054	5WK44630	NA	A2C32509000	1	3011	054	 	1403	pcb assy VW20 V01 Mecanico	NA	HALB	S.Real	137.33	PSAD_VW20_U.ULISES VILL	NO	
425992	3/9/2014	ZSCR	551	034-2	NA	'054	5WK44285	NA	A2C53367544	1				1342	ACU VW10 MY10 8 RdW	NA	HALB	S.Real	208.93	PS_VW10 LC_U.ULISES VIL	NO	4975876052
425994	3/9/2014	ZSCR	551	040-1	NA	'054	A2C83014200	NA	A2C83014300	1	3011	054	 	1401	pcb assy OPLA3 300 AU/SN	NA	HALB	S.Real	232.82	PSAD_OPEL 3300_J.JOSE O	NO	
425998	3/9/2014	ZSCR	551	034-2	NA	'054	5WK44675	NA	A2C53332366	3	3011	054	 	1342	cover RAP T BK	NA	ROH	NA	14.46	PS_FIAT BRAZIL_E.EDWIN	NO	4975876694
425999	3/9/2014	ZSCR	551	034-2	NA	'054	5WY89360	NA	A2C53436156	10	3011	054	 	1342	cover RAP T BK	NA	ROH	NA	64	PS_CHRYSLER MY2013_E.ED	NO	
426001	3/9/2014	ZSCR	551	034-2	NA	'054	5WK44004	NA	A2C53108387	4	3011	054	 	1342	"pan head screw SF-M3,5x 10,00 1241"	NA	ROH	NA	0.72	PSAD_GM BRASIL_A.ANA TA	NO	
426001	3/9/2014	ZSCR	551	034-2	NA	'054	5WY90360	NA	A2C53408549	2	3011	054	 	1342	housing D= 2	NA	ROH	NA	41.06	PSAD_GM BRASIL_A.ANA TA	NO	
426001	3/9/2014	ZSCR	551	034-2	NA	'054	5WY90360	NA	A2C53408690	1	3011	054	 	1342	cover	NA	ROH	NA	3.97	PSAD_GM BRASIL_A.ANA TA	NO	
426002	3/9/2014	ZSCR	551	034-2	NA	'054	5WY86940	NA	A2C53108379	2	3011	054	 	1342	cover FIP T GY	NA	ROH	NA	6.9	PS_ARAMIS III_E.EDWIN R	NO	4975876670
426002	3/9/2014	ZSCR	551	034-2	NA	'054	5WY86940	NA	A2C53331574	1	3011	054	 	1342	"housing FIP 157,0x 130,8"	NA	ROH	NA	15.75	PS_ARAMIS III_E.EDWIN R	NO	4975876670
426003	3/9/2014	ZSCR	551	040-3	NA	'054	A2C31080700	NA	A2C53330109	5	3011	054	 	1403	socket	NA	ROH	NA	90.5	PS_CHRYSLER MY2013_E.ED	NO	
426004	3/9/2014	ZSCR	551	040-3	NA	'054	A2C37744300	NA	A2C53330103	4	3011	054	 	1403	socket	NA	ROH	NA	41.8	PS_FIAT BRAZIL_E.EDWIN	NO	
426004	3/9/2014	ZSCR	551	040-3	NA	'054	A2C37744300	NA	A2C53379985	8	3011	054	 	1403	multipoint connector 56P H 2SYS 4003	NA	ROH	NA	192	PS_FIAT BRAZIL_E.EDWIN	NO	
426005	3/9/2014	ZSCR	551	034-2	NA	'054	5WK44354	NA	A2C53334853	100	3011	054	 	1342	certification label identi spool part p	NA	ROH	NA	50	PS_VW10 LC_U.ULISES VIL	NO	4975876709
426006	3/9/2014	ZSCR	551	034-2	NA	'054	5WK43024	NA	6593331401	50	3011	054	 	1342	ETIQUETA DE IDENTIFIC. HONDA	NA	ROH	NA	13	PS_HONDA HRS6_J.JUAN CH	NO	
426007	3/9/2014	ZSCR	551	034-2	NA	'054	5WK44303	NA	A2C53108376	2	3011	054	 	1342	"housing FIP 175,0x 152,0"	NA	ROH	NA	40.04	PS_ARAMIS III_E.EDWIN R	NO	
426007	3/9/2014	ZSCR	551	034-2	NA	'054	5WK44808	NA	A2C53245952	1	3011	054	 	1342	"housing FIP 152,0x 135,7"	NA	ROH	NA	19.22	PS_ARAMIS III_E.EDWIN R	NO	
426007	3/9/2014	ZSCR	551	034-2	NA	'054	5WK44120	NA	A2C53324560	200	3011	054	 	1342	certification label spool part p	NA	ROH	NA	100	PS_ARAMIS III_E.EDWIN R	NO	4975876820
426008	3/9/2014	ZSCR	551	034-2	NA	'054	5WK44119	NA	A2C53324560	300	3011	054	 	1342	certification label spool part p	NA	ROH	NA	150	PS_ARAMIS III_E.EDWIN R	NO	
426009	3/9/2014	ZSCR	551	034-2	NA	'054	5WY89350	NA	A2C53436156	1	3011	054	 	1342	cover RAP T BK	NA	ROH	NA	6.4	PS_CHRYSLER MY2013_E.ED	NO	4975876648
426011	3/9/2014	ZSCR	551	034-2	NA	'054	5WK43024	NA	6593331401	40	3011	054	 	1342	ETIQUETA DE IDENTIFIC. HONDA	NA	ROH	NA	10.4	PS_HONDA HRS6_J.JUAN CH	NO	
426011	3/9/2014	ZSCR	551	034-2	NA	'054	5WK44547	NA	6593831401	20	3011	054	 	1342	WARNING LABEL c/d/i HONDA	NA	ROH	NA	22.2	PS_HONDA HRS6_J.JUAN CH	NO	
426011	3/9/2014	ZSCR	551	034-2	NA	'054	5WK44690	NA	A2C53397769	1	3011	054	 	1342	housing	NA	ROH	NA	20.75	PS_HONDA HRS6_J.JUAN CH	NO	
426011	3/9/2014	ZSCR	551	034-2	NA	'054	5WK44591	NA	A2C53397780	1	3011	054	 	1342	cover	NA	ROH	NA	3.18	PS_HONDA HRS6_J.JUAN CH	NO	
426013	3/9/2014	ZSCR	551	034-2	NA	'054	5WK44354	NA	A2C53334853	258	3011	054	 	1342	certification label identi spool part p	NA	ROH	NA	129	PS_HYUNDAI_.	NO	4975876709
426014	3/9/2014	ZSCR	551	034-2	NA	'054	A2C82134600	NA	A2C40000022	2	3011	054	 	1342	"C ELEC,AL,4.7mF,20%,35V"	NA	ROH	NA	13.46	PS_SDM10+_C.CAROLINA OT	NO	
426014	3/9/2014	ZSCR	551	034-2	NA	'054	A2C82134700	NA	A2C40000025	1	3011	054	 	1342	"C ELEC,AL,6.8mF,20%,35V"	NA	ROH	NA	6.83	PS_SDM10+_C.CAROLINA OT	NO	
