No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad				Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
396423	04/01/2014	MB1A	551	064-2	K96019	'073	NA	NA	A2C53217005	28				1095	therml transf compou Geneva GF1500	NA	ROH	NA	11.76	ES_MCM2_A.ALVARO MEDINA	NO	4974112882
396423	04/01/2014	MB1A	551	064-2	K96019	'073	NA	NA	A2C7422730093	1				1095	CM2.1 HDEP-US PCB TOP SMD POPULATED	NA	HALB	S.Real	1071.23	ES_MCM2_A.ALVARO MEDINA	NO	4974112882
396423	04/01/2014	MB1A	551	064-2	K96019	'073	NA	NA	A2C83364600	7				1095	"SCREW 4,0 X 14 REMFORM"	NA	ROH	NA	2.24	ES_MCM2_A.ALVARO MEDINA	NO	4974112882
396423	04/01/2014	MB1A	551	064-2	K96019	'073	NA	NA	A2C83367600	1				1095	SWITCHING POWER SUPPLY COMPLETTE	NA	ROH	NA	100.46	ES_MCM2_A.ALVARO MEDINA	NO	4974112882
396423	04/01/2014	MB1A	551	064-2	K96019	'073	NA	NA	A2C84649300	1				1095	housing assy MCM2 without cooler	NA	ROH	NA	217.6	ES_MCM2_A.ALVARO MEDINA	NO	4974112882
396447	04/01/2014	MB1A	551	034-3	K96019	'073	A2C81542200	NA	A2C00013954	8				1095	"pan head screw SF-M4 x 10,00 1241"	NA	ROH	NA	2.4	ES_SID913_. (APROBACIO	NO	4974112937
396447	04/01/2014	MB1A	551	034-3	K96019	'073	A2C81542200	NA	A2C53145187	1				1095	housing cover UPP T	NA	ROH	NA	151.29	ES_SID913_. (APROBACIO	NO	4974112937
396447	04/01/2014	MB1A	551	034-3	K96019	'073	A2C81542200	NA	A2C53301810	12				1095	"pan head screw M4 x 12,00 1246"	NA	ROH	NA	7.8	ES_SID913_. (APROBACIO	NO	4974112937
396447	04/01/2014	MB1A	551	034-3	K96019	'073	A2C81542200	NA	A2C81857100	1				1095	electronic assy SID913	NA	HALB	S.Real/AutoBF	1402.61	ES_SID913_. (APROBACIO	NO	4974112937
396489	05/01/2014	MB1A	551	034-2	B30301-02495	'073	NA	NA	A2C74234100	1				1095	ACM2.1_EVO DAG EPA MOUNTED	NA	HALB	S.Real/AutoBF	1120.09	ES_EVO_.	NO	4974112510
396492	05/01/2014	MB1A	551	034-2	B30301-02495	'073	NA	NA	A2C74234100	1				1095	ACM2.1_EVO DAG EPA MOUNTED	NA	HALB	S.Real/AutoBF	1120.09	ES_EVO_.	NO	4974112510
396493	05/01/2014	MB1A	551	034-2	B30301-02495	'073	NA	NA	A2C74228600	2				1095	MALE CONNECTOR 120 PIN.	NA	ROH	NA	113.54	ES_EVO_.	NO	4974112510
396493	05/01/2014	MB1A	551	034-2	B30301-02495	'073	NA	NA	A2C83364600	5				1095	"SCREW 4,0 X 14 REMFORM"	NA	ROH	NA	1.6	ES_EVO_.	NO	4974112510
396901	05/01/2014	MB1A	551	034-2	B30301-02495	'073	A2C74234201	NA	A2C74228500	1				1095	MALE CONNECTOR 21 PIN.	NA	ROH	NA	29.39	ES_EVO_.	NO	4974112510
396901	05/01/2014	MB1A	551	034-2	B30301-02495	'073	A2C74234201	NA	A2C74228600	2				1095	MALE CONNECTOR 120 PIN.	NA	ROH	NA	113.54	ES_EVO_.	NO	4974112510
