No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	 	 	 	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
330503	7/30/2013	MB1A	551	030-1	B30301-00495	'050	NA	NA	A2C32305000	180				1095	pcb TLS_TG2010	NA	ROH	NA	221.4	S1_TIS 1D CHRYSLER_JAIM	NO	4969504866
330519	7/30/2013	ZSCR	551	034-2	NA	'015	A2C53348715	NA	A2C53402830	31				1342	parts kit assy TPM	NA	HALB	S.Real/AutoBF	1438.09	S1_TG1C DCX_JAIME JIMEN	NO	4969505625
330526	7/30/2013	ZSCR	551	034-2	NA	'015	A2C53348715	NA	A2C53402830	4				1342	parts kit assy TPM	NA	HALB	S.Real/AutoBF	185.56	S1_TG1C DCX_JAIME JIMEN	NO	4969505625
330560	7/30/2013	ZSCR	551	030-1	NA	'015	5WY8834	NA	A2C53328412	1				1301	circuit board assy	NA	HALB	S.Real	87.93	S1_DCU_ADRIAN CEBALLOS	NO	4969506940
330562	7/30/2013	ZSCR	551	030-1	NA	'015	5WY8834	NA	A2C53328412	1				1301	circuit board assy	NA	HALB	S.Real	87.93	S1_DCU_ADRIAN CEBALLOS	NO	4969506940
330563	7/30/2013	ZSCR	551	030-1	NA	'015	5WY8835	NA	A2C53328411	2				1301	circuit board assy	NA	HALB	S.Real	168.28	S1_DCU_ADRIAN CEBALLOS	NO	4969506911
330564	7/30/2013	ZSCR	551	030-1	NA	'015	5WY8833	NA	A2C53338452	1				1301	circuit board assy	NA	HALB	S.Real	59.64	S1_DCU_ADRIAN CEBALLOS	NO	4969506945
330589	7/30/2013	ZSCR	551	030-1	NA	'015	5WY8547	NA	A2C3144240093	2				1301	circuit board assy TPM 315 MHz Top	NA	HALB	S.Real	60.94	S1_TG1C DCX_JAIME JIMEN	NO	4969506877
330591	7/30/2013	ZSCR	551	030-1	NA	'015	A2C31556000	NA	A2C3156350093	2				1301	circuit board assy TPM LOCAPASE TOP	NA	HALB	S.Real	61.42	S1_TG1C NISSAN_JAIME JI	NO	4969506887
330592	7/30/2013	ZSCR	551	030-1	NA	'015	5WY8816	NA	A2C3482870093	1				1301	circuit board assy TPM 315 MHz	NA	HALB	S.Real	30.47	S1_TG1C UNIVERSAL_JAIME	NO	4969506895
330602	7/30/2013	ZSCR	551	034-2	NA	'015	5WY8547	NA	A2C00046497	2	3011	015	 	1342	"EM OTH BATTERY/CR2450S,500mAh,3V"	NA	ROH	NA	19.18	S5_TG1C HONDA_MIGUEL QU	NO	4969508761
330603	7/30/2013	ZSCR	551	034-2	NA	'015	S180052025	NA	A2C53402231	1				1342	parts kit assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	44.65	S5_TG1C HONDA_MIGUEL QU	NO	4969505608
330604	7/30/2013	ZSCR	551	034-2	NA	'015	S180052036	NA	A2C53311707	1	3011	015	 	1342	housing	NA	ROH	NA	2.43	S1_TG1C NISSAN_JAIME JI	NO	
330605	7/30/2013	ZSCR	551	034-2	NA	'015	S180052036	NA	A2C31109500	1	3011	015	 	1342	valve housing assy	NA	ROH	NA	6.28	S1_TG1C NISSAN_JAIME JI	NO	
330606	7/30/2013	ZSCR	551	034-2	NA	'015	S180052036	NA	A2C31556200	1				1342	parts kit assy TPM 433 MHz	NA	HALB	S.Real/AutoBF	43.84	S1_TG1C NISSAN_JAIME JI	NO	4969505455
330607	7/30/2013	ZSCR	551	034-2	NA	'015	S180052033	NA	A2C37351000	2				1342	parts kit assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	89.78	S1_TG1C NISSAN_JAIME JI	NO	4969505497
330608	7/30/2013	ZSCR	551	034-2	NA	'015	S180052036	NA	A2C81364700	4				1342	parts kit assy TPM 433 MHz	NA	HALB	S.Real/AutoBF	180.16	S1_TG1C NISSAN_JAIME JI	NO	4969505641
330609	7/30/2013	ZSCR	551	034-2	NA	'015	S180052036	NA	A2C53278177	3300	3011	015	 	1342	"sealing ring 2x 2,85 40"	NA	ROH	NA	297	S1_TG1C NISSAN_JAIME JI	NO	
330610	7/30/2013	ZSCR	551	034-2	NA	'015	S180052036	NA	A2C81364700	1				1342	parts kit assy TPM 433 MHz	NA	HALB	S.Real/AutoBF	45.04	S1_TG1C NISSAN_JAIME JI	NO	4969505641
330612	7/31/2013	ZSCR	551	040-3	NA	'015	A2C37966400	NA	A2C37966500	1				1403	parts kit assy TPM	NA	HALB	S.Real/AutoBF	42.33	S1_TIS1C127 BMW_ADRIAN	NO	4969505865
330614	7/31/2013	ZSCR	551	034-2	NA	'015	A2C84455600	NA	A2C53311707	8	3011	015	 	1342	housing	NA	ROH	NA	19.44	S1_TG1C UNIVERSAL_JAIME	NO	
330620	7/31/2013	ZSCR	551	040-3	NA	'015	A2C53402100	NA	A2C38189400	2				1403	circuit board assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	61.08	S1_TG1C HYUNDAI_MIGUEL	NO	4969505879
330626	7/31/2013	ZSCR	551	034-2	NA	'015	A2C84455600	NA	A2C83144200	1				1342	circuit board assy TPM	NA	HALB	S.Real/AutoBF	35.44	S1_TG1C UNIVERSAL_JAIME	NO	4969505656
330627	7/31/2013	ZSCR	551	034-2	NA	'015	A2C84455600	NA	A2C84455700	1				1342	parts kit assy TPM	NA	HALB	S.Real/AutoBF	48.88	S1_TG1C UNIVERSAL_JAIME	NO	4969505689
330628	7/31/2013	ZSCR	551	034-2	NA	'015	A2C83143000	NA	A2C84455600	1				1342	parts kit assy TPM	NA	HALB	S.Real/AutoBF	50.73	S1_TG DCX_JAIME JIMENEZ	NO	4969505675
330629	7/31/2013	ZSCR	551	034-2	NA	'015	A2C53402231	NA	A2C53402230	1				1342	module assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	43.42	S5_TG1C HONDA_MIGUEL QU	NO	4969505593
330630	7/31/2013	ZSCR	551	042-4	NA	'015	S180052036	NA	A2C81364500	1				1424	module assy TPM 433 MHz	NA	HALB	S.Real/AutoBF	54.03	S1_TG1C NISSAN_JAIME JI	NO	4969506754
330633	7/31/2013	ZSCR	551	034-2	NA	'015	S180052025	NA	A2C00046497	7	3011	015	 	1342	"EM OTH BATTERY/CR2450S,500mAh,3V"	NA	ROH	NA	67.13	S5_TG1C HONDA_MIGUEL QU	NO	
330634	7/31/2013	ZSCR	551	034-2	NA	'015	5WY8547	NA	A2C53348715	3				1342	control device TPM 315 MHz	NA	HALB	S.Real/AutoBF	171.96	S1_TG1C DCX_JAIME JIMEN	NO	4969505544
330635	7/31/2013	ZSCR	551	034-2	NA	'015	S180052017	NA	A2C53311707	2	3011	015	 	1342	housing	NA	ROH	NA	4.86	S1_TG1C HYUNDAI_MIGUEL	NO	
330636	7/31/2013	ZSCR	551	034-2	NA	'015	A2C32163600	NA	A2C53311707	4	3011	015	 	1342	housing	NA	ROH	NA	9.72	S1_TG1C DCX_JAIME JIMEN	NO	
330637	7/31/2013	ZSCR	551	034-2	NA	'015	S180052036	NA	A2C00051931	56	3011	015	 	1342	"EM OTH BATTERY/CR2450S,500mAh,3V"	NA	ROH	NA	557.2	S1_TG1C NISSAN_JAIME JI	NO	
330638	7/31/2013	ZSCR	551	034-2	NA	'015	5WY8547	NA	A2C53348715	1				1342	control device TPM 315 MHz	NA	HALB	S.Real/AutoBF	57.32	S1_TG1C DCX_JAIME JIMEN	NO	4969505544
330639	7/31/2013	ZSCR	551	034-2	NA	'015	A2C37351000	NA	A2C37350900	1				1342	housing assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	43.03	S1_TG1C NISSAN_JAIME JI	NO	4969505474
330640	7/31/2013	ZSCR	551	034-2	NA	'015	A2C30723401	NA	A2C30723201	1				1342	module assy TPM	NA	HALB	S.Real/AutoBF	43.45	S5_TG1C HONDA_MIGUEL QU	NO	4969505426
330641	7/31/2013	ZSCR	551	034-2	NA	'015	A2C53348715	NA	A2C53402830	1				1342	parts kit assy TPM	NA	HALB	S.Real/AutoBF	46.39	S1_TG1C DCX_JAIME JIMEN	NO	4969505625
330642	7/31/2013	ZSCR	551	040-3	NA	'015	A2C53348715	NA	A2C53402830	1				1403	parts kit assy TPM	NA	HALB	S.Real/AutoBF	46.39	S1_TG1C DCX_JAIME JIMEN	NO	4969505896
330664	7/31/2013	ZSCR	551	034-2	NA	'015	5WY8834	NA	A2C53304051	5	3011	015	 	1342	housing	NA	ROH	NA	14.6	S1_DCU_ADRIAN CEBALLOS	NO	4969508828
