No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad				Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
566929	18/12/2014	ZSCR	551	040-2	NA	'045	A2C31243800	NA	A2C53405271	1	3011	045		1402	Foam cushion	NA	ROH	NA	0.33	S1_PEPS PK 1 WAY_M.MANU	NO	4985261205
567340	19/12/2014	ZSCR	551	040-2	NA	'045	A2C31243300	NA	A2C53405271	3	3011	045		1402	Foam cushion	NA	ROH	NA	0.99	S1_PK MY 13 FORD_M.MANU	NO	4985261205
567755	20/12/2014	ZSCR	551	040-2	NA	'045	A2C31243800	NA	A2C53405271	2	3011	045		1402	Foam cushion	NA	ROH	NA	0.66	S1_PEPS PK 1 WAY_M.MANU	NO	4985261205
567764	20/12/2014	ZSCR	551	040-2	NA	'045	A2C31243300	NA	A2C53405271	6	3011	045		1402	Foam cushion	NA	ROH	NA	1.98	S1_PK MY 13 FORD_M.MANU	NO	4985261205
567766	20/12/2014	ZSCR	551	040-2	NA	'045	A2C31243800	NA	A2C53405271	6	3011	045		1402	Foam cushion	NA	ROH	NA	1.98	S1_PEPS PK 1 WAY_M.MANU	NO	4985261205
567800	20/12/2014	ZSCR	551	034-2	NA	'045	A2C31243300	NA	A2C53405271	9	3011	045		1342	Foam cushion	NA	ROH	NA	2.97	S1_PK MY 13 FORD_M.MANU	NO	4985261164
568646	23/12/2014	ZSCR	551	040-5	NA	'045	A2C74416003	NA	A2C73614401	36	3011	045		1405	BOTTOM_HOUSING_GLOBAL A BCM	NA	ROH	NA	200.16	S1_BCM K2XX_L.LUIS LIZA	NO	4985261224
568986	26/12/2014	ZSCR	551	050-1	NA	'045	A2C74416003	NA	A2C73614401	44	3011	045		1501	BOTTOM_HOUSING_GLOBAL A BCM	NA	ROH	NA	244.64	S1_BCM K2XX_L.LUIS LIZA	NO	4985261230
569648	30/12/2014	MB1A	551	95	K96019	'045	A2C3217110092	NA	A2C00017679	39				1095	Contact spring		ROH	NA	31.98	S1_PEPS_A.ALEX ADMIN	NO	4985261304
569649	30/12/2014	MB1A	551	95	K96019	'045	A2C9089950093	NA	A2C00041162	1				1095	"18nH,550mA,SMD,COIL/LQW18AN18NG00"		ROH	NA	0.29	S1_PEPS_A.ALEX ADMIN	NO	4985261304
569649	30/12/2014	MB1A	551	95	K96019	'045	A2C9089950093	NA	A2C00062776	1				1095	"EM SWITCH,50mA,16V,SMD,TACT"		ROH	NA	0.89	S1_PEPS_A.ALEX ADMIN	NO	4985261304
569654	30/12/2014	ZSCR	551	035-1	0	'045	A2C3417220093	NA	A2C40000827	636	3011	045		1351	"R VARIS,22V,29.7V,0603 +++Please use A"		ROH	NA	146.28	S1_EZKEY_A.ALEX ADMIN	NO	4985261129
