No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	planta	apd		Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
514663	02/09/2014	ZSCR	551	034-2	NA	'100	5WK84002	NA	5WK84002	2	3011	100		1342	ER25 VOLVO ESP 33MHz	NA	FERT	NA	3654.7	OES_MK25_.	NO	4981591251
515184	03/09/2014	ZSCR	551	042-4	NA	'100	A2C53138316	NA	A2C53138316	2	3011	100		1424	transm. ctrl electro	NA	FERT	NA	852.26	OES_ETM_.	NO	4981591534
515741	04/09/2014	ZSCR	551	050-2	NA	'100	5WY70340	NA	6593811404	1891	3011	100		1502	ETIQUETA P131	NA	ROH	NA	1361.52	OES_P131_.	NO	4981589115
516090	05/09/2014	ZSCR	551	035-1	0	'100	A2C53309208A	NA	A2C00020897	53	3011	100		1351	"42V,240mOhm,SOT223,GENERAL PURPOSE,LOW S"		ROH	NA	104.94	OES_OTIS SID 902_O.OSCA	NO	4981590819
516090	05/09/2014	ZSCR	551	035-1	0	'100	A2C53309208A	NA	A2C00045048	44	3011	100		1351	IC MCU PRO/ST72324B (PCN5093 Catania Tra		ROH	NA	472.56	OES_OTIS SID 902_O.OSCA	NO	4981590819
516090	05/09/2014	ZSCR	551	035-1	0	'100	A2C53309208A	NA	A2C00041380	0	3011	100		1351	"ATIC20 EICD, OTHER,PSOP32,SUPERVISORY CI"		ROH	NA	0	OES_OTIS SID 902_O.OSCA	NO	4981590819
516090	05/09/2014	ZSCR	551	035-1	0	'100	A2C53309208A	NA	A2C00010918	24	3011	100		1351	"R LIN,100K,1%,TK100,63mW,0402"		ROH	NA	0.24	OES_OTIS SID 902_O.OSCA	NO	4981590819
516090	05/09/2014	ZSCR	551	035-1	0	'100	A2C53309208A	NA	A2C00010739	4	3011	100		1351	"C CER,X7R,10nF,10%,16V,0402,Sn,STANDARD"		ROH	NA	0.04	OES_OTIS SID 902_O.OSCA	NO	4981590819
516090	05/09/2014	ZSCR	551	035-1	0	'100	A2C53309208A	NA	A2C00010442	18	3011	100		1351	"R LIN,1K,1%,TK100,63mW,0402"		ROH	NA	0.18	OES_OTIS SID 902_O.OSCA	NO	4981590819
516090	05/09/2014	ZSCR	551	035-1	0	'100	A2C53309208A	NA	A2C00010472	42	3011	100		1351	"R LIN,47K,5%,TK200,63mW,0402"		ROH	NA	0.42	OES_OTIS SID 902_O.OSCA	NO	4981590819
516090	05/09/2014	ZSCR	551	035-1	0	'100	A2C53309208A	NA	A2C00003975	4	3011	100		1351	"R LIN,2K4,5%,TK200,100mW,0603"		ROH	NA	0.04	OES_OTIS SID 902_O.OSCA	NO	4981590819
516090	05/09/2014	ZSCR	551	035-1	0	'100	A2C53309208A	NA	A2C00010683	1	3011	100		1351	"220pF,5%,100V,C0G,0805,TINNED,CER CAP/GR"		ROH	NA	0.05	OES_OTIS SID 902_O.OSCA	NO	4981590819
516090	05/09/2014	ZSCR	551	035-1	0	'100	A2C53309208A	NA	A2C00002332	24	3011	100		1351	"330nF,10%,16V,X7R,0805,TINNED,CER CAP/"		ROH	NA	1.92	OES_OTIS SID 902_O.OSCA	NO	4981590819
516090	05/09/2014	ZSCR	551	035-1	0	'100	A2C53309208A	NA	A2C00003405	2	3011	100		1351	"1K,5%,TK200,125mW,0805,LIN RES/"		ROH	NA	0.02	OES_OTIS SID 902_O.OSCA	NO	4981590851
516090	05/09/2014	ZSCR	551	035-1	0	'100	A2C53309208A	NA	A2C00004446	12	3011	100		1351	"R LIN,15K,1%,TK100,100mW,0603"		ROH	NA	0.12	OES_OTIS SID 902_O.OSCA	NO	4981590851
516090	05/09/2014	ZSCR	551	035-1	0	'100	A2C53309208A	NA	A2C00010465	33	3011	100		1351	"10K,1%,TK100,63mW,0402,LIN RES/CRCW"		ROH	NA	0.33	OES_OTIS SID 902_O.OSCA	NO	4981590851
516090	05/09/2014	ZSCR	551	035-1	0	'100	A2C53309208A	NA	A2C00017148	44	3011	100		1351	"R LIN,47R,5%,TK200,63mW,0402"		ROH	NA	0.44	OES_OTIS SID 902_O.OSCA	NO	4981590851
516090	05/09/2014	ZSCR	551	035-1	0	'100	A2C53309208A	NA	A2C00007122	95	3011	100		1351	"R LIN,20K,1%,TK100,100mW,0603"		ROH	NA	0.95	OES_OTIS SID 902_O.OSCA	NO	4981590851
516090	05/09/2014	ZSCR	551	035-1	0	'100	A2C53309208A	NA	A2C00022662	4	3011	100		1351	"8MHz,0.5%,CSTCE,CER RESONATOR"		ROH	NA	3.36	OES_OTIS SID 902_O.OSCA	NO	4981590851
516090	05/09/2014	ZSCR	551	035-1	0	'100	A2C53309208A	NA	A2C00003708	29	3011	100		1351	"R LIN,3K3,5%,TK200,100mW,0603"		ROH	NA	0.29	OES_OTIS SID 902_O.OSCA	NO	4981590851
516090	05/09/2014	ZSCR	551	035-1	0	'100	A2C53309208A	NA	A2C00010455	33	3011	100		1351	"R LIN,120K,1%,TK100,100mW,0603"		ROH	NA	0.33	OES_OTIS SID 902_O.OSCA	NO	4981590851
516090	05/09/2014	ZSCR	551	035-1	0	'100	A2C53309208A	NA	A2C00022305	37	3011	100		1351	"2MHz,0.5%,CSTCC,CER RESONATOR"		ROH	NA	55.5	OES_OTIS SID 902_O.OSCA	NO	4981590851
516090	05/09/2014	ZSCR	551	035-1	0	'100	A2C53309208A	NA	A2C00003697	24	3011	100		1351	"2R,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	1.92	OES_OTIS SID 902_O.OSCA	NO	4981590851
516090	05/09/2014	ZSCR	551	035-1	0	'100	A2C53309208A	NA	A2C00018966	3	3011	100		1351	"4K7,3650,0805,NTC/B57620-C2472-A262"		ROH	NA	1.77	OES_OTIS SID 902_O.OSCA	NO	4981590870
516090	05/09/2014	ZSCR	551	035-1	0	'100	A2C53309208A	NA	A2C00026442	23	3011	100		1351	"0R1,5%,TK100,1W,MELF0207,LIN RES/++ plea"		ROH	NA	15.41	OES_OTIS SID 902_O.OSCA	NO	4981590870
516090	05/09/2014	ZSCR	551	035-1	0	'100	A2C53309208A	NA	A2C00003765	1514	3011	100		1351	"10R,1%,TK50,250mW,MINIMELF0204,LIN RES/M"		ROH	NA	302.8	OES_OTIS SID 902_O.OSCA	NO	4981590870
516090	05/09/2014	ZSCR	551	035-1	0	'100	A2C53309208A	NA	A2C00008260	36	3011	100		1351	"1,NPN,NORMAL,500mA,300V,SOT223,BIP/PZTA4"		ROH	NA	25.92	OES_OTIS SID 902_O.OSCA	NO	4981590870
