No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad				Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
436115	29/03/2014	ZSCR	551	040-1	NA	'045	A2C32713101	NA	A2C32713101	1	3011	045		1401	pcb assy BCU 434 V29	NA	HALB	S.Real	307.53	S4_PQ25 LP3_. (APROBAC	NO	4977259794
436962	31/03/2014	ZSCR	551	040-1	NA	'045	A2C82292800	NA	A2C32713101	1	3011	045		1401	pcb assy BCU 434 V29	NA	HALB	S.Real	307.53	S4_PQ25 LP3_. (APROBAC	NO	4977259816
440707	08/04/2014	ZSCR	551	040-1	NA	'045	A2C32713101	NA	A2C32713101	3	3011	045		1401	pcb assy BCU 434 V29	NA	HALB	S.Real	922.59	S4_PQ25 LP3_. (APROBAC	NO	4977259851
440719	08/04/2014	ZSCR	551	040-1	NA	'045	A2C32713101	NA	A2C32713101	3	3011	045		1401	pcb assy BCU 434 V29	NA	HALB	S.Real	922.59	S4_PQ25 LP3_. (APROBAC	NO	4977259870
440947	08/04/2014	ZSCR	551	040-1	NA	'045	A2C33289000	NA	A2C33288500	78	3011	045		1401	pcb assy	NA	HALB	S.Real	4317.3	S6_ESCL_M.MIGUEL ZAVALA	NO	4977259882
443883	14/04/2014	ZSCR	551	040-1	NA	'045	A2C33288500	NA	A2C33288500	4	3011	045		1401	pcb assy	NA	HALB	S.Real	221.4	S6_ESCL_M.MIGUEL ZAVALA	NO	4977259892
447685	23/04/2014	ZSCR	551	040-1	NA	'045	A2C74024301	NA	A2C74024301	6	3011	045		1401	pcb topTHD BCU GM high Global A	NA	HALB	S.Real	2371.68	S1_BCM K2XX_L.LUIS LIZA	NO	4977259908
447690	23/04/2014	ZSCR	551	040-1	NA	'045	A2C74024301	NA	A2C74024301	1	3011	045		1401	pcb topTHD BCU GM high Global A	NA	HALB	S.Real	395.28	S1_BCM K2XX_L.LUIS LIZA	NO	4977259920
447976	23/04/2014	ZSCR	551	040-1	NA	'045	A2C74024300	NA	A2C74024300	7	3011	045		1401	GM GLOBAL A BCM MY14 HIGH TOP THD ASM	NA	HALB	S.Real	2774.94	S1_BCM K2XX_L.LUIS LIZA	NO	4977259944
447976	23/04/2014	ZSCR	551	040-1	NA	'045	A2C74024301	NA	A2C74024301	5	3011	045		1401	pcb topTHD BCU GM high Global A	NA	HALB	S.Real	1976.4	S1_BCM K2XX_L.LUIS LIZA	NO	4977259998
447977	23/04/2014	ZSCR	551	040-2	NA	'045	A2C74024301	NA	A2C74024301	1	3011	045		1402	pcb topTHD BCU GM high Global A	NA	HALB	S.Real	395.28	S1_BCM K2XX_L.LUIS LIZA	NO	4977260091
447979	23/04/2014	ZSCR	551	040-1	NA	'045	A2C74024301	NA	A2C74024301	5	3011	045		1401	pcb topTHD BCU GM high Global A	NA	HALB	S.Real	1976.4	S1_BCM K2XX_L.LUIS LIZA	NO	4977260017
448028	24/04/2014	ZSCR	551	040-2	NA	'045	A2C32337901	NA	A2C32337901	10	3011	045		1402	pcb assy 315	NA	HALB	S.Real/AutoBF	469.6	S1_INTERNAL RECEIVER K2	NO	4977260113
