No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	3011	045		Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
560526	06/12/2014	ZSCR	551	035-1	0	'045	A2C8981830093	NA	A2C00002208	1	3011	045		1351	"C CER,X7R,1nF,10%,50V,0603,Sn,STANDARD"		ROH	NA	0.01	S6_ESCL_A.ALEX ADMIN	NO	4985198311
560526	06/12/2014	ZSCR	551	035-1	0	'045	A2C8981830093	NA	A2C00003409	24	3011	045		1351	"15K,5%,TK250,125mW,0805,LIN RES/"		ROH	NA	0.24	S6_ESCL_A.ALEX ADMIN	NO	4985198354
560526	06/12/2014	ZSCR	551	035-1	0	'045	A2C8981830093	NA	A2C00003418	9	3011	045		1351	"R LIN,22R,5%,TK200,125mW,0805"		ROH	NA	0.09	S6_ESCL_A.ALEX ADMIN	NO	4985198354
560526	06/12/2014	ZSCR	551	035-1	0	'045	A2C8981830093	NA	A2C00003458	4	3011	045		1351	"R LIN,1K2,5%,TK200,250mW,1206"		ROH	NA	0.08	S6_ESCL_A.ALEX ADMIN	NO	4985198480
560526	06/12/2014	ZSCR	551	035-1	0	'045	A2C8981830093	NA	A2C00003716	13	3011	045		1351	"R LIN,510R,5%,TK200,125mW,0805"		ROH	NA	0.13	S6_ESCL_A.ALEX ADMIN	NO	4985198575
560533	06/12/2014	ZSCR	551	035-1	0	'045	A2C8275221192	NA	A2C00003426	5	3011	045		1351	"R LIN,3K,5%,TK200,125mW,0805"		ROH	NA	0.05	S2_CMF1_A.ALEX ADMIN	NO	4985198413
560533	06/12/2014	ZSCR	551	035-1	0	'045	A2C8275221192	NA	A2C00003691	20	3011	045		1351	"R LIN,1K,5%,TK200,100mW,0603"		ROH	NA	0.2	S2_CMF1_A.ALEX ADMIN	NO	4985198513
560533	06/12/2014	ZSCR	551	035-1	0	'045	A2C8275221193	NA	A2C00003692	411	3011	045		1351	"R LIN,47K,5%,TK200,100mW,0603"		ROH	NA	4.11	S2_CMF1_A.ALEX ADMIN	NO	4985198559
560533	06/12/2014	ZSCR	551	035-1	0	'045	A2C8275221192	NA	A2C00003692	37	3011	045		1351	"R LIN,47K,5%,TK200,100mW,0603"		ROH	NA	0.37	S2_CMF1_A.ALEX ADMIN	NO	4985198559
560533	06/12/2014	ZSCR	551	035-1	0	'045	A2C8275221192	NA	A2C00003812	6	3011	045		1351	"R LIN,6K8,5%,TK200,100mW,0603"		ROH	NA	0.06	S2_CMF1_A.ALEX ADMIN	NO	4985198607
560533	06/12/2014	ZSCR	551	035-1	0	'045	A2C8275221193	NA	A2C00003842	11	3011	045		1351	"R LIN,120K,5%,TK200,100mW,0603"		ROH	NA	0.11	S2_CMF1_A.ALEX ADMIN	NO	4985198677
