No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	 	 	 	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
314657	6/18/2013	ZSCR	551	034-2	NA	'015	A2C53348715	NA	A2C53402830	1				1342	parts kit assy TPM	NA	HALB	S.Real/AutoBF	46.39	S1_TG1C DCX_JAIME JIMEN	NO	4968354089
314939	6/18/2013	ZSCR	551	030-1	NA	'015	5WY8834	NA	A2C53328412	4				1301	circuit board assy	NA	HALB	S.Real	351.72	S1_DCU_ADRIAN CEBALLOS	NO	4968354591
314942	6/18/2013	ZSCR	551	040-1	NA	'015	5WY8834	NA	A2C53328412	1				1401	circuit board assy	NA	HALB	S.Real	87.93	S1_DCU_ADRIAN CEBALLOS	NO	4968355041
314944	6/18/2013	ZSCR	551	030-1	NA	'015	5WY8834	NA	A2C53328412	1				1301	circuit board assy	NA	HALB	S.Real	87.93	S1_DCU_ADRIAN CEBALLOS	NO	4968354591
314946	6/18/2013	ZSCR	551	030-1	NA	'015	A2C31556000	NA	A2C3156350093	26				1301	circuit board assy TPM LOCAPASE TOP	NA	HALB	S.Real	798.46	S1_TG1C NISSAN_JAIME JI	NO	4968354571
314947	6/18/2013	ZSCR	551	030-1	NA	'015	A2C31556000	NA	A2C3156350093	10				1301	circuit board assy TPM LOCAPASE TOP	NA	HALB	S.Real	307.1	S1_TG1C NISSAN_JAIME JI	NO	4968354571
314950	6/18/2013	ZSCR	551	030-1	NA	'015	A2C31556000	NA	A2C3156350093	4				1301	circuit board assy TPM LOCAPASE TOP	NA	HALB	S.Real	122.84	S1_TG1C NISSAN_JAIME JI	NO	4968354571
315016	6/19/2013	ZSCR	551	034-2	NA	'015	A2C53429215	NA	A2C53429216	2				1342	module assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	81.86	S5_TIS1C127 HMC_ADRIANA	NO	4968354154
315019	6/19/2013	ZSCR	551	034-2	NA	'015	A2C53429215	NA	A2C53429216	1				1342	module assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	40.93	S5_TIS1C127 HMC_ADRIANA	NO	4968354154
315022	6/19/2013	ZSCR	551	034-2	NA	'015	A2C53402100	NA	A2C53311707	4	3011	015	 	1342	housing	NA	ROH	NA	9.72	S1_TG1C UNIVERSAL_JAIME	NO	4968355690
315023	6/19/2013	ZSCR	551	034-2	NA	'015	A2C83144400	NA	A2C83144400	1				1342	circuit board assy TPM	NA	HALB	S.Real/AutoBF	35.47	S1_TG1C UNIVERSAL_JAIME	NO	4968354281
