No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Parte Padre 2	Batch ID	No.Parte	Cantidad	A	B	C	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
670286	06/10/2015	ZSCR	551	035-1	0	'054	A2C8145580092	A2C80612810	NA	A2C00060691	116	3011	054	 	1351	"T BIP/BCR35PN or PUMD9,SOT363"	50	ROH	NA	18.56	PS_RENAULT_L.LPL AUTOMA	NO	4994362566
670286	06/10/2015	ZSCR	551	035-1	0	'054	A2C814558000193	A2C85841502	NA	A2C00062871	4	3011	054	 	1351	"L COIL/-,150uH,790mA,SMD"	12	ROH	NA	9.44	PS_RENAULT_L.LPL AUTOMA	NO	4994364043
670286	06/10/2015	ZSCR	551	035-1	0	'054	A2C814558000193	A2C85841502	NA	A2C00105900	13	3011	054	 	1351	"Q RESON,8MHz,0.1%,cstce_n_m01a"	12	ROH	NA	16.51	PS_RENAULT_L.LPL AUTOMA	NO	4994364043
670286	06/10/2015	ZSCR	551	035-1	0	'054	A2C8145580093	A2C80612810	NA	A2C00105900	8	3011	054	 	1351	"Q RESON,8MHz,0.1%,cstce_n_m01a"	50	ROH	NA	10.16	PS_RENAULT_L.LPL AUTOMA	NO	4994362566
670286	06/10/2015	ZSCR	551	035-1	0	'054	A2C8145580093	A2C80612810	NA	A2C00140900	1	3011	054	 	1351	"C CER,X7R,4.7uF,10%,25V,1206,Sn++ flexib"	50	ROH	NA	0.46	PS_RENAULT_L.LPL AUTOMA	NO	4994362566
670287	06/10/2015	ZSCR	551	035-1	0	'054	A2C8145580092	A2C80612810	NA	A2C00003830	20	3011	054	 	1351	"R LIN,150R,5%,TK200,100mW,0603"	50	ROH	NA	0.2	PS_RENAULT_L.LPL AUTOMA	NO	4994362566
670287	06/10/2015	ZSCR	551	035-1	0	'054	A2C8145580093	A2C80612810	NA	A2C00005721	21	3011	054	 	1351	"680R,1%,TK0,1W,MELF0207,LIN RES/"	50	ROH	NA	5.46	PS_RENAULT_L.LPL AUTOMA	NO	4994362566
670287	06/10/2015	ZSCR	551	035-1	0	'054	A2C8145580092	A2C80612810	NA	A2C00040894	156	3011	054	 	1351	"2,PNP,RET,R<b>=10k R<e-b>=10k, 100mA,50"	50	ROH	NA	24.96	PS_RENAULT_L.LPL AUTOMA	NO	4994362566
670287	06/10/2015	ZSCR	551	035-1	0	'054	A2C8145580092	A2C80612810	NA	A2C00044219	2	3011	054	 	1351	"240R,1%,TK100,63mW,0603,LIN RES/RC"	50	ROH	NA	0.02	PS_RENAULT_L.LPL AUTOMA	NO	4994362566
670287	06/10/2015	ZSCR	551	035-1	0	'054	A2C8145580093	A2C80612810	NA	A2C00051978	3	3011	054	 	1351	"47uF,20%,35V,SMD,AL,ELEC CAP/"	50	ROH	NA	1.5	PS_RENAULT_L.LPL AUTOMA	NO	4994362566
670287	06/10/2015	ZSCR	551	035-1	0	'054	A2C8145580093	A2C80612810	NA	A2C00051999	6	3011	054	 	1351	"2.2mF,20%,35V,SMD,AL,ELEC CAP/"	50	ROH	NA	45.6	PS_RENAULT_L.LPL AUTOMA	NO	4994362566
670287	06/10/2015	ZSCR	551	035-1	0	'054	A2C8145580093	A2C80612810	NA	A2C00052765	1	3011	054	 	1351	"220uH,400mA,SMD,COIL/"	50	ROH	NA	1.24	PS_RENAULT_L.LPL AUTOMA	NO	4994362566
670287	06/10/2015	ZSCR	551	035-1	0	'054	A2C8145580092	A2C80612810	NA	A2C00052851	2	3011	054	 	1351	"10R,1%,TK100,125mW,0805,LIN RES/D12 100"	50	ROH	NA	0.02	PS_RENAULT_L.LPL AUTOMA	NO	4994362566
670287	06/10/2015	ZSCR	551	035-1	0	'054	A2C8145580093	A2C80612810	NA	A2C00065351	4	3011	054	 	1351	"IC BUS DRIV/TJA1051T/3 and TLE6250G,SO8"	50	ROH	NA	7.24	PS_RENAULT_L.LPL AUTOMA	NO	4994362566
670287	06/10/2015	ZSCR	551	035-1	0	'054	A2C8145580093	A2C80612810	NA	A2C53041436	4	3011	054	 	1351	"1,NPN,RET,R<b>=10k,R<e-b>=47k,100mA,50V,"	50	ROH	NA	0.36	PS_RENAULT_L.LPL AUTOMA	NO	4994362566
670288	06/10/2015	ZSCR	551	035-1	0	'054	A2C3481530093	A2C85215000	NA	A2C00000445	2	3011	054	 	1351	"1,NPN,NORMAL,500mA,45V,SOT23,BIP/BC817-2"	19	ROH	NA	0.16	PS_VW20 MQB_L.LPL AUTOM	NO	4994363994
670288	06/10/2015	ZSCR	551	035-1	0	'054	A2C8466170093	A2C83711000	NA	A2C00000445	15	3011	054	 	1351	"1,NPN,NORMAL,500mA,45V,SOT23,BIP/BC817-2"	31	ROH	NA	1.2	PS_VW20 MQB_L.LPL AUTOM	NO	4994363051
670288	06/10/2015	ZSCR	551	035-1	0	'054	A2C3481530092	A2C85215000	NA	A2C00000561	5	3011	054	 	1351	"1,PNP,NORMAL,500mA,45V,SOT23,BIP/BC807-4"	19	ROH	NA	0.4	PS_VW20 MQB_L.LPL AUTOM	NO	4994363994
670288	06/10/2015	ZSCR	551	035-1	0	'054	A2C8466170092	A2C83711000	NA	A2C00002247	12	3011	054	 	1351	"47nF,10%,100V,X7R,0805,TINNED,CER CAP/"	31	ROH	NA	0.6	PS_VW20 MQB_L.LPL AUTOM	NO	4994363051
670288	06/10/2015	ZSCR	551	035-1	0	'054	A2C3481530093	A2C85215000	NA	A2C00006616	3	3011	054	 	1351	"R LIN,7K5,5%,TK200,63mW,0402"	19	ROH	NA	0.03	PS_VW20 MQB_L.LPL AUTOM	NO	4994363994
670288	06/10/2015	ZSCR	551	035-1	0	'054	A2C3481530092	A2C85215000	NA	A2C00006616	38	3011	054	 	1351	"R LIN,7K5,5%,TK200,63mW,0402"	19	ROH	NA	0.38	PS_VW20 MQB_L.LPL AUTOM	NO	4994363994
670288	06/10/2015	ZSCR	551	035-1	0	'054	A2C8466170092	A2C83711000	NA	A2C00006616	67	3011	054	 	1351	"R LIN,7K5,5%,TK200,63mW,0402"	31	ROH	NA	0.67	PS_VW20 MQB_L.LPL AUTOM	NO	4994363051
670288	06/10/2015	ZSCR	551	035-1	0	'054	A2C3481530093	A2C85215000	NA	A2C00019595	1	3011	054	 	1351	"R LIN,22K1,1%,TK100,63mW,0402"	19	ROH	NA	0.01	PS_VW20 MQB_L.LPL AUTOM	NO	4994363994
670288	06/10/2015	ZSCR	551	035-1	0	'054	A2C8466170093	A2C83711000	NA	A2C00019595	394	3011	054	 	1351	"R LIN,22K1,1%,TK100,63mW,0402"	31	ROH	NA	3.94	PS_VW20 MQB_L.LPL AUTOM	NO	4994363051
670288	06/10/2015	ZSCR	551	035-1	0	'054	A2C8466170092	A2C83711000	NA	A2C00019595	992	3011	054	 	1351	"R LIN,22K1,1%,TK100,63mW,0402"	31	ROH	NA	9.92	PS_VW20 MQB_L.LPL AUTOM	NO	4994363051
670288	06/10/2015	ZSCR	551	035-1	0	'054	A2C3481530093	A2C85215000	NA	A2C00020588	13	3011	054	 	1351	"R LIN,82R5,1%,TK100,100mW,0603"	19	ROH	NA	0.13	PS_VW20 MQB_L.LPL AUTOM	NO	4994363994
670288	06/10/2015	ZSCR	551	035-1	0	'054	A2C3481530093	A2C85215000	NA	A2C00023275	3	3011	054	 	1351	"4,EQ ISO,konvex 1206,1K3,5%,63mW,NET RES"	19	ROH	NA	0.12	PS_VW20 MQB_L.LPL AUTOM	NO	4994363994
670288	06/10/2015	ZSCR	551	035-1	0	'054	A2C3481530092	A2C85215000	NA	A2C00023275	6	3011	054	 	1351	"4,EQ ISO,konvex 1206,1K3,5%,63mW,NET RES"	19	ROH	NA	0.24	PS_VW20 MQB_L.LPL AUTOM	NO	4994363994
670288	06/10/2015	ZSCR	551	035-1	0	'054	A2C8466170092	A2C83711000	NA	A2C00023656	7	3011	054	 	1351	"1,PNP,RET,0A,0V,SOT323_3,BIP/BCR183W or"	31	ROH	NA	0.63	PS_VW20 MQB_L.LPL AUTOM	NO	4994363051
670288	06/10/2015	ZSCR	551	035-1	0	'054	A2C3481530093	A2C85215000	NA	A2C00025363	1	3011	054	 	1351	"22nF,10%,50V,X7R,0603,TINNED,CER CAP/"	19	ROH	NA	0.02	PS_VW20 MQB_L.LPL AUTOM	NO	4994363994
670288	06/10/2015	ZSCR	551	035-1	0	'054	A2C8466170092	A2C83711000	NA	A2C00035287	1	3011	054	 	1351	"60V,2A,1,SCHOTTKY,SMB,RECT DIODE/SS26"	31	ROH	NA	0.52	PS_VW20 MQB_L.LPL AUTOM	NO	4994363051
670288	06/10/2015	ZSCR	551	035-1	0	'054	A2C3481530092	A2C85215000	NA	A2C00047999	1	3011	054	 	1351	"1uF,10%,50V,X7R,1206,Sn,CER CAP/ ++ Open"	19	ROH	NA	0.26	PS_VW20 MQB_L.LPL AUTOM	NO	4994363994
670288	06/10/2015	ZSCR	551	035-1	0	'054	A2C3481530093	A2C85215000	NA	A2C00051978	1	3011	054	 	1351	"47uF,20%,35V,SMD,AL,ELEC CAP/"	19	ROH	NA	0.5	PS_VW20 MQB_L.LPL AUTOM	NO	4994363994
670288	06/10/2015	ZSCR	551	035-1	0	'054	A2C3481530092	A2C85215000	NA	A2C00054239	1	3011	054	 	1351	"600V,1.5A,1,STANDARD,SMB/DO214AA,RECT DI"	19	ROH	NA	0.31	PS_VW20 MQB_L.LPL AUTOM	NO	4994363994
670288	06/10/2015	ZSCR	551	035-1	0	'054	A2C3481530093	A2C85215000	NA	A2C00057767	1	3011	054	 	1351	"IC MCU BLK/SPC560P50L3 (Pictus512K),A1,L"	19	ROH	NA	17.58	PS_VW20 MQB_L.LPL AUTOM	NO	4994363994
670288	06/10/2015	ZSCR	551	035-1	0	'054	A2C8466170093	A2C83711000	NA	A2C00057767	3	3011	054	 	1351	"IC MCU BLK/SPC560P50L3 (Pictus512K),A1,L"	31	ROH	NA	52.74	PS_VW20 MQB_L.LPL AUTOM	NO	4994363051
670288	06/10/2015	ZSCR	551	035-1	0	'054	A2C8466170093	A2C83711000	NA	A2C00644900	23	3011	054	 	1351	"C CER,X7R,2.2uF,10%,50V,1206,-,STANDARD"	31	ROH	NA	5.06	PS_VW20 MQB_L.LPL AUTOM	NO	4994363051
670288	06/10/2015	ZSCR	551	035-1	0	'054	A2C3481530093	A2C85215000	NA	A2C40000864	15	3011	054	 	1351	"C CER,X7R,2.2uF,10%,50V,1206,Sn,STANDARD"	19	ROH	NA	3.3	PS_VW20 MQB_L.LPL AUTOM	NO	4994363994
670288	06/10/2015	ZSCR	551	035-1	0	'054	A2C3481530092	A2C85215000	NA	A2C53041436	3	3011	054	 	1351	"1,NPN,RET,R<b>=10k,R<e-b>=47k,100mA,50V,"	19	ROH	NA	0.27	PS_VW20 MQB_L.LPL AUTOM	NO	4994363994
670332	07/10/2015	ZSCR	551	040-3	NA	'054	A2C32453903	A2C32453903	NA	A2C53424040	170	3011	054	 	1403	"pan head screw M3,5 x 12,00 1268"	3	ROH	NA	49.3	PSAD_DAIMLER STAR2_ISC_	NO	
670332	07/10/2015	ZSCR	551	040-3	NA	'054	A2C32453903	A2C32453903	NA	A2C83435000	34	3011	054	 	1403	cover FIP T BK	3	ROH	NA	605.54	PSAD_DAIMLER STAR2_ISC_	NO	
670333	07/10/2015	ZSCR	551	040-4	NA	'054	5WY89350	5WY89350	NA	A2C53424009	144	3011	054	 	1404	"pan head screw 3,5 x 12,00 1268"	68	ROH	NA	33.12	PS_CHRYSLER MY2013_.	NO	4994359167
670333	07/10/2015	ZSCR	551	040-4	NA	'054	5WY89350	5WY89350	NA	A2C53436156	18	3011	054	 	1404	cover RAP T BK	68	ROH	NA	147.6	PS_CHRYSLER MY2013_.	NO	4994359167
670334	07/10/2015	ZSCR	551	040-4	NA	'054	A2C80612805	A2C80612810	NA	A2C53409092	19	3011	054	 	1404	cover	50	ROH	NA	93.29	PS_RENAULT_.	NO	4994362566
670337	07/10/2015	ZSCR	551	030-1	NA	'054	A2C53416946	5WK44508	NA	A2C00023541	2	3011	054	 	1301	"2.2mF,20%,35V,HOL,AL,ELEC CAP/AIRBAG"	59	ROH	NA	4.52	PS_VW10 LC_.	NO	4994358976
670337	07/10/2015	ZSCR	551	030-1	NA	'054	A2C53416946	5WK44508	NA	A2C53417068A	1	3011	054	 	1301	VW10 circuit board assy 8FL SMD Top	59	HALB	S.Real	175.99	PS_VW10 LC_.	NO	4994358976
670338	07/10/2015	ZSCR	551	030-1	NA	'054	A2C53416946	5WK44508	NA	A2C00023541	2	3011	054	 	1301	"2.2mF,20%,35V,HOL,AL,ELEC CAP/AIRBAG"	59	ROH	NA	4.52	PS_VW10 LC_.	NO	4994358976
670338	07/10/2015	ZSCR	551	030-1	NA	'054	A2C53416946	5WK44508	NA	A2C53417068A	1	3011	054	 	1301	VW10 circuit board assy 8FL SMD Top	59	HALB	S.Real	175.99	PS_VW10 LC_.	NO	4994358976
670340	07/10/2015	ZSCR	551	030-1	NA	'054	A2C53416946	5WK44508	NA	A2C00023541	1	3011	054	 	1301	"2.2mF,20%,35V,HOL,AL,ELEC CAP/AIRBAG"	59	ROH	NA	2.26	PS_VW10 LC_.	NO	4994358976
670340	07/10/2015	ZSCR	551	030-1	NA	'054	A2C53416946	5WK44508	NA	A2C53417068A	1	3011	054	 	1301	VW10 circuit board assy 8FL SMD Top	59	HALB	S.Real	175.99	PS_VW10 LC_.	NO	4994358976
670342	07/10/2015	ZSCR	551	030-1	NA	'054	A2C80644604	A2C80644604	NA	A2C9592370093	1	3011	054	 	1301	pcb assy DAGARM3 V14-1 SMD TOP	65	HALB	S.Real	392.31	PS_ARAMIS III_.	NO	4994362592
670343	07/10/2015	ZSCR	551	030-1	NA	'054	A2C81543200	A2C81542300	NA	A2C53388687	1	3011	054	 	1301	circuit board assy	28	HALB	S.Real	378.24	PS_ARAMIS 2013_.	NO	4994362923
670344	07/10/2015	ZSCR	551	030-1	NA	'054	A2C31080700	5WY89350	NA	A2C3108070092	1	3011	054	 	1301	SMT Bot Chrysler RT ORC MY13	68	HALB	S.Real/AutoBF	114.39	PS_CHRYSLER MY2013_.	NO	
670346	07/10/2015	ZSCR	551	030-1	NA	'054	A2C31080700	5WY89350	NA	A2C3108070093	1	3011	054	 	1301	SMT Top Chrysler RT ORC MY13	68	HALB	S.Real	282.38	PS_CHRYSLER MY2013_.	NO	4994359167
670347	07/10/2015	ZSCR	551	030-1	NA	'054	A2C31080700	5WY89350	NA	A2C3108070093	1	3011	054	 	1301	SMT Top Chrysler RT ORC MY13	68	HALB	S.Real	282.38	PS_CHRYSLER MY2013_.	NO	4994359167
670349	07/10/2015	ZSCR	551	030-1	NA	'054	A2C31080700	5WY89350	NA	A2C3108070092	1	3011	054	 	1301	SMT Bot Chrysler RT ORC MY13	68	HALB	S.Real/AutoBF	114.39	PS_CHRYSLER MY2013_.	NO	
670350	07/10/2015	ZSCR	551	030-1	NA	'054	A2C53416946	5WK44508	NA	A2C53417068A	6	3011	054	 	1301	VW10 circuit board assy 8FL SMD Top	59	HALB	S.Real	1055.94	PS_VW10 LC_.	NO	4994358976
670352	07/10/2015	ZSCR	551	030-1	NA	'054	A2C31080700	5WY89350	NA	A2C3108070092	6	3011	054	 	1301	SMT Bot Chrysler RT ORC MY13	68	HALB	S.Real/AutoBF	686.34	PS_CHRYSLER MY2013_.	NO	
670353	07/10/2015	ZSCR	551	030-1	NA	'054	A2C80644604	A2C80644604	NA	A2C9592370092	1	3011	054	 	1301	pcb assy DAGARM3 V14-1 SMD BOT	65	HALB	S.Real/AutoBF	84.1	PS_ARAMIS III_.	NO	
670357	07/10/2015	ZSCR	551	030-1	NA	'054	A2C83971400	A2C83971400	NA	A2C8397160092	1	3011	054	 	1301	pcb topSMD Bottom	#N/A	HALB	S.Real/AutoBF	167.72	PS_SDM10_.	NO	
670358	07/10/2015	ZSCR	551	030-1	NA	'054	A2C80644604	A2C80644604	NA	A2C9592370092	1	3011	054	 	1301	pcb assy DAGARM3 V14-1 SMD BOT	65	HALB	S.Real/AutoBF	84.1	PS_ARAMIS III_.	NO	
670359	07/10/2015	ZSCR	551	030-1	NA	'054	A2C53364457	5WK44252	NA	A2C53364457A	1	3011	054	 	1301	subensamble de SMD BoSe VW Top	31	HALB	S.Real	77.27	OC_BOSE VW_A.ANA TAPIA-	NO	4994362874
670360	07/10/2015	ZSCR	551	030-1	NA	'054	5WK44292	5WK44292	NA	A2C53395077	1	3011	054	 	1301	pcb assy	20	HALB	S.Real	71.83	OC_BOSE BMW_A.ANA TAPIA	NO	4994363559
670361	07/10/2015	ZSCR	551	030-1	NA	'054	5WK44292	5WK44292	NA	A2C53395077	1	3011	054	 	1301	pcb assy	20	HALB	S.Real	71.83	OC_BOSE BMW_A.ANA TAPIA	NO	4994363559
670362	07/10/2015	ZSCR	551	030-1	NA	'054	A2C80644604	A2C80644604	NA	A2C9592370092	6	3011	054	 	1301	pcb assy DAGARM3 V14-1 SMD BOT	65	HALB	S.Real/AutoBF	504.6	PS_ARAMIS III_.	NO	
670363	07/10/2015	ZSCR	551	030-1	NA	'054	A2C84661700	A2C83711000	NA	A2C8466170093	1	3011	054	 	1301	pcb assy VW20 D_4 Top	31	HALB	S.Real	208.99	PS_VW20 MQB_.	NO	4994363051
670364	07/10/2015	ZSCR	551	030-1	NA	'054	A2C84661700	A2C83711000	NA	A2C8466170093	1	3011	054	 	1301	pcb assy VW20 D_4 Top	31	HALB	S.Real	208.99	PS_VW20 MQB_.	NO	4994363051
670365	07/10/2015	ZSCR	551	030-1	NA	'054	A2C84661700	A2C83711000	NA	A2C8466170093	1	3011	054	 	1301	pcb assy VW20 D_4 Top	31	HALB	S.Real	208.99	PS_VW20 MQB_.	NO	4994363051
670366	07/10/2015	ZSCR	551	030-1	NA	'054	A2C84661700	A2C83711000	NA	A2C8466170093	1	3011	054	 	1301	pcb assy VW20 D_4 Top	31	HALB	S.Real	208.99	PS_VW20 MQB_.	NO	4994363051
670367	07/10/2015	ZSCR	551	030-1	NA	'054	A2C84661700	A2C83711000	NA	A2C8466170093	1	3011	054	 	1301	pcb assy VW20 D_4 Top	31	HALB	S.Real	208.99	PS_VW20 MQB_.	NO	4994363051
670368	07/10/2015	ZSCR	551	030-1	NA	'054	A2C84661700	A2C83711000	NA	A2C8466170093	1	3011	054	 	1301	pcb assy VW20 D_4 Top	31	HALB	S.Real	208.99	PS_VW20 MQB_.	NO	4994363051
670369	07/10/2015	ZSCR	551	030-1	NA	'054	A2C84661700	A2C83711000	NA	A2C8466170093	1	3011	054	 	1301	pcb assy VW20 D_4 Top	31	HALB	S.Real	208.99	PS_VW20 MQB_.	NO	4994363051
670370	07/10/2015	ZSCR	551	030-1	NA	'054	A2C8466170093	A2C83711000	NA	A2C8466170092	1	3011	054	 	1301	pcb assy VW20 D_4 bottom	31	HALB	S.Real/AutoBF	104.95	PS_VW20 MQB_.	NO	
670371	07/10/2015	ZSCR	551	030-1	NA	'054	A2C8466170093	A2C83711000	NA	A2C8466170092	1	3011	054	 	1301	pcb assy VW20 D_4 bottom	31	HALB	S.Real/AutoBF	104.95	PS_VW20 MQB_.	NO	
670372	07/10/2015	ZSCR	551	030-1	NA	'054	A2C92704001	A2C92704001	NA	A2C9663160093	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	78	HALB	S.Real	338.6	PSAD_DAIMLER STAR2_ISC_	NO	4994362620
670373	07/10/2015	ZSCR	551	030-1	NA	'054	A2C92704001	A2C92704001	NA	A2C9663160092	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD BOT	78	HALB	S.Real/AutoBF	169.71	PSAD_DAIMLER STAR2_ISC_	NO	
670375	07/10/2015	ZSCR	551	030-1	NA	'054	A2C92704001	A2C92704001	NA	A2C9663160092	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD BOT	78	HALB	S.Real/AutoBF	169.71	PSAD_DAIMLER STAR2_ISC_	NO	
670376	07/10/2015	ZSCR	551	030-1	NA	'054	A2C92704001	A2C92704001	NA	A2C9663160092	1	3011	054	 	1301	pcb assy DAGSTAR2 ISC with SW SMD BOT	78	HALB	S.Real/AutoBF	169.71	PSAD_DAIMLER STAR2_ISC_	NO	
670379	07/10/2015	ZSCR	551	030-1	NA	'054	A2C38172005	#N/A	NA	A2C8522130193	1	3011	054	 	1301	pcb assy DAGSM D_3 SMD TOP	#N/A	HALB	S.Real	273.24	PSAD_DAIMLER SMART_F.FE	NO	
670381	07/10/2015	ZSCR	551	030-1	NA	'054	A2C38172005	#N/A	NA	A2C8522130193	1	3011	054	 	1301	pcb assy DAGSM D_3 SMD TOP	#N/A	HALB	S.Real	273.24	PSAD_DAIMLER SMART_F.FE	NO	
670382	07/10/2015	ZSCR	551	030-1	NA	'054	A2C3268040002	A2C85606100	NA	A2C3268040093	1	3011	054	 	1301	pcb assy HONHRS6 V11 top side	5	HALB	S.Real	273.67	PS_HONDA HRS6_J.JUAN CH	NO	4994384503
670383	07/10/2015	ZSCR	551	030-1	NA	'054	A2C31080700	5WY89350	NA	A2C3108070093	1	3011	054	 	1301	SMT Top Chrysler RT ORC MY13	68	HALB	S.Real	282.38	PS_CHRYSLER MY2013_.	NO	4994359167
670384	07/10/2015	ZSCR	551	030-1	NA	'054	A2C31080700	5WY89350	NA	A2C3108070093	1	3011	054	 	1301	SMT Top Chrysler RT ORC MY13	68	HALB	S.Real	282.38	PS_CHRYSLER MY2013_.	NO	4994359167
670386	07/10/2015	ZSCR	551	030-1	NA	'054	A2C84661700	A2C83711000	NA	A2C8466170093	2	3011	054	 	1301	pcb assy VW20 D_4 Top	31	HALB	S.Real	417.98	PS_VW20 MQB_.	NO	4994363051
670388	07/10/2015	ZSCR	551	030-1	NA	'054	A2C80644604	A2C80644604	NA	A2C9592370092	1	3011	054	 	1301	pcb assy DAGARM3 V14-1 SMD BOT	65	HALB	S.Real/AutoBF	84.1	PS_ARAMIS III_.	NO	
670390	07/10/2015	ZSCR	551	030-1	NA	'054	A2C81455800	A2C80612810	NA	A2C8145580093	1	3011	054	 	1301	pcb assy RENT4 V01 TOP	50	HALB	S.Real	120.62	PS_RENAULT_.	NO	4994362566
670391	07/10/2015	ZSCR	551	030-1	NA	'054	A2C3268040002	A2C85606100	NA	A2C3268040093	1	3011	054	 	1301	pcb assy HONHRS6 V11 top side	5	HALB	S.Real	273.67	PS_HONDA HRS6_J.JUAN CH	NO	4994384503
670392	07/10/2015	ZSCR	551	030-1	NA	'054	A2C53364457	5WK44252	NA	A2C53364457A	1	3011	054	 	1301	subensamble de SMD BoSe VW Top	31	HALB	S.Real	77.27	OC_BOSE VW_A.ANA TAPIA-	NO	4994362874
670393	07/10/2015	ZSCR	551	030-1	NA	'054	A2C53364457	5WK44252	NA	A2C53364457A	1	3011	054	 	1301	subensamble de SMD BoSe VW Top	31	HALB	S.Real	77.27	OC_BOSE VW_A.ANA TAPIA-	NO	4994362874
670396	07/10/2015	ZSCR	551	030-1	NA	'054	A2C53364457	5WK44252	NA	A2C53364457A	1	3011	054	 	1301	subensamble de SMD BoSe VW Top	31	HALB	S.Real	77.27	OC_BOSE VW_A.ANA TAPIA-	NO	4994362874
670398	07/10/2015	ZSCR	551	030-1	NA	'054	A2C53364457	5WK44252	NA	A2C53364457A	1	3011	054	 	1301	subensamble de SMD BoSe VW Top	31	HALB	S.Real	77.27	OC_BOSE VW_A.ANA TAPIA-	NO	4994362874
670400	07/10/2015	ZSCR	551	030-1	NA	'054	A2C53364457	5WK44252	NA	A2C53364457A	1	3011	054	 	1301	subensamble de SMD BoSe VW Top	31	HALB	S.Real	77.27	OC_BOSE VW_A.ANA TAPIA-	NO	4994362874
670403	07/10/2015	ZSCR	551	030-1	NA	'054	5WK44292	5WK44292	NA	A2C53395077	1	3011	054	 	1301	pcb assy	20	HALB	S.Real	71.83	OC_BOSE BMW_A.ANA TAPIA	NO	4994363559
670406	07/10/2015	ZSCR	551	030-1	NA	'054	A2C3320950093	A2C38070400	NA	A2C3320950092	1	3011	054	 	1301	SMD B FIAT 310 V16	16	HALB	S.Real/AutoBF	82.16	PS_FIAT BRAZIL_.	NO	
670409	07/10/2015	ZSCR	551	030-1	NA	'054	A2C80644604	A2C80644604	NA	A2C95923700	1	3011	054	 	1301	pcb assy DAGARM3 V14-1	65	HALB	S.Real	460.28	PS_ARAMIS III_.	NO	4994362592
670413	07/10/2015	ZSCR	551	030-1	NA	'054	A2C80644604	A2C80644604	NA	A2C9592370093	1	3011	054	 	1301	pcb assy DAGARM3 V14-1 SMD TOP	65	HALB	S.Real	392.31	PS_ARAMIS III_.	NO	4994362592
670415	07/10/2015	ZSCR	551	030-1	NA	'054	A2C8145580093	A2C80612810	NA	A2C8145580092	1	3011	054	 	1301	pcb assy RENT4 V01 BOTTOM	50	HALB	S.Real/AutoBF	79.32	PS_RENAULT_.	NO	
670418	07/10/2015	ZSCR	551	030-1	NA	'054	A2C8145580093	A2C80612810	NA	A2C8145580092	1	3011	054	 	1301	pcb assy RENT4 V01 BOTTOM	50	HALB	S.Real/AutoBF	79.32	PS_RENAULT_.	NO	
670419	07/10/2015	ZSCR	551	030-1	NA	'054	A2C8145580093	A2C80612810	NA	A2C8145580092	1	3011	054	 	1301	pcb assy RENT4 V01 BOTTOM	50	HALB	S.Real/AutoBF	79.32	PS_RENAULT_.	NO	
670421	07/10/2015	ZSCR	551	030-1	NA	'054	A2C81455800	A2C80612810	NA	A2C8145580093	1	3011	054	 	1301	pcb assy RENT4 V01 TOP	50	HALB	S.Real	120.62	PS_RENAULT_.	NO	4994362566
670425	07/10/2015	ZSCR	551	030-1	NA	'054	A2C81455800	A2C80612810	NA	A2C8145580093	1	3011	054	 	1301	pcb assy RENT4 V01 TOP	50	HALB	S.Real	120.62	PS_RENAULT_.	NO	4994362566
670428	07/10/2015	ZSCR	551	030-1	NA	'054	A2C91764400	A2C91764400	NA	A2C9257270093	1	3011	054	 	1301	pcb assy GMSMD30 Top	23	HALB	S.Real	395.76	PS_SDM30_.	NO	4994363147
670431	07/10/2015	ZSCR	551	030-1	NA	'054	A2C96810100	A2C96810100	NA	A2C9840970093	1	3011	054	 	1301	pcb assy GMSMD30	82	HALB	S.Real	260.88	PS_SDM30_.	NO	4994362815
670432	07/10/2015	ZSCR	551	030-1	NA	'054	A2C96810400	A2C96810400	NA	A2C9841000092	1	3011	054	 	1301	pcb assy GMSDM30	85	HALB	S.Real/AutoBF	84.12	PS_SDM30_.	NO	
670434	07/10/2015	ZSCR	551	030-1	NA	'054	A2C9257270093	A2C91764400	NA	A2C9257270092	1	3011	054	 	1301	pcb assy GMSMD30 Bottom	23	HALB	S.Real/AutoBF	84.12	PS_SDM30_.	NO	
670437	07/10/2015	ZSCR	551	030-1	NA	'054	A2C91764400	A2C91764400	NA	A2C9257270093	1	3011	054	 	1301	pcb assy GMSMD30 Top	23	HALB	S.Real	395.76	PS_SDM30_.	NO	4994363147
670438	07/10/2015	ZSCR	551	030-1	NA	'054	A2C96590001	A2C96590001	NA	A2C96660500	1	3011	054	 	1301	pcb assy FIA326 OCS V15_1	25	HALB	S.Real	164.81	PS_FIAT BRAZIL_.	NO	4994363168
670439	07/10/2015	ZSCR	551	030-1	NA	'054	A2C83971900	A2C91085500	NA	A2C8397190093	1	3011	054	 	1301	pcb topSMD top	26	HALB	S.Real	362.42	PS_SDM10+_.	NO	4994363117
670440	07/10/2015	ZSCR	551	030-1	NA	'054	A2C83971900	A2C91085500	NA	A2C8397190093	1	3011	054	 	1301	pcb topSMD top	26	HALB	S.Real	362.42	PS_SDM10+_.	NO	4994363117
