No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Parte Padre 2	Batch ID	No.Parte	Cantidad	A	B	C	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
667466	29/09/2015	MB1A	551	95	K96019	'054	A2C9296150493	A2C3852900110	NA	A2C00032168	2	3011	054	 	1095	"R LIN,1K3,1%,TK100,63mW,0402"		ROH	NA	0.02	PS_SDM40_L.LPL AUTOMATI	NO	4994304478
667466	29/09/2015	MB1A	551	95	K96019	'054	A2C9296130493	A2C3852910110	NA	A2C00032168	1	3011	054	 	1095	"R LIN,1K3,1%,TK100,63mW,0402"		ROH	NA	0.01	PS_SDM40_L.LPL AUTOMATI	NO	4994304478
667466	29/09/2015	MB1A	551	95	K96019	'054	A2C9114570492	A2C3852890110	NA	A2C00032168	1	3011	054	 	1095	"R LIN,1K3,1%,TK100,63mW,0402"		ROH	NA	0.01	PS_SDM40_L.LPL AUTOMATI	NO	4994304478
667466	29/09/2015	MB1A	551	95	K96019	'054	A2C9296150492	A2C3852900110	NA	A2C00032168	1	3011	054	 	1095	"R LIN,1K3,1%,TK100,63mW,0402"		ROH	NA	0.01	PS_SDM40_L.LPL AUTOMATI	NO	4994304478
667466	29/09/2015	MB1A	551	95	K96019	'054	A2C9296150193	A2C99740800	NA	A2C00032168	24	3011	054	 	1095	"R LIN,1K3,1%,TK100,63mW,0402"		ROH	NA	0.24	PS_SDM40_L.LPL AUTOMATI	NO	4994304478
667466	29/09/2015	MB1A	551	95	K96019	'054	A2C9296130193	A2C99740900	NA	A2C00032168	3	3011	054	 	1095	"R LIN,1K3,1%,TK100,63mW,0402"		ROH	NA	0.03	PS_SDM40_L.LPL AUTOMATI	NO	4994304478
667466	29/09/2015	MB1A	551	95	K96019	'054	A2C9296130492	A2C3852910110	NA	A2C00032168	1	3011	054	 	1095	"R LIN,1K3,1%,TK100,63mW,0402"		ROH	NA	0.01	PS_SDM40_L.LPL AUTOMATI	NO	4994304478
667466	29/09/2015	MB1A	551	95	K96019	'054	A2C9296150192	A2C99740800	NA	A2C00032168	12	3011	054	 	1095	"R LIN,1K3,1%,TK100,63mW,0402"		ROH	NA	0.12	PS_SDM40_L.LPL AUTOMATI	NO	4994304478
667466	29/09/2015	MB1A	551	95	K96019	'054	A2C9296130192	A2C99740900	NA	A2C00032168	1	3011	054	 	1095	"R LIN,1K3,1%,TK100,63mW,0402"		ROH	NA	0.01	PS_SDM40_L.LPL AUTOMATI	NO	4994304478
667466	29/09/2015	MB1A	551	95	K96019	'054	A2C9296130492	A2C3852910110	NA	A2C00033919	1	3011	054	 	1095	"1uF,10%,50V,X7R,1206,Sn,CER CAP/GCM"		ROH	NA	0.12	PS_SDM40_L.LPL AUTOMATI	NO	4994304478
667466	29/09/2015	MB1A	551	95	K96019	'054	A2C9296130192	A2C99740900	NA	A2C00035819	1	3011	054	 	1095	"Single Wire CAN Transceiver,OTHER IC/TH8"		ROH	NA	3.73	PS_SDM40_L.LPL AUTOMATI	NO	4994304478
667466	29/09/2015	MB1A	551	95	K96019	'054	A2C9296150493	A2C3852900110	NA	A2C00037882	1	3011	054	 	1095	"R LIN,2K4,1%,TK100,63mW,0402"		ROH	NA	0.01	PS_SDM40_L.LPL AUTOMATI	NO	4994304478
667466	29/09/2015	MB1A	551	95	K96019	'054	A2C9296150492	A2C3852900110	NA	A2C00039665	6	3011	054	 	1095	"4K99,0.1%,TK25,100mW,0603,LIN RES/M11"		ROH	NA	1.74	PS_SDM40_L.LPL AUTOMATI	NO	4994304486
667466	29/09/2015	MB1A	551	95	K96019	'054	A2C9296130492	A2C3852910110	NA	A2C00039665	4	3011	054	 	1095	"4K99,0.1%,TK25,100mW,0603,LIN RES/M11"		ROH	NA	1.16	PS_SDM40_L.LPL AUTOMATI	NO	4994304486
667466	29/09/2015	MB1A	551	95	K96019	'054	A2C9296130192	A2C99740900	NA	A2C00039665	2	3011	054	 	1095	"4K99,0.1%,TK25,100mW,0603,LIN RES/M11"		ROH	NA	0.58	PS_SDM40_L.LPL AUTOMATI	NO	4994304486
667466	29/09/2015	MB1A	551	95	K96019	'054	A2C9114570493	A2C3852890110	NA	A2C00041099	1	3011	054	 	1095	"C CER,X7R,470nF,10%,50V,0805,Sn"		ROH	NA	0.1	PS_SDM40_L.LPL AUTOMATI	NO	4994304486
667466	29/09/2015	MB1A	551	95	K96019	'054	A2C9114590493	A2C3852880110	NA	A2C00045900	1	3011	054	 	1095	"C CER,X7R,470nF,10%,16V,0603,Sn,STANDARD"		ROH	NA	0.05	PS_SDM40_L.LPL AUTOMATI	NO	4994304486
667466	29/09/2015	MB1A	551	95	K96019	'054	A2C9114590492	A2C3852880110	NA	A2C00048144	5	3011	054	 	1095	"10R,1%,TK100,100mW,0603,LIN RES/MCR03EZP"		ROH	NA	0.05	PS_SDM40_L.LPL AUTOMATI	NO	4994304486
667466	29/09/2015	MB1A	551	95	K96019	'054	A2C9114570492	A2C3852890110	NA	A2C00048144	3	3011	054	 	1095	"10R,1%,TK100,100mW,0603,LIN RES/MCR03EZP"		ROH	NA	0.03	PS_SDM40_L.LPL AUTOMATI	NO	4994304486
667466	29/09/2015	MB1A	551	95	K96019	'054	A2C9296150492	A2C3852900110	NA	A2C00048144	6	3011	054	 	1095	"10R,1%,TK100,100mW,0603,LIN RES/MCR03EZP"		ROH	NA	0.06	PS_SDM40_L.LPL AUTOMATI	NO	4994304486
667466	29/09/2015	MB1A	551	95	K96019	'054	A2C9296130492	A2C3852910110	NA	A2C00048144	2	3011	054	 	1095	"10R,1%,TK100,100mW,0603,LIN RES/MCR03EZP"		ROH	NA	0.02	PS_SDM40_L.LPL AUTOMATI	NO	4994304486
667466	29/09/2015	MB1A	551	95	K96019	'054	A2C9296150192	A2C99740800	NA	A2C00048144	27	3011	054	 	1095	"10R,1%,TK100,100mW,0603,LIN RES/MCR03EZP"		ROH	NA	0.27	PS_SDM40_L.LPL AUTOMATI	NO	4994304486
667466	29/09/2015	MB1A	551	95	K96019	'054	A2C9296130192	A2C99740900	NA	A2C00048144	17	3011	054	 	1095	"10R,1%,TK100,100mW,0603,LIN RES/MCR03EZP"		ROH	NA	0.17	PS_SDM40_L.LPL AUTOMATI	NO	4994304486
667466	29/09/2015	MB1A	551	95	K96019	'054	A2C9296150493	A2C3852900110	NA	A2C00050659	1	3011	054	 	1095	"IC SMART POW/VN5E160S-E,SO8,1,28V,160mOh"		ROH	NA	2	PS_SDM40_L.LPL AUTOMATI	NO	4994304486
667466	29/09/2015	MB1A	551	95	K96019	'054	A2C9296150493	A2C3852900110	NA	A2C00051989	1	3011	054	 	1095	"100uF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	0.82	PS_SDM40_L.LPL AUTOMATI	NO	4994304486
667466	29/09/2015	MB1A	551	95	K96019	'054	A2C9296150192	A2C99740800	NA	A2C00052919	16	3011	054	 	1095	"1,N_CHAN,MOS,POWER,55V,30A,15mOhm,TO252/"		ROH	NA	34.08	PS_SDM40_L.LPL AUTOMATI	NO	4994304490
667466	29/09/2015	MB1A	551	95	K96019	'054	A2C9114590493	A2C3852880110	NA	A2C00062333	1	3011	054	 	1095	"L COIL/,150uH,1.5A,SMD // NFND PLS USE A"		ROH	NA	2.7	PS_SDM40_L.LPL AUTOMATI	NO	4994304490
667466	29/09/2015	MB1A	551	95	K96019	'054	A2C9296150493	A2C3852900110	NA	A2C00062333	1	3011	054	 	1095	"L COIL/,150uH,1.5A,SMD // NFND PLS USE A"		ROH	NA	2.7	PS_SDM40_L.LPL AUTOMATI	NO	4994304490
667466	29/09/2015	MB1A	551	95	K96019	'054	A2C9296130192	A2C99740900	NA	A2C00292100	1	3011	054	 	1095	"SEN/SYCAMORE,ACC, XY, 100g,OHT"		ROH	NA	13.19	PS_SDM40_L.LPL AUTOMATI	NO	4994304490
667466	29/09/2015	MB1A	551	95	K96019	'054	A2C9296150493	A2C3852900110	NA	A2C00389000	1	3011	054	 	1095	"C ELEC,AL,330uF,20%,35V"		ROH	NA	1.66	PS_SDM40_L.LPL AUTOMATI	NO	4994304490
667466	29/09/2015	MB1A	551	95	K96019	'054	A2C9114590492	A2C3852880110	NA	A2C00480800	1	3011	054	 	1095	"R LIN,5R6,1%,TK50,100mW,0603"		ROH	NA	0.05	PS_SDM40_L.LPL AUTOMATI	NO	4994304490
667466	29/09/2015	MB1A	551	95	K96019	'054	A2C9114590492	A2C3852880110	NA	A2C00563300	4	3011	054	 	1095	"MMSZ4681/-,2.4V,500mW,SOD-123"		ROH	NA	0.6	PS_SDM40_L.LPL AUTOMATI	NO	4994304490
667466	29/09/2015	MB1A	551	95	K96019	'054	A2C9296150492	A2C3852900110	NA	A2C00563300	1	3011	054	 	1095	"MMSZ4681/-,2.4V,500mW,SOD-123"		ROH	NA	0.15	PS_SDM40_L.LPL AUTOMATI	NO	4994304490
667466	29/09/2015	MB1A	551	95	K96019	'054	A2C9296130492	A2C3852910110	NA	A2C00563300	1	3011	054	 	1095	"MMSZ4681/-,2.4V,500mW,SOD-123"		ROH	NA	0.15	PS_SDM40_L.LPL AUTOMATI	NO	4994304490
667466	29/09/2015	MB1A	551	95	K96019	'054	A2C9296150192	A2C99740800	NA	A2C00563300	32	3011	054	 	1095	"MMSZ4681/-,2.4V,500mW,SOD-123"		ROH	NA	4.8	PS_SDM40_L.LPL AUTOMATI	NO	4994304490
667466	29/09/2015	MB1A	551	95	K96019	'054	A2C9296130192	A2C99740900	NA	A2C00563300	15	3011	054	 	1095	"MMSZ4681/-,2.4V,500mW,SOD-123"		ROH	NA	2.25	PS_SDM40_L.LPL AUTOMATI	NO	4994304490
667466	29/09/2015	MB1A	551	95	K96019	'054	A2C9114590492	A2C3852880110	NA	A2C00644900	1	3011	054	 	1095	"C CER,X7R,2.2uF,10%,50V,1206,-,STANDARD"		ROH	NA	0.22	PS_SDM40_L.LPL AUTOMATI	NO	4994304490
667466	29/09/2015	MB1A	551	95	K96019	'054	A2C9114570492	A2C3852890110	NA	A2C00644900	1	3011	054	 	1095	"C CER,X7R,2.2uF,10%,50V,1206,-,STANDARD"		ROH	NA	0.22	PS_SDM40_L.LPL AUTOMATI	NO	4994304490
667466	29/09/2015	MB1A	551	95	K96019	'054	A2C9296150492	A2C3852900110	NA	A2C00644900	3	3011	054	 	1095	"C CER,X7R,2.2uF,10%,50V,1206,-,STANDARD"		ROH	NA	0.66	PS_SDM40_L.LPL AUTOMATI	NO	4994304490
667466	29/09/2015	MB1A	551	95	K96019	'054	A2C9296130492	A2C3852910110	NA	A2C00644900	2	3011	054	 	1095	"C CER,X7R,2.2uF,10%,50V,1206,-,STANDARD"		ROH	NA	0.44	PS_SDM40_L.LPL AUTOMATI	NO	4994304490
667466	29/09/2015	MB1A	551	95	K96019	'054	A2C9296130192	A2C99740900	NA	A2C00644900	1	3011	054	 	1095	"C CER,X7R,2.2uF,10%,50V,1206,-,STANDARD"		ROH	NA	0.22	PS_SDM40_L.LPL AUTOMATI	NO	4994304490
667466	29/09/2015	MB1A	551	95	K96019	'054	A2C9296130493	A2C3852910110	NA	A2C01238800	1	3011	054	 	1095	"C CER,X7R,10uF,10%,16V,1206,-,STANDARD +"		ROH	NA	0.23	PS_SDM40_L.LPL AUTOMATI	NO	4994305002
667466	29/09/2015	MB1A	551	95	K96019	'054	A2C9114590492	A2C3852880110	NA	A2C01238800	1	3011	054	 	1095	"C CER,X7R,10uF,10%,16V,1206,-,STANDARD +"		ROH	NA	0.23	PS_SDM40_L.LPL AUTOMATI	NO	4994305002
667466	29/09/2015	MB1A	551	95	K96019	'054	A2C9296130192	A2C99740900	NA	A2C40002607	1	3011	054	 	1095	"C CER,X7R,4.7nF,10%,50V,0603,Sn"		ROH	NA	0.01	PS_SDM40_L.LPL AUTOMATI	NO	4994305002
667466	29/09/2015	MB1A	551	95	K96019	'054	A2C9114570492	A2C3852890110	NA	A2C40002838	1	3011	054	 	1095	"C CER,X7R,10nF,10%,50V,0603,Sn"		ROH	NA	0.02	PS_SDM40_L.LPL AUTOMATI	NO	4994305002
667466	29/09/2015	MB1A	551	95	K96019	'054	A2C9296150192	A2C99740800	NA	A2C40002838	1	3011	054	 	1095	"C CER,X7R,10nF,10%,50V,0603,Sn"		ROH	NA	0.02	PS_SDM40_L.LPL AUTOMATI	NO	4994305002
667466	29/09/2015	MB1A	551	95	K96019	'054	A2C9296130192	A2C99740900	NA	A2C40002838	1	3011	054	 	1095	"C CER,X7R,10nF,10%,50V,0603,Sn"		ROH	NA	0.02	PS_SDM40_L.LPL AUTOMATI	NO	4994305002
667466	29/09/2015	MB1A	551	95	K96019	'054	A2C9296150192	A2C99740800	NA	A2C40003555	10	3011	054	 	1095	"R LIN,2K74,1%,TK100,100mW,0603"		ROH	NA	0.1	PS_SDM40_L.LPL AUTOMATI	NO	4994305002
667466	29/09/2015	MB1A	551	95	K96019	'054	A2C9114590493	A2C3852880110	NA	A2C40005330	1	3011	054	 	1095	"R JUMP,0R05,63mW,1A,0402"		ROH	NA	0.01	PS_SDM40_L.LPL AUTOMATI	NO	4994305002
667466	29/09/2015	MB1A	551	95	K96019	'054	A2C9296130493	A2C3852910110	NA	A2C40005330	3	3011	054	 	1095	"R JUMP,0R05,63mW,1A,0402"		ROH	NA	0.03	PS_SDM40_L.LPL AUTOMATI	NO	4994305002
667466	29/09/2015	MB1A	551	95	K96019	'054	A2C9114570492	A2C3852890110	NA	A2C40005330	1	3011	054	 	1095	"R JUMP,0R05,63mW,1A,0402"		ROH	NA	0.01	PS_SDM40_L.LPL AUTOMATI	NO	4994305002
667466	29/09/2015	MB1A	551	95	K96019	'054	A2C9296150492	A2C3852900110	NA	A2C40005330	1	3011	054	 	1095	"R JUMP,0R05,63mW,1A,0402"		ROH	NA	0.01	PS_SDM40_L.LPL AUTOMATI	NO	4994305002
667466	29/09/2015	MB1A	551	95	K96019	'054	A2C9296130492	A2C3852910110	NA	A2C40005330	1	3011	054	 	1095	"R JUMP,0R05,63mW,1A,0402"		ROH	NA	0.01	PS_SDM40_L.LPL AUTOMATI	NO	4994305002
667466	29/09/2015	MB1A	551	95	K96019	'054	A2C9296130192	A2C99740900	NA	A2C40011872	1	3011	054	 	1095	"R LIN,1K5,1%,TK100,63mW,0402"		ROH	NA	0.01	PS_SDM40_L.LPL AUTOMATI	NO	4994305002
667466	29/09/2015	MB1A	551	95	K96019	'054	A2C9114590493	A2C3852880110	NA	A2C53419022	1	3011	054	 	1095	cover shielding		ROH	NA	1.25	PS_SDM40_L.LPL AUTOMATI	NO	4994305002
667467	29/09/2015	MB1A	551	95	K96019	'054	A2C9573580193	A2C95035704	NA	A2C00019591	78	3011	054	 	1095	"R LIN,4K12,1%,TK100,63mW,0402"		ROH	NA	0.78	PS_VW11_L.LPL AUTOMATIC	NO	4994304478
667467	29/09/2015	MB1A	551	95	K96019	'054	A2C9573580192	A2C95035704	NA	A2C00019591	43	3011	054	 	1095	"R LIN,4K12,1%,TK100,63mW,0402"		ROH	NA	0.43	PS_VW11_L.LPL AUTOMATIC	NO	4994304478
667467	29/09/2015	MB1A	551	95	K96019	'054	A2C9573580192	A2C95035704	NA	A2C00020218	77	3011	054	 	1095	"12pF,5%,50V,C0G,0603,TINNED,CER CAP/"		ROH	NA	1.54	PS_VW11_L.LPL AUTOMATIC	NO	4994304478
667467	29/09/2015	MB1A	551	95	K96019	'054	A2C9573580193	A2C95035704	NA	A2C00021262	28	3011	054	 	1095	"240R,1%,TK50,1W,MELF0207,LIN RES/MMB0207"		ROH	NA	7.28	PS_VW11_L.LPL AUTOMATIC	NO	4994304478
667467	29/09/2015	MB1A	551	95	K96019	'054	A2C9573580192	A2C95035704	NA	A2C00023656	7	3011	054	 	1095	"1,PNP,RET,0A,0V,SOT323_3,BIP/BCR183W or"		ROH	NA	0.63	PS_VW11_L.LPL AUTOMATIC	NO	4994304478
667467	29/09/2015	MB1A	551	95	K96019	'054	A2C9573580192	A2C95035704	NA	A2C00714700	9	3011	054	 	1095	"R LIN,2K,1%,TK200,250mW,0805"		ROH	NA	0.36	PS_VW11_L.LPL AUTOMATIC	NO	4994305002
667467	29/09/2015	MB1A	551	95	K96019	'054	A2C9573580192	A2C95035704	NA	A2C01005800	22	3011	054	 	1095	"IC MCU BLK/SPC56AP54L3BEFB,Pictus,768KB,"		ROH	NA	568.7	PS_VW11_L.LPL AUTOMATIC	NO	4994305002
667467	29/09/2015	MB1A	551	95	K96019	'054	A2C9573580192	A2C95035704	NA	A2C01083700	42	3011	054	 	1095	"ATA6663 AND TJA1029TK, IC BUS DRIV/,DFN8"		ROH	NA	75.18	PS_VW11_L.LPL AUTOMATIC	NO	4994305002
667480	30/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	1	A2C96705604	10	3011	054	 	1095	ACU HONHRS7ACC MY16 S20 10 05 0 1 0 T2F-	NA	FERT	NA	3519.8	PS_HONDA HRS7_.	NO	4994305002
667480	30/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C96829301	7	3011	054	 	1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	2244.34	PS_HONDA HRS7_.	NO	4994305002
667480	30/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C96829301	2	3011	054	 	1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	641.24	PS_HONDA HRS7_.	NO	4994305002
667481	30/09/2015	MB1A	951	025-3	NA	'054	NA	#N/A	NA	A2C53435477	1	3011	054	 	1253	pcb assy HONHRS5 V36	VUG021590	HALB	S.Real	 $228.68 	PS_HONDA HRS5_.	NO	4994305255
667481	30/09/2015	MB1A	951	025-3	NA	'054	NA	#N/A	NA	A2C92025300	3	3011	054	 	1253	pcb assy HONHRS5 V28	VUG021590	HALB	S.Real	 $670.89 	PS_HONDA HRS5_.	NO	4994305255
667496	30/09/2015	MB1A	951	025-3	NA	'054	NA	#N/A	2800	A2C91374200	2	3011	054	 	1253	ACU HONHRS6 MY15 S15 10 04 0 1 0 000	VUG021590	FERT	NA	 $653.54 	PS_HONDA HRS6_J.JUAN CH	NO	4994305255
667496	30/09/2015	MB1A	951	025-3	NA	'054	NA	#N/A	NA	A2C91408600	2	3011	054	 	1253	pcb assy HONHRS6 D_16	VUG021590	HALB	S.Real/AutoBF	 $589.10 	PS_HONDA HRS6_J.JUAN CH	NO	4994305255
667496	30/09/2015	MB1A	951	025-3	NA	'054	NA	#N/A	2800	A2C91480400	4	3011	054	 	1253	ACU HONHRS6 MY14 S15 12 04 0 1 0 TX6-A21	VUG021590	FERT	NA	" $1,306.04 "	PS_HONDA HRS6_J.JUAN CH	NO	4994305255
667506	30/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C9682930193	1	3011	054	 	1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	278.27	PS_HONDA HRS7_.	NO	4994305002
667508	30/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C9682930193	1	3011	054	 	1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	278.27	PS_HONDA HRS7_.	NO	4994305002
667513	30/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C9682930193	1	3011	054	 	1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	278.27	PS_HONDA HRS7_.	NO	4994305002
667515	30/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C9682930193	1	3011	054	 	1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	278.27	PS_HONDA HRS7_.	NO	4994305002
667516	30/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C9682930193	1	3011	054	 	1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	278.27	PS_HONDA HRS7_.	NO	4994305002
667520	30/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C9682930193	1	3011	054	 	1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	278.27	PS_HONDA HRS7_.	NO	4994305002
667522	30/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C9682930193	1	3011	054	 	1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	278.27	PS_HONDA HRS7_.	NO	4994305002
667525	30/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C9682930193	1	3011	054	 	1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	278.27	PS_HONDA HRS7_.	NO	4994305002
667526	30/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C9682930193	1	3011	054	 	1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	278.27	PS_HONDA HRS7_.	NO	4994305002
667527	30/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C9682930192	1	3011	054	 	1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real/AutoBF	170.51	PS_HONDA HRS7_.	NO	4994305002
667528	30/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C94817900	2	3011	054	 	1095	pcb	NA	ROH	NA	37.92	PS_HONDA HRS7_.	NO	4994305002
667529	30/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C9573580192	1	3011	054	 	1095	pcb assy VW11 SMD BOT	NA	HALB	S.Real/AutoBF	160.73	PS_VW11_.	NO	4994305002
667530	30/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C9573580193	1	3011	054	 	1095	pcb assy VW11 SMD TOP	NA	HALB	S.Real	264.33	PS_VW11_.	NO	4994305002
667532	30/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C9296150192	1	3011	054	 	1095	pcb assy GMSDM40 D_2-1 BOT	NA	HALB	S.Real	85.29	PS_SDM40_.	NO	4994305002
667534	30/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C9296150192	1	3011	054	 	1095	pcb assy GMSDM40 D_2-1 BOT	NA	HALB	S.Real	85.29	PS_SDM40_.	NO	4994305002
667537	30/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C95735700	24	3011	054	 	1095	pcb 4-lay ImSn	NA	ROH	NA	324	PS_VW11_.	NO	4994305002
667539	30/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C95735700	8	3011	054	 	1095	pcb 4-lay ImSn	NA	ROH	NA	108	PS_VW11_.	NO	4994305002
667540	30/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C94817900	12	3011	054	 	1095	pcb	NA	ROH	NA	227.52	PS_HONDA HRS7_.	NO	4994305002
667543	30/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C9573580193	8	3011	054	 	1095	pcb assy VW11 SMD TOP	NA	HALB	S.Real	2114.64	PS_VW11_.	NO	4994305002
667545	30/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C95735700	8	3011	054	 	1095	pcb 4-lay ImSn	NA	ROH	NA	108	PS_VW11_.	NO	4994305002
667547	30/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C95735700	24	3011	054	 	1095	pcb 4-lay ImSn	NA	ROH	NA	324	PS_VW11_.	NO	4994305002
667548	30/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C95735700	6	3011	054	 	1095	pcb 4-lay ImSn	NA	ROH	NA	81	PS_HONDA HRS7_.	NO	4994305002
667551	30/09/2015	MB1A	551	030-1	K96019	'054	NA	#N/A	NA	A2C9296150192	20	3011	054	 	1095	pcb assy GMSDM40 D_2-1 BOT	NA	HALB	S.Real	1705.8	PS_SDM40_.	NO	4994305002
667561	30/09/2015	MB1A	551	010-3	95000066	'054	NA	#N/A	NA	A2C91600800	12	3011	054	 	1103	multipoint connector124/ 76P H 2SYS 1018	QN410113308	ROH	NA	620.16	410113308_DAIMLE	NO	4994304838
667564	30/09/2015	MB1A	551	040-5	K96019	'054	NA	#N/A	NA	A2C95840200	1	3011	054	 	1095	multipoint connector124/ 61P H 2SYS 1018	NA	ROH	NA	55.76	PSAD_DAIMLER SMART_F.FE	NO	4994305002
667565	30/09/2015	MB1A	551	040-5	K96019	'054	NA	#N/A	NA	A2C95735801	1	3011	054	 	1095	pcb assy VW11	NA	HALB	S.Real	334.39	PS_VW11_.	NO	4994305002
667568	30/09/2015	MB1A	551	034-2	K96019	'054	NA	#N/A	NA	A2C96829500	3	3011	054	 	1095	pcb assy HONHRS7 D_3	NA	HALB	S.Real	499.17	PS_HONDA HRS7_.	NO	4994305002
667571	30/09/2015	MB1A	551	040-3	K96019	'054	NA	#N/A	NA	A2C95035705	1	3011	054	 	1095	ACU VW11 MY15 S20 16 06 0 1 0 NAR	NA	FERT	NA	355.84	PS_VW11_.	NO	4994305002
667573	30/09/2015	MB1A	551	040-1	K96019	'054	NA	#N/A	NA	A2C96829301	1	3011	054	 	1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	320.62	PS_HONDA HRS7_.	NO	4994305002
667575	30/09/2015	MB1A	551	040-1	K96019	'054	NA	#N/A	NA	A2C96829301	1	3011	054	 	1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	320.62	PS_HONDA HRS7_.	NO	4994305002
667576	30/09/2015	MB1A	551	040-1	K96019	'054	NA	#N/A	NA	A2C96829301	1	3011	054	 	1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	320.62	PS_HONDA HRS7_.	NO	4994305002
667579	30/09/2015	MB1A	551	040-1	K96019	'054	NA	#N/A	NA	A2C96829301	1	3011	054	 	1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	320.62	PS_HONDA HRS7_.	NO	4994305002
667582	30/09/2015	ZSCR	551	040-3	NA	'054	5WK44285	5WK44285	NA	A2C00027389	15	3011	054	 	1403	cover	19	ROH	NA	42.45	PS_VW10 LC_.	NO	4994363474
667584	30/09/2015	ZSCR	551	040-3	NA	'054	5WK44567	5WK44567	NA	A2C53397769	1	3011	054	 	1403	housing	4	ROH	NA	22.86	PS_HONDA HRS6_J.JUAN CH	NO	
667585	30/09/2015	ZSCR	551	040-3	NA	'054	5WK44285	5WK44285	NA	A2C00027389	6	3011	054	 	1403	cover	19	ROH	NA	16.98	PS_VW10 LC_.	NO	4994363474
667587	30/09/2015	ZSCR	551	035-1	NA	'054	A2C87074900	A2C87074900	NA	A2C83145200	80	3011	054	 	1351	certification label identificati	2	ROH	NA	24	PS_SDM30_.	NO	
667589	30/09/2015	ZSCR	551	035-1	NA	'054	5WK44094	5WK44094	NA	A2C53324560	70	3011	054	 	1351	certification label spool part p	2	ROH	NA	37.1	PS_ARAMIS III_.	NO	
667590	30/09/2015	ZSCR	551	035-1	NA	'054	5WK44288	5WK44288	NA	A2C00014697	120	3011	054	 	1351	sticker	1	ROH	NA	63.6	PS_VW10 LC_.	NO	
667591	30/09/2015	ZSCR	551	040-3	NA	'054	5WK44120	5WK44120	NA	A2C53331574	3	3011	054	 	1403	"housing FIP 157,0x 130,8"	1	ROH	NA	53.34	PS_ARAMIS 2013_.	NO	
667594	30/09/2015	ZSCR	551	040-3	NA	'054	5WK44675	5WK44675	NA	A2C53332366	7	3011	054	 	1403	cover RAP T BK	8	ROH	NA	54.53	PS_FIAT BRAZIL_.	NO	4994365102
667596	30/09/2015	MB1A	551	034-2	K96019	'054	NA	#N/A	NA	A2C40000025	1	3011	054	 	1095	"C ELEC,AL,6.8mF,20%,35V"	NA	ROH	NA	8.38	PS_SDM40_.	NO	4994305002
