No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	 	 	 	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
247155	12/20/2012	ZSCR	551	050-1	NA	'015	5WY7330	NA	5WY7330	1				1501	IMMOBILIZER W/RECEIVER INTEGRATED TPMS	NA	FERT	NA	124.18	S1_SKREEM_	NO	x
247155	12/20/2012	ZSCR	551	050-1	NA	'015	5WY7229	NA	5WY7229	3				1501	SKREEM IMMOBILIZER ONLY	NA	FERT	NA	245.01	S1_SKREEM_	NO	x
247828	12/21/2012	MB1A	551	070-2	NA	'054	NA	NA	5WK44694	1				1702	AIRBAG HONDA CRV07 HE R	NA	FERT	NA	489.52	PS_HONDA CR-V HE_	NO	
248743	12/23/2012	MB1A	551	022-2	B30301-02495	'073	NA	NA	A2C83364900	1				1095	AL-COVER COMPLETE	NA	ROH	NA	41.7	ES_ACM MCM2_JESUS CHAVE	NO	
251110	1/8/2013	MB1A	551	064-2	NA	'WHSE	NA	NA	A2C30890100	100				1642	"PCB LAQUERED, M1402_A MY09 TIPM MEDIUM"	NA	ROH	NA	6535	S1_TIPM MEDIUM_PABLO PA	NO	
251186	1/8/2013	ZSCR	551	034-2	NA	'100	A2C00021599A	NA	A2C00021599A	1				1342	Subens LC Module SID902 (Exotic)	NA	HALB	S.Real/AutoBF	167.14	OES_OTIS SID 902_ (APR	NO	
252205	1/11/2013	ZSCR	551	022-2	NA	'045	5WY7777	NA	5WY7777	1				1222	"""Transmitter #1, 295 NA 2007 5 BUTTON """	NA	FERT	NA	99.18	S1_EZKEY_LUIS LIZARRAGA	NO	
252318	1/11/2013	MB1A	551	93	NA	'WHSE	NA	NA	A2C73637200	252				1093	"COVER, LOWER CBC"	NA	ROH	NA	1832.04	S1_CBC_PABLO PALMER-CAS	NO	
253193	1/13/2013	ZSCR	551	030-1	NA	'050	A2C53297046SMD	NA	A2C53297046SMD	12				1301	FFSII NA SUB-ENS SMD	NA	HALB	S.Real	385.44	OES_FFS_ (APROBACION A	NO	
253835	1/15/2013	MB1A	551	062-4	NA	'WHSE	NA	NA	A2C53216768	1920				1624	pcb TLS_TIRE_GU	NA	ROH	NA	3571.2	S1_TG FORD_ADRIANA REYE	NO	
254613	1/17/2013	MB1A	551	93	NA	'WHSE	NA	NA	A2C53278800	600				1093	receiver assy HONZZDIV S1800360	NA	ROH	NA	49044	S5_ANTENA_ANTONIO ALARC	NO	
255218	1/19/2013	ZSCR	551	030-1	NA	'054	A2C53374378	NA	A2C53374378	1				1301	pcb assy	NA	HALB	S.Real	224.32	PS_VW10 LC_ULISES VILLE	NO	
256554	1/22/2013	ZSCR	551	030-1	NA	'050	A2C31624400T	NA	A2C31624400T	1				1301	circuit board assy FOR MY10 V8/V	NA	HALB	S.Real	809.54	ES_V8 V10_ALVARO MEDINA	NO	
256926	1/22/2013	ZSCR	551	034-2	NA	'015	68163903AB	NA	A2C33278700	2				1342	TIPM MY11 7C CAN BUX LOG MODEL	NA	HALB	S.Real	492.18	S1_TIPM LOGIC_PABLO PAL	NO	4964408026
256927	1/22/2013	ZSCR	551	042-4	NA	'015	68163903AB	NA	A2C33278700	1				1424	TIPM MY11 7C CAN BUX LOG MODEL	NA	HALB	S.Real	246.09	S1_TIPM LOGIC_PABLO PAL	NO	4964408040
256928	1/22/2013	ZSCR	551	040-5	NA	'015	68163903AB	NA	A2C33278700	3				1405	TIPM MY11 7C CAN BUX LOG MODEL	NA	HALB	S.Real	738.27	S1_TIPM LOGIC_PABLO PAL	NO	4964408036
256935	1/22/2013	ZSCR	551	040-2	NA	'045	A2C33289000	NA	A2C33288500	8				1402	pcb assy	NA	HALB	S.Real	472.32	S6_ESCL_MIGUEL ZAVALA-M	NO	
256977	1/22/2013	ZSCR	551	040-5	NA	'050	A2C80841400	NA	A2C80841400	1				1405	pcb assy EMS2208	NA	HALB	S.Real/AutoBF	326.64	ES_EMS 2208_ARTURO NERI	NO	
256988	1/22/2013	ZSCR	551	034-2	NA	'050	5WY8829	NA	A2C33313400	48				1342	pcb	NA	ROH	NA	134.4	S5_TIS1C127 HMC_ADRIANA	NO	
256998	1/22/2013	ZSCR	551	034-9	NA	'015	5WY8826	NA	A2C8141260093	9	3011	015	 	1349	circuit board assy TPM TOP	NA	HALB	S.Real	197.1	S1_TIS1C127 GM_ADRIANA	NO	
256999	1/22/2013	ZSCR	551	034-2	NA	'015	5WY8829	NA	A2C00051931	5	3011	015	 	1342	"EM OTH BATTERY/CR2450S,500mAh,3V"	NA	ROH	NA	49.75	S1_TG1C NISSAN_JAIME JI	NO	4964410448
257000	1/22/2013	ZSCR	551	040-2	NA	'045	A2C33289000	NA	A2C33288500	7				1402	pcb assy	NA	HALB	S.Real	413.28	S6_ESCL_MIGUEL ZAVALA-M	NO	
257002	1/22/2013	ZSCR	551	030-1	NA	'045	A2C33289000	NA	A2C33288500	12				1301	pcb assy	NA	HALB	S.Real	708.48	S6_ESCL_MIGUEL ZAVALA-M	NO	
257004	1/22/2013	ZSCR	551	034-2	NA	'015	A2C53345109	NA	A2C53277894	23	3011	015	 	1342	valve housing	NA	ROH	NA	145.13	S5_TG1C HONDA_MIGUEL QU	NO	4964410468
