No.Item	Txs SAP	Mov	C—digo Scrap	O.I.	Parte Padre	Batch ID	No.Parte	Cantidad	Reason Code	Descripci—n	Info.Obl.	Tipo	Tipo Sub	Valor	No.Docto.SAP
124660	ZSCR	551	035-1	0	40340074	NA	A2C00000251	63	1351	"16V,300mW,SOT23,ZENER/BZX84C16LT1"		ROH	NA	6.3	4956269123
124660	ZSCR	551	035-1	0	40340074	NA	A2C00000609	6	1351	"1,N_CHAN,-,SMALLSIGNAL,50V,200mA,3.5Ohm,"		ROH	NA	1.32	4956269123
124660	ZSCR	551	035-1	0	40340074	NA	A2C00003817	8	1351	"33K,5%,TK250,63mW,0603,LIN RES/"		ROH	NA	0.08	4956269123
124660	ZSCR	551	035-1	0	40340074	NA	A2C00003997	1	1351	"82R,5%,TK200,250mW,1206,LIN RES/CRCW"		ROH	NA	0.02	4956269123
124660	ZSCR	551	035-1	0	40340074	NA	A2C00007059	1	1351	"68K,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.01	4956269123
124660	ZSCR	551	035-1	0	40340074	NA	A2C00010157	1	1351	"86K6,1%,TK100,63mW,0603,LIN RES/ERJ3EK"		ROH	NA	0.01	4956269123
124660	ZSCR	551	035-1	0	40340074	NA	A2C00010562	7	1351	"1,P_CHAN,MOS,SMALLSIGNAL,60V,170mA,12Ohm"		ROH	NA	1.96	4956269123
124660	ZSCR	551	035-1	0	40340074	NA	A2C00023092	1	1351	"36V,135mOhm,SO8,GENERAL PURPOSE,HIGH SID"		ROH	NA	1.97	4956269123
124660	ZSCR	551	035-1	0	A2C53333370	NA	A2C00024049	532	1351	"12pF,1%,50V,C0G,0402,TINNED,CER CAP/GCP"		ROH	NA	10.64	4956269591
124660	ZSCR	551	035-1	0	A2C53333370	NA	A2C00025464	1423	1351	"R LIN,560R,5%,TK200,63mW,0402"		ROH	NA	14.23	4956269591
124660	ZSCR	551	035-1	0	40340074	NA	A2C00030255	5	1351	"47uF,10%,10V,SMD,TA,ELEC CAP/Tantalum Ch"		ROH	NA	2.35	4956269123
124660	ZSCR	551	035-1	0	40340074	NA	A2C00030943	166	1351	"4,EQ ISO,konvex 1206,47K,5%,63mW,NET RES"		ROH	NA	8.3	4956269123
124660	ZSCR	551	035-1	0	A2C53333370	NA	A2C00031578	1158	1351	"22pF,1%,50V,C0G,0402,TINNED,CER CAP/RF a"		ROH	NA	34.74	4956269591
124660	ZSCR	551	035-1	0	A2C53333370	NA	A2C00031962	897	1351	"4.7pF,0.1pF,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	17.94	4956269591
124660	ZSCR	551	035-1	0	40340074	NA	A2C00032166	50	1351	"7,NPN,DARL,0.5A,50V,SO16,-40 to +105 C B"		ROH	NA	63	4956269123
124660	ZSCR	551	035-1	0	40340074	NA	A2C00033344	1892	1351	"4.7uF,10%,25V,X7R,1206,CER CAP/"		ROH	NA	529.76	4956269123
124660	ZSCR	551	035-1	0	40340074	NA	A2C00036581	1	1351	"C CER,C0G,100pF,10%,100V,0805,Sn"		ROH	NA	0.04	4956269123
124660	ZSCR	551	035-1	0	40340074	NA	A2C00038101	69	1351	"5.6nF,2%,100V,C0G,1206,TINNED,CER CAP/"		ROH	NA	33.81	4956269123
124660	ZSCR	551	035-1	0	40340074	NA	A2C00038161	33	1351	"39R2,1%,TK100,250mW,1206,LIN RES/"		ROH	NA	0.99	4956269123
124660	ZSCR	551	035-1	0	A2C53333370	NA	A2C00039709	45	1351	"FRANTIC PCF7900NHN,TRANSMITTER,QFN16 3x"		ROH	NA	213.3	4956269591
124660	ZSCR	551	035-1	0	40340074	NA	A2C00042649	11	1351	"IC MEM/AT25320AN-10SQ2.7,A1,32KBit,EEPRO"		ROH	NA	25.52	4956269123
124660	ZSCR	551	035-1	0	40340074	NA	A2C00046741	1	1351	"39V,500mW,SOD-123,ZENER/MMSZ5259BT1G"		ROH	NA	0.12	4956269123
124660	ZSCR	551	035-1	0	A2C53333370	NA	A2C00047042	72	1351	"18.37MHz,10ppm,NX5032SA,QUARTZ CRYSTAL/"		ROH	NA	223.2	4956269591
124660	ZSCR	551	035-1	0	40340074	NA	A2C00048056	39	1351	"IC BUS DRIV/ATA6662,SO8"		ROH	NA	79.56	4956269123
124661	ZSCR	551	035-1	0	A2C53333370	NA	A2C00040665	1	1351	"68nH,100mA,SMD,COIL/MLK1005S68NJT"		ROH	NA	0.08	4956269591
124661	ZSCR	551	035-1	0	A2C53333370B	NA	A2C00041004	1	1351	"IC OTH/PCF7953ATJ, LSP/SOT 867-1, Active"		ROH	NA	40.71	4956269611
124662	ZSCR	551	035-1	0	6597237403	NA	6575202018	1	1351	"DIODES STABILIZED / 43V/5%/0,5"		ROH	NA	0.11	4956269158
124662	ZSCR	551	035-1	0	6597237403	NA	6576362050	96	1351	"10NF,10%,100V,X7R,0805,NISN,CE"		ROH	NA	3.84	4956269158
124662	ZSCR	551	035-1	0	6597237403	NA	6576392007	1	1351	"47UF,20%,10V,SMD,TA,ELEC CAP/"		ROH	NA	1.25	4956269158
124662	ZSCR	551	035-1	0	40091530	NA	6577362032	88	1351	"1.2NF,2%,50V,NPO,1206,NISN,CER"		ROH	NA	36.96	4956269088
124662	ZSCR	551	035-1	0	6597237403	NA	6592312040	1	1351	"DIODES RECTIFIER / 150V,200MA,"		ROH	NA	0.1	4956269158
124662	ZSCR	551	035-1	0	6597237403	NA	6592672055	1	1351	CUSTOM IC'S / CPAT-P01/S0		ROH	NA	14.92	4956269158
124662	ZSCR	551	035-1	0	6597237403	NA	6594362007	1	1351	"15PF,5%,50V,NPO,0805,NISN,CER"		ROH	NA	0.04	4956269158
124662	ZSCR	551	035-1	0	6597237403	NA	9151016	1	1351	"100K,5%,TK250,125MW,0805,FIX R"		ROH	NA	0.01	4956269158
124662	ZSCR	551	035-1	0	40139478	NA	9151173	1	1351	"82R,5%,TK250,125MW,0805,FIX RE"		ROH	NA	0.02	4956269106
124662	ZSCR	551	035-1	0	6597237403	NA	9152201	1	1351	"1K,5%,TK250,63MW,0603,FIX RES/"		ROH	NA	0.01	4956269158
124662	ZSCR	551	035-1	0	6597237403	NA	9152223	1	1351	"8K2,5%,TK250,63MW,0603,FIX RES"		ROH	NA	0.01	4956269158
124662	ZSCR	551	035-1	0	40091530	NA	A2C00000568	2512	1351	"T BIP/BC 847S E6327,SOT363"		ROH	NA	477.28	4956269088
124662	ZSCR	551	035-1	0	40139478	NA	A2C00001983	1	1351	"1 NF 2%,50V,NPO,1206,NISN,CER"		ROH	NA	0.4	4956269106
124662	ZSCR	551	035-1	0	40091530	NA	A2C00001995	100	1351	"10nF,10%,100V,X7R,0805,TINNED,CER CAP/"		ROH	NA	4	4956269088
124662	ZSCR	551	035-1	0	40091530	NA	A2C00002058	100	1351	"56pF,5%,50V,C0G,0603,TINNED,CER CAP/++ u"		ROH	NA	2	4956269088
124662	ZSCR	551	035-1	0	40091530	NA	A2C00002159	886	1351	"100nF,10%,100V,X7R,1206,TINNED,CER CAP/"		ROH	NA	212.64	4956269088
124662	ZSCR	551	035-1	0	6598147621	NA	A2C00003405	842	1351	"1K,5%,TK200,125mW,0805,LIN RES/"		ROH	NA	8.42	4956269250
124662	ZSCR	551	035-1	0	6598147621	NA	A2C00003408	280	1351	"10K,5%,TK250,125mW,0805,LIN RES/"		ROH	NA	2.8	4956269250
124662	ZSCR	551	035-1	0	6598147621	NA	A2C00003696	1	1351	"39R,5%,TK250,125mW,0805,LIN RES/"		ROH	NA	0.01	4956269250
124662	ZSCR	551	035-1	0	40091530	NA	A2C00003820	1	1351	"R LIN,68K,5%,TK200,100mW,0603"		ROH	NA	0.01	4956269088
124662	ZSCR	551	035-1	0	40091530	NA	A2C00006610	854	1351	"10K,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	8.54	4956269088
124662	ZSCR	551	035-1	0	40091530	NA	A2C00006615	167	1351	"33K,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	1.67	4956269088
124662	ZSCR	551	035-1	0	40091530	NA	A2C00010441	1798	1351	"1K,5%,TK200,63mW,0402,LIN RES/CRCW"		ROH	NA	17.98	4956269088
124662	ZSCR	551	035-1	0	40091530	NA	A2C00010445	329	1351	"4K7,5%,TK200,63mW,0402,LIN RES/CRCW"		ROH	NA	3.29	4956269088
124662	ZSCR	551	035-1	0	40091530	NA	A2C00010739	315	1351	"10nF,10%,16V,X7R,0402,TINNED,CER CAP/"		ROH	NA	3.15	4956269088
124662	ZSCR	551	035-1	0	40091530	NA	A2C00017750	2	1351	"2,BOTH,NORMAL,100mA,45V,SOT363,BIP/BC847"		ROH	NA	0.32	4956269088
124662	ZSCR	551	035-1	0	40091530	NA	A2C00024058	14	1351	"1K,1%,TK50,1W,MELF0207,LIN RES/MMB"		ROH	NA	3.92	4956269088
124662	ZSCR	551	035-1	0	40091530	NA	A2C00039131	24	1351	"100uF,10%,10V,SMD,TA,ELEC CAP/Tantalum C"		ROH	NA	36.72	4956269088
124662	ZSCR	551	035-1	0	40091530	NA	A2C53025300	216	1351	"6K2,1%,TK50,63mW,0402,LIN RES/RT0402FRE-"		ROH	NA	12.96	4956269088
124663	ZSCR	551	035-1	0	A2C53282668	NA	A2C00001110	31	1351	"1,MULTI,SO16,LOGIC/74HC151D"		ROH	NA	20.15	4956269493
124663	ZSCR	551	035-1	0	A2C53282668	NA	A2C00002144	9	1351	"22pF,5%,50V,C0G,0603,TINNED,CER CAP/"		ROH	NA	0.18	4956269493
124663	ZSCR	551	035-1	0	A2C53282668	NA	A2C00003505	25	1351	"R LIN,3K3,5%,TK200,250mW,1206"		ROH	NA	0.5	4956269493
124663	ZSCR	551	035-1	0	A2C53282668	NA	A2C00003510	230	1351	"22R,5%,TK250,250mW,1206,LIN RES/RC"		ROH	NA	4.6	4956269493
124663	ZSCR	551	035-1	0	A2C53282668	NA	A2C00003781	29	1351	"15K,5%,TK200,63mW,0603,LIN RES/"		ROH	NA	0.29	4956269493
124663	ZSCR	551	035-1	0	A2C53282668	NA	A2C00003828	15	1351	"R LIN,2K2,5%,TK200,100mW,0603"		ROH	NA	0.15	4956269493
124663	ZSCR	551	035-1	0	A2C53282668	NA	A2C00004449	54	1351	"2K,1%,TK100,250mW,1206,LIN RES/"		ROH	NA	2.16	4956269493
124663	ZSCR	551	035-1	0	A2C53282668	NA	A2C00004465	1	1351	"R LIN,47K,1%,TK100,100mW,0603"		ROH	NA	0.01	4956269493
124663	ZSCR	551	035-1	0	A2C53282668	NA	A2C00004519	2	1351	"2K2,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.02	4956269493
124663	ZSCR	551	035-1	0	A2C53282668	NA	A2C00007263	3	1351	"R LIN,30K,1%,TK100,100mW,0603"		ROH	NA	0.06	4956269493
124663	ZSCR	551	035-1	0	A2C53282668	NA	A2C00007695	2	1351	"2,NPN,RET,100mA,50V,SOT363,BIP/BCR135/R<"		ROH	NA	0.32	4956269493
124663	ZSCR	551	035-1	0	A2C53282668	NA	A2C00019439	11	1351	"T BIP/BCR35PN E6327,SOT363"		ROH	NA	2.09	4956269493
124663	ZSCR	551	035-1	0	A2C53282668	NA	A2C00020332	59	1351	"4,EQ ISO,X7R,0612,50V,22nF,20%,20%,CAP A"		ROH	NA	15.93	4956269493
124663	ZSCR	551	035-1	0	A2C53282668	NA	A2C00023274	67	1351	"D REC/BAS16S E6327,70V,200mA,SOT363,0s"		ROH	NA	12.73	4956269493
124663	ZSCR	551	035-1	0	A2C53282668	NA	A2C00024090	8	1351	"4,EQ ISO,konvex 1206,68K,5%,63mW,NET RES"		ROH	NA	0.4	4956269493
124663	ZSCR	551	035-1	0	A2C53282668	NA	A2C00030137	37	1351	"22nF,10%,25V,X7R,0603,TINNED,CER CAP/"		ROH	NA	0.74	4956269493
124663	ZSCR	551	035-1	0	A2C53282668	NA	A2C00030447	41	1351	-- leaded parts last deliveries: 2009-02		ROH	NA	253.38	4956269493
124663	ZSCR	551	035-1	0	A2C53282668	NA	A2C00030941	101	1351	"4,EQ ISO,konvex 1206,10K,5%,63mW,NET RES"		ROH	NA	4.04	4956269493
124663	ZSCR	551	035-1	0	A2C53282668	NA	A2C00030942	159	1351	"4,EQ ISO,konvex 1206,22K,5%,63mW,NET RES"		ROH	NA	4.77	4956269493
124663	ZSCR	551	035-1	0	A2C53282668	NA	A2C00031015	1	1351	"4,EQ ISO,konvex 1206,10K,1%,63mW,NET RES"		ROH	NA	0.06	4956269493
124663	ZSCR	551	035-1	0	A2C53282668	NA	A2C00031718	12	1351	"2K61,1%,TK100,250mW,1206,LIN RES/ERJ"		ROH	NA	0.36	4956269493
124663	ZSCR	551	035-1	0	A2C53282668	NA	A2C00032303	4	1351	"7K5,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.04	4956269493
124663	ZSCR	551	035-1	0	A2C53282668	NA	A2C00032513	52	1351	"16MHz,0.1%,CSTCV,CER RESONATOR"		ROH	NA	113.88	4956269493
124663	ZSCR	551	035-1	0	A2C53282668	NA	A2C00032514	5	1351	"220nF,10%,16V,X7R,0603,TINNED,CER CAP/"		ROH	NA	0.2	4956269493
124663	ZSCR	551	035-1	0	A2C53282668	NA	A2C00036885	6	1351	"100K,1%,TK100,62.5mW,0603,LIN RES/CR1/16"		ROH	NA	0.06	4956269493
124663	ZSCR	551	035-1	0	A2C53282668	NA	A2C00043840	2	1351	"EEPROM,16KBit,2k x 8,60ns,SO8,-40C,125C,"		ROH	NA	3.38	4956269493
124663	ZSCR	551	035-1	0	A2C53282668	NA	A2C00046692	3	1351	"100nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	0.09	4956269493
124663	ZSCR	551	035-1	0	A2C53282668	NA	A2C00050232	5	1351	"43K2,0.1%,TK25,100mW,0603,LIN RES/"		ROH	NA	2.5	4956269493
124663	ZSCR	551	035-1	0	A2C53282668	NA	A2C00050654	5	1351	"4,41V,50mOhm,PowerSSO-24,GENERAL PURPOSE"		ROH	NA	46.25	4956269493
124664	ZSCR	551	035-1	0	A2C53251265	NA	A2C00000389	21	1351	"35V,10A,2,SCHOTTKY,TO252/DPAK,RECT DIODE"		ROH	NA	27.93	4956269474
124664	ZSCR	551	035-1	0	A2C53251265	NA	A2C00000508	208	1351	"T BIP/BC 857S E6433,SOT363"		ROH	NA	37.44	4956269474
124664	ZSCR	551	035-1	0	A2C53251265	NA	A2C00000850	1	1351	"5V,100mA,STEP DOWN,SO20L,VOLT REG/TLE426"		ROH	NA	3.1	4956269474
124664	ZSCR	551	035-1	0	A2C53154631B	NA	A2C00003454	8	1351	"1K,5%,TK250,250mW,1206,LIN RES/"		ROH	NA	0.24	4956269446
124664	ZSCR	551	035-1	0	A2C53251265	NA	A2C00003724	528	1351	"470R,5%,TK250,125mW,0805,LIN RES/"		ROH	NA	5.28	4956269474
124664	ZSCR	551	035-1	0	A2C53154631B	NA	A2C00003959	199	1351	"82K,5%,TK250,63mW,0603,LIN RES/"		ROH	NA	1.99	4956269446
124664	ZSCR	551	035-1	0	A2C53251265	NA	A2C00004589	5	1351	"12K1,0.5%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.35	4956269474
124664	ZSCR	551	035-1	0	A2C53251265	NA	A2C00004590	49	1351	"26K7,0.5%,TK100,63mW,0603,LIN RES/"		ROH	NA	3.43	4956269474
124664	ZSCR	551	035-1	0	A2C53251265	NA	A2C00005697	189	1351	"0R33,5%,TK50,1W,MELF0207,LIN RES/"		ROH	NA	139.86	4956269474
124664	ZSCR	551	035-1	0	A2C53154631	NA	A2C00006920	1	1351	"1,N_CHAN,-,POWER,60V,2.6A,150mOhm,SOT223"		ROH	NA	1.49	4956269438
124664	ZSCR	551	035-1	0	A2C53251265	NA	A2C00010900	201	1351	"68K,5%,TK200,63mW,0402,LIN RES/CRCW"		ROH	NA	2.01	4956269474
124664	ZSCR	551	035-1	0	A2C53251265	NA	A2C00011223	309	1351	"56K,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	3.09	4956269474
124664	ZSCR	551	035-1	0	A2C53154631B	NA	A2C00011630	89	1351	"1,PNP,NORMAL,70mA,50V,SOT363,BIP/BCR198S"		ROH	NA	18.69	4956269446
124664	ZSCR	551	035-1	0	A2C53251265	NA	A2C00016690	2	1351	"180K,5%,TK200,63mW,0402,LIN RES/ERJ"		ROH	NA	0.02	4956269474
124664	ZSCR	551	035-1	0	A2C53251265	NA	A2C00019927	3	1351	"5.6V,200mW,SOD323,ZENER/GDZ5.6B 3kpcs re"		ROH	NA	0.39	4956269474
124664	ZSCR	551	035-1	0	A2C53251265	NA	A2C00020138	1	1351	"IC BUS DRIV/TJA1040T/VM,SO8"		ROH	NA	3.02	4956269474
124664	ZSCR	551	035-1	0	A2C53251265	NA	A2C00020762	2	1351	"1,P_CHAN,MOS,POWER,60V,1.25A,170mOhm,Sup"		ROH	NA	3.14	4956269474
124664	ZSCR	551	035-1	0	A2C53251265	NA	A2C00020895	3	1351	"70V,150mA,2, common anode, FAST,SOT323_3"		ROH	NA	0.27	4956269474
124664	ZSCR	551	035-1	0	A2C53251265	NA	A2C00020897	1	1351	"42V,240mOhm,SOT223,GENERAL PURPOSE,LOW S"		ROH	NA	2.18	4956269474
124664	ZSCR	551	035-1	0	A2C53251265	NA	A2C00021292	7	1351	"1,PNP,NORMAL,500mA,45V,SOT323,BIP/BC 807"		ROH	NA	0.7	4956269474
124664	ZSCR	551	035-1	0	A2C53251265	NA	A2C00021293	1	1351	"1,PNP,NORMAL,100mA,45V,SOT323,BIP/BC857B"		ROH	NA	0.3	4956269474
124664	ZSCR	551	035-1	0	A2C53154631B	NA	A2C00023270	157	1351	"4,EQ ISO,konvex 1206,82K,5%,63mW,NET RES"		ROH	NA	4.71	4956269446
124664	ZSCR	551	035-1	0	A2C53251265	NA	A2C00023789	5	1351	"47nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	0.1	4956269474
124664	ZSCR	551	035-1	0	A2C53154631B	NA	A2C00025465	85	1351	"680R,5%,TK200,63mW,0402,LIN RES/ERJ2GEJ6"		ROH	NA	0.85	4956269446
124664	ZSCR	551	035-1	0	A2C53251265	NA	A2C00025473	803	1351	"2K7,5%,TK200,63mW,0402,LIN RES/ERJ2GEJ27"		ROH	NA	8.03	4956269474
124664	ZSCR	551	035-1	0	A2C53251265	NA	A2C00026673	69	1351	"3K3,1%,TK100,63mW,0402,LIN RES/3.3k ohm,"		ROH	NA	0.69	4956269474
124664	ZSCR	551	035-1	0	A2C53154631B	NA	A2C00032489	1	1351	"2.2uF,10%,25V,X7R,1206,TINNED,CER CAP/"		ROH	NA	0.18	4956269446
124664	ZSCR	551	035-1	0	A2C53251265	NA	A2C00035920	5	1351	"1,NPN,NORMAL,500mA,45V,SOT323,BIP/BC817-"		ROH	NA	0.55	4956269474
124664	ZSCR	551	035-1	0	A2C53251265	NA	A2C00037672	49	1351	"2,36V,30mOhm,PowerSSO-24,GENERAL PURPOSE"		ROH	NA	400.82	4956269474
124664	ZSCR	551	035-1	0	A2C53251265	NA	A2C00038238	325	1351	"47R,1%,TK50,1W,MELF0207,LIN RES/"		ROH	NA	91	4956269474
124664	ZSCR	551	035-1	0	A2C53251265	NA	A2C00043200	1	1351	"MC9S12XD384VPVR2 (D platform) maskset,1L"		ROH	NA	47.76	4956269474
124664	ZSCR	551	035-1	0	A2C53154631B	NA	A2C00043279	1	1351	"7,NPN,DARL,500mA,50V,SO16,BIP/NVC1413B o"		ROH	NA	1.11	4956269446
124664	ZSCR	551	035-1	0	A2C53251265	NA	A2C00043735	19	1351	"1,N_CHAN,MOS,POWER,60V,2.6A,150mOhm,SOT2"		ROH	NA	27.74	4956269474
124664	ZSCR	551	035-1	0	A2C53386111B	NA	A2C00046542	15	1351	"2,NPN,RET,100mA,50V,SOT363,BIP,R<b>=2.2k"		ROH	NA	2.4	4956269754
124664	ZSCR	551	035-1	0	A2C53386111	NA	A2C00048924	1319	1351	"34R8,1%,TK50,1W,MELF0207,LIN RES/34.8 oh"		ROH	NA	369.32	4956269746
124664	ZSCR	551	035-1	0	A2C53386111	NA	A2C00049007	2	1351	"1,40V,35mOhm,TO252/DPAK,GENERAL PURPOSE,"		ROH	NA	7.7	4956269746
124664	ZSCR	551	035-1	0	A2C53386111	NA	A2C00056341	55	1351	"S9S12XEG384VALR (same die as S12XEQ512),"		ROH	NA	1564.2	4956269746
124664	ZSCR	551	035-1	0	A2C53386111	NA	A2C00057972	5	1351	"5V,100mA,STEP DOWN,PG-DSO-20,VOLT REG/TL"		ROH	NA	17.55	4956269746
124665	ZSCR	551	035-1	0	A2C53294661	NA	A2C00000434	149	1351	"2,NPN,RET,100mA,50V,SOT363,BIP/BCR133S_R"		ROH	NA	32.78	4956269541
124665	ZSCR	551	035-1	0	A2C53294661	NA	A2C00000848	289	1351	"5V,250mA,STEP DOWN,SOT223,VOLT REG/TLE42"		ROH	NA	728.28	4956269541
124665	ZSCR	551	035-1	0	A2C3122130092	NA	A2C00017603	1	1351	"390pF,5%,16V,C0G,0402,TINNED,CER CAP/"		ROH	NA	0.02	4956269335
124665	ZSCR	551	035-1	0	A2C53294661	NA	A2C00024099	35	1351	"40W,17V,SOT23,SUP DIODE/MMBZ20VALT1/40W"		ROH	NA	5.6	4956269541
124665	ZSCR	551	035-1	0	A2C3122130092	NA	A2C00025034	1	1351	"2.7pF,0.1pF,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	0.02	4956269335
124665	ZSCR	551	035-1	0	A2C3122130092	NA	A2C00031045	1	1351	"150K,1%,TK100,63mW,0402,LIN RES/"		ROH	NA	0.01	4956269335
124665	ZSCR	551	035-1	0	A2C3122130092	NA	A2C00060541	1	1351	"Q QUARTZ/CX3225SB 13.08148MHz,13.08MHz,N"		ROH	NA	2.51	4956269335
124665	ZSCR	551	035-1	0	A2C53294661	NA	A2C53103109	133	1351	receiver HF-EMPFAEN		ROH	NA	6010.27	4956269541
124665	ZSCR	551	035-1	0	A2C3122130092	NA	A2C53429115	1	1351	antenna		ROH	NA	1.83	4956269335
124666	ZSCR	551	035-1	0	A2C53285996B	NA	A2C00006613	1089	1351	"22K,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	10.89	4956269516
124666	ZSCR	551	035-1	0	A2C53285996B	NA	A2C00010416	2735	1351	"470pF,10%,50V,X7R,0402,TINNED,CER CAP/VJ"		ROH	NA	27.35	4956269516
124666	ZSCR	551	035-1	0	A2C53297309B	NA	A2C00010737	579	1351	"100pF,5%,50V,C0G,0402,TINNED,CER CAP/VJ"		ROH	NA	5.79	4956269551
124666	ZSCR	551	035-1	0	A2C53285996T	NA	A2C00010740	1	1351	"33nF,10%,16V,X7R,0402,Sn,CER CAP/GCM"		ROH	NA	0.01	4956269530
124666	ZSCR	551	035-1	0	A2C53285996B	NA	A2C00013094	25	1351	"220pF,5%,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	0.5	4956269516
124666	ZSCR	551	035-1	0	A2C53297309B	NA	A2C00021552	636	1351	"1R,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	6.36	4956269551
124666	ZSCR	551	035-1	0	A2C53285996B	NA	A2C00021664	5	1351	"15pF,1%,50V,C0G,0402,Sn,CER CAP/RF appli"		ROH	NA	0.15	4956269516
124666	ZSCR	551	035-1	0	A2C53297309T	NA	A2C00023989	1044	1351	"8.2pF,0.1pF,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	20.88	4956269558
124666	ZSCR	551	035-1	0	A2C53285996T	NA	A2C00025083	19	1351	"50mA,16V,SMD,TACT,SWITCH/smd microswitch"		ROH	NA	22.61	4956269530
124666	ZSCR	551	035-1	0	A2C53285996B	NA	A2C00025501	519	1351	"39K,5%,TK200,63mW,0402,LIN RES/ERJ2GEJ39"		ROH	NA	5.19	4956269516
124666	ZSCR	551	035-1	0	A2C53285996B	NA	A2C00026239	30	1351	"TRANSMITTER,315MHz,P-TSSOP-16,RF IC/TDK5"		ROH	NA	133.2	4956269516
124666	ZSCR	551	035-1	0	A2C53285996B	NA	A2C00031579	229	1351	"18pF,1%,50V,C0G,0402,TINNED,CER CAP/RF a"		ROH	NA	6.87	4956269516
124666	ZSCR	551	035-1	0	A2C53297309B	NA	A2C00031960	78	1351	"2.2pF,0.1pF,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	1.56	4956269551
124666	ZSCR	551	035-1	0	A2C53297308B	NA	A2C00031965	1	1351	"6.8pF,0.1pF,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	0.02	4956269546
124666	ZSCR	551	035-1	0	A2C53297309B	NA	A2C00032061	5	1351	"82nH,300mA,SMD,COIL/LQG18H"		ROH	NA	0.6	4956269551
124666	ZSCR	551	035-1	0	A2C53285996B	NA	A2C00032099	1745	1351	"27pF,1%,50V,C0G,0402,TINNED,CER CAP/RF a"		ROH	NA	52.35	4956269516
124666	ZSCR	551	035-1	0	A2C53297309B	NA	A2C00034826	134	1351	"68pF,1%,50V,C0G,0402,,CER CAP/++ RF appl"		ROH	NA	4.02	4956269551
124666	ZSCR	551	035-1	0	A2C53297309T	NA	A2C00040666	241	1351	"82nH,50mA,SMD,COIL/MLK1005S82NJT"		ROH	NA	19.28	4956269558
124666	ZSCR	551	035-1	0	A2C53285996B	NA	A2C00041056	51	1351	"2.36mH,150mA,SMD,COIL/ANTENNA AIRCOIL ++"		ROH	NA	238.17	4956269516
124666	ZSCR	551	035-1	0	A2C53285996T	NA	A2C00043649	1903	1351	"20mA,15V,SMD,OTHER,SWITCH/"		ROH	NA	3235.1	4956269530
124666	ZSCR	551	035-1	0	A2C53297309B	NA	A2C00046505	9	1351	"2.36mH,150mA,SMD,COIL/AIRCOIL"		ROH	NA	32.31	4956269551
124666	ZSCR	551	035-1	0	A2C53297308B	NA	A2C00047043	1	1351	"13.08MHz,10ppm,NX5032SA,QUARTZ CRYSTAL/"		ROH	NA	3.1	4956269546
124667	ZSCR	551	035-1	0	A2C53212570	NA	A2C53113522	1	1351	receiver HF-EMPFAEN 433 MHz		ROH	NA	38.16	4956269458
124668	ZSCR	551	035-1	0	A2C53117474T	NA	A2C00001919	135	1351	"1nF,10%,100V,X7R,0603,TINNED,CER CAP/"		ROH	NA	2.7	4956269427
124668	ZSCR	551	035-1	0	A2C53117474T	NA	A2C00002196	1	1351	"4.7nF,10%,50V,X7R,0603,TINNED,CER CAP/"		ROH	NA	0.02	4956269427
124668	ZSCR	551	035-1	0	A2C53117474T	NA	A2C00003875	20	1351	"6R8,5%,TK250,250mW,1206,LIN RES/"		ROH	NA	0.6	4956269427
124668	ZSCR	551	035-1	0	A2C53117474T	NA	A2C00040488	1	1351	"600uH,200mA,SMD,COIL/2429T005"		ROH	NA	1.88	4956269427
124669	ZSCR	551	035-1	0	6598037612	NA	6577362054	1	1351	"100NF,10%,50V,X7R,0805,NISN,CE"		ROH	NA	0.05	4956269210
124669	ZSCR	551	035-1	0	6598037612	NA	6577672013	1	1351	"4.95V,28V,100MA,VOLT REG/"		ROH	NA	1.79	4956269210
124669	ZSCR	551	035-1	0	6598037612	NA	6588362002	1	1351	"QUARTZES / 4MHZ/0,5%/"		ROH	NA	1.09	4956269210
124669	ZSCR	551	035-1	0	6598037612	NA	6591602060	1	1351	BIP TRANSISTOR / BC817-25_____		ROH	NA	0.1	4956269210
124669	ZSCR	551	035-1	0	6598037612	NA	6591602080	1	1351	TRANSISTOR BCR119 SOT23		ROH	NA	0.1	4956269210
124669	ZSCR	551	035-1	0	6598037612	NA	6591602097	1	1351	"DIGITAL BIP TRANSISTOR 50V,70M"		ROH	NA	0.1	4956269210
124669	ZSCR	551	035-1	0	6598037612	NA	6592312071	1	1351	DIODO RECTIFICADOR		ROH	NA	0.18	4956269210
