No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	3011	045		Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
580206	27/01/2015	ZSCR	551	034-2	NA	'045	S180192100C	NA	A2C82752210	1	3011	045		1342	electronic assy BCU	NA	HALB	S.Real	294.29	S2_CMF1_. (APROBACION	NO	4986409060
580213	27/01/2015	MB1A	951	025-3	NA	'045	NA	1	S180192401A	6	3011	045		1253	BCM CMF1 IKEY (US) WITHOUT ESCL	VUG102545	FERT	NA	1993.98	S2_CMF1_. (APROBACION	NO	4986408528
580218	27/01/2015	ZSCR	551	040-2	NA	'045	A2C34172200	NA	A2C34172200	2	3011	045		1402	TSG*GM PWE PCB TOP MAN. ASSEMB	NA	HALB	S.Real/AutoBF	108.86	S6_KWANG JIN_J.JAVIER B	NO	4986409336
580221	27/01/2015	ZSCR	551	040-2	NA	'045	A2C34172200	NA	A2C34172200	1	3011	045		1402	TSG*GM PWE PCB TOP MAN. ASSEMB	NA	HALB	S.Real/AutoBF	54.43	S6_KWANG JIN_J.JAVIER B	NO	4986409336
580224	27/01/2015	ZSCR	551	040-3	NA	'045	A2C34172200	NA	A2C34172200	1	3011	045		1403	TSG*GM PWE PCB TOP MAN. ASSEMB	NA	HALB	S.Real/AutoBF	54.43	S6_KWANG JIN_J.JAVIER B	NO	4986409359
580227	27/01/2015	ZSCR	551	040-1	NA	'045	A2C34172200	NA	A2C34172200	1	3011	045		1401	TSG*GM PWE PCB TOP MAN. ASSEMB	NA	HALB	S.Real/AutoBF	54.43	S6_KWANG JIN_J.JAVIER B	NO	4986409305
580231	27/01/2015	ZSCR	551	034-2	NA	'045	A2C34172200	NA	A2C34172200	8	3011	045		1342	TSG*GM PWE PCB TOP MAN. ASSEMB	NA	HALB	S.Real/AutoBF	435.44	S6_KWANG JIN_J.JAVIER B	NO	4986409281
580339	27/01/2015	ZSCR	551	034-3	NA	'045	S180192170A	1	S180192170A	1	3011	045		1343	BCM CMF1 IKEY (US) WITHOUT ESCL	NA	FERT	NA	313.69	S2_CMF1_. (APROBACION	NO	4986408929
580356	28/01/2015	ZSCR	551	040-3	NA	'045	A2C81507500S	NA	A2C34525301	1	3011	045		1403	housing bottom assy	NA	ROH	NA	2.93	S1_FOB K2XX_L.LUIS LOPE	NO	4986409864
580357	28/01/2015	ZSCR	551	040-3	NA	'045	A2C32336900	NA	8800630143	1	3011	045		1403	Etiqueta unidad Clip On datamatrix	NA	ROH	NA	0.03	S1_FOB K2XX_L.LUIS LOPE	NO	4986409704
580357	28/01/2015	ZSCR	551	040-3	NA	'045	5WK49608C	NA	A2C00004906	1	3011	045		1403	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	1.63	S1_FOB K2XX_L.LUIS LOPE	NO	4986409718
580357	28/01/2015	ZSCR	551	040-3	NA	'045	A2C32336100	NA	A2C34524701	1	3011	045		1403	housing bottom assy	NA	ROH	NA	2.96	S1_FOB K2XX_L.LUIS LOPE	NO	4986409753
580357	28/01/2015	ZSCR	551	040-3	NA	'045	A2C32336100S	NA	A2C34525402	1	3011	045		1403	housing cover assy	NA	ROH	NA	15.94	S1_FOB K2XX_L.LUIS LOPE	NO	4986409889
580357	28/01/2015	ZSCR	551	040-3	NA	'045	A2C32336100	NA	A2C34525500	2	3011	045		1403	Side caps	NA	ROH	NA	28.38	S1_FOB K2XX_L.LUIS LOPE	NO	4986409928
580418	28/01/2015	ZSCR	551	034-2	NA	'045	A2C34172200	NA	A2C34172200	14	3011	045		1342	TSG*GM PWE PCB TOP MAN. ASSEMB	NA	HALB	S.Real/AutoBF	762.02	S6_KWANG JIN_J.JAVIER B	NO	4986409281
580607	28/01/2015	ZSCR	551	030-1	NA	'045	A2C8754070192	NA	A2C8754070192	6	3011	045		1301	pcb assy SMD BOT	NA	HALB	S.Real/AutoBF	187.56	S6_WEBASTO MUSTANG S550	NO	4986408334
580716	28/01/2015	MB1A	951	025-4	NA	'045	NA	NA	A2C9734820093	2	3011	045		1254	electronic assy BCU SMD TOP	NA	HALB	S.Real	556.94	S2_CMF1_.	NO	4986408496
