No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Doc. Header Tex	Déficit Stock	No.Docto.SAP		
623929	26/05/2015	ZSCR	551	034-4	NA	'015	5WK50218S	NA	A2C53371500	22	1344	housing	NA	ROH	NA	S4_BMW FBD 3_. (APROBA	NO			
623929	26/05/2015	ZSCR	551	034-4	NA	'015	A2C94289400	NA	A2C97752100	8	1344	pcb assy	NA	HALB	S.Real/AutoBF	S4_BMW FBD 3_. (APROBA	NO	4990092623		
623983	26/05/2015	ZSCR	551	034-3	NA	'015	5WY8834	NA	A2C53304050	2	1343	housing bottom	NA	ROH	NA	S1_DCU_A.ADRIAN CEBALLO	NO			
623983	26/05/2015	ZSCR	551	034-3	NA	'015	A2C53304026	NA	A2C53304052	2	1343	housing	NA	ROH	NA	S1_DCU_A.ADRIAN CEBALLO	NO			
623983	26/05/2015	ZSCR	551	034-3	NA	'015	5WY8833	NA	A2C53338452	2	1343	circuit board assy	NA	HALB	S.Real	S1_DCU_A.ADRIAN CEBALLO	NO	4990092920		
623989	26/05/2015	ZSCR	551	034-9	NA	'015	5WY8834	NA	A2C53304050	2	1349	housing bottom	NA	ROH	NA	S1_DCU_A.ADRIAN CEBALLO	NO			
623989	26/05/2015	ZSCR	551	034-9	NA	'015	A2C53304026	NA	A2C53304052	2	1349	housing	NA	ROH	NA	S1_DCU_A.ADRIAN CEBALLO	NO			
623989	26/05/2015	ZSCR	551	034-9	NA	'015	A2C53304030	NA	A2C53338452	2	1349	circuit board assy	NA	HALB	S.Real	S1_DCU_A.ADRIAN CEBALLO	NO	4990092930		
623995	26/05/2015	ZSCR	551	034-1	NA	'015	5WY8833	NA	A2C53338452	4	1341	circuit board assy	NA	HALB	S.Real	S1_DCU_A.ADRIAN CEBALLO	NO	4990092903		
624000	26/05/2015	ZSCR	551	040-3	NA	'015	A2C93554000	0402AA	A2C93554000	1	1403	control device TPM 315 MHz DMa	NA	FERT	NA	S5_HYUNDAI TPMS ECU_E.E	NO	4990090488		
624004	26/05/2015	ZSCR	551	034-2	NA	'015	A2C53406787	NA	A2C53402399	1	1342	housing	NA	ROH	NA	S5_HYUNDAI TPMS ECU_E.E	NO			
624004	26/05/2015	ZSCR	551	034-2	NA	'015	A2C53406787	NA	A2C53406789	1	1342	cover	NA	ROH	NA	S5_HYUNDAI TPMS ECU_E.E	NO			
624004	26/05/2015	ZSCR	551	034-2	NA	'015	A2C81952600	NA	A2C81952600	1	1342	pcb assy	NA	HALB	S.Real/AutoBF	S5_HYUNDAI TPMS ECU_E.E	NO	4990092646		
624007	26/05/2015	ZSCR	551	034-9	NA	'015	A2C53406787	NA	A2C53402399	1	1349	housing	NA	ROH	NA	S5_HYUNDAI TPMS ECU_E.E	NO			
624007	26/05/2015	ZSCR	551	034-9	NA	'015	A2C53406787	NA	A2C53406789	1	1349	cover	NA	ROH	NA	S5_HYUNDAI TPMS ECU_E.E	NO			
624007	26/05/2015	ZSCR	551	034-9	NA	'015	A2C93553900	NA	A2C81952600	1	1349	pcb assy	NA	HALB	S.Real/AutoBF	S5_HYUNDAI TPMS ECU_E.E	NO	4990092654		
624023	26/05/2015	ZSCR	551	030-1	NA	'015	A2C32880400	NA	A2C32880400	1	1301	housing assy TPM	NA	HALB	S.Real/AutoBF	S1_TIS 1D CHRYSLER_. (	NO	4990091938		
624132	26/05/2015	ZSCR	551	034-2	NA	'015	A2C53304026	NA	A2C53304052	1	1342	housing	NA	ROH	NA	S1_DCU_A.ADRIAN CEBALLO	NO			
624134	26/05/2015	ZSCR	551	042-4	NA	'015	5WY8834	NA	A2C53328412	1	1424	circuit board assy	NA	HALB	S.Real	S1_DCU_A.ADRIAN CEBALLO	NO	4990092880		
624185	26/05/2015	ZSCR	551	034-2	NA	'015	A2C80157400	NA	A2C53401335	4	1342	valve assy	NA	ROH	NA	S1_TG1C NISSAN_. (APRO	NO			
624185	26/05/2015	ZSCR	551	034-2	NA	'015	A2C92270600	NA	A2C53439916	4	1342	seal	NA	ROH	NA	S1_TG1C NISSAN_. (APRO	NO			
624185	26/05/2015	ZSCR	551	034-2	NA	'015	A2C92270600	NA	A2C53439917	4	1342	seat washer	NA	ROH	NA	S1_TG1C NISSAN_. (APRO	NO			
624185	26/05/2015	ZSCR	551	034-2	NA	'015	A2C92739501	NA	A2C92739501	4	1342	module assy TPM	NA	HALB	S.Real/AutoBF	S1_TG1C NISSAN_. (APRO	NO	4990091444		
624186	26/05/2015	ZSCR	551	034-2	NA	'015	A2C92270600	2800	A2C92270600	2	1342	actuator	NA	FERT	NA	S1_TG1C NISSAN_. (APRO	NO	4990090422		
624187	26/05/2015	ZSCR	551	034-2	NA	'015	A2C92270600	2800	A2C92270600	1	1342	actuator	NA	FERT	NA	S1_TG1C NISSAN_. (APRO	NO	4990090422		
624188	26/05/2015	MB1A	551	034-2	K96019	'015	NA	NA	A2C96008200	11	1095	valve core assy TPM	NA	HALB	S.Real/AutoBF	S1_TIS 1D REDI_. (APRO	NO	4990089065		
624189	26/05/2015	ZSCR	551	040-3	NA	'015	A2C98012900	NA	A2C95025000	11	1403	valve assy	NA	HALB	S.Real/AutoBF	S1_TIS 1D CHRYSLER_. (	NO	4990092128		
624190	26/05/2015	ZSCR	551	034-2	NA	'015	A2C95557700	NA	A2C95557700	5	1342	parts kit assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	S5_TIS1C127 HMC_A.ADRIA	NO	4990092728		
624191	26/05/2015	ZSCR	551	034-2	NA	'015	A2C95557700	NA	A2C95557700	1	1342	parts kit assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	S5_TIS1C127 HMC_A.ADRIA	NO	4990092728		
624192	26/05/2015	ZSCR	551	034-2	NA	'015	A2C31749200	NA	A2C32880400	3	1342	housing assy TPM	NA	HALB	S.Real/AutoBF	S1_TIS 1D CHRYSLER_. (	NO	4990091960		
624193	26/05/2015	ZSCR	551	034-2	NA	'015	A2C86954100	NA	A2C86176400	2	1342	housing assy TPM	NA	ROH	NA	S1_TIS 1D CHRYSLER_. (	NO			
624193	26/05/2015	ZSCR	551	034-2	NA	'015	A2C86733500	NA	A2C86733500	1	1342	pcb assy VDC	NA	HALB	S.Real/AutoBF	S1_TIS 1D CHRYSLER_. (	NO	4990091996		
624196	26/05/2015	ZSCR	551	034-2	NA	'015	A2C83767300	NA	A2C32880100	3	1342	module assy TPM	NA	HALB	S.Real/AutoBF	S1_TIS 1D CHRYSLER_. (	NO	4990091885		
624197	26/05/2015	ZSCR	551	034-2	NA	'015	A2C83767300	NA	A2C32880100	2	1342	module assy TPM	NA	HALB	S.Real/AutoBF	S1_TIS 1D CHRYSLER_. (	NO	4990091885		
624198	26/05/2015	ZSCR	551	034-2	NA	'015	A2C83767300	NA	A2C32880400	1	1342	housing assy TPM	NA	HALB	S.Real/AutoBF	S1_TIS 1D CHRYSLER_. (	NO	4990091960		
624199	26/05/2015	MB1A	551	034-2	K96019	'015	NA	NA	A2C95894900	2	1095	module assy	NA	HALB	S.Real/AutoBF	S1_TIS 1D REDI_. (APRO	NO	4990089065		
624200	26/05/2015	MB1A	551	034-2	K96019	'015	A2C97191900	NA	A2C95894800	1	1095	housing assy	NA	HALB	S.Real/AutoBF	S1_TIS 1D REDI_. (APRO	NO	4990089065		
624201	26/05/2015	MB1A	551	034-2	K96019	'015	NA	NA	A2C86176400	4	1095	housing assy TPM	NA	ROH	NA	S1_TIS 1D REDI_. (APRO	NO	4990089065		
624201	26/05/2015	MB1A	551	034-2	K96019	'015	NA	NA	A2C9183700093	2	1095	circuit board assy TPM 315 MHz SMD TOP	NA	HALB	S.Real	S1_TIS 1D REDI_. (APRO	NO	4990089065		
624202	26/05/2015	MB1A	551	034-2	K96019	'015	NA	NA	A2C95894800	5	1095	housing assy	NA	HALB	S.Real/AutoBF	S1_TIS 1D REDI_. (APRO	NO	4990089065		
624203	26/05/2015	ZSCR	551	030-1	NA	'050	A2C8551390092	NA	A2C8551390092	48	1301	Crcuit board assy TPM Bottom	NA	HALB	S.Real/AutoBF	S1_TIS1C127 BMW_A.ADRIA	NO	4990092420		
624204	26/05/2015	ZSCR	551	034-2	NA	'015	S180052056	NA	A2C53375807	2	1342	valve body assy	NA	ROH	NA	S1_TIS1C127 BMW_A.ADRIA	NO			
624205	26/05/2015	ZSCR	551	034-2	NA	'015	S180052056	NA	A2C37966500	2	1342	parts kit assy TPM	NA	HALB	S.Real/AutoBF	S1_TIS1C127 BMW_A.ADRIA	NO	4990092345		
624206	26/05/2015	ZSCR	551	022-2	NA	'015	A2C30723201	NA	A2C53311707	8	1222	housing	NA	ROH	NA	S1_TIS1C127 BMW_A.ADRIA	NO			
624207	26/05/2015	ZSCR	551	034-2	NA	'015	A2C37966500	NA	A2C37966600	3	1342	module assy TPM	NA	HALB	S.Real/AutoBF	S1_TIS1C127 BMW_A.ADRIA	NO	4990092386		
624266	27/05/2015	ZSCR	551	034-4	NA	'015	A2C35029700	NA	A2C37762500	1	1344	pcb assy V2/V3/V5	NA	HALB	S.Real/AutoBF	S4_BMW FBD 3_. (APROBA	NO	4990092512		
624266	27/05/2015	ZSCR	551	034-4	NA	'015	5WK50220S	NA	A2C53393484	1	1344	housing	NA	ROH	NA	S4_BMW FBD 3_. (APROBA	NO			
624275	27/05/2015	ZSCR	551	034-2	NA	'015	A2C35029700	NA	A2C37762500	1	1342	pcb assy V2/V3/V5	NA	HALB	S.Real/AutoBF	S4_BMW FBD 3_. (APROBA	NO	4990092535		
624275	27/05/2015	ZSCR	551	034-2	NA	'015	5WK50220S	NA	A2C53393484	1	1342	housing	NA	ROH	NA	S4_BMW FBD 3_. (APROBA	NO			
624286	27/05/2015	ZSCR	551	034-2	NA	'015	A2C53406788	NA	A2C53430181	200	1342	"label 50,00x 25,00mm white foil"	NA	ROH	NA	S5_HYUNDAI TPMS ECU_E.E	NO			
624286	27/05/2015	ZSCR	551	034-2	NA	'015	A2C53406787	NA	A2C53430182	100	1342	"label 50,00x 25,00mm yello foil"	NA	ROH	NA	S5_HYUNDAI TPMS ECU_E.E	NO			
624303	27/05/2015	ZSCR	551	042-4	NA	'015	5WK50227	NA	A2C3752360093	7	1424	pcb assy	NA	HALB	S.Real	S1_BMW_A.ADRIAN CEBALLO	NO	4990092813		
624304	27/05/2015	ZSCR	551	034-2	NA	'015	A2C35027200	NA	A2C37762400	3	1342	pcb assy V01/V04	NA	HALB	S.Real/AutoBF	S4_BMW FBD 3_. (APROBA	NO	4990092485		
624304	27/05/2015	ZSCR	551	034-2	NA	'015	5WK50220S	NA	A2C53393484	3	1342	housing	NA	ROH	NA	S4_BMW FBD 3_. (APROBA	NO			
624304	27/05/2015	ZSCR	551	034-2	NA	'015	A2C94289400	NA	A2C97752100	7	1342	pcb assy	NA	HALB	S.Real/AutoBF	S4_BMW FBD 3_. (APROBA	NO	4990092582		
624326	27/05/2015	ZSCR	551	034-2	NA	'015	5WY8834	NA	A2C53328412	1	1342	circuit board assy	NA	HALB	S.Real	S1_DCU_A.ADRIAN CEBALLO	NO	4990092854		
624471	27/05/2015	ZSCR	551	042-4	NA	'015	5WK50228	NA	A2C37523900	3	1424	pcb assy	NA	HALB	S.Real/AutoBF	S1_BMW_A.ADRIAN CEBALLO	NO	4990090597		
624471	27/05/2015	ZSCR	551	042-4	NA	'015	5WK50218S	NA	A2C53371500	3	1424	housing	NA	ROH	NA	S1_BMW_A.ADRIAN CEBALLO	NO			
624530	27/05/2015	ZSCR	551	034-2	NA	'015	A2C83143000	NA	A2C84455600	1	1342	parts kit assy TPM	NA	HALB	S.Real/AutoBF	S1_TG1C UNIVERSAL_. (A	NO	4990091599		
624531	27/05/2015	ZSCR	551	034-2	NA	'015	A2C92270400	NA	A2C53401335	1	1342	valve assy	NA	ROH	NA	S1_TG1C UNIVERSAL_. (A	NO			
624532	27/05/2015	ZSCR	551	040-3	NA	'015	A2C83143000	NA	A2C84455600	1	1403	parts kit assy TPM	NA	HALB	S.Real/AutoBF	S1_TG1C UNIVERSAL_. (A	NO	4990091650		
624534	27/05/2015	ZSCR	551	034-2	NA	'015	A2C37966400	NA	A2C37966600	2	1342	module assy TPM	NA	HALB	S.Real/AutoBF	S1_TIS1C127 BMW_A.ADRIA	NO	4990092386		
624535	27/05/2015	ZSCR	551	040-1	NA	'015	A2C37966400	NA	A2C37966600	1	1401	module assy TPM	NA	HALB	S.Real/AutoBF	S1_TIS1C127 BMW_A.ADRIA	NO	4990092397		
624536	27/05/2015	ZSCR	551	034-2	NA	'015	A2C95557700	NA	A2C95557500	7	1342	housing assy	NA	HALB	S.Real/AutoBF	S1_TIS1C127 BMW_A.ADRIA	NO	4990092435		
624537	27/05/2015	ZSCR	551	034-2	NA	'015	A2C33099101	NA	A2C00052450	10	1342	"EM OTH BATTERY/CR2050HR,340mAh,3V"	NA	ROH	NA	S1_TIS 1D CHRYSLER_. (	NO			
624538	27/05/2015	ZSCR	551	034-2	NA	'015	A2C86953900	NA	A2C86176400	1	1342	housing assy TPM	NA	ROH	NA	S1_TIS 1D CHRYSLER_. (	NO			
624538	27/05/2015	ZSCR	551	034-2	NA	'015	A2C32880100	NA	A2C86720500	1	1342	pcb assy VDC	NA	HALB	S.Real/AutoBF	S1_TIS 1D CHRYSLER_. (	NO	4990091976		
624539	27/05/2015	ZSCR	551	040-3	NA	'015	A2C83767300	NA	A2C32880100	2	1403	module assy TPM	NA	HALB	S.Real/AutoBF	S1_TIS 1D CHRYSLER_. (	NO	4990091885		
624541	27/05/2015	ZSCR	551	034-2	NA	'015	A2C98012900	NA	A2C98103500	1	1342	parts kit assy TPM	NA	HALB	S.Real/AutoBF	S1_TIS 1D CHRYSLER_. (	NO	4990092051		
624543	27/05/2015	ZSCR	551	034-2	NA	'015	5WY9012	NA	A2C32880400	9	1342	housing assy TPM	NA	HALB	S.Real/AutoBF	S1_TIS 1D CHRYSLER_. (	NO	4990091960		
624545	27/05/2015	ZSCR	551	034-2	NA	'015	A2C31749200	NA	A2C95025000	100	1342	valve assy	NA	HALB	S.Real/AutoBF	S1_TIS 1D CHRYSLER_. (	NO	4990092021		
624546	27/05/2015	MB1A	551	034-2	K96019	'015	NA	NA	A2C00052450	8	1095	"EM OTH BATTERY/CR2050HR,340mAh,3V"	NA	ROH	NA	S1_TIS 1D REDI_. (APRO	NO	4990089065		
624548	27/05/2015	MB1A	551	034-2	K96019	'015	NA	NA	A2C95894800	5	1095	housing assy	NA	HALB	S.Real/AutoBF	S1_TIS 1D REDI_. (APRO	NO	4990089065		
624549	27/05/2015	MB1A	551	034-2	K96019	'015	A2C97191900	NA	A2C95894800	4	1095	housing assy	NA	HALB	S.Real/AutoBF	S1_TIS 1D REDI_. (APRO	NO	4990089065		
624550	27/05/2015	MB1A	551	034-2	K96019	'015	NA	NA	A2C95894900	3	1095	module assy	NA	HALB	S.Real/AutoBF	S1_TIS 1D REDI_. (APRO	NO	4990089065		
624551	27/05/2015	MB1A	551	034-2	K96019	'015	NA	NA	A2C53413509	2	1095	cover NC	NA	ROH	NA	S1_TIS 1D REDI_. (APRO	NO	4990089065		
624551	27/05/2015	MB1A	551	034-2	K96019	'015	A2C86953900	NA	A2C86176400	6	1095	housing assy TPM	NA	ROH	NA	S1_TIS 1D REDI_. (APRO	NO	4990089065		
624551	27/05/2015	MB1A	551	034-2	K96019	'015	A2C97191900	NA	A2C9183700093	7	1095	circuit board assy TPM 315 MHz SMD TOP	NA	HALB	S.Real	S1_TIS 1D REDI_. (APRO	NO	4990089065		
624552	27/05/2015	MB1A	551	034-2	K96019	'015	A2C97191900	NA	A2C96008200	7	1095	valve core assy TPM	NA	HALB	S.Real/AutoBF	S1_TIS 1D REDI_. (APRO	NO	4990089065		
624554	27/05/2015	ZSCR	551	040-3	NA	'015	A2C37966400	NA	A2C37966500	20	1403	parts kit assy TPM	NA	HALB	S.Real/AutoBF	S1_TIS1C127 BMW_A.ADRIA	NO	4990092368		
624555	27/05/2015	ZSCR	551	034-2	NA	'015	A2C37966500	NA	A2C37966600	1	1342	module assy TPM	NA	HALB	S.Real/AutoBF	S1_TIS1C127 BMW_A.ADRIA	NO	4990092386		
624556	27/05/2015	MB1A	951	025-3	NA	'015	NA	NA	A2C85513900	141	1253	circuit board assy TPM	ECN261020	HALB	S.Real/AutoBF	S1_TIS1C127 BMW_A.ADRIA	NO	4990089177		
624558	27/05/2015	MB1A	951	025-3	NA	'015	A2C33017300	NA	A2C53327812	7	1253	"sealing ring 10x 4,4"	ECN261020	ROH	NA	S5_TG1C HONDA_M.MIGUEL	NO	4990089218		
624558	27/05/2015	MB1A	951	025-3	NA	'015	A2C53402230	NA	A2C53402230	7	1253	module assy TPM 315 MHz	ECN261020	HALB	S.Real/AutoBF	S5_TG1C HONDA_M.MIGUEL	NO	4990089218		
624558	27/05/2015	MB1A	951	025-3	NA	'015	A2C95557100	NA	A2C82523500	7	1253	valve assy blanck	ECN261020	ROH	NA	S5_TG1C HONDA_M.MIGUEL	NO	4990089218		
624560	27/05/2015	ZSCR	551	034-2	NA	'015	A2C30723200	NA	A2C00046497	21	1342	"EM OTH BATTERY/CR2450S,500mAh,3V"	NA	ROH	NA	S5_TG1C HONDA_M.MIGUEL	NO			
624561	27/05/2015	ZSCR	551	040-3	NA	'015	A2C97659100	NA	A2C97659100	2	1403	module assy TPM	NA	HALB	S.Real/AutoBF	S5_TG1C HONDA_M.MIGUEL	NO	4990092674		
624562	27/05/2015	ZSCR	551	022-2	NA	'015	A2C92082800	NA	A2C92082800	1	1222	housing assy TPM	NA	HALB	S.Real/AutoBF	S5_TG1C HONDA_M.MIGUEL	NO	4990092690		
624563	28/05/2015	ZSCR	551	034-2	NA	'050	A2C8314420093	NA	A2C8314420093	2	1342	circuit board assy TPM Top	NA	HALB	S.Real	S1_TG1C UNIVERSAL_. (A	NO	4990093102		
624565	28/05/2015	ZSCR	551	034-2	NA	'050	A2C8156880093	NA	A2C8156880093	2	1342	circuit board assy TPM TOP	NA	HALB	S.Real	S1_TG1C UNIVERSAL_. (A	NO	4990093085		
624575	28/05/2015	ZSCR	551	022-2	NA	'015	5WY9012	NA	A2C32880400	8	1222	housing assy TPM	NA	HALB	S.Real/AutoBF	S1_TIS 1D CHRYSLER_. (	NO	4990091914		
624576	28/05/2015	ZSCR	551	034-2	NA	'015	5WY9012	NA	A2C32880100	1	1342	module assy TPM	NA	HALB	S.Real/AutoBF	S1_TIS 1D CHRYSLER_. (	NO	4990091885		
624577	28/05/2015	MB1A	551	022-2	K96019	'015	NA	NA	A2C95894800	3	1095	housing assy	NA	HALB	S.Real/AutoBF	S1_TIS 1D REDI_. (APRO	NO	4990089065		
624578	28/05/2015	ZSCR	551	034-2	NA	'015	A2C53347681	NA	A2C53401175	20	1342	parts kit assy TPM	NA	HALB	S.Real/AutoBF	S1_TIS 1C MMC_. (APROB	NO	4990091776		
624579	28/05/2015	ZSCR	551	034-2	NA	'015	A2C84455600	NA	A2C84455600	5	1342	parts kit assy TPM	NA	HALB	S.Real/AutoBF	S1_TG1C UNIVERSAL_. (A	NO	4990091599		
624580	28/05/2015	ZSCR	551	040-3	NA	'015	A2C83143000	NA	A2C84455600	1	1403	parts kit assy TPM	NA	HALB	S.Real/AutoBF	S1_TG1C UNIVERSAL_. (A	NO	4990091650		
624581	28/05/2015	ZSCR	551	040-3	NA	'015	A2C82208300	NA	A2C87144100	1	1403	module assy TPM 433 MHz	NA	HALB	S.Real/AutoBF	S1_TG1C NISSAN_. (APRO	NO	4990090959		
624582	28/05/2015	ZSCR	551	034-2	NA	'015	A2C82208300	NA	A2C87144100	2	1342	module assy TPM 433 MHz	NA	HALB	S.Real/AutoBF	S1_TG1C NISSAN_. (APRO	NO	4990090924		
624583	28/05/2015	ZSCR	551	034-2	NA	'015	A2C92270400	2800	A2C92270400	1	1342	wheel unit TPM	NA	FERT	NA	S1_TG1C NISSAN_. (APRO	NO	4990090357		
624584	28/05/2015	ZSCR	551	034-2	NA	'015	A2C92270400	2800	A2C92270400	1	1342	wheel unit TPM	NA	FERT	NA	S1_TG1C NISSAN_. (APRO	NO	4990090357		
624585	28/05/2015	ZSCR	551	042-4	NA	'015	A2C92270400	2800	A2C92270400	1	1424	wheel unit TPM	NA	FERT	NA	S1_TG1C NISSAN_. (APRO	NO	4990090374		
624586	28/05/2015	ZSCR	551	040-5	NA	'015	A2C95557700	NA	A2C95557700	9	1405	parts kit assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	S1_TG1C HYUNDAI_M.MIGUE	NO	4990090712		
624587	28/05/2015	ZSCR	551	034-2	NA	'015	A2C95557700	NA	A2C95557700	1	1342	parts kit assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	S1_TG1C HYUNDAI_M.MIGUE	NO	4990090727		
624588	28/05/2015	ZSCR	551	034-2	NA	'015	A2C86767500	NA	A2C86767500	1	1342	circuit board assy TPM	NA	HALB	S.Real/AutoBF	S1_TG1C HYUNDAI_M.MIGUE	NO	4990090675		
624589	28/05/2015	ZSCR	551	042-4	NA	'015	A2C30777500	NA	A2C81508000	1	1424	parts kit assy	NA	HALB	S.Real/AutoBF	S1_TG1C UNIVERSAL_. (A	NO	4990091723		
624590	28/05/2015	ZSCR	551	034-2	NA	'015	A2C30777500	NA	A2C82522300	4	1342	valve assy grey	NA	ROH	NA	S1_TG1C UNIVERSAL_. (A	NO			
624591	28/05/2015	ZSCR	551	034-2	NA	'015	A2C81508100	NA	A2C81508100	1	1342	parts kit assy	NA	HALB	S.Real/AutoBF	S1_TG1C UNIVERSAL_. (A	NO	4990091520		
624592	28/05/2015	ZSCR	551	034-2	NA	'015	5WY8547	NA	A2C00046497	17	1342	"EM OTH BATTERY/CR2450S,500mAh,3V"	NA	ROH	NA	S1_TIS1C127 BMW_A.ADRIA	NO			
624593	28/05/2015	ZSCR	551	034-2	NA	'015	5WY8828	NA	A2C53422372	4	1342	housing	NA	ROH	NA	S1_TG1C NISSAN_. (APRO	NO			
624594	28/05/2015	ZSCR	551	034-2	NA	'015	A2C37966600	NA	A2C37966600	1	1342	module assy TPM	NA	HALB	S.Real/AutoBF	S1_TIS1C127 BMW_A.ADRIA	NO	4990092386		
624595	28/05/2015	ZSCR	551	034-2	NA	'015	A2C30777500	NA	A2C82522300	1	1342	valve assy grey	NA	ROH	NA	S1_TG1C HYUNDAI_M.MIGUE	NO			
624596	28/05/2015	ZSCR	551	034-2	NA	'015	A2C95557600	NA	A2C95557600	1	1342	module assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	S1_TG1C HYUNDAI_M.MIGUE	NO	4990090688		
624597	28/05/2015	ZSCR	551	034-2	NA	'015	A2C95557600	NA	A2C95557600	1	1342	module assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	S1_TG1C HYUNDAI_M.MIGUE	NO	4990090688		
624598	28/05/2015	ZSCR	551	034-2	NA	'015	5WY9012	NA	A2C00052450	3	1342	"EM OTH BATTERY/CR2050HR,340mAh,3V"	NA	ROH	NA	S1_TIS 1D CHRYSLER_. (	NO			
624599	28/05/2015	ZSCR	551	034-2	NA	'015	A2C32880100	NA	A2C86176400	2	1342	housing assy TPM	NA	ROH	NA	S1_TIS 1D CHRYSLER_. (	NO			
624600	28/05/2015	ZSCR	551	034-2	NA	'015	5WY9012	NA	A2C32880100	2	1342	module assy TPM	NA	HALB	S.Real/AutoBF	S1_TIS 1D CHRYSLER_. (	NO	4990091885		
624601	28/05/2015	ZSCR	551	034-2	NA	'015	5WY9012	NA	A2C32880400	3	1342	housing assy TPM	NA	HALB	S.Real/AutoBF	S1_TIS 1D CHRYSLER_. (	NO	4990091960		
624602	28/05/2015	ZSCR	551	040-3	NA	'015	5WY8828	NA	A2C00051931	1	1403	"EM OTH BATTERY/CR2450S,500mAh,3V"	NA	ROH	NA	S1_TG1C UNIVERSAL_. (A	NO			
624603	28/05/2015	ZSCR	551	034-2	NA	'015	5WY9012	NA	A2C00052450	3	1342	"EM OTH BATTERY/CR2050HR,340mAh,3V"	NA	ROH	NA	S1_TIS 1D CHRYSLER_. (	NO			
624605	28/05/2015	MB1A	551	034-2	K96019	'015	NA	NA	A2C95025000	2	1095	valve assy	NA	HALB	S.Real/AutoBF	S1_TIS 1D REDI_. (APRO	NO	4990089065		
624607	28/05/2015	MB1A	551	034-2	K96019	'015	NA	NA	A2C95025000	7	1095	valve assy	NA	HALB	S.Real/AutoBF	S1_TIS 1D REDI_. (APRO	NO	4990089065		
624608	28/05/2015	MB1A	551	034-2	K96019	'015	NA	NA	A2C95894900	6	1095	module assy	NA	HALB	S.Real/AutoBF	S1_TIS 1D REDI_. (APRO	NO	4990089065		
624609	28/05/2015	MB1A	551	034-2	K96019	'015	NA	NA	A2C95894800	8	1095	housing assy	NA	HALB	S.Real/AutoBF	S1_TIS 1D REDI_. (APRO	NO	4990089065		
624611	28/05/2015	ZSCR	551	040-5	NA	'015	A2C53347681	NA	A2C53401175	4	1405	parts kit assy TPM	NA	HALB	S.Real/AutoBF	S1_TIS 1C MMC_. (APROB	NO	4990091845		
624612	28/05/2015	ZSCR	551	040-5	NA	'015	A2C53347681	NA	A2C53401175	10	1405	parts kit assy TPM	NA	HALB	S.Real/AutoBF	S1_TIS 1C MMC_. (APROB	NO	4990091845		
624613	28/05/2015	ZSCR	551	034-2	NA	'015	A2C53347681	NA	A2C53401175	1	1342	parts kit assy TPM	NA	HALB	S.Real/AutoBF	S1_TIS 1C MMC_. (APROB	NO	4990091776		
624614	28/05/2015	ZSCR	551	040-3	NA	'015	A2C83143000	NA	A2C84455700	1	1403	parts kit assy TPM	NA	HALB	S.Real/AutoBF	S1_TG1C UNIVERSAL_. (A	NO	4990091680		
624615	28/05/2015	ZSCR	551	034-2	NA	'015	A2C83143000	NA	A2C84455600	3	1342	parts kit assy TPM	NA	HALB	S.Real/AutoBF	S1_TG1C UNIVERSAL_. (A	NO	4990091599		
624616	28/05/2015	ZSCR	551	040-3	NA	'015	A2C96636000	NA	A2C96636000	4	1403	module assy TPM	NA	HALB	S.Real/AutoBF	S1_TIS1C 127 TESLA_. (	NO	4990092312		
624617	28/05/2015	ZSCR	551	034-2	NA	'015	A2C87144000	NA	A2C87144000	3	1342	housing assy	NA	HALB	S.Real/AutoBF	S1_TG1C NISSAN_. (APRO	NO	4990090860		
624618	28/05/2015	ZSCR	551	040-5	NA	'015	A2C82208300	NA	A2C82208300	2	1405	control device TPM 433 MHz	NA	HALB	S.Real/AutoBF	S1_TG1C NISSAN_. (APRO	NO	4990090780		
624619	28/05/2015	ZSCR	551	034-2	NA	'015	A2C87144100	NA	A2C87144100	1	1342	module assy TPM 433 MHz	NA	HALB	S.Real/AutoBF	S1_TG1C NISSAN_. (APRO	NO	4990090924		
624620	28/05/2015	ZSCR	551	034-2	NA	'015	A2C87144100	NA	A2C87144100	1	1342	module assy TPM 433 MHz	NA	HALB	S.Real/AutoBF	S1_TG1C NISSAN_. (APRO	NO	4990090924		
624621	28/05/2015	ZSCR	551	034-2	NA	'015	A2C87144100	NA	A2C87144100	6	1342	module assy TPM 433 MHz	NA	HALB	S.Real/AutoBF	S1_TG1C NISSAN_. (APRO	NO	4990090924		
624624	28/05/2015	ZSCR	551	022-2	NA	'015	A2C95894800	NA	A2C95894800	7	1222	housing assy	NA	HALB	S.Real/AutoBF	S1_TIS 1D CHRYSLER_. (	NO	4990092080		
624627	28/05/2015	ZSCR	551	034-2	NA	'015	5WY9012	NA	A2C32880400	3	1342	housing assy TPM	NA	HALB	S.Real/AutoBF	S1_TIS 1D CHRYSLER_. (	NO	4990091960		
