No.Item	Fecha	 	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	3011	054	 	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP		
542205	30/10/2014	ZSCR	551	035-1	0	'054	A2C53417068A	NA	A2C00071500	652				1351	"D REC/SBAV99WT1G,70V,200mA,SOT323_3,0s"		ROH	NA	52.16	PS_VW10 LC_N.NORTON MAR	NO	4983481816		
542206	30/10/2014	ZSCR	551	035-1	0	'054	A2C53388687	NA	A2C00003779	40				1351	"R LIN,100R,5%,TK200,100mW,0603"		ROH	NA	0.4	PS_ARAMIS 2012_N.NORTON	NO	4983480749		
542206	30/10/2014	ZSCR	551	035-1	0	'054	A2C53388687	NA	A2C00004408	27				1351	"R LIN,4K7,1%,TK100,100mW,0603"		ROH	NA	0.27	PS_ARAMIS 2012_N.NORTON	NO	4983480749		
542206	30/10/2014	ZSCR	551	035-1	0	'054	A2C53388687	NA	A2C00005646	18				1351	"100R,1%,TK100,125mW,0805,LIN RES/"		ROH	NA	0.36	PS_ARAMIS 2012_N.NORTON	NO	4983480749		
542206	30/10/2014	ZSCR	551	035-1	0	'054	A2C53388687	NA	A2C00019439	12				1351	"T BIP/BCR35PN E6327,SOT363"		ROH	NA	2.28	PS_ARAMIS 2012_N.NORTON	NO	4983480749		
542206	30/10/2014	ZSCR	551	035-1	0	'054	A2C53388687	NA	A2C00020895	13				1351	"70V,150mA,2, common anode, FAST,SOT323_3"		ROH	NA	0.91	PS_ARAMIS 2012_N.NORTON	NO	4983480749		
542206	30/10/2014	ZSCR	551	035-1	0	'054	A2C53388687	NA	A2C00031473	170	3011	054	 	1351	"330nF,10%,50V,X7R,0805,TINNED,CER CAP/"		ROH	NA	11.9	PS_ARAMIS 2012_N.NORTON	NO	4983486279		
542206	30/10/2014	ZSCR	551	035-1	0	'054	A2C53388687	NA	A2C00033760	8				1351	"220nF,10%,50V,X7R,0805,Sn,CER CAP/GCM"		ROH	NA	0.48	PS_ARAMIS 2012_N.NORTON	NO	4983480749		
542206	30/10/2014	ZSCR	551	035-1	0	'054	A2C53388687	NA	A2C00037377	77				1351	"6.8uH,570mA,SMD,COIL/SIMID 1210-H100"		ROH	NA	19.25	PS_ARAMIS 2012_N.NORTON	NO	4983480749		
542206	30/10/2014	ZSCR	551	035-1	0	'054	A2C53388687	NA	A2C00037378	78				1351	"TA CAP,TA,47uF,10%,6.3V,SMD"		ROH	NA	56.94	PS_ARAMIS 2012_N.NORTON	NO	4983480749		
542206	30/10/2014	ZSCR	551	035-1	0	'054	A2C53388687	NA	A2C00037383	34				1351	"TA CAP,TA,22uF,10%,25V,SMD"		ROH	NA	61.2	PS_ARAMIS 2012_N.NORTON	NO	4983480749		
542206	30/10/2014	ZSCR	551	035-1	0	'054	A2C53388687	NA	A2C00039660	7				1351	"2K55,0.1%,TK25,100mW,0603,LIN RES/RT0603"		ROH	NA	1.61	PS_ARAMIS 2012_N.NORTON	NO	4983480749		
542206	30/10/2014	ZSCR	551	035-1	0	'054	A2C53388687	NA	A2C00042657	95				1351	"100uH,950mA,SMD,COIL/SLN10145T-101MR95"		ROH	NA	118.75	PS_ARAMIS 2012_N.NORTON	NO	4983484443		
542206	30/10/2014	ZSCR	551	035-1	0	'054	A2C53388687	NA	A2C00047022	52				1351	"TA CAP,TA,100uF,20%,16V,SMD"		ROH	NA	87.88	PS_ARAMIS 2012_N.NORTON	NO	4983480749		
542206	30/10/2014	ZSCR	551	035-1	0	'054	A2C53388687	NA	A2C00723300	1656				1351	"R VARIS,17V,50V,0603"		ROH	NA	264.96	PS_ARAMIS 2012_N.NORTON	NO	4983480749		
542207	30/10/2014	ZSCR	551	035-1	0	'054	A2C9666060092	NA	A2C00003490	89				1351	"3R3,5%,TK500,250mW,1206,LIN RES/"		ROH	NA	1.78	PS_FIAT BRAZIL_N.NORTON	NO	4983484365		
542207	30/10/2014	ZSCR	551	035-1	0	'054	A2C9666060092	NA	A2C00006946	10				1351	"40V,750mA,1,SCHOTTKY,SOD323,RECT DIODE/B"		ROH	NA	3.2	PS_FIAT BRAZIL_N.NORTON	NO	4983484365		
542209	30/10/2014	ZSCR	551	035-1	0	'054	A2C53412223	NA	A2C00010918	81				1351	"R LIN,100K,1%,TK100,63mW,0402"		ROH	NA	0.81	PSAD_GM BRASIL_N.NORTON	NO	4983481720		
542209	30/10/2014	ZSCR	551	035-1	0	'054	A2C53412223	NA	A2C00020218	499				1351	"12pF,5%,50V,C0G,0603,TINNED,CER CAP/"		ROH	NA	9.98	PSAD_GM BRASIL_N.NORTON	NO	4983481720		
542209	30/10/2014	ZSCR	551	035-1	0	'054	A2C53412223	NA	A2C00039362	77				1351	"12MHz,0.5%,CSTCE,CER RESONATOR"		ROH	NA	64.68	PSAD_GM BRASIL_N.NORTON	NO	4983481720		
542209	30/10/2014	ZSCR	551	035-1	0	'054	A2C53412223	NA	A2C00049407	1				1351	"ACCELEROMETER, dual-axis, selectable ran"		ROH	NA	16.86	PSAD_GM BRASIL_N.NORTON	NO	4983481720		
542209	30/10/2014	ZSCR	551	035-1	0	'054	A2C53412223	NA	A2C00051999	12				1351	"2.2mF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	95.28	PSAD_GM BRASIL_N.NORTON	NO	4983481720		
542210	30/10/2014	ZSCR	551	035-1	0	'054	A2C53412223	NA	A2C00051989	57				1351	"100uF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	50.73	PSAD_GM BRASIL_N.NORTON	NO	4983481720		
542210	30/10/2014	ZSCR	551	035-1	0	'054	A2C53412223	NA	A2C00051994	10	3011	054	 	1351	"330uF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	10.2	PSAD_GM BRASIL_N.NORTON	NO	4983486320		
542210	30/10/2014	ZSCR	551	035-1	0	'054	A2C53412223	NA	A2C00051999	1				1351	"2.2mF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	7.94	PSAD_GM BRASIL_N.NORTON	NO	4983481720		
542211	30/10/2014	ZSCR	551	035-1	0	'054	A2C8337860193	NA	A2C00000568	3				1351	"T BIP/BC 847S E6327,SOT363"		ROH	NA	0.42	PSAD_DAIMLER STAR 2_N.N	NO	4983484069		
542211	30/10/2014	ZSCR	551	035-1	0	'054	A2C8337860193	NA	A2C00004349	4				1351	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	0.04	PSAD_DAIMLER STAR 2_N.N	NO	4983484069		
542211	30/10/2014	ZSCR	551	035-1	0	'054	A2C8337860193	NA	A2C00004364	1				1351	"R LIN,33K2,1%,TK100,100mW,0603"		ROH	NA	0.01	PSAD_DAIMLER STAR 2_N.N	NO	4983484069		
542211	30/10/2014	ZSCR	551	035-1	0	'054	A2C8337860193	NA	A2C00006609	11				1351	"R LIN,100R,5%,TK200,63mW,0402"		ROH	NA	0.11	PSAD_DAIMLER STAR 2_N.N	NO	4983484069		
542211	30/10/2014	ZSCR	551	035-1	0	'054	A2C8337860193	NA	A2C00006616	84				1351	"R LIN,7K5,5%,TK200,63mW,0402"		ROH	NA	0.84	PSAD_DAIMLER STAR 2_N.N	NO	4983484069		
542211	30/10/2014	ZSCR	551	035-1	0	'054	A2C8337860193	NA	A2C00010465	2				1351	"10K,1%,TK100,63mW,0402,LIN RES/CRCW"		ROH	NA	0.02	PSAD_DAIMLER STAR 2_N.N	NO	4983484069		
542211	30/10/2014	ZSCR	551	035-1	0	'054	A2C8337860193	NA	A2C00019591	12				1351	"R LIN,4K12,1%,TK100,63mW,0402"		ROH	NA	0.12	PSAD_DAIMLER STAR 2_N.N	NO	4983484069		
542211	30/10/2014	ZSCR	551	035-1	0	'054	A2C8337860193	NA	A2C00019592	20				1351	"R LIN,5K62,1%,TK100,63mW,0402"		ROH	NA	0.2	PSAD_DAIMLER STAR 2_N.N	NO	4983484069		
542211	30/10/2014	ZSCR	551	035-1	0	'054	A2C8337860193	NA	A2C00022829	2				1351	"R LIN,56K,1%,TK100,63mW,0402"		ROH	NA	0.02	PSAD_DAIMLER STAR 2_N.N	NO	4983484069		
542211	30/10/2014	ZSCR	551	035-1	0	'054	A2C8337860193	NA	A2C00023857	21				1351	"F BEAD/BLM41P,90mOhm,1KOhm,1.5A,SMD"		ROH	NA	6.93	PSAD_DAIMLER STAR 2_N.N	NO	4983484069		
542211	30/10/2014	ZSCR	551	035-1	0	'054	A2C8337860193	NA	A2C00033760	71				1351	"220nF,10%,50V,X7R,0805,Sn,CER CAP/GCM"		ROH	NA	4.26	PSAD_DAIMLER STAR 2_N.N	NO	4983484069		
542211	30/10/2014	ZSCR	551	035-1	0	'054	A2C8337860193	NA	A2C00039667	19				1351	"22K,0.1%,TK25,100mW,0603,LIN RES/"		ROH	NA	5.51	PSAD_DAIMLER STAR 2_N.N	NO	4983484069		
542211	30/10/2014	ZSCR	551	035-1	0	'054	A2C8337860193	NA	A2C00051989	2				1351	"100uF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	1.78	PSAD_DAIMLER STAR 2_N.N	NO	4983484069		
542211	30/10/2014	ZSCR	551	035-1	0	'054	A2C8337860193	NA	A2C00051999	111				1351	"2.2mF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	881.34	PSAD_DAIMLER STAR 2_N.N	NO	4983484069		
542211	30/10/2014	ZSCR	551	035-1	0	'054	A2C8337860193	NA	A2C00566700	3				1351	"R LIN,2R7,1%,TK200,100mW,0603"		ROH	NA	0.51	PSAD_DAIMLER STAR 2_N.N	NO	4983484069		
542211	30/10/2014	ZSCR	551	035-1	0	'054	A2C8337860193	NA	A2C40005330	6				1351	"R JUMP,0R05,63mW,1A,0402"		ROH	NA	0	PSAD_DAIMLER STAR 2_N.N	NO	4983484069		
542212	30/10/2014	ZSCR	551	035-1	0	'054	A2C8337860193	NA	A2C00000568	205				1351	"T BIP/BC 847S E6327,SOT363"		ROH	NA	28.7	PSAD_DAIMLER STAR 2_N.N	NO	4983484069		
542212	30/10/2014	ZSCR	551	035-1	0	'054	A2C8337860192	NA	A2C00006616	8				1351	"R LIN,7K5,5%,TK200,63mW,0402"		ROH	NA	0.08	PSAD_DAIMLER STAR 2_N.N	NO	4983484069		
542212	30/10/2014	ZSCR	551	035-1	0	'054	A2C8337860192	NA	A2C00018432	25				1351	"70V,250mA,4,FAST,SOT363,RECT DIODE/BAV70"		ROH	NA	4.5	PSAD_DAIMLER STAR 2_N.N	NO	4983484069		
542212	30/10/2014	ZSCR	551	035-1	0	'054	A2C8337860192	NA	A2C00043037	122				1351	"200V,2A,1,STANDARD,DO214AA,RECT DIODE/ES"		ROH	NA	58.56	PSAD_DAIMLER STAR 2_N.N	NO	4983484069		
542212	30/10/2014	ZSCR	551	035-1	0	'054	A2C8337860193	NA	A2C00051989	25				1351	"100uF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	22.25	PSAD_DAIMLER STAR 2_N.N	NO	4983484069		
542212	30/10/2014	ZSCR	551	035-1	0	'054	A2C8337860193	NA	A2C00051999	3				1351	"2.2mF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	23.82	PSAD_DAIMLER STAR 2_N.N	NO	4983484069		
542212	30/10/2014	ZSCR	551	035-1	0	'054	A2C8337860192	NA	A2C40002657	5				1351	"D SUP/MMBZ27VDA,SOT23"		ROH	NA	1.05	PSAD_DAIMLER STAR 2_N.N	NO	4983484069		
542213	30/10/2014	ZSCR	551	035-1	0	'054	A2C8021770093	NA	A2C00004025	55				1351	"R LIN,1K3,1%,TK100,250mW,1206"		ROH	NA	1.65	PS_HONDA HRS6_N.NORTON	NO	4983481970		
542213	30/10/2014	ZSCR	551	035-1	0	'054	A2C8021660093	NA	A2C00006616	4				1351	"R LIN,7K5,5%,TK200,63mW,0402"		ROH	NA	0.04	PS_HONDA HRS6_N.NORTON	NO	4983481897		
542213	30/10/2014	ZSCR	551	035-1	0	'054	A2C8021660092	NA	A2C00007895	30				1351	"C CER,C0G,470pF,5%,50V,0603,Sn"		ROH	NA	0.6	PS_HONDA HRS6_N.NORTON	NO	4983481878		
542213	30/10/2014	ZSCR	551	035-1	0	'054	A2C8021660092	NA	A2C00010444	23				1351	"0R05,63mW,1A,0402,JUMPER/+++please use A"		ROH	NA	0.23	PS_HONDA HRS6_N.NORTON	NO	4983481878		
542213	30/10/2014	ZSCR	551	035-1	0	'054	A2C8021660092	NA	A2C00019591	129				1351	"R LIN,4K12,1%,TK100,63mW,0402"		ROH	NA	1.29	PS_HONDA HRS6_N.NORTON	NO	4983481878		
542213	30/10/2014	ZSCR	551	035-1	0	'054	A2C8021660093	NA	A2C00019591	13				1351	"R LIN,4K12,1%,TK100,63mW,0402"		ROH	NA	0.13	PS_HONDA HRS6_N.NORTON	NO	4983481897		
542213	30/10/2014	ZSCR	551	035-1	0	'054	A2C8021660093	NA	A2C00023857	20				1351	"F BEAD/BLM41P,90mOhm,1KOhm,1.5A,SMD"		ROH	NA	6.6	PS_HONDA HRS6_N.NORTON	NO	4983481897		
542213	30/10/2014	ZSCR	551	035-1	0	'054	A2C8021770092	NA	A2C00032168	7				1351	"R LIN,1K3,1%,TK100,63mW,0402"		ROH	NA	0.07	PS_HONDA HRS6_N.NORTON	NO	4983481954		
542213	30/10/2014	ZSCR	551	035-1	0	'054	A2C8021770093	NA	A2C00032168	49				1351	"R LIN,1K3,1%,TK100,63mW,0402"		ROH	NA	0.49	PS_HONDA HRS6_N.NORTON	NO	4983481970		
542213	30/10/2014	ZSCR	551	035-1	0	'054	A2C8021660092	NA	A2C00032168	340				1351	"R LIN,1K3,1%,TK100,63mW,0402"		ROH	NA	3.4	PS_HONDA HRS6_N.NORTON	NO	4983481878		
542213	30/10/2014	ZSCR	551	035-1	0	'054	A2C8021660093	NA	A2C00032168	34				1351	"R LIN,1K3,1%,TK100,63mW,0402"		ROH	NA	0.34	PS_HONDA HRS6_N.NORTON	NO	4983481897		
542213	30/10/2014	ZSCR	551	035-1	0	'054	A2C8021660093	NA	A2C00033919	4				1351	"1uF,10%,50V,X7R,1206,Sn,CER CAP/GCM"		ROH	NA	0.52	PS_HONDA HRS6_N.NORTON	NO	4983481897		
542213	30/10/2014	ZSCR	551	035-1	0	'054	A2C8021660092	NA	A2C00035287	42				1351	"60V,2A,1,SCHOTTKY,SMB,RECT DIODE/SS26"		ROH	NA	20.16	PS_HONDA HRS6_N.NORTON	NO	4983481878		
542213	30/10/2014	ZSCR	551	035-1	0	'054	A2C8021660093	NA	A2C00037882	15				1351	"R LIN,2K4,1%,TK100,63mW,0402"		ROH	NA	0.15	PS_HONDA HRS6_N.NORTON	NO	4983481897		
542213	30/10/2014	ZSCR	551	035-1	0	'054	A2C8021770092	NA	A2C00039667	2				1351	"22K,0.1%,TK25,100mW,0603,LIN RES/"		ROH	NA	0.58	PS_HONDA HRS6_N.NORTON	NO	4983481954		
542213	30/10/2014	ZSCR	551	035-1	0	'054	A2C8021660092	NA	A2C00039667	4				1351	"22K,0.1%,TK25,100mW,0603,LIN RES/"		ROH	NA	1.16	PS_HONDA HRS6_N.NORTON	NO	4983481878		
542213	30/10/2014	ZSCR	551	035-1	0	'054	A2C8021660093	NA	A2C00052765	6				1351	"220uH,400mA,SMD,COIL/"		ROH	NA	7.32	PS_HONDA HRS6_N.NORTON	NO	4983485249		
542213	30/10/2014	ZSCR	551	035-1	0	'054	A2C8021660093	NA	A2C00057767	94				1351	"IC MCU BLK/SPC560P50L3 (Pictus512K),A1,L"		ROH	NA	1629.02	PS_HONDA HRS6_N.NORTON	NO	4983481897		
542214	30/10/2014	ZSCR	551	035-1	0	'054	A2C53388688	NA	A2C00003779	1				1351	"R LIN,100R,5%,TK200,100mW,0603"		ROH	NA	0.01	PS_ARAMIS 2013_N.NORTON	NO	4983481473		
542214	30/10/2014	ZSCR	551	035-1	0	'054	A2C53388688	NA	A2C00004025	1				1351	"R LIN,1K3,1%,TK100,250mW,1206"		ROH	NA	0.03	PS_ARAMIS 2013_N.NORTON	NO	4983481473		
542214	30/10/2014	ZSCR	551	035-1	0	'054	A2C53388688	NA	A2C00004056	5	3011	054	 	1351	"10R,1%,TK100,125mW,0805,LIN RES/RC, plea"		ROH	NA	0.05	PS_ARAMIS 2013_N.NORTON	NO	4983486279		
542214	30/10/2014	ZSCR	551	035-1	0	'054	A2C53388688	NA	A2C00004297	16				1351	"R LIN,127R,1%,TK100,125mW,0805"		ROH	NA	0.32	PS_ARAMIS 2013_N.NORTON	NO	4983481473		
542214	30/10/2014	ZSCR	551	035-1	0	'054	A2C53388688	NA	A2C00004981	13				1351	"F BEAD/BLM18B,140Ohm,140Ohm,200mA,SMD"		ROH	NA	0.52	PS_ARAMIS 2013_N.NORTON	NO	4983481473		
542214	30/10/2014	ZSCR	551	035-1	0	'054	A2C53388688	NA	A2C00005646	9				1351	"100R,1%,TK100,125mW,0805,LIN RES/"		ROH	NA	0.18	PS_ARAMIS 2013_N.NORTON	NO	4983481473		
542214	30/10/2014	ZSCR	551	035-1	0	'054	A2C53388688	NA	A2C00007695	1				1351	"2,NPN,RET,100mA,50V,SOT363,BIP/BCR135/R<"		ROH	NA	0.15	PS_ARAMIS 2013_N.NORTON	NO	4983481473		
542214	30/10/2014	ZSCR	551	035-1	0	'054	A2C53388688	NA	A2C00010918	7				1351	"R LIN,100K,1%,TK100,63mW,0402"		ROH	NA	0.07	PS_ARAMIS 2013_N.NORTON	NO	4983481473		
542214	30/10/2014	ZSCR	551	035-1	0	'054	A2C53388688	NA	A2C00019439	9				1351	"T BIP/BCR35PN E6327,SOT363"		ROH	NA	1.71	PS_ARAMIS 2013_N.NORTON	NO	4983481473		
542214	30/10/2014	ZSCR	551	035-1	0	'054	A2C53388688	NA	A2C00019590	8				1351	"R LIN,2K,1%,TK100,63mW,0402"		ROH	NA	0.08	PS_ARAMIS 2013_N.NORTON	NO	4983481473		
542214	30/10/2014	ZSCR	551	035-1	0	'054	A2C53388688	NA	A2C00019592	1				1351	"R LIN,5K62,1%,TK100,63mW,0402"		ROH	NA	0.01	PS_ARAMIS 2013_N.NORTON	NO	4983481473		
542214	30/10/2014	ZSCR	551	035-1	0	'054	A2C53388688	NA	A2C00020895	2				1351	"70V,150mA,2, common anode, FAST,SOT323_3"		ROH	NA	0.14	PS_ARAMIS 2013_N.NORTON	NO	4983481473		
542214	30/10/2014	ZSCR	551	035-1	0	'054	A2C53388688	NA	A2C00021296	4				1351	"1,NPN,RET,100mA,50V,SOT323,BIP/BCR116W E"		ROH	NA	0.4	PS_ARAMIS 2013_N.NORTON	NO	4983481473		
542214	30/10/2014	ZSCR	551	035-1	0	'054	A2C53388688	NA	A2C00031355	18				1351	"200V,250mA,1,FAST,SOD323,RECT DIODE/BAS2"		ROH	NA	1.8	PS_ARAMIS 2013_N.NORTON	NO	4983481473		
542214	30/10/2014	ZSCR	551	035-1	0	'054	A2C53388688	NA	A2C00031473	15	3011	054	 	1351	"330nF,10%,50V,X7R,0805,TINNED,CER CAP/"		ROH	NA	1.05	PS_ARAMIS 2013_N.NORTON	NO	4983486279		
542214	30/10/2014	ZSCR	551	035-1	0	'054	A2C53388688	NA	A2C00032406	1				1351	"ATIC55_S2,D5 3.3V,Multiple Airbag Restra"		ROH	NA	33.68	PS_ARAMIS 2013_N.NORTON	NO	4983481473		
542214	30/10/2014	ZSCR	551	035-1	0	'054	A2C53388688	NA	A2C00033760	26				1351	"220nF,10%,50V,X7R,0805,Sn,CER CAP/GCM"		ROH	NA	1.56	PS_ARAMIS 2013_N.NORTON	NO	4983481473		
542214	30/10/2014	ZSCR	551	035-1	0	'054	A2C53388688	NA	A2C00037377	3				1351	"6.8uH,570mA,SMD,COIL/SIMID 1210-H100"		ROH	NA	0.75	PS_ARAMIS 2013_N.NORTON	NO	4983481473		
542214	30/10/2014	ZSCR	551	035-1	0	'054	A2C53388688	NA	A2C00037522	1				1351	"1,P_CHAN,MOS,POWER,30V,5.3A,48mOhm,TSOP"		ROH	NA	0.88	PS_ARAMIS 2013_N.NORTON	NO	4983481473		
542214	30/10/2014	ZSCR	551	035-1	0	'054	A2C53388688	NA	A2C00042657	39				1351	"100uH,950mA,SMD,COIL/SLN10145T-101MR95"		ROH	NA	48.75	PS_ARAMIS 2013_N.NORTON	NO	4983481473		
542214	30/10/2014	ZSCR	551	035-1	0	'054	A2C53388688	NA	A2C00047022	10				1351	"TA CAP,TA,100uF,20%,16V,SMD"		ROH	NA	16.9	PS_ARAMIS 2013_N.NORTON	NO	4983481473		
542214	30/10/2014	ZSCR	551	035-1	0	'054	A2C53388688	NA	A2C00053339	1				1351	"Airbag Power Supply,OTHER IC/ ATIC65 APA"		ROH	NA	21.03	PS_ARAMIS 2013_N.NORTON	NO	4983481473		
542214	30/10/2014	ZSCR	551	035-1	0	'054	A2C53388688	NA	A2C00723300	79				1351	"R VARIS,17V,50V,0603"		ROH	NA	12.64	PS_ARAMIS 2013_N.NORTON	NO	4983481473		
542215	30/10/2014	ZSCR	551	035-1	0	'054	A2C8397200093	NA	A2C00000328	30				1351	"70V,100mA,2,serial,FAST,SOT23,RECT DIODE"		ROH	NA	2.1	PS_SDM10+_N.NORTON MARQ	NO	4983483055		
542215	30/10/2014	ZSCR	551	035-1	0	'054	A2C8397200092	NA	A2C00000346	3				1351	"70V,250mA,2,common anode,FAST,SOT23,RECT"		ROH	NA	0.21	PS_SDM10+_N.NORTON MARQ	NO	4983484136		
542215	30/10/2014	ZSCR	551	035-1	0	'054	A2C8397190092	NA	A2C00003684	3				1351	"R LIN,100K,5%,TK200,100mW,0603"		ROH	NA	0.03	PS_SDM10+_N.NORTON MARQ	NO	4983484107		
542215	30/10/2014	ZSCR	551	035-1	0	'054	A2C8334150093	NA	A2C00003748	84				1351	"0R22,5%,TK100,250mW,MINIMELF0204,LIN RES"		ROH	NA	10.08	PS_SDM10+_N.NORTON MARQ	NO	4983482865		
542215	30/10/2014	ZSCR	551	035-1	0	'054	A2C8397200093	NA	A2C00003748	15				1351	"0R22,5%,TK100,250mW,MINIMELF0204,LIN RES"		ROH	NA	1.8	PS_SDM10+_N.NORTON MARQ	NO	4983483055		
542215	30/10/2014	ZSCR	551	035-1	0	'054	A2C8397190093	NA	A2C00003792	82				1351	"R LIN,330R,5%,TK200,125mW,0805"		ROH	NA	0.82	PS_SDM10+_N.NORTON MARQ	NO	4983484107		
542215	30/10/2014	ZSCR	551	035-1	0	'054	A2C8397190092	NA	A2C00003792	8	3011	054	 	1351	"R LIN,330R,5%,TK200,125mW,0805"		ROH	NA	1.76	PS_SDM10+_N.NORTON MARQ	NO	4983486369		
542215	30/10/2014	ZSCR	551	035-1	0	'054	A2C8334150092	NA	A2C00003792	1				1351	"R LIN,330R,5%,TK200,125mW,0805"		ROH	NA	0.01	PS_SDM10+_N.NORTON MARQ	NO	4983482865		
542215	30/10/2014	ZSCR	551	035-1	0	'054	A2C8397190092	NA	A2C00004003	3				1351	"22R,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	0.24	PS_SDM10+_N.NORTON MARQ	NO	4983484107		
542215	30/10/2014	ZSCR	551	035-1	0	'054	A2C8397200093	NA	A2C00006609	5				1351	"R LIN,100R,5%,TK200,63mW,0402"		ROH	NA	0.05	PS_SDM10+_N.NORTON MARQ	NO	4983483055		
542215	30/10/2014	ZSCR	551	035-1	0	'054	A2C8397200092	NA	A2C00006609	5				1351	"R LIN,100R,5%,TK200,63mW,0402"		ROH	NA	0.05	PS_SDM10+_N.NORTON MARQ	NO	4983484136		
542215	30/10/2014	ZSCR	551	035-1	0	'054	A2C8334150093	NA	A2C00006952	84				1351	"C CER,X7R,100nF,10%,16V,0603,Sn,STANDARD"		ROH	NA	1.68	PS_SDM10+_N.NORTON MARQ	NO	4983482865		
542215	30/10/2014	ZSCR	551	035-1	0	'054	A2C8397190092	NA	A2C00010442	59				1351	"R LIN,1K,1%,TK100,63mW,0402"		ROH	NA	0.59	PS_SDM10+_N.NORTON MARQ	NO	4983484107		
542215	30/10/2014	ZSCR	551	035-1	0	'054	A2C8397190092	NA	A2C00010465	6				1351	"10K,1%,TK100,63mW,0402,LIN RES/CRCW"		ROH	NA	0.06	PS_SDM10+_N.NORTON MARQ	NO	4983484107		
542215	30/10/2014	ZSCR	551	035-1	0	'054	A2C8397190093	NA	A2C00010739	77				1351	"C CER,X7R,10nF,10%,16V,0402,Sn,STANDARD"		ROH	NA	0.77	PS_SDM10+_N.NORTON MARQ	NO	4983484107		
542215	30/10/2014	ZSCR	551	035-1	0	'054	A2C8397190092	NA	A2C00010739	61				1351	"C CER,X7R,10nF,10%,16V,0402,Sn,STANDARD"		ROH	NA	0.61	PS_SDM10+_N.NORTON MARQ	NO	4983484107		
542215	30/10/2014	ZSCR	551	035-1	0	'054	A2C8334150093	NA	A2C00010739	47				1351	"C CER,X7R,10nF,10%,16V,0402,Sn,STANDARD"		ROH	NA	0.47	PS_SDM10+_N.NORTON MARQ	NO	4983482865		
542215	30/10/2014	ZSCR	551	035-1	0	'054	A2C8334150092	NA	A2C00010739	32				1351	"C CER,X7R,10nF,10%,16V,0402,Sn,STANDARD"		ROH	NA	0.32	PS_SDM10+_N.NORTON MARQ	NO	4983482865		
542215	30/10/2014	ZSCR	551	035-1	0	'054	A2C8397200092	NA	A2C00010739	6				1351	"C CER,X7R,10nF,10%,16V,0402,Sn,STANDARD"		ROH	NA	0.06	PS_SDM10+_N.NORTON MARQ	NO	4983484136		
542215	30/10/2014	ZSCR	551	035-1	0	'054	A2C8397190093	NA	A2C00011010	1				1351	"R LIN,1K1,1%,TK100,125mW,0805"		ROH	NA	0.02	PS_SDM10+_N.NORTON MARQ	NO	4983484107		
542215	30/10/2014	ZSCR	551	035-1	0	'054	A2C8334150092	NA	A2C00011743	120				1351	"1uF,10%,10V,X7R,0805,TINNED,CER CAP/++ u"		ROH	NA	9.6	PS_SDM10+_N.NORTON MARQ	NO	4983482865		
542215	30/10/2014	ZSCR	551	035-1	0	'054	A2C8397200092	NA	A2C00011743	7				1351	"1uF,10%,10V,X7R,0805,TINNED,CER CAP/++ u"		ROH	NA	0.56	PS_SDM10+_N.NORTON MARQ	NO	4983484136		
542215	30/10/2014	ZSCR	551	035-1	0	'054	A2C8397190093	NA	A2C00013029	50				1351	"100uF,20%,35V,SMD,AL,ELEC CAP/UUX1V101MN"		ROH	NA	34.5	PS_SDM10+_N.NORTON MARQ	NO	4983484107		
542215	30/10/2014	ZSCR	551	035-1	0	'054	A2C8397190093	NA	A2C00017003	1				1351	"2K74,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.01	PS_SDM10+_N.NORTON MARQ	NO	4983484107		
542215	30/10/2014	ZSCR	551	035-1	0	'054	A2C8397190092	NA	A2C00017003	4				1351	"2K74,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.04	PS_SDM10+_N.NORTON MARQ	NO	4983484107		
542215	30/10/2014	ZSCR	551	035-1	0	'054	A2C8397190092	NA	A2C00019423	8				1351	"5R6,1%,TK50,250mW,MINIMELF0204,LIN RES/5"		ROH	NA	0.64	PS_SDM10+_N.NORTON MARQ	NO	4983484107		
542215	30/10/2014	ZSCR	551	035-1	0	'054	A2C8334150093	NA	A2C00032303	1				1351	"R LIN,7K5,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_SDM10+_N.NORTON MARQ	NO	4983482865		
542215	30/10/2014	ZSCR	551	035-1	0	'054	A2C8334150093	NA	A2C00047807	226				1351	"100nF,10%,50V,X7R,0805,Sn,CER CAP/++ Ope"		ROH	NA	6.78	PS_SDM10+_N.NORTON MARQ	NO	4983482865		
