No.Item	Fecha	 	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	3011	054	 	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP		
542012	29/10/2014	ZSCR	551	034-2	NA	'054	A2C87038500	NA	A2C5339962902	1				1342	pcb assy HONHRS5 RO V13B	NA	HALB	S.Real/AutoBF	328.78	PS_HONDA HRS5_.	NO	4983477093		
542016	29/10/2014	ZSCR	551	030-1	NA	'054	A2C81543200	NA	A2C53388687	5				1301	circuit board assy	NA	HALB	S.Real	1796.6	PS_ARAMIS 2013_E.EDWIN	NO	4983482184		
542027	29/10/2014	ZSCR	551	040-3	NA	'054	A2C86852400	NA	A2C87110200	1				1403	pcb assy PTFSPEED10 D_26	NA	HALB	S.Real	204.2	PS_HYUNDAI_.	NO	4983484207		
542028	29/10/2014	ZSCR	551	034-2	NA	'054	A2C8021770003	NA	A2C8021770003	1				1342	pcb assy HONHRS6 D_20_SW	NA	HALB	S.Real	307.48	PS_HONDA HRS6_J.JUAN CH	NO	4983485289		
542034	29/10/2014	MB1A	551	034-2	K96019	'054	NA	06AC	A2C92704000	18				1095	ACU DAGS2WS205 MY14 S15 20 09 1 0 0 HSA	NA	FERT	NA	8768.88	PSAD_DAIMLER STAR2_ISC_	NO			
542037	29/10/2014	MB1A	551	034-2	K96019	'054	NA	06AC	A2C92704000	18				1095	ACU DAGS2WS205 MY14 S15 20 09 1 0 0 HSA	NA	FERT	NA	8768.88	PSAD_DAIMLER STAR2_ISC_	NO			
542039	29/10/2014	MB1A	551	034-2	K96019	'054	NA	06AC	A2C92704000	18				1095	ACU DAGS2WS205 MY14 S15 20 09 1 0 0 HSA	NA	FERT	NA	8768.88	PSAD_DAIMLER STAR2_ISC_	NO			
542045	29/10/2014	ZSCR	551	034-2	NA	'054	5WK44245	NA	A2C53353898	1				1342	keypad assy	NA	HALB	S.Real/AutoBF	485.13	OC_OCS NISSAN_A.ANA TAP	NO	4983477056		
542086	29/10/2014	MB1A	551	034-2	K96019	'054	NA	NA	A2C83435000	2405				1095	cover FIP T BK	NA	ROH	NA	45743.1	PSAD_DAIMLER STAR2_ISC_	NO			
542088	29/10/2014	MB1A	551	034-2	K96019	'054	NA	NA	A2C83435000	499				1095	cover FIP T BK	NA	ROH	NA	9490.98	PSAD_DAIMLER STAR2_ISC_	NO			
542136	29/10/2014	ZSCR	551	034-2	NA	'054	A2C8021770003	NA	A2C8021770003	1				1342	pcb assy HONHRS6 D_20_SW	NA	HALB	S.Real	307.48	PS_HONDA HRS6_J.JUAN CH	NO	4983485289		
542139	29/10/2014	ZSCR	551	034-2	NA	'054	A2C94490800	NA	A2C94490800	1				1342	pcb assy HONHRS5 V37	NA	HALB	S.Real	180.62	PS_HONDA HRS5_.	NO	4983485424		
542141	29/10/2014	ZSCR	551	034-2	NA	'054	A2C81625900	NA	A2C5339961702	1				1342	pcb assy V1B	NA	HALB	S.Real/AutoBF	209.64	PS_HONDA HRS5_.	NO	4983477079		
542145	29/10/2014	ZSCR	551	034-2	NA	'054	5WK44077	NA	A2C53340359	3				1342	keypad assy	NA	HALB	S.Real/AutoBF	1566.6	OC_OCS NISSAN_A.ANA TAP	NO	4983477034		
542146	29/10/2014	ZSCR	551	034-2	NA	'054	A2C91764400	NA	A2C92572700	1				1342	pcb assy GMSDM30	NA	HALB	S.Real/AutoBF	387.18	PS_SDM30_.	NO	4983477141		
542147	29/10/2014	ZSCR	551	040-1	NA	'054	A2C91764100	NA	A2C9257230093	1				1401	pcb assy GMSMD30 Top	NA	HALB	S.Real	256.95	PS_SDM30_.	NO	4983483412		
542148	29/10/2014	ZSCR	551	040-1	NA	'054	A2C91764100	NA	A2C9257230093	1				1401	pcb assy GMSMD30 Top	NA	HALB	S.Real	256.95	PS_SDM30_.	NO	4983483412		
542149	29/10/2014	ZSCR	551	040-3	NA	'054	A2C91764400	NA	A2C92572700	1				1403	pcb assy GMSDM30	NA	HALB	S.Real/AutoBF	387.18	PS_SDM30_.	NO	4983477468		
542150	29/10/2014	ZSCR	551	040-1	NA	'054	A2C81542300	NA	A2C81543200	1				1401	pcb assy	NA	HALB	S.Real	415.2	PS_ARAMIS 2013_E.EDWIN	NO	4983482066		
542151	29/10/2014	ZSCR	551	040-1	NA	'054	A2C8021770003	NA	A2C8021770003	1				1401	pcb assy HONHRS6 D_20_SW	NA	HALB	S.Real	307.48	PS_HONDA HRS6_J.JUAN CH	NO	4983485289		
542158	29/10/2014	ZSCR	551	040-1	NA	'054	A2C91764400	NA	A2C92572700	1				1401	pcb assy GMSDM30	NA	HALB	S.Real/AutoBF	387.18	PS_SDM30_.	NO	4983477246		
542159	29/10/2014	ZSCR	551	040-1	NA	'054	A2C91764100	NA	A2C92572300	1				1401	pcb assy GMSMD30	NA	HALB	S.Real/AutoBF	260.01	PS_SDM30_.	NO	4983477227		
542162	29/10/2014	ZSCR	551	040-5	NA	'054	A2C91764400	2800	A2C91764400	1				1405	ACU MY14 S15 18 XX 0 1 0 000	NA	FERT	NA	441.94	PS_SDM30_.	NO	4983476431		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C5337549692	NA	A2C00000568	1				1351	"T BIP/BC 847S E6327,SOT363"		ROH	NA	0.14	PS_ARAMIS III_F.FERNAND	NO	4983480569		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C8153280092	NA	A2C00000568	3				1351	"T BIP/BC 847S E6327,SOT363"		ROH	NA	0.42	PS_ARAMIS III_F.FERNAND	NO	4983481994		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C5337549692	NA	A2C00003613	16				1351	"681R,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	1.28	PS_ARAMIS III_F.FERNAND	NO	4983480569		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C5337549892	NA	A2C00003613	1				1351	"681R,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	0.08	PS_ARAMIS III_F.FERNAND	NO	4983480648		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C8153280092	NA	A2C00003613	12				1351	"681R,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	0.96	PS_ARAMIS III_F.FERNAND	NO	4983481994		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C8681670092	NA	A2C00003848	1				1351	"R LIN,47R,5%,TK200,100mW,0603"		ROH	NA	0.01	PS_ARAMIS III_F.FERNAND	NO	4983483291		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C5337549692	NA	A2C00004324	1				1351	"R LIN,22K1,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_ARAMIS III_F.FERNAND	NO	4983480569		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C8661730092	NA	A2C00004324	53				1351	"R LIN,22K1,1%,TK100,100mW,0603"		ROH	NA	0.53	PS_ARAMIS III_F.FERNAND	NO	4983483273		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00004324	227				1351	"R LIN,22K1,1%,TK100,100mW,0603"		ROH	NA	2.27	PS_ARAMIS III_F.FERNAND	NO	4983485333		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C8153280092	NA	A2C00004324	5				1351	"R LIN,22K1,1%,TK100,100mW,0603"		ROH	NA	0.05	PS_ARAMIS III_F.FERNAND	NO	4983481994		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C5337549692	NA	A2C00004349	31				1351	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	0.31	PS_ARAMIS III_F.FERNAND	NO	4983480569		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C5337549892	NA	A2C00004349	11				1351	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	0.11	PS_ARAMIS III_F.FERNAND	NO	4983480648		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00004349	145				1351	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	1.45	PS_ARAMIS III_F.FERNAND	NO	4983485333		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C8153280092	NA	A2C00004349	29				1351	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	0.29	PS_ARAMIS III_F.FERNAND	NO	4983481994		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C8661710093	NA	A2C00004555	2				1351	"R LIN,2K,1%,TK100,100mW,0603"		ROH	NA	0.02	PS_ARAMIS III_F.FERNAND	NO	4983485357		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C8153280093	NA	A2C00004555	8				1351	"R LIN,2K,1%,TK100,100mW,0603"		ROH	NA	0.08	PS_ARAMIS III_F.FERNAND	NO	4983482030		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C5337549692	NA	A2C00007051	1				1351	"R LIN,499R,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_ARAMIS III_F.FERNAND	NO	4983480569		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C8681670093	NA	A2C00007695	1				1351	"2,NPN,RET,100mA,50V,SOT363,BIP/BCR135/R<"		ROH	NA	0.15	PS_ARAMIS III_F.FERNAND	NO	4983483337		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C5337549692	NA	A2C00007729	3				1351	"R LIN,12K4,1%,TK100,100mW,0603"		ROH	NA	0.03	PS_ARAMIS III_F.FERNAND	NO	4983480569		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00007729	20				1351	"R LIN,12K4,1%,TK100,100mW,0603"		ROH	NA	0.2	PS_ARAMIS III_F.FERNAND	NO	4983485333		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C8153280092	NA	A2C00007729	17				1351	"R LIN,12K4,1%,TK100,100mW,0603"		ROH	NA	0.17	PS_ARAMIS III_F.FERNAND	NO	4983481994		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C5337549692	NA	A2C00008506	1				1351	"0R1,5%,TK100,1W,MELF0207,LIN RES/MMB"		ROH	NA	0.62	PS_ARAMIS III_F.FERNAND	NO	4983480569		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00008506	1				1351	"0R1,5%,TK100,1W,MELF0207,LIN RES/MMB"		ROH	NA	0.62	PS_ARAMIS III_F.FERNAND	NO	4983485333		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C8661710093	NA	A2C00010442	4				1351	"R LIN,1K,1%,TK100,63mW,0402"		ROH	NA	0.04	PS_ARAMIS III_F.FERNAND	NO	4983485357		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C8661730093	NA	A2C00010442	1				1351	"R LIN,1K,1%,TK100,63mW,0402"		ROH	NA	0.01	PS_ARAMIS III_F.FERNAND	NO	4983483273		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C8661730092	NA	A2C00010442	6				1351	"R LIN,1K,1%,TK100,63mW,0402"		ROH	NA	0.06	PS_ARAMIS III_F.FERNAND	NO	4983483273		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00010442	38				1351	"R LIN,1K,1%,TK100,63mW,0402"		ROH	NA	0.38	PS_ARAMIS III_F.FERNAND	NO	4983485333		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C5337549692	NA	A2C00010760	4				1351	"1,PNP,NORMAL,100mA,50V,SOT323,BIP/BCR158"		ROH	NA	0.4	PS_ARAMIS III_F.FERNAND	NO	4983480569		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00010760	4				1351	"1,PNP,NORMAL,100mA,50V,SOT323,BIP/BCR158"		ROH	NA	0.4	PS_ARAMIS III_F.FERNAND	NO	4983485333		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C8681670092	NA	A2C00010918	1				1351	"R LIN,100K,1%,TK100,63mW,0402"		ROH	NA	0.01	PS_ARAMIS III_F.FERNAND	NO	4983483291		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C5337549892	NA	A2C00010918	1				1351	"R LIN,100K,1%,TK100,63mW,0402"		ROH	NA	0.01	PS_ARAMIS III_F.FERNAND	NO	4983480648		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C8661730092	NA	A2C00010918	1				1351	"R LIN,100K,1%,TK100,63mW,0402"		ROH	NA	0.01	PS_ARAMIS III_F.FERNAND	NO	4983483273		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00010918	31				1351	"R LIN,100K,1%,TK100,63mW,0402"		ROH	NA	0.31	PS_ARAMIS III_F.FERNAND	NO	4983485333		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C8661710093	NA	A2C00019592	21				1351	"R LIN,5K62,1%,TK100,63mW,0402"		ROH	NA	0.21	PS_ARAMIS III_F.FERNAND	NO	4983485357		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00019592	76				1351	"R LIN,5K62,1%,TK100,63mW,0402"		ROH	NA	0.76	PS_ARAMIS III_F.FERNAND	NO	4983485333		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C5337549693	NA	A2C00020874	2				1351	"10pF,0.5pF,50V,C0G,0603,TINNED,CER CAP/"		ROH	NA	0.04	PS_ARAMIS III_F.FERNAND	NO	4983480569		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00020895	2				1351	"70V,150mA,2, common anode, FAST,SOT323_3"		ROH	NA	0.14	PS_ARAMIS III_F.FERNAND	NO	4983485333		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C8153280092	NA	A2C00023274	3				1351	"D REC/BAS16S E6327,70V,200mA,SOT363,0s"		ROH	NA	0.51	PS_ARAMIS III_F.FERNAND	NO	4983481994		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C5337549693	NA	A2C00025110	1				1351	"TA CAP,TA,15uF,10%,10V,SMD"		ROH	NA	0.52	PS_ARAMIS III_F.FERNAND	NO	4983480569		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C8661710093	NA	A2C00028102	49	3011	054	 	1351	"2,OP AMP,0Hz,TSSOP8,OP-COMP/TLC2272-QPW"		ROH	NA	86.73	PS_ARAMIS III_F.FERNAND	NO	4983486376		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C8661730093	NA	A2C00028102	6				1351	"2,OP AMP,0Hz,TSSOP8,OP-COMP/TLC2272-QPW"		ROH	NA	10.62	PS_ARAMIS III_F.FERNAND	NO	4983483273		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C5337549692	NA	A2C00031355	4				1351	"200V,250mA,1,FAST,SOD323,RECT DIODE/BAS2"		ROH	NA	0.4	PS_ARAMIS III_F.FERNAND	NO	4983480569		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C8153280092	NA	A2C00031355	53				1351	"200V,250mA,1,FAST,SOD323,RECT DIODE/BAS2"		ROH	NA	5.3	PS_ARAMIS III_F.FERNAND	NO	4983481994		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C8681670093	NA	A2C00034350	1				1351	"32V,33V,7VA,FLYBACKCONV,TRAFO/"		ROH	NA	7.1	PS_ARAMIS III_F.FERNAND	NO	4983483337		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C5337549693	NA	A2C00034350	3				1351	"32V,33V,7VA,FLYBACKCONV,TRAFO/"		ROH	NA	21.3	PS_ARAMIS III_F.FERNAND	NO	4983480569		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C8153280093	NA	A2C00034350	9				1351	"32V,33V,7VA,FLYBACKCONV,TRAFO/"		ROH	NA	63.9	PS_ARAMIS III_F.FERNAND	NO	4983482030		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C8661730093	NA	A2C00034350	5				1351	"32V,33V,7VA,FLYBACKCONV,TRAFO/"		ROH	NA	35.5	PS_ARAMIS III_F.FERNAND	NO	4983483273		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C5337549892	NA	A2C00035033	3				1351	"1,N_CHAN,MOS,POWER,55V,23A,40mOhm,TO252/"		ROH	NA	4.56	PS_ARAMIS III_F.FERNAND	NO	4983480648		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C8153280092	NA	A2C00035033	28				1351	"1,N_CHAN,MOS,POWER,55V,23A,40mOhm,TO252/"		ROH	NA	42.56	PS_ARAMIS III_F.FERNAND	NO	4983481994		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C8681670093	NA	A2C00036434	1				1351	"47pF,5%,50V,C0G,0603,TINNED,CER CAP/C160"		ROH	NA	0.02	PS_ARAMIS III_F.FERNAND	NO	4983483337		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C5337549692	NA	A2C00037383	6				1351	"TA CAP,TA,22uF,10%,25V,SMD"		ROH	NA	10.8	PS_ARAMIS III_F.FERNAND	NO	4983480569		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C8661710093	NA	A2C00037383	86				1351	"TA CAP,TA,22uF,10%,25V,SMD"		ROH	NA	154.8	PS_ARAMIS III_F.FERNAND	NO	4983485357		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C5337549893	NA	A2C00037383	1				1351	"TA CAP,TA,22uF,10%,25V,SMD"		ROH	NA	1.8	PS_ARAMIS III_F.FERNAND	NO	4983480648		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C8661730093	NA	A2C00037383	12				1351	"TA CAP,TA,22uF,10%,25V,SMD"		ROH	NA	21.6	PS_ARAMIS III_F.FERNAND	NO	4983483273		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C8661730092	NA	A2C00037383	55				1351	"TA CAP,TA,22uF,10%,25V,SMD"		ROH	NA	99	PS_ARAMIS III_F.FERNAND	NO	4983483273		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00037383	85				1351	"TA CAP,TA,22uF,10%,25V,SMD"		ROH	NA	153	PS_ARAMIS III_F.FERNAND	NO	4983485333		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C8681670093	NA	A2C00046196	1				1351	"47uF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	0.67	PS_ARAMIS III_F.FERNAND	NO	4983483337		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C5337549693	NA	A2C00046196	5				1351	"47uF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	3.35	PS_ARAMIS III_F.FERNAND	NO	4983480569		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C8661710093	NA	A2C00046196	205				1351	"47uF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	137.35	PS_ARAMIS III_F.FERNAND	NO	4983485357		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C8153280093	NA	A2C00046196	68				1351	"47uF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	45.56	PS_ARAMIS III_F.FERNAND	NO	4983482030		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C8661730093	NA	A2C00046196	58				1351	"47uF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	38.86	PS_ARAMIS III_F.FERNAND	NO	4983483273		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C5337549692	NA	A2C00047022	1				1351	"TA CAP,TA,100uF,20%,16V,SMD"		ROH	NA	1.69	PS_ARAMIS III_F.FERNAND	NO	4983480569		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C8661730092	NA	A2C00047022	1				1351	"TA CAP,TA,100uF,20%,16V,SMD"		ROH	NA	1.69	PS_ARAMIS III_F.FERNAND	NO	4983483273		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C5337549693	NA	A2C00047321	2				1351	"TLE4264-2G/5V,150mA,STEP DOWN,SOT223,VOL"		ROH	NA	4.5	PS_ARAMIS III_F.FERNAND	NO	4983480569		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00050073	7				1351	"2,N_CHAN,MOS,SMALLSIGNAL,30V,250mA,1.5Oh"		ROH	NA	2.38	PS_ARAMIS III_F.FERNAND	NO	4983485333		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C8153280092	NA	A2C00050073	1				1351	"2,N_CHAN,MOS,SMALLSIGNAL,30V,250mA,1.5Oh"		ROH	NA	0.34	PS_ARAMIS III_F.FERNAND	NO	4983481994		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C8681670092	NA	A2C00052849	1				1351	"R LIN,1K5,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_ARAMIS III_F.FERNAND	NO	4983483291		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C8661730093	NA	A2C00053339	2				1351	"Airbag Power Supply,OTHER IC/ ATIC65 APA"		ROH	NA	42.06	PS_ARAMIS III_F.FERNAND	NO	4983483273		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C5337549892	NA	A2C00054713	1				1351	"TLE6251-2G, TRANSCEIVER,CAN,P-DSO-14,BUS"		ROH	NA	5.42	PS_ARAMIS III_F.FERNAND	NO	4983480648		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00054901	25				1351	"IC MEM/M95128-WDW3TP/PC,A1,128KBit,EEPRO"		ROH	NA	71.5	PS_ARAMIS III_F.FERNAND	NO	4983485333		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C40002657	5				1351	"D SUP/MMBZ27VDA,SOT23"		ROH	NA	1.05	PS_ARAMIS III_F.FERNAND	NO	4983485333		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C5337549693	NA	A2C40002678	37				1351	"T BIP/BC846B (3k reel),SOT23"		ROH	NA	2.59	PS_ARAMIS III_F.FERNAND	NO	4983480569		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C8661710093	NA	A2C40002678	77				1351	"T BIP/BC846B (3k reel),SOT23"		ROH	NA	5.39	PS_ARAMIS III_F.FERNAND	NO	4983485357		
542196	30/10/2014	ZSCR	551	035-1	0	'054	A2C8153280093	NA	A2C40002678	82				1351	"T BIP/BC846B (3k reel),SOT23"		ROH	NA	5.74	PS_ARAMIS III_F.FERNAND	NO	4983482030		
542198	30/10/2014	ZSCR	551	035-1	0	'054	A2C53391886	NA	A2C00000191	9				1351	"6.2V,350mW,SOT23,ZENER/BZX84-C6V2/T1"		ROH	NA	0.72	PSAD_EPSILON_N.NORTON M	NO	4983481556		
542198	30/10/2014	ZSCR	551	035-1	0	'054	A2C53391886	NA	A2C00000362	3				1351	"D SC/BAS40,40V,120mA,SOT23"		ROH	NA	0.51	PSAD_EPSILON_N.NORTON M	NO	4983481556		
542198	30/10/2014	ZSCR	551	035-1	0	'054	A2C53391886	NA	A2C00000407	2				1351	"40V,1A,1,SCHOTTKY,DO214AC,RECT DIODE/SS1"		ROH	NA	0.44	PSAD_EPSILON_N.NORTON M	NO	4983481556		
542198	30/10/2014	ZSCR	551	035-1	0	'054	A2C5339189192	NA	A2C00000508	1	3011	054	 	1351	"T BIP/BC 857S E6433,SOT363"		ROH	NA	0.15	PSAD_EPSILON_N.NORTON M	NO	4983485972		
542198	30/10/2014	ZSCR	551	035-1	0	'054	A2C5339189192	NA	A2C00001995	7	3011	054	 	1351	"10nF,10%,100V,X7R,0805,TINNED,CER CAP/"		ROH	NA	0.21	PSAD_EPSILON_N.NORTON M	NO	4983485855		
542198	30/10/2014	ZSCR	551	035-1	0	'054	A2C53391886	NA	A2C00001995	43				1351	"10nF,10%,100V,X7R,0805,TINNED,CER CAP/"		ROH	NA	1.29	PSAD_EPSILON_N.NORTON M	NO	4983481556		
542198	30/10/2014	ZSCR	551	035-1	0	'054	A2C5339189192	NA	A2C00002167	5	3011	054	 	1351	"2.2nF,10%,100V,X7R,0805,TINNED,CER CAP/"		ROH	NA	0.15	PSAD_EPSILON_N.NORTON M	NO	4983485995		
542198	30/10/2014	ZSCR	551	035-1	0	'054	A2C53391886	NA	A2C00002167	13				1351	"2.2nF,10%,100V,X7R,0805,TINNED,CER CAP/"		ROH	NA	0.39	PSAD_EPSILON_N.NORTON M	NO	4983481556		
542198	30/10/2014	ZSCR	551	035-1	0	'054	A2C5339189192	NA	A2C00002196	1	3011	054	 	1351	"4.7nF,10%,50V,X7R,0603,TINNED,CER CAP/"		ROH	NA	0.01	PSAD_EPSILON_N.NORTON M	NO	4983485855		
542198	30/10/2014	ZSCR	551	035-1	0	'054	A2C53391886	NA	A2C00002196	3				1351	"4.7nF,10%,50V,X7R,0603,TINNED,CER CAP/"		ROH	NA	0.03	PSAD_EPSILON_N.NORTON M	NO	4983481556		
542198	30/10/2014	ZSCR	551	035-1	0	'054	A2C5339189192	NA	A2C00002247	17	3011	054	 	1351	"47nF,10%,100V,X7R,0805,TINNED,CER CAP/"		ROH	NA	0.85	PSAD_EPSILON_N.NORTON M	NO	4983485855		
542198	30/10/2014	ZSCR	551	035-1	0	'054	A2C53391886	NA	A2C00002247	118				1351	"47nF,10%,100V,X7R,0805,TINNED,CER CAP/"		ROH	NA	5.9	PSAD_EPSILON_N.NORTON M	NO	4983481556		
542198	30/10/2014	ZSCR	551	035-1	0	'054	A2C5339189192	NA	A2C00003613	1	3011	054	 	1351	"681R,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	0.08	PSAD_EPSILON_N.NORTON M	NO	4983486039		
542198	30/10/2014	ZSCR	551	035-1	0	'054	A2C5339189192	NA	A2C00003684	1	3011	054	 	1351	"R LIN,100K,5%,TK200,100mW,0603"		ROH	NA	0.01	PSAD_EPSILON_N.NORTON M	NO	4983485855		
542198	30/10/2014	ZSCR	551	035-1	0	'054	A2C5339189192	NA	A2C00003685	5	3011	054	 	1351	"R LIN,10K,5%,TK200,100mW,0603"		ROH	NA	0.05	PSAD_EPSILON_N.NORTON M	NO	4983485855		
542198	30/10/2014	ZSCR	551	035-1	0	'054	A2C53391886	NA	A2C00003685	21				1351	"R LIN,10K,5%,TK200,100mW,0603"		ROH	NA	0.21	PSAD_EPSILON_N.NORTON M	NO	4983481556		
542198	30/10/2014	ZSCR	551	035-1	0	'054	A2C53391886	NA	A2C00003856	1				1351	"R LIN,15R,5%,TK200,100mW,0603"		ROH	NA	0.01	PSAD_EPSILON_N.NORTON M	NO	4983481556		
542198	30/10/2014	ZSCR	551	035-1	0	'054	A2C53391886	NA	A2C00003965	69				1351	"R LIN,150K,5%,TK200,100mW,0603"		ROH	NA	0.69	PSAD_EPSILON_N.NORTON M	NO	4983481556		
542198	30/10/2014	ZSCR	551	035-1	0	'054	A2C53391886	NA	A2C00004143	36				1351	"R LIN,56K2,1%,TK100,125mW,0805"		ROH	NA	0.72	PSAD_EPSILON_N.NORTON M	NO	4983481556		
542198	30/10/2014	ZSCR	551	035-1	0	'054	A2C53391886	NA	A2C00004422	1				1351	"R LIN,28K,1%,TK100,100mW,0603"		ROH	NA	0.01	PSAD_EPSILON_N.NORTON M	NO	4983481556		
542198	30/10/2014	ZSCR	551	035-1	0	'054	A2C53391886	NA	A2C00004586	9				1351	"5R62,1%,TK200,125mW,0805,LIN RES/"		ROH	NA	1.08	PSAD_EPSILON_N.NORTON M	NO	4983481556		
542198	30/10/2014	ZSCR	551	035-1	0	'054	A2C5339189192	NA	A2C00006418	2	3011	054	 	1351	"T BIP/BCR 48PN E6327,SOT363"		ROH	NA	0.34	PSAD_EPSILON_N.NORTON M	NO	4983485855		
542198	30/10/2014	ZSCR	551	035-1	0	'054	A2C53391886	NA	A2C00006418	5				1351	"T BIP/BCR 48PN E6327,SOT363"		ROH	NA	0.85	PSAD_EPSILON_N.NORTON M	NO	4983481556		
