No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	3011	045		Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
589564	19/02/2015	ZSCR	551	030-1	NA	'045	A2C85271400	NA	A2C85271400	6				1301	pcb assy	NA	HALB	S.Real/AutoBF	284.46	S6_ESCL D2UX_.	NO	4987527620
589789	19/02/2015	ZSCR	551	040-4	NA	'045	A2C32336700	NA	A2C34525301	55	3011	045		1404	housing bottom assy	NA	ROH	NA	161.15	S1_FOB K2XX_L.LUIS LOPE	NO	4987530191
589789	19/02/2015	ZSCR	551	040-4	NA	'045	A2C32336700S	NA	A2C34525700	41	3011	045		1404	cover	NA	ROH	NA	101.27	S1_FOB K2XX_L.LUIS LOPE	NO	4987528263
589789	19/02/2015	ZSCR	551	040-4	NA	'045	A2C32336700	NA	A2C34525900	41	3011	045		1404	O-ring	NA	ROH	NA	11.48	S1_FOB K2XX_L.LUIS LOPE	NO	4987529936
589791	19/02/2015	ZSCR	551	040-2	NA	'045	A2C32335900	NA	A2C00004906	3	3011	045		1402	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	4.89	S1_FOB K2XX_L.LUIS LOPE	NO	4987527959
589791	19/02/2015	ZSCR	551	040-2	NA	'045	A2C32336100	NA	A2C34524701	6	3011	045		1402	housing bottom assy	NA	ROH	NA	17.76	S1_FOB K2XX_L.LUIS LOPE	NO	4987530008
589791	19/02/2015	ZSCR	551	040-2	NA	'045	A2C32335900	NA	A2C34525301	7	3011	045		1402	housing bottom assy	NA	ROH	NA	20.51	S1_FOB K2XX_L.LUIS LOPE	NO	4987530191
589791	19/02/2015	ZSCR	551	040-2	NA	'045	A2C32336100	NA	A2C34525700	2	3011	045		1402	cover	NA	ROH	NA	4.94	S1_FOB K2XX_L.LUIS LOPE	NO	4987528263
589791	19/02/2015	ZSCR	551	040-2	NA	'045	A2C32336300	NA	A2C34525800	1	3011	045		1402	cover	NA	ROH	NA	2.47	S1_FOB K2XX_L.LUIS LOPE	NO	4987530092
589791	19/02/2015	ZSCR	551	040-2	NA	'045	A2C32335900	NA	A2C34525900	167	3011	045		1402	O-ring	NA	ROH	NA	46.76	S1_FOB K2XX_L.LUIS LOPE	NO	4987529936
589798	19/02/2015	ZSCR	551	040-4	NA	'045	A2C81507400	NA	A2C34525301	13	3011	045		1404	housing bottom assy	NA	ROH	NA	38.09	S1_FOB K2XX_L.LUIS LOPE	NO	4987530191
589798	19/02/2015	ZSCR	551	040-4	NA	'045	A2C81507400	NA	A2C34525900	12	3011	045		1404	O-ring	NA	ROH	NA	3.36	S1_FOB K2XX_L.LUIS LOPE	NO	4987529936
589831	19/02/2015	ZSCR	551	034-2	NA	'045	A2C31544300	NA	A2C00004906	7	3011	045		1342	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	11.41	S1_FOB K2XX_L.LUIS LOPE	NO	4987527959
589831	19/02/2015	ZSCR	551	034-2	NA	'045	A2C32335900	NA	A2C34525301	7	3011	045		1342	housing bottom assy	NA	ROH	NA	20.51	S1_FOB K2XX_L.LUIS LOPE	NO	4987530191
589831	19/02/2015	ZSCR	551	034-2	NA	'045	A2C81507400	NA	A2C82493902	6	3011	045		1342	housing cover assy	NA	ROH	NA	98.94	S1_FOB K2XX_L.LUIS LOPE	NO	4987530127
591683	24/02/2015	ZSCR	551	040-3	NA	'045	S180192100H	1	S180192100H	2				1403	BCM CMF1 IKEY (US) WITHOUT ESCL	NA	FERT	NA	637.84	S2_CMF1_. (APROBACION	NO	4987527892
591683	24/02/2015	ZSCR	551	040-3	NA	'045	S180192175A	1	S180192175A	3				1403	BCM CMF1 NISSAN CKC US	NA	FERT	NA	798.63	S2_CMF1_. (APROBACION	NO	4987527925
591684	24/02/2015	ZSCR	551	040-1	NA	'045	S180192100H	1	S180192100H	2				1401	BCM CMF1 IKEY (US) WITHOUT ESCL	NA	FERT	NA	637.84	S2_CMF1_. (APROBACION	NO	4987527862
591840	25/02/2015	ZSCR	551	040-4	NA	'045	A2C81507500S	NA	A2C34525301	1	3011	045		1404	housing bottom assy	NA	ROH	NA	2.93	S1_FOB K2XX_L.LUIS LOPE	NO	4987530191
591840	25/02/2015	ZSCR	551	040-4	NA	'045	A2C32336100S	NA	A2C34525700	1	3011	045		1404	cover	NA	ROH	NA	2.47	S1_FOB K2XX_L.LUIS LOPE	NO	4987528263
