No.Item	Fecha	Txs SAP	Mov	Código Scrap	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
289042	11/04/2013	ZSCR	551	035-1	'045	A2C53420007T	NA	A2C00007872	125	1351	"R LIN,24K,5%,TK200,100mW,0603"		ROH	NA	1.25	S4_PQ35_	NO	4966305210
289042	11/04/2013	ZSCR	551	035-1	'045	A2C53420004T	NA	A2C00007872	39	1351	"R LIN,24K,5%,TK200,100mW,0603"		ROH	NA	0.39	S4_PQ35_	NO	4966304896
289042	11/04/2013	ZSCR	551	035-1	'045	A2C53420006T	NA	A2C00007872	77	1351	"R LIN,24K,5%,TK200,100mW,0603"		ROH	NA	0.77	S4_PQ35_	NO	4966304235
289042	11/04/2013	ZSCR	551	035-1	'045	A2C53420004T	NA	A2C00011743	35	1351	"1uF,10%,10V,X7R,0805,TINNED,CER CAP/++ u"		ROH	NA	3.5	S4_PQ35_	NO	4966304896
289042	11/04/2013	ZSCR	551	035-1	'045	A2C53420006T	NA	A2C00011743	59	1351	"1uF,10%,10V,X7R,0805,TINNED,CER CAP/++ u"		ROH	NA	5.9	S4_PQ35_	NO	4966304235
289042	11/04/2013	ZSCR	551	035-1	'045	A2C53420007T	NA	A2C00017618	1	1351	"10uF,20%,35V,SMD,AL,ELEC CAP/EEVHD1V100P"		ROH	NA	1.16	S4_PQ35_	NO	4966305210
289042	11/04/2013	ZSCR	551	035-1	'045	A2C53420006T	NA	A2C00021545	21	1351	"2,BOTH,RET,100mA,1.1V,SOT363,BIP/BCR22PN"		ROH	NA	3.36	S4_PQ35_	NO	4966304235
289042	11/04/2013	ZSCR	551	035-1	'045	A2C53419999T	NA	A2C00024090	20	1351	"4,EQ ISO,konvex 1206,68K,5%,63mW,NET RES"		ROH	NA	1.2	S4_PQ35_	NO	4966304937
289042	11/04/2013	ZSCR	551	035-1	'045	A2C53420007T	NA	A2C00024090	39	1351	"4,EQ ISO,konvex 1206,68K,5%,63mW,NET RES"		ROH	NA	2.34	S4_PQ35_	NO	4966305210
289042	11/04/2013	ZSCR	551	035-1	'045	A2C53420004T	NA	A2C00024090	28	1351	"4,EQ ISO,konvex 1206,68K,5%,63mW,NET RES"		ROH	NA	1.68	S4_PQ35_	NO	4966304896
289042	11/04/2013	ZSCR	551	035-1	'045	A2C53420006T	NA	A2C00024090	120	1351	"4,EQ ISO,konvex 1206,68K,5%,63mW,NET RES"		ROH	NA	7.2	S4_PQ35_	NO	4966304235
289042	11/04/2013	ZSCR	551	035-1	'045	A2C53420002T	NA	A2C00024090	45	1351	"4,EQ ISO,konvex 1206,68K,5%,63mW,NET RES"		ROH	NA	2.7	S4_PQ35_	NO	4966305161
289042	11/04/2013	ZSCR	551	035-1	'045	A2C53419999T	NA	A2C00030414	16	1351	"4,EQ ISO,konvex 1206,100K,1%,63mW,NET RE"		ROH	NA	0.96	S4_PQ35_	NO	4966304937
289042	11/04/2013	ZSCR	551	035-1	'045	A2C53420007T	NA	A2C00030414	41	1351	"4,EQ ISO,konvex 1206,100K,1%,63mW,NET RE"		ROH	NA	2.46	S4_PQ35_	NO	4966305210
289042	11/04/2013	ZSCR	551	035-1	'045	A2C53420004T	NA	A2C00030414	14	1351	"4,EQ ISO,konvex 1206,100K,1%,63mW,NET RE"		ROH	NA	0.84	S4_PQ35_	NO	4966304896
289042	11/04/2013	ZSCR	551	035-1	'045	A2C53420006T	NA	A2C00030414	56	1351	"4,EQ ISO,konvex 1206,100K,1%,63mW,NET RE"		ROH	NA	3.36	S4_PQ35_	NO	4966304235
289042	11/04/2013	ZSCR	551	035-1	'045	A2C53419999T	NA	A2C00030943	12	1351	"4,EQ ISO,konvex 1206,47K,5%,63mW,NET RES"		ROH	NA	0.72	S4_PQ35_	NO	4966304937
289042	11/04/2013	ZSCR	551	035-1	'045	A2C53420007T	NA	A2C00030943	20	1351	"4,EQ ISO,konvex 1206,47K,5%,63mW,NET RES"		ROH	NA	1.2	S4_PQ35_	NO	4966305210
289042	11/04/2013	ZSCR	551	035-1	'045	A2C53420004T	NA	A2C00030943	3	1351	"4,EQ ISO,konvex 1206,47K,5%,63mW,NET RES"		ROH	NA	0.18	S4_PQ35_	NO	4966304896
289042	11/04/2013	ZSCR	551	035-1	'045	A2C53420006T	NA	A2C00030943	37	1351	"4,EQ ISO,konvex 1206,47K,5%,63mW,NET RES"		ROH	NA	2.22	S4_PQ35_	NO	4966304235
289042	11/04/2013	ZSCR	551	035-1	'045	A2C53420007T	NA	A2C00032412	2	1351	"22nF,10%,100V,X7R,0805,,CER CAP/++ open"		ROH	NA	0.18	S4_PQ35_	NO	4966305210
289042	11/04/2013	ZSCR	551	035-1	'045	A2C53420002T	NA	A2C00039707	70	1351	"24V,0W,SOD323,ZENER/PESD1LIN"		ROH	NA	32.9	S4_PQ35_	NO	4966305161
289042	11/04/2013	ZSCR	551	035-1	'045	A2C53420004T	NA	A2C00041109	3	1351	"6.2V,+/-2%,225mW,SOT23,ZENER/BZX84B6V2"		ROH	NA	0.3	S4_PQ35_	NO	4966304896
289042	11/04/2013	ZSCR	551	035-1	'045	A2C53420007T	NA	A2C00045662	3	1351	"400W,30V,SMA/DO214AC,bidirectional SUP D"		ROH	NA	1.35	S4_PQ35_	NO	4966305210
289042	11/04/2013	ZSCR	551	035-1	'045	A2C53420002T	NA	A2C00045662	2	1351	"400W,30V,SMA/DO214AC,bidirectional SUP D"		ROH	NA	0.9	S4_PQ35_	NO	4966305161
289042	11/04/2013	ZSCR	551	035-1	'045	A2C53419999T	NA	A2C00048056	11	1351	"IC BUS DRIV/ATA6662,SO8"		ROH	NA	19.36	S4_PQ35_	NO	4966304937
289042	11/04/2013	ZSCR	551	035-1	'045	A2C53420007T	NA	A2C00048056	1	1351	"IC BUS DRIV/ATA6662,SO8"		ROH	NA	1.76	S4_PQ35_	NO	4966305210
289042	11/04/2013	ZSCR	551	035-1	'045	A2C53420004T	NA	A2C00048056	2	1351	"IC BUS DRIV/ATA6662,SO8"		ROH	NA	3.52	S4_PQ35_	NO	4966304896
289042	11/04/2013	ZSCR	551	035-1	'045	A2C53420006T	NA	A2C00048056	13	1351	"IC BUS DRIV/ATA6662,SO8"		ROH	NA	22.88	S4_PQ35_	NO	4966304235
289042	11/04/2013	ZSCR	551	035-1	'045	A2C53420004T	NA	A2C00049905	1	1351	"1,42V,23mOhm,TO252/DPAK,GENERAL PURPOSE,"		ROH	NA	3.02	S4_PQ35_	NO	4966304896
289042	11/04/2013	ZSCR	551	035-1	'045	A2C53420002T	NA	A2C00049905	32	1351	"1,42V,23mOhm,TO252/DPAK,GENERAL PURPOSE,"		ROH	NA	96.64	S4_PQ35_	NO	4966305161
289042	11/04/2013	ZSCR	551	035-1	'045	A2C53420002T	NA	A2C00057295	3	1351	"TRANSCEIVER,CAN,LIN,HTSSOP32,BUS DRIVER"		ROH	NA	47.82	S4_PQ35_	NO	4966305161
289042	11/04/2013	ZSCR	551	035-1	'045	A2C53419999T	NA	A2C53375407	2	1351	receiver DIVZZDIV RXI-35-4		ROH	NA	52.22	S4_PQ35_	NO	4966304937
289043	11/04/2013	ZSCR	551	035-1	'045	A2C53420001T	NA	A2C00000243	1	1351	"33V,300mW,SOT23,ZENER/BZX84C33LT1"		ROH	NA	0.09	S4_PQ35_	NO	4966305178
289043	11/04/2013	ZSCR	551	035-1	'045	A2C53420002T	NA	A2C00000430	7	1351	"40V,3A,1,SCHOTTKY,DO214AB,RECT DIODE/MBR"		ROH	NA	3.43	S4_PQ35_	NO	4966305161
289043	11/04/2013	ZSCR	551	035-1	'045	A2C53420001T	NA	A2C00004364	107	1351	"R LIN,33K2,1%,TK100,100mW,0603"		ROH	NA	1.07	S4_PQ35_	NO	4966305178
289043	11/04/2013	ZSCR	551	035-1	'045	A2C53419999T	NA	A2C00004420	3	1351	"R LIN,12K1,1%,TK100,100mW,0603"		ROH	NA	0.03	S4_PQ35_	NO	4966304937
289043	11/04/2013	ZSCR	551	035-1	'045	A2C53419999T	NA	A2C00017750	4	1351	"2,BOTH,NORMAL,100mA,45V,SOT363,BIP/BC847"		ROH	NA	0.64	S4_PQ35_	NO	4966304937
289043	11/04/2013	ZSCR	551	035-1	'045	A2C53420001T	NA	A2C00020895	56	1351	"70V,150mA,2, common anode, FAST,SOT323_3"		ROH	NA	4.48	S4_PQ35_	NO	4966305178
289043	11/04/2013	ZSCR	551	035-1	'045	A2C53419999T	NA	A2C00020895	23	1351	"70V,150mA,2, common anode, FAST,SOT323_3"		ROH	NA	1.84	S4_PQ35_	NO	4966304937
289043	11/04/2013	ZSCR	551	035-1	'045	A2C53420002T	NA	A2C00020895	65	1351	"70V,150mA,2, common anode, FAST,SOT323_3"		ROH	NA	5.2	S4_PQ35_	NO	4966305161
289043	11/04/2013	ZSCR	551	035-1	'045	A2C53420001T	NA	A2C00023270	6	1351	"4,EQ ISO,konvex 1206,82K,5%,63mW,NET RES"		ROH	NA	0.24	S4_PQ35_	NO	4966305178
289043	11/04/2013	ZSCR	551	035-1	'045	A2C53419999T	NA	A2C00023270	4	1351	"4,EQ ISO,konvex 1206,82K,5%,63mW,NET RES"		ROH	NA	0.16	S4_PQ35_	NO	4966304937
289043	11/04/2013	ZSCR	551	035-1	'045	A2C53420002T	NA	A2C00023270	7	1351	"4,EQ ISO,konvex 1206,82K,5%,63mW,NET RES"		ROH	NA	0.28	S4_PQ35_	NO	4966305161
289043	11/04/2013	ZSCR	551	035-1	'045	A2C53420002T	NA	A2C00023273	2	1351	"2,PNP,NORMAL,500mA,45V,SC74,BIP/BC807U/h"		ROH	NA	0.54	S4_PQ35_	NO	4966305161
289043	11/04/2013	ZSCR	551	035-1	'045	A2C53420001T	NA	A2C00023274	21	1351	"D REC/BAS16S E6327,70V,200mA,SOT363,0s"		ROH	NA	3.78	S4_PQ35_	NO	4966305178
289043	11/04/2013	ZSCR	551	035-1	'045	A2C53420001T	NA	A2C00023587	284	1351	"4,EQ ISO,konvex 1206,33K,5%,63mW,NET RES"		ROH	NA	11.36	S4_PQ35_	NO	4966305178
289043	11/04/2013	ZSCR	551	035-1	'045	A2C53419999T	NA	A2C00023587	101	1351	"4,EQ ISO,konvex 1206,33K,5%,63mW,NET RES"		ROH	NA	4.04	S4_PQ35_	NO	4966304937
289043	11/04/2013	ZSCR	551	035-1	'045	A2C53420002T	NA	A2C00023587	211	1351	"4,EQ ISO,konvex 1206,33K,5%,63mW,NET RES"		ROH	NA	8.44	S4_PQ35_	NO	4966305161
289043	11/04/2013	ZSCR	551	035-1	'045	A2C53420001T	NA	A2C00024090	81	1351	"4,EQ ISO,konvex 1206,68K,5%,63mW,NET RES"		ROH	NA	4.86	S4_PQ35_	NO	4966305178
289043	11/04/2013	ZSCR	551	035-1	'045	A2C53419999T	NA	A2C00024090	71	1351	"4,EQ ISO,konvex 1206,68K,5%,63mW,NET RES"		ROH	NA	4.26	S4_PQ35_	NO	4966304937
289043	11/04/2013	ZSCR	551	035-1	'045	A2C53420002T	NA	A2C00024090	77	1351	"4,EQ ISO,konvex 1206,68K,5%,63mW,NET RES"		ROH	NA	4.62	S4_PQ35_	NO	4966305161
289043	11/04/2013	ZSCR	551	035-1	'045	A2C53420002T	NA	A2C00027578	1	1351	"4,EQ ISO,konvex 1206,15K,5%,63mW,NET RES"		ROH	NA	0.04	S4_PQ35_	NO	4966305161
289043	11/04/2013	ZSCR	551	035-1	'045	A2C53420001T	NA	A2C00030414	63	1351	"4,EQ ISO,konvex 1206,100K,1%,63mW,NET RE"		ROH	NA	3.78	S4_PQ35_	NO	4966305178
289043	11/04/2013	ZSCR	551	035-1	'045	A2C53419999T	NA	A2C00030414	49	1351	"4,EQ ISO,konvex 1206,100K,1%,63mW,NET RE"		ROH	NA	2.94	S4_PQ35_	NO	4966304937
289043	11/04/2013	ZSCR	551	035-1	'045	A2C53420002T	NA	A2C00030414	48	1351	"4,EQ ISO,konvex 1206,100K,1%,63mW,NET RE"		ROH	NA	2.88	S4_PQ35_	NO	4966305161
289043	11/04/2013	ZSCR	551	035-1	'045	A2C53420001T	NA	A2C00030941	89	1351	"4,EQ ISO,konvex 1206,10K,5%,63mW,NET RES"		ROH	NA	3.56	S4_PQ35_	NO	4966305178
289043	11/04/2013	ZSCR	551	035-1	'045	A2C53419999T	NA	A2C00030941	48	1351	"4,EQ ISO,konvex 1206,10K,5%,63mW,NET RES"		ROH	NA	1.92	S4_PQ35_	NO	4966304937
289043	11/04/2013	ZSCR	551	035-1	'045	A2C53420002T	NA	A2C00030941	67	1351	"4,EQ ISO,konvex 1206,10K,5%,63mW,NET RES"		ROH	NA	2.68	S4_PQ35_	NO	4966305161
289043	11/04/2013	ZSCR	551	035-1	'045	A2C53420001T	NA	A2C00030942	8	1351	"4,EQ ISO,konvex 1206,22K,5%,63mW,NET RES"		ROH	NA	0.32	S4_PQ35_	NO	4966305178
289043	11/04/2013	ZSCR	551	035-1	'045	A2C53419999T	NA	A2C00030942	11	1351	"4,EQ ISO,konvex 1206,22K,5%,63mW,NET RES"		ROH	NA	0.44	S4_PQ35_	NO	4966304937
289043	11/04/2013	ZSCR	551	035-1	'045	A2C53420002T	NA	A2C00030942	22	1351	"4,EQ ISO,konvex 1206,22K,5%,63mW,NET RES"		ROH	NA	0.88	S4_PQ35_	NO	4966305161
289043	11/04/2013	ZSCR	551	035-1	'045	A2C53420001T	NA	A2C00030943	8	1351	"4,EQ ISO,konvex 1206,47K,5%,63mW,NET RES"		ROH	NA	0.48	S4_PQ35_	NO	4966305178
289043	11/04/2013	ZSCR	551	035-1	'045	A2C53420002T	NA	A2C00030943	3	1351	"4,EQ ISO,konvex 1206,47K,5%,63mW,NET RES"		ROH	NA	0.18	S4_PQ35_	NO	4966305161
289043	11/04/2013	ZSCR	551	035-1	'045	A2C53420001T	NA	A2C00031095	5	1351	"75V,250mA,1,FAST, SOD323,RECT DIODE/BAS1"		ROH	NA	0.45	S4_PQ35_	NO	4966305178
289043	11/04/2013	ZSCR	551	035-1	'045	A2C53420001T	NA	A2C00032412	3	1351	"22nF,10%,100V,X7R,0805,,CER CAP/++ open"		ROH	NA	0.27	S4_PQ35_	NO	4966305178
289043	11/04/2013	ZSCR	551	035-1	'045	A2C53419999T	NA	A2C00032412	1	1351	"22nF,10%,100V,X7R,0805,,CER CAP/++ open"		ROH	NA	0.09	S4_PQ35_	NO	4966304937
289043	11/04/2013	ZSCR	551	035-1	'045	A2C53420002T	NA	A2C00033344	17	1351	"4.7uF,10%,25V,X7R,1206,CER CAP/"		ROH	NA	4.76	S4_PQ35_	NO	4966305161
289043	11/04/2013	ZSCR	551	035-1	'045	A2C53419999T	NA	A2C00034536	8	1351	"1,LATCH,TSSOP16,LOGIC/74HC259PW"		ROH	NA	5.44	S4_PQ35_	NO	4966304937
289043	11/04/2013	ZSCR	551	035-1	'045	A2C53420002T	NA	A2C00034536	2	1351	"1,LATCH,TSSOP16,LOGIC/74HC259PW"		ROH	NA	1.36	S4_PQ35_	NO	4966305161
289043	11/04/2013	ZSCR	551	035-1	'045	A2C53420002T	NA	A2C00040898	6	1351	"1,41V,160mOhm,SO8,GENERAL PURPOSE,HIGH S"		ROH	NA	13.98	S4_PQ35_	NO	4966305161
289043	11/04/2013	ZSCR	551	035-1	'045	A2C53419999T	NA	A2C00042395	15	1351	"4,40V,140mOhm,SO20L,GENERAL PURPOSE,HIGH"		ROH	NA	127.35	S4_PQ35_	NO	4966304937
289043	11/04/2013	ZSCR	551	035-1	'045	A2C53420001T	NA	A2C00042724	6	1351	"D SUP/PESD1CAN,SOT23"		ROH	NA	3.9	S4_PQ35_	NO	4966305178
289043	11/04/2013	ZSCR	551	035-1	'045	A2C53420002T	NA	A2C00043996	1	1351	IC SMART POW/VN5050JTR-E/Caution package		ROH	NA	3.22	S4_PQ35_	NO	4966305161
289043	11/04/2013	ZSCR	551	035-1	'045	A2C53420002T	NA	A2C00048056	1	1351	"IC BUS DRIV/ATA6662,SO8"		ROH	NA	1.76	S4_PQ35_	NO	4966305161
289043	11/04/2013	ZSCR	551	035-1	'045	A2C53420002T	NA	A2C00050588	2	1351	"1,28V,10mOhm,TO252/DPAK,GENERAL PURPOSE,"		ROH	NA	8.02	S4_PQ35_	NO	4966305161
289043	11/04/2013	ZSCR	551	035-1	'045	A2C53419999T	NA	A2C00050637	3	1351	"IC SMART POW/VNL5050N3TR-E, 1,40V,50mOhm"		ROH	NA	6.66	S4_PQ35_	NO	4966304937
289043	11/04/2013	ZSCR	551	035-1	'045	A2C53420002T	NA	A2C00050637	4	1351	"IC SMART POW/VNL5050N3TR-E, 1,40V,50mOhm"		ROH	NA	8.88	S4_PQ35_	NO	4966305161
289043	11/04/2013	ZSCR	551	035-1	'045	A2C53420001T	NA	A2C00056376	32	1351	"2,36V,50mOhm,PowerSSO-24,GENERAL PURPOSE"		ROH	NA	141.44	S4_PQ35_	NO	4966305178
289043	11/04/2013	ZSCR	551	035-1	'045	A2C53419999T	NA	A2C00056376	9	1351	"2,36V,50mOhm,PowerSSO-24,GENERAL PURPOSE"		ROH	NA	39.78	S4_PQ35_	NO	4966304937
289043	11/04/2013	ZSCR	551	035-1	'045	A2C53420002T	NA	A2C00056376	32	1351	"2,36V,50mOhm,PowerSSO-24,GENERAL PURPOSE"		ROH	NA	141.44	S4_PQ35_	NO	4966305161
289043	11/04/2013	ZSCR	551	035-1	'045	A2C53420001T	NA	A2C00056377	40	1351	"4,41V,50mOhm,PowerSSO-24,GENERAL PURPOSE"		ROH	NA	285.6	S4_PQ35_	NO	4966305178
289043	11/04/2013	ZSCR	551	035-1	'045	A2C53419999T	NA	A2C00056377	12	1351	"4,41V,50mOhm,PowerSSO-24,GENERAL PURPOSE"		ROH	NA	85.68	S4_PQ35_	NO	4966304937
289043	11/04/2013	ZSCR	551	035-1	'045	A2C53420002T	NA	A2C00056377	29	1351	"4,41V,50mOhm,PowerSSO-24,GENERAL PURPOSE"		ROH	NA	207.06	S4_PQ35_	NO	4966305161
289043	11/04/2013	ZSCR	551	035-1	'045	A2C53419999T	NA	A2C00270400	1	1351	"IC OTH/MC33972ATEWR2,SO32 065pitch"		ROH	NA	11.61	S4_PQ35_	NO	4966304937
289043	11/04/2013	ZSCR	551	035-1	'045	A2C53419999T	NA	A2C53041436	14	1351	"1,NPN,RET,R<b>=10k,R<e-b>=47k,100mA,50V,"		ROH	NA	1.26	S4_PQ35_	NO	4966304937
289043	11/04/2013	ZSCR	551	035-1	'045	A2C53420001T	NA	A2C53375407	20	1351	receiver DIVZZDIV RXI-35-4		ROH	NA	522.2	S4_PQ35_	NO	4966305178
289044	11/04/2013	ZSCR	551	035-1	'045	A2C53390797T	NA	A2C00042649	4	1351	"IC MEM/AT25320AN-10SQ2.7,A1,32KBit,EEPRO"		ROH	NA	8.88	S4_PQ35_	NO	4966305189
289044	11/04/2013	ZSCR	551	035-1	'045	A2C53353141T	NA	A2C00052545	7	1351	"L COIL/ACT45B/100uH,200mA,SMD"		ROH	NA	12.04	S4_PQ35_	NO	4966304447
289045	11/04/2013	ZSCR	551	035-1	'045	A2C53396778T	NA	A2C00000345	1	1351	"70V,250mA,2,FAST,SOT23,RECT DIODE/BAV70"		ROH	NA	0.07	S4_PQ25_	NO	4966305015
289045	11/04/2013	ZSCR	551	035-1	'045	A2C31082800B	NA	A2C00000345	79	1351	"70V,250mA,2,FAST,SOT23,RECT DIODE/BAV70"		ROH	NA	5.53	S4_PQ25_	NO	4966305799
289045	11/04/2013	ZSCR	551	035-1	'045	A2C31082700T	NA	A2C00000345	51	1351	"70V,250mA,2,FAST,SOT23,RECT DIODE/BAV70"		ROH	NA	3.57	S4_PQ25_	NO	4966305403
289045	11/04/2013	ZSCR	551	035-1	'045	A2C53399258B	NA	A2C00000345	1	1351	"70V,250mA,2,FAST,SOT23,RECT DIODE/BAV70"		ROH	NA	0.07	S4_PQ25_	NO	4966305094
289045	11/04/2013	ZSCR	551	035-1	'045	A2C53361994T	NA	A2C00000345	224	1351	"70V,250mA,2,FAST,SOT23,RECT DIODE/BAV70"		ROH	NA	15.68	S4_PQ25_	NO	4966305223
289045	11/04/2013	ZSCR	551	035-1	'045	A2C53396776T	NA	A2C00000345	33	1351	"70V,250mA,2,FAST,SOT23,RECT DIODE/BAV70"		ROH	NA	2.31	S4_PQ25_	NO	4966304219
289045	11/04/2013	ZSCR	551	035-1	'045	A2C53398079T	NA	A2C00000469	41	1351	"T BIP/BCR505 E6778,SOT23"		ROH	NA	8.61	S4_PQ25_	NO	4966305283
289045	11/04/2013	ZSCR	551	035-1	'045	A2C53396778T	NA	A2C00000537	1	1351	"1,PNP,NORMAL,1A,80V,SOT223,BIP/BCP53T1"		ROH	NA	0.31	S4_PQ25_	NO	4966305015
289045	11/04/2013	ZSCR	551	035-1	'045	A2C31082800B	NA	A2C00000561	77	1351	"1,PNP,NORMAL,500mA,45V,SOT23,BIP/BC807-4"		ROH	NA	6.16	S4_PQ25_	NO	4966305799
289045	11/04/2013	ZSCR	551	035-1	'045	A2C53361994T	NA	A2C00000561	29	1351	"1,PNP,NORMAL,500mA,45V,SOT23,BIP/BC807-4"		ROH	NA	2.32	S4_PQ25_	NO	4966305223
289045	11/04/2013	ZSCR	551	035-1	'045	A2C53396778T	NA	A2C00003826	1	1351	"1K5,5%,TK200,63mW,0603,LIN RES/"		ROH	NA	0.01	S4_PQ25_	NO	4966305015
289045	11/04/2013	ZSCR	551	035-1	'045	A2C31082700T	NA	A2C00003826	1	1351	"1K5,5%,TK200,63mW,0603,LIN RES/"		ROH	NA	0.01	S4_PQ25_	NO	4966305403
289045	11/04/2013	ZSCR	551	035-1	'045	A2C53398079T	NA	A2C00003828	3	1351	"R LIN,2K2,5%,TK200,100mW,0603"		ROH	NA	0.03	S4_PQ25_	NO	4966305283
289045	11/04/2013	ZSCR	551	035-1	'045	A2C31082800B	NA	A2C00003828	12	1351	"R LIN,2K2,5%,TK200,100mW,0603"		ROH	NA	0.12	S4_PQ25_	NO	4966305799
289045	11/04/2013	ZSCR	551	035-1	'045	A2C53361994T	NA	A2C00003828	9	1351	"R LIN,2K2,5%,TK200,100mW,0603"		ROH	NA	0.09	S4_PQ25_	NO	4966305223
289045	11/04/2013	ZSCR	551	035-1	'045	A2C53399258B	NA	A2C00003837	5	1351	"R LIN,22K,5%,TK200,100mW,0603"		ROH	NA	0.05	S4_PQ25_	NO	4966305094
289045	11/04/2013	ZSCR	551	035-1	'045	A2C31082700T	NA	A2C00004320	2	1351	"R LIN,3K01,1%,TK100,100mW,0603"		ROH	NA	0.04	S4_PQ25_	NO	4966305403
289045	11/04/2013	ZSCR	551	035-1	'045	A2C53399258B	NA	A2C00004320	5	1351	"R LIN,3K01,1%,TK100,100mW,0603"		ROH	NA	0.1	S4_PQ25_	NO	4966305094
289045	11/04/2013	ZSCR	551	035-1	'045	A2C53396778T	NA	A2C00005745	1	1351	"220uF,20%,35V,SMD,AL,ELEC CAP/MVK35VC220"		ROH	NA	0.92	S4_PQ25_	NO	4966305015
289045	11/04/2013	ZSCR	551	035-1	'045	A2C53361994T	NA	A2C00006806	20	1351	"330R,10%,TK200,1W,2512,LIN RES/"		ROH	NA	4.4	S4_PQ25_	NO	4966305223
289045	11/04/2013	ZSCR	551	035-1	'045	A2C53396778T	NA	A2C00010212	1	1351	"1,PNP,NORMAL,1A,45V,SOT223,BIP/BCP51 / T"		ROH	NA	0.33	S4_PQ25_	NO	4966305015
289045	11/04/2013	ZSCR	551	035-1	'045	A2C53396778T	NA	A2C00011061	1	1351	"1,NPN,NORMAL,100mA,50V,SOT323_3,BIP/BCR1"		ROH	NA	0.09	S4_PQ25_	NO	4966305015
289045	11/04/2013	ZSCR	551	035-1	'045	A2C31082700T	NA	A2C00011061	1	1351	"1,NPN,NORMAL,100mA,50V,SOT323_3,BIP/BCR1"		ROH	NA	0.09	S4_PQ25_	NO	4966305403
289045	11/04/2013	ZSCR	551	035-1	'045	A2C31082700T	NA	A2C00017496	1	1351	"40V,2A,1,SCHOTTKY,DO214AA,RECT DIODE/SS2"		ROH	NA	0.51	S4_PQ25_	NO	4966305403
289045	11/04/2013	ZSCR	551	035-1	'045	A2C53398079T	NA	A2C00018971	6	1351	"1R,1%,TK50,1W,MELF0207,LIN RES/"		ROH	NA	1.56	S4_PQ25_	NO	4966305283
289045	11/04/2013	ZSCR	551	035-1	'045	A2C31082800B	NA	A2C00018971	2	1351	"1R,1%,TK50,1W,MELF0207,LIN RES/"		ROH	NA	0.52	S4_PQ25_	NO	4966305799
289045	11/04/2013	ZSCR	551	035-1	'045	A2C53361994T	NA	A2C00018971	3	1351	"1R,1%,TK50,1W,MELF0207,LIN RES/"		ROH	NA	0.78	S4_PQ25_	NO	4966305223
289045	11/04/2013	ZSCR	551	035-1	'045	A2C53396778T	NA	A2C00022797	1	1351	"12pF,1%,50V,C0G,0603,TINNED,CER CAP/"		ROH	NA	0.05	S4_PQ25_	NO	4966305015
289045	11/04/2013	ZSCR	551	035-1	'045	A2C31082800B	NA	A2C00022797	9	1351	"12pF,1%,50V,C0G,0603,TINNED,CER CAP/"		ROH	NA	0.45	S4_PQ25_	NO	4966305799
289045	11/04/2013	ZSCR	551	035-1	'045	A2C31082700T	NA	A2C00022797	2	1351	"12pF,1%,50V,C0G,0603,TINNED,CER CAP/"		ROH	NA	0.1	S4_PQ25_	NO	4966305403
289045	11/04/2013	ZSCR	551	035-1	'045	A2C53399258B	NA	A2C00022797	2	1351	"12pF,1%,50V,C0G,0603,TINNED,CER CAP/"		ROH	NA	0.1	S4_PQ25_	NO	4966305094
289045	11/04/2013	ZSCR	551	035-1	'045	A2C53396776T	NA	A2C00022797	1	1351	"12pF,1%,50V,C0G,0603,TINNED,CER CAP/"		ROH	NA	0.05	S4_PQ25_	NO	4966304219
289045	11/04/2013	ZSCR	551	035-1	'045	A2C53396778T	NA	A2C00023844	1	1351	"8MHz,50ppm,NX8045GB,QUARTZ CRYSTAL/NX804"		ROH	NA	2.16	S4_PQ25_	NO	4966305015
289045	11/04/2013	ZSCR	551	035-1	'045	A2C53399258B	NA	A2C00023844	1	1351	"8MHz,50ppm,NX8045GB,QUARTZ CRYSTAL/NX804"		ROH	NA	2.16	S4_PQ25_	NO	4966305094
289045	11/04/2013	ZSCR	551	035-1	'045	A2C53396778T	NA	A2C00024090	20	1351	"4,EQ ISO,konvex 1206,68K,5%,63mW,NET RES"		ROH	NA	1.2	S4_PQ25_	NO	4966305015
289045	11/04/2013	ZSCR	551	035-1	'045	A2C53398079T	NA	A2C00024090	321	1351	"4,EQ ISO,konvex 1206,68K,5%,63mW,NET RES"		ROH	NA	19.26	S4_PQ25_	NO	4966305283
289045	11/04/2013	ZSCR	551	035-1	'045	A2C31082800B	NA	A2C00024090	133	1351	"4,EQ ISO,konvex 1206,68K,5%,63mW,NET RES"		ROH	NA	7.98	S4_PQ25_	NO	4966305799
289045	11/04/2013	ZSCR	551	035-1	'045	A2C31082700T	NA	A2C00024090	129	1351	"4,EQ ISO,konvex 1206,68K,5%,63mW,NET RES"		ROH	NA	7.74	S4_PQ25_	NO	4966305403
289045	11/04/2013	ZSCR	551	035-1	'045	A2C53399258B	NA	A2C00024090	30	1351	"4,EQ ISO,konvex 1206,68K,5%,63mW,NET RES"		ROH	NA	1.8	S4_PQ25_	NO	4966305094
289045	11/04/2013	ZSCR	551	035-1	'045	A2C53361994T	NA	A2C00024090	214	1351	"4,EQ ISO,konvex 1206,68K,5%,63mW,NET RES"		ROH	NA	12.84	S4_PQ25_	NO	4966305223
