No.Item	Fecha	Txs SAP	Mov	Código Scrap	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
289030	11/04/2013	ZSCR	551	035-1	'045	40340074	NA	A2C00010562	39	1351	"1,P_CHAN,MOS,SMALLSIGNAL,60V,170mA,12Ohm"		ROH	NA	10.53	S1_PEPS_JAVIER BECERRA	NO	4966303213
289030	11/04/2013	ZSCR	551	035-1	'045	40340074	NA	A2C00010818	28	1351	"20R,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.28	S1_PEPS_JAVIER BECERRA	NO	4966303213
289030	11/04/2013	ZSCR	551	035-1	'045	40340074	NA	A2C00018230	54	1351	"400V,1A,1,STANDARD,DO214AC,RECT DIODE/S1"		ROH	NA	9.18	S1_PEPS_JAVIER BECERRA	NO	4966303213
289030	11/04/2013	ZSCR	551	035-1	'045	6598147604	NA	A2C00022539	6	1351	"2.7nF,10%,50V,X7R,0603,TINNED,CER CAP/"		ROH	NA	0.12	S1_PEPS_JAVIER BECERRA	NO	4966303292
289030	11/04/2013	ZSCR	551	035-1	'045	40340074	NA	A2C00022742	17	1351	"2.2nF,2%,100V,C0G,1206,TINNED,CER CAP/"		ROH	NA	6.97	S1_PEPS_JAVIER BECERRA	NO	4966303213
289030	11/04/2013	ZSCR	551	035-1	'045	6598147604	NA	A2C00024950	133	1351	"TRANSMITTER,314-317MHz,TSSOP16,RF IC/PLL"		ROH	NA	768.74	S1_PEPS_JAVIER BECERRA	NO	4966303292
289030	11/04/2013	ZSCR	551	035-1	'045	40340074	NA	A2C00030255	3	1351	"47uF,10%,10V,SMD,TA,ELEC CAP/Tantalum Ch"		ROH	NA	1.59	S1_PEPS_JAVIER BECERRA	NO	4966303213
289030	11/04/2013	ZSCR	551	035-1	'045	40340074	NA	A2C00033344	5	1351	"4.7uF,10%,25V,X7R,1206,CER CAP/"		ROH	NA	1.4	S1_PEPS_JAVIER BECERRA	NO	4966303213
289030	11/04/2013	ZSCR	551	035-1	'045	40340074	NA	A2C00036581	24	1351	"C CER,C0G,100pF,10%,100V,0805,Sn"		ROH	NA	0.72	S1_PEPS_JAVIER BECERRA	NO	4966303213
289030	11/04/2013	ZSCR	551	035-1	'045	40340074	NA	A2C00038101	3	1351	"5.6nF,2%,100V,C0G,1206,TINNED,CER CAP/"		ROH	NA	1.38	S1_PEPS_JAVIER BECERRA	NO	4966303213
289030	11/04/2013	ZSCR	551	035-1	'045	A2C53357771	NA	A2C00040665	24	1351	"68nH,100mA,SMD,COIL/MLK1005S68NJT"		ROH	NA	2.16	S1_PEPS_JAVIER BECERRA	NO	4966304401
289030	11/04/2013	ZSCR	551	035-1	'045	A2C53333370	NA	A2C00040665	111	1351	"68nH,100mA,SMD,COIL/MLK1005S68NJT"		ROH	NA	9.99	S1_PEPS_JAVIER BECERRA	NO	4966304195
289030	11/04/2013	ZSCR	551	035-1	'045	A2C53357771	NA	A2C00040667	12	1351	"L COIL/-,100nH,100mA,SMD"		ROH	NA	1.08	S1_PEPS_JAVIER BECERRA	NO	4966304401
289030	11/04/2013	ZSCR	551	035-1	'045	A2C53333370	NA	A2C00040667	51	1351	"L COIL/-,100nH,100mA,SMD"		ROH	NA	4.59	S1_PEPS_JAVIER BECERRA	NO	4966304195
289030	11/04/2013	ZSCR	551	035-1	'045	A2C53357771	NA	A2C00047043	20	1351	"13.08MHz,10ppm,NX5032SA,QUARTZ CRYSTAL/"		ROH	NA	69.2	S1_PEPS_JAVIER BECERRA	NO	4966304401
289030	11/04/2013	ZSCR	551	035-1	'045	6598147604	NA	A2C00049620	1	1351	"IC OTH/PCF7952ATS/M1CC12, SSOP24, ATIC37"		ROH	NA	19.25	S1_PEPS_JAVIER BECERRA	NO	4966303292
289031	11/04/2013	ZSCR	551	035-1	'045	A2C3220980093	NA	A2C00023990	44	1351	"100pF,1%,50V,C0G,0402,TINNED,CER CAP/100"		ROH	NA	1.32	S1_PEPS_JAVIER BECERRA	NO	4966304795
289031	11/04/2013	ZSCR	551	035-1	'045	A2C3220980093	NA	A2C00030471	54	1351	"GREEN,560nm,MINI TOPLED,101 ... 120grd,L"		ROH	NA	29.16	S1_PEPS_JAVIER BECERRA	NO	4966304795
289031	11/04/2013	ZSCR	551	035-1	'045	A2C3220980093	NA	A2C00032099	14	1351	"27pF,1%,50V,C0G,0402,TINNED,CER CAP/RF a"		ROH	NA	0.42	S1_PEPS_JAVIER BECERRA	NO	4966304795
289031	11/04/2013	ZSCR	551	035-1	'045	A2C3220980092	NA	A2C00034028	3	1351	"100nF,10%,16V,X7R,0402,TINNED,CER CAP/"		ROH	NA	0.06	S1_PEPS_JAVIER BECERRA	NO	4966305550
289032	11/04/2013	ZSCR	551	035-1	'045	40091530	NA	6575202016	1	1351	DIODE ZENER 30V BZV55C30 MMELF		ROH	NA	0.11	S1_PATS_MANUEL MANZANO-	NO	4966303184
289032	11/04/2013	ZSCR	551	035-1	'045	40091530	NA	6576362036	2	1351	"220PF,5%,50V,NPO,0805,NISN,CER"		ROH	NA	0.12	S1_PATS_MANUEL MANZANO-	NO	4966303184
289032	11/04/2013	ZSCR	551	035-1	'045	6598147621	NA	6592312039	432	1351	"75V,200MA,QUADRO-MINIMELF,FAST"		ROH	NA	25.92	S1_PATS_MANUEL MANZANO-	NO	4966303383
289032	11/04/2013	ZSCR	551	035-1	'045	40091530	NA	A2C00000568	1	1351	"T BIP/BC 847S E6327,SOT363"		ROH	NA	0.18	S1_PATS_MANUEL MANZANO-	NO	4966303184
289032	11/04/2013	ZSCR	551	035-1	'045	40091530	NA	A2C00001880	2	1351	"120pF,2%,50V,C0G,0603,TINNED,CER CAP/"		ROH	NA	0.12	S1_PATS_MANUEL MANZANO-	NO	4966303184
289032	11/04/2013	ZSCR	551	035-1	'045	40091530	NA	A2C00001995	1	1351	"10nF,10%,100V,X7R,0805,TINNED,CER CAP/"		ROH	NA	0.04	S1_PATS_MANUEL MANZANO-	NO	4966303184
289032	11/04/2013	ZSCR	551	035-1	'045	40091530	NA	A2C00002105	1	1351	"33pF,5%,50V,C0G,0603,Sn,CER CAP/CC"		ROH	NA	0.02	S1_PATS_MANUEL MANZANO-	NO	4966303184
289032	11/04/2013	ZSCR	551	035-1	'045	6598147621	NA	A2C00003410	1	1351	"R LIN,22K,5%,TK200,125mW,0805"		ROH	NA	0.01	S1_PATS_MANUEL MANZANO-	NO	4966303383
289032	11/04/2013	ZSCR	551	035-1	'045	40091530	NA	A2C00003802	1	1351	"62R,5%,TK250,125mW,0805,LIN RES/"		ROH	NA	0.01	S1_PATS_MANUEL MANZANO-	NO	4966303184
289032	11/04/2013	ZSCR	551	035-1	'045	40091530	NA	A2C00003820	1	1351	"R LIN,68K,5%,TK200,100mW,0603"		ROH	NA	0.01	S1_PATS_MANUEL MANZANO-	NO	4966303184
289032	11/04/2013	ZSCR	551	035-1	'045	40091530	NA	A2C00010441	1	1351	"R LIN,1K,5%,TK200,63mW,0402"		ROH	NA	0.01	S1_PATS_MANUEL MANZANO-	NO	4966303184
289032	11/04/2013	ZSCR	551	035-1	'045	40091530	NA	A2C00010445	2	1351	"4K7,5%,TK200,63mW,0402,LIN RES/CRCW"		ROH	NA	0.02	S1_PATS_MANUEL MANZANO-	NO	4966303184
289032	11/04/2013	ZSCR	551	035-1	'045	40091530	NA	A2C00024058	1	1351	"1K,1%,TK50,1W,MELF0207,LIN RES/MMB"		ROH	NA	0.26	S1_PATS_MANUEL MANZANO-	NO	4966303184
289033	11/04/2013	ZSCR	551	035-1	'045	A2C53282668	NA	A2C00003689	40	1351	"R LIN,4K7,5%,TK200,100mW,0603"		ROH	NA	0.4	S1_ABM_	NO	4966304780
289033	11/04/2013	ZSCR	551	035-1	'045	A2C53282668	NA	A2C00003828	2	1351	"R LIN,2K2,5%,TK200,100mW,0603"		ROH	NA	0.02	S1_ABM_	NO	4966304780
289033	11/04/2013	ZSCR	551	035-1	'045	A2C53282668	NA	A2C00004465	8	1351	"R LIN,47K,1%,TK100,100mW,0603"		ROH	NA	0.08	S1_ABM_	NO	4966304780
289033	11/04/2013	ZSCR	551	035-1	'045	A2C53282668	NA	A2C00019082	38	1351	"1,NPN,NORMAL,100mA,50V,SOT23,BIP/PDTC143"		ROH	NA	3.42	S1_ABM_	NO	4966304780
289033	11/04/2013	ZSCR	551	035-1	'045	A2C53282668	NA	A2C00032303	6	1351	"7K5,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.06	S1_ABM_	NO	4966304780
289033	11/04/2013	ZSCR	551	035-1	'045	A2C53282668	NA	A2C00032513	10	1351	"16MHz,0.1%,CSTCV,CER RESONATOR"		ROH	NA	26	S1_ABM_	NO	4966304780
289033	11/04/2013	ZSCR	551	035-1	'045	A2C53282668	NA	A2C00045061	3	1351	"200K,0.1%,TK25,62.5mW,0603,LIN RES/RT"		ROH	NA	0.78	S1_ABM_	NO	4966304780
289033	11/04/2013	ZSCR	551	035-1	'045	A2C53282668	NA	A2C00046692	71	1351	"100nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	2.13	S1_ABM_	NO	4966304780
289033	11/04/2013	ZSCR	551	035-1	'045	A2C53282668	NA	A2C00050232	9	1351	"43K2,0.1%,TK25,100mW,0603,LIN RES/"		ROH	NA	3.24	S1_ABM_	NO	4966304780
289033	11/04/2013	ZSCR	551	035-1	'045	A2C53282668	NA	A2C52001142	2	1351	"47pF,10%,50V,C0G,0603,MIXED,CER CAP/C060"		ROH	NA	0.04	S1_ABM_	NO	4966304780
289034	11/04/2013	ZSCR	551	035-1	'045	A2C3730180093	NA	A2C00000389	4	1351	"35V,10A,2,SCHOTTKY,TO252/DPAK,RECT DIODE"		ROH	NA	5.12	S2_BCM_	NO	4966304844
289034	11/04/2013	ZSCR	551	035-1	'045	A2C53386111	NA	A2C00001110	171	1351	"1,MULTI,SO16,LOGIC/74HC151D"		ROH	NA	102.6	S2_BCM_	NO	4966305586
289034	11/04/2013	ZSCR	551	035-1	'045	A2C8758170093	NA	A2C00003409	1	1351	"15K,5%,TK250,125mW,0805,LIN RES/"		ROH	NA	0.01	S2_BCM_	NO	4966304177
289034	11/04/2013	ZSCR	551	035-1	'045	A2C8758170093	NA	A2C00003418	1	1351	"R LIN,22R,5%,TK200,125mW,0805"		ROH	NA	0.01	S2_BCM_	NO	4966304177
289034	11/04/2013	ZSCR	551	035-1	'045	A2C3730180092	NA	A2C00003454	3	1351	"R LIN,1K,5%,TK200,250mW,1206"		ROH	NA	0.06	S2_BCM_	NO	4966304507
289034	11/04/2013	ZSCR	551	035-1	'045	A2C8758170093	NA	A2C00003458	6	1351	"R LIN,1K2,5%,TK200,250mW,1206"		ROH	NA	0.12	S2_BCM_	NO	4966304177
289034	11/04/2013	ZSCR	551	035-1	'045	A2C8758170093	NA	A2C00003684	6	1351	"R LIN,100K,5%,TK200,100mW,0603"		ROH	NA	0.06	S2_BCM_	NO	4966304177
289034	11/04/2013	ZSCR	551	035-1	'045	A2C8758170092	NA	A2C00003684	5	1351	"R LIN,100K,5%,TK200,100mW,0603"		ROH	NA	0.05	S2_BCM_	NO	4966304308
289034	11/04/2013	ZSCR	551	035-1	'045	A2C8723050092	NA	A2C00003684	18	1351	"R LIN,100K,5%,TK200,100mW,0603"		ROH	NA	0.18	S2_BCM_	NO	4966305820
289034	11/04/2013	ZSCR	551	035-1	'045	A2C31100900	NA	A2C00003684	1	1351	"R LIN,100K,5%,TK200,100mW,0603"		ROH	NA	0.01	S2_BCM_	NO	4966304381
289034	11/04/2013	ZSCR	551	035-1	'045	A2C3730260093	NA	A2C00003684	28	1351	"R LIN,100K,5%,TK200,100mW,0603"		ROH	NA	0.28	S2_BCM_	NO	4966304482
289034	11/04/2013	ZSCR	551	035-1	'045	A2C53386111B	NA	A2C00003684	16	1351	"R LIN,100K,5%,TK200,100mW,0603"		ROH	NA	0.16	S2_BCM_	NO	4966304667
289034	11/04/2013	ZSCR	551	035-1	'045	A2C8758170093	NA	A2C00003692	18	1351	"R LIN,47K,5%,TK200,100mW,0603"		ROH	NA	0.18	S2_BCM_	NO	4966304177
289034	11/04/2013	ZSCR	551	035-1	'045	A2C31100900	NA	A2C00003692	15	1351	"R LIN,47K,5%,TK200,100mW,0603"		ROH	NA	0.15	S2_BCM_	NO	4966304381
289034	11/04/2013	ZSCR	551	035-1	'045	A2C3730180093	NA	A2C00003692	36	1351	"R LIN,47K,5%,TK200,100mW,0603"		ROH	NA	0.36	S2_BCM_	NO	4966304844
289034	11/04/2013	ZSCR	551	035-1	'045	A2C53386111	NA	A2C00003724	3	1351	"R LIN,470R,5%,TK200,125mW,0805"		ROH	NA	0.03	S2_BCM_	NO	4966305586
289034	11/04/2013	ZSCR	551	035-1	'045	A2C31100900	NA	A2C00003742	9	1351	"R LIN,820R,5%,TK200,125mW,0805"		ROH	NA	0.09	S2_BCM_	NO	4966304381
289034	11/04/2013	ZSCR	551	035-1	'045	A2C3730260093	NA	A2C00003742	6	1351	"R LIN,820R,5%,TK200,125mW,0805"		ROH	NA	0.06	S2_BCM_	NO	4966304482
289034	11/04/2013	ZSCR	551	035-1	'045	A2C3730180093	NA	A2C00003742	183	1351	"R LIN,820R,5%,TK200,125mW,0805"		ROH	NA	1.83	S2_BCM_	NO	4966304844
289034	11/04/2013	ZSCR	551	035-1	'045	A2C3730180092	NA	A2C00003779	2	1351	"R LIN,100R,5%,TK200,100mW,0603"		ROH	NA	0.02	S2_BCM_	NO	4966304507
289034	11/04/2013	ZSCR	551	035-1	'045	A2C31100900	NA	A2C00003786	3	1351	"R LIN,680R,5%,TK200,125mW,0805"		ROH	NA	0.03	S2_BCM_	NO	4966304381
289034	11/04/2013	ZSCR	551	035-1	'045	A2C3730180093	NA	A2C00003786	20	1351	"R LIN,680R,5%,TK200,125mW,0805"		ROH	NA	0.2	S2_BCM_	NO	4966304844
289034	11/04/2013	ZSCR	551	035-1	'045	A2C3730180092	NA	A2C00003959	8	1351	"R LIN,82K,5%,TK200,100mW,0603"		ROH	NA	0.08	S2_BCM_	NO	4966304507
289034	11/04/2013	ZSCR	551	035-1	'045	A2C53386111B	NA	A2C00003959	12	1351	"R LIN,82K,5%,TK200,100mW,0603"		ROH	NA	0.12	S2_BCM_	NO	4966304667
289034	11/04/2013	ZSCR	551	035-1	'045	A2C8758170092	NA	A2C00003996	12	1351	"R LIN,1K2,5%,TK200,100mW,0603"		ROH	NA	0.12	S2_BCM_	NO	4966304308
289034	11/04/2013	ZSCR	551	035-1	'045	A2C31100900	NA	A2C00005665	22	1351	"RF-IC,PCF7991AT/1081/M, SO14, Advanced B"		ROH	NA	117.7	S2_BCM_	NO	4966304381
289034	11/04/2013	ZSCR	551	035-1	'045	A2C3730260093	NA	A2C00005665	29	1351	"RF-IC,PCF7991AT/1081/M, SO14, Advanced B"		ROH	NA	155.15	S2_BCM_	NO	4966304482
289034	11/04/2013	ZSCR	551	035-1	'045	A2C3730180093	NA	A2C00005665	84	1351	"RF-IC,PCF7991AT/1081/M, SO14, Advanced B"		ROH	NA	449.4	S2_BCM_	NO	4966304844
289034	11/04/2013	ZSCR	551	035-1	'045	A2C31100900	NA	A2C00005697	1	1351	"0R33,5%,TK50,1W,MELF0207,LIN RES/"		ROH	NA	0.64	S2_BCM_	NO	4966304381
289034	11/04/2013	ZSCR	551	035-1	'045	A2C3730260093	NA	A2C00005697	1	1351	"0R33,5%,TK50,1W,MELF0207,LIN RES/"		ROH	NA	0.64	S2_BCM_	NO	4966304482
289034	11/04/2013	ZSCR	551	035-1	'045	A2C3730180093	NA	A2C00005697	39	1351	"0R33,5%,TK50,1W,MELF0207,LIN RES/"		ROH	NA	24.96	S2_BCM_	NO	4966304844
289034	11/04/2013	ZSCR	551	035-1	'045	A2C3730180092	NA	A2C00006613	6	1351	"R LIN,22K,5%,TK200,63mW,0402"		ROH	NA	0.06	S2_BCM_	NO	4966304507
289034	11/04/2013	ZSCR	551	035-1	'045	A2C8758170092	NA	A2C00007912	10	1351	"2,PNP,RET,R<b>=10k,R<e-b>=47k, 100mA,1V,"		ROH	NA	2.1	S2_BCM_	NO	4966304308
289034	11/04/2013	ZSCR	551	035-1	'045	A2C3730180092	NA	A2C00007912	45	1351	"2,PNP,RET,R<b>=10k,R<e-b>=47k, 100mA,1V,"		ROH	NA	9.45	S2_BCM_	NO	4966304507
289034	11/04/2013	ZSCR	551	035-1	'045	A2C3730260093	NA	A2C00010445	1	1351	"4K7,5%,TK200,63mW,0402,LIN RES/CRCW"		ROH	NA	0.01	S2_BCM_	NO	4966304482
289034	11/04/2013	ZSCR	551	035-1	'045	A2C8723050092	NA	A2C00010472	17	1351	"R LIN,47K,5%,TK200,63mW,0402"		ROH	NA	0.17	S2_BCM_	NO	4966305820
289034	11/04/2013	ZSCR	551	035-1	'045	A2C3730180092	NA	A2C00010472	23	1351	"R LIN,47K,5%,TK200,63mW,0402"		ROH	NA	0.23	S2_BCM_	NO	4966304507
289034	11/04/2013	ZSCR	551	035-1	'045	A2C53386111	NA	A2C00010472	22	1351	"R LIN,47K,5%,TK200,63mW,0402"		ROH	NA	0.22	S2_BCM_	NO	4966305586
289034	11/04/2013	ZSCR	551	035-1	'045	A2C53386111B	NA	A2C00010472	19	1351	"R LIN,47K,5%,TK200,63mW,0402"		ROH	NA	0.19	S2_BCM_	NO	4966304667
289034	11/04/2013	ZSCR	551	035-1	'045	A2C8758170092	NA	A2C00010738	11	1351	"C CER,X7R,1nF,10%,50V,0402,Sn,STANDARD"		ROH	NA	0.22	S2_BCM_	NO	4966304308
289034	11/04/2013	ZSCR	551	035-1	'045	A2C3730180092	NA	A2C00010738	7	1351	"C CER,X7R,1nF,10%,50V,0402,Sn,STANDARD"		ROH	NA	0.14	S2_BCM_	NO	4966304507
289034	11/04/2013	ZSCR	551	035-1	'045	A2C3730180093	NA	A2C00010739	2	1351	"10nF,10%,16V,X7R,0402,TINNED,CER CAP/"		ROH	NA	0.04	S2_BCM_	NO	4966304844
289034	11/04/2013	ZSCR	551	035-1	'045	A2C8723050092	NA	A2C00010908	1	1351	"R LIN,27K,5%,TK200,63mW,0402"		ROH	NA	0.01	S2_BCM_	NO	4966305820
289034	11/04/2013	ZSCR	551	035-1	'045	A2C53386111	NA	A2C00010908	5	1351	"R LIN,27K,5%,TK200,63mW,0402"		ROH	NA	0.05	S2_BCM_	NO	4966305586
289034	11/04/2013	ZSCR	551	035-1	'045	A2C53386111B	NA	A2C00010908	2	1351	"R LIN,27K,5%,TK200,63mW,0402"		ROH	NA	0.02	S2_BCM_	NO	4966304667
289034	11/04/2013	ZSCR	551	035-1	'045	A2C3730180092	NA	A2C00011061	9	1351	"1,NPN,NORMAL,100mA,50V,SOT323_3,BIP/BCR1"		ROH	NA	0.81	S2_BCM_	NO	4966304507
289034	11/04/2013	ZSCR	551	035-1	'045	A2C8758170092	NA	A2C00011630	4	1351	"1,PNP,NORMAL,70mA,50V,SOT363,BIP/BCR198S"		ROH	NA	0.84	S2_BCM_	NO	4966304308
289034	11/04/2013	ZSCR	551	035-1	'045	A2C8758170093	NA	A2C00013096	1	1351	"R LIN,150K,5%,TK200,63mW,0402"		ROH	NA	0.01	S2_BCM_	NO	4966304177
289034	11/04/2013	ZSCR	551	035-1	'045	A2C8723050092	NA	A2C00013096	3	1351	"R LIN,150K,5%,TK200,63mW,0402"		ROH	NA	0.03	S2_BCM_	NO	4966305820
289034	11/04/2013	ZSCR	551	035-1	'045	A2C31100900	NA	A2C00013096	7	1351	"R LIN,150K,5%,TK200,63mW,0402"		ROH	NA	0.07	S2_BCM_	NO	4966304381
289034	11/04/2013	ZSCR	551	035-1	'045	A2C8723050092	NA	A2C00017003	5	1351	"2K74,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.05	S2_BCM_	NO	4966305820
289034	11/04/2013	ZSCR	551	035-1	'045	A2C3730180092	NA	A2C00019439	3	1351	"T BIP/BCR35PN E6327,SOT363"		ROH	NA	0.6	S2_BCM_	NO	4966304507
289034	11/04/2013	ZSCR	551	035-1	'045	A2C3730180092	NA	A2C00019748	3	1351	"R LIN,2K2,1%,TK100,63mW,0402"		ROH	NA	0.03	S2_BCM_	NO	4966304507
289034	11/04/2013	ZSCR	551	035-1	'045	A2C53386111	NA	A2C00019938	27	1351	"16V,200mW,SOD323,ZENER/GDZ16B10k pcs ree"		ROH	NA	3.51	S2_BCM_	NO	4966305586
289034	11/04/2013	ZSCR	551	035-1	'045	A2C8758170093	NA	A2C00021292	10	1351	"1,PNP,NORMAL,500mA,45V,SOT323,BIP/BC 807"		ROH	NA	1	S2_BCM_	NO	4966304177
289034	11/04/2013	ZSCR	551	035-1	'045	A2C8758170092	NA	A2C00021292	3	1351	"1,PNP,NORMAL,500mA,45V,SOT323,BIP/BC 807"		ROH	NA	0.3	S2_BCM_	NO	4966304308
289034	11/04/2013	ZSCR	551	035-1	'045	A2C8723050092	NA	A2C00021292	103	1351	"1,PNP,NORMAL,500mA,45V,SOT323,BIP/BC 807"		ROH	NA	10.3	S2_BCM_	NO	4966305820
289034	11/04/2013	ZSCR	551	035-1	'045	A2C3730180093	NA	A2C00021292	355	1351	"1,PNP,NORMAL,500mA,45V,SOT323,BIP/BC 807"		ROH	NA	35.5	S2_BCM_	NO	4966304844
289034	11/04/2013	ZSCR	551	035-1	'045	A2C3730180092	NA	A2C00021292	4	1351	"1,PNP,NORMAL,500mA,45V,SOT323,BIP/BC 807"		ROH	NA	0.4	S2_BCM_	NO	4966304507
289034	11/04/2013	ZSCR	551	035-1	'045	A2C53386111	NA	A2C00021292	50	1351	"1,PNP,NORMAL,500mA,45V,SOT323,BIP/BC 807"		ROH	NA	5	S2_BCM_	NO	4966305586
289034	11/04/2013	ZSCR	551	035-1	'045	A2C53386111B	NA	A2C00021292	95	1351	"1,PNP,NORMAL,500mA,45V,SOT323,BIP/BC 807"		ROH	NA	9.5	S2_BCM_	NO	4966304667
289034	11/04/2013	ZSCR	551	035-1	'045	A2C31100900	NA	A2C00023268	3	1351	"4,EQ ISO,konvex 1206,120K,5%,63mW,NET RE"		ROH	NA	0.12	S2_BCM_	NO	4966304381
289034	11/04/2013	ZSCR	551	035-1	'045	A2C3730260093	NA	A2C00023268	27	1351	"4,EQ ISO,konvex 1206,120K,5%,63mW,NET RE"		ROH	NA	1.08	S2_BCM_	NO	4966304482
289034	11/04/2013	ZSCR	551	035-1	'045	A2C3730180093	NA	A2C00023268	9	1351	"4,EQ ISO,konvex 1206,120K,5%,63mW,NET RE"		ROH	NA	0.36	S2_BCM_	NO	4966304844
289034	11/04/2013	ZSCR	551	035-1	'045	A2C3730180092	NA	A2C00023268	4	1351	"4,EQ ISO,konvex 1206,120K,5%,63mW,NET RE"		ROH	NA	0.16	S2_BCM_	NO	4966304507
289034	11/04/2013	ZSCR	551	035-1	'045	A2C8723050092	NA	A2C00023270	10	1351	"4,EQ ISO,konvex 1206,82K,5%,63mW,NET RES"		ROH	NA	0.4	S2_BCM_	NO	4966305820
289034	11/04/2013	ZSCR	551	035-1	'045	A2C53386111B	NA	A2C00023270	26	1351	"4,EQ ISO,konvex 1206,82K,5%,63mW,NET RES"		ROH	NA	1.04	S2_BCM_	NO	4966304667
289034	11/04/2013	ZSCR	551	035-1	'045	A2C3730180092	NA	A2C00025465	1	1351	"680R,5%,TK200,63mW,0402,LIN RES/ERJ2GEJ6"		ROH	NA	0.01	S2_BCM_	NO	4966304507
289034	11/04/2013	ZSCR	551	035-1	'045	A2C3730180092	NA	A2C00026673	1	1351	"R LIN,3K3,1%,TK100,63mW,0402"		ROH	NA	0.01	S2_BCM_	NO	4966304507
289034	11/04/2013	ZSCR	551	035-1	'045	A2C53386111B	NA	A2C00030942	5	1351	"4,EQ ISO,konvex 1206,22K,5%,63mW,NET RES"		ROH	NA	0.2	S2_BCM_	NO	4966304667
289034	11/04/2013	ZSCR	551	035-1	'045	A2C8758170093	NA	A2C00030945	12	1351	"4,EQ ISO,konvex 1206,100K,5%,63mW,NET RE"		ROH	NA	0.48	S2_BCM_	NO	4966304177
289034	11/04/2013	ZSCR	551	035-1	'045	A2C31100900	NA	A2C00030945	5	1351	"4,EQ ISO,konvex 1206,100K,5%,63mW,NET RE"		ROH	NA	0.2	S2_BCM_	NO	4966304381
289034	11/04/2013	ZSCR	551	035-1	'045	A2C3730260093	NA	A2C00030945	13	1351	"4,EQ ISO,konvex 1206,100K,5%,63mW,NET RE"		ROH	NA	0.52	S2_BCM_	NO	4966304482
289034	11/04/2013	ZSCR	551	035-1	'045	A2C3730180093	NA	A2C00030945	70	1351	"4,EQ ISO,konvex 1206,100K,5%,63mW,NET RE"		ROH	NA	2.8	S2_BCM_	NO	4966304844
289034	11/04/2013	ZSCR	551	035-1	'045	A2C8758170092	NA	A2C00030947	9	1351	"4,EQ ISO,konvex 1206,220K,5%,63mW,NET RE"		ROH	NA	0.36	S2_BCM_	NO	4966304308
289034	11/04/2013	ZSCR	551	035-1	'045	A2C3730180092	NA	A2C00030947	153	1351	"4,EQ ISO,konvex 1206,220K,5%,63mW,NET RE"		ROH	NA	6.12	S2_BCM_	NO	4966304507
289034	11/04/2013	ZSCR	551	035-1	'045	A2C8723050092	NA	A2C00032097	31	1351	"4,EQ ISO,1206,56K,5%,64mW,NET RES/Resist"		ROH	NA	1.24	S2_BCM_	NO	4966305820
289034	11/04/2013	ZSCR	551	035-1	'045	A2C53386111	NA	A2C00032097	5	1351	"4,EQ ISO,1206,56K,5%,64mW,NET RES/Resist"		ROH	NA	0.2	S2_BCM_	NO	4966305586
289034	11/04/2013	ZSCR	551	035-1	'045	A2C53386111B	NA	A2C00032097	28	1351	"4,EQ ISO,1206,56K,5%,64mW,NET RES/Resist"		ROH	NA	1.12	S2_BCM_	NO	4966304667
289034	11/04/2013	ZSCR	551	035-1	'045	A2C3730260093	NA	A2C00032166	7	1351	"7,NPN,DARL,0.5A,50V,SO16,-40 to +105 C B"		ROH	NA	7.7	S2_BCM_	NO	4966304482
289034	11/04/2013	ZSCR	551	035-1	'045	A2C8758170092	NA	A2C00033514	43	1351	"R LIN,330R,1%,TK100,250mW,1206"		ROH	NA	0.86	S2_BCM_	NO	4966304308
289034	11/04/2013	ZSCR	551	035-1	'045	A2C3730180092	NA	A2C00039040	42	1351	"C CER,X7R,100nF,10%,50V,0805,Sn ++ open"		ROH	NA	2.94	S2_BCM_	NO	4966304507
289034	11/04/2013	ZSCR	551	035-1	'045	A2C3730180092	NA	A2C00040723	4	1351	"2.495V,100mA,STEP DOWN,SOT23-5,VOLT REG/"		ROH	NA	6.72	S2_BCM_	NO	4966304507
289034	11/04/2013	ZSCR	551	035-1	'045	A2C3730180092	NA	A2C00042746	32	1351	"1,P_CHAN,MOS,SMALLSIGNAL,60V,150mA,0Ohm,"		ROH	NA	8.64	S2_BCM_	NO	4966304507
289034	11/04/2013	ZSCR	551	035-1	'045	A2C8758170093	NA	A2C00043037	1	1351	"200V,2A,1,STANDARD,DO214AA,RECT DIODE/ES"		ROH	NA	0.5	S2_BCM_	NO	4966304177
289034	11/04/2013	ZSCR	551	035-1	'045	A2C8758170092	NA	A2C00044356	2	1351	"10V,1A,1,SCHOTTKY,SOD323,RECT DIODE/BAT6"		ROH	NA	0.76	S2_BCM_	NO	4966304308
289034	11/04/2013	ZSCR	551	035-1	'045	A2C3730180092	NA	A2C00044356	4	1351	"10V,1A,1,SCHOTTKY,SOD323,RECT DIODE/BAT6"		ROH	NA	1.52	S2_BCM_	NO	4966304507
