No.Item	Txs SAP	Mov	Código Scrap	O.I.	Parte Padre	Batch ID	No.Parte	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	No.Docto.SAP		
144055	ZSCR	551	050-1	NA	5WY8866	NA	A2C53428271	1501	TIPM MY11 7C S1 BUX LOG MODEL	NA	HALB	S.Real	260.75	S1_TIPM LOGIC_PABLO PAL	4957511843		
144056	ZSCR	551	034-2	NA	5WY8866	NA	A2C53428271	1342	TIPM MY11 7C S1 BUX LOG MODEL	NA	HALB	S.Real	260.75	S1_TIPM LOGIC_PABLO PAL	4957511394		
144057	ZSCR	551	030-1	NA	5WY8866	NA	A2C53428271	1301	TIPM MY11 7C S1 BUX LOG MODEL	NA	HALB	S.Real	260.75	S1_TIPM LOGIC_PABLO PAL	4957511208		
144058	ZSCR	551	050-1	NA	5WY8866	NA	A2C53428271	1501	TIPM MY11 7C S1 BUX LOG MODEL	NA	HALB	S.Real	260.75	S1_TIPM LOGIC_PABLO PAL	4957511843		
144059	ZSCR	551	050-1	NA	5WY8866	NA	A2C53428271	1501	TIPM MY11 7C S1 BUX LOG MODEL	NA	HALB	S.Real	260.75	S1_TIPM LOGIC_PABLO PAL	4957511843		
144060	ZSCR	551	030-1	NA	5WY8866	NA	A2C53428271	1301	TIPM MY11 7C S1 BUX LOG MODEL	NA	HALB	S.Real	260.75	S1_TIPM LOGIC_PABLO PAL	4957511208		
144061	ZSCR	551	030-1	NA	5WY8866	NA	A2C53428271	1301	TIPM MY11 7C S1 BUX LOG MODEL	NA	HALB	S.Real	260.75	S1_TIPM LOGIC_PABLO PAL	4957511208		
144062	ZSCR	551	050-1	NA	5WY8866	NA	A2C53428271	1501	TIPM MY11 7C S1 BUX LOG MODEL	NA	HALB	S.Real	260.75	S1_TIPM LOGIC_PABLO PAL	4957511843		
144063	ZSCR	551	050-1	NA	5WY8866	NA	A2C53428271	1501	TIPM MY11 7C S1 BUX LOG MODEL	NA	HALB	S.Real	260.75	S1_TIPM LOGIC_PABLO PAL	4957511843		
144064	ZSCR	551	030-1	NA	5WY8866	NA	A2C53428271	1301	TIPM MY11 7C S1 BUX LOG MODEL	NA	HALB	S.Real	260.75	S1_TIPM LOGIC_PABLO PAL	4957511208		
144065	ZSCR	551	030-1	NA	5WY8866	NA	A2C53428271	1301	TIPM MY11 7C S1 BUX LOG MODEL	NA	HALB	S.Real	521.5	S1_TIPM LOGIC_PABLO PAL	4957511208		
144066	ZSCR	551	050-1	NA	5WY8866	NA	A2C53428271	1501	TIPM MY11 7C S1 BUX LOG MODEL	NA	HALB	S.Real	260.75	S1_TIPM LOGIC_PABLO PAL	4957511843		
144067	ZSCR	551	030-1	NA	5WY8866	NA	A2C53428271	1301	TIPM MY11 7C S1 BUX LOG MODEL	NA	HALB	S.Real	260.75	S1_TIPM LOGIC_PABLO PAL	4957511208		
144068	ZSCR	551	050-1	NA	5WY8866	NA	A2C53428271	1501	TIPM MY11 7C S1 BUX LOG MODEL	NA	HALB	S.Real	260.75	S1_TIPM LOGIC_PABLO PAL	4957511843		
144069	ZSCR	551	050-1	NA	5WY8866	NA	A2C53428271	1501	TIPM MY11 7C S1 BUX LOG MODEL	NA	HALB	S.Real	260.75	S1_TIPM LOGIC_PABLO PAL	4957511843		
144070	ZSCR	551	030-1	NA	5WY8866	NA	A2C53428271	1301	TIPM MY11 7C S1 BUX LOG MODEL	NA	HALB	S.Real	260.75	S1_TIPM LOGIC_PABLO PAL	4957511208		
144071	ZSCR	551	030-1	NA	5WY8866	NA	A2C53428271	1301	TIPM MY11 7C S1 BUX LOG MODEL	NA	HALB	S.Real	260.75	S1_TIPM LOGIC_PABLO PAL	4957511208		
144072	ZSCR	551	040-3	NA	5WY8866	NA	A2C53428271	1403	TIPM MY11 7C S1 BUX LOG MODEL	NA	HALB	S.Real	260.75	S1_TIPM LOGIC_PABLO PAL	4957511643		
144073	ZSCR	551	050-1	NA	5WY8866	NA	A2C53428271	1501	TIPM MY11 7C S1 BUX LOG MODEL	NA	HALB	S.Real	260.75	S1_TIPM LOGIC_PABLO PAL	4957511843		
144074	ZSCR	551	050-1	NA	5WY8868	NA	A2C53428679	1501	LOGIC PCB S2A DS GAS LOGIC MODEL MY11	NA	HALB	S.Real	235.09	S1_TIPM LOGIC_PABLO PAL	4957511871		
144075	ZSCR	551	050-1	NA	A2C53428271	NA	A2C53428272	1501	SUB PCB TMI ASSY. D/BUX MY11 DV2 7Ci V1	NA	HALB	S.Real/AutoBF	260.75	S1_TIPM LOGIC_PABLO PAL	4957510992		
144076	ZSCR	551	050-1	NA	5WY8868	NA	A2C53428679	1501	LOGIC PCB S2A DS GAS LOGIC MODEL MY11	NA	HALB	S.Real	235.09	S1_TIPM LOGIC_PABLO PAL	4957511871		
144077	ZSCR	551	050-1	NA	5WY8866	NA	A2C53428271	1501	TIPM MY11 7C S1 BUX LOG MODEL	NA	HALB	S.Real	260.75	S1_TIPM LOGIC_PABLO PAL	4957511843		
144078	ZSCR	551	050-1	NA	5WY8868	NA	A2C53428679	1501	LOGIC PCB S2A DS GAS LOGIC MODEL MY11	NA	HALB	S.Real	235.09	S1_TIPM LOGIC_PABLO PAL	4957511871		
144085	ZSCR	551	034-2	NA	5WY9011M	NA	A2C31231100	1342	TIPM 7Ci MY12 PV MED PROD INT ASSEM v2	NA	HALB	S.Real	223.48	S1_TIPM MEDIUM_PABLO PA	4957511238		
144086	ZSCR	551	050-1	NA	5WY9011M	NA	A2C31231100	1501	TIPM 7Ci MY12 PV MED PROD INT ASSEM v2	NA	HALB	S.Real	223.48	S1_TIPM MEDIUM_PABLO PA	4957511826		
144087	ZSCR	551	050-1	NA	5WY9011M	NA	A2C31231100	1501	TIPM 7Ci MY12 PV MED PROD INT ASSEM v2	NA	HALB	S.Real	223.48	S1_TIPM MEDIUM_PABLO PA	4957511826		
144088	ZSCR	551	050-1	NA	5WY9011M	NA	A2C31231100	1501	TIPM 7Ci MY12 PV MED PROD INT ASSEM v2	NA	HALB	S.Real	223.48	S1_TIPM MEDIUM_PABLO PA	4957511826		
144089	ZSCR	551	050-1	NA	5WY9011M	NA	A2C31231100	1501	TIPM 7Ci MY12 PV MED PROD INT ASSEM v2	NA	HALB	S.Real	446.96	S1_TIPM MEDIUM_PABLO PA	4957511826		
144090	ZSCR	551	050-1	NA	5WY9011M	NA	A2C31231100	1501	TIPM 7Ci MY12 PV MED PROD INT ASSEM v2	NA	HALB	S.Real	223.48	S1_TIPM MEDIUM_PABLO PA	4957511826		
144091	ZSCR	551	050-1	NA	5WY9011M	NA	A2C31231100	1501	TIPM 7Ci MY12 PV MED PROD INT ASSEM v2	NA	HALB	S.Real	223.48	S1_TIPM MEDIUM_PABLO PA	4957511826		
144092	ZSCR	551	050-1	NA	5WY9011M	NA	A2C31231100	1501	TIPM 7Ci MY12 PV MED PROD INT ASSEM v2	NA	HALB	S.Real	223.48	S1_TIPM MEDIUM_PABLO PA	4957511826		
144095	ZSCR	551	034-2	NA	A2C30849000	NA	A2C40018531	1342	"EM RELAY,TBD,TWIN,12V, EX2-2U1J"	NA	ROH	NA	83.4	S1_TIPM MEDIUM_PABLO PA	4957513347		
144096	ZSCR	551	034-2	NA	5WY9011M	NA	A2C53428227	1342	PIN	NA	ROH	NA	0.6	S1_TIPM MEDIUM_PABLO PA	4957513324		
144096	ZSCR	551	034-2	NA	5WY9011M	NA	A2C53428228	1342	PIN	NA	ROH	NA	120	S1_TIPM MEDIUM_PABLO PA	4957513324		
144096	ZSCR	551	034-2	NA	5WY9011M	NA	A2C53428229	1342	"PIN,TNG FORK (TALL)"	NA	ROH	NA	39.6	S1_TIPM MEDIUM_PABLO PA	4957513324		
144100	ZSCR	551	030-1	NA	A2C31231300	NA	A2C00062952	1301	"EX2-2K1J RELAY,POWER,TWIN,12V"	NA	ROH	NA	167.52	S1_TIPM MEDIUM_PABLO PA	4957512818		
144101	ZSCR	551	030-1	NA	A2C31231300	NA	A2C40018533	1301	"EM RELAY,TBD,SINGLE,12V"	NA	ROH	NA	80.22	S1_TIPM MEDIUM_PABLO PA	4957512818		
144102	ZSCR	551	030-1	NA	A2C31231300	NA	A2C53428228	1301	PIN	NA	ROH	NA	21	S1_TIPM MEDIUM_PABLO PA	4957512818		
144103	ZSCR	551	030-1	NA	5WY9011M	NA	A2C53428219	1301	"COMP,26-WAY DL R BRD TO BRD"	NA	ROH	NA	48.8	S1_TIPM MEDIUM_PABLO PA	4957512784		
144103	ZSCR	551	030-1	NA	5WY9011M	NA	A2C53428221	1301	"PIN,STPD,COP,BRD TO BRD RCPT (TYCO)"	NA	ROH	NA	12.16	S1_TIPM MEDIUM_PABLO PA	4957512784		
144104	ZSCR	551	034-1	NA	5WY9011M	NA	A2C53428222	1341	"PIN,SQUARE,BERYLLIUM-COPPER"	NA	ROH	NA	80.08	S1_TIPM MEDIUM_PABLO PA	4957512888		
144104	ZSCR	551	034-1	NA	5WY9011M	NA	A2C53428223	1341	"PIN,NATURAL"	NA	ROH	NA	106.25	S1_TIPM MEDIUM_PABLO PA	4957512888		
144121	ZSCR	551	042-4	NA	A2C53428272	NA	A2C53428272T	1424	SUB PCB TMI ASSY. D/BUX MY11 DV2 7Ci TOP	NA	HALB	S.Real	1535.1	S1_TIPM LOGIC_PABLO PAL	4957511801		
144122	ZSCR	551	034-2	NA	5WY8866	NA	A2C53428271	1342	TIPM MY11 7C S1 BUX LOG MODEL	NA	HALB	S.Real	1043	S1_TIPM LOGIC_PABLO PAL	4957511394		
144124	ZSCR	551	042-4	NA	5WY8866	NA	A2C53428271	1424	TIPM MY11 7C S1 BUX LOG MODEL	NA	HALB	S.Real	521.5	S1_TIPM LOGIC_PABLO PAL	4957511678		
144126	ZSCR	551	034-2	NA	5WY8866	NA	A2C53428271	1342	TIPM MY11 7C S1 BUX LOG MODEL	NA	HALB	S.Real	260.75	S1_TIPM LOGIC_PABLO PAL	4957511394		
144128	ZSCR	551	034-2	NA	5WY8866	NA	A2C53428271	1342	TIPM MY11 7C S1 BUX LOG MODEL	NA	HALB	S.Real	521.5	S1_TIPM LOGIC_PABLO PAL	4957511394		
144133	ZSCR	551	034-2	NA	A2C31231300	NA	A2C31231300T	1342	SUB PCB TOP THD ASSY. PROD MY12 S1_MY12	NA	HALB	S.Real	435.6	S1_TIPM MEDIUM_PABLO PA	4957511264		
144134	ZSCR	551	040-2	NA	5WY9011	NA	A2C31231100	1402	TIPM 7Ci MY12 PV MED PROD INT ASSEM v2	NA	HALB	S.Real	446.96	S1_TIPM MEDIUM_PABLO PA	4957511506		
144136	ZSCR	551	034-2	NA	5WY9011	NA	A2C31231100	1342	TIPM 7Ci MY12 PV MED PROD INT ASSEM v2	NA	HALB	S.Real	223.48	S1_TIPM MEDIUM_PABLO PA	4957511238		
144138	ZSCR	551	034-2	NA	5WY9011	NA	A2C31231100	1342	TIPM 7Ci MY12 PV MED PROD INT ASSEM v2	NA	HALB	S.Real	446.96	S1_TIPM MEDIUM_PABLO PA	4957511238		
144145	ZSCR	551	034-2	NA	5WY9011	NA	A2C31231100	1342	TIPM 7Ci MY12 PV MED PROD INT ASSEM v2	NA	HALB	S.Real	1340.88	S1_TIPM MEDIUM_PABLO PA	4957511238		
144146	ZSCR	551	034-2	NA	5WY9011	NA	A2C31231100	1342	TIPM 7Ci MY12 PV MED PROD INT ASSEM v2	NA	HALB	S.Real	1117.4	S1_TIPM MEDIUM_PABLO PA	4957511238		
144196	ZSCR	551	034-2	NA	5WK49829	NA	A2C53335966B	1342	SMD Assy Fob Mobilio HP (Bot)	NA	HALB	S.Real	160.72	S5_FOB ACURA 08_ENRIQUE	4957511374		
144198	ZSCR	551	034-2	NA	5WK49521	NA	A2C53248675	1342	Housing cover CHI/JPN trunk 3 buttons	NA	ROH	NA	79.43	S5_FOB ACURA 08_ENRIQUE	4957513018		
144201	ZSCR	551	034-2	NA	5WK49521	NA	A2C53248676	1342	inner housing	NA	ROH	NA	5.28	S5_FOB ACURA 08_ENRIQUE	4957513018		
144201	ZSCR	551	034-2	NA	5WK49521	NA	A2C53248677	1342	cover inner housing	NA	ROH	NA	3.3	S5_FOB ACURA 08_ENRIQUE	4957513018		
144360	ZSCR	551	034-2	NA	5WY9011	NA	A2C31231100	1342	TIPM 7Ci MY12 PV MED PROD INT ASSEM v2	NA	HALB	S.Real	223.48	S1_TIPM MEDIUM_PABLO PA	4957511238		
144383	ZSCR	551	030-1	NA	A2C31231300	NA	A2C53428227	1301	PIN	NA	ROH	NA	19.2	S1_TIPM MEDIUM_PABLO PA	4957512818		
144383	ZSCR	551	030-1	NA	A2C31231300	NA	A2C53428228	1301	PIN	NA	ROH	NA	100.8	S1_TIPM MEDIUM_PABLO PA	4957512818		
144383	ZSCR	551	030-1	NA	A2C31231300	NA	A2C53428229	1301	"PIN,TNG FORK (TALL)"	NA	ROH	NA	21.12	S1_TIPM MEDIUM_PABLO PA	4957512818		
144384	ZSCR	551	030-1	NA	A2C31231300T	NA	A2C31229200	1301	"PCB RIGID,1001-2-00 TIPM MED MY12 Ci S1"	NA	ROH	NA	1506.48	S1_TIPM MEDIUM_PABLO PA	4957512834		
144385	ZSCR	551	040-5	NA	A2C53428271	NA	A2C53428272	1405	SUB PCB TMI ASSY. D/BUX MY11 DV2 7Ci V1	NA	HALB	S.Real/AutoBF	5215	S1_TIPM LOGIC_PABLO PAL	4957510893		
144428	ZSCR	551	034-2	NA	A2C53428272T	NA	A2C53428225	1342	PCB RIGID MY11 TIPM DV LOGIC PCB	NA	ROH	NA	105.44	S1_TIPM LOGIC_PABLO PAL	4957513525		
144432	ZSCR	551	040-4	NA	A2C53428679	NA	A2C53428700	1404	SUB PCB TMI ASSY. MY11DS GAS LOG DV2S1	NA	HALB	S.Real/AutoBF	470.18	S1_TIPM LOGIC_PABLO PAL	4957510836		
144437	ZSCR	551	034-2	NA	A2C53428679	NA	A2C53428700	1342	SUB PCB TMI ASSY. MY11DS GAS LOG DV2S1	NA	HALB	S.Real/AutoBF	235.09	S1_TIPM LOGIC_PABLO PAL	4957510727		
144439	ZSCR	551	040-5	NA	A2C53428679	NA	A2C53428700	1405	SUB PCB TMI ASSY. MY11DS GAS LOG DV2S1	NA	HALB	S.Real/AutoBF	235.09	S1_TIPM LOGIC_PABLO PAL	4957510932		
144447	ZSCR	551	034-2	NA	A2C53428271	NA	A2C53428272	1342	SUB PCB TMI ASSY. D/BUX MY11 DV2 7Ci V1	NA	HALB	S.Real/AutoBF	521.5	S1_TIPM LOGIC_PABLO PAL	4957510692		
144448	ZSCR	551	034-2	NA	A2C53428272T	NA	A2C53428225	1342	PCB RIGID MY11 TIPM DV LOGIC PCB	NA	ROH	NA	421.76	S1_TIPM LOGIC_PABLO PAL	4957513525		
144449	ZSCR	551	034-2	NA	A2C53428271	NA	A2C53428272	1342	SUB PCB TMI ASSY. D/BUX MY11 DV2 7Ci V1	NA	HALB	S.Real/AutoBF	521.5	S1_TIPM LOGIC_PABLO PAL	4957510692		
144453	ZSCR	551	040-4	NA	A2C53249399	NA	A2C53249431	1404	multipoint connector 73P H 3SYS BK	NA	ROH	NA	25.47	S5_ECU 08_ENRIQUE GARCI	4957513721		
144456	ZSCR	551	040-3	NA	A2C53428271	NA	A2C53428272	1403	SUB PCB TMI ASSY. D/BUX MY11 DV2 7Ci V1	NA	HALB	S.Real/AutoBF	1564.5	S1_TIPM LOGIC_PABLO PAL	4957510818		
144457	ZSCR	551	040-5	NA	A2C53428271	NA	A2C53428272	1405	SUB PCB TMI ASSY. D/BUX MY11 DV2 7Ci V1	NA	HALB	S.Real/AutoBF	521.5	S1_TIPM LOGIC_PABLO PAL	4957510893		
144458	ZSCR	551	034-2	NA	A2C31231300	NA	A2C00062952	1342	"EX2-2K1J RELAY,POWER,TWIN,12V"	NA	ROH	NA	244.3	S1_TIPM MEDIUM_PABLO PA	4957513413		
144475	ZSCR	551	034-2	NA	A2C31231300	NA	A2C53428222	1342	"PIN,SQUARE,BERYLLIUM-COPPER"	NA	ROH	NA	426.8	S1_TIPM MEDIUM_PABLO PA	4957513413		
144475	ZSCR	551	034-2	NA	A2C31231300	NA	A2C53428223	1342	"PIN,NATURAL"	NA	ROH	NA	296.25	S1_TIPM MEDIUM_PABLO PA	4957513413		
144475	ZSCR	551	034-2	NA	A2C31231300	NA	A2C53428227	1342	PIN	NA	ROH	NA	22	S1_TIPM MEDIUM_PABLO PA	4957513413		
144475	ZSCR	551	034-2	NA	A2C31231300	NA	A2C53428228	1342	PIN	NA	ROH	NA	602	S1_TIPM MEDIUM_PABLO PA	4957513413		
144475	ZSCR	551	034-2	NA	A2C31231300	NA	A2C53428229	1342	"PIN,TNG FORK (TALL)"	NA	ROH	NA	41.8	S1_TIPM MEDIUM_PABLO PA	4957513413		
144476	ZSCR	551	034-2	NA	A2C31231300	NA	A2C53428223	1342	"PIN,NATURAL"	NA	ROH	NA	91.25	S1_TIPM MEDIUM_PABLO PA	4957513413		
144476	ZSCR	551	034-2	NA	A2C31231300	NA	A2C53428227	1342	PIN	NA	ROH	NA	51	S1_TIPM MEDIUM_PABLO PA	4957513413		
144476	ZSCR	551	034-2	NA	A2C31231300	NA	A2C53428228	1342	PIN	NA	ROH	NA	137.8	S1_TIPM MEDIUM_PABLO PA	4957513413		
144477	ZSCR	551	034-2	NA	A2C31231300	NA	A2C53428219	1342	"COMP,26-WAY DL R BRD TO BRD"	NA	ROH	NA	65	S1_TIPM MEDIUM_PABLO PA	4957513413		
144478	ZSCR	551	040-4	NA	5WY9011	NA	A2C31231100	1404	TIPM 7Ci MY12 PV MED PROD INT ASSEM v2	NA	HALB	S.Real	2234.8	S1_TIPM MEDIUM_PABLO PA	4957511659		
144479	ZSCR	551	030-1	NA	5WY9011	NA	A2C31231100	1301	TIPM 7Ci MY12 PV MED PROD INT ASSEM v2	NA	HALB	S.Real	223.48	S1_TIPM MEDIUM_PABLO PA	4957511120		
144480	ZSCR	551	030-1	NA	5WY9011	NA	A2C31231100	1301	TIPM 7Ci MY12 PV MED PROD INT ASSEM v2	NA	HALB	S.Real	223.48	S1_TIPM MEDIUM_PABLO PA	4957511120		
144481	ZSCR	551	030-1	NA	5WY9011	NA	A2C31231100	1301	TIPM 7Ci MY12 PV MED PROD INT ASSEM v2	NA	HALB	S.Real	223.48	S1_TIPM MEDIUM_PABLO PA	4957511120		
144482	ZSCR	551	030-1	NA	5WY9011	NA	A2C31231100	1301	TIPM 7Ci MY12 PV MED PROD INT ASSEM v2	NA	HALB	S.Real	223.48	S1_TIPM MEDIUM_PABLO PA	4957511120		
144499	ZSCR	551	034-2	NA	A2C53428272	NA	A2C53428199	1342	"PIN,NAT"	NA	ROH	NA	132	S1_TIPM LOGIC_PABLO PAL	4957513525		
144501	ZSCR	551	034-2	NA	A2C53428272	NA	A2C53428198	1342	"PIN,SPD TERM Z02 VERISON"	NA	ROH	NA	42	S1_TIPM LOGIC_PABLO PAL	4957513525		
144504	ZSCR	551	034-2	NA	A2C31231300	NA	A2C53428222	1342	"PIN,SQUARE,BERYLLIUM-COPPER"	NA	ROH	NA	385.88	S1_TIPM MEDIUM_PABLO PA	4957513413		
144505	ZSCR	551	034-2	NA	A2C53428272	NA	A2C53428199	1342	"PIN,NAT"	NA	ROH	NA	55.56	S1_TIPM LOGIC_PABLO PAL	4957513525		
144507	ZSCR	551	030-1	NA	A2C53428271	NA	A2C53428272	1301	SUB PCB TMI ASSY. D/BUX MY11 DV2 7Ci V1	NA	HALB	S.Real/AutoBF	260.75	S1_TIPM LOGIC_PABLO PAL	4957510479		
144616	ZSCR	551	040-2	NA	5WK47832	NA	A2C53249259	1402	circuit board assy HONDA ZZDI	NA	HALB	S.Real	202.67	S5_ECU 08_ENRIQUE GARCI	4957511550		
144616	ZSCR	551	040-2	NA	5WK47832	NA	A2C53249345	1402	housing assy	NA	ROH	NA	5.42	S5_ECU 08_ENRIQUE GARCI	4957513599		
144616	ZSCR	551	040-2	NA	5WK47832	NA	A2C53249431	1402	multipoint connector 73P H 3SYS BK	NA	ROH	NA	25.47	S5_ECU 08_ENRIQUE GARCI	4957513599		
144617	ZSCR	551	040-3	NA	5WK49684	NA	A2C53105128	1403	contact spring	NA	ROH	NA	1.6	S5_FOB ACURA 09_ENRIQUE	4957513701		
144617	ZSCR	551	040-3	NA	5WK49684	NA	A2C53278282	1403	housing cover	NA	ROH	NA	7.65	S5_FOB ACURA 09_ENRIQUE	4957513701		
144617	ZSCR	551	040-3	NA	A2C53427194	NA	A2C53419610	1403	housing bottom	NA	ROH	NA	9.3	S5_FOB ACURA 09_ENRIQUE	4957513713		
144618	ZSCR	551	034-2	NA	5WK49524	NA	A2C53251742	1342	Housing cover JPN variant 2 buttons	NA	ROH	NA	6.19	S5_FOB ACURA 08_ENRIQUE	4957513051		
144629	ZSCR	551	030-1	NA	5WK49830	NA	A2C53253118	1301	HONDA SMART FOB PANEL	NA	ROH	NA	1768	S5_FOB ACURA 08_ENRIQUE	4957512743		
144630	ZSCR	551	034-2	NA	5WK49598	NA	A2C00046724	1342	"1A,14V,HOL,OTHER,SWITCH/"	NA	ROH	NA	54.7	S5_FOB SLOT 08_ENRIQUE	4957513075		
144630	ZSCR	551	034-2	NA	5WK49598	NA	A2C53239500	1342	pin header 12P V 2R THP GY	NA	ROH	NA	32.7	S5_FOB SLOT 08_ENRIQUE	4957513075		
144630	ZSCR	551	034-2	NA	5WK49598	NA	A2C53239501	1342	Subassy SMD Bottom Side FSMY08	NA	HALB	S.Real	96.05	S5_FOB SLOT 08_ENRIQUE	4957511307		
144631	ZSCR	551	040-1	NA	5WK49598	NA	A2C00046724	1401	"1A,14V,HOL,OTHER,SWITCH/"	NA	ROH	NA	43.76	S5_FOB SLOT 08_ENRIQUE	4957513572		
144631	ZSCR	551	040-1	NA	5WK49598	NA	A2C53239500	1401	pin header 12P V 2R THP GY	NA	ROH	NA	26.16	S5_FOB SLOT 08_ENRIQUE	4957513572		
144631	ZSCR	551	040-1	NA	5WK49598	NA	A2C53239501	1401	Subassy SMD Bottom Side FSMY08	NA	HALB	S.Real	76.84	S5_FOB SLOT 08_ENRIQUE	4957511427		
144683	ZSCR	551	022-2	NA	A2C53427192	NA	A2C81423000	1222	keypad	NA	ROH	NA	52.4	S5_FOB ACURA 09_ENRIQUE	4957478453		
144808	ZSCR	551	030-1	NA	A2C53249402	NA	A2C53249285	1301	circuit board assy HONDA ZZDI	NA	HALB	S.Real	389.46	S5_ECU 09_ENRIQUE GARCI	4957511139		
144809	ZSCR	551	030-1	NA	5WK49686	NA	A2C53249431	1301	multipoint connector 73P H 3SYS BK	NA	ROH	NA	76.41	S5_ECU 09_ENRIQUE GARCI	4957512205		
144815	ZSCR	551	034-2	NA	A2C53249282	NA	A2C00045607	1342	"220uF,20%,50V,SMD,AL,ELEC CAP/"	NA	ROH	NA	4.95	S5_ECU 08_ENRIQUE GARCI	4957513457		
144815	ZSCR	551	034-2	NA	A2C53249282	NA	A2C00045608	1342	"220uF,20%,35V,SMD,AL,ELEC CAP/"	NA	ROH	NA	9	S5_ECU 08_ENRIQUE GARCI	4957513457		
144816	ZSCR	551	034-2	NA	A2C53249282	NA	A2C00045243	1342	"1,N_CHAN,MOS,POWER,55V,30A,13mOhm,TO252/"	NA	ROH	NA	66.96	S5_ECU 08_ENRIQUE GARCI	4957513457		
144818	ZSCR	551	034-2	NA	A2C53410237	NA	A2C00047242	1342	"2.36mH,30mA,SMD,LEADFREE_COIL/"	NA	ROH	NA	25.85	S5_FOB SLOT 08_ENRIQUE	4957513502		
144857	ZSCR	551	034-2	NA	5WK49717	NA	6593371301	1342	TORNILLO PCB/CONECTOR HONDA AC	NA	ROH	NA	9.5	S5_FOB SLOT 09_ENRIQUE	4957513118		
144857	ZSCR	551	034-2	NA	5WK49717	NA	A2C00051803	1342	"2A,0V,HOL,POWER,SWITCH/Crouzet V5 sealed"	NA	ROH	NA	256.5	S5_FOB SLOT 09_ENRIQUE	4957513118		
144857	ZSCR	551	034-2	NA	5WK49717	NA	A2C53289060	1342	pin header 16P V 2R THP GY	NA	ROH	NA	135.09	S5_FOB SLOT 09_ENRIQUE	4957513118		
144857	ZSCR	551	034-2	NA	5WK49717	NA	A2C53300685	1342	Subassy SMD Bottom Side FSMY09	NA	HALB	S.Real	930.62	S5_FOB SLOT 09_ENRIQUE	4957511361		
144864	ZSCR	551	034-2	NA	5WK49717	NA	A2C00049420	1342	"HAL-IC, HAL546SF-K,SENSOR/"	NA	ROH	NA	54.74	S5_FOB SLOT 08_ENRIQUE	4957513118		
144870	ZSCR	551	040-2	NA	5WK47832	NA	A2C53249345	1402	housing assy	NA	ROH	NA	21.68	S5_ECU 08_ENRIQUE GARCI	4957513599		
144891	ZSCR	551	030-1	NA	A2C53249259	NA	A2C53249259B	1301	SMD sub-assy ECU Accord JPN BOT SIDE	NA	HALB	S.Real/AutoBF	514	S5_ECU 08_ENRIQUE GARCI	4957510453		
145181	ZSCR	551	034-2	NA	A2C53249259	NA	A2C00045608	1342	"220uF,20%,35V,SMD,AL,ELEC CAP/"	NA	ROH	NA	20	S5_ECU 08_ENRIQUE GARCI	4957513441		
145182	ZSCR	551	034-2	NA	A2C53429114	NA	A2C00010853	1342	"3.6KW,24V,DO218,SUP DIODE/SM5S24A autom"	NA	ROH	NA	92.14	S5_ECU 08_ENRIQUE GARCI	4957513534		
145187	ZSCR	551	034-2	NA	A2C53300685	NA	A2C00046196	1342	"47uF,20%,35V,SMD,AL,ELEC CAP/"	NA	ROH	NA	50.25	S5_FOB SLOT 09_ENRIQUE	4957513474		
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
