No.Item	Txs SAP	Mov	Código Scrap	O.I.	Parte Padre	Batch ID	No.Parte	Cantidad				Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	No.Docto.SAP
115600	ZSCR	551	035-1	NA	A2C31231300	NA	A2C53428227	36	3011	050		1351	PIN	NA	ROH	NA	7.2	4956105388
118602	ZSCR	551	035-1	NA	5WY7194	NA	6577291401	119	3011	050		1351	ETIQUETA PARA CUBIERTA NAVYSTA	NA	ROH	NA	46.41	4956105237
119478	ZSCR	551	035-1	0	6521037632A	NA	9166778	1	3011	050		1351	RESISTENCIA 634K 1% 1/10W 0805		ROH	NA	0.02	4956105305
119478	ZSCR	551	035-1	0	6521037632A	NA	9166778	1	3011	050		1351	RESISTENCIA 634K 1% 1/10W 0805		ROH	NA	0.02	4956105305
119478	ZSCR	551	035-1	0	6578527602A	NA	A2C00011306	2	3011	050		1351	"1,N_CHAN,MOS,POWER,55V,20A,23mOhm,TO252/"		ROH	NA	4.52	4956105359
119478	ZSCR	551	035-1	0	6521037632A	NA	A2C00019144	12	3011	050		1351	"68uF,10%,10V,SMD,TA,ELEC CAP/"		ROH	NA	15	4956105305
119478	ZSCR	551	035-1	0	6521037632A	NA	A2C00019144	12	3011	050		1351	"68uF,10%,10V,SMD,TA,ELEC CAP/"		ROH	NA	15	4956105305
119478	ZSCR	551	035-1	0	6521037632A	NA	A2C53027346	2	3011	050		1351	"680uH,80mA,SMD,COIL/B82432T1684K"		ROH	NA	1.38	4956105305
119478	ZSCR	551	035-1	0	6521037632A	NA	A2C53027346	2	3011	050		1351	"680uH,80mA,SMD,COIL/B82432T1684K"		ROH	NA	1.38	4956105305
119484	ZSCR	551	035-1	0	A2C31624600T	NA	A2C00037013	2	3011	050		1351	"182K,1%,TK100,125mW,0805,LIN RES/MCR10FZ"		ROH	NA	0.04	4956105704
119791	ZSCR	551	035-1	NA	A2C30822000T	NA	A2C40016767	6	3011	050		1351	"IC SMART POW/PC33580BAPNAR2,12.00 X 12.0"	NA	ROH	NA	130.98	4956105373
