No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Planta	Adp		Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
458784	15/05/2014	ZSCR	551	034-2	NA	'045	5WK48901	NA	A2C00004906	8	3011	45		1342	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	13.12	S1_FOB K2XX_L.LUIS LOPE	NO	
458784	15/05/2014	ZSCR	551	034-2	NA	'045	A2C32335900	NA	A2C34525301	8	3011	45		1342	housing bottom assy	NA	ROH	NA	23.12	S1_FOB K2XX_L.LUIS LOPE	NO	
458784	15/05/2014	ZSCR	551	034-2	NA	'045	A2C32336100	NA	A2C34525401	4	3011	45		1342	housing cover assy	NA	ROH	NA	63.52	S1_FOB K2XX_L.LUIS LOPE	NO	
458794	15/05/2014	ZSCR	551	034-2	NA	'045	A2C82872900	NA	A2C82872900	3	3011	45		1342	ACU DAGSM MY13 S15 12 S4S EV	NA	FERT	NA	837.09	S6_KWANG JIN_J.JAVIER B	NO	
458796	15/05/2014	ZSCR	551	030-1	NA	'045	A2C90899400	NA	A2C90899400	2	3011	45		1301	electronic assy	NA	HALB	S.Real/AutoBF	162.9	S1_PK MY 13 FORD_M.MANU	NO	
458798	15/05/2014	ZSCR	551	030-1	NA	'045	A2C90899400	NA	A2C90899400	1	3011	45		1301	electronic assy	NA	HALB	S.Real/AutoBF	81.45	S1_PK MY 13 FORD_M.MANU	NO	
458799	15/05/2014	ZSCR	551	030-1	NA	'045	A2C90899400	NA	A2C90899400	1	3011	45		1301	electronic assy	NA	HALB	S.Real/AutoBF	81.45	S1_PK MY 13 FORD_M.MANU	NO	
458801	15/05/2014	ZSCR	551	030-1	NA	'045	A2C90899400	NA	A2C90899400	7	3011	45		1301	electronic assy	NA	HALB	S.Real/AutoBF	570.15	S1_PK MY 13 FORD_M.MANU	NO	
458804	15/05/2014	ZSCR	551	030-1	NA	'045	A2C90899400	NA	A2C90899400	1	3011	45		1301	electronic assy	NA	HALB	S.Real/AutoBF	81.45	S1_PK MY 13 FORD_M.MANU	NO	
458810	15/05/2014	ZSCR	551	034-2	NA	'045	A2C32335900	NA	A2C34524801	18	3011	45		1342	housing cover assy	NA	ROH	NA	284.58	S1_FOB K2XX_L.LUIS LOPE	NO	
458810	15/05/2014	ZSCR	551	034-2	NA	'045	5WK48900	NA	A2C00004906	18	3011	45		1342	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	29.52	S1_FOB K2XX_L.LUIS LOPE	NO	
458810	15/05/2014	ZSCR	551	034-2	NA	'045	A2C80503000	NA	A2C80503000	18	3011	45		1342	pcb assy	NA	HALB	S.Real/AutoBF	464.76	S1_FOB K2XX_L.LUIS LOPE	NO	
458810	15/05/2014	ZSCR	551	034-2	NA	'045	A2C32335900	NA	A2C34971300	18	3011	45		1342	clip	NA	ROH	NA	8.82	S1_FOB K2XX_L.LUIS LOPE	NO	
458810	15/05/2014	ZSCR	551	034-2	NA	'045	A2C32335900	NA	A2C34525301	18	3011	45		1342	housing bottom assy	NA	ROH	NA	52.02	S1_FOB K2XX_L.LUIS LOPE	NO	
458813	15/05/2014	ZSCR	551	034-2	NA	'045	A2C32335900	NA	A2C34524801	4	3011	45		1342	housing cover assy	NA	ROH	NA	63.24	S1_FOB K2XX_L.LUIS LOPE	NO	
458813	15/05/2014	ZSCR	551	034-2	NA	'045	A2C32335900	NA	A2C34525301	4	3011	45		1342	housing bottom assy	NA	ROH	NA	11.56	S1_FOB K2XX_L.LUIS LOPE	NO	
458813	15/05/2014	ZSCR	551	034-2	NA	'045	A2C32335900S	NA	A2C34971300	4	3011	45		1342	clip	NA	ROH	NA	1.96	S1_FOB K2XX_L.LUIS LOPE	NO	
458813	15/05/2014	ZSCR	551	034-2	NA	'045	5WK48900	NA	A2C00004906	4	3011	45		1342	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	6.56	S1_FOB K2XX_L.LUIS LOPE	NO	
458813	15/05/2014	ZSCR	551	034-2	NA	'045	A2C32335900	NA	A2C53333375	4	3011	45		1342	ring	NA	ROH	NA	1.88	S1_FOB K2XX_L.LUIS LOPE	NO	
458813	15/05/2014	ZSCR	551	034-2	NA	'045	A2C80503000	NA	A2C80503000	4	3011	45		1342	pcb assy	NA	HALB	S.Real/AutoBF	103.28	S1_FOB K2XX_L.LUIS LOPE	NO	
458815	15/05/2014	ZSCR	551	040-3	NA	'045	A2C32335900	NA	A2C34525600	10	3011	45		1403	cover	NA	ROH	NA	24.1	S1_FOB K2XX_L.LUIS LOPE	NO	4978263692
458835	15/05/2014	ZSCR	551	040-3	NA	'045	A2C53430190	NA	A2C53430190	30	3011	45		1403	circuit board assy TLS_SQUARE_D_	NA	HALB	S.Real/AutoBF	1347.3	S2_NISSAN KEY FOB SQUAR	NO	
458836	15/05/2014	ZSCR	551	034-2	NA	'045	A2C31243300	NA	A2C31227400	21	3011	45		1342	contact spring	NA	ROH	NA	15.75	S1_PK MY 13 FORD_M.MANU	NO	
458836	15/05/2014	ZSCR	551	034-2	NA	'045	A2C31243300	NA	A2C31227300	21	3011	45		1342	housing assy	NA	ROH	NA	54.81	S1_PK MY 13 FORD_M.MANU	NO	
458836	15/05/2014	ZSCR	551	034-2	NA	'045	A2C31243300	NA	A2C53405271	21	3011	45		1342	Foam cushion	NA	ROH	NA	6.93	S1_PK MY 13 FORD_M.MANU	NO	
458836	15/05/2014	ZSCR	551	034-2	NA	'045	A2C31243300	NA	A2C31227500	21	3011	45		1342	label	NA	ROH	NA	5.04	S1_PK MY 13 FORD_M.MANU	NO	
458836	15/05/2014	ZSCR	551	034-2	NA	'045	A2C31243300	NA	A2C31578100	21	3011	45		1342	contact spring	NA	ROH	NA	14.91	S1_PK MY 13 FORD_M.MANU	NO	
458836	15/05/2014	ZSCR	551	034-2	NA	'045	A2C31243300	NA	A2C00045268	42	3011	45		1342	"EM OTH BATTERY/CR2025 LMX (A2C00045268),"	NA	ROH	NA	71.4	S1_PK MY 13 FORD_M.MANU	NO	
458843	15/05/2014	ZSCR	551	040-2	NA	'045	5WY8100	NA	A2C53244827	5	3011	45		1402	housing cover	NA	ROH	NA	5.45	S1_INTERNAL RECEIVER K2	NO	
458843	15/05/2014	ZSCR	551	040-2	NA	'045	A2C32337700	NA	A2C32591000	1	3011	45		1402	housing assy	NA	ROH	NA	6	S1_INTERNAL RECEIVER K2	NO	
458843	15/05/2014	ZSCR	551	040-2	NA	'045	A2C32337901	NA	A2C32337901	2	3011	45		1402	pcb assy 315	NA	HALB	S.Real/AutoBF	93.92	S1_INTERNAL RECEIVER K2	NO	
458845	15/05/2014	ZSCR	551	034-2	NA	'045	A2C53438510	NA	A2C53438510	2	3011	45		1342	housing UPP BK	NA	ROH	NA	114.7	S4_PQ25 LP3_. (APROBAC	NO	
458846	15/05/2014	ZSCR	551	040-3	NA	'045	5WY7703	NA	A2C53119450	3	3011	45		1403	HOUSING PARA 5WY7703 (ANTENA) CLIP ON	NA	ROH	NA	27	S1_PATS_M.MANUEL MANZAN	NO	4978263138
458849	15/05/2014	ZSCR	551	040-3	NA	'045	5WY7753	NA	A2C53114664	1	3011	45		1403	Cadillac emblem	NA	ROH	NA	16.37	S1_EZKEY_L.LUIS LIZARRA	NO	4978263233
458849	15/05/2014	ZSCR	551	040-3	NA	'045	5WY7742	NA	A2C53141159	1	3011	45		1403	Spring	NA	ROH	NA	0.81	S1_EZKEY_L.LUIS LIZARRA	NO	4978263164
458849	15/05/2014	ZSCR	551	040-3	NA	'045	5WY7743	NA	A2C53139536	1	3011	45		1403	Housing Bottom Sub - Assy	NA	ROH	NA	5.24	S1_EZKEY_L.LUIS LIZARRA	NO	4978263199
458850	15/05/2014	ZSCR	551	040-3	NA	'045	5WY7742	NA	A2C53141160	15	3011	45		1403	pushbutton 0 top	NA	ROH	NA	19.2	S1_EZKEY_L.LUIS LIZARRA	NO	4978263164
458864	15/05/2014	ZSCR	551	034-1	NA	'045	A2C84807900	NA	A2C84807900	3	3011	45		1341	pcb assy BCU	NA	HALB	S.Real/AutoBF	278.82	S4_PQ GATEWAY MY13_. (	NO	
458867	15/05/2014	ZSCR	551	030-1	NA	'045	A2C84807900	NA	A2C84807900	3	3011	45		1301	pcb assy BCU	NA	HALB	S.Real/AutoBF	278.82	S4_PQ GATEWAY MY13_. (	NO	
458898	15/05/2014	ZSCR	551	034-2	NA	'045	A2C53353727	NA	A2C53353727	1	3011	45		1342	circuit board assy FOG FORD P	NA	HALB	S.Real/AutoBF	166.69	S1_PEPS_J.JAVIER BECERR	NO	
458899	15/05/2014	ZSCR	551	040-3	NA	'045	A2C53353727	NA	A2C53353727	1	3011	45		1403	circuit board assy FOG FORD P	NA	HALB	S.Real/AutoBF	166.69	S1_PEPS_J.JAVIER BECERR	NO	
458902	15/05/2014	ZSCR	551	034-2	NA	'045	A2C53353727	NA	A2C53353727	12	3011	45		1342	circuit board assy FOG FORD P	NA	HALB	S.Real/AutoBF	2000.28	S1_PEPS_J.JAVIER BECERR	NO	
458905	15/05/2014	ZSCR	551	040-1	NA	'045	A2C87582100	NA	A2C87582100	3	3011	45		1401	pcb assy SCU	NA	HALB	S.Real/AutoBF	790.74	S2_BCM SQUARE D_R.RODRI	NO	
458908	15/05/2014	ZSCR	551	030-1	NA	'045	A2C84807900	NA	A2C84807900	2	3011	45		1301	pcb assy BCU	NA	HALB	S.Real/AutoBF	185.88	S4_PQ GATEWAY MY13_. (	NO	
458909	15/05/2014	ZSCR	551	030-1	NA	'045	A2C84807900	NA	A2C84807900	2	3011	45		1301	pcb assy BCU	NA	HALB	S.Real/AutoBF	185.88	S4_PQ GATEWAY MY13_. (	NO	
458910	15/05/2014	ZSCR	551	040-1	NA	'045	A2C87230500	NA	A2C87230500	1	3011	45		1401	pcb assy BCU L42A NAM	NA	HALB	S.Real/AutoBF	239.74	S2_BCM_R.RODRIGO CERVAN	NO	
458916	15/05/2014	ZSCR	551	040-1	NA	'045	A2C87582100	NA	A2C87582100	2	3011	45		1401	pcb assy SCU	NA	HALB	S.Real/AutoBF	527.16	S2_BCM SQUARE D_R.RODRI	NO	
458927	15/05/2014	ZSCR	551	040-3	NA	'045	A2C34710700	NA	A2C34710900	3	3011	45		1403	"CONNECTOR 183P,GLOBAL A BCM High Content"	NA	ROH	NA	125.76	S1_BCM K2XX_L.LUIS LIZA	NO	4978264072
458953	15/05/2014	ZSCR	551	030-1	NA	'045	A2C84807900	NA	A2C84807900	1	3011	45		1301	pcb assy BCU	NA	HALB	S.Real/AutoBF	92.94	S4_PQ GATEWAY MY13_. (	NO	
458960	15/05/2014	ZSCR	551	040-2	NA	'045	A2C53408731	NA	A2C53408731	1	3011	45		1402	circuit board assy TPM	NA	HALB	S.Real/AutoBF	45.8	S2_NISSAN KEY FOB SQUAR	NO	
459180	15/05/2014	ZSCR	551	040-2	NA	'045	A2C31221300	NA	A2C31221300	30	3011	45		1402	circuit board assy TPM	NA	HALB	S.Real/AutoBF	1401	S2_NISSAN KEY FOB SQUAR	NO	
459196	15/05/2014	ZSCR	551	022-2	NA	'045	A2C85224101	NA	A2C85224101	1	3011	45		1222	ECU GMK MY 15+	NA	HALB	S.Real/AutoBF	185.61	S1_EZKEY_L.LUIS LIZARRA	NO	
459196	15/05/2014	ZSCR	551	022-2	NA	'045	A2C85224100	NA	A2C85224100	2	3011	45		1222	GMK C140 MY 13+ ECU ASSY	NA	HALB	S.Real/AutoBF	371.22	S1_EZKEY_L.LUIS LIZARRA	NO	
459200	15/05/2014	ZSCR	551	022-2	NA	'045	A2C32337700	NA	A2C32591100	60	3011	45		1222	pcb assy	NA	ROH	NA	537.6	S1_INTERNAL RECEIVER K2	NO	
459204	15/05/2014	ZSCR	551	022-2	NA	'045	A2C32337700	NA	A2C32591100	264	3011	45		1222	pcb assy	NA	ROH	NA	2365.44	S1_INTERNAL RECEIVER K2	NO	
459214	15/05/2014	ZSCR	551	022-2	NA	'045	A2C32337700	NA	A2C32591100	160	3011	45		1222	pcb assy	NA	ROH	NA	1433.6	S1_INTERNAL RECEIVER K2	NO	
459234	15/05/2014	ZSCR	551	040-2	NA	'045	A2C32337901	NA	A2C32337901	1	3011	45		1402	pcb assy 315	NA	HALB	S.Real/AutoBF	46.96	S1_INTERNAL RECEIVER K2	NO	
459234	15/05/2014	ZSCR	551	040-2	NA	'045	A2C32337700	NA	A2C32591000	2	3011	45		1402	housing assy	NA	ROH	NA	12	S1_INTERNAL RECEIVER K2	NO	
459236	15/05/2014	ZSCR	551	042-4	NA	'045	5WY8606	NA	A2C00042358	6	3011	45		1424	"220uF,20%,50V,HOL,AL,ELEC CAP/ J-Lead"	NA	ROH	NA	6.42	S1_PEPS_J.JAVIER BECERR	NO	4978258825
459236	15/05/2014	ZSCR	551	042-4	NA	'045	5WY8606	NA	A2C00005633	7	3011	45		1424	35V 0%~+30% ELECTROLYTIC CAPACITOR	NA	ROH	NA	10.99	S1_PEPS_J.JAVIER BECERR	NO	4978258825
459237	15/05/2014	ZSCR	551	034-2	NA	'045	5WY8606	NA	A2C53353727	2	3011	45		1342	circuit board assy FOG FORD P	NA	HALB	S.Real/AutoBF	333.38	S1_PEPS_J.JAVIER BECERR	NO	
459243	15/05/2014	ZSCR	551	022-2	NA	'045	A2C33289000	MAAH	A2C33289000	1	3011	45		1222	control device PV	NA	FERT	NA	57.53	S6_ESCL_M.MIGUEL ZAVALA	NO	
459245	15/05/2014	ZSCR	551	030-1	NA	'045	A2C87582100	NA	A2C87582100	2	3011	45		1301	pcb assy SCU	NA	HALB	S.Real/AutoBF	527.16	S2_BCM SQUARE D_R.RODRI	NO	
459254	15/05/2014	ZSCR	551	040-2	NA	'045	A2C32765701	NA	A2C32765701	1	3011	45		1402	pcb assy BCU 315 V35	NA	HALB	S.Real	240.15	S4_PQ25 LP3_. (APROBAC	NO	
459255	15/05/2014	ZSCR	551	030-1	NA	'045	A2C84807900	NA	A2C84807900	1	3011	45		1301	pcb assy BCU	NA	HALB	S.Real/AutoBF	92.94	S4_PQ GATEWAY MY13_.	NO	
459255	15/05/2014	ZSCR	551	030-1	NA	'045	A2C84808000	NA	A2C84808000	8	3011	45		1301	pcb assy BCU	NA	HALB	S.Real/AutoBF	703.92	S4_PQ GATEWAY MY13_.	NO	
459256	15/05/2014	ZSCR	551	030-1	NA	'045	A2C90899400	NA	A2C90899400	1	3011	45		1301	electronic assy	NA	HALB	S.Real/AutoBF	81.45	S1_PK MY 13 FORD_M.MANU	NO	
459265	15/05/2014	ZSCR	551	040-2	NA	'045	A2C34710700	NA	A2C34710900	3	3011	45		1402	"CONNECTOR 183P,GLOBAL A BCM High Content"	NA	ROH	NA	125.76	S1_BCM K2XX_L.LUIS LIZA	NO	
459271	15/05/2014	ZSCR	551	040-2	NA	'045	A2C32335900	NA	A2C34524801	17	3011	45		1402	housing cover assy	NA	ROH	NA	268.77	S1_FOB K2XX_L.LUIS LOPE	NO	
459271	15/05/2014	ZSCR	551	040-2	NA	'045	A2C81507400	NA	A2C82493901	1	3011	45		1402	housing cover assy	NA	ROH	NA	16.3	S1_FOB K2XX_L.LUIS LOPE	NO	
459271	15/05/2014	ZSCR	551	040-2	NA	'045	A2C32336100	NA	A2C34524701	2	3011	45		1402	housing bottom assy	NA	ROH	NA	5.78	S1_FOB K2XX_L.LUIS LOPE	NO	
459271	15/05/2014	ZSCR	551	040-2	NA	'045	A2C32335900	NA	A2C34525301	19	3011	45		1402	housing bottom assy	NA	ROH	NA	54.91	S1_FOB K2XX_L.LUIS LOPE	NO	
459271	15/05/2014	ZSCR	551	040-2	NA	'045	5WK48900	NA	A2C00004906	22	3011	45		1402	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	36.08	S1_FOB K2XX_L.LUIS LOPE	NO	
459271	15/05/2014	ZSCR	551	040-2	NA	'045	A2C32335900	NA	A2C53333375	50	3011	45		1402	ring	NA	ROH	NA	23.5	S1_FOB K2XX_L.LUIS LOPE	NO	
459271	15/05/2014	ZSCR	551	040-2	NA	'045	A2C32335900	NA	A2C34971300	22	3011	45		1402	clip	NA	ROH	NA	10.78	S1_FOB K2XX_L.LUIS LOPE	NO	
459272	15/05/2014	ZSCR	551	034-2	NA	'045	A2C80503000	NA	A2C80503000	12	3011	45		1342	pcb assy	NA	HALB	S.Real/AutoBF	309.84	S1_FOB K2XX_L.LUIS LOPE	NO	
459272	15/05/2014	ZSCR	551	034-2	NA	'045	5WK48900	NA	A2C00004906	12	3011	45		1342	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	19.68	S1_FOB K2XX_L.LUIS LOPE	NO	
459272	15/05/2014	ZSCR	551	034-2	NA	'045	A2C32335900	NA	A2C34971300	12	3011	45		1342	clip	NA	ROH	NA	5.88	S1_FOB K2XX_L.LUIS LOPE	NO	
459272	15/05/2014	ZSCR	551	034-2	NA	'045	A2C32335900	NA	A2C34524801	12	3011	45		1342	housing cover assy	NA	ROH	NA	189.72	S1_FOB K2XX_L.LUIS LOPE	NO	
459272	15/05/2014	ZSCR	551	034-2	NA	'045	A2C32335900	NA	A2C34525301	12	3011	45		1342	housing bottom assy	NA	ROH	NA	34.68	S1_FOB K2XX_L.LUIS LOPE	NO	
459274	15/05/2014	ZSCR	551	034-2	NA	'045	A2C80503400	NA	A2C80503400	12	3011	45		1342	pcb assy	NA	HALB	S.Real/AutoBF	320.28	S1_FOB K2XX_L.LUIS LOPE	NO	
459274	15/05/2014	ZSCR	551	034-2	NA	'045	A2C80503000	NA	A2C80503000	12	3011	45		1342	pcb assy	NA	HALB	S.Real/AutoBF	309.84	S1_FOB K2XX_L.LUIS LOPE	NO	
459274	15/05/2014	ZSCR	551	034-2	NA	'045	A2C32335900	NA	A2C53333375	12	3011	45		1342	ring	NA	ROH	NA	5.64	S1_FOB K2XX_L.LUIS LOPE	NO	
459274	15/05/2014	ZSCR	551	034-2	NA	'045	5WK48900	NA	A2C00004906	12	3011	45		1342	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	19.68	S1_FOB K2XX_L.LUIS LOPE	NO	
459274	15/05/2014	ZSCR	551	034-2	NA	'045	A2C32335900	NA	A2C34525301	12	3011	45		1342	housing bottom assy	NA	ROH	NA	34.68	S1_FOB K2XX_L.LUIS LOPE	NO	
459274	15/05/2014	ZSCR	551	034-2	NA	'045	A2C32335900	NA	A2C34971300	12	3011	45		1342	clip	NA	ROH	NA	5.88	S1_FOB K2XX_L.LUIS LOPE	NO	
459274	15/05/2014	ZSCR	551	034-2	NA	'045	A2C32335900	NA	A2C34524801	6	3011	45		1342	housing cover assy	NA	ROH	NA	94.86	S1_FOB K2XX_L.LUIS LOPE	NO	
459274	15/05/2014	ZSCR	551	034-2	NA	'045	A2C81507400	NA	A2C82493901	6	3011	45		1342	housing cover assy	NA	ROH	NA	97.8	S1_FOB K2XX_L.LUIS LOPE	NO	
459275	15/05/2014	ZSCR	551	040-2	NA	'045	A2C32336300	NA	A2C32336300	1	3011	45		1402	315MHz 4 button GMC Chrome Transceiver	NA	HALB	S.Real/AutoBF	85.32	S1_FOB K2XX_L.LUIS LOPE	NO	
459275	15/05/2014	ZSCR	551	040-2	NA	'045	A2C32336900	NA	A2C32336900	1	3011	45		1402	315MHz 5 button GMC Transceiver	NA	HALB	S.Real/AutoBF	56	S1_FOB K2XX_L.LUIS LOPE	NO	
459275	15/05/2014	ZSCR	551	040-2	NA	'045	A2C32337100	NA	A2C32337100	3	3011	45		1402	315MHz 6 button Chevy Transceiver	NA	HALB	S.Real/AutoBF	186.99	S1_FOB K2XX_L.LUIS LOPE	NO	
459275	15/05/2014	ZSCR	551	040-2	NA	'045	A2C32335900	NA	A2C32335900	9	3011	45		1402	315MHz 3 button No Logo Transceiver	NA	HALB	S.Real/AutoBF	482.13	S1_FOB K2XX_L.LUIS LOPE	NO	
459275	15/05/2014	ZSCR	551	040-2	NA	'045	A2C81507400	NA	A2C81507400	5	3011	45		1402	315MHz 4 button No Logo Transceiver	NA	HALB	S.Real/AutoBF	274.7	S1_FOB K2XX_L.LUIS LOPE	NO	
459277	15/05/2014	ZSCR	551	034-2	NA	'045	A2C32335900	NA	A2C34525600	9	3011	45		1342	cover	NA	ROH	NA	21.69	S1_FOB K2XX_L.LUIS LOPE	NO	
459277	15/05/2014	ZSCR	551	034-2	NA	'045	A2C32336300	NA	A2C34525800	1	3011	45		1342	cover	NA	ROH	NA	2.41	S1_FOB K2XX_L.LUIS LOPE	NO	
459277	15/05/2014	ZSCR	551	034-2	NA	'045	A2C32336100	NA	A2C34525700	1	3011	45		1342	cover	NA	ROH	NA	2.41	S1_FOB K2XX_L.LUIS LOPE	NO	
459279	15/05/2014	ZSCR	551	040-3	NA	'045	A2C80503400	NA	A2C80503400	68	3011	45		1403	pcb assy	NA	HALB	S.Real/AutoBF	1814.92	S1_FOB K2XX_L.LUIS LOPE	NO	
459280	15/05/2014	ZSCR	551	034-2	NA	'045	A2C80503000	NA	A2C80503000	28	3011	45		1342	pcb assy	NA	HALB	S.Real/AutoBF	722.96	S1_FOB K2XX_L.LUIS LOPE	NO	
459281	15/05/2014	ZSCR	551	034-2	NA	'045	A2C80503400	NA	A2C80503400	1	3011	45		1342	pcb assy	NA	HALB	S.Real/AutoBF	26.69	S1_FOB K2XX_L.LUIS LOPE	NO	
459281	15/05/2014	ZSCR	551	034-2	NA	'045	5WK48900	NA	A2C00004906	8	3011	45		1342	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	13.12	S1_FOB K2XX_L.LUIS LOPE	NO	
459281	15/05/2014	ZSCR	551	034-2	NA	'045	A2C32335900	NA	A2C53333375	5	3011	45		1342	ring	NA	ROH	NA	2.35	S1_FOB K2XX_L.LUIS LOPE	NO	
459281	15/05/2014	ZSCR	551	034-2	NA	'045	A2C32335900	NA	A2C34971300	8	3011	45		1342	clip	NA	ROH	NA	3.92	S1_FOB K2XX_L.LUIS LOPE	NO	
459281	15/05/2014	ZSCR	551	034-2	NA	'045	A2C32336100	NA	A2C34525500	2	3011	45		1342	Side caps	NA	ROH	NA	25.82	S1_FOB K2XX_L.LUIS LOPE	NO	
459281	15/05/2014	ZSCR	551	034-2	NA	'045	A2C32337100	NA	A2C34525201	3	3011	45		1342	housing cover assy	NA	ROH	NA	49.65	S1_FOB K2XX_L.LUIS LOPE	NO	
459281	15/05/2014	ZSCR	551	034-2	NA	'045	40091	NA	8800630143	5	3011	45		1342	Etiqueta unidad Clip On datamatrix	NA	ROH	NA	0.3	S1_FOB K2XX_L.LUIS LOPE	NO	
459281	15/05/2014	ZSCR	551	034-2	NA	'045	A2C80503000	NA	A2C80503000	1	3011	45		1342	pcb assy	NA	HALB	S.Real/AutoBF	25.82	S1_FOB K2XX_L.LUIS LOPE	NO	
459281	15/05/2014	ZSCR	551	034-2	NA	'045	A2C32335900	NA	A2C34525301	7	3011	45		1342	housing bottom assy	NA	ROH	NA	20.23	S1_FOB K2XX_L.LUIS LOPE	NO	
459281	15/05/2014	ZSCR	551	034-2	NA	'045	A2C32336100	NA	A2C34524701	1	3011	45		1342	housing bottom assy	NA	ROH	NA	2.89	S1_FOB K2XX_L.LUIS LOPE	NO	
459281	15/05/2014	ZSCR	551	034-2	NA	'045	A2C32337600	NA	A2C32337600	3	3011	45		1342	pcb assy 315	NA	HALB	S.Real/AutoBF	85.17	S1_FOB K2XX_L.LUIS LOPE	NO	
459281	15/05/2014	ZSCR	551	034-2	NA	'045	A2C32336100	NA	A2C34525401	1	3011	45		1342	housing cover assy	NA	ROH	NA	15.88	S1_FOB K2XX_L.LUIS LOPE	NO	
459281	15/05/2014	ZSCR	551	034-2	NA	'045	A2C32335900	NA	A2C34524801	1	3011	45		1342	housing cover assy	NA	ROH	NA	15.81	S1_FOB K2XX_L.LUIS LOPE	NO	
459282	15/05/2014	ZSCR	551	034-2	NA	'045	A2C32335900	NA	A2C32335900	5	3011	45		1342	315MHz 3 button No Logo Transceiver	NA	HALB	S.Real/AutoBF	267.85	S1_FOB K2XX_L.LUIS LOPE	NO	
459283	15/05/2014	ZSCR	551	040-3	NA	'045	A2C32337100	NA	A2C32337100	2	3011	45		1403	315MHz 6 button Chevy Transceiver	NA	HALB	S.Real/AutoBF	124.66	S1_FOB K2XX_L.LUIS LOPE	NO	
459283	15/05/2014	ZSCR	551	040-3	NA	'045	A2C32335900	NA	A2C34525900	13	3011	45		1403	O-ring	NA	ROH	NA	3.9	S1_FOB K2XX_L.LUIS LOPE	NO	4978263692
459283	15/05/2014	ZSCR	551	040-3	NA	'045	A2C32335900	NA	A2C34971300	80	3011	45		1403	clip	NA	ROH	NA	39.2	S1_FOB K2XX_L.LUIS LOPE	NO	4978263692
459286	15/05/2014	ZSCR	551	030-1	NA	'045	A2C8758210092	NA	A2C8758210092	4	3011	45		1301	pcb assy SCU Bottom	NA	HALB	S.Real/AutoBF	226.68	S2_BCM SQUARE D_R.RODRI	NO	
459291	15/05/2014	ZSCR	551	040-2	NA	'045	A2C87230500	NA	A2C87230500	1	3011	45		1402	pcb assy BCU L42A NAM	NA	HALB	S.Real/AutoBF	239.74	S2_BCM_R.RODRIGO CERVAN	NO	
459298	15/05/2014	ZSCR	551	030-1	NA	'045	6598087603	NA	6598087603	84	3011	45		1301	ENSAMBLE TC RF RECEIVER BRASIL	NA	HALB	S.Real	1197	S1_RECEIVER_S.SALVADOR	NO	
459299	16/05/2014	ZSCR	551	040-2	NA	'045	A2C30996800	NA	A2C00030947	23	3011	45		1402	"4,EQ ISO,konvex 1206,220K,5%,63mW,NET RE"	NA	ROH	NA	0.69	S2_BCM_R.RODRIGO CERVAN	NO	
459299	16/05/2014	ZSCR	551	040-2	NA	'045	A2C53248956	NA	A2C00030497	30	3011	45		1402	"EM OTH POLY FUSE/13.5*2.5*LS5.1,16V,9A"	NA	ROH	NA	72.9	S2_BCM_R.RODRIGO CERVAN	NO	
459300	16/05/2014	ZSCR	551	040-3	NA	'045	A2C31243300	NA	A2C00024322	12	3011	45		1403	key ring	NA	ROH	NA	7.92	S1_PK MY 13 FORD_M.MANU	NO	4978263646
459303	16/05/2014	ZSCR	551	034-2	NA	'045	A2C53438510	NA	A2C53438510	1	3011	45		1342	housing UPP BK	NA	ROH	NA	57.35	S4_PQ25 LP3_. (APROBAC	NO	
459304	16/05/2014	ZSCR	551	034-2	NA	'045	5WG50282	NA	A2C53340509	1	3011	45		1342	"housing UPP 170,0x 180,0"	NA	ROH	NA	8.34	S4_PQ35 6ta Gen_. (APR	NO	
459305	16/05/2014	ZSCR	551	034-2	NA	'045	A2C30852000	NA	A2C30342400	11	3011	45		1342	housing TOP	NA	ROH	NA	46.97	S6_WEBASTO_M.MIGUEL ZAV	NO	
459306	16/05/2014	ZSCR	551	034-2	NA	'045	5WY5971	NA	A2C53430559	4	3011	45		1342	Middle housing	NA	ROH	NA	17.72	S1_PEPS_J.JAVIER BECERR	NO	
459306	16/05/2014	ZSCR	551	034-2	NA	'045	5WK48900	NA	A2C00004906	6	3011	45		1342	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	9.84	S1_PEPS_J.JAVIER BECERR	NO	
459306	16/05/2014	ZSCR	551	034-2	NA	'045	5WY5971	NA	A2C53405271	4	3011	45		1342	Foam cushion	NA	ROH	NA	1.32	S1_PEPS_J.JAVIER BECERR	NO	
459306	16/05/2014	ZSCR	551	034-2	NA	'045	5WY5971	NA	A2C31197800	2	3011	45		1342	Key ring	NA	ROH	NA	1.02	S1_PEPS_J.JAVIER BECERR	NO	
