No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Planta	Adp		Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
463097	24/05/2014	ZSCR	551	030-1	NA	'045	A2C53212575	NA	A2C53212575	1	3011	45		1301	receiver assy TLS_RECEIV 433 MHz	NA	HALB	S.Real/AutoBF	37.41	S2_RF TUNER_A.ANTONIO A	NO	
463098	24/05/2014	ZSCR	551	030-1	NA	'045	A2C84807900	NA	A2C84807900	1	3011	45		1301	pcb assy BCU	NA	HALB	S.Real/AutoBF	92.94	S4_PQ GATEWAY MY13_. (	NO	
463099	24/05/2014	ZSCR	551	040-1	NA	'045	A2C53282679	NA	A2C53282679	1	3011	45		1401	electronic VECU	NA	HALB	S.Real	115.13	S1_ABM_M.MANUEL MANZANO	NO	
463101	24/05/2014	ZSCR	551	030-1	NA	'045	A2C53353727	NA	A2C53353727	5	3011	45		1301	circuit board assy FOG FORD P	NA	HALB	S.Real/AutoBF	833.45	S1_PEPS_J.JAVIER BECERR	NO	
463103	24/05/2014	ZSCR	551	035-1	0	'045	A2C8604090093	NA	A2C00040723	6	3011	45		1351	"2.495V,100mA,STEP DOWN,SOT23-5,VOLT REG/"		ROH	NA	9.3	S1_EZKEY_E.EDGAR FLORES	NO	
463105	24/05/2014	ZSCR	551	035-1	0	'045	40340074	NA	A2C00042286	12	3011	45		1351	"L COIL/SLF12575,22uH,4A,SMD"		ROH	NA	31.92	S1_PEPS_J.JAVIER BECERR	NO	
463106	24/05/2014	ZSCR	551	035-1	0	'045	6598147621	NA	6592312039	42	3011	45		1351	"75V,200MA,QUADRO-MINIMELF,FAST"		ROH	NA	2.52	S1_PATS_E.EDGAR FLORES	NO	
463107	24/05/2014	ZSCR	551	035-1	0	'045	A2C53282668	NA	A2C00032513	4	3011	45		1351	"16MHz,0.1%,CSTCV,CER RESONATOR"		ROH	NA	8.76	S1_ABM_E.EDGAR FLORES	NO	
463108	24/05/2014	ZSCR	551	035-1	0	'045	A2C8758200092	NA	A2C00003779	7	3011	45		1351	"R LIN,100R,5%,TK200,100mW,0603"		ROH	NA	0.07	S2_BCM_R.RODRIGO CERVAN	NO	
463108	24/05/2014	ZSCR	551	035-1	0	'045	A2C8758200092	NA	A2C00003856	19	3011	45		1351	"R LIN,15R,5%,TK200,100mW,0603"		ROH	NA	0.19	S2_BCM_R.RODRIGO CERVAN	NO	
463108	24/05/2014	ZSCR	551	035-1	0	'045	A2C8758200092	NA	A2C00003557	21	3011	45		1351	"47R,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	1.68	S2_BCM_R.RODRIGO CERVAN	NO	
463108	24/05/2014	ZSCR	551	035-1	0	'045	A2C8758200093	NA	A2C00002105	19	3011	45		1351	"33pF,5%,50V,C0G,0603,Sn,CER CAP/CC"		ROH	NA	0.38	S2_BCM_R.RODRIGO CERVAN	NO	
463108	24/05/2014	ZSCR	551	035-1	0	'045	A2C8758200093	NA	A2C00003409	3	3011	45		1351	"15K,5%,TK250,125mW,0805,LIN RES/"		ROH	NA	0.03	S2_BCM_R.RODRIGO CERVAN	NO	
463108	24/05/2014	ZSCR	551	035-1	0	'045	A2C8758200093	NA	A2C82773200	308	3011	45		1351	pin header 24P V 2R THP GY		ROH	NA	1564.64	S2_BCM_R.RODRIGO CERVAN	NO	
463108	24/05/2014	ZSCR	551	035-1	0	'045	A2C8758200093	NA	A2C00003856	8	3011	45		1351	"R LIN,15R,5%,TK200,100mW,0603"		ROH	NA	0.08	S2_BCM_R.RODRIGO CERVAN	NO	
463108	24/05/2014	ZSCR	551	035-1	0	'045	A2C8758200093	NA	A2C00003821	4	3011	45		1351	"15R,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	0.32	S2_BCM_R.RODRIGO CERVAN	NO	
463108	24/05/2014	ZSCR	551	035-1	0	'045	A2C9050880093	NA	A2C00003409	10	3011	45		1351	"15K,5%,TK250,125mW,0805,LIN RES/"		ROH	NA	0.1	S2_BCM_R.RODRIGO CERVAN	NO	
463108	24/05/2014	ZSCR	551	035-1	0	'045	A2C9050880093	NA	A2C00003856	6	3011	45		1351	"R LIN,15R,5%,TK200,100mW,0603"		ROH	NA	0.06	S2_BCM_R.RODRIGO CERVAN	NO	
463108	24/05/2014	ZSCR	551	035-1	0	'045	A2C9050880093	NA	A2C82773200	383	3011	45		1351	pin header 24P V 2R THP GY		ROH	NA	1945.64	S2_BCM_R.RODRIGO CERVAN	NO	
463108	24/05/2014	ZSCR	551	035-1	0	'045	A2C9050880093	NA	A2C00045637	39	3011	45		1351	"C ELEC,AL,220uF,20%,50V,SMD"		ROH	NA	37.05	S2_BCM_R.RODRIGO CERVAN	NO	
463108	24/05/2014	ZSCR	551	035-1	0	'045	A2C9050880092	NA	A2C00003856	68	3011	45		1351	"R LIN,15R,5%,TK200,100mW,0603"		ROH	NA	0.68	S2_BCM_R.RODRIGO CERVAN	NO	
463108	24/05/2014	ZSCR	551	035-1	0	'045	A2C9050880092	NA	A2C00003557	115	3011	45		1351	"47R,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	9.2	S2_BCM_R.RODRIGO CERVAN	NO	
463108	24/05/2014	ZSCR	551	035-1	0	'045	A2C8723050093	NA	A2C00003885	1	3011	45		1351	"75R,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	0.08	S2_BCM_R.RODRIGO CERVAN	NO	
463108	24/05/2014	ZSCR	551	035-1	0	'045	A2C8723050093	NA	A2C00048924	9	3011	45		1351	"34R8,1%,TK50,1W,MELF0207,LIN RES/34.8 oh"		ROH	NA	2.16	S2_BCM_R.RODRIGO CERVAN	NO	
463108	24/05/2014	ZSCR	551	035-1	0	'045	A2C8723050093	NA	A2C00044334	11	3011	45		1351	"TA CAP,TA,47uF,10%,10V,SMD"		ROH	NA	5.61	S2_BCM_R.RODRIGO CERVAN	NO	
463108	24/05/2014	ZSCR	551	035-1	0	'045	A2C8723050093	NA	A2C00049007	1	3011	45		1351	"1,40V,35mOhm,TO252/DPAK,GENERAL PURPOSE,"		ROH	NA	3.1	S2_BCM_R.RODRIGO CERVAN	NO	
463108	24/05/2014	ZSCR	551	035-1	0	'045	A2C8723050093	NA	A2C00003856	37	3011	45		1351	"R LIN,15R,5%,TK200,100mW,0603"		ROH	NA	0.37	S2_BCM_R.RODRIGO CERVAN	NO	
463108	24/05/2014	ZSCR	551	035-1	0	'045	A2C8723050093	NA	A2C00001110	26	3011	45		1351	"1,MULTI,SO16,LOGIC/74HC151D"		ROH	NA	15.6	S2_BCM_R.RODRIGO CERVAN	NO	
463108	24/05/2014	ZSCR	551	035-1	0	'045	A2C8723050093	NA	A2C00057980	26	3011	45		1351	"1,40V,60mOhm,SOT223,GENERAL PURPOSE,LOW"		ROH	NA	55.38	S2_BCM_R.RODRIGO CERVAN	NO	
463108	24/05/2014	ZSCR	551	035-1	0	'045	A2C8723050092	NA	A2C00016690	2	3011	45		1351	"R LIN,180K,5%,TK200,63mW,0402"		ROH	NA	0.02	S2_BCM_R.RODRIGO CERVAN	NO	
463108	24/05/2014	ZSCR	551	035-1	0	'045	A2C8723050092	NA	A2C00044348	1	3011	45		1351	"1,PNP,NORMAL,100mA,45V,SOT323,BIP,hFE=22"		ROH	NA	0.08	S2_BCM_R.RODRIGO CERVAN	NO	
463108	24/05/2014	ZSCR	551	035-1	0	'045	A2C8723050092	NA	A2C00003856	54	3011	45		1351	"R LIN,15R,5%,TK200,100mW,0603"		ROH	NA	0.54	S2_BCM_R.RODRIGO CERVAN	NO	
463108	24/05/2014	ZSCR	551	035-1	0	'045	A2C8723050092	NA	A2C00013096	1	3011	45		1351	"R LIN,150K,5%,TK200,63mW,0402"		ROH	NA	0.01	S2_BCM_R.RODRIGO CERVAN	NO	
463108	24/05/2014	ZSCR	551	035-1	0	'045	A2C9050840093	NA	A2C00002208	1	3011	45		1351	"C CER,X7R,1nF,10%,50V,0603,Sn,STANDARD"		ROH	NA	0.01	S2_BCM_R.RODRIGO CERVAN	NO	
463108	24/05/2014	ZSCR	551	035-1	0	'045	A2C9050840093	NA	A2C00002105	30	3011	45		1351	"33pF,5%,50V,C0G,0603,Sn,CER CAP/CC"		ROH	NA	0.6	S2_BCM_R.RODRIGO CERVAN	NO	
463108	24/05/2014	ZSCR	551	035-1	0	'045	A2C9050840093	NA	A2C82773200	451	3011	45		1351	pin header 24P V 2R THP GY		ROH	NA	2291.08	S2_BCM_R.RODRIGO CERVAN	NO	
463108	24/05/2014	ZSCR	551	035-1	0	'045	A2C9050840093	NA	A2C00003856	26	3011	45		1351	"R LIN,15R,5%,TK200,100mW,0603"		ROH	NA	0.26	S2_BCM_R.RODRIGO CERVAN	NO	
463108	24/05/2014	ZSCR	551	035-1	0	'045	A2C9050840093	NA	A2C00045637	8	3011	45		1351	"C ELEC,AL,220uF,20%,50V,SMD"		ROH	NA	7.6	S2_BCM_R.RODRIGO CERVAN	NO	
463108	24/05/2014	ZSCR	551	035-1	0	'045	A2C9050840093	NA	A2C00003885	6	3011	45		1351	"75R,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	0.48	S2_BCM_R.RODRIGO CERVAN	NO	
463108	24/05/2014	ZSCR	551	035-1	0	'045	A2C9050840093	NA	A2C00003716	62	3011	45		1351	"R LIN,510R,5%,TK200,125mW,0805"		ROH	NA	0.62	S2_BCM_R.RODRIGO CERVAN	NO	
463109	24/05/2014	ZSCR	551	035-1	0	'045	A2C8758210092	NA	A2C00044356	24	3011	45		1351	"10V,1A,1,SCHOTTKY,SOD323,RECT DIODE/BAT6"		ROH	NA	6.24	S2_BCM_R.RODRIGO CERVAN	NO	
463109	24/05/2014	ZSCR	551	035-1	0	'045	A2C8758210092	NA	A2C00031355	7	3011	45		1351	"200V,250mA,1,FAST,SOD323,RECT DIODE/BAS2"		ROH	NA	0.7	S2_BCM_R.RODRIGO CERVAN	NO	
463109	24/05/2014	ZSCR	551	035-1	0	'045	A2C8758210092	NA	A2C00003779	1	3011	45		1351	"R LIN,100R,5%,TK200,100mW,0603"		ROH	NA	0.01	S2_BCM_R.RODRIGO CERVAN	NO	
463109	24/05/2014	ZSCR	551	035-1	0	'045	A2C8758210092	NA	A2C00040721	9	3011	45		1351	"1,AND,SOT363,LOGIC/74LVC1G11GW"		ROH	NA	2.07	S2_BCM_R.RODRIGO CERVAN	NO	
463109	24/05/2014	ZSCR	551	035-1	0	'045	A2C8758210092	NA	A2C00007058	14	3011	45		1351	"R LIN,200K,1%,TK100,100mW,0603"		ROH	NA	0.14	S2_BCM_R.RODRIGO CERVAN	NO	
463109	24/05/2014	ZSCR	551	035-1	0	'045	A2C8758210092	NA	A2C00000508	3	3011	45		1351	"T BIP/BC 857S E6433,SOT363"		ROH	NA	0.45	S2_BCM_R.RODRIGO CERVAN	NO	
463109	24/05/2014	ZSCR	551	035-1	0	'045	A2C8758210092	NA	A2C00023270	113	3011	45		1351	"4,EQ ISO,konvex 1206,82K,5%,63mW,NET RES"		ROH	NA	4.52	S2_BCM_R.RODRIGO CERVAN	NO	
463109	24/05/2014	ZSCR	551	035-1	0	'045	A2C8758210092	NA	A2C00244500	243	3011	45		1351	"C CER,C0G,33nF,5%,100V,1206,Sn,STANDARD"		ROH	NA	119.07	S2_BCM_R.RODRIGO CERVAN	NO	
463109	24/05/2014	ZSCR	551	035-1	0	'045	A2C8758210092	NA	A2C00003828	1	3011	45		1351	"R LIN,2K2,5%,TK200,100mW,0603"		ROH	NA	0.01	S2_BCM_R.RODRIGO CERVAN	NO	
463109	24/05/2014	ZSCR	551	035-1	0	'045	A2C8758210092	NA	A2C00244000	52	3011	45		1351	"C CER,C0G,8.2nF,5%,100V,1206,-"		ROH	NA	28.6	S2_BCM_R.RODRIGO CERVAN	NO	
463109	24/05/2014	ZSCR	551	035-1	0	'045	A2C8758210092	NA	A2C00023268	144	3011	45		1351	"4,EQ ISO,konvex 1206,120K,5%,63mW,NET RE"		ROH	NA	5.76	S2_BCM_R.RODRIGO CERVAN	NO	
463109	24/05/2014	ZSCR	551	035-1	0	'045	A2C8758210092	NA	A2C00003959	457	3011	45		1351	"R LIN,82K,5%,TK200,100mW,0603"		ROH	NA	4.57	S2_BCM_R.RODRIGO CERVAN	NO	
463109	24/05/2014	ZSCR	551	035-1	0	'045	A2C8758210092	NA	A2C00004589	132	3011	45		1351	"12K1,0.5%,TK100,63mW,0603,LIN RES/"		ROH	NA	6.6	S2_BCM_R.RODRIGO CERVAN	NO	
463109	24/05/2014	ZSCR	551	035-1	0	'045	A2C8758210092	NA	A2C00048076	319	3011	45		1351	"47nF,10%,100V,X7R,0805,Sn,CER CAP/++ Ope"		ROH	NA	19.14	S2_BCM_R.RODRIGO CERVAN	NO	
463109	24/05/2014	ZSCR	551	035-1	0	'045	A2C8758210092	NA	A2C00007912	5	3011	45		1351	"2,PNP,RET,R<b>=10k,R<e-b>=47k, 100mA,1V,"		ROH	NA	1	S2_BCM_R.RODRIGO CERVAN	NO	
463109	24/05/2014	ZSCR	551	035-1	0	'045	A2C8758210092	NA	A2C00019938	77	3011	45		1351	"16V,200mW,SOD323,ZENER/GDZ16B10k pcs ree"		ROH	NA	9.24	S2_BCM_R.RODRIGO CERVAN	NO	
463111	24/05/2014	ZSCR	551	035-1	0	'045	A2C53212570	NA	6598740701	13	3011	45		1351	MD RF SHIELD FOR SMD RX SKREE		ROH	NA	16.12	S2_RF TUNER_A.ANTONIO A	NO	
463113	24/05/2014	ZSCR	551	035-1	0	'045	A2C8754070093	NA	A2C00030941	89	3011	45		1351	"4,EQ ISO,konvex 1206,10K,5%,63mW,NET RES"		ROH	NA	3.56	S6_WEBASTO_E.EDGAR FLOR	NO	
463113	24/05/2014	ZSCR	551	035-1	0	'045	A2C8754070093	NA	A2C00023012	12	3011	45		1351	"F BEAD/2744051447,200Ohm,12A,SMD / ONLY"		ROH	NA	26.04	S6_WEBASTO_E.EDGAR FLOR	NO	
463113	24/05/2014	ZSCR	551	035-1	0	'045	A2C8754070093	NA	A2C40004360	93	3011	45		1351	"R LIN,10K,1%,TK100,100mW,0603"		ROH	NA	0.93	S6_WEBASTO_E.EDGAR FLOR	NO	
463113	24/05/2014	ZSCR	551	035-1	0	'045	A2C8754070093	NA	A2C40010815	6	3011	45		1351	"T BIP/MMUN2211LT1,SOT23"		ROH	NA	0.42	S6_WEBASTO_E.EDGAR FLOR	NO	
463117	24/05/2014	ZSCR	551	035-1	0	'045	A2C8758220093	NA	A2C00046692	1	3011	45		1351	"100nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	0.02	S2_BCM SQUARE D_R.RODRI	NO	
463117	24/05/2014	ZSCR	551	035-1	0	'045	A2C8758220093	NA	A2C00003885	5	3011	45		1351	"75R,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	0.4	S2_BCM SQUARE D_R.RODRI	NO	
463117	24/05/2014	ZSCR	551	035-1	0	'045	A2C8758220093	NA	A2C00003716	20	3011	45		1351	"R LIN,510R,5%,TK200,125mW,0805"		ROH	NA	0.2	S2_BCM SQUARE D_R.RODRI	NO	
463117	24/05/2014	ZSCR	551	035-1	0	'045	A2C8758220093	NA	A2C00002105	1	3011	45		1351	"33pF,5%,50V,C0G,0603,Sn,CER CAP/CC"		ROH	NA	0.02	S2_BCM SQUARE D_R.RODRI	NO	
463117	24/05/2014	ZSCR	551	035-1	0	'045	A2C8758220093	NA	A2C00003856	22	3011	45		1351	"R LIN,15R,5%,TK200,100mW,0603"		ROH	NA	0.22	S2_BCM SQUARE D_R.RODRI	NO	
463117	24/05/2014	ZSCR	551	035-1	0	'045	A2C8758220093	NA	A2C00045637	2	3011	45		1351	"C ELEC,AL,220uF,20%,50V,SMD"		ROH	NA	1.9	S2_BCM SQUARE D_R.RODRI	NO	
463117	24/05/2014	ZSCR	551	035-1	0	'045	A2C8758220093	NA	A2C00031095	316	3011	45		1351	"75V,250mA,1,FAST, SOD323,RECT DIODE/BAS1"		ROH	NA	22.12	S2_BCM SQUARE D_R.RODRI	NO	
463117	24/05/2014	ZSCR	551	035-1	0	'045	A2C8758220093	NA	A2C00003599	19	3011	45		1351	"28R7,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	1.52	S2_BCM SQUARE D_R.RODRI	NO	
463117	24/05/2014	ZSCR	551	035-1	0	'045	A2C8758220093	NA	A2C82773200	33	3011	45		1351	pin header 24P V 2R THP GY		ROH	NA	167.64	S2_BCM SQUARE D_R.RODRI	NO	
463117	24/05/2014	ZSCR	551	035-1	0	'045	A2C8758220092	NA	A2C00044356	36	3011	45		1351	"10V,1A,1,SCHOTTKY,SOD323,RECT DIODE/BAT6"		ROH	NA	9.36	S2_BCM SQUARE D_R.RODRI	NO	
463117	24/05/2014	ZSCR	551	035-1	0	'045	A2C8758220092	NA	A2C00003779	2	3011	45		1351	"R LIN,100R,5%,TK200,100mW,0603"		ROH	NA	0.02	S2_BCM SQUARE D_R.RODRI	NO	
463117	24/05/2014	ZSCR	551	035-1	0	'045	A2C8758220092	NA	A2C00003885	1	3011	45		1351	"75R,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	0.08	S2_BCM SQUARE D_R.RODRI	NO	
463117	24/05/2014	ZSCR	551	035-1	0	'045	A2C8758220092	NA	A2C00003716	4	3011	45		1351	"R LIN,510R,5%,TK200,125mW,0805"		ROH	NA	0.04	S2_BCM SQUARE D_R.RODRI	NO	
463117	24/05/2014	ZSCR	551	035-1	0	'045	A2C8758220092	NA	A2C00003856	63	3011	45		1351	"R LIN,15R,5%,TK200,100mW,0603"		ROH	NA	0.63	S2_BCM SQUARE D_R.RODRI	NO	
463117	24/05/2014	ZSCR	551	035-1	0	'045	A2C8758220092	NA	A2C00023270	2	3011	45		1351	"4,EQ ISO,konvex 1206,82K,5%,63mW,NET RES"		ROH	NA	0.08	S2_BCM SQUARE D_R.RODRI	NO	
463117	24/05/2014	ZSCR	551	035-1	0	'045	A2C8758220092	NA	A2C00000199	2	3011	45		1351	"39V,300mW,SOT23,ZENER/BZX84C39LT1"		ROH	NA	0.16	S2_BCM SQUARE D_R.RODRI	NO	
463117	24/05/2014	ZSCR	551	035-1	0	'045	A2C8758220092	NA	A2C00031095	148	3011	45		1351	"75V,250mA,1,FAST, SOD323,RECT DIODE/BAS1"		ROH	NA	10.36	S2_BCM SQUARE D_R.RODRI	NO	
463117	24/05/2014	ZSCR	551	035-1	0	'045	A2C8758220092	NA	A2C00004517	2	3011	45		1351	"R LIN,60R4,1%,TK100,250mW,1206"		ROH	NA	0.06	S2_BCM SQUARE D_R.RODRI	NO	
463117	24/05/2014	ZSCR	551	035-1	0	'045	A2C8758220092	NA	A2C00003557	84	3011	45		1351	"47R,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	6.72	S2_BCM SQUARE D_R.RODRI	NO	
463118	24/05/2014	ZSCR	551	035-1	0	'045	A2C9089940093	NA	A2C00041162	255	3011	45		1351	"18nH,550mA,SMD,COIL/LQW18AN18NG00"		ROH	NA	73.95	S1_PK MY14 LINCOLN_E.ED	NO	
463118	24/05/2014	ZSCR	551	035-1	0	'045	A2C9089940093	NA	A2C00043269	199	3011	45		1351	"56nH,360mA,SMD,COIL/LQW18A"		ROH	NA	57.71	S1_PK MY14 LINCOLN_E.ED	NO	
463122	24/05/2014	ZSCR	551	035-1	0	'045	A2C8298300093	NA	A2C00026743	2	3011	45		1351	"3.3pF,0.1pF,50V,C0G,0603,TINNED,CER CAP/"		ROH	NA	0.08	S4_PQ35 6ta Gen_P.PABLO	NO	
463122	24/05/2014	ZSCR	551	035-1	0	'045	A2C8298300093	NA	A2C00039707	25	3011	45		1351	"24V,0W,SOD323,ZENER/PESD1LIN"		ROH	NA	10.75	S4_PQ35 6ta Gen_P.PABLO	NO	
463122	24/05/2014	ZSCR	551	035-1	0	'045	A2C8298300093	NA	A2C00023587	248	3011	45		1351	"4,EQ ISO,konvex 1206,33K,5%,63mW,NET RES"		ROH	NA	9.92	S4_PQ35 6ta Gen_P.PABLO	NO	
463122	24/05/2014	ZSCR	551	035-1	0	'045	A2C8298300093	NA	A2C53041749	11	3011	45		1351	"1K62,1%,TK50,100mW,0603,LIN RES/MCT0603-"		ROH	NA	0.55	S4_PQ35 6ta Gen_P.PABLO	NO	
463122	24/05/2014	ZSCR	551	035-1	0	'045	A2C8298300093	NA	A2C00006557	5	3011	45		1351	"R LIN,22R,5%,TK200,100mW,0603"		ROH	NA	0.05	S4_PQ35 6ta Gen_P.PABLO	NO	
463122	24/05/2014	ZSCR	551	035-1	0	'045	A2C8298300093	NA	A2C00023270	29	3011	45		1351	"4,EQ ISO,konvex 1206,82K,5%,63mW,NET RES"		ROH	NA	1.16	S4_PQ35 6ta Gen_P.PABLO	NO	
463122	24/05/2014	ZSCR	551	035-1	0	'045	A2C8298300093	NA	A2C00004349	21	3011	45		1351	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	0.21	S4_PQ35 6ta Gen_P.PABLO	NO	
463122	24/05/2014	ZSCR	551	035-1	0	'045	A2C8298300093	NA	A2C00030941	16	3011	45		1351	"4,EQ ISO,konvex 1206,10K,5%,63mW,NET RES"		ROH	NA	0.64	S4_PQ35 6ta Gen_P.PABLO	NO	
463122	24/05/2014	ZSCR	551	035-1	0	'045	A2C8298300093	NA	A2C00030942	41	3011	45		1351	"4,EQ ISO,konvex 1206,22K,5%,63mW,NET RES"		ROH	NA	1.64	S4_PQ35 6ta Gen_P.PABLO	NO	
463122	24/05/2014	ZSCR	551	035-1	0	'045	A2C8298300093	NA	A2C00003817	133	3011	45		1351	"R LIN,33K,5%,TK200,100mW,0603"		ROH	NA	1.33	S4_PQ35 6ta Gen_P.PABLO	NO	
463122	24/05/2014	ZSCR	551	035-1	0	'045	A2C8298300093	NA	A2C00003818	2	3011	45		1351	"R LIN,330R,5%,TK200,100mW,0603"		ROH	NA	0.02	S4_PQ35 6ta Gen_P.PABLO	NO	
463122	24/05/2014	ZSCR	551	035-1	0	'045	A2C8298300093	NA	A2C00031095	18	3011	45		1351	"75V,250mA,1,FAST, SOD323,RECT DIODE/BAS1"		ROH	NA	1.26	S4_PQ35 6ta Gen_P.PABLO	NO	
463122	24/05/2014	ZSCR	551	035-1	0	'045	A2C8298300093	NA	A2C00007872	332	3011	45		1351	"R LIN,24K,5%,TK200,100mW,0603"		ROH	NA	3.32	S4_PQ35 6ta Gen_P.PABLO	NO	
463122	24/05/2014	ZSCR	551	035-1	0	'045	A2C8298300093	NA	A2C00027578	24	3011	45		1351	"4,EQ ISO,konvex 1206,15K,5%,63mW,NET RES"		ROH	NA	0.96	S4_PQ35 6ta Gen_P.PABLO	NO	
463122	24/05/2014	ZSCR	551	035-1	0	'045	A2C8298280093	NA	A2C00026743	32	3011	45		1351	"3.3pF,0.1pF,50V,C0G,0603,TINNED,CER CAP/"		ROH	NA	1.28	S4_PQ35 6ta Gen_P.PABLO	NO	
463122	24/05/2014	ZSCR	551	035-1	0	'045	A2C8298280093	NA	A2C00039707	1	3011	45		1351	"24V,0W,SOD323,ZENER/PESD1LIN"		ROH	NA	0.43	S4_PQ35 6ta Gen_P.PABLO	NO	
463122	24/05/2014	ZSCR	551	035-1	0	'045	A2C8298280093	NA	A2C00023587	849	3011	45		1351	"4,EQ ISO,konvex 1206,33K,5%,63mW,NET RES"		ROH	NA	33.96	S4_PQ35 6ta Gen_P.PABLO	NO	
463122	24/05/2014	ZSCR	551	035-1	0	'045	A2C8298280093	NA	A2C00008164	62	3011	45		1351	"R LIN,1K5,1%,TK100,100mW,0603"		ROH	NA	0.62	S4_PQ35 6ta Gen_P.PABLO	NO	
463122	24/05/2014	ZSCR	551	035-1	0	'045	A2C8298280093	NA	A2C53041749	5	3011	45		1351	"1K62,1%,TK50,100mW,0603,LIN RES/MCT0603-"		ROH	NA	0.25	S4_PQ35 6ta Gen_P.PABLO	NO	
463122	24/05/2014	ZSCR	551	035-1	0	'045	A2C8298280093	NA	A2C00006557	27	3011	45		1351	"R LIN,22R,5%,TK200,100mW,0603"		ROH	NA	0.27	S4_PQ35 6ta Gen_P.PABLO	NO	
463122	24/05/2014	ZSCR	551	035-1	0	'045	A2C8298280093	NA	A2C00023270	93	3011	45		1351	"4,EQ ISO,konvex 1206,82K,5%,63mW,NET RES"		ROH	NA	3.72	S4_PQ35 6ta Gen_P.PABLO	NO	
463122	24/05/2014	ZSCR	551	035-1	0	'045	A2C8298280093	NA	A2C00003837	207	3011	45		1351	"R LIN,22K,5%,TK200,100mW,0603"		ROH	NA	2.07	S4_PQ35 6ta Gen_P.PABLO	NO	
463122	24/05/2014	ZSCR	551	035-1	0	'045	A2C8298280093	NA	A2C00030941	40	3011	45		1351	"4,EQ ISO,konvex 1206,10K,5%,63mW,NET RES"		ROH	NA	1.6	S4_PQ35 6ta Gen_P.PABLO	NO	
463122	24/05/2014	ZSCR	551	035-1	0	'045	A2C8298280093	NA	A2C00030942	127	3011	45		1351	"4,EQ ISO,konvex 1206,22K,5%,63mW,NET RES"		ROH	NA	5.08	S4_PQ35 6ta Gen_P.PABLO	NO	
463122	24/05/2014	ZSCR	551	035-1	0	'045	A2C8298280093	NA	A2C00003838	40	3011	45		1351	"R LIN,220K,5%,TK200,100mW,0603"		ROH	NA	0.4	S4_PQ35 6ta Gen_P.PABLO	NO	
463122	24/05/2014	ZSCR	551	035-1	0	'045	A2C8298280093	NA	A2C00003817	331	3011	45		1351	"R LIN,33K,5%,TK200,100mW,0603"		ROH	NA	3.31	S4_PQ35 6ta Gen_P.PABLO	NO	
463122	24/05/2014	ZSCR	551	035-1	0	'045	A2C8298280093	NA	A2C00003818	147	3011	45		1351	"R LIN,330R,5%,TK200,100mW,0603"		ROH	NA	1.47	S4_PQ35 6ta Gen_P.PABLO	NO	
463122	24/05/2014	ZSCR	551	035-1	0	'045	A2C8298280093	NA	A2C00031095	36	3011	45		1351	"75V,250mA,1,FAST, SOD323,RECT DIODE/BAS1"		ROH	NA	2.52	S4_PQ35 6ta Gen_P.PABLO	NO	
463122	24/05/2014	ZSCR	551	035-1	0	'045	A2C8298280093	NA	A2C00007872	1039	3011	45		1351	"R LIN,24K,5%,TK200,100mW,0603"		ROH	NA	10.39	S4_PQ35 6ta Gen_P.PABLO	NO	
463122	24/05/2014	ZSCR	551	035-1	0	'045	A2C8298280093	NA	A2C00027578	91	3011	45		1351	"4,EQ ISO,konvex 1206,15K,5%,63mW,NET RES"		ROH	NA	3.64	S4_PQ35 6ta Gen_P.PABLO	NO	
463122	24/05/2014	ZSCR	551	035-1	0	'045	A2C8298280093	NA	A2C00035920	72	3011	45		1351	"T BIP/BC817-40W,SOT323"		ROH	NA	6.48	S4_PQ35 6ta Gen_P.PABLO	NO	
463122	24/05/2014	ZSCR	551	035-1	0	'045	A2C8298240093	NA	A2C00039707	17	3011	45		1351	"24V,0W,SOD323,ZENER/PESD1LIN"		ROH	NA	7.31	S4_PQ35 6ta Gen_P.PABLO	NO	
463122	24/05/2014	ZSCR	551	035-1	0	'045	A2C8298240093	NA	A2C00023587	28	3011	45		1351	"4,EQ ISO,konvex 1206,33K,5%,63mW,NET RES"		ROH	NA	1.12	S4_PQ35 6ta Gen_P.PABLO	NO	
463122	24/05/2014	ZSCR	551	035-1	0	'045	A2C8298240093	NA	A2C00008164	33	3011	45		1351	"R LIN,1K5,1%,TK100,100mW,0603"		ROH	NA	0.33	S4_PQ35 6ta Gen_P.PABLO	NO	
