No.Item	Txs SAP	Mov	Código Scrap	O.I.	Parte Padre	Batch ID	No.Parte	Cantidad				Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	No.Docto.SAP
141870	ZSCR	551	035-1	0	A2C53344555T	NA	A2C00004496	4	3011	050		1351	"R LIN,33K,1%,TK100,100mW,0603"		ROH	NA	0.04	ES SID904	4957324810
141870	ZSCR	551	035-1	0	A2C53344552A	NA	A2C00004496	3	3011	050		1351	"R LIN,33K,1%,TK100,100mW,0603"		ROH	NA	0.03	ES SID904	4957324754
141870	ZSCR	551	035-1	0	A2C53344555T	NA	A2C00007048	4	3011	050		1351	"200R,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.04	ES SID904	4957324810
141870	ZSCR	551	035-1	0	A2C53344555T	NA	A2C00007122	7	3011	050		1351	"R LIN,20K,1%,TK100,100mW,0603"		ROH	NA	0.07	ES SID904	4957324810
141870	ZSCR	551	035-1	0	A2C53344552A	NA	A2C00007122	28	3011	050		1351	"R LIN,20K,1%,TK100,100mW,0603"		ROH	NA	0.28	ES SID904	4957324754
141870	ZSCR	551	035-1	0	A2C53344552A	NA	A2C00008321	1	3011	050		1351	"600V,1A,1,FAST,DO214AC,RECT DIODE/RS1J"		ROH	NA	0.28	ES SID904	4957324754
141870	ZSCR	551	035-1	0	A2C53344555T	NA	A2C00008538	4	3011	050		1351	"2,FLIPFLOP,SO14,LOGIC/MC74HC74"		ROH	NA	1.8	ES SID904	4957324810
141870	ZSCR	551	035-1	0	A2C53344552A	NA	A2C00008538	8	3011	050		1351	"2,FLIPFLOP,SO14,LOGIC/MC74HC74"		ROH	NA	3.6	ES SID904	4957324754
141870	ZSCR	551	035-1	0	A2C53344552A	NA	A2C00010138	1	3011	050		1351	"D SC/SS36,SMC/DO214AB"		ROH	NA	0.9	ES SID904	4957324754
141870	ZSCR	551	035-1	0	A2C53344552A	NA	A2C00010151	1	3011	050		1351	"36V,50mA,NOT APPLICABLE,SCT-595,VOLT REG"		ROH	NA	1.57	ES SID904	4957324754
141870	ZSCR	551	035-1	0	A2C53344552A	NA	A2C00018819	11	3011	050		1351	"70V,200mA,2,FAST,SOT323_3,RECT DIODE/BAV"		ROH	NA	0.99	ES SID904	4957324754
141870	ZSCR	551	035-1	0	A2C53344555T	NA	A2C00018966	3	3011	050		1351	"4K7,3650,0805,NTC/B57620-C2472-A262"		ROH	NA	2.01	ES SID904	4957324810
141870	ZSCR	551	035-1	0	A2C53344552A	NA	A2C00018966	4	3011	050		1351	"4K7,3650,0805,NTC/B57620-C2472-A262"		ROH	NA	2.68	ES SID904	4957324754
141870	ZSCR	551	035-1	0	A2C53344552A	NA	A2C00020162	1	3011	050		1351	"2.6V,400mA,STEP DOWN,SOP36,VOLT REG/ATIC"		ROH	NA	20.22	ES SID904	4957324754
141870	ZSCR	551	035-1	0	A2C53344552B	NA	A2C00020895	4	3011	050		1351	"70V,150mA,2, common anode, FAST,SOT323_3"		ROH	NA	0.36	ES SID904	4957324778
141870	ZSCR	551	035-1	0	A2C53344552A	NA	A2C00020895	15	3011	050		1351	"70V,150mA,2, common anode, FAST,SOT323_3"		ROH	NA	1.35	ES SID904	4957324754
141870	ZSCR	551	035-1	0	A2C53344552A	NA	A2C00021335	1	3011	050		1351	"1.24V,30mA,NOT APPLICABLE,SOT23,VOLT REG"		ROH	NA	2.18	ES SID904	4957324754
141870	ZSCR	551	035-1	0	A2C53344552A	NA	A2C00023199	1	3011	050		1351	"1,MULTI,SO16,LOGIC/74HC4851"		ROH	NA	1.3	ES SID904	4957324754
141870	ZSCR	551	035-1	0	A2C53344552A	NA	A2C00023202	1	3011	050		1351	"1,N_CHAN,MOS,POWER,55V,17A,65mOhm,TO252/"		ROH	NA	1.27	ES SID904	4957324754
141870	ZSCR	551	035-1	0	A2C53344555T	NA	A2C00024735	6	3011	050		1351	"0R0056,3W,23.1A,10nH,SMT_CHIP,SHUNT/SMT-"		ROH	NA	13.98	ES SID904	4957324810
141870	ZSCR	551	035-1	0	A2C53344552A	NA	A2C00024735	13	3011	050		1351	"0R0056,3W,23.1A,10nH,SMT_CHIP,SHUNT/SMT-"		ROH	NA	30.29	ES SID904	4957324754
141870	ZSCR	551	035-1	0	A2C53344552A	NA	A2C00025914	3	3011	050		1351	"4.7nF,5%,50V,C0G,0805,Sn,CER CAP/GCM"		ROH	NA	0.36	ES SID904	4957324754
141870	ZSCR	551	035-1	0	A2C53344555T	NA	A2C00026575	4	3011	050		1351	"4R7,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	0.32	ES SID904	4957324810
141870	ZSCR	551	035-1	0	A2C53344555T	NA	A2C00028175	4	3011	050		1351	"22uF,10%,10V,SMD,TA,ELEC CAP/"		ROH	NA	1.92	ES SID904	4957324810
141870	ZSCR	551	035-1	0	A2C53344555T	NA	A2C00033270	2	3011	050		1351	"2,PNP,RET,100mA,45V,R<b>=4.7k,R<e-b>=inf"		ROH	NA	0.34	ES SID904	4957324810
141870	ZSCR	551	035-1	0	A2C53344552A	NA	A2C00039609	5	3011	050		1351	"IC LOGIC/74HC21D,SO14"		ROH	NA	2.2	ES SID904	4957324754
141870	ZSCR	551	035-1	0	A2C53344552A	NA	A2C00045248	6	3011	050		1351	"100V,20A,2,Common Cathode,SCHOTTKY,TO263"		ROH	NA	19.44	ES SID904	4957324754
141870	ZSCR	551	035-1	0	A2C53344552A	NA	A2C53027346	1	3011	050		1351	"680uH,80mA,SMD,COIL/B82432T1684K"		ROH	NA	0.69	ES SID904	4957324754
141871	ZSCR	551	035-1	0	A2C31624100B	NA	A2C00000793	4	3011	050		1351	"4,OP AMP,2.18MHz,SO14,OP-COMP/TLC2274MD"		ROH	NA	10.64	ES V8 V10	4957324586
141871	ZSCR	551	035-1	0	A2C31624300B	NA	A2C00000793	2	3011	050		1351	"4,OP AMP,2.18MHz,SO14,OP-COMP/TLC2274MD"		ROH	NA	5.32	ES V8 V10	4957324608
141871	ZSCR	551	035-1	0	A2C31624600B	NA	A2C00000793	3	3011	050		1351	"4,OP AMP,2.18MHz,SO14,OP-COMP/TLC2274MD"		ROH	NA	7.98	ES V8 V10	4957324654
141871	ZSCR	551	035-1	0	A2C31624100B	NA	A2C00001152	3	3011	050		1351	"4,BUFFER,SO14,LOGIC/74HC125D"		ROH	NA	2.25	ES V8 V10	4957324586
141871	ZSCR	551	035-1	0	A2C31624400B	NA	A2C00001152	21	3011	050		1351	"4,BUFFER,SO14,LOGIC/74HC125D"		ROH	NA	15.75	ES V8 V10	4957324634
141871	ZSCR	551	035-1	0	A2C31624300B	NA	A2C00001152	2	3011	050		1351	"4,BUFFER,SO14,LOGIC/74HC125D"		ROH	NA	1.5	ES V8 V10	4957324608
141871	ZSCR	551	035-1	0	A2C31624600B	NA	A2C00001152	2	3011	050		1351	"4,BUFFER,SO14,LOGIC/74HC125D"		ROH	NA	1.5	ES V8 V10	4957324654
141871	ZSCR	551	035-1	0	A2C31624600B	NA	A2C00002107	2	3011	050		1351	"100pF,5%,50V,C0G,0603,TINNED,CER CAP/"		ROH	NA	0.04	ES V8 V10	4957324654
141871	ZSCR	551	035-1	0	A2C31624100B	NA	A2C00002152	13	3011	050		1351	"68nF,10%,50V,X7R,0805,TINNED,CER CAP/"		ROH	NA	0.52	ES V8 V10	4957324586
141871	ZSCR	551	035-1	0	A2C31624600B	NA	A2C00003403	3	3011	050		1351	"4K7,5%,TK250,125mW,0805,LIN RES/"		ROH	NA	0.03	ES V8 V10	4957324654
141871	ZSCR	551	035-1	0	A2C31624100B	NA	A2C00003413	6	3011	050		1351	"47K,5%,TK250,125mW,0805,LIN RES/"		ROH	NA	0.06	ES V8 V10	4957324586
141871	ZSCR	551	035-1	0	A2C31624400B	NA	A2C00003413	42	3011	050		1351	"47K,5%,TK250,125mW,0805,LIN RES/"		ROH	NA	0.42	ES V8 V10	4957324634
141871	ZSCR	551	035-1	0	A2C31624600B	NA	A2C00003413	5	3011	050		1351	"47K,5%,TK250,125mW,0805,LIN RES/"		ROH	NA	0.05	ES V8 V10	4957324654
141871	ZSCR	551	035-1	0	A2C31624600B	NA	A2C00003417	2	3011	050		1351	"3R3,5%,TK250,125mW,0805,LIN RES/"		ROH	NA	0.04	ES V8 V10	4957324654
141871	ZSCR	551	035-1	0	A2C31624100B	NA	A2C00003724	6	3011	050		1351	"470R,5%,TK250,125mW,0805,LIN RES/"		ROH	NA	0.06	ES V8 V10	4957324586
141871	ZSCR	551	035-1	0	A2C31624400B	NA	A2C00003724	41	3011	050		1351	"470R,5%,TK250,125mW,0805,LIN RES/"		ROH	NA	0.41	ES V8 V10	4957324634
141871	ZSCR	551	035-1	0	A2C31624300B	NA	A2C00003724	3	3011	050		1351	"470R,5%,TK250,125mW,0805,LIN RES/"		ROH	NA	0.03	ES V8 V10	4957324608
141871	ZSCR	551	035-1	0	A2C31624600B	NA	A2C00003724	5	3011	050		1351	"470R,5%,TK250,125mW,0805,LIN RES/"		ROH	NA	0.05	ES V8 V10	4957324654
141871	ZSCR	551	035-1	0	A2C31624400B	NA	A2C00004349	207	3011	050		1351	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	2.07	ES V8 V10	4957324634
141871	ZSCR	551	035-1	0	A2C31624300B	NA	A2C00004349	15	3011	050		1351	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	0.15	ES V8 V10	4957324608
141871	ZSCR	551	035-1	0	A2C31624600B	NA	A2C00004349	24	3011	050		1351	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	0.24	ES V8 V10	4957324654
141871	ZSCR	551	035-1	0	A2C31624100B	NA	A2C00004368	3	3011	050		1351	"R LIN,100K,1%,TK100,100mW,0603"		ROH	NA	0.03	ES V8 V10	4957324586
141871	ZSCR	551	035-1	0	A2C31624400B	NA	A2C00004368	22	3011	050		1351	"R LIN,100K,1%,TK100,100mW,0603"		ROH	NA	0.22	ES V8 V10	4957324634
141871	ZSCR	551	035-1	0	A2C31624300B	NA	A2C00004368	1	3011	050		1351	"R LIN,100K,1%,TK100,100mW,0603"		ROH	NA	0.01	ES V8 V10	4957324608
141871	ZSCR	551	035-1	0	A2C31624600B	NA	A2C00004368	2	3011	050		1351	"R LIN,100K,1%,TK100,100mW,0603"		ROH	NA	0.02	ES V8 V10	4957324654
141871	ZSCR	551	035-1	0	A2C31624400B	NA	A2C00004448	62	3011	050		1351	"499R,1%,TK100,250mW,1206,LIN RES/RC"		ROH	NA	1.86	ES V8 V10	4957324634
141871	ZSCR	551	035-1	0	A2C31624300B	NA	A2C00004448	4	3011	050		1351	"499R,1%,TK100,250mW,1206,LIN RES/RC"		ROH	NA	0.12	ES V8 V10	4957324608
141871	ZSCR	551	035-1	0	A2C31624600B	NA	A2C00004448	7	3011	050		1351	"499R,1%,TK100,250mW,1206,LIN RES/RC"		ROH	NA	0.21	ES V8 V10	4957324654
141871	ZSCR	551	035-1	0	A2C31624300B	NA	A2C00004454	1	3011	050		1351	"21K5,1%,TK100,250mW,1206,LIN RES/"		ROH	NA	0.03	ES V8 V10	4957324608
141871	ZSCR	551	035-1	0	A2C31624100B	NA	A2C00004527	16	3011	050		1351	"20K,1%,TK100,250mW,1206,LIN RES/"		ROH	NA	0.48	ES V8 V10	4957324586
141871	ZSCR	551	035-1	0	A2C31624400B	NA	A2C00004527	186	3011	050		1351	"20K,1%,TK100,250mW,1206,LIN RES/"		ROH	NA	5.58	ES V8 V10	4957324634
141871	ZSCR	551	035-1	0	A2C31624300B	NA	A2C00004527	14	3011	050		1351	"20K,1%,TK100,250mW,1206,LIN RES/"		ROH	NA	0.42	ES V8 V10	4957324608
141871	ZSCR	551	035-1	0	A2C31624600B	NA	A2C00004527	22	3011	050		1351	"20K,1%,TK100,250mW,1206,LIN RES/"		ROH	NA	0.66	ES V8 V10	4957324654
141871	ZSCR	551	035-1	0	A2C31624100B	NA	A2C00006969	51	3011	050		1351	"220nF,10%,25V,X7R,0805,TINNED,CER CAP/"		ROH	NA	3.06	ES V8 V10	4957324586
141871	ZSCR	551	035-1	0	A2C31624400B	NA	A2C00006969	311	3011	050		1351	"220nF,10%,25V,X7R,0805,TINNED,CER CAP/"		ROH	NA	18.66	ES V8 V10	4957324634
141871	ZSCR	551	035-1	0	A2C31624300B	NA	A2C00006969	22	3011	050		1351	"220nF,10%,25V,X7R,0805,TINNED,CER CAP/"		ROH	NA	1.32	ES V8 V10	4957324608
141871	ZSCR	551	035-1	0	A2C31624600B	NA	A2C00006969	30	3011	050		1351	"220nF,10%,25V,X7R,0805,TINNED,CER CAP/"		ROH	NA	1.8	ES V8 V10	4957324654
141871	ZSCR	551	035-1	0	A2C31624300B	NA	A2C00007529	3	3011	050		1351	"49K9,1%,TK100,63mW,0603,LIN RES/"		ROH	NA	0.03	ES V8 V10	4957324608
141871	ZSCR	551	035-1	0	A2C31624100B	NA	A2C00010124	3	3011	050		1351	"6K8,1%,TK100,125mW,0805,LIN RES/"		ROH	NA	0.06	ES V8 V10	4957324586
141871	ZSCR	551	035-1	0	A2C31624400B	NA	A2C00010124	20	3011	050		1351	"6K8,1%,TK100,125mW,0805,LIN RES/"		ROH	NA	0.4	ES V8 V10	4957324634
141871	ZSCR	551	035-1	0	A2C31624300B	NA	A2C00010124	1	3011	050		1351	"6K8,1%,TK100,125mW,0805,LIN RES/"		ROH	NA	0.02	ES V8 V10	4957324608
141871	ZSCR	551	035-1	0	A2C31624600B	NA	A2C00010124	2	3011	050		1351	"6K8,1%,TK100,125mW,0805,LIN RES/"		ROH	NA	0.04	ES V8 V10	4957324654
141871	ZSCR	551	035-1	0	A2C31624300B	NA	A2C00010444	7	3011	050		1351	"0R05,63mW,1A,0402,JUMPER/+++please use A"		ROH	NA	0.07	ES V8 V10	4957324608
141871	ZSCR	551	035-1	0	A2C31624300B	NA	A2C00010447	10	3011	050		1351	"4K7,1%,TK100,63mW,0402,LIN RES/CRCW"		ROH	NA	0.1	ES V8 V10	4957324608
141871	ZSCR	551	035-1	0	A2C31624600B	NA	A2C00010447	17	3011	050		1351	"4K7,1%,TK100,63mW,0402,LIN RES/CRCW"		ROH	NA	0.17	ES V8 V10	4957324654
141871	ZSCR	551	035-1	0	A2C31624400B	NA	A2C00010472	227	3011	050		1351	"47K,5%,TK200,63mW,0402,LIN RES/CRCW"		ROH	NA	2.27	ES V8 V10	4957324634
141871	ZSCR	551	035-1	0	A2C31624100B	NA	A2C00017564	4	3011	050		1351	"0R2,5%,TK100,1W,MELF0207,LIN RES/MMB"		ROH	NA	2.52	ES V8 V10	4957324586
141871	ZSCR	551	035-1	0	A2C31624400B	NA	A2C00017564	21	3011	050		1351	"0R2,5%,TK100,1W,MELF0207,LIN RES/MMB"		ROH	NA	13.23	ES V8 V10	4957324634
141871	ZSCR	551	035-1	0	A2C31624300B	NA	A2C00017564	1	3011	050		1351	"0R2,5%,TK100,1W,MELF0207,LIN RES/MMB"		ROH	NA	0.63	ES V8 V10	4957324608
141871	ZSCR	551	035-1	0	A2C31624600B	NA	A2C00017564	2	3011	050		1351	"0R2,5%,TK100,1W,MELF0207,LIN RES/MMB"		ROH	NA	1.26	ES V8 V10	4957324654
141871	ZSCR	551	035-1	0	A2C31624400B	NA	A2C00018438	82	3011	050		1351	"220K,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	0.82	ES V8 V10	4957324634
141871	ZSCR	551	035-1	0	A2C31624300B	NA	A2C00018438	6	3011	050		1351	"220K,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	0.06	ES V8 V10	4957324608
141871	ZSCR	551	035-1	0	A2C31624400B	NA	A2C00019595	83	3011	050		1351	"22K1,1%,TK100,63mW,0402,LIN RES/"		ROH	NA	0.83	ES V8 V10	4957324634
141871	ZSCR	551	035-1	0	A2C31624300B	NA	A2C00019595	6	3011	050		1351	"22K1,1%,TK100,63mW,0402,LIN RES/"		ROH	NA	0.06	ES V8 V10	4957324608
141871	ZSCR	551	035-1	0	A2C31624400B	NA	A2C00019603	21	3011	050		1351	"51K,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	0.21	ES V8 V10	4957324634
141871	ZSCR	551	035-1	0	A2C31624600B	NA	A2C00019603	3	3011	050		1351	"51K,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	0.03	ES V8 V10	4957324654
141871	ZSCR	551	035-1	0	A2C31624300B	NA	A2C00019748	7	3011	050		1351	"2K2,1%,TK100,63mW,0402,LIN RES/Thick Fil"		ROH	NA	0.07	ES V8 V10	4957324608
141871	ZSCR	551	035-1	0	A2C31624600B	NA	A2C00020895	20	3011	050		1351	"70V,150mA,2, common anode, FAST,SOT323_3"		ROH	NA	1.8	ES V8 V10	4957324654
141871	ZSCR	551	035-1	0	A2C31624400B	NA	A2C00021527	42	3011	050		1351	"470nF,10%,50V,X7R,1206,TINNED,CER CAP/"		ROH	NA	5.88	ES V8 V10	4957324634
141871	ZSCR	551	035-1	0	A2C31624300B	NA	A2C00021527	3	3011	050		1351	"470nF,10%,50V,X7R,1206,TINNED,CER CAP/"		ROH	NA	0.42	ES V8 V10	4957324608
141871	ZSCR	551	035-1	0	A2C31624600B	NA	A2C00021527	5	3011	050		1351	"470nF,10%,50V,X7R,1206,TINNED,CER CAP/"		ROH	NA	0.7	ES V8 V10	4957324654
141871	ZSCR	551	035-1	0	A2C31624100B	NA	A2C00025918	16	3011	050		1351	"10nF,5%,50V,C0G,0805,-,CER CAP/"		ROH	NA	2.56	ES V8 V10	4957324586
141871	ZSCR	551	035-1	0	A2C31624300B	NA	A2C00025918	8	3011	050		1351	"10nF,5%,50V,C0G,0805,-,CER CAP/"		ROH	NA	1.28	ES V8 V10	4957324608
141871	ZSCR	551	035-1	0	A2C31624600B	NA	A2C00025918	9	3011	050		1351	"10nF,5%,50V,C0G,0805,-,CER CAP/"		ROH	NA	1.44	ES V8 V10	4957324654
141871	ZSCR	551	035-1	0	A2C31624300B	NA	A2C00030941	9	3011	050		1351	"4,EQ ISO,konvex 1206,10K,5%,63mW,NET RES"		ROH	NA	0.36	ES V8 V10	4957324608
141871	ZSCR	551	035-1	0	A2C31624100B	NA	A2C00032312	3	3011	050		1351	"TLE4266-2 GSV3/3.3V,150mA,STEP DOWN,P-SO"		ROH	NA	10.8	ES V8 V10	4957324586
141871	ZSCR	551	035-1	0	A2C31624400B	NA	A2C00032312	21	3011	050		1351	"TLE4266-2 GSV3/3.3V,150mA,STEP DOWN,P-SO"		ROH	NA	75.6	ES V8 V10	4957324634
141871	ZSCR	551	035-1	0	A2C31624300B	NA	A2C00032312	2	3011	050		1351	"TLE4266-2 GSV3/3.3V,150mA,STEP DOWN,P-SO"		ROH	NA	7.2	ES V8 V10	4957324608
141871	ZSCR	551	035-1	0	A2C31624600B	NA	A2C00032312	2	3011	050		1351	"TLE4266-2 GSV3/3.3V,150mA,STEP DOWN,P-SO"		ROH	NA	7.2	ES V8 V10	4957324654
141871	ZSCR	551	035-1	0	A2C31624400B	NA	A2C00036846	273	3011	050		1351	"10K,1%,TK100,62.5mW,0402,LIN RES/CR1/16S"		ROH	NA	2.73	ES V8 V10	4957324634
141871	ZSCR	551	035-1	0	A2C31624300B	NA	A2C00036846	21	3011	050		1351	"10K,1%,TK100,62.5mW,0402,LIN RES/CR1/16S"		ROH	NA	0.21	ES V8 V10	4957324608
141871	ZSCR	551	035-1	0	A2C31624600B	NA	A2C00036846	33	3011	050		1351	"10K,1%,TK100,62.5mW,0402,LIN RES/CR1/16S"		ROH	NA	0.33	ES V8 V10	4957324654
141871	ZSCR	551	035-1	0	A2C31624400B	NA	A2C00036967	20	3011	050		1351	"8K25,1%,TK100,62.5mW,0603,LIN RES/CR1/16"		ROH	NA	0.2	ES V8 V10	4957324634
141871	ZSCR	551	035-1	0	A2C31624300B	NA	A2C00036967	1	3011	050		1351	"8K25,1%,TK100,62.5mW,0603,LIN RES/CR1/16"		ROH	NA	0.01	ES V8 V10	4957324608
141871	ZSCR	551	035-1	0	A2C31624600B	NA	A2C00036967	2	3011	050		1351	"8K25,1%,TK100,62.5mW,0603,LIN RES/CR1/16"		ROH	NA	0.02	ES V8 V10	4957324654
141871	ZSCR	551	035-1	0	A2C31624400B	NA	A2C00036971	82	3011	050		1351	"1K,1%,TK100,100mW,0805,LIN RES/CR1/10 10"		ROH	NA	0.82	ES V8 V10	4957324634
141871	ZSCR	551	035-1	0	A2C31624300B	NA	A2C00036971	6	3011	050		1351	"1K,1%,TK100,100mW,0805,LIN RES/CR1/10 10"		ROH	NA	0.06	ES V8 V10	4957324608
141871	ZSCR	551	035-1	0	A2C31624600B	NA	A2C00036971	7	3011	050		1351	"1K,1%,TK100,100mW,0805,LIN RES/CR1/10 10"		ROH	NA	0.07	ES V8 V10	4957324654
