No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Planta	apd		Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
445053	16/04/2014	ZSCR	551	040-3	NA	'054	5WY78980	NA	A2C53139779	6				1403	circuit board assy	NA	HALB	S.Real/AutoBF	2309.34	PS_FORD_.	NO	4977230507
445061	16/04/2014	ZSCR	551	034-2	NA	'054	5WY88230	NA	A2C53389850	2				1342	ACU MY11 12	NA	HALB	S.Real	571.24	PSAD_EPSILON_O.OSCAR FO	NO	4977229438
445064	16/04/2014	ZSCR	551	034-4	NA	'054	A2C80167300	NA	A2C8021770002	2				1344	pcb assy HONHRS6 V20B	NA	HALB	S.Real/AutoBF	614.96	PS_HONDA HRS6_J.JUAN CH	NO	4977232137
445066	16/04/2014	ZSCR	551	040-2	NA	'054	A2C87038500	NA	A2C5339962902	1				1402	pcb assy HONHRS5 RO V13B	NA	HALB	S.Real/AutoBF	328.78	PS_HONDA HRS5_.	NO	4977231530
445067	16/04/2014	ZSCR	551	034-4	NA	'054	A2C80572100	NA	A2C8032310002	1				1344	pcb assy HONHRS6 V10	NA	HALB	S.Real/AutoBF	172.93	PS_HONDA HRS6_J.JUAN CH	NO	4977232161
445080	16/04/2014	ZSCR	551	040-3	NA	'054	A2C83711000	NA	A2C84661700	2				1403	pcb assy VW20 D_4	NA	HALB	S.Real/AutoBF	497.6	PS_VW20 MQB_.	NO	4977230716
445094	16/04/2014	ZSCR	551	034-2	NA	'054	A2C85901111	NA	A2C8705700193	1				1342	pcb assy DAGSTAR2 D_18 SMD TOP	NA	HALB	S.Real	337.84	PSAD_DAIMLER STAR 2_A.A	NO	4977229622
445101	16/04/2014	ZSCR	551	040-2	NA	'054	A2C85801200	NA	A2C83972000	1				1402	pcb topSMD	NA	HALB	S.Real/AutoBF	361.65	PS_SDM10+_C.CAROLINA OT	NO	4977231644
445102	16/04/2014	ZSCR	551	034-3	NA	'054	A2C83016700	NA	A2C83016900	2				1343	pcb assy PSAG3I 8-V CAN	NA	HALB	S.Real/AutoBF	392.26	PSAD_PSA CAN_J.JOSE ORT	NO	4977232308
445115	16/04/2014	ZSCR	551	040-2	NA	'054	5WK44819	NA	A2C53364457	1				1402	pcb assy	NA	HALB	S.Real/AutoBF	96.25	OC_BOSE VW_A.ANA TAPIA-	NO	4977231513
445116	16/04/2014	ZSCR	551	034-3	NA	'054	5WK44292	NA	A2C53395077	2				1343	pcb assy	NA	HALB	S.Real	133.56	OC_BOSE BMW_A.ANA TAPIA	NO	4977229773
445138	16/04/2014	ZSCR	551	034-2	NA	'054	5WK43521	NA	A2C53106605	2				1342	keypad assy	NA	HALB	S.Real/AutoBF	1077.86	OC_OCS SUZUKI_A.ANA TAP	NO	4977231048
445140	16/04/2014	ZSCR	551	034-1	NA	'054	5WK44040	NA	A2C53279728	1				1341	keypad assy	NA	HALB	S.Real/AutoBF	474.15	OC_OCS NISSAN_A.ANA TAP	NO	4977230871
445142	16/04/2014	ZSCR	551	034-2	NA	'054	5WK43760	NA	A2C53221384	1				1342	keypad assy	NA	HALB	S.Real/AutoBF	434.66	OC_OCS NISSAN_A.ANA TAP	NO	4977231089
445309	17/04/2014	ZSCR	551	034-2	NA	'054	A2C86852400	NA	A2C87110200	1				1342	pcb assy PTFSPEED10 D_26	NA	HALB	S.Real	204.2	PS_HYUNDAI_.	NO	4977229606
445345	17/04/2014	ZSCR	551	030-1	NA	'054	A2C3511610092	NA	A2C35115900	6	3011	054		1301	pcb 6-lay FR-4 main	NA	ROH	NA	151.32	PSAD_DAIMLER STAR 2_A.A	NO	4977232807
445362	17/04/2014	ZSCR	551	030-1	NA	'054	A2C31080700	NA	A2C30816300	6	3011	054		1301	pcb SVI	NA	ROH	NA	89.1	PS_CHRYSLER MY2013_E.ED	NO	4977232781
445373	17/04/2014	ZSCR	551	030-1	NA	'054	A2C3511610092	NA	A2C35115900	12	3011	054		1301	pcb 6-lay FR-4 main	NA	ROH	NA	302.64	PSAD_DAIMLER STAR 2_A.A	NO	4977232807
445376	17/04/2014	ZSCR	551	030-1	NA	'054	A2C5337549692	NA	A2C53338029	6	3011	054		1301	pcb panel multiple 6-up main	NA	ROH	NA	128.28	PS_ARAMIS III_E.EDWIN R	NO	4977232855
445378	17/04/2014	ZSCR	551	030-1	NA	'054	A2C53429875B	NA	A2C53390127	12	3011	054		1301	pcb DIVACU>6 main	NA	ROH	NA	150.6	PS_HYUNDAI_.	NO	4977232909
445428	17/04/2014	ZSCR	551	030-1	NA	'054	A2C53404914	NA	A2C53404914A	1				1301	circuit board assy	NA	HALB	S.Real	276.38	PS_HONDA HRS6_J.JUAN CH	NO	4977228691
445437	17/04/2014	ZSCR	551	030-1	NA	'054	A2C53404914	NA	A2C53404914A	1				1301	circuit board assy	NA	HALB	S.Real	276.38	PS_HONDA HRS5_.	NO	4977228691
445547	17/04/2014	ZSCR	551	042-4	NA	'054	5WK43521	NA	A2C53106605	1				1424	keypad assy	NA	HALB	S.Real/AutoBF	538.93	OC_OCS SUZUKI_A.ANA TAP	NO	4977230882
445549	17/04/2014	ZSCR	551	034-3	NA	'054	5WK43521	NA	A2C53106605	1				1343	keypad assy	NA	HALB	S.Real/AutoBF	538.93	OC_OCS SUZUKI_A.ANA TAP	NO	4977232237
445551	17/04/2014	ZSCR	551	034-2	NA	'054	5WK43521	NA	A2C53106605	1				1342	keypad assy	NA	HALB	S.Real/AutoBF	538.93	OC_OCS SUZUKI_A.ANA TAP	NO	4977231048
445572	17/04/2014	ZSCR	551	042-4	NA	'054	A2C83377600	NA	A2C83377700	3				1424	pcb assy RCMT5 LR	NA	HALB	S.Real/AutoBF	1400.73	PSAD_LAND ROVER_J.JOSE	NO	4977230998
