No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	3011	050	 	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
542646	30/10/2014	ZSCR	551	030-1	NA	'050	A2C32119400	NA	A2C32119500	2	3011	050	 	1301	PCB -MY12 1SPDJB W/ HELIX ANTENNA ST DRV	NA	ROH	NA	91.86	S1_SPDJB_P.PABLO PALMER	NO	**
542761	31/10/2014	ZSCR	551	040-2	NA	'050	A2C81352600	NA	A2C32119500	4	3011	050	 	1402	PCB -MY12 1SPDJB W/ HELIX ANTENNA ST DRV	NA	ROH	NA	183.72	S1_SPDJB_P.PABLO PALMER	NO	**
543182	31/10/2014	ZSCR	551	034-8	NA	'050	A2C74304201	NA	A2C73519600	2	3011	050	 	1348	PCB CHRYSLER CBC (1-SCREW)-MY13update	NA	ROH	NA	134.46	S1_CBC_P.PABLO PALMER-C	NO	**
543990	02/11/2014	ZSCR	551	040-5	NA	'050	5WY8921	NA	A2C32119500	8	3011	050	 	1405	PCB -MY12 1SPDJB W/ HELIX ANTENNA ST DRV	NA	ROH	NA	367.44	S1_SPDJB_P.PABLO PALMER	NO	**
545847	05/11/2014	ZSCR	551	022-2	NA	'015	A2C32296800	NA	A2C32296800	26				1222	key assy RKE 433 5-btn	NA	HALB	S.Real	1609.4	S1_CUSW UF PASE_A.ADRIA	NO	
549501	13/11/2014	ZSCR	551	030-1	NA	'050	A2C32118500	NA	A2C32118900	6	3011	050	 	1301	"PCB, MY12 SPDJB W/LOOP ANTENNA ST DRV Z"	NA	ROH	NA	267.66	S1_SPDJB_P.PABLO PALMER	NO	**
549589	13/11/2014	ZSCR	551	034-2	NA	'050	68163903AB	NA	A2C53428198	510	3011	050	 	1342	"PIN,SPD TERM Z02 VERISON"	NA	ROH	NA	127.5	S1_TIPM MEDIUM_P.PABLO	NO	
549589	13/11/2014	ZSCR	551	034-2	NA	'050	68163903AB	NA	A2C53428199	650	3011	050	 	1342	"PIN,NAT"	NA	ROH	NA	45.5	S1_TIPM MEDIUM_P.PABLO	NO	
549590	13/11/2014	ZSCR	551	034-2	NA	'050	A2C33278600	NA	A2C53428222	29	3011	050	 	1342	"PIN,SQUARE,BERYLLIUM-COPPER"	NA	ROH	NA	6.38	S1_TIPM MEDIUM_P.PABLO	NO	
549590	13/11/2014	ZSCR	551	034-2	NA	'050	A2C33278600	NA	A2C53428223	350	3011	050	 	1342	"PIN,NATURAL"	NA	ROH	NA	84	S1_TIPM MEDIUM_P.PABLO	NO	
549716	13/11/2014	ZSCR	551	050-5	NA	'015	A2C73937402	NA	A2C73937402	11				1505	transmitter CHR PASE 315 GV#13 2B	NA	HALB	S.Real	974.27	S1_CUSW UF PASE_A.ADRIA	NO	
549746	13/11/2014	ZSCR	551	050-5	NA	'015	A2C87408401	NA	A2C73937402	130				1505	transmitter CHR PASE 315 GV#13 2B	NA	HALB	S.Real	11514.1	S1_CUSW UF PASE_A.ADRIA	NO	
549872	14/11/2014	ZSCR	551	040-3	NA	'050	A2C33279600	NA	A2C31229200	2	3011	050	 	1403	"PCB RIGID,1001-2-00 TIPM MED MY12 Ci S1"	NA	ROH	NA	122.74	S1_TIPM MEDIUM_P.PABLO	NO	
549969	14/11/2014	ZSCR	551	034-2	NA	'050	A2C33278600	NA	A2C53428227	4	3011	050	 	1342	PIN	NA	ROH	NA	1.12	S1_TIPM MEDIUM_P.PABLO	NO	
549969	14/11/2014	ZSCR	551	034-2	NA	'050	A2C33278600	NA	A2C53428228	42	3011	050	 	1342	PIN	NA	ROH	NA	10.92	S1_TIPM MEDIUM_P.PABLO	NO	
549969	14/11/2014	ZSCR	551	034-2	NA	'050	A2C33278600	NA	A2C53428229	4	3011	050	 	1342	"PIN,TNG FORK (TALL)"	NA	ROH	NA	1.2	S1_TIPM MEDIUM_P.PABLO	NO	
551040	16/11/2014	ZSCR	551	034-2	NA	'050	5WY9000	NA	A2C31229200	2	3011	050	 	1342	"PCB RIGID,1001-2-00 TIPM MED MY12 Ci S1"	NA	ROH	NA	122.74	S1_TIPM MEDIUM_P.PABLO	NO	
551040	16/11/2014	ZSCR	551	034-2	NA	'050	5WY8842	NA	A2C53428227	4	3011	050	 	1342	PIN	NA	ROH	NA	1.12	S1_TIPM MEDIUM_P.PABLO	NO	
551040	16/11/2014	ZSCR	551	034-2	NA	'050	5WY8842	NA	A2C53428228	42	3011	050	 	1342	PIN	NA	ROH	NA	10.92	S1_TIPM MEDIUM_P.PABLO	NO	
551040	16/11/2014	ZSCR	551	034-2	NA	'050	5WY8842	NA	A2C53428229	4	3011	050	 	1342	"PIN,TNG FORK (TALL)"	NA	ROH	NA	1.2	S1_TIPM MEDIUM_P.PABLO	NO	
551311	16/11/2014	ZSCR	551	035-1	0	'050	A2C7360170193	NA	A2C40001313	45	3011	050	 	1351	"D SC/BAT54A,30V,200mA,SOT23"		ROH	NA	4.95	S1_CBC_M.MIGUEL BANUELO	NO	**
551311	16/11/2014	ZSCR	551	035-1	0	'050	A2C7360170193	NA	A2C40011211	7	3011	050	 	1351	"R LIN,1K,1%,TK100,500mW,2010"		ROH	NA	0.77	S1_CBC_M.MIGUEL BANUELO	NO	**
