No.Item	Txs SAP	Mov	Código Scrap	O.I.	Parte Padre	Batch ID	No.Parte	Cantidad				Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	No.Docto.SAP
119417	ZSCR	551	034-2	NA	A2C53107631	NA	6521011304	1	3011	073		1342	TUERCA M4	NA	ROH	NA	0.12	4956617638
124050	ZSCR	551	040-5	NA	5WY7051RU	NA	6521011304	7	3011	073		1405	TUERCA M4	NA	ROH	NA	0.84	4956617361
124063	ZSCR	551	050-3	NA	5WY7051	NA	6521011304	7	3011	073		1503	TUERCA M4	NA	ROH	NA	0.84	4956617299
126301	ZSCR	551	034-1	NA	5WY7051	NA	6521011304	7	3011	073		1341	TUERCA M4	NA	ROH	NA	0.84	4956617299
127581	ZSCR	551	040-4	NA	5WY7128	NA	6578557105	37	3011	073		1404	EMS/PREMIUM COVER with GUMMI J?GER SEAL	NA	ROH	NA	4332.7	4956617413
127582	ZSCR	551	034-2	NA	A2C53107631	NA	6521011304	4	3011	073		1342	TUERCA M4	NA	ROH	NA	0.48	4956617638
127583	ZSCR	551	040-4	NA	5WY7128	NA	6578550302	6	3011	073		1404	EMS/PREMIUM V ECOATED HOUSING	NA	ROH	NA	390.42	4956617413
127594	ZSCR	551	040-4	NA	A2C53309208C	NA	A2C53109817	16	3011	073		1404	"housing bottom 286,0x 185,0"	NA	ROH	NA	1028	4956617705
127596	ZSCR	551	040-4	NA	5WY8285	NA	A2C53145356	8	3011	073		1404	mounting bracket	NA	ROH	NA	35.28	4956617541
127598	ZSCR	551	040-4	NA	A2C53309208C	NA	A2C00021462	4	3011	073		1404	insulation piece	NA	ROH	NA	6.12	4956617705
127599	ZSCR	551	040-4	NA	A2C53309208C	NA	A2C53149323	12	3011	073		1404	insulation piece	NA	ROH	NA	42.84	4956617705
127604	ZSCR	551	040-4	NA	A2C53309208C	NA	A2C53109818	7	3011	073		1404	cover Al alloy	NA	ROH	NA	250.67	4956617705
127607	ZSCR	551	034-8	NA	A2C53309208D	NA	A2C00021599A	6				1348	Subens LC Module SID902 (Exotic)	NA	HALB	S.Real/AutoBF	970.32	4956616449
127658	ZSCR	551	034-1	NA	A2C53138316	NA	A2C53128835	4	3011	073		1341	bracket assy	NA	ROH	NA	161.28	4956617657
127662	ZSCR	551	034-1	NA	A2C53138321	NA	A2C53129031	16	3011	073		1341	cover	NA	ROH	NA	1085.92	4956617698
127785	ZSCR	551	050-1	NA	5WY7248	NA	6521011304	4	3011	073		1501	TUERCA M4	NA	ROH	NA	0.48	4956617517
129071	ZSCR	551	034-2	NA	A2C53331465	NA	A2C53217005	152.6	3011	073		1342	therml transf compou Geneva GF1500	NA	ROH	NA	68.67	4956617735
129071	ZSCR	551	034-2	NA	A2C53331465	NA	A2C53331510	2	3011	073		1342	"housing bottom 204,0x 267,6"	NA	ROH	NA	160.68	4956617735
129071	ZSCR	551	034-2	NA	A2C53331465	NA	A2C53365602	30.6	3011	073		1342	Dow Corning 7091 Black 25.5 Kg	NA	ROH	NA	5.51	4956617735
129154	ZSCR	551	042-4	NA	A2C53331465	NA	A2C53217005	76.8	3011	073		1424	therml transf compou Geneva GF1500	NA	ROH	NA	34.56	4956617735
129154	ZSCR	551	042-4	NA	A2C53331465	NA	A2C53331467	1				1424	circuit board assy V152 SID908 E	NA	HALB	S.Real/AutoBF	974.55	4956616477
129154	ZSCR	551	042-4	NA	A2C53331465	NA	A2C53331468	1				1424	circuit board assy V152 SID908 E	NA	HALB	S.Real/AutoBF	413.45	4956616497
129154	ZSCR	551	042-4	NA	A2C53331465	NA	A2C53331510	1	3011	073		1424	"housing bottom 204,0x 267,6"	NA	ROH	NA	80.34	4956617735
129154	ZSCR	551	042-4	NA	A2C53331465	NA	A2C53365602	15.4	3011	073		1424	Dow Corning 7091 Black 25.5 Kg	NA	ROH	NA	2.77	4956617735
129293	ZSCR	551	040-3	NA	5WY8906	NA	A2C31623800	1				1403	engine control el	NA	HALB	S.Real/AutoBF	1060.39	4956616577
129299	MB1A	551	010-4	B30301-02410	NA	NA	A2C31623800	1				1104	engine control el	QN410074686	HALB	S.Real/AutoBF	1060.39	
129304	ZSCR	551	040-2	NA	5WY8905	NA	A2C31623700	1				1402	engine control el	NA	HALB	S.Real/AutoBF	1101.09	4956616606
129306	ZSCR	551	034-2	NA	5WY8903	NA	A2C31623500	1				1342	engine control el	NA	HALB	S.Real/AutoBF	1042.21	4956616669
129423	ZSCR	551	050-5	NA	A2C31623500	NA	A2C31623500	1				1505	engine control el	NA	HALB	S.Real/AutoBF	1042.21	4956616699
129537	ZSCR	551	040-2	NA	5WY8903	NA	A2C31623500	1				1402	engine control el	NA	HALB	S.Real/AutoBF	1042.21	4956616733
129563	ZSCR	551	034-2	NA	5WY8903	NA	A2C31623500	1				1342	engine control el	NA	HALB	S.Real/AutoBF	1042.21	4956616757
129707	ZSCR	551	042-4	NA	A2C31623800	NA	A2C53299661	4	3011	073		1424	Plastic housing bottom Ford v8/v10	NA	ROH	NA	72.72	4956617581
