No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	3011	045		Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
534739	14/10/2014	ZSCR	551	042-4	NA	'045	A2C83430900	NA	8800652005	0.5	3011	045		1424	PASTA PARA SOLDAR PROFLOW TIJERA	NA	ROH	NA	484.77	S6_ESCL ALPHA_.	NO	4983336891
537424	20/10/2014	ZSCR	551	030-1	NA	'045	A2C82752610	NA	A2C82752610	1	3011	045		1301	electronic assy BCU	NA	HALB	S.Real	219.97	S2_CMF1_.	NO	4983336529
537674	20/10/2014	ZSCR	551	040-1	NA	'045	A2C82752211	NA	A2C82752211	5	3011	045		1401	electronic assy BCU	NA	HALB	S.Real	1337.25	S2_CMF1_. (APROBACION	NO	4983336438
537850	21/10/2014	ZSCR	551	030-1	NA	'045	A2C8275221193	NA	A2C8275221193	1	3011	045		1301	electronic assy BCU	NA	HALB	S.Real	258.43	S2_CMF1_. (APROBACION	NO	4983336513
537917	21/10/2014	ZSCR	551	030-1	NA	'045	A2C82752610	NA	A2C82752610	3	3011	045		1301	electronic assy BCU	NA	HALB	S.Real	659.91	S2_CMF1_. (APROBACION	NO	4983336529
537974	21/10/2014	ZSCR	551	030-1	NA	'045	A2C8275221193	NA	A2C8275221193	1	3011	045		1301	electronic assy BCU	NA	HALB	S.Real	258.43	S2_CMF1_.	NO	4983336513
538084	21/10/2014	ZSCR	551	030-1	NA	'045	A2C82752211	NA	A2C82752211	1	3011	045		1301	electronic assy BCU	NA	HALB	S.Real	267.45	S2_CMF1_.	NO	4983336417
538092	21/10/2014	ZSCR	551	040-3	NA	'045	A2C82752211	NA	A2C82752211	1	3011	045		1403	electronic assy BCU	NA	HALB	S.Real	267.45	S2_CMF1_.	NO	4983336494
538093	21/10/2014	ZSCR	551	030-1	NA	'045	A2C8275211093	NA	A2C8275211093	1	3011	045		1301	electronic assy BCU TOP	NA	HALB	S.Real	294	S2_CMF1_.	NO	4983336377
538113	21/10/2014	ZSCR	551	040-1	NA	'045	A2C82752211	NA	A2C82752211	3	3011	045		1401	electronic assy BCU	NA	HALB	S.Real	802.35	S2_CMF1_. (APROBACION	NO	4983336438
538432	22/10/2014	ZSCR	551	030-1	NA	'045	A2C8275221193	NA	A2C8275221193	3	3011	045		1301	electronic assy BCU	NA	HALB	S.Real	775.29	S2_CMF1_.	NO	4983336513
538557	22/10/2014	ZSCR	551	030-1	NA	'045	A2C82752211	NA	A2C82752211	2	3011	045		1301	electronic assy BCU	NA	HALB	S.Real	534.9	S2_CMF1_.	NO	4983336417
538557	22/10/2014	ZSCR	551	030-1	NA	'045	A2C8275221193	NA	A2C8275221193	2	3011	045		1301	electronic assy BCU	NA	HALB	S.Real	516.86	S2_CMF1_.	NO	4983336513
538559	22/10/2014	ZSCR	551	030-1	NA	'045	A2C82752211	NA	A2C82752211	1	3011	045		1301	electronic assy BCU	NA	HALB	S.Real	267.45	S2_CMF1_.	NO	4983336417
538560	22/10/2014	ZSCR	551	030-1	NA	'045	A2C8275221193	NA	A2C8275221193	3	3011	045		1301	electronic assy BCU	NA	HALB	S.Real	775.29	S2_CMF1_.	NO	4983336513
538561	22/10/2014	ZSCR	551	030-1	NA	'045	A2C8275221193	NA	A2C8275221193	1	3011	045		1301	electronic assy BCU	NA	HALB	S.Real	258.43	S2_CMF1_.	NO	4983336513
538562	22/10/2014	ZSCR	551	030-1	NA	'045	A2C82752211	NA	A2C82752211	1	3011	045		1301	electronic assy BCU	NA	HALB	S.Real	267.45	S2_CMF1_.	NO	4983336417
538767	22/10/2014	ZSCR	551	040-1	NA	'045	A2C82752110	NA	A2C82752110	1	3011	045		1401	electronic assy BCU	NA	HALB	S.Real	301.4	S2_CMF1_. (APROBACION	NO	4983336338
538767	22/10/2014	ZSCR	551	040-1	NA	'045	A2C82752610	NA	A2C82752610	1	3011	045		1401	electronic assy BCU	NA	HALB	S.Real	219.97	S2_CMF1_. (APROBACION	NO	4983336544
538785	22/10/2014	MB1A	951	025-4	NA	'045	A2C82752210	NA	A2C82752210	54	3011	045		1254	electronic assy BCU	NA	HALB	S.Real	14548.14	S2_CMF1_. (APROBACION	NO	4983336689
538785	22/10/2014	MB1A	951	025-4	NA	'045	A2C82752211	NA	A2C82752211	2	3011	045		1254	electronic assy BCU	NA	HALB	S.Real	534.9	S2_CMF1_. (APROBACION	NO	4983336702
538785	22/10/2014	MB1A	951	025-4	NA	'045	A2C82752609	NA	A2C82752609	9	3011	045		1254	electronic assy BCU	NA	HALB	S.Real	1997.37	S2_CMF1_. (APROBACION	NO	4983336721
538785	22/10/2014	MB1A	951	025-4	NA	'045	A2C82752610	NA	A2C82752610	1	3011	045		1254	electronic assy BCU	NA	HALB	S.Real	219.97	S2_CMF1_. (APROBACION	NO	4983336739
538792	22/10/2014	ZSCR	551	035-1	0	'045	A2C8298280093	NA	A2C00000243	6	3011	045		1351	"33V,300mW,SOT23,ZENER/BZX84C33LT1"		ROH	NA	0.48	S4_PQ35 6ta Gen_P.PABLO	NO	4983337026
538792	22/10/2014	ZSCR	551	035-1	0	'045	A2C8298280093	NA	A2C00003401	1014	3011	045		1351	"5K6,5%,TK250,125mW,0805,LIN RES/"		ROH	NA	10.14	S4_PQ35 6ta Gen_P.PABLO	NO	4983337400
538792	22/10/2014	ZSCR	551	035-1	0	'045	A2C8298320093	NA	A2C00003401	149	3011	045		1351	"5K6,5%,TK250,125mW,0805,LIN RES/"		ROH	NA	1.49	S4_PQ35 6ta Gen_P.PABLO	NO	4983337400
538792	22/10/2014	ZSCR	551	035-1	0	'045	A2C8298260093	NA	A2C00003401	244	3011	045		1351	"5K6,5%,TK250,125mW,0805,LIN RES/"		ROH	NA	2.44	S4_PQ35 6ta Gen_P.PABLO	NO	4983337400
538792	22/10/2014	ZSCR	551	035-1	0	'045	A2C8298280093	NA	A2C00003406	438	3011	045		1351	"R LIN,390R,5%,TK200,125mW,0805"		ROH	NA	4.38	S4_PQ35 6ta Gen_P.PABLO	NO	4983337428
538792	22/10/2014	ZSCR	551	035-1	0	'045	A2C8298320093	NA	A2C00003406	81	3011	045		1351	"R LIN,390R,5%,TK200,125mW,0805"		ROH	NA	0.81	S4_PQ35 6ta Gen_P.PABLO	NO	4983337428
538792	22/10/2014	ZSCR	551	035-1	0	'045	A2C8298260093	NA	A2C00003406	94	3011	045		1351	"R LIN,390R,5%,TK200,125mW,0805"		ROH	NA	0.94	S4_PQ35 6ta Gen_P.PABLO	NO	4983337428
538792	22/10/2014	ZSCR	551	035-1	0	'045	A2C8298280093	NA	A2C00003408	522	3011	045		1351	"R LIN,10K,5%,TK200,125mW,0805"		ROH	NA	5.22	S4_PQ35 6ta Gen_P.PABLO	NO	4983337449
538792	22/10/2014	ZSCR	551	035-1	0	'045	A2C8298320093	NA	A2C00003408	108	3011	045		1351	"R LIN,10K,5%,TK200,125mW,0805"		ROH	NA	1.08	S4_PQ35 6ta Gen_P.PABLO	NO	4983337449
538792	22/10/2014	ZSCR	551	035-1	0	'045	A2C8298260093	NA	A2C00003408	39	3011	045		1351	"R LIN,10K,5%,TK200,125mW,0805"		ROH	NA	0.39	S4_PQ35 6ta Gen_P.PABLO	NO	4983337449
538792	22/10/2014	ZSCR	551	035-1	0	'045	A2C8298280093	NA	A2C00003422	1305	3011	045		1351	"R LIN,1K2,5%,TK200,125mW,0805"		ROH	NA	13.05	S4_PQ35 6ta Gen_P.PABLO	NO	4983337474
538792	22/10/2014	ZSCR	551	035-1	0	'045	A2C8298320093	NA	A2C00003422	130	3011	045		1351	"R LIN,1K2,5%,TK200,125mW,0805"		ROH	NA	1.3	S4_PQ35 6ta Gen_P.PABLO	NO	4983337474
538792	22/10/2014	ZSCR	551	035-1	0	'045	A2C8298260093	NA	A2C00003422	400	3011	045		1351	"R LIN,1K2,5%,TK200,125mW,0805"		ROH	NA	4	S4_PQ35 6ta Gen_P.PABLO	NO	4983337474
538792	22/10/2014	ZSCR	551	035-1	0	'045	A2C8298280093	NA	A2C00003469	56	3011	045		1351	"R LIN,2K2,5%,TK200,250mW,1206"		ROH	NA	1.12	S4_PQ35 6ta Gen_P.PABLO	NO	4983337512
538792	22/10/2014	ZSCR	551	035-1	0	'045	A2C8298260093	NA	A2C00003469	1	3011	045		1351	"R LIN,2K2,5%,TK200,250mW,1206"		ROH	NA	0.02	S4_PQ35 6ta Gen_P.PABLO	NO	4983337512
538792	22/10/2014	ZSCR	551	035-1	0	'045	A2C8298320093	NA	A2C00003505	2	3011	045		1351	"R LIN,3K3,5%,TK200,250mW,1206"		ROH	NA	0.04	S4_PQ35 6ta Gen_P.PABLO	NO	4983337523
538792	22/10/2014	ZSCR	551	035-1	0	'045	A2C8298260093	NA	A2C00003505	12	3011	045		1351	"R LIN,3K3,5%,TK200,250mW,1206"		ROH	NA	0.24	S4_PQ35 6ta Gen_P.PABLO	NO	4983337523
538792	22/10/2014	ZSCR	551	035-1	0	'045	A2C8298280093	NA	A2C00003528	1987	3011	045		1351	"R LIN,2K4,5%,TK200,250mW,1206"		ROH	NA	39.74	S4_PQ35 6ta Gen_P.PABLO	NO	4983337543
538792	22/10/2014	ZSCR	551	035-1	0	'045	A2C8298320093	NA	A2C00003528	424	3011	045		1351	"R LIN,2K4,5%,TK200,250mW,1206"		ROH	NA	8.48	S4_PQ35 6ta Gen_P.PABLO	NO	4983337543
538792	22/10/2014	ZSCR	551	035-1	0	'045	A2C8298260093	NA	A2C00003528	69	3011	045		1351	"R LIN,2K4,5%,TK200,250mW,1206"		ROH	NA	1.38	S4_PQ35 6ta Gen_P.PABLO	NO	4983337543
538792	22/10/2014	ZSCR	551	035-1	0	'045	A2C8298280093	NA	A2C00003685	56	3011	045		1351	"R LIN,10K,5%,TK200,100mW,0603"		ROH	NA	0.56	S4_PQ35 6ta Gen_P.PABLO	NO	4983337555
538792	22/10/2014	ZSCR	551	035-1	0	'045	A2C8298280093	NA	A2C00003812	56	3011	045		1351	"R LIN,6K8,5%,TK200,100mW,0603"		ROH	NA	0.56	S4_PQ35 6ta Gen_P.PABLO	NO	4983337575
538792	22/10/2014	ZSCR	551	035-1	0	'045	A2C8298320093	NA	A2C00003812	13	3011	045		1351	"R LIN,6K8,5%,TK200,100mW,0603"		ROH	NA	0.13	S4_PQ35 6ta Gen_P.PABLO	NO	4983337575
538792	22/10/2014	ZSCR	551	035-1	0	'045	A2C8298280093	NA	A2C00003817	429	3011	045		1351	"R LIN,33K,5%,TK200,100mW,0603"		ROH	NA	4.29	S4_PQ35 6ta Gen_P.PABLO	NO	4983337603
538792	22/10/2014	ZSCR	551	035-1	0	'045	A2C8298320093	NA	A2C00003817	37	3011	045		1351	"R LIN,33K,5%,TK200,100mW,0603"		ROH	NA	0.37	S4_PQ35 6ta Gen_P.PABLO	NO	4983337603
538792	22/10/2014	ZSCR	551	035-1	0	'045	A2C8298260093	NA	A2C00003817	93	3011	045		1351	"R LIN,33K,5%,TK200,100mW,0603"		ROH	NA	0.93	S4_PQ35 6ta Gen_P.PABLO	NO	4983337603
538792	22/10/2014	ZSCR	551	035-1	0	'045	A2C8298280093	NA	A2C00003820	1195	3011	045		1351	"R LIN,68K,5%,TK200,100mW,0603"		ROH	NA	11.95	S4_PQ35 6ta Gen_P.PABLO	NO	4983337616
538792	22/10/2014	ZSCR	551	035-1	0	'045	A2C8298320093	NA	A2C00003820	292	3011	045		1351	"R LIN,68K,5%,TK200,100mW,0603"		ROH	NA	2.92	S4_PQ35 6ta Gen_P.PABLO	NO	4983337616
538792	22/10/2014	ZSCR	551	035-1	0	'045	A2C8298260093	NA	A2C00003820	130	3011	045		1351	"R LIN,68K,5%,TK200,100mW,0603"		ROH	NA	1.3	S4_PQ35 6ta Gen_P.PABLO	NO	4983337616
538792	22/10/2014	ZSCR	551	035-1	0	'045	A2C8298280093	NA	A2C00003828	425	3011	045		1351	"R LIN,2K2,5%,TK200,100mW,0603"		ROH	NA	4.25	S4_PQ35 6ta Gen_P.PABLO	NO	4983337638
538792	22/10/2014	ZSCR	551	035-1	0	'045	A2C8298320093	NA	A2C00003828	51	3011	045		1351	"R LIN,2K2,5%,TK200,100mW,0603"		ROH	NA	0.51	S4_PQ35 6ta Gen_P.PABLO	NO	4983337638
538792	22/10/2014	ZSCR	551	035-1	0	'045	A2C8298260093	NA	A2C00003828	49	3011	045		1351	"R LIN,2K2,5%,TK200,100mW,0603"		ROH	NA	0.49	S4_PQ35 6ta Gen_P.PABLO	NO	4983337638
538792	22/10/2014	ZSCR	551	035-1	0	'045	A2C8298280093	NA	A2C00003837	1472	3011	045		1351	"R LIN,22K,5%,TK200,100mW,0603"		ROH	NA	14.72	S4_PQ35 6ta Gen_P.PABLO	NO	4983337673
538792	22/10/2014	ZSCR	551	035-1	0	'045	A2C8298320093	NA	A2C00003837	124	3011	045		1351	"R LIN,22K,5%,TK200,100mW,0603"		ROH	NA	1.24	S4_PQ35 6ta Gen_P.PABLO	NO	4983337673
538792	22/10/2014	ZSCR	551	035-1	0	'045	A2C8298260093	NA	A2C00003837	244	3011	045		1351	"R LIN,22K,5%,TK200,100mW,0603"		ROH	NA	2.44	S4_PQ35 6ta Gen_P.PABLO	NO	4983337673
538792	22/10/2014	ZSCR	551	035-1	0	'045	A2C8298280093	NA	A2C00003865	702	3011	045		1351	"33R,5%,TK250,125mW,0805,LIN RES/"		ROH	NA	7.02	S4_PQ35 6ta Gen_P.PABLO	NO	4983337719
538792	22/10/2014	ZSCR	551	035-1	0	'045	A2C8298320093	NA	A2C00003865	52	3011	045		1351	"33R,5%,TK250,125mW,0805,LIN RES/"		ROH	NA	0.52	S4_PQ35 6ta Gen_P.PABLO	NO	4983337719
538792	22/10/2014	ZSCR	551	035-1	0	'045	A2C8298260093	NA	A2C00003865	240	3011	045		1351	"33R,5%,TK250,125mW,0805,LIN RES/"		ROH	NA	2.4	S4_PQ35 6ta Gen_P.PABLO	NO	4983337719
538792	22/10/2014	ZSCR	551	035-1	0	'045	A2C8298320093	NA	A2C00004449	4	3011	045		1351	"R LIN,2K,1%,TK100,250mW,1206"		ROH	NA	0.08	S4_PQ35 6ta Gen_P.PABLO	NO	4983337801
538792	22/10/2014	ZSCR	551	035-1	0	'045	A2C8298260093	NA	A2C00004449	3	3011	045		1351	"R LIN,2K,1%,TK100,250mW,1206"		ROH	NA	0.06	S4_PQ35 6ta Gen_P.PABLO	NO	4983337801
538792	22/10/2014	ZSCR	551	035-1	0	'045	A2C8298280093	NA	A2C00005901	399	3011	045		1351	"R LIN,36K,1%,TK100,100mW,0603"		ROH	NA	3.99	S4_PQ35 6ta Gen_P.PABLO	NO	4983337887
538792	22/10/2014	ZSCR	551	035-1	0	'045	A2C8298320093	NA	A2C00005901	60	3011	045		1351	"R LIN,36K,1%,TK100,100mW,0603"		ROH	NA	0.6	S4_PQ35 6ta Gen_P.PABLO	NO	4983337887
538792	22/10/2014	ZSCR	551	035-1	0	'045	A2C8298260093	NA	A2C00005901	34	3011	045		1351	"R LIN,36K,1%,TK100,100mW,0603"		ROH	NA	0.34	S4_PQ35 6ta Gen_P.PABLO	NO	4983337887
538792	22/10/2014	ZSCR	551	035-1	0	'045	A2C8298280093	NA	A2C00006557	238	3011	045		1351	"R LIN,22R,5%,TK200,100mW,0603"		ROH	NA	2.38	S4_PQ35 6ta Gen_P.PABLO	NO	4983337911
538792	22/10/2014	ZSCR	551	035-1	0	'045	A2C8298320093	NA	A2C00006557	43	3011	045		1351	"R LIN,22R,5%,TK200,100mW,0603"		ROH	NA	0.43	S4_PQ35 6ta Gen_P.PABLO	NO	4983337911
