No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Planta	APD	Espacio	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP		
629992	12/06/2015	MB1A	951	025-3	NA	'054	NA	0	A2C82096300	6				1253	ACU HONHRS5 MY13 S10 09 04 0 0 0 000	VUG020301	FERT	NA	1531.68	PS_HONDA HRS5_.	NO	4990814813		
629992	12/06/2015	MB1A	951	025-3	NA	'054	NA	87AB	A2C87038400	1				1253	ACU HONHRS5 MY14 S10 10 04 0 0 0 000	VUG020301	FERT	NA	254.26	PS_HONDA HRS5_.	NO	4990814813		
629992	12/06/2015	MB1A	951	025-3	NA	'054	NA	87AB	A2C87038600	8				1253	ACU HONHRS5 MY14 S10 10 04 0 0 0 000	VUG020301	FERT	NA	2034.08	PS_HONDA HRS5_.	NO	4990814813		
629992	12/06/2015	MB1A	951	025-3	NA	'054	NA	87AB	A2C87038600	1				1253	ACU HONHRS5 MY14 S10 10 04 0 0 0 000	VUG020301	FERT	NA	254.26	PS_HONDA HRS5_.	NO	4990814813		
629992	12/06/2015	MB1A	951	025-3	NA	'054	NA	2800	A2C91739500	4				1253	ACU HONHRS5 MY15 S10 09 04 0 0 0 000	VUG020301	FERT	NA	1005.68	PS_HONDA HRS5_.	NO	4990814813		
629992	12/06/2015	MB1A	951	025-3	NA	'054	NA	2800	A2C91739900	9				1253	ACU HONHRS5 MY15 S10 07 04 0 0 0 000	VUG020301	FERT	NA	2303.28	PS_HONDA HRS5_.	NO	4990814813		
629992	12/06/2015	MB1A	951	025-3	NA	'054	NA	904AA	A2C94819900	9				1253	ACU HONHRS5 MY15 S10 10 04 0 1 0 000	VUG020301	FERT	NA	3392.37	PS_HONDA HRS5_.	NO	4990814813		
629992	12/06/2015	MB1A	951	025-3	NA	'054	NA	904AA	A2C94819900	3				1253	ACU HONHRS5 MY15 S10 10 04 0 1 0 000	VUG020301	FERT	NA	1130.79	PS_HONDA HRS5_.	NO	4990814813		
630111	12/06/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C95735700	32				1095	pcb 4-lay ImSn	NA	ROH	NA	432	PS_VW11_.	NO	4990812788		
630215	12/06/2015	MB1A	551	022-2	K96019	'054	NA	NA	A2C9481910093	1				1095	pcb assy HONHRS7 D_10 SMD_TOP	NA	HALB	S.Real	319.45	PS_HONDA HRS7_.	NO	REV		
630215	12/06/2015	MB1A	551	022-2	K96019	'054	NA	NA	A2C9482000093	2				1095	pcb assy HONHRS7 D_12_SMD TOP	NA	HALB	S.Real	417.8	PS_HONDA HRS7_.	NO	REV		
630215	12/06/2015	MB1A	551	022-2	K96019	'054	NA	NA	A2C9682930193	1				1095	pcb assy HONHRS7 D_1-1	NA	HALB	S.Real	278.27	PS_HONDA HRS7_.	NO	4990812726		
630215	12/06/2015	MB1A	551	022-2	K96019	'054	NA	NA	A2C9682950093	2				1095	pcb assy HONHRS7 D_3 SMD TOP	NA	HALB	S.Real	255.34	PS_HONDA HRS7_.	NO	4990812726		
630215	12/06/2015	MB1A	551	022-2	K96019	'054	NA	NA	A2C9682980093	1				1095	pcb assy HONHRS7 D_13 SM TOP	NA	HALB	S.Real	312.65	PS_HONDA HRS7_.	NO	4990812726		
630215	12/06/2015	MB1A	551	022-2	K96019	'054	NA	NA	A2C9682990093	10				1095	pcb assy HONHRS7 D_14 SMD TOP	NA	HALB	S.Real	3345.4	PS_HONDA HRS7_.	NO	4990812726		
630215	12/06/2015	MB1A	551	022-2	K96019	'054	NA	NA	A2C9683000093	1				1095	pcb assy HONHRS7 D_15 SMD TOP	NA	HALB	S.Real	243.38	PS_HONDA HRS7_.	NO	REV		
630224	12/06/2015	MB1A	551	022-2	K96019	'054	NA	NA	A2C96829500	1				1095	pcb assy HONHRS7 D_3	NA	HALB	S.Real	166.39	PS_HONDA HRS7_.	NO	4990812726		
630224	12/06/2015	MB1A	551	022-2	K96019	'054	NA	NA	A2C97075100	1				1095	pcb assy HONHRS7 D_7	NA	HALB	S.Real	243.29	PS_HONDA HRS7_.	NO	4990812726		
630224	12/06/2015	MB1A	551	022-2	K96019	'054	NA	NA	A2C97075100	2				1095	pcb assy HONHRS7 D_7	NA	HALB	S.Real	486.58	PS_HONDA HRS7_.	NO	4990812726		
630224	12/06/2015	MB1A	551	022-2	K96019	'054	NA	NA	A2C97075200	1				1095	pcb assy HONHRS7 D_17	NA	HALB	S.Real	348.44	PS_HONDA HRS7_.	NO	4990812882		
630224	12/06/2015	MB1A	551	022-2	K96019	'054	NA	NA	A2C97075200	5				1095	pcb assy HONHRS7 D_17	NA	HALB	S.Real	1742.2	PS_HONDA HRS7_.	NO	4990812882		
630224	12/06/2015	MB1A	551	022-2	K96019	'054	NA	NA	A2C97075300	6				1095	pcb assy HONHRS7 D_18	NA	HALB	S.Real	1944.66	PS_HONDA HRS7_.	NO	4990812882		
630224	12/06/2015	MB1A	551	022-2	K96019	'054	NA	NA	A2C98601600	1				1095	Subassy Ola ECU PEPS MY08.5	NA	HALB	S.Real	369.51	PS_HONDA HRS7_.	NO	4990812882		
630224	12/06/2015	MB1A	551	022-2	K96019	'054	NA	NA	A2C98601600	1				1095	Subassy Ola ECU PEPS MY08.5	NA	HALB	S.Real	369.51	PS_HONDA HRS7_.	NO	4990812882		
631078	15/06/2015	MB1A	551	040-5	K96019	'054	NA	NA	A2C91595300	1				1095	multipoint connector124/ 55P H 2SYS 1018	NA	ROH	NA	47.45	PSAD_DAIMLER SMART_F.FE	NO	4990813031		
631237	16/06/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C85221001	1				1095	pcb assy DAGSM D_2	NA	HALB	S.Real	249.06	PSAD_DAIMLER SMART_F.FE	NO	4990813031		
631425	16/06/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C82768800	6				1095	pcb 4-lay FR-4 DAG Smart	NA	ROH	NA	124.02	PSAD_DAIMLER SMART_F.FE	NO	4990813031		
631426	16/06/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C94817900	6				1095	pcb	NA	ROH	NA	113.76	PS_HONDA HRS7_.	NO	4990812882		
631439	16/06/2015	MB1A	551	030-1	K96019	'054	NA	NA	A2C96766700	1				1095	pcb assy DAGSMC453 with SW	NA	HALB	S.Real	350.57	PSAD_DAIMLER SMART_F.FE	NO	4990813031		
631566	16/06/2015	MB1A	551	040-5	K96019	'054	NA	NA	A2C96766600	1				1095	pcb assy DAGSMC453 with SW	NA	HALB	S.Real/AutoBF	249.06	PSAD_DAIMLER SMART_F.FE	NO	4990813031		
631674	16/06/2015	MB1A	551	95	K96019	'054	A2C8522130193	NA	A2C00000568	14				1095	"T BIP/BC 847S E6327,SOT363"		ROH	NA	2.1	PSAD_DAIMLER SMART_F.FE	NO	4990813031		
631674	16/06/2015	MB1A	551	95	K96019	'054	A2C8522140193	NA	A2C00000568	40				1095	"T BIP/BC 847S E6327,SOT363"		ROH	NA	6	PSAD_DAIMLER SMART_F.FE	NO	4990813031		
631674	16/06/2015	MB1A	551	95	K96019	'054	A2C8522100193	NA	A2C00000568	15				1095	"T BIP/BC 847S E6327,SOT363"		ROH	NA	2.25	PSAD_DAIMLER SMART_F.FE	NO	4990813031		
631674	16/06/2015	MB1A	551	95	K96019	'054	A2C8522100193	NA	A2C00004363	49				1095	"R LIN,15K4,1%,TK100,100mW,0603"		ROH	NA	0.49	PSAD_DAIMLER SMART_F.FE	NO	4990813031		
631674	16/06/2015	MB1A	551	95	K96019	'054	A2C8522100193	NA	A2C00006435	8				1095	"1R,5%,TK600,63mW,0603,LIN RES/"		ROH	NA	0.08	PSAD_DAIMLER SMART_F.FE	NO	4990813031		
631674	16/06/2015	MB1A	551	95	K96019	'054	A2C8522100193	NA	A2C00007729	6				1095	"R LIN,12K4,1%,TK100,100mW,0603"		ROH	NA	0.06	PSAD_DAIMLER SMART_F.FE	NO	4990813031		
631674	16/06/2015	MB1A	551	95	K96019	'054	A2C8522100193	NA	A2C00010918	2				1095	"R LIN,100K,1%,TK100,63mW,0402"		ROH	NA	0.02	PSAD_DAIMLER SMART_F.FE	NO	4990813010		
631674	16/06/2015	MB1A	551	95	K96019	'054	A2C8522130193	NA	A2C00018432	53				1095	"Diodo 70V,250mA SOT363, BAV70"		ROH	NA	10.07	PSAD_DAIMLER SMART_F.FE	NO	4990813010		
631674	16/06/2015	MB1A	551	95	K96019	'054	A2C8522100193	NA	A2C00019591	594				1095	"R LIN,4K12,1%,TK100,63mW,0402"		ROH	NA	5.94	PSAD_DAIMLER SMART_F.FE	NO	4990813010		
631674	16/06/2015	MB1A	551	95	K96019	'054	A2C8522100193	NA	A2C00023789	5				1095	"47nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	0.1	PSAD_DAIMLER SMART_F.FE	NO	4990813010		
631674	16/06/2015	MB1A	551	95	K96019	'054	A2C8522130193	NA	A2C00023857	2				1095	"F BEAD/BLM41P,90mOhm,1KOhm,1.5A,SMD"		ROH	NA	0.64	PSAD_DAIMLER SMART_F.FE	NO	4990813010		
631674	16/06/2015	MB1A	551	95	K96019	'054	A2C8522100193	NA	A2C00023857	36				1095	"F BEAD/BLM41P,90mOhm,1KOhm,1.5A,SMD"		ROH	NA	11.52	PSAD_DAIMLER SMART_F.FE	NO	4990813010		
631674	16/06/2015	MB1A	551	95	K96019	'054	A2C8522130193	NA	A2C00028102	1				1095	"2,OP AMP,0Hz,TSSOP8,OP-COMP/TLC2272-QPW"		ROH	NA	1.84	PSAD_DAIMLER SMART_F.FE	NO	4990813010		
631674	16/06/2015	MB1A	551	95	K96019	'054	A2C8522100193	NA	A2C00035287	1				1095	"60V,2A,1,SCHOTTKY,SMB,RECT DIODE/SS26"		ROH	NA	0.52	PSAD_DAIMLER SMART_F.FE	NO	4990813010		
631674	16/06/2015	MB1A	551	95	K96019	'054	A2C8522140193	NA	A2C00037882	33				1095	"R LIN,2K4,1%,TK100,63mW,0402"		ROH	NA	0.33	PSAD_DAIMLER SMART_F.FE	NO	4990813010		
631674	16/06/2015	MB1A	551	95	K96019	'054	A2C8522130193	NA	A2C00039660	5				1095	"2K55,0.1%,TK25,100mW,0603,LIN RES/RT0603"		ROH	NA	1.05	PSAD_DAIMLER SMART_F.FE	NO	4990813010		
631674	16/06/2015	MB1A	551	95	K96019	'054	A2C8522100193	NA	A2C00039660	74				1095	"2K55,0.1%,TK25,100mW,0603,LIN RES/RT0603"		ROH	NA	15.54	PSAD_DAIMLER SMART_F.FE	NO	4990813010		
631674	16/06/2015	MB1A	551	95	K96019	'054	A2C8522130193	NA	A2C00040894	73				1095	"2,PNP,RET,R<b>=10k R<e-b>=10k, 100mA,50"		ROH	NA	11.68	PSAD_DAIMLER SMART_F.FE	NO	4990813010		
631674	16/06/2015	MB1A	551	95	K96019	'054	A2C8522140193	NA	A2C00040894	127				1095	"2,PNP,RET,R<b>=10k R<e-b>=10k, 100mA,50"		ROH	NA	20.32	PSAD_DAIMLER SMART_F.FE	NO	4990813010		
631674	16/06/2015	MB1A	551	95	K96019	'054	A2C8522100193	NA	A2C00040894	233				1095	"2,PNP,RET,R<b>=10k R<e-b>=10k, 100mA,50"		ROH	NA	37.28	PSAD_DAIMLER SMART_F.FE	NO	4990813010		
631674	16/06/2015	MB1A	551	95	K96019	'054	A2C8522130193	NA	A2C00044219	38				1095	"240R,1%,TK100,63mW,0603,LIN RES/RC"		ROH	NA	0.38	PSAD_DAIMLER SMART_F.FE	NO	4990813010		
631674	16/06/2015	MB1A	551	95	K96019	'054	A2C8522130193	NA	A2C00045343	15				1095	"475R,1%,TK50,1W,MELF0207,LIN RES/MMB0207"		ROH	NA	3.9	PSAD_DAIMLER SMART_F.FE	NO	4990813010		
631674	16/06/2015	MB1A	551	95	K96019	'054	A2C8522130193	NA	A2C00060691	30				1095	"T BIP/BCR35PN or PUMD9,SOT363"		ROH	NA	4.8	PSAD_DAIMLER SMART_F.FE	NO	4990813010		
631674	16/06/2015	MB1A	551	95	K96019	'054	A2C8522140193	NA	A2C00060691	66				1095	"T BIP/BCR35PN or PUMD9,SOT363"		ROH	NA	10.56	PSAD_DAIMLER SMART_F.FE	NO	4990813010		
631674	16/06/2015	MB1A	551	95	K96019	'054	A2C8522100193	NA	A2C00060691	168				1095	"T BIP/BCR35PN or PUMD9,SOT363"		ROH	NA	26.88	PSAD_DAIMLER SMART_F.FE	NO	4990813010		
631674	16/06/2015	MB1A	551	95	K96019	'054	A2C8522130193	NA	A2C00061932	1				1095	"TLE7250GVIO and SN65HVDA540, IC BUS DRIV"		ROH	NA	2.21	PSAD_DAIMLER SMART_F.FE	NO	4990813010		
631674	16/06/2015	MB1A	551	95	K96019	'054	A2C8522140193	NA	A2C00061932	5				1095	"TLE7250GVIO and SN65HVDA540, IC BUS DRIV"		ROH	NA	11.05	PSAD_DAIMLER SMART_F.FE	NO	4990813010		
631674	16/06/2015	MB1A	551	95	K96019	'054	A2C8522140193	NA	A2C00064279	61				1095	"T FET/NTJD4001N,MOS,SMALLSIGNAL,SOT363"		ROH	NA	19.52	PSAD_DAIMLER SMART_F.FE	NO	4990813010		
631674	16/06/2015	MB1A	551	95	K96019	'054	A2C8522130193	NA	A2C40007265	3				1095	"D SUP/PESD1LIN,SOD323"		ROH	NA	1.35	PSAD_DAIMLER SMART_F.FE	NO	4990813010		
631675	16/06/2015	MB1A	551	95	K96019	'054	A2C9483240493	NA	A2C00000568	1				1095	"T BIP/BC 847S E6327,SOT363"		ROH	NA	0.15	PSAD_STAR 22_A.APROBACI	NO	4990814738		
631675	16/06/2015	MB1A	551	95	K96019	'054	A2C9483230392	NA	A2C00000568	5				1095	"T BIP/BC 847S E6327,SOT363"		ROH	NA	0.75	PSAD_STAR 22_A.APROBACI	NO	4990814738		
631675	16/06/2015	MB1A	551	95	K96019	'054	A2C9483240492	NA	A2C00000568	14				1095	"T BIP/BC 847S E6327,SOT363"		ROH	NA	2.1	PSAD_STAR 22_A.APROBACI	NO	4990814738		
631675	16/06/2015	MB1A	551	95	K96019	'054	A2C9483240492	NA	A2C00004066	1				1095	"R LIN,5K62,1%,TK100,125mW,0805"		ROH	NA	0.02	PSAD_STAR 22_A.APROBACI	NO	4990814738		
631675	16/06/2015	MB1A	551	95	K96019	'054	A2C9483240492	NA	A2C00004322	3				1095	"R LIN,5K62,1%,TK100,100mW,0603"		ROH	NA	0.03	PSAD_STAR 22_A.APROBACI	NO	4990814738		
631675	16/06/2015	MB1A	551	95	K96019	'054	A2C9483240493	NA	A2C00004349	1				1095	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	0.01	PSAD_STAR 22_A.APROBACI	NO	4990814738		
631675	16/06/2015	MB1A	551	95	K96019	'054	A2C9483240492	NA	A2C00004349	1				1095	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	0.01	PSAD_STAR 22_A.APROBACI	NO	4990814738		
631675	16/06/2015	MB1A	551	95	K96019	'054	A2C9483240492	NA	A2C00004391	1				1095	"R LIN,47R,1%,TK100,100mW,0603"		ROH	NA	0.01	PSAD_STAR 22_A.APROBACI	NO	4990814738		
631675	16/06/2015	MB1A	551	95	K96019	'054	A2C9483240492	NA	A2C00004537	4				1095	"R LIN,24K3,1%,TK100,100mW,0603"		ROH	NA	0.04	PSAD_STAR 22_A.APROBACI	NO	4990814738		
631675	16/06/2015	MB1A	551	95	K96019	'054	A2C9483240492	NA	A2C00010442	1				1095	"R LIN,1K,1%,TK100,63mW,0402"		ROH	NA	0.01	PSAD_STAR 22_A.APROBACI	NO	4990814738		
631675	16/06/2015	MB1A	551	95	K96019	'054	A2C9483240492	NA	A2C00022618	3				1095	"442R,1%,TK50,1W,MELF0207,LIN RES/MMB0207"		ROH	NA	0.78	PSAD_STAR 22_A.APROBACI	NO	4990814738		
631675	16/06/2015	MB1A	551	95	K96019	'054	A2C9483230392	NA	A2C00022910	4				1095	"C CER,X7R,22nF,10%,25V,0402,Sn"		ROH	NA	0.04	PSAD_STAR 22_A.APROBACI	NO	4990814738		
631675	16/06/2015	MB1A	551	95	K96019	'054	A2C9483240492	NA	A2C00023656	1				1095	"1,PNP,RET,0A,0V,SOT323_3,BIP/BCR183W or"		ROH	NA	0.09	PSAD_STAR 22_A.APROBACI	NO	4990814738		
631675	16/06/2015	MB1A	551	95	K96019	'054	A2C9483240493	NA	A2C00026823	1				1095	"F BEAD/BLM18HD,1.8Ohm,1KOhm,50mA,SMD"		ROH	NA	0.12	PSAD_STAR 22_A.APROBACI	NO	4990814738		
631675	16/06/2015	MB1A	551	95	K96019	'054	A2C9483240493	NA	A2C00031005	1				1095	"4,EQ ISO,konvex 1206,47R,1%,63mW,NET RES"		ROH	NA	0.06	PSAD_STAR 22_A.APROBACI	NO	4990814738		
631675	16/06/2015	MB1A	551	95	K96019	'054	A2C9483240492	NA	A2C00031355	1				1095	"200V,250mA,1,FAST,SOD323,RECT DIODE/BAS2"		ROH	NA	0.11	PSAD_STAR 22_A.APROBACI	NO	4990814738		
631675	16/06/2015	MB1A	551	95	K96019	'054	A2C9483240492	NA	A2C00033760	1				1095	"220nF,10%,50V,X7R,0805,Sn,CER CAP/GCM"		ROH	NA	0.06	PSAD_STAR 22_A.APROBACI	NO	4990814738		
631675	16/06/2015	MB1A	551	95	K96019	'054	A2C9483240492	NA	A2C00033919	1				1095	"1uF,10%,50V,X7R,1206,Sn,CER CAP/GCM"		ROH	NA	0.12	PSAD_STAR 22_A.APROBACI	NO	4990814738		
631675	16/06/2015	MB1A	551	95	K96019	'054	A2C9483230393	NA	A2C00043037	1				1095	"200V,2A,1,STANDARD,DO214AA,RECT DIODE/ES"		ROH	NA	0.56	PSAD_STAR 22_A.APROBACI	NO	4990814738		
631675	16/06/2015	MB1A	551	95	K96019	'054	A2C9483240493	NA	A2C00043037	1				1095	"200V,2A,1,STANDARD,DO214AA,RECT DIODE/ES"		ROH	NA	0.56	PSAD_STAR 22_A.APROBACI	NO	4990814738		
631675	16/06/2015	MB1A	551	95	K96019	'054	A2C9483240492	NA	A2C00043037	4				1095	"200V,2A,1,STANDARD,DO214AA,RECT DIODE/ES"		ROH	NA	2.24	PSAD_STAR 22_A.APROBACI	NO	4990814738		
631675	16/06/2015	MB1A	551	95	K96019	'054	A2C9483230393	NA	A2C00046692	1				1095	"100nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	0.02	PSAD_STAR 22_A.APROBACI	NO	4990814823		
631675	16/06/2015	MB1A	551	95	K96019	'054	A2C9483230393	NA	A2C00048076	16				1095	"47nF,10%,100V,X7R,0805,Sn,CER CAP/++ Ope"		ROH	NA	1.44	PSAD_STAR 22_A.APROBACI	NO	4990814823		
631675	16/06/2015	MB1A	551	95	K96019	'054	A2C9483240493	NA	A2C00048076	18				1095	"47nF,10%,100V,X7R,0805,Sn,CER CAP/++ Ope"		ROH	NA	1.62	PSAD_STAR 22_A.APROBACI	NO	4990814823		
631675	16/06/2015	MB1A	551	95	K96019	'054	A2C9483240493	NA	A2C00048449	1	3011	054	 	1095	"220uF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	0.99	PSAD_STAR 22_A.APROBACI	NO	4990817224		
631675	16/06/2015	MB1A	551	95	K96019	'054	A2C9483240493	NA	A2C00051999	1				1095	"2.2mF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	7.6	PSAD_STAR 22_A.APROBACI	NO	4990814823		
631675	16/06/2015	MB1A	551	95	K96019	'054	A2C9483230393	NA	A2C00052851	5				1095	"10R,1%,TK100,125mW,0805,LIN RES/D12 100"		ROH	NA	0.05	PSAD_STAR 22_A.APROBACI	NO	4990814823		
631675	16/06/2015	MB1A	551	95	K96019	'054	A2C9483240493	NA	A2C00052851	8				1095	"10R,1%,TK100,125mW,0805,LIN RES/D12 100"		ROH	NA	0.08	PSAD_STAR 22_A.APROBACI	NO	4990814823		
631675	16/06/2015	MB1A	551	95	K96019	'054	A2C9483240492	NA	A2C00052851	14				1095	"10R,1%,TK100,125mW,0805,LIN RES/D12 100"		ROH	NA	0.14	PSAD_STAR 22_A.APROBACI	NO	4990814823		
631675	16/06/2015	MB1A	551	95	K96019	'054	A2C9483230393	NA	A2C00059743	1				1095	"L CAN COIL/51uH,200mA,SMD CAN"		ROH	NA	1.38	PSAD_STAR 22_A.APROBACI	NO	4990814823		
631675	16/06/2015	MB1A	551	95	K96019	'054	A2C9483240492	NA	A2C00064279	5				1095	"T FET/NTJD4001N,MOS,SMALLSIGNAL,SOT363"		ROH	NA	1.6	PSAD_STAR 22_A.APROBACI	NO	4990814823		
631675	16/06/2015	MB1A	551	95	K96019	'054	A2C9483240492	NA	A2C00140900	1				1095	"C CER,X7R,4.7uF,10%,25V,1206,Sn++ flexib"		ROH	NA	0.46	PSAD_STAR 22_A.APROBACI	NO	4990814823		
631675	16/06/2015	MB1A	551	95	K96019	'054	A2C9483230393	NA	A2C00389000	1				1095	"C ELEC,AL,330uF,20%,35V"		ROH	NA	1.66	PSAD_STAR 22_A.APROBACI	NO	4990814823		
631675	16/06/2015	MB1A	551	95	K96019	'054	A2C9483240492	NA	A2C00418700	3	3011	054	 	1095	"ATA6663 and TJA1027TK/20, IC BUS DRIV/ L"		ROH	NA	5.04	PSAD_STAR 22_A.APROBACI	NO	4990816802		
631675	16/06/2015	MB1A	551	95	K96019	'054	A2C9483240493	NA	A2C00480800	1				1095	"R LIN,5R6,1%,TK50,100mW,0603"		ROH	NA	0.05	PSAD_STAR 22_A.APROBACI	NO	4990814823		
631675	16/06/2015	MB1A	551	95	K96019	'054	A2C9483230392	NA	A2C00480800	1				1095	"R LIN,5R6,1%,TK50,100mW,0603"		ROH	NA	0.05	PSAD_STAR 22_A.APROBACI	NO	4990814823		
631675	16/06/2015	MB1A	551	95	K96019	'054	A2C9483240492	NA	A2C00480800	3				1095	"R LIN,5R6,1%,TK50,100mW,0603"		ROH	NA	0.15	PSAD_STAR 22_A.APROBACI	NO	4990814823		
631675	16/06/2015	MB1A	551	95	K96019	'054	A2C9483230392	NA	A2C00888200	4				1095	"F BEAD/WECBA1806,90mOhm,1KOhm,1.5A,SMD"		ROH	NA	2.52	PSAD_STAR 22_A.APROBACI	NO	4990814823		
631675	16/06/2015	MB1A	551	95	K96019	'054	A2C9483240493	NA	A2C01113302	1				1095	"SEN/SCR2100-D17,X-ROS-300-GO"		ROH	NA	71.64	PSAD_STAR 22_A.APROBACI	NO	4990814823		
631675	16/06/2015	MB1A	551	95	K96019	'054	A2C9483230393	NA	A2C01238800	1				1095	"C CER,X7R,10uF,10%,16V,1206,-,STANDARD +"		ROH	NA	0.23	PSAD_STAR 22_A.APROBACI	NO	4990814823		
631675	16/06/2015	MB1A	551	95	K96019	'054	A2C9483240493	NA	A2C01238800	1				1095	"C CER,X7R,10uF,10%,16V,1206,-,STANDARD +"		ROH	NA	0.23	PSAD_STAR 22_A.APROBACI	NO	4990814823		
631675	16/06/2015	MB1A	551	95	K96019	'054	A2C9483230393	NA	A2C01444600	1				1095	"C CER,C0G,15pF,5%,50V,0603,-,STANDARD ++"		ROH	NA	0.02	PSAD_STAR 22_A.APROBACI	NO	4990814823		
631675	16/06/2015	MB1A	551	95	K96019	'054	A2C9483230392	NA	A2C40002838	1				1095	"C CER,X7R,10nF,10%,50V,0603,Sn"		ROH	NA	0.02	PSAD_STAR 22_A.APROBACI	NO	4990814823		
631675	16/06/2015	MB1A	551	95	K96019	'054	A2C9483240492	NA	A2C52003186	1				1095	"200V,100mA,3,FAST,SC74,RECT DIODE/BAS21A"		ROH	NA	0.27	PSAD_STAR 22_A.APROBACI	NO	4990814823		
631675	16/06/2015	MB1A	551	95	K96019	'054	A2C9483230392	NA	A2C52058636	7				1095	"100uH,65mA,SMD,COIL/B82422-A1104-K100"		ROH	NA	1.82	PSAD_STAR 22_A.APROBACI	NO	4990814823		
631675	16/06/2015	MB1A	551	95	K96019	'054	A2C9483240492	NA	A2C52058636	12				1095	"100uH,65mA,SMD,COIL/B82422-A1104-K100"		ROH	NA	3.12	PSAD_STAR 22_A.APROBACI	NO	4990814823		
631675	16/06/2015	MB1A	551	95	K96019	'054	A2C9483240492	NA	A2C53041436	1				1095	"1,NPN,RET,R<b>=10k,R<e-b>=47k,100mA,50V,"		ROH	NA	0.09	PSAD_STAR 22_A.APROBACI	NO	4990814551		
631676	16/06/2015	MB1A	551	95	K96019	'054	A2C9918720093	NA	A2C00019591	2				1095	"R LIN,4K12,1%,TK100,63mW,0402"		ROH	NA	0.02	PS_HONDA HRS7_A.APROBAC	NO	4990812882		
631676	16/06/2015	MB1A	551	95	K96019	'054	A2C9918750093	NA	A2C00019591	2				1095	"R LIN,4K12,1%,TK100,63mW,0402"		ROH	NA	0.02	PS_HONDA HRS7_A.APROBAC	NO	4990812882		
631676	16/06/2015	MB1A	551	95	K96019	'054	A2C9918720092	NA	A2C00022829	9				1095	"R LIN,56K,1%,TK100,63mW,0402"		ROH	NA	0.09	PS_HONDA HRS7_A.APROBAC	NO	4990812882		
631676	16/06/2015	MB1A	551	95	K96019	'054	A2C9918750092	NA	A2C00022829	21				1095	"R LIN,56K,1%,TK100,63mW,0402"		ROH	NA	0.21	PS_HONDA HRS7_A.APROBAC	NO	4990812882		
631676	16/06/2015	MB1A	551	95	K96019	'054	A2C9918750093	NA	A2C00023789	1				1095	"47nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	0.02	PS_HONDA HRS7_A.APROBAC	NO	4990812882		
631676	16/06/2015	MB1A	551	95	K96019	'054	A2C9918720092	NA	A2C00024964	2				1095	"T BIP/BC847BW,SOT323"		ROH	NA	0.18	PS_HONDA HRS7_A.APROBAC	NO	4990812882		
631676	16/06/2015	MB1A	551	95	K96019	'054	A2C9918720093	NA	A2C00034293	4				1095	"R LIN,33R,1%,TK100,100mW,0603"		ROH	NA	0.08	PS_HONDA HRS7_A.APROBAC	NO	4990812882		
631676	16/06/2015	MB1A	551	95	K96019	'054	A2C9918750093	NA	A2C00034293	22				1095	"R LIN,33R,1%,TK100,100mW,0603"		ROH	NA	0.44	PS_HONDA HRS7_A.APROBAC	NO	4990812882		
631676	16/06/2015	MB1A	551	95	K96019	'054	A2C9918750093	NA	A2C00043121	1				1095	"4K12,0.5%,TK50,63mW,0603,LIN RES/ERJ"		ROH	NA	0.02	PS_HONDA HRS7_A.APROBAC	NO	4990812882		
631676	16/06/2015	MB1A	551	95	K96019	'054	A2C9918770092	NA	A2C00043144	6				1095	"340R,1%,TK50,1W,MELF0207,LIN RES/MMB0207"		ROH	NA	1.56	PS_HONDA HRS7_A.APROBAC	NO	4990812882		
631676	16/06/2015	MB1A	551	95	K96019	'054	A2C9918720092	NA	A2C00043144	40				1095	"340R,1%,TK50,1W,MELF0207,LIN RES/MMB0207"		ROH	NA	10.4	PS_HONDA HRS7_A.APROBAC	NO	4990812882		
631676	16/06/2015	MB1A	551	95	K96019	'054	A2C9918750092	NA	A2C00043144	104				1095	"340R,1%,TK50,1W,MELF0207,LIN RES/MMB0207"		ROH	NA	27.04	PS_HONDA HRS7_A.APROBAC	NO	4990812882		
631676	16/06/2015	MB1A	551	95	K96019	'054	A2C9918750093	NA	A2C00044219	1				1095	"240R,1%,TK100,63mW,0603,LIN RES/RC"		ROH	NA	0.01	PS_HONDA HRS7_A.APROBAC	NO	4990812882		
631676	16/06/2015	MB1A	551	95	K96019	'054	A2C9918750092	NA	A2C00063123	2				1095	"Q QUARTZ/NX3225GB,16MHz,NX3225GB"		ROH	NA	3.44	PS_HONDA HRS7_A.APROBAC	NO	4990812882		
