No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	3011	´015	 	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP	
566955	#########	ZSCR	551	050-5	NA	'015	A2C89751401	NA	A2C73752002	7				1505	transmitter CHR PASE 433 NV#06 3B	NA	HALB	S.Real	641.9	S1_PASE FOB CUSW_A.ADRI	NO	sig ventana	**
566955	#########	ZSCR	551	050-5	NA	'015	A2C92629000	NA	A2C73753102	2				1505	transmitter CHR PASE 433 GV#05 4B	NA	HALB	S.Real	189.46	S1_PASE FOB CUSW_A.ADRI	NO	sig ventana	**
566955	#########	ZSCR	551	050-5	NA	'015	A2C74354600	NA	A2C74509800	4				1505	transmitter CHR PASE 433 GV#21 5B	NA	HALB	S.Real/AutoBF	349.48	S1_PASE FOB CUSW_A.ADRI	NO	sig ventana	**
566956	#########	MB1A	551	023-2	K96019	'015	NA	NA	A2C86023300	46				1232	transceiver assy U/L/T/P	NA	HALB	S.Real/AutoBF	3800.06	S1_PASE FOB CUSW_A.ADRI	NO	No hay stock	
566957	#########	ZSCR	551	034-2	NA	'015	A2C89751400	NA	A2C8393040092	1				1342	"""SUB FOBIK PCB TOP-ASM, NA/EU(P U L) B"""	NA	HALB	S.Real	44.76	S1_PASE FOB CUSW_A.ADRI	NO	4985706063	**
566958	#########	ZSCR	551	034-2	NA	'015	A2C85886800	NA	A2C3229710093	3				1342	CUSW PCB ASSY BOT	NA	HALB	S.Real	72.45	S1_RKE FOB CUSW_A.ADRIA	NO	4985701466	
567001	#########	ZSCR	551	034-2	NA	'015	A2C33279800	NA	A2C31231400T	2				1342	SUB PCB TMI ASSY. D/BUX MY12 7Ci S1	NA	HALB	S.Real	437.14	S1_TIPM LOGIC_P.PABLO P	NO	4985701238	
567003	#########	ZSCR	551	030-1	NA	'050	A2C31228900	NA	A2C53428225	2				1301	PCB RIGID MY11 TIPM DV LOGIC PCB	NA	ROH	NA	102.12	S1_TIPM LOGIC_P.PABLO P	NO		
567005	#########	ZSCR	551	034-2	NA	'015	A2C73789605	NA	A2C7378970593	1				1342	pcb topTHD BCU CHR Wx CBC2 TOP	NA	HALB	S.Real	414.7	S1_CBC MY15_. (APROBAC	NO	4985702145	
567006	#########	ZSCR	551	034-2	NA	'015	A2C73789605	NA	A2C7378970593	8				1342	pcb topTHD BCU CHR Wx CBC2 TOP	NA	HALB	S.Real	3317.6	S1_CBC MY15_. (APROBAC	NO	4985702145	
567007	#########	ZSCR	551	034-2	NA	'015	A2C81624600	NA	A2C8216770093	1				1342	pcb assy Top	NA	HALB	S.Real	168.24	S1_WK_WD RFHUB_A.ADRIAN	NO	4985702763	
567008	#########	ZSCR	551	034-2	NA	'015	A2C86022500	NA	A2C8730220093	3				1342	pcb assy RKE 433 w/oKG Var#3	NA	HALB	S.Real	442.95	S1_CUSW UF RFHM_A.ADRIA	NO	4985702617	
567009	#########	ZSCR	551	034-2	NA	'015	A2C86022500	NA	A2C8730220093	1				1342	pcb assy RKE 433 w/oKG Var#3	NA	HALB	S.Real	147.65	S1_CUSW UF RFHM_A.ADRIA	NO	4985702617	
567062	#########	ZSCR	551	050-1	NA	'015	A2C74493401	NA	A2C74493401	1				1501	pcb topTHD BCU CHRDX CBC2	NA	HALB	S.Real/AutoBF	416.76	S1_CBC MY15_. (APROBAC	NO	4985706476	**
567289	#########	ZSCR	551	034-2	NA	'015	A2C33278700	NA	A2C33278700	1				1342	module assy BCU BUX LOG	NA	HALB	S.Real	227.65	S1_TIPM LOGIC_P.PABLO P	NO	4985703326	
567290	#########	ZSCR	551	034-2	NA	'015	A2C33278700	NA	A2C33278700	2				1342	module assy BCU BUX LOG	NA	HALB	S.Real	455.3	S1_TIPM LOGIC_P.PABLO P	NO	4985703326	
567300	#########	ZSCR	551	050-5	NA	'AEES	A2C53428149	NA	A2C53428149	1				1505	TIPM 7Ci MY11 PV MED PROD INT ASSEM	NA	HALB	S.Real	208.55	S1_TIMP-JUAREZ_M.MARIO	NO	4985764787	
567300	#########	ZSCR	551	050-5	NA	'AEES	A2C53428271	NA	A2C53428271	22				1505	TIPM MY11 7C S1 BUX LOG MODEL	NA	HALB	S.Real	4934.82	S1_TIMP-JUAREZ_M.MARIO	NO	4985764794	
567300	#########	ZSCR	551	050-5	NA	'AEES	A2C53428679	NA	A2C53428679	1				1505	LOGIC PCB S2A DS GAS LOGIC MODEL MY11	NA	HALB	S.Real	204.61	S1_TIMP-JUAREZ_M.MARIO	NO	4985764805	
567300	#########	ZSCR	551	050-5	NA	'AEES	A2C73658000	NA	A2C73658000	22				1505	module assy BCU TIPM 7Ci MY13	NA	HALB	S.Real	4610.76	S1_TIMP-JUAREZ_M.MARIO	NO	4985764823	
567302	#########	ZSCR	551	034-2	NA	'015	A2C73658000	NA	A2C73658000	3				1342	module assy BCU TIPM 7Ci MY13	NA	HALB	S.Real	628.74	S1_TIPM MEDIUM_P.PABLO	NO	4985703658	**
567315	#########	ZSCR	551	040-1	NA	'015	A2C74513301	NA	A2C74513200	1				1401	pcb top PF BCU CHR high Ws	NA	HALB	S.Real/AutoBF	422.08	S1_CBC_P.PABLO PALMER-C	NO	4985706115	**
567316	#########	ZSCR	551	034-2	NA	'015	A2C73789705	NA	A2C73789705	3				1342	pcb topTHD BCU CHR Wx CBC2	NA	HALB	S.Real/AutoBF	1251.9	S1_CBC MY15_. (APROBAC	NO	4985705782	**
567317	#########	ZSCR	551	034-2	NA	'015	A2C74493401	NA	A2C74493401	4				1342	pcb topTHD BCU CHRDX CBC2	NA	HALB	S.Real/AutoBF	1667.04	S1_CBC MY15_. (APROBAC	NO	4985706020	**
567318	#########	ZSCR	551	034-2	NA	'015	A2C73601801	NA	A2C73637100	9	3011	015	 	1342	"HOUSING, UPPER CBC"	NA	ROH	NA	216.18	S1_CBC MY15_. (APROBAC	NO	4985765588	
567319	#########	ZSCR	551	034-2	NA	'015	A2C73601801	NA	A2C73637200	1	3011	015	 	1342	"COVER, LOWER CBC"	NA	ROH	NA	6.69	S1_CBC MY15_. (APROBAC	NO	4985765588	
567392	#########	ZSCR	551	050-1	NA	'015	A2C73789605	NA	A2C7378970593	1				1501	pcb topTHD BCU CHR Wx CBC2 TOP	NA	HALB	S.Real	414.7	S1_CBC MY15_. (APROBAC	NO	4985702186	
567394	#########	ZSCR	551	034-2	NA	'015	A2C74493401	NA	A2C7449340193	5				1342	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	2070.8	S1_CBC MY15_. (APROBAC	NO	4985701563	
567397	#########	ZSCR	551	034-2	NA	'015	A2C73789605	NA	A2C7378970593	3				1342	pcb topTHD BCU CHR Wx CBC2 TOP	NA	HALB	S.Real	1244.1	S1_CBC MY15_. (APROBAC	NO	4985702145	
567399	#########	ZSCR	551	034-2	NA	'015	A2C74493401	NA	A2C7449340193	2				1342	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	828.32	S1_CBC MY15_. (APROBAC	NO	4985701563	
567402	#########	ZSCR	551	034-2	NA	'050	A2C30821600	NA	A2C53428225	4				1342	PCB RIGID MY11 TIPM DV LOGIC PCB	NA	ROH	NA	204.24	S1_TIPM LOGIC_P.PABLO P	NO		
567404	#########	ZSCR	551	040-2	NA	'015	A2C33279600	NA	A2C31231400T	2				1402	SUB PCB TMI ASSY. D/BUX MY12 7Ci S1	NA	HALB	S.Real	437.14	S1_TIPM LOGIC_P.PABLO P	NO	4985701263	
567407	#########	ZSCR	551	034-2	NA	'015	A2C33279700	NA	A2C31231400T	2				1342	SUB PCB TMI ASSY. D/BUX MY12 7Ci S1	NA	HALB	S.Real	437.14	S1_TIPM LOGIC_P.PABLO P	NO	4985701238	
567408	#########	ZSCR	551	034-2	NA	'015	A2C33279600	NA	A2C31231400T	1				1342	SUB PCB TMI ASSY. D/BUX MY12 7Ci S1	NA	HALB	S.Real	218.57	S1_TIPM LOGIC_P.PABLO P	NO	4985701238	
567410	#########	ZSCR	551	040-4	NA	'015	A2C86022600	NA	A2C8730230093	1				1404	pcb assy RKE 433 w/oKG Var#4	NA	HALB	S.Real	155.99	S1_CUSW UF RFHM_A.ADRIA	NO	4985702472	
567427	#########	ZSCR	551	034-2	NA	'050	A2C73784103	NA	A2C00184100	3				1342	IC SMART POW/BOSS PENTA T07D17 or SPLP07	NA	ROH	NA	44.1	S1_CBC MY15_. (APROBAC	NO		
567427	#########	ZSCR	551	034-2	NA	'050	A2C73784100	NA	A2C00278300	4				1342	"IC MCU BLK/MPC5605BVLUR,1M03Y and 0N69H,"	NA	ROH	NA	98.48	S1_CBC MY15_. (APROBAC	NO		
567427	#########	ZSCR	551	034-2	NA	'050	A2C30850300	NA	A2C40014090	1				1342	"IC VOLT REG/L4989,SOIC-20"	NA	ROH	NA	2.85	S1_CBC MY15_. (APROBAC	NO		
567485	#########	ZSCR	551	040-4	NA	'015	A2C85886800	NA	A2C85520100	8	3011	015	 	1404	sticker Dodge Jwl	NA	ROH	NA	48.32	S1_RKE FOB CUSW_A.ADRIA	NO	4985766525	
567636	#########	ZSCR	551	034-2	NA	'015	A2C73789705	NA	A2C73789705	9				1342	pcb topTHD BCU CHR Wx CBC2	NA	HALB	S.Real/AutoBF	3755.7	S1_CBC MY15_. (APROBAC	NO	4985705782	**
567740	#########	ZSCR	551	040-2	NA	'015	A2C33278800	NA	A2C31231400	1				1402	pcb topMAN BCU CHR 7Ci S1	NA	HALB	S.Real/AutoBF	226.66	S1_TIPM LOGIC_P.PABLO P	NO	4985703148	
567742	#########	ZSCR	551	040-1	NA	'015	A2C87302200	NA	A2C8730220093	1				1401	pcb assy RKE 433 w/oKG Var#3	NA	HALB	S.Real	147.65	S1_CUSW UF RFHM_A.ADRIA	NO	4985702646	
567749	#########	ZSCR	551	034-2	NA	'050	A2C31231100	NA	A2C53428230	1452				1342	CONNECTOR FEADER	NA	ROH	NA	116.16	S1_TIPM MEDIUM_P.PABLO	NO		
567756	#########	ZSCR	551	034-2	NA	'015	A2C73789705	NA	A2C7378970593	1				1342	pcb topTHD BCU CHR Wx CBC2 TOP	NA	HALB	S.Real	414.7	S1_CBC MY15_. (APROBAC	NO	4985702145	
567756	#########	ZSCR	551	034-2	NA	'015	A2C74493401	NA	A2C7449340193	1				1342	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	414.16	S1_CBC MY15_. (APROBAC	NO	4985701563	
567758	#########	ZSCR	551	040-2	NA	'015	A2C73789705	NA	A2C7378970593	2				1402	pcb topTHD BCU CHR Wx CBC2 TOP	NA	HALB	S.Real	829.4	S1_CBC MY15_. (APROBAC	NO	4985702161	
567760	#########	ZSCR	551	034-2	NA	'015	A2C73789705	NA	A2C7378970593	1				1342	pcb topTHD BCU CHR Wx CBC2 TOP	NA	HALB	S.Real	414.7	S1_CBC MY15_. (APROBAC	NO	4985702145	
567761	#########	ZSCR	551	034-2	NA	'015	A2C74493401	NA	A2C7449340193	1				1342	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	414.16	S1_CBC MY15_. (APROBAC	NO	4985701563	
567763	#########	ZSCR	551	034-2	NA	'015	A2C73789705	NA	A2C7378970593	1				1342	pcb topTHD BCU CHR Wx CBC2 TOP	NA	HALB	S.Real	414.7	S1_CBC MY15_. (APROBAC	NO	4985702145	
567763	#########	ZSCR	551	034-2	NA	'015	A2C74493401	NA	A2C7449340193	1				1342	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	414.16	S1_CBC MY15_. (APROBAC	NO	4985701563	
567765	#########	ZSCR	551	030-1	NA	'015	A2C31231400	NA	A2C31231400T	4				1301	SUB PCB TMI ASSY. D/BUX MY12 7Ci S1	NA	HALB	S.Real	874.28	S1_TIPM LOGIC_P.PABLO P	NO	4985701207	
567767	#########	ZSCR	551	042-4	NA	'015	A2C31231400	NA	A2C31231400T	1				1424	SUB PCB TMI ASSY. D/BUX MY12 7Ci S1	NA	HALB	S.Real	218.57	S1_TIPM LOGIC_P.PABLO P	NO	4985701282	
567769	#########	ZSCR	551	034-2	NA	'015	A2C33278800	NA	A2C31231400	1				1342	pcb topMAN BCU CHR 7Ci S1	NA	HALB	S.Real/AutoBF	226.66	S1_TIPM LOGIC_P.PABLO P	NO	4985703137	
567772	#########	ZSCR	551	040-2	NA	'015	A2C31231400	NA	A2C31231400T	1				1402	SUB PCB TMI ASSY. D/BUX MY12 7Ci S1	NA	HALB	S.Real	218.57	S1_TIPM LOGIC_P.PABLO P	NO	4985701263	
567773	#########	ZSCR	551	030-1	NA	'015	A2C82167600	NA	A2C8216760093	4				1301	pcb assy Top	NA	HALB	S.Real	682.64	S1_WK_WD RFHUB_A.ADRIAN	NO	4985702803	
567774	#########	ZSCR	551	034-2	NA	'015	A2C86022800	NA	A2C8730230093	3				1342	pcb assy RKE 433 w/oKG Var#4	NA	HALB	S.Real	467.97	S1_CUSW UF RFHM_A.ADRIA	NO	4985702401	
567777	#########	ZSCR	551	034-2	NA	'050	A2C32291400	NA	A2C40000660	3				1342	"IC MCU BLK/MC9S12XEG384CAL,3M25J or 1M12"	NA	ROH	NA	63.24	S1_CUSW UF RFHM_A.ADRIA	NO		
567777	#########	ZSCR	551	034-2	NA	'050	A2C32291400	NA	A2C53331174	31				1342	antenna	NA	ROH	NA	52.39	S1_CUSW UF RFHM_A.ADRIA	NO		
567777	#########	ZSCR	551	034-2	NA	'050	A2C32291400	NA	A2C53375403	5				1342	receiver DIVZZDIV RXI-35-4	NA	ROH	NA	113.6	S1_CUSW UF RFHM_A.ADRIA	NO		
567778	#########	ZSCR	551	034-2	NA	'050	A2C32292200	NA	A2C00042658	3				1342	"6.8uH,3.15A,SMD,COIL/b82475-A1682-01"	NA	ROH	NA	6.78	S1_RFHM CUSW_A.ADRIANA	NO		
567778	#########	ZSCR	551	034-2	NA	'050	A2C32291400	NA	A2C53331174	30				1342	antenna	NA	ROH	NA	50.7	S1_RFHM CUSW_A.ADRIANA	NO		
567778	#########	ZSCR	551	034-2	NA	'050	A2C32291400	NA	A2C53375403	6				1342	receiver DIVZZDIV RXI-35-4	NA	ROH	NA	136.32	S1_RFHM CUSW_A.ADRIANA	NO		
567783	#########	ZSCR	551	034-2	NA	'015	A2C89861500	NA	A2C3229710093	1				1342	CUSW PCB ASSY BOT	NA	HALB	S.Real	24.15	S1_RKE FOB CUSW_A.ADRIA	NO	4985701466	
567793	#########	ZSCR	551	034-2	NA	'015	A2C86022600	NA	A2C7395980192	2				1342	pcb topSMD CHR UF 5-BTN top	NA	HALB	S.Real	100.36	S1_PASE FOB CUSW_A.ADRI	NO	4985705981	**
567793	#########	ZSCR	551	034-2	NA	'015	A2C74094301	NA	A2C7441340092	1				1342	electronic assy PASE 433 Fiat E45 Bottom	NA	HALB	S.Real	44.9	S1_PASE FOB CUSW_A.ADRI	NO	4985705999	**
567810	#########	ZSCR	551	040-4	NA	'015	A2C73789605	NA	A2C73789705	3				1404	pcb topTHD BCU CHR Wx CBC2	NA	HALB	S.Real/AutoBF	1251.9	S1_CBC MY15_. (APROBAC	NO	4985706330	**
567812	#########	ZSCR	551	034-2	NA	'015	A2C73789605	NA	A2C73789705	6				1342	pcb topTHD BCU CHR Wx CBC2	NA	HALB	S.Real/AutoBF	2503.8	S1_CBC MY15_. (APROBAC	NO	4985705782	**
567829	#########	ZSCR	551	050-5	NA	'015	A2C73751902	NA	A2C73751902	1				1505	transmitter CHR PASE 433 NV#05 4B	NA	HALB	S.Real	94.73	S1_PASE FOB CUSW_A.ADRI	NO	sig ventana	**
567829	#########	ZSCR	551	050-5	NA	'015	A2C73752002	NA	A2C73752002	2				1505	transmitter CHR PASE 433 NV#06 3B	NA	HALB	S.Real	183.4	S1_PASE FOB CUSW_A.ADRI	NO	sig ventana	**
567829	#########	ZSCR	551	050-5	NA	'015	A2C73752902	NA	A2C73752902	4				1505	transmitter CHR PASE 433 GV#01 5B	NA	HALB	S.Real	388.68	S1_PASE FOB CUSW_A.ADRI	NO	sig ventana	**
567829	#########	ZSCR	551	050-5	NA	'015	A2C92629100	NA	A2C73753002	9				1505	transmitter CHR PASE 433 GV#04 5B	NA	HALB	S.Real	874.53	S1_PASE FOB CUSW_A.ADRI	NO	sig ventana	**
567833	#########	ZSCR	551	050-5	NA	'015	A2C73753202S	NA	A2C73753202	3				1505	transmitter CHR PASE 433 GV#06 5B	NA	HALB	S.Real	287.82	S1_PASE FOB CUSW_A.ADRI	NO	sig ventana	**
567833	#########	ZSCR	551	050-5	NA	'015	A2C93174200	NA	A2C73753502	5				1505	transmitter CHR PASE 433 GV#09 3B	NA	HALB	S.Real	452.35	S1_PASE FOB CUSW_A.ADRI	NO	sig ventana	**
567833	#########	ZSCR	551	050-5	NA	'015	A2C93174500	NA	A2C73937202	2				1505	transmitter CHR PASE 433 GV#11 2B	NA	HALB	S.Real	177.2	S1_PASE FOB CUSW_A.ADRI	NO	sig ventana	**
567833	#########	ZSCR	551	050-5	NA	'015	A2C87408501	NA	A2C73937302	24				1505	transmitter CHR PASE 315 GV#12 3B	NA	HALB	S.Real	2184.48	S1_PASE FOB CUSW_A.ADRI	NO	sig ventana	**
567833	#########	ZSCR	551	050-5	NA	'015	A2C74354600	NA	A2C74509800	5				1505	transmitter CHR PASE 433 GV#21 5B	NA	HALB	S.Real/AutoBF	436.85	S1_PASE FOB CUSW_A.ADRI	NO	sig ventana	**
567834	#########	MB1A	551	023-2	K96019	'015	NA	NA	A2C86023300	49				1232	transceiver assy U/L/T/P	NA	HALB	S.Real/AutoBF	4047.89	S1_PASE FOB CUSW_A.ADRI	NO	No hay stock	
567834	#########	MB1A	551	023-2	K96019	'015	NA	NA	A2C86023400	93				1232	transceiver assy ULTPRS	NA	HALB	S.Real/AutoBF	7926.39	S1_PASE FOB CUSW_A.ADRI	NO	No hay stock	
567837	#########	ZSCR	551	050-3	NA	'015	A2C87408101	NA	A2C73753202	1				1503	transmitter CHR PASE 433 GV#06 5B	NA	HALB	S.Real	95.94	S1_PASE FOB CUSW_A.ADRI	NO	sig ventana	**
567838	#########	MB1A	551	023-2	K96019	'015	NA	NA	A2C86023400	33				1232	transceiver assy ULTPRS	NA	HALB	S.Real/AutoBF	2812.59	S1_PASE FOB CUSW_A.ADRI	NO	No hay stock	
567839	#########	MB1A	551	023-2	K96019	'015	NA	NA	A2C86023300	3				1232	transceiver assy U/L/T/P	NA	HALB	S.Real/AutoBF	247.83	S1_PASE FOB CUSW_A.ADRI	NO	No hay stock	
567844	#########	ZSCR	551	050-1	NA	'015	68163903AB	NA	A2C73658000	2				1501	module assy BCU TIPM 7Ci MY13	NA	HALB	S.Real	419.16	S1_TIPM MEDIUM_P.PABLO	NO	4985706441	**
567846	#########	ZSCR	551	050-1	NA	'015	A2C33279100	NA	A2C33278700	1				1501	module assy BCU BUX LOG	NA	HALB	S.Real	227.65	S1_TIPM LOGIC_P.PABLO P	NO	4985706413	**
567848	#########	ZSCR	551	050-1	NA	'015	A2C74493401	NA	A2C74493401	2				1501	pcb topTHD BCU CHRDX CBC2	NA	HALB	S.Real/AutoBF	833.52	S1_CBC MY15_. (APROBAC	NO	4985706476	**
567857	#########	MB1A	551	012-1	95000021	'015	NA	NA	A2C8393070092	1				1121	"""SUB FOBIK PCB T-ASM, JP(U L T) B"""	QN410098771	HALB	S.Real	45.32	410098771_PASE F	NO	No hay stock	
567858	#########	ZSCR	551	034-2	NA	'015	A2C74094301	NA	A2C7441340092	2				1342	electronic assy PASE 433 Fiat E45 Bottom	NA	HALB	S.Real	89.8	S1_PASE FOB CUSW_A.ADRI	NO	4985705999	**
567859	#########	ZSCR	551	034-2	NA	'015	A2C87408800	NA	A2C3813640092	1				1342	"""SUB FOBIK PCB T-ASM, NA/EU(P U L T RS) B"""	NA	HALB	S.Real	50.24	S1_PASE FOB CUSW_A.ADRI	NO	4985703624	**
567860	#########	ZSCR	551	034-2	NA	'015	A2C89861500	NA	A2C3229710093	2				1342	CUSW PCB ASSY BOT	NA	HALB	S.Real	48.3	S1_RKE FOB CUSW_A.ADRIA	NO	4985701466	
567904	#########	ZSCR	551	050-1	NA	'015	A2C89861500	NA	A2C3229710093	5				1501	CUSW PCB ASSY BOT	NA	HALB	S.Real	120.75	S1_RKE FOB CUSW_A.ADRIA	NO	4985701487	
567914	#########	ZSCR	551	050-3	NA	'015	A2C86022500	NA	A2C86023300	2				1503	transceiver assy U/L/T/P	NA	HALB	S.Real/AutoBF	165.22	S1_PASE FOB CUSW_A.ADRI	NO	4985706851	**
567917	#########	ZSCR	551	050-3	NA	'050	A2C8082790093	NA	A2C32118900	2				1503	"PCB, MY12 SPDJB W/LOOP ANTENNA ST DRV Z"	NA	ROH	NA	89.22	S1_SPDJB_P.PABLO PALMER	NO		
567919	#########	ZSCR	551	050-3	NA	'015	A2C87408100	NA	A2C3813640092	20				1503	"""SUB FOBIK PCB T-ASM, NA/EU(P U L T RS) B"""	NA	HALB	S.Real	1004.8	S1_PASE FOB CUSW_A.ADRI	NO	4985706496	**
567920	#########	ZSCR	551	050-3	NA	'015	A2C85886800S	NA	A2C3229710093	20				1503	CUSW PCB ASSY BOT	NA	HALB	S.Real	483	S1_RKE FOB CUSW_A.ADRIA	NO	4985701502	
567922	#########	ZSCR	551	050-3	NA	'015	A2C95198900	NA	A2C9113260093	4				1503	pcb assy PASE 433 Top	NA	HALB	S.Real	580.16	S1_RFHM CUSW_A.ADRIANA	NO	4985702313	
567923	#########	ZSCR	551	050-3	NA	'015	A2C32293000	NA	A2C8016290093	4				1503	pcb assy RKE 433 w/oKG Var#3 TOP	NA	HALB	S.Real	466.2	S1_RFHM CUSW_A.ADRIANA	NO	4985702923	
567924	#########	ZSCR	551	050-3	NA	'015	A2C87408101	NA	A2C8216760093	4				1503	pcb assy Top	NA	HALB	S.Real	682.64	S1_WK_WD RFHUB_A.ADRIAN	NO	4985702890	
567931	#########	ZSCR	551	050-3	NA	'015	A2C86022600	NA	A2C8730230093	4				1503	pcb assy RKE 433 w/oKG Var#4	NA	HALB	S.Real	623.96	S1_CUSW UF RFHM_A.ADRIA	NO	4985702485	
567949	#########	ZSCR	551	034-2	NA	'015	A2C73789705	NA	A2C73789705	2				1342	pcb topTHD BCU CHR Wx CBC2	NA	HALB	S.Real/AutoBF	834.6	S1_CBC MY15_. (APROBAC	NO	4985705782	**
567950	#########	ZSCR	551	040-2	NA	'015	68163904AB	NA	A2C73658100	1				1402	pcb topMAN BCU CHR PRODMY13	NA	HALB	S.Real/AutoBF	208.84	S1_TIPM MEDIUM_P.PABLO	NO	4985706132	**
568316	#########	ZSCR	551	034-2	NA	'015	A2C73789605	NA	A2C73789705	1				1342	pcb topTHD BCU CHR Wx CBC2	NA	HALB	S.Real/AutoBF	417.3	S1_CBC MY15_. (APROBAC	NO	4985705782	**
568317	#########	ZSCR	551	034-2	NA	'015	A2C7449340193	NA	A2C7449340193	1				1342	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	414.16	S1_CBC MY15_. (APROBAC	NO	4985701563	
568318	#########	ZSCR	551	034-2	NA	'015	A2C33278700	NA	A2C33278700	1				1342	module assy BCU BUX LOG	NA	HALB	S.Real	227.65	S1_TIPM LOGIC_P.PABLO P	NO	4985703326	
568319	#########	ZSCR	551	034-2	NA	'015	A2C31231400	NA	A2C31231400T	2				1342	SUB PCB TMI ASSY. D/BUX MY12 7Ci S1	NA	HALB	S.Real	437.14	S1_TIPM LOGIC_P.PABLO P	NO	4985701238	
568321	#########	ZSCR	551	042-4	NA	'015	A2C73658100	NA	A2C73658100	1				1424	pcb topMAN BCU CHR PRODMY13	NA	HALB	S.Real/AutoBF	208.84	S1_TIPM MEDIUM_P.PABLO	NO	4985706374	**
568332	#########	ZSCR	551	034-2	NA	'015	A2C33278700	NA	A2C33278700	1				1342	module assy BCU BUX LOG	NA	HALB	S.Real	227.65	S1_TIPM LOGIC_P.PABLO P	NO	4985703326	
568532	#########	ZSCR	551	035-1	0	'050	A2C8016280092	NA	A2C00049292	4				1351	"IC SMART POW/VNN1NV04PTR-E,SOT223,1,40V,"		ROH	NA	4.88	S1_RFHM CUSW_J.JORGE AG	NO		
568532	#########	ZSCR	551	035-1	0	'050	A2C8730230092	NA	A2C40002831	45				1351	"T FET/BSS84LT1,MOS,SMALLSIGNAL,P_CHAN,50"		ROH	NA	10.35	S1_RFHM CUSW_J.JORGE AG	NO		
568532	#########	ZSCR	551	035-1	0	'050	A2C8730220092	NA	A2C40002831	57				1351	"T FET/BSS84LT1,MOS,SMALLSIGNAL,P_CHAN,50"		ROH	NA	13.11	S1_RFHM CUSW_J.JORGE AG	NO		
568532	#########	ZSCR	551	035-1	0	'050	A2C8730220093	NA	A2C52058355	18				1351	"150nF,10%,16V,X7R,0805,TINNED,CER CAP/15"		ROH	NA	1.08	S1_RFHM CUSW_J.JORGE AG	NO		
568532	#########	ZSCR	551	035-1	0	'050	A2C3229600093	NA	A2C52058355	14				1351	"150nF,10%,16V,X7R,0805,TINNED,CER CAP/15"		ROH	NA	0.84	S1_RFHM CUSW_J.JORGE AG	NO		
568532	#########	ZSCR	551	035-1	0	'050	A2C8730220093	NA	A2C53331174	145				1351	antenna		ROH	NA	245.05	S1_RFHM CUSW_J.JORGE AG	NO		
568532	#########	ZSCR	551	035-1	0	'050	A2C8216780093	NA	A2C53331174	18				1351	antenna		ROH	NA	30.42	S1_RFHM CUSW_J.JORGE AG	NO		
568532	#########	ZSCR	551	035-1	0	'050	A2C8016280093	NA	A2C53331174	3				1351	antenna		ROH	NA	5.07	S1_RFHM CUSW_J.JORGE AG	NO		
568532	#########	ZSCR	551	035-1	0	'050	A2C8016290093	NA	A2C53331174	30				1351	antenna		ROH	NA	50.7	S1_RFHM CUSW_J.JORGE AG	NO		
569689	#########	ZSCR	551	035-1	0	'050	A2C3229710093	NA	A2C00006606	26				1351	"100K,5%,TK200,63mW,0402,LIN RES/"		ROH	NA	0.26	S1_RKE FOB CUSW_J.JORGE	NO		
569689	#########	ZSCR	551	035-1	0	'050	A2C3229710093	NA	A2C00021664	41				1351	"15pF,1%,50V,C0G,0402,Sn,CER CAP/RF appli"		ROH	NA	0.82	S1_RKE FOB CUSW_J.JORGE	NO		
569689	#########	ZSCR	551	035-1	0	'050	A2C3229710093	NA	A2C00024522	34				1351	"C CER,X7R,1uF,10%,25V,0805,Sn,STANDARD"		ROH	NA	2.72	S1_RKE FOB CUSW_J.JORGE	NO		
569689	#########	ZSCR	551	035-1	0	'050	A2C3229710093	NA	A2C00026679	129				1351	"8pF,0.1pF,50V,C0G,0402,TINNED,CER CAP/RF"		ROH	NA	2.58	S1_RKE FOB CUSW_J.JORGE	NO		
569689	#########	ZSCR	551	035-1	0	'050	A2C3229710093	NA	A2C00029765	444				1351	"15nF,10%,25V,X7R,0402,TINNED,CER CAP/C10"		ROH	NA	4.44	S1_RKE FOB CUSW_J.JORGE	NO		
569689	#########	ZSCR	551	035-1	0	'050	A2C3229710093	NA	A2C00031067	13				1351	"4pF,0.1pF,50V,C0G,0402,TINNED,CER CAP/"		ROH	NA	0.26	S1_RKE FOB CUSW_J.JORGE	NO		
569689	#########	ZSCR	551	035-1	0	'050	A2C3229710093	NA	A2C00047242	13				1351	"2.36mH,30mA,SMD,LEADFREE_COIL/"		ROH	NA	26.91	S1_RKE FOB CUSW_J.JORGE	NO		
569689	#########	ZSCR	551	035-1	0	'050	A2C3229710093	NA	A2C00059075	1				1351	"13.08MHz,0ppm,3.2*2.5*0.55,QUARTZ CRYSTA"		ROH	NA	2.06	S1_RKE FOB CUSW_J.JORGE	NO		
