No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	3011	´015	 	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP	
570787	#########	ZSCR	551	034-2	NA	'015	A2C95198900	NA	A2C9113260093	2				1342	pcb assy PASE 433 Top	NA	HALB	S.Real	290.08	S1_RFHM CUSW_A.ADRIANA	NO	4985702286	
570789	#########	ZSCR	551	034-2	NA	'015	A2C81624200	NA	A2C8216760093	3				1342	pcb assy Top	NA	HALB	S.Real	511.98	S1_WK_WD RFHUB_A.ADRIAN	NO	4985702830	
570810	#########	ZSCR	551	034-2	NA	'050	A2C37668200	NA	A2C00044334	2				1342	"TA CAP,TA,47uF,10%,10V,SMD"	NA	ROH	NA	1.02	S1_CBC MY15_. (APROBAC	NO		
570810	#########	ZSCR	551	034-2	NA	'050	A2C37574400	NA	A2C00048064	2				1342	"TLE8264E,SBC,CAN/3LIN,DSO36-EP,BUS DRIVE"	NA	ROH	NA	27.66	S1_CBC MY15_. (APROBAC	NO		
570810	#########	ZSCR	551	034-2	NA	'050	5WY8842	NA	A2C40013664	6				1342	"IC OPCOMP/SC2901DR2,SOIC14"	NA	ROH	NA	4.08	S1_CBC MY15_. (APROBAC	NO		
570810	#########	ZSCR	551	034-2	NA	'050	A2C73789604	NA	A2C73599005	2				1342	pcb 4-lay ImSn Chrysler MY15 CBC	NA	ROH	NA	199.28	S1_CBC MY15_. (APROBAC	NO		
570813	#########	ZSCR	551	040-4	NA	'015	A2C73789605	NA	A2C7378970593	1				1404	pcb topTHD BCU CHR Wx CBC2 TOP	NA	HALB	S.Real	414.7	S1_CBC MY15_. (APROBAC	NO	4985702177	
570815	#########	ZSCR	551	034-2	NA	'015	A2C74493401	NA	A2C7449340193	3				1342	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	1242.48	S1_CBC MY15_. (APROBAC	NO	4985701563	
570820	#########	ZSCR	551	034-2	NA	'050	5WY8842	NA	A2C53428225	2				1342	PCB RIGID MY11 TIPM DV LOGIC PCB	NA	ROH	NA	102.12	S1_TIPM LOGIC_P.PABLO P	NO		
570822	#########	ZSCR	551	034-2	NA	'015	A2C31231400	NA	A2C31231400T	2				1342	SUB PCB TMI ASSY. D/BUX MY12 7Ci S1	NA	HALB	S.Real	437.14	S1_TIPM LOGIC_P.PABLO P	NO	4985701238	
570824	#########	ZSCR	551	034-2	NA	'015	5WY8844	NA	A2C31231400	2				1342	pcb topMAN BCU CHR 7Ci S1	NA	HALB	S.Real/AutoBF	453.32	S1_TIPM LOGIC_P.PABLO P	NO	4985703137	
570827	#########	ZSCR	551	034-2	NA	'015	68163903AB	NA	A2C33278700	1				1342	module assy BCU BUX LOG	NA	HALB	S.Real	227.65	S1_TIPM LOGIC_P.PABLO P	NO	4985703326	
570831	#########	ZSCR	551	034-2	NA	'015	A2C31231400	NA	A2C31231400T	3				1342	SUB PCB TMI ASSY. D/BUX MY12 7Ci S1	NA	HALB	S.Real	655.71	S1_TIPM LOGIC_P.PABLO P	NO	4985701238	
570833	#########	ZSCR	551	042-4	NA	'015	68163903AB	NA	A2C33278700	2				1424	module assy BCU BUX LOG	NA	HALB	S.Real	455.3	S1_TIPM LOGIC_P.PABLO P	NO	4985706336	**
570842	#########	ZSCR	551	034-2	NA	'050	5WY8842	NA	A2C53428227	4				1342	PIN	NA	ROH	NA	1.12	S1_TIPM MEDIUM_P.PABLO	NO		
570842	#########	ZSCR	551	034-2	NA	'050	5WY8842	NA	A2C53428228	168				1342	PIN	NA	ROH	NA	43.68	S1_TIPM MEDIUM_P.PABLO	NO		
570842	#########	ZSCR	551	034-2	NA	'050	5WY8842	NA	A2C53428229	4				1342	"PIN,TNG FORK (TALL)"	NA	ROH	NA	1.2	S1_TIPM MEDIUM_P.PABLO	NO		
570842	#########	ZSCR	551	034-2	NA	'050	A2C53428193T	NA	A2C53428231	4				1342	"PCB RIGID,1001-2-00 TIPM MED MY11 Ci DV2"	NA	ROH	NA	252.16	S1_TIPM MEDIUM_P.PABLO	NO		
570845	#########	ZSCR	551	034-2	NA	'050	A2C73658000	NA	A2C73658000	3				1342	module assy BCU TIPM 7Ci MY13	NA	HALB	S.Real	628.74	S1_TIPM MEDIUM_P.PABLO	NO	4985703658	**
570849	#########	ZSCR	551	034-2	NA	'050	A2C73658000	NA	A2C73658000	1				1342	module assy BCU TIPM 7Ci MY13	NA	HALB	S.Real	209.58	S1_TIPM MEDIUM_P.PABLO	NO	4985703658	**
570850	#########	ZSCR	551	030-1	NA	'050	A2C7365810093	NA	A2C7365810093	1				1301	SUB PCB TOP THD ASSY. PROD MY13	NA	HALB	S.Real	204.62	S1_TIPM MEDIUM_P.PABLO	NO	4985701341	
570880	#########	MB1A	951	025-3	NA	'015	NA	NA	A2C32294900	5				1253	module assy RKE 433 Var#4	VUT019064	HALB	S.Real/AutoBF	694.95	S1_RFHM CUSW_A.ADRIANA	NO	No hay stock	
570887	#########	ZSCR	551	050-5	NA	'015	A2C73753202S	NA	A2C73753202	102				1505	transmitter CHR PASE 433 GV#06 5B	NA	HALB	S.Real	9785.88	S1_PASE FOB CUSW_A.ADRI	NO	sig ventana	**
570889	#########	MB1A	551	023-2	K96019	'015	NA	NA	A2C74094301	33				1232	transmitter PASE 433 GV#20 3B	NA	HALB	S.Real/AutoBF	2693.46	S1_PASE FOB CUSW_A.ADRI	NO	No hay stock	
570889	#########	MB1A	551	023-2	K96019	'015	NA	NA	A2C86023300	47				1232	transceiver assy U/L/T/P	NA	HALB	S.Real/AutoBF	3882.67	S1_PASE FOB CUSW_A.ADRI	NO	No hay stock	
570911	#########	ZSCR	551	034-2	NA	'050	A2C3229710093	NA	A2C3229710093	40				1342	CUSW PCB ASSY BOT	NA	HALB	S.Real	966	S1_RKE FOB CUSW_A.ADRIA	NO	4985701466	
570947	#########	ZSCR	551	022-2	NA	'015	5WY8838	NA	A2C53428193	3				1222	SUB PCB TOP THD ASSY. PROD MY11 DV2_V2 I	NA	HALB	S.Real/AutoBF	624.3	S1_TIPM MEDIUM_P.PABLO	NO	4985703416	**
570948	#########	ZSCR	551	034-2	NA	'015	A2C31231400	NA	A2C31231400T	1				1342	SUB PCB TMI ASSY. D/BUX MY12 7Ci S1	NA	HALB	S.Real	218.57	S1_TIPM LOGIC_P.PABLO P	NO	4985701238	
570949	#########	ZSCR	551	040-1	NA	'015	68163903AB	NA	A2C33278700	2				1401	module assy BCU BUX LOG	NA	HALB	S.Real	455.3	S1_TIPM LOGIC_P.PABLO P	NO	4985706100	**
570986	#########	ZSCR	551	034-2	NA	'050	A2C32293500	NA	A2C38081500	80				1342	FOBIK MAX PCB	NA	ROH	NA	299.2	S1_PASE FOB CUSW_A.ADRI	NO		
570987	#########	ZSCR	551	034-2	NA	'015	A2C89861600	NA	A2C3229710093	6				1342	CUSW PCB ASSY BOT	NA	HALB	S.Real	144.9	S1_RKE FOB CUSW_A.ADRIA	NO	4985701466	
570989	#########	ZSCR	551	034-2	NA	'015	A2C93174401	NA	A2C3813640092	1				1342	"""SUB FOBIK PCB T-ASM, NA/EU(P U L T RS) B"""	NA	HALB	S.Real	50.24	S1_PASE FOB CUSW_A.ADRI	NO	4985703624	**
571063	#########	ZSCR	551	034-2	NA	'015	A2C73601800	NA	A2C73637100	1	3011	015	 	1342	"HOUSING, UPPER CBC"	NA	ROH	NA	24.02	S1_CBC MY15_. (APROBAC	NO	4985765588	
571064	#########	MB1A	551	010-3	B30301-00410	'015	NA	NA	A2C73637100	1				1103	"HOUSING, UPPER CBC"	QN410103068	ROH	NA	24.02	410103068_CBC MY	NO	4985697405	
571065	#########	ZSCR	551	034-2	NA	'015	A2C73601800	NA	A2C73637100	5	3011	015	 	1342	"HOUSING, UPPER CBC"	NA	ROH	NA	120.1	S1_CBC MY15_. (APROBAC	NO	4985765588	
571066	#########	ZSCR	551	034-2	NA	'015	A2C33278700	NA	A2C33278700	1				1342	module assy BCU BUX LOG	NA	HALB	S.Real	227.65	S1_TIPM LOGIC_P.PABLO P	NO	4985703326	
571115	#########	ZSCR	551	034-2	NA	'015	A2C86022600	NA	A2C8730230093	6				1342	pcb assy RKE 433 w/oKG Var#4	NA	HALB	S.Real	935.94	S1_CUSW UF RFHM_A.ADRIA	NO	4985702401	
571129	#########	ZSCR	551	034-2	NA	'015	A2C86022600	NA	A2C8730230093	2				1342	pcb assy RKE 433 w/oKG Var#4	NA	HALB	S.Real	311.98	S1_CUSW UF RFHM_A.ADRIA	NO	4985702401	
571131	#########	ZSCR	551	040-3	NA	'015	A2C86022500	NA	A2C8730220093	3				1403	pcb assy RKE 433 w/oKG Var#3	NA	HALB	S.Real	442.95	S1_CUSW UF RFHM_A.ADRIA	NO	4985702690	
571133	#########	ZSCR	551	040-1	NA	'015	A2C8216760093	NA	A2C8216760093	5				1401	pcb assy Top	NA	HALB	S.Real	853.3	S1_WK_WD RFHUB_A.ADRIAN	NO	4985702844	
571136	#########	ZSCR	551	034-2	NA	'015	A2C31231400	NA	A2C31231400T	10				1342	SUB PCB TMI ASSY. D/BUX MY12 7Ci S1	NA	HALB	S.Real	2185.7	S1_TIPM LOGIC_P.PABLO P	NO	4985701238	
571139	#########	MB1A	551	010-4	95000051	'015	NA	NA	A2C33278700	2				1104	module assy BCU BUX LOG	QN410094714	HALB	S.Real	455.3	410094714_TIPM L	NO	4985697472	
571145	#########	ZSCR	551	040-2	NA	'015	A2C31231400	NA	A2C31231400T	3				1402	SUB PCB TMI ASSY. D/BUX MY12 7Ci S1	NA	HALB	S.Real	655.71	S1_TIPM LOGIC_P.PABLO P	NO	4985701263	
571145	#########	ZSCR	551	040-2	NA	'015	68163903AB	NA	A2C33278700	1				1402	module assy BCU BUX LOG	NA	HALB	S.Real	227.65	S1_TIPM LOGIC_P.PABLO P	NO	4985706142	**
571148	#########	ZSCR	551	040-3	NA	'015	5WY8844	NA	A2C31231400	1				1403	pcb topMAN BCU CHR 7Ci S1	NA	HALB	S.Real/AutoBF	226.66	S1_TIPM LOGIC_P.PABLO P	NO	4985703160	
571149	#########	ZSCR	551	042-4	NA	'015	68163903AB	NA	A2C33278700	1				1424	module assy BCU BUX LOG	NA	HALB	S.Real	227.65	S1_TIPM LOGIC_P.PABLO P	NO	4985706336	**
571151	#########	ZSCR	551	034-2	NA	'015	68163903AB	NA	A2C33278700	1				1342	module assy BCU BUX LOG	NA	HALB	S.Real	227.65	S1_TIPM LOGIC_P.PABLO P	NO	4985703326	
571152	#########	ZSCR	551	030-1	NA	'015	A2C31231400	NA	A2C31231400T	1				1301	SUB PCB TMI ASSY. D/BUX MY12 7Ci S1	NA	HALB	S.Real	218.57	S1_TIPM LOGIC_P.PABLO P	NO	4985701207	
571154	#########	ZSCR	551	034-2	NA	'015	68163903AB	NA	A2C33278700	1				1342	module assy BCU BUX LOG	NA	HALB	S.Real	227.65	S1_TIPM LOGIC_P.PABLO P	NO	4985703326	
571161	#########	ZSCR	551	034-2	NA	'015	A2C74493401	NA	A2C7449340193	2				1342	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	828.32	S1_CBC MY15_. (APROBAC	NO	4985701563	
571164	#########	ZSCR	551	034-2	NA	'015	A2C74493401	NA	A2C7449340193	3				1342	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	1242.48	S1_CBC MY15_. (APROBAC	NO	4985701563	
571167	#########	ZSCR	551	034-2	NA	'015	A2C31231400	NA	A2C31231400T	2				1342	SUB PCB TMI ASSY. D/BUX MY12 7Ci S1	NA	HALB	S.Real	437.14	S1_TIPM LOGIC_P.PABLO P	NO	4985701238	
571174	#########	ZSCR	551	040-1	NA	'015	A2C32292400	NA	A2C8016290093	3				1401	pcb assy RKE 433 w/oKG Var#3 TOP	NA	HALB	S.Real	349.65	S1_RFHM CUSW_A.ADRIANA	NO	4985702948	
571179	#########	ZSCR	551	034-2	NA	'050	A2C8216760093	NA	A2C8216760092	4				1342	pcb assy Bottom	NA	HALB	S.Real/AutoBF	280.6	S1_RFHM CUSW_A.ADRIANA	NO	4985706054	**
571186	#########	ZSCR	551	030-1	NA	'050	A2C81624400	NA	A2C82135400	24				1301	pcb panel 4-up	NA	ROH	NA	819.36	S1_WK_WD RFHUB_A.ADRIAN	NO		
571186	#########	ZSCR	551	030-1	NA	'050	A2C8216760093	NA	A2C8216760092	4				1301	pcb assy Bottom	NA	HALB	S.Real/AutoBF	280.6	S1_WK_WD RFHUB_A.ADRIAN	NO	4985703534	**
571211	#########	ZSCR	551	034-2	NA	'050	A2C53406359	NA	A2C53331174	4				1342	antenna	NA	ROH	NA	6.76	S1_WK_WD RFHUB_A.ADRIAN	NO		
571211	#########	ZSCR	551	034-2	NA	'050	A2C32292100	NA	A2C53375403	3				1342	receiver DIVZZDIV RXI-35-4	NA	ROH	NA	68.16	S1_WK_WD RFHUB_A.ADRIAN	NO		
571212	#########	ZSCR	551	034-2	NA	'050	A2C31231100	NA	A2C53428230	750				1342	CONNECTOR FEADER	NA	ROH	NA	60	S1_TIPM MEDIUM_P.PABLO	NO		
571253	#########	ZSCR	551	022-2	NA	'015	68163903AB	NA	A2C73658000	8				1222	module assy BCU TIPM 7Ci MY13	NA	HALB	S.Real	1676.64	S1_TIPM MEDIUM_P.PABLO	NO	4985703431	**
571404	#########	ZSCR	551	034-2	NA	'015	A2C74493401	NA	A2C7449340193	1				1342	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	414.16	S1_CBC MY15_. (APROBAC	NO	4985701563	
571407	#########	ZSCR	551	034-2	NA	'015	A2C74493401	NA	A2C7449340193	1				1342	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	414.16	S1_CBC MY15_. (APROBAC	NO	4985701563	
571410	#########	ZSCR	551	034-2	NA	'050	A2C8082790093	NA	A2C32118900	6				1342	"PCB, MY12 SPDJB W/LOOP ANTENNA ST DRV Z"	NA	ROH	NA	267.66	S1_SPDJB_P.PABLO PALMER	NO		
571414	#########	ZSCR	551	042-4	NA	'015	A2C31231400	NA	A2C31231400T	2				1424	SUB PCB TMI ASSY. D/BUX MY12 7Ci S1	NA	HALB	S.Real	437.14	S1_TIPM LOGIC_P.PABLO P	NO	4985701282	
571417	#########	ZSCR	551	034-2	NA	'015	68163903AB	NA	A2C73658100	1				1342	pcb topMAN BCU CHR PRODMY13	NA	HALB	S.Real/AutoBF	208.84	S1_TIPM MEDIUM_P.PABLO	NO	4985703676	**
571419	#########	ZSCR	551	034-2	NA	'015	68163903AB	NA	A2C33278700	2				1342	module assy BCU BUX LOG	NA	HALB	S.Real	455.3	S1_TIPM LOGIC_P.PABLO P	NO	4985703326	
571421	#########	ZSCR	551	034-2	NA	'015	A2C31231400	NA	A2C31231400T	1				1342	SUB PCB TMI ASSY. D/BUX MY12 7Ci S1	NA	HALB	S.Real	218.57	S1_TIPM LOGIC_P.PABLO P	NO	4985701238	
571422	#########	ZSCR	551	042-4	NA	'015	5WY8918	NA	A2C8086340093	1				1424	MY12 SPDJB LOOP MODEL A TMI TOP	NA	HALB	S.Real	196.18	S1_SPDJB_P.PABLO PALMER	NO	4985701394	
571423	#########	ZSCR	551	042-4	NA	'015	5WY8918	NA	A2C80863400	4				1424	MY12 SPDJB LOOP MODEL A TMI	NA	HALB	S.Real/AutoBF	801.8	S1_SPDJB_P.PABLO PALMER	NO	4985706386	**
571443	#########	ZSCR	551	034-2	NA	'015	A2C33278700	NA	A2C33278700	1				1342	module assy BCU BUX LOG	NA	HALB	S.Real	227.65	S1_TIPM LOGIC_P.PABLO P	NO	4985703326	
571444	#########	ZSCR	551	034-2	NA	'015	A2C31231400	NA	A2C31231400	1				1342	pcb topMAN BCU CHR 7Ci S1	NA	HALB	S.Real/AutoBF	226.66	S1_TIPM LOGIC_P.PABLO P	NO	4985703137	
571446	#########	ZSCR	551	034-2	NA	'015	A2C31231400	NA	A2C31231400T	3				1342	SUB PCB TMI ASSY. D/BUX MY12 7Ci S1	NA	HALB	S.Real	655.71	S1_TIPM LOGIC_P.PABLO P	NO	4985701238	
571449	#########	ZSCR	551	042-4	NA	'015	A2C31231400	NA	A2C31231400T	1				1424	SUB PCB TMI ASSY. D/BUX MY12 7Ci S1	NA	HALB	S.Real	218.57	S1_TIPM LOGIC_P.PABLO P	NO	4985701282	
571450	#########	ZSCR	551	034-2	NA	'015	A2C3229720093	NA	A2C3229720093	1				1342	CUSW PCB ASSY TOP	NA	HALB	S.Real	62.73	S1_IGNM CUSW_A.ADRIANA	NO	4985701512	
571452	#########	ZSCR	551	034-2	NA	'015	A2C8216760093	NA	A2C8216760093	2				1342	pcb assy Top	NA	HALB	S.Real	341.32	S1_WK_WD RFHUB_A.ADRIAN	NO	4985702830	
571453	#########	ZSCR	551	034-2	NA	'015	A2C9113260093	NA	A2C9113260093	1				1342	pcb assy PASE 433 Top	NA	HALB	S.Real	145.04	S1_RFHM CUSW_A.ADRIANA	NO	4985702286	
571455	#########	ZSCR	551	040-2	NA	'015	A2C8730220093	NA	A2C8730220093	2				1402	pcb assy RKE 433 w/oKG Var#3	NA	HALB	S.Real	295.3	S1_CUSW UF RFHM_A.ADRIA	NO	4985702659	
571456	#########	ZSCR	551	034-2	NA	'015	A2C8730220093	NA	A2C8730220093	2				1342	pcb assy RKE 433 w/oKG Var#3	NA	HALB	S.Real	295.3	S1_CUSW UF RFHM_A.ADRIA	NO	4985702617	
571457	#########	ZSCR	551	034-2	NA	'015	A2C8730220093	NA	A2C8730220093	2				1342	pcb assy RKE 433 w/oKG Var#3	NA	HALB	S.Real	295.3	S1_CUSW UF RFHM_A.ADRIA	NO	4985702617	
571490	#########	ZSCR	551	034-2	NA	'015	A2C7441340092	NA	A2C7441340092	6				1342	electronic assy PASE 433 Fiat E45 Bottom	NA	HALB	S.Real	269.4	S1_CUSW UF PASE_A.ADRIA	NO	4985705999	**
571492	#########	ZSCR	551	034-2	NA	'015	A2C7441340092	NA	A2C7441340092	8				1342	electronic assy PASE 433 Fiat E45 Bottom	NA	HALB	S.Real	359.2	S1_CUSW UF PASE_A.ADRIA	NO	4985705999	**
571497	#########	ZSCR	551	034-2	NA	'015	A2C8393070093	NA	A2C8393070093	3				1342	"""SUB FOBIK PCB T-ASM, JP(U L T) B"""	NA	HALB	S.Real/AutoBF	101.28	S1_CUSW UF PASE_A.ADRIA	NO	4985706077	**
571499	#########	MB1A	551	010-4	B30301-00410	'015	NA	NA	A2C3813640092	4				1104	"""SUB FOBIK PCB T-ASM, NA/EU(P U L T RS) B"""	QN410098771	HALB	S.Real	200.96	410098771_CUSW U	NO	4985697564	
571501	#########	MB1A	551	010-4	B30301-00410	'015	NA	NA	A2C3809560092	2				1104	"""SUB FOBIK PCB T-ASM, NA/EU(P U L T)"""	QN410098771	HALB	S.Real	95.58	410098771_CUSW U	NO	No hay stock	
571503	#########	ZSCR	551	034-2	NA	'050	5WY8838	NA	A2C40016769	2				1342	"IC SMART POW/IC,PC33874BPNA,12 X 12 QFN"	NA	ROH	NA	31.56	S1_TIPM LOGIC_P.PABLO P	NO		
571504	#########	ZSCR	551	034-2	NA	'015	NA	NA	A2C3808140092	3				1342	"""SUB FOBIK PCB T-ASM, NA/EU(U L T) B"""	NA	HALB	S.Real	136.02	S1_CUSW UF PASE_A.ADRIA	NO	4985703611	**
571505	#########	ZSCR	551	034-2	NA	'050	A2C32291400	NA	A2C40000660	16				1342	"IC MCU BLK/MC9S12XEG384CAL,3M25J or 1M12"	NA	ROH	NA	337.28	S1_PASE FOB CUSW_A.ADRI	NO		
571507	#########	ZSCR	551	034-2	NA	'050	A2C81624000	NA	A2C89522000	11				1342	pin header 20P V 2R THP	NA	ROH	NA	104.72	S1_RFHM CUSW_A.ADRIANA	NO		
571510	#########	ZSCR	551	034-2	NA	'015	A2C7395960193	NA	A2C7395960193	14				1342	pcb topSMD CHR UF 4-BTN	NA	HALB	S.Real/AutoBF	505.12	S1_CUSW UF PASE_A.ADRIA	NO	4985705956	**
571511	#########	ZSCR	551	040-3	NA	'015	A2C3813640092	NA	A2C3813640092	4				1403	"""SUB FOBIK PCB T-ASM, NA/EU(P U L T RS) B"""	NA	HALB	S.Real	200.96	S1_CUSW UF PASE_A.ADRIA	NO	4985706161	**
571513	#########	ZSCR	551	040-3	NA	'015	A2C7441340092	NA	A2C7441340092	1				1403	electronic assy PASE 433 Fiat E45 Bottom	NA	HALB	S.Real	44.9	S1_CUSW UF PASE_A.ADRIA	NO	4985706173	**
571519	#########	MB1A	551	010-4	95000021	'015	NA	NA	A2C3813640092	16				1104	"""SUB FOBIK PCB T-ASM, NA/EU(P U L T RS) B"""	QN410098771	HALB	S.Real	803.84	410098771_PASE F	NO	4985697690	
571521	#########	MB1A	551	010-4	95000021	'015	NA	NA	A2C3813640092	8				1104	"""SUB FOBIK PCB T-ASM, NA/EU(P U L T RS) B"""	QN410098771	HALB	S.Real	401.92	410098771_PASE F	NO	4985697690	
571618	#########	ZSCR	551	034-2	NA	'050	A2C81624200	NA	A2C82135300	8				1342	pcb 4-lay FR-4 ImSn	NA	ROH	NA	260.24	S1_WK_WD RFHUB_A.ADRIAN	NO		
571627	#########	ZSCR	551	042-4	NA	'015	A2C87407901	NA	A2C86398501	52	3011	015	 	1424	housing assy	NA	ROH	NA	355.16	S1_WK_WD RFHUB_A.ADRIAN	NO		
571640	#########	ZSCR	551	040-3	NA	'015	5WY8920	NA	A2C32118700	3				1403	MY12 SPDJB LOOP PROGRAM ASM MODEL C	NA	HALB	S.Real	676.62	S1_SPDJB_P.PABLO PALMER	NO	4985703188	
571642	#########	ZSCR	551	034-2	NA	'015	A2C74493401	NA	A2C7449340193	3				1342	pcb topTHD BCU CHRDX CBC2 TOP	NA	HALB	S.Real	1242.48	S1_CBC MY15_. (APROBAC	NO	4985701563	
571683	#########	ZSCR	551	042-4	NA	'015	A2C31231400	NA	A2C31231400T	2				1424	SUB PCB TMI ASSY. D/BUX MY12 7Ci S1	NA	HALB	S.Real	437.14	S1_TIPM LOGIC_P.PABLO P	NO	4985701282	
571690	#########	ZSCR	551	030-1	NA	'015	A2C32292200	NA	A2C3229560093	2				1301	CUSW PCB ASSY 433 TOP	NA	HALB	S.Real	299.38	S1_RFHM CUSW_A.ADRIANA	NO	4985701436	
571692	#########	ZSCR	551	034-2	NA	'015	A2C32293500	NA	A2C3229600093	1				1342	CUSW PCB ASSY 433 BOT	NA	HALB	S.Real	160.07	S1_RFHM CUSW_A.ADRIANA	NO	4985701455	
571693	#########	ZSCR	551	034-2	NA	'015	A2C32293500	NA	A2C3229600093	1				1342	CUSW PCB ASSY 433 BOT	NA	HALB	S.Real	160.07	S1_RFHM CUSW_A.ADRIANA	NO	4985701455	
571696	#########	ZSCR	551	034-2	NA	'015	A2C86022500	NA	A2C8730220093	1				1342	pcb assy RKE 433 w/oKG Var#3	NA	HALB	S.Real	147.65	S1_CUSW UF RFHM_A.ADRIA	NO	4985702617	
571698	#########	ZSCR	551	034-2	NA	'015	A2C81624200	NA	A2C8216760093	1				1342	pcb assy Top	NA	HALB	S.Real	170.66	S1_WK_WD RFHUB_A.ADRIAN	NO	4985702830	
571722	#########	ZSCR	551	022-2	NA	'015	A2C53428193	NA	A2C53428193	3				1222	SUB PCB TOP THD ASSY. PROD MY11 DV2_V2 I	NA	HALB	S.Real/AutoBF	624.3	S1_TIPM MEDIUM_P.PABLO	NO	4985703416	**
571729	#########	MB1A	551	023-2	K96019	'015	NA	NA	A2C74094301	10				1232	transmitter PASE 433 GV#20 3B	NA	HALB	S.Real/AutoBF	816.2	S1_PASE FOB CUSW_A.ADRI	NO	No hay stock	
571729	#########	MB1A	551	023-2	K96019	'015	NA	NA	A2C86023300	54				1232	transceiver assy U/L/T/P	NA	HALB	S.Real/AutoBF	4460.94	S1_PASE FOB CUSW_A.ADRI	NO	No hay stock	
571729	#########	MB1A	551	023-2	K96019	'015	NA	NA	A2C86023400	5				1232	transceiver assy ULTPRS	NA	HALB	S.Real/AutoBF	426.15	S1_PASE FOB CUSW_A.ADRI	NO	No hay stock	
571730	#########	ZSCR	551	050-5	NA	'015	A2C87408701	NA	A2C73751902	4				1505	transmitter CHR PASE 433 NV#05 4B	NA	HALB	S.Real	378.92	S1_PASE FOB CUSW_A.ADRI	NO	sig ventana	**
571730	#########	ZSCR	551	050-5	NA	'015	A2C92629100	NA	A2C73753002	34				1505	transmitter CHR PASE 433 GV#04 5B	NA	HALB	S.Real	3303.78	S1_PASE FOB CUSW_A.ADRI	NO	sig ventana	**
571730	#########	ZSCR	551	050-5	NA	'015	A2C73753202S	NA	A2C73753202	45				1505	transmitter CHR PASE 433 GV#06 5B	NA	HALB	S.Real	4317.3	S1_PASE FOB CUSW_A.ADRI	NO	sig ventana	**
571733	#########	MB1A	951	025-3	NA	'015	NA	NA	A2C00004906	49				1253	"EM OTH BATTERY/CR2032,220mAh,3V"	VUT019664	ROH	NA	80.36	S1_PASE FOB CUSW_A.ADRI	NO	4985698213	
571733	#########	MB1A	951	025-3	NA	'015	NA	NA	A2C53105128	47				1253	Contact Spring positive	VUT019664	ROH	NA	13.16	S1_PASE FOB CUSW_A.ADRI	NO	4985698213	
571733	#########	MB1A	951	025-3	NA	'015	NA	NA	A2C73749500	1				1253	housing cover assy CHR up 5-btn	VUT019664	ROH	NA	11.46	S1_PASE FOB CUSW_A.ADRI	NO	4985698213	
571733	#########	MB1A	951	025-3	NA	'015	NA	NA	A2C73749700	43				1253	housing cover assy up 4-btn	VUT019664	ROH	NA	492.78	S1_PASE FOB CUSW_A.ADRI	NO	4985698213	
571733	#########	MB1A	951	025-3	NA	'015	NA	NA	A2C73750100	1				1253	housing cover assy CHR up 3-btn	VUT019664	ROH	NA	11.46	S1_PASE FOB CUSW_A.ADRI	NO	4985698213	
571733	#########	MB1A	951	025-3	NA	'015	NA	NA	A2C73750300	1				1253	housing bottom assy DG/JEEP	VUT019664	ROH	NA	7.81	S1_PASE FOB CUSW_A.ADRI	NO	4985698213	
571733	#########	MB1A	951	025-3	NA	'015	NA	NA	A2C73750400	44				1253	housing bottom assy CHR	VUT019664	ROH	NA	343.64	S1_PASE FOB CUSW_A.ADRI	NO	4985698213	
571733	#########	MB1A	951	025-3	NA	'015	NA	NA	A2C73750500	2				1253	housing bottom assy Fiat/Lan	VUT019664	ROH	NA	15.98	S1_PASE FOB CUSW_A.ADRI	NO	4985698213	
571733	#########	MB1A	951	025-3	NA	'015	NA	NA	A2C73750700	44				1253	pad Jewel CHR	VUT019664	ROH	NA	235.84	S1_PASE FOB CUSW_A.ADRI	NO	4985698213	
571733	#########	MB1A	951	025-3	NA	'015	NA	NA	A2C73750900	2				1253	pad Jewel Fia	VUT019664	ROH	NA	12.76	S1_PASE FOB CUSW_A.ADRI	NO	4985698213	
571733	#########	MB1A	951	025-3	NA	'015	NA	NA	A2C73751400	47				1253	pad Vent	VUT019664	ROH	NA	59.22	S1_PASE FOB CUSW_A.ADRI	NO	4985698213	
571733	#########	MB1A	951	025-3	NA	'015	NA	NA	A2C74094200	2				1253	"housing cover assy Fiat,3B"	VUT019664	ROH	NA	22.92	S1_PASE FOB CUSW_A.ADRI	NO	4985698213	
571733	#########	MB1A	951	025-3	NA	'015	NA	NA	A2C74354600	1				1253	pad Jewel SRT	VUT019664	ROH	NA	8.69	S1_PASE FOB CUSW_A.ADRI	NO	4985698213	
571835	#########	MB1A	551	010-4	95000021	'050	NA	NA	A2C3813640093	5				1104	"""SUB FOBIK PCB T-ASM, NA/EU(P U L T RS) T"""	QN410098771	HALB	S.Real/AutoBF	193.4	410098771_PASE F	NO	No hay stock	
