No.Item	Fecha	Txs SAP	Mov	C—digo Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Reason Code	Descripci—n	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	DŽficit Stock	No.Docto.SAP
462457	22/05/2014	ZSCR	551	040-2	NA	'054	A2C80644602	NA	A2C80644602	1	1402	ACU DAGARM3 MY12 M35 24 XX 0 1 0 000	NA	FERT	NA	461.26	PS_ARAMIS III_E.EDWIN R	NO	4978142042
462459	22/05/2014	ZSCR	551	040-1	NA	'054	A2C82347401	NA	A2C81533000	1	1401	pcb assy DAGARM3 V13	NA	HALB	S.Real	507.23	PS_ARAMIS III_E.EDWIN R	NO	4978140959
462462	22/05/2014	ZSCR	551	040-2	NA	'054	A2C89730900	NA	A2C8021660002	1	1402	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_HONDA HRS6_J.JUAN CH	NO	4978141865
462463	22/05/2014	ZSCR	551	034-2	NA	'054	5WK44252	NA	A2C53364457	3	1342	pcb assy	NA	HALB	S.Real/AutoBF	288.75	OC_BOSE VW_A.ANA TAPIA-	NO	4978141758
462465	22/05/2014	ZSCR	551	040-2	NA	'054	A2C82540900	NA	A2C8254100093	1	1402	pcb assy OPLA4400 4401XESA lado top	NA	HALB	S.Real	188.75	PSAD_OPEL 4400_J.JOSE O	NO	4978141178
462467	22/05/2014	ZSCR	551	040-3	NA	'054	5WY89350	NA	A2C31080700	2	1403	airbag	NA	HALB	S.Real	663.64	PS_CHRYSLER MY2013_E.ED	NO	4978140090
462470	22/05/2014	ZSCR	551	042-4	NA	'054	A2C82347401	NA	A2C81533000	1	1424	pcb assy DAGARM3 V13	NA	HALB	S.Real	507.23	PS_ARAMIS III_E.EDWIN R	NO	4978140959
462471	22/05/2014	MB1A	551	040-3	K96019	'054	NA	NA	A2C91764100	1	1095	ACU MY14 S15 12 XX 1 0 0 XXX	NA	FERT	NA	313.1	PS_SDM30_C.CAROLINA OTA	NO	4978139623
462472	22/05/2014	MB1A	551	034-2	K96019	'054	NA	NA	A2C91764100	1	1095	ACU MY14 S15 12 XX 1 0 0 XXX	NA	FERT	NA	313.1	PS_SDM30_C.CAROLINA OTA	NO	4978139623
462473	22/05/2014	ZSCR	551	034-2	NA	'054	A2C91085700	NA	A2C91085700	1	1342	ACU MY11 G40 18 XX 0 1 0 000	NA	FERT	NA	427.68	PS_SDM10+_C.CAROLINA OT	NO	4978142104
462475	22/05/2014	ZSCR	551	034-2	NA	'054	A2C86852400	NA	A2C87110200	1	1342	pcb assy PTFSPEED10 D_26	NA	HALB	S.Real	204.2	PS_HYUNDAI_.	NO	4978140118
462476	22/05/2014	ZSCR	551	034-2	NA	'054	5WK44252	2	5WK44252	2	1342	BoSe VW	NA	FERT	NA	208.06	OC_BOSE VW_A.ANA TAPIA-	NO	4978141887
462477	22/05/2014	ZSCR	551	034-2	NA	'054	5WK44252	NA	A2C53364457	1	1342	pcb assy	NA	HALB	S.Real/AutoBF	96.25	OC_BOSE VW_A.ANA TAPIA-	NO	4978141758
462478	22/05/2014	ZSCR	551	034-2	NA	'054	5WK44252	NA	A2C53364457	1	1342	pcb assy	NA	HALB	S.Real/AutoBF	96.25	OC_BOSE VW_A.ANA TAPIA-	NO	4978141758
462479	22/05/2014	MB1A	551	034-2	K96019	'054	NA	NA	A2C81455800	1	1095	pcb assy RENT4 V01	NA	HALB	S.Real	132.3	PS_RENAULT_.	NO	4978139587
462480	22/05/2014	ZSCR	551	040-1	NA	'054	5WK44076	NA	A2C53290320	1	1401	pcb assy	NA	HALB	S.Real	50.53	OC_OCS SUZUKI_A.ANA TAP	NO	4978140184
462480	22/05/2014	ZSCR	551	040-1	NA	'054	5WK44551	NA	A2C53287874	1	1401	pcb assy	NA	HALB	S.Real	54.85	OC_OCS SUZUKI_A.ANA TAP	NO	4978140224
462481	22/05/2014	ZSCR	551	030-1	NA	'054	A2C83011900	NA	A2C83012100	1	1301	pcb assy OPLA3 370	NA	HALB	S.Real	234.53	PSAD_OPEL 4400_J.JOSE O	NO	4978141256
462483	22/05/2014	ZSCR	551	040-2	NA	'054	A2C91085700	NA	A2C91085700	1	1402	ACU MY11 G40 18 XX 0 1 0 000	NA	FERT	NA	427.68	PS_SDM10+_C.CAROLINA OT	NO	4978142092
462484	22/05/2014	ZSCR	551	034-2	NA	'054	A2C91085700	NA	A2C91085700	1	1342	ACU MY11 G40 18 XX 0 1 0 000	NA	FERT	NA	427.68	PS_SDM10+_C.CAROLINA OT	NO	4978142104
462485	22/05/2014	ZSCR	551	034-2	NA	'054	A2C92704000	NA	A2C91600800	4	1342	multipoint connector124/ 76P H 2SYS 1018	NA	ROH	NA	231.16	PSAD_DAIMLER STAR 2_A.A	NO	4978141080
462487	22/05/2014	ZSCR	551	034-2	NA	'054	5WK43521	NA	A2C53106605	1	1342	keypad assy	NA	HALB	S.Real/AutoBF	538.93	OC_OCS SUZUKI_A.ANA TAP	NO	4978141737
462488	22/05/2014	ZSCR	551	042-4	NA	'054	5WK44285	NA	A2C53367544	1	1424	ACU VW10 MY10 M35 08 RdW	NA	HALB	S.Real	208.93	PS_VW10 LC_U.ULISES VIL	NO	4978141331
462489	22/05/2014	ZSCR	551	042-4	NA	'054	5WK44285	NA	A2C53367544	1	1424	ACU VW10 MY10 M35 08 RdW	NA	HALB	S.Real	208.93	PS_VW10 LC_U.ULISES VIL	NO	4978141331
462495	22/05/2014	ZSCR	551	040-1	NA	'054	A2C82541900	NA	A2C82542000	1	1401	pcb assy OPLA4400 4401XESE	NA	HALB	S.Real	239.67	PSAD_OPEL 4400_J.JOSE O	NO	4978141243
462498	22/05/2014	MB1A	551	040-3	K96019	'054	NA	NA	A2C9257230093	1	1095	pcb assy GMSMD30 Top	NA	HALB	S.Real	256.95	PS_SDM30_C.CAROLINA OTA	NO	4978139623
462499	22/05/2014	ZSCR	551	034-2	NA	'054	A2C32453902	NA	A2C35116100	2	1342	pcb assy DAGSTAR2 D_2	NA	HALB	S.Real	766.02	PSAD_DAIMLER STAR 2_A.A	NO	4978141043
462501	22/05/2014	ZSCR	551	034-2	NA	'054	A2C32453901	NA	A2C35116100	1	1342	pcb assy DAGSTAR2 D_2	NA	HALB	S.Real	383.01	PSAD_DAIMLER STAR 2_A.A	NO	4978141043
462502	22/05/2014	ZSCR	551	034-2	NA	'054	A2C83972000	NA	A2C8397200093	2	1342	pcb topSMD Top	NA	HALB	S.Real	717.5	PS_SDM10+_C.CAROLINA OT	NO	4978141378
462504	22/05/2014	ZSCR	551	040-1	NA	'054	A2C30930203	NA	A2C30930203	1	1401	ACU DAGARM3 MY12 M35 22 XX 0 1 0 000	NA	FERT	NA	462.03	PS_ARAMIS III_E.EDWIN R	NO	4978141935
462505	22/05/2014	ZSCR	551	040-1	NA	'054	5WY86560	NA	A2C53368773	2	1401	ACU MY07 M20 06	NA	HALB	S.Real	543.22	PSAD_EPSILON_O.OSCAR FO	NO	4978141273
462506	22/05/2014	ZSCR	551	034-2	NA	'054	A2C86816800	NA	A2C86617100	2	1342	pcb assy DAGARM3 RO V17EDR	NA	HALB	S.Real	853.14	PS_ARAMIS III_E.EDWIN R	NO	4978140976
462508	22/05/2014	ZSCR	551	040-1	NA	'054	A2C80644600	NA	A2C81531200	1	1401	pcb assy DAGARM3 V14	NA	HALB	S.Real	433.85	PS_ARAMIS III_E.EDWIN R	NO	4978140893
462509	22/05/2014	ZSCR	551	040-1	NA	'054	A2C80644600	NA	A2C81531200	1	1401	pcb assy DAGARM3 V14	NA	HALB	S.Real	433.85	PS_ARAMIS III_E.EDWIN R	NO	4978140893
462510	22/05/2014	ZSCR	551	040-2	NA	'054	5WY90360	NA	A2C34805100	1	1402	pcb assy	NA	HALB	S.Real/AutoBF	161.65	PSAD_GM BRASIL_A.ANA TA	NO	4978141873
462511	22/05/2014	ZSCR	551	040-1	NA	'054	5WY88050	NA	A2C53417787	1	1401	pcb assy	NA	HALB	S.Real/AutoBF	148.49	PSAD_GM BRASIL_A.ANA TA	NO	4978141844
462511	22/05/2014	ZSCR	551	040-1	NA	'054	5WY88030	NA	A2C53417786	1	1401	pcb assy	NA	HALB	S.Real/AutoBF	149.73	PSAD_GM BRASIL_A.ANA TA	NO	4978141858
462512	22/05/2014	ZSCR	551	040-1	NA	'054	5WY89350	NA	A2C31080700	1	1401	airbag	NA	HALB	S.Real	331.82	PS_CHRYSLER MY2013_E.ED	NO	4978140090
462515	22/05/2014	MB1A	551	034-2	K96019	'054	NA	NA	A2C92704000	1	1095	ACU DAGSTAR2 MY14 S15 20 XX 0 0 0 000	NA	FERT	NA	487.16	PSAD_DAIMLER STAR2_ISC_	NO	4978139729
462517	22/05/2014	MB1A	551	034-2	K96019	'054	NA	NA	A2C92711900	1	1095	pcb assy DAGSTAR2 ISC D_25	NA	HALB	S.Real	410.46	PSAD_DAIMLER STAR2_ISC_	NO	4978139729
462518	22/05/2014	ZSCR	551	034-2	NA	'054	A2C32453902	NA	A2C35116100	1	1342	pcb assy DAGSTAR2 D_2	NA	HALB	S.Real	383.01	PSAD_DAIMLER STAR 2_A.A	NO	4978141043
462519	22/05/2014	MB1A	551	034-2	K96019	'054	NA	NA	A2C81455800	1	1095	pcb assy RENT4 V01	NA	HALB	S.Real	132.3	PS_RENAULT_.	NO	4978139587
462520	22/05/2014	MB1A	551	034-2	K96019	'054	NA	NA	A2C9257230093	2	1095	pcb assy GMSMD30 Top	NA	HALB	S.Real	513.9	PS_SDM30_C.CAROLINA OTA	NO	4978139623
462522	22/05/2014	ZSCR	551	034-2	NA	'054	A2C73614500	NA	A2C73614500	6	1342	PPSC*G3/T75 FL MAGNA-PSA	NA	FERT	NA	1315.08	PSAD_PSA CAN_J.JOSE ORT	NO	4978141995
462524	22/05/2014	ZSCR	551	034-2	NA	'054	5WK44690	NA	A2C53397769	12	1342	housing	NA	ROH	NA	249	PS_HONDA HRS6_J.JUAN CH	NO	4978141437
462525	22/05/2014	ZSCR	551	034-2	NA	'054	5WK44119	NA	A2C53324560	200	1342	certification label spool part p	NA	ROH	NA	100	PS_ARAMIS III_E.EDWIN R	NO	4978140893
462525	22/05/2014	ZSCR	551	034-2	NA	'054	5WK44096	NA	A2C53324560	200	1342	certification label spool part p	NA	ROH	NA	100	PS_ARAMIS III_E.EDWIN R	NO	4978140893
462530	22/05/2014	ZSCR	551	034-2	NA	'054	5WK44690	NA	A2C53397769	3	1342	housing	NA	ROH	NA	62.25	PS_HONDA HRS6_J.JUAN CH	NO	4978141437
462530	22/05/2014	ZSCR	551	034-2	NA	'054	5WK44591	NA	A2C53397780	1	1342	cover	NA	ROH	NA	3.18	PS_HONDA HRS6_J.JUAN CH	NO	4978141437
462530	22/05/2014	ZSCR	551	034-2	NA	'054	A2C32453907	NA	A2C53330109	1	1342	socket	NA	ROH	NA	18.1	PS_HONDA HRS6_J.JUAN CH	NO	4978141437
462531	22/05/2014	ZSCR	551	034-2	NA	'054	5WK44287	NA	A2C00027390	4	1342	cover	NA	ROH	NA	12.76	PS_VW10 LC_C.CAROLINA O	NO	4978141349
462531	22/05/2014	ZSCR	551	034-2	NA	'054	5WK44286	NA	A2C00014697	600	1342	sticker	NA	ROH	NA	306	PS_VW10 LC_C.CAROLINA O	NO	4978141331
462533	22/05/2014	ZSCR	551	034-2	NA	'054	A2C83016700	NA	A2C83017300	150	1342	certification label identificati	NA	ROH	NA	2472	PSAD_PSA CAN_J.JOSE ORT	NO	4978141144
462533	22/05/2014	ZSCR	551	034-2	NA	'054	A2C83016700	NA	A2C83017300	50	1342	certification label identificati	NA	ROH	NA	824	PSAD_PSA CAN_J.JOSE ORT	NO	4978141144
462534	22/05/2014	MB1A	551	034-2	K96019	'054	NA	NA	A2C91764100	1	1095	ACU MY14 S15 12 XX 1 0 0 XXX	NA	FERT	NA	313.1	PS_SDM30_C.CAROLINA OTA	NO	4978139623
462535	22/05/2014	MB1A	551	022-2	K96019	'054	NA	NA	A2C83971400	2	1095	ACU MY11 18	NA	FERT	NA	910.22	PS_SDM30_C.CAROLINA OTA	NO	4978139623
462536	22/05/2014	MB1A	551	034-2	K96019	'054	NA	NA	A2C91764100	1	1095	ACU MY14 S15 12 XX 1 0 0 XXX	NA	FERT	NA	313.1	PS_SDM30_C.CAROLINA OTA	NO	4978139623
462539	22/05/2014	MB1A	551	034-2	K96019	'054	NA	NA	A2C83435000	1	1095	cover FIP T BK	NA	ROH	NA	19.02	PSAD_DAIMLER STAR2_ISC_	NO	4978139729
462539	22/05/2014	MB1A	551	034-2	K96019	'054	NA	NA	A2C85221401	1	1095	pcb assy DAGSM D_4	NA	HALB	S.Real	249.21	PSAD_DAIMLER STAR2_ISC_	NO	4978139729
462539	22/05/2014	MB1A	551	034-2	K96019	'054	NA	NA	A2C53424040	5	1095	"pan head screw M3,5 x 12,00 1268"	NA	ROH	NA	1.35	PSAD_DAIMLER STAR2_ISC_	NO	4978139729
462539	22/05/2014	MB1A	551	034-2	K96019	'054	NA	NA	A2C53397378	1	1095	base plate B	NA	ROH	NA	10.28	PSAD_DAIMLER STAR2_ISC_	NO	4978139729
462732	23/05/2014	ZSCR	551	034-2	NA	'054	A2C91764400	NA	A2C40000025	4	1342	"C ELEC,AL,6.8mF,20%,35V"	NA	ROH	NA	27.32	PS_SDM10+_C.CAROLINA OT	NO	4978141390
462733	23/05/2014	ZSCR	551	034-2	NA	'054	5WK44285	NA	A2C00014697	500	1342	sticker	NA	ROH	NA	255	PS_VW10 LC_U.ULISES VIL	NO	4978141331
462733	23/05/2014	ZSCR	551	034-2	NA	'054	5WK44385SP	NA	A2C00014697	100	1342	sticker	NA	ROH	NA	51	PS_VW10 LC_U.ULISES VIL	NO	4978141331
462734	23/05/2014	ZSCR	551	034-2	NA	'054	A2C31080700	NA	A2C53330109	8	1342	socket	NA	ROH	NA	144.8	PS_CHRYSLER MY2013_E.ED	NO	4978140090
462734	23/05/2014	ZSCR	551	034-2	NA	'054	A2C31080700	NA	A2C30202900	1	1342	multipoint connector 84P H 2SYS AFAD	NA	ROH	NA	38.77	PS_CHRYSLER MY2013_E.ED	NO	4978140090
462735	23/05/2014	ZSCR	551	034-2	NA	'054	5WK44688	NA	A2C53330107	1	1342	socket	NA	ROH	NA	13.19	PS_HONDA HRS6_J.JUAN CH	NO	4978141474
462736	23/05/2014	ZSCR	551	034-2	NA	'054	A2C53375511MI	NA	A2C53345691	1	1342	multipoint connector 96P H 2SYS E-A	NA	ROH	NA	40.4	PS_ARAMIS III_E.EDWIN R	NO	4978140893
462736	23/05/2014	ZSCR	551	034-2	NA	'054	A2C38081901	NA	A2C53324560	200	1342	certification label spool part p	NA	ROH	NA	100	PS_ARAMIS III_E.EDWIN R	NO	4978140893
462737	23/05/2014	ZSCR	551	034-2	NA	'054	5WK44354	NA	A2C53334853	150	1342	certification label identi spool part p	NA	ROH	NA	75	PS_HYUNDAI_.	NO	4978140118
462738	23/05/2014	ZSCR	551	034-2	NA	'054	5WK44551	NA	8800680101	13	1342	Double-Tail Adapter 2035	NA	ROH	NA	3374.15	OC_OCS SUZUKI_A.ANA TAP	NO	4978140224
462738	23/05/2014	ZSCR	551	034-2	NA	'054	5WK44078	NA	A2C00016838	500	1342	connector pin	NA	ROH	NA	140	OC_OCS SUZUKI_A.ANA TAP	NO	4978140224
462739	23/05/2014	ZSCR	551	034-2	NA	'054	5WK44690	NA	A2C53397769	7	1342	housing	NA	ROH	NA	145.25	PS_HONDA HRS6_J.JUAN CH	NO	4978141437
462739	23/05/2014	ZSCR	551	034-2	NA	'054	5WK44591	NA	A2C53397780	1	1342	cover	NA	ROH	NA	3.18	PS_HONDA HRS6_J.JUAN CH	NO	4978141437
462740	23/05/2014	ZSCR	551	034-2	NA	'054	A2C81768403	NA	A2C83435000	3	1342	cover FIP T BK	NA	ROH	NA	57.06	PSAD_DAIMLER STAR 2_A.A	NO	4978141043
462740	23/05/2014	ZSCR	551	034-2	NA	'054	A2C38171800	NA	A2C53424009	30	1342	"pan head screw 3,5 x 12,00 1268"	NA	ROH	NA	5.7	PSAD_DAIMLER STAR 2_A.A	NO	4978141096
462748	23/05/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660092	1	1301	pcb assy HONHRS6 V04 BOTTOM	NA	HALB	S.Real/AutoBF	51.43	PS_HONDA HRS6_J.JUAN CH	NO	4978141649
462750	23/05/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660092	1	1301	pcb assy HONHRS6 V04 BOTTOM	NA	HALB	S.Real/AutoBF	51.43	PS_HONDA HRS6_J.JUAN CH	NO	4978141649
462752	23/05/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660092	1	1301	pcb assy HONHRS6 V04 BOTTOM	NA	HALB	S.Real/AutoBF	51.43	PS_HONDA HRS6_J.JUAN CH	NO	4978141649
462753	23/05/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660093	1	1301	pcb assy HONHRS6 V04 TOP	NA	HALB	S.Real	264.89	PS_HONDA HRS6_J.JUAN CH	NO	4978141437
462754	23/05/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660093	1	1301	pcb assy HONHRS6 V04 TOP	NA	HALB	S.Real	264.89	PS_HONDA HRS6_J.JUAN CH	NO	4978141437
462755	23/05/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660093	1	1301	pcb assy HONHRS6 V04 TOP	NA	HALB	S.Real	264.89	PS_HONDA HRS6_J.JUAN CH	NO	4978141437
462757	23/05/2014	ZSCR	551	030-1	NA	'054	5WK44600	NA	A2C8021660092	1	1301	pcb assy HONHRS6 V04 BOTTOM	NA	HALB	S.Real/AutoBF	51.43	PS_HONDA HRS6_J.JUAN CH	NO	4978141649
462758	23/05/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660092	1	1301	pcb assy HONHRS6 V04 BOTTOM	NA	HALB	S.Real/AutoBF	51.43	PS_HONDA HRS6_J.JUAN CH	NO	4978141649
462759	23/05/2014	ZSCR	551	030-1	NA	'054	A2C32453903	NA	A2C3511610093	1	1301	pcb assy DAGSTAR2 V02	NA	HALB	S.Real	305.73	PSAD_DAIMLER STAR 2_A.A	NO	4978141043
462760	23/05/2014	ZSCR	551	030-1	NA	'054	A2C32453903	NA	A2C3511610093	1	1301	pcb assy DAGSTAR2 V02	NA	HALB	S.Real	305.73	PSAD_DAIMLER STAR 2_A.A	NO	4978141043
462762	23/05/2014	ZSCR	551	030-1	NA	'054	A2C32453905	NA	A2C3511610093	1	1301	pcb assy DAGSTAR2 V02	NA	HALB	S.Real	305.73	PSAD_DAIMLER STAR 2_A.A	NO	4978141043
462763	23/05/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C9271190093	1	1095	pcb assy DAGSTAR2 ISC D_25 Top	NA	HALB	S.Real	332.16	PSAD_DAIMLER STAR2_ISC_	NO	4978139729
462764	23/05/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C9271190092	1	1095	pcb assy DAGSTAR2 ISC D_25 Bottom	NA	HALB	S.Real/AutoBF	164.51	PSAD_DAIMLER STAR2_ISC_	NO	4978139729
462764	23/05/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C9271190093	4	1095	pcb assy DAGSTAR2 ISC D_25 Top	NA	HALB	S.Real	1328.64	PSAD_DAIMLER STAR2_ISC_	NO	4978139729
462766	23/05/2014	ZSCR	551	030-1	NA	'054	A2C3511610093	NA	A2C3511610092	1	1301	pcb assy DAGSTAR2 V02	NA	HALB	S.Real/AutoBF	147.49	PSAD_DAIMLER STAR 2_A.A	NO	4978141579
462767	23/05/2014	ZSCR	551	030-1	NA	'054	A2C32453903	NA	A2C3511610093	1	1301	pcb assy DAGSTAR2 V02	NA	HALB	S.Real	305.73	PSAD_DAIMLER STAR 2_A.A	NO	4978141043
462768	23/05/2014	ZSCR	551	030-1	NA	'054	A2C32453905	NA	A2C3511610093	1	1301	pcb assy DAGSTAR2 V02	NA	HALB	S.Real	305.73	PSAD_DAIMLER STAR 2_A.A	NO	4978141043
462769	23/05/2014	ZSCR	551	030-1	NA	'054	A2C3511610093	NA	A2C3511610092	1	1301	pcb assy DAGSTAR2 V02	NA	HALB	S.Real/AutoBF	147.49	PSAD_DAIMLER STAR 2_A.A	NO	4978141579
462770	23/05/2014	ZSCR	551	030-1	NA	'054	A2C32453905	NA	A2C3511610093	1	1301	pcb assy DAGSTAR2 V02	NA	HALB	S.Real	305.73	PSAD_DAIMLER STAR 2_A.A	NO	4978141043
462771	23/05/2014	ZSCR	551	030-1	NA	'054	A2C3511610093	NA	A2C3511610092	1	1301	pcb assy DAGSTAR2 V02	NA	HALB	S.Real/AutoBF	147.49	PSAD_DAIMLER STAR 2_A.A	NO	4978141579
462772	23/05/2014	ZSCR	551	030-1	NA	'054	A2C32453907	NA	A2C3511610093	1	1301	pcb assy DAGSTAR2 V02	NA	HALB	S.Real	305.73	PSAD_DAIMLER STAR 2_A.A	NO	4978141043
462773	23/05/2014	ZSCR	551	030-1	NA	'054	A2C32453904	NA	A2C3511610093	1	1301	pcb assy DAGSTAR2 V02	NA	HALB	S.Real	305.73	PSAD_DAIMLER STAR 2_A.A	NO	4978141043
462775	23/05/2014	ZSCR	551	030-1	NA	'054	A2C32453903	NA	A2C3511610093	1	1301	pcb assy DAGSTAR2 V02	NA	HALB	S.Real	305.73	PSAD_DAIMLER STAR 2_A.A	NO	4978141043
462777	23/05/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660093	1	1301	pcb assy HONHRS6 V04 TOP	NA	HALB	S.Real	264.89	PS_HONDA HRS6_J.JUAN CH	NO	4978141437
462778	23/05/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660093	1	1301	pcb assy HONHRS6 V04 TOP	NA	HALB	S.Real	264.89	PS_HONDA HRS6_J.JUAN CH	NO	4978141437
462780	23/05/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C9257270093	4	1095	pcb assy GMSMD30 Top	NA	HALB	S.Real	1536.48	PS_SDM30_C.CAROLINA OTA	NO	4978139623
462782	23/05/2014	ZSCR	551	030-1	NA	'054	5WK44551	NA	A2C53287874B	12	1301	subensamble de SMD Nissan OCE07 BOT	NA	HALB	S.Real/AutoBF	331.56	OC_OCS NISSAN_A.ANA TAP	NO	4978141593
462782	23/05/2014	ZSCR	551	030-1	NA	'054	5WK44551	NA	A2C53287874	12	1301	pcb assy	NA	HALB	S.Real	658.2	OC_OCS NISSAN_A.ANA TAP	NO	4978140224
462783	23/05/2014	ZSCR	551	030-1	NA	'054	5WK44292	NA	A2C53395077	2	1301	pcb assy	NA	HALB	S.Real	133.56	OC_BOSE BMW_A.ANA TAPIA	NO	4978139938
462785	23/05/2014	ZSCR	551	030-1	NA	'054	A2C81531200	NA	A2C8153120093	1	1301	pcb assy DAGARM3 V14 TOP	NA	HALB	S.Real	369.52	PS_ARAMIS III_E.EDWIN R	NO	4978140893
462786	23/05/2014	ZSCR	551	030-1	NA	'054	A2C80644600	NA	A2C8153120093	1	1301	pcb assy DAGARM3 V14 TOP	NA	HALB	S.Real	369.52	PS_ARAMIS III_E.EDWIN R	NO	4978140893
