No.Item	Fecha	Txs SAP	Mov	C—digo Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Reason Code	Descripci—n	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	DŽficit Stock	No.Docto.SAP
676437	25/10/2015	ZSCR	551	030-1	NA	'063	A2C3280550092	NA	A2C3280550092	4	1301	circuit board assy TPM	NA	HALB	S.Real	166.24	S1_NISSAN KEY FOB CMF1_	NO	4995019937
676445	25/10/2015	ZSCR	551	030-1	NA	'063	A2C3280550092	NA	A2C3280550092	2	1301	circuit board assy TPM	NA	HALB	S.Real	83.12	S1_NISSAN KEY FOB CMF1_	NO	4995019937
676488	26/10/2015	ZSCR	551	030-1	NA	'045	A2C73843504	NA	A2C74052901	18	1301	pcb 2-lay TSG*GM PWE	NA	ROH	NA	62.1	S6_KWANG JIN_J.JAVIER B	NO	4995019028
676498	26/10/2015	ZSCR	551	040-5	NA	'045	A2C3417220093	NA	A2C3417220093	1	1405	TSG*GM PWE PCB TOP MAN. ASSEMB	NA	HALB	S.Real	26.85	S6_KWANG JIN_J.JAVIER B	NO	4995022299
676501	26/10/2015	ZSCR	551	030-1	NA	'045	A2C84798400	NA	A2C8480790093	1	1301	pcb assy BCU Top	NA	HALB	S.Real	101.92	S4_PQ GATEWAY MY13_. (	NO	4995020109
676508	26/10/2015	ZSCR	551	030-1	NA	'045	5WK48041	NA	6598037611	1	1301	SUBENSAMBLE NISSAN 5.6 V-A	NA	HALB	S.Real	32.55	S2_NISSAN STEPS_A.ANTON	NO	4995019743
676522	26/10/2015	ZSCR	551	030-1	NA	'045	A2C82872901	NA	A2C34172200	1	1301	TSG*GM PWE PCB TOP MAN. ASSEMB	NA	HALB	S.Real/AutoBF	54.43	S6_KWANG JIN_J.JAVIER B	NO	4995020442
676528	26/10/2015	ZSCR	551	030-1	NA	'045	5WY7700S	NA	A2C53184512	1	1301	circuit board assy NIS D-PLAT PCB = CO	NA	HALB	S.Real/AutoBF	47.81	S2_FOB READER_A.ANTONIO	NO	4995020588
676558	26/10/2015	ZSCR	551	030-1	NA	'045	A2C84798400R	NA	A2C8480790093	2	1301	pcb assy BCU Top	NA	HALB	S.Real	203.84	S4_PQ GATEWAY MY13_.	NO	4995020109
676627	26/10/2015	ZSCR	551	040-2	NA	'045	A2C73843508	7986	A2C73843508	1	1402	DCM*GM GLOBAL NEC_EX2	NA	FERT	NA	47.61	S6_KWANG JIN_J.JAVIER B	NO	4995020895
676629	26/10/2015	ZSCR	551	040-2	NA	'045	A2C73843508	8570	A2C73843508	2	1402	DCM*GM GLOBAL NEC_EX2	NA	FERT	NA	95.22	S6_KWANG JIN_J.JAVIER B	NO	4995020895
676630	26/10/2015	ZSCR	551	040-3	NA	'045	A2C94792902	NA	A2C97873001	1	1403	pcb assy LCM v02 +ALM	NA	HALB	S.Real	105.77	S1_ABM_. (APROBACION A	NO	4995022079
676645	26/10/2015	ZSCR	551	040-2	NA	'045	A2C73843508	7986	A2C73843508	2	1402	DCM*GM GLOBAL NEC_EX2	NA	FERT	NA	95.22	S6_KWANG JIN_J.JAVIER B	NO	4995020895
676646	26/10/2015	ZSCR	551	040-2	NA	'045	A2C82872901	NA	A2C34172200	3	1402	TSG*GM PWE PCB TOP MAN. ASSEMB	NA	HALB	S.Real/AutoBF	163.29	S6_KWANG JIN_J.JAVIER B	NO	4995021656
676647	26/10/2015	ZSCR	551	040-2	NA	'045	A2C82872901	NA	A2C34172200	4	1402	TSG*GM PWE PCB TOP MAN. ASSEMB	NA	HALB	S.Real/AutoBF	217.72	S6_KWANG JIN_J.JAVIER B	NO	4995021656
676650	26/10/2015	ZSCR	551	040-3	NA	'045	5WK48041	3	5WK48041	6	1403	NISSAN 5.6 VERSION A	NA	FERT	NA	356.1	S2_NISSAN STEPS_A.ANTON	NO	4995021791
676653	26/10/2015	ZSCR	551	040-3	NA	'045	5WK48042	3	5WK48042	8	1403	NISSAN 5.6 VERSION B	NA	FERT	NA	640.88	S2_NISSAN STEPS_A.ANTON	NO	4995021804
676655	26/10/2015	ZSCR	551	040-2	NA	'045	S122736202L	NA	A2C53414274	58	1402	bracket TLS_BCM_SQUAR B	NA	ROH	NA	124.12	S2_BCM SQUARE D_R.RODRI	NO	4995021263
676656	26/10/2015	ZSCR	551	034-3	NA	'045	S122736202QS	NA	A2C90508400	10	1343	pcb assy BCU P42J/K	NA	HALB	S.Real/AutoBF	2748	S2_BCM SQUARE D_R.RODRI	NO	4995020836
676659	26/10/2015	ZSCR	551	040-2	NA	'045	5WK48041	3	5WK48041	1	1402	NISSAN 5.6 VERSION A	NA	FERT	NA	59.35	S2_NISSAN STEPS_A.ANTON	NO	4995020887
676660	26/10/2015	ZSCR	551	040-2	NA	'045	5WK48041	NA	6594392075	1	1402	"100UF,20%,35V,HOL,AL,ELEC CAP/"	NA	ROH	NA	0.45	S2_NISSAN STEPS_A.ANTON	NO	4995020949
676660	26/10/2015	ZSCR	551	040-2	NA	'045	5WK48041	NA	6598037603	3	1402	CARCASA-ANTENA NISSAN	NA	ROH	NA	55.17	S2_NISSAN STEPS_A.ANTON	NO	4995020971
676660	26/10/2015	ZSCR	551	040-2	NA	'045	6598037611	NA	6598037611	1	1402	SUBENSAMBLE NISSAN 5.6 V-A	NA	HALB	S.Real	32.55	S2_NISSAN STEPS_A.ANTON	NO	4995021417
676661	26/10/2015	ZSCR	551	040-3	NA	'045	A2C94792902	NA	A2C97873001	2	1403	pcb assy LCM v02 +ALM	NA	HALB	S.Real	211.54	S1_ABM_. (APROBACION A	NO	4995022079
676677	26/10/2015	ZSCR	551	040-3	NA	'045	5WY8800	NA	A2C53282666	9	1403	"housing 153,0x 92,0"	NA	ROH	NA	65.52	S1_ABM_. (APROBACION A	NO	4995021839
676689	26/10/2015	ZSCR	551	034-2	NA	'045	A2C82872900	NA	A2C34172200	5	1342	TSG*GM PWE PCB TOP MAN. ASSEMB	NA	HALB	S.Real/AutoBF	272.15	S6_KWANG JIN_J.JAVIER B	NO	4995020814
676690	26/10/2015	ZSCR	551	034-2	NA	'045	A2C73843508	8570	A2C73843508	15	1342	DCM*GM GLOBAL NEC_EX2	NA	FERT	NA	714.15	S6_KWANG JIN_J.JAVIER B	NO	4995019091
676693	26/10/2015	ZSCR	551	040-2	NA	'045	A2C73843508	8570	A2C73843508	12	1402	DCM*GM GLOBAL NEC_EX2	NA	FERT	NA	571.32	S6_KWANG JIN_J.JAVIER B	NO	4995020895
676696	26/10/2015	ZSCR	551	040-2	NA	'045	A2C73843501	NA	A2C73843601	3	1402	DCM*GM GLOBAL NEC_EX2 PCB TOP MAN. ASS.	NA	HALB	S.Real/AutoBF	115.23	S6_KWANG JIN_J.JAVIER B	NO	4995021666
676698	26/10/2015	ZSCR	551	040-3	NA	'045	A2C97873001	NA	A2C97873001	3	1403	pcb assy LCM v02 +ALM	NA	HALB	S.Real	317.31	S1_ABM_. (APROBACION A	NO	4995022079
676773	26/10/2015	ZSCR	551	040-1	NA	'045	A2C38269000	NA	A2C38269000	2	1401	pcb assy BCU	NA	HALB	S.Real	566.24	S1_NISSAN BCM 5TH BUNDL	NO	4995019578
676782	26/10/2015	ZSCR	551	040-2	NA	'045	A2C94792902	NA	A2C97873001	1	1402	pcb assy LCM v02 +ALM	NA	HALB	S.Real	105.77	S1_ABM_. (APROBACION A	NO	4995021630
676800	26/10/2015	ZSCR	551	040-3	NA	'045	A2C94792502	NA	A2C97871601	2	1403	pcb assy LCM v01 Base	NA	HALB	S.Real	186.1	S1_ABM_. (APROBACION A	NO	4995022062
676802	26/10/2015	ZSCR	551	040-2	NA	'045	A2C95891600	77AA	A2C95891600	1	1402	BCU VW PQ25 MY15 ZE 315max V44 max MID	NA	FERT	NA	307.92	S4_PQ25 LP3_. (APROBAC	NO	4995020883
676952	27/10/2015	ZSCR	551	030-1	NA	'045	A2C9787300192	NA	A2C53282673	4	1301	pcb panel multiple 4-up	NA	ROH	NA	53.12	S1_ABM_.	NO	4995018976
676962	27/10/2015	ZSCR	551	030-1	NA	'045	S180192100C	NA	A2C32184705	2	1301	pcb	NA	ROH	NA	95.46	S2_CMF1_.	NO	4995018962
676984	27/10/2015	ZSCR	551	030-1	NA	'045	A2C97871601	NA	A2C9787160193	1	1301	SMD lado TOP	NA	HALB	S.Real	69.91	S1_ABM_.	NO	4995020259
676987	27/10/2015	ZSCR	551	030-1	NA	'045	A2C97871601	NA	A2C9787160193	1	1301	SMD lado TOP	NA	HALB	S.Real	69.91	S1_ABM_.	NO	4995020259
677001	27/10/2015	ZSCR	551	040-1	NA	'045	A2C9787300192	NA	A2C53282673	4	1401	pcb panel multiple 4-up	NA	ROH	NA	53.12	S1_ABM_.	NO	4995019433
677004	27/10/2015	ZSCR	551	040-3	NA	'063	A2C3122130092	NA	A2C3122130092	1	1403	PCB Assy 5B 433.92 MHz	NA	HALB	S.Real	46.42	S1_NISSAN KEY FOB CMF1_	NO	4995021859
677004	27/10/2015	ZSCR	551	040-3	NA	'063	A2C3280500092	NA	A2C3280500092	4	1403	circuit board assy TPM bottom	NA	HALB	S.Real	162.48	S1_NISSAN KEY FOB CMF1_	NO	4995021957
677004	27/10/2015	ZSCR	551	040-3	NA	'063	A2C53297309B	NA	A2C53297309B	10	1403	SMD Subassy NIS US 315 M 2bundle	NA	HALB	S.Real	446.4	S1_NISSAN KEY FOB CMF1_	NO	4995021969
677009	27/10/2015	ZSCR	551	030-1	NA	'045	S180192100C	NA	A2C32184705	6	1301	pcb	NA	ROH	NA	286.38	S2_CMF1_.	NO	4995018962
677014	27/10/2015	ZSCR	551	030-1	NA	'045	A2C82872901	NA	A2C34172200	1	1301	TSG*GM PWE PCB TOP MAN. ASSEMB	NA	HALB	S.Real/AutoBF	54.43	S6_KWANG JIN_J.JAVIER B	NO	4995020442
677017	27/10/2015	ZSCR	551	030-1	NA	'045	S180192180B	NA	A2C97515701	1	1301	electronic assy BCU	NA	HALB	S.Real	292.12	S2_CMF1_.	NO	4995020202
677027	27/10/2015	ZSCR	551	030-1	NA	'045	S180192175A	NA	A2C8275261093	1	1301	electronic assy BCU TOP	NA	HALB	S.Real	210.37	S2_CMF1_.	NO	4995020069
677035	27/10/2015	ZSCR	551	030-1	NA	'045	S180192170A	NA	A2C8275221193	1	1301	electronic assy BCU	NA	HALB	S.Real	258.29	S2_CMF1_.	NO	4995020047
677122	27/10/2015	ZSCR	551	030-1	NA	'045	S180192175A	NA	A2C8275261093	1	1301	electronic assy BCU TOP	NA	HALB	S.Real	210.37	S2_CMF1_. (APROBACION	NO	4995020069
677145	27/10/2015	ZSCR	551	030-1	NA	'045	A2C97873001	NA	A2C9787300193	1	1301	SMD lado TOP	NA	HALB	S.Real	83.25	S1_ABM_.	NO	4995020357
677148	27/10/2015	ZSCR	551	030-1	NA	'045	A2C96023200	NA	A2C8480800093	1	1301	pcb assy BCU Top	NA	HALB	S.Real	98.04	S4_PQ GATEWAY MY13_. (	NO	4995020123
677174	27/10/2015	ZSCR	551	030-1	NA	'045	S180192173BS	NA	A2C8275211193	1	1301	electronic assy BCU TOP	NA	HALB	S.Real	278.83	S2_CMF1_. (APROBACION	NO	4995020007
677263	27/10/2015	ZSCR	551	040-2	NA	'045	5WY8800	NA	A2C53282666	4	1402	"housing 153,0x 92,0"	NA	ROH	NA	29.12	S1_ABM_.	NO	4995020997
677297	27/10/2015	ZSCR	551	030-1	NA	'063	A2C3280500092	NA	A2C3280500092	7	1301	circuit board assy TPM bottom	NA	HALB	S.Real	284.34	S1_NISSAN KEY FOB CMF1_	NO	4995019926
677297	27/10/2015	ZSCR	551	030-1	NA	'063	A2C53297306B	NA	A2C53297306B	4	1301	SMD Subassy NIS US 315MH 2bundle; top	NA	HALB	S.Real	182.96	S1_NISSAN KEY FOB CMF1_	NO	4995019971
677301	27/10/2015	ZSCR	551	030-1	NA	'063	A2C3280500092	NA	A2C3280500092	1	1301	circuit board assy TPM bottom	NA	HALB	S.Real	40.62	S1_NISSAN KEY FOB CMF1_	NO	4995019926
677347	27/10/2015	ZSCR	551	030-1	NA	'045	S180192175A	NA	A2C8275261093	1	1301	electronic assy BCU TOP	NA	HALB	S.Real	210.37	S2_CMF1_. (APROBACION	NO	4995020069
677355	27/10/2015	MB1A	551	010-4	B30301-02310	'045	NA	NA	A2C95891800	2	1104	pcb assy BCU 315 V44	QN410115160	HALB	S.Real	583.66	410115160_PQ25 L	NO	4995018761
677361	27/10/2015	MB1A	551	010-4	B30301-02310	'045	NA	NA	A2C95891800	1	1104	pcb assy BCU 315 V44	QN410115160	HALB	S.Real	291.83	410115160_PQ25 L	NO	4995018761
677362	27/10/2015	MB1A	951	025-3	NA	'045	A2C95891800	NA	A2C95891800	1	1253	pcb assy BCU 315 V44	VUG102575	HALB	S.Real	291.83	S4_PQ25 LP3_. (APROBAC	NO	4995018882
677391	28/10/2015	ZSCR	551	040-2	NA	'045	A2C95891600	NA	A2C95891800	1	1402	pcb assy BCU 315 V44	NA	HALB	S.Real	291.83	S4_PQ25 LP3_. (APROBAC	NO	4995021612
677392	28/10/2015	ZSCR	551	040-3	NA	'045	A2C95891600	NA	A2C95891800	1	1403	pcb assy BCU 315 V44	NA	HALB	S.Real	291.83	S4_PQ25 LP3_. (APROBAC	NO	4995022043
677393	28/10/2015	ZSCR	551	050-1	NA	'045	A2C95891800	NA	A2C95891800	1	1501	pcb assy BCU 315 V44	NA	HALB	S.Real	291.83	S4_PQ25 LP3_. (APROBAC	NO	4995022341
677394	28/10/2015	ZSCR	551	040-2	NA	'045	A2C95891600	NA	A2C95891800	1	1402	pcb assy BCU 315 V44	NA	HALB	S.Real	291.83	S4_PQ25 LP3_. (APROBAC	NO	4995021612
677395	28/10/2015	ZSCR	551	040-3	NA	'045	A2C95891600	NA	A2C95891800	1	1403	pcb assy BCU 315 V44	NA	HALB	S.Real	291.83	S4_PQ25 LP3_. (APROBAC	NO	4995022043
677468	28/10/2015	ZSCR	551	040-5	NA	'045	S122736400D	NA	A2C84152400	24	1405	pcb	NA	ROH	NA	770.88	S1_NISSAN BCM 5TH BUNDL	NO	4995022318
677557	28/10/2015	ZSCR	551	030-1	NA	'063	A2C3122130092	NA	A2C3122130092	12	1301	PCB Assy 5B 433.92 MHz	NA	HALB	S.Real	557.04	S1_NISSAN KEY FOB CMF1_	NO	4995019761
677557	28/10/2015	ZSCR	551	030-1	NA	'063	A2C3280490093	NA	A2C3280490093	3	1301	circuit board assy TPM TOP	NA	HALB	S.Real/AutoBF	71.46	S1_NISSAN KEY FOB CMF1_	NO	4995020427
677577	28/10/2015	ZSCR	551	040-1	NA	'045	A2C9978590001	NA	A2C38268900	1	1401	pcb assy BCU	NA	HALB	S.Real	267.98	S2_BCM SQUARE D_R.RODRI	NO	4995019557
677577	28/10/2015	ZSCR	551	040-1	NA	'045	S122736221A	NA	A2C90508400	2	1401	pcb assy BCU P42J/K	NA	HALB	S.Real/AutoBF	549.6	S2_BCM SQUARE D_R.RODRI	NO	4995019719
677648	28/10/2015	ZSCR	551	040-2	NA	'045	S180192175A	NA	A2C82752610	1	1402	electronic assy BCU	NA	HALB	S.Real	220.01	S2_CMF1_. (APROBACION	NO	4995021501
677649	28/10/2015	ZSCR	551	030-1	NA	'045	A2C73843504	NA	A2C7384360293	3	1301	DCM*GM GLOBAL NEC_EX2 PCB TOP MAN. ASS.	NA	HALB	S.Real	47.79	S6_KWANG JIN_J.JAVIER B	NO	4995019979
677652	28/10/2015	ZSCR	551	030-1	NA	'045	A2C9978590001	NA	A2C3826890093	1	1301	pcb assy BCU L42L NAM	NA	HALB	S.Real	225.82	S1_NISSAN BCM 5TH BUNDL	NO	4995019953
677655	28/10/2015	ZSCR	551	030-1	NA	'045	S122736400D	NA	A2C84152400	4	1301	pcb	NA	ROH	NA	128.48	S1_NISSAN BCM 5TH BUNDL	NO	4995019057
677656	28/10/2015	ZSCR	551	030-1	NA	'045	S180192100C	NA	A2C32184705	2	1301	pcb	NA	ROH	NA	95.46	S2_CMF1_. (APROBACION	NO	4995018962
677657	28/10/2015	ZSCR	551	030-1	NA	'045	S122736504B	NA	A2C9589670092	8	1301	pcb assy BCU P42JK NA SMD BOT	NA	HALB	S.Real/AutoBF	548.4	S1_NISSAN BCM 5TH BUNDL	NO	4995020633
677658	28/10/2015	ZSCR	551	030-1	NA	'045	S180192180B	NA	A2C97515701	1	1301	electronic assy BCU	NA	HALB	S.Real	292.12	S2_CMF1_. (APROBACION	NO	4995020202
677661	28/10/2015	ZSCR	551	030-1	NA	'045	S180192175A	NA	A2C8275261093	5	1301	electronic assy BCU TOP	NA	HALB	S.Real	1051.85	S2_CMF1_. (APROBACION	NO	4995020069
677663	28/10/2015	ZSCR	551	030-1	NA	'045	S180192185B	NA	A2C97516001	1	1301	electronic assy BCU	NA	HALB	S.Real	242.14	S2_CMF1_. (APROBACION	NO	4995020243
677677	28/10/2015	ZSCR	551	030-1	NA	'045	A2C9787300192	NA	A2C53282673	12	1301	pcb panel multiple 4-up	NA	ROH	NA	159.36	S1_ABM_.	NO	4995018976
677683	28/10/2015	ZSCR	551	030-1	NA	'045	S180192100C	NA	A2C32184705	2	1301	pcb	NA	ROH	NA	95.46	S2_CMF1_. (APROBACION	NO	4995018962
677686	28/10/2015	ZSCR	551	022-2	NA	'045	S122736400G	NA	A2C84152400	4	1222	pcb	NA	ROH	NA	128.48	S1_NISSAN BCM 5TH BUNDL	NO	4995018818
677694	28/10/2015	ZSCR	551	030-1	NA	'045	A2C9978590001	NA	A2C3826890092	4	1301	pcb assy BCU L42L NAM	NA	HALB	S.Real/AutoBF	262.12	S1_NISSAN BCM 5TH BUNDL	NO	4995020485
677695	28/10/2015	ZSCR	551	040-1	NA	'063	A2C3122130092	NA	A2C3122130092	8	1401	PCB Assy 5B 433.92 MHz	NA	HALB	S.Real	371.36	S1_NISSAN KEY FOB CMF1_	NO	4995019512
677695	28/10/2015	ZSCR	551	040-1	NA	'063	A2C3280420092	NA	A2C3280420092	18	1401	circuit board assy TPM Bottom	NA	HALB	S.Real	758.88	S1_NISSAN KEY FOB CMF1_	NO	4995019518
677695	28/10/2015	ZSCR	551	040-1	NA	'063	A2C3280490092	NA	A2C3280490092	2	1401	circuit board assy TPM Bottom	NA	HALB	S.Real	81.24	S1_NISSAN KEY FOB CMF1_	NO	4995019527
677695	28/10/2015	ZSCR	551	040-1	NA	'063	A2C3280500092	NA	A2C3280500092	29	1401	circuit board assy TPM bottom	NA	HALB	S.Real	1177.98	S1_NISSAN KEY FOB CMF1_	NO	4995019533
677695	28/10/2015	ZSCR	551	040-1	NA	'063	A2C3280550092	NA	A2C3280550092	7	1401	circuit board assy TPM	NA	HALB	S.Real	290.92	S1_NISSAN KEY FOB CMF1_	NO	4995019543
677695	28/10/2015	ZSCR	551	040-1	NA	'063	A2C3280590092	NA	A2C3280590092	1	1401	circuit board assy TPM bottom	NA	HALB	S.Real	41.55	S1_NISSAN KEY FOB CMF1_	NO	4995019548
677695	28/10/2015	ZSCR	551	040-1	NA	'063	A2C53285996B	NA	A2C53285996B	14	1401	SMD Subassembly Key Fob 4B HWC	NA	HALB	S.Real	649.74	S1_NISSAN KEY FOB CMF1_	NO	4995019600
677695	28/10/2015	ZSCR	551	040-1	NA	'063	A2C53285996B	NA	A2C53285996B	10	1401	SMD Subassembly Key Fob 4B HWC	NA	HALB	S.Real	464.1	S1_NISSAN KEY FOB CMF1_	NO	4995019600
677695	28/10/2015	ZSCR	551	040-1	NA	'063	A2C53297306B	NA	A2C53297306B	3	1401	SMD Subassy NIS US 315MH 2bundle; top	NA	HALB	S.Real	137.22	S1_NISSAN KEY FOB CMF1_	NO	4995019611
677695	28/10/2015	ZSCR	551	040-1	NA	'063	A2C53297308B	NA	A2C53297308B	1	1401	SMD Subassy NIS EUR 433. 2bundle	NA	HALB	S.Real	44.64	S1_NISSAN KEY FOB CMF1_	NO	4995019619
677695	28/10/2015	ZSCR	551	040-1	NA	'063	A2C53359316B	NA	A2C53359316B	1	1401	Subassy KOR 3B 2nd bundle BOT	NA	HALB	S.Real	44.64	S1_NISSAN KEY FOB CMF1_	NO	4995019633
677697	28/10/2015	MB1A	951	025-3	NA	'045	NA	NA	A2C95891800	3	1253	pcb assy BCU 315 V44	VUG102575	HALB	S.Real	875.49	S4_PQ25 LP3_. (APROBAC	NO	4995018882
677700	28/10/2015	MB1A	951	025-3	NA	'045	NA	NA	A2C95891800	1	1253	pcb assy BCU 315 V44	VUG102575	HALB	S.Real	291.83	S4_PQ25 LP3_. (APROBAC	NO	4995018882
677702	28/10/2015	MB1A	551	010-4	B30301-02310	'045	NA	NA	A2C95891800	1	1104	pcb assy BCU 315 V44	QN410114952	HALB	S.Real	291.83	410114952_PQ25 L	NO	4995018761
677704	28/10/2015	MB1A	951	025-3	NA	'045	A2C95891400	NA	A2C95891700	1	1253	pcb assy BCU 434 V43	VUG102575	HALB	S.Real	292.22	S4_PQ25 LP3_. (APROBAC	NO	4995018882
677743	28/10/2015	ZSCR	551	040-3	NA	'045	A2C94792502	NA	A2C97871601	2	1403	pcb assy LCM v01 Base	NA	HALB	S.Real	186.1	S1_ABM_.	NO	4995022062
677746	28/10/2015	ZSCR	551	040-1	NA	'045	A2C97871601	NA	A2C97871601	2	1401	pcb assy LCM v01 Base	NA	HALB	S.Real	186.1	S1_ABM_.	NO	4995019707
677748	28/10/2015	ZSCR	551	030-1	NA	'045	A2C73843508	7986	A2C73843508	4	1301	DCM*GM GLOBAL NEC_EX2	NA	FERT	NA	190.44	S6_KWANG JIN_J.JAVIER B	NO	4995018928
677762	28/10/2015	ZSCR	551	040-4	NA	'045	S180192100C	NA	A2C32559700	7	1404	housing	NA	ROH	NA	51.94	S2_CMF1_. (APROBACION	NO	4995022239
677762	28/10/2015	ZSCR	551	040-4	NA	'045	S180192100C	NA	A2C32559800	7	1404	housing	NA	ROH	NA	34.23	S2_CMF1_. (APROBACION	NO	4995022271
677768	28/10/2015	ZSCR	551	034-2	NA	'045	A2C73843508	7986	A2C73843508	2	1342	DCM*GM GLOBAL NEC_EX2	NA	FERT	NA	95.22	S6_KWANG JIN_J.JAVIER B	NO	4995019091
677776	28/10/2015	MB1A	551	010-3	95000005	'045	NA	7986	A2C73843508	3	1103	DCM*GM GLOBAL NEC_EX2	QN410108387	FERT	NA	142.83	410108387_KWANG	NO	4995018736
677809	28/10/2015	MB1A	551	010-3	95000005	'045	NA	8570	A2C73843508	3	1103	DCM*GM GLOBAL NEC_EX2	QN410108387	FERT	NA	142.83	410108387_KWANG	NO	4995018736
677823	28/10/2015	ZSCR	551	034-2	NA	'045	S180192100C	NA	A2C84175800	450	1342	"tab 2,3x0,64 PF"	NA	ROH	NA	90	S2_CMF1_. (APROBACION	NO	4995019288
677884	28/10/2015	ZSCR	551	034-2	NA	'063	5WK49523	NA	A2C00004906	5	1342	"EM OTH BATTERY/CR2032,220mAh,3V"	NA	ROH	NA	8.15	S1_NISSAN KEY FOB CMF1_	NO	4995019129
677884	28/10/2015	ZSCR	551	034-2	NA	'063	A2C3280490092	NA	A2C3280490092	1	1342	circuit board assy TPM Bottom	NA	HALB	S.Real	40.62	S1_NISSAN KEY FOB CMF1_	NO	4995020745
677884	28/10/2015	ZSCR	551	034-2	NA	'063	A2C3280500092	NA	A2C3280500092	10	1342	circuit board assy TPM bottom	NA	HALB	S.Real	406.2	S1_NISSAN KEY FOB CMF1_	NO	4995020751
677884	28/10/2015	ZSCR	551	034-2	NA	'063	A2C3280550092	NA	A2C3280550092	1	1342	circuit board assy TPM	NA	HALB	S.Real	41.56	S1_NISSAN KEY FOB CMF1_	NO	4995020756
677884	28/10/2015	ZSCR	551	034-2	NA	'063	A2C33336601	NA	A2C98097700	4	1342	housing bottom	NA	ROH	NA	16.28	S1_NISSAN KEY FOB CMF1_	NO	4995019335
677885	28/10/2015	ZSCR	551	030-1	NA	'063	A2C3280500092	NA	A2C3280500092	2	1301	circuit board assy TPM bottom	NA	HALB	S.Real	81.24	S1_NISSAN KEY FOB CMF1_	NO	4995019926
677886	28/10/2015	ZSCR	551	030-1	NA	'063	A2C3280490092	NA	A2C3280490092	7	1301	circuit board assy TPM Bottom	NA	HALB	S.Real	284.34	S1_NISSAN KEY FOB CMF1_	NO	4995019775
677887	28/10/2015	ZSCR	551	040-3	NA	'063	A2C3280490092	NA	A2C3280490092	1	1403	circuit board assy TPM Bottom	NA	HALB	S.Real	40.62	S1_NISSAN KEY FOB CMF1_	NO	4995021948
677887	28/10/2015	ZSCR	551	040-3	NA	'063	A2C3280500092	NA	A2C3280500092	1	1403	circuit board assy TPM bottom	NA	HALB	S.Real	40.62	S1_NISSAN KEY FOB CMF1_	NO	4995021957
677888	28/10/2015	ZSCR	551	034-1	NA	'063	A2C3280500092	NA	A2C3280500092	3	1341	circuit board assy TPM bottom	NA	HALB	S.Real	121.86	S1_NISSAN KEY FOB CMF1_	NO	4995020676
