No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	3011	045		Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
574787	14/01/2015	ZSCR	551	040-3	NA	'045	A2C82982900	NA	A2C82982900	380				1403	pcb assy BCU	NA	HALB	S.Real	113559.2	S6_KWANG JIN_J.JAVIER B	NO	4986779851
577412	21/01/2015	ZSCR	551	030-1	NA	'045	A2C32828200	NA	A2C00054061	11	3011	045		1301	"MICRO,TWIN,12V,RELAY/G8NB-27SR"	NA	ROH	NA	84.37	S4_PQ25 LP3_.	NO	4986782725
578462	23/01/2015	ZSCR	551	035-1	NA	'045	A2C32707401	NA	A2C00054061	6	3011	045		1351	"MICRO,TWIN,12V,RELAY/G8NB-27SR"	NA	ROH	NA	49.02	S4_PQ25 LP3_.	NO	4986782725
578709	23/01/2015	ZSCR	551	035-1	NA	'045	A2C32707400	NA	A2C00054061	4	3011	045		1351	"MICRO,TWIN,12V,RELAY/G8NB-27SR"	NA	ROH	NA	32.68	S4_PQ25 LP3_.	NO	4986782725
578747	24/01/2015	ZSCR	551	035-1	NA	'045	A2C32707400	NA	A2C00054061	3	3011	045		1351	"MICRO,TWIN,12V,RELAY/G8NB-27SR"	NA	ROH	NA	24.51	S4_PQ25 LP3_.	NO	4986782725
579680	26/01/2015	ZSCR	551	035-1	NA	'045	A2C32828300	NA	A2C00054061	4	3011	045		1351	"MICRO,TWIN,12V,RELAY/G8NB-27SR"	NA	ROH	NA	32.68	S4_PQ25 LP3_.	NO	4986782725
579771	26/01/2015	ZSCR	551	030-1	NA	'045	A2C32828300	NA	A2C00054061	2	3011	045		1301	"MICRO,TWIN,12V,RELAY/G8NB-27SR"	NA	ROH	NA	16.34	S4_PQ25 LP3_.	NO	4986782725
580252	27/01/2015	ZSCR	551	035-1	NA	'045	A2C32828300	NA	A2C00054061	5	3011	045		1351	"MICRO,TWIN,12V,RELAY/G8NB-27SR"	NA	ROH	NA	40.85	S4_PQ25 LP3_.	NO	4986782725
580311	27/01/2015	ZSCR	551	030-1	NA	'045	A2C32828300	NA	A2C00054061	2	3011	045		1301	"MICRO,TWIN,12V,RELAY/G8NB-27SR"	NA	ROH	NA	16.34	S4_PQ25 LP3_.	NO	4986782725
581156	29/01/2015	ZSCR	551	035-1	NA	'045	A2C3276130193	NA	A2C00054060	7	3011	045		1351	"MICRO,SINGLE,12V,RELAY/G8NB-17SR"	NA	ROH	NA	28.63	S4_PQ25 LP3_.	NO	4986782813
