No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	 	 	 	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
208073	9/21/2012	ZSCR	551	034-2	NA	'015	A2C53345109	NA	A2C53327812	4	3011	015	 	1342	"sealing ring 10x 4,4"	NA	ROH	NA	7.48	S5_TG1C HONDA_MIGUEL QU	NO	4961459183
208073	9/21/2012	ZSCR	551	034-2	NA	'015	A2C53345109	NA	A2C53277894	4	3011	015	 	1342	valve housing	NA	ROH	NA	24.68	S5_TG1C HONDA_MIGUEL QU	NO	4961459183
208079	9/21/2012	MB1A	551	034-2	K96019	'015	NA	NA	A2C53429215	39	3011	015	 	1095	parts kit assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	2681.64	S5_TIS1C127 HMC_ADRIANA	NO	4961458836
208081	9/21/2012	MB1A	551	034-2	K96019	'015	NA	NA	A2C53429204	6	3011	015	 	1095	wheel unit TPM 315 MHz	NA	HALB	S.Real/AutoBF	485.22	S5_TIS1C127 HMC_ADRIANA	NO	4961458836
208083	9/21/2012	MB1A	551	040-1	K96019	'015	NA	NA	A2C53429204	3	3011	015	 	1095	wheel unit TPM 315 MHz	NA	HALB	S.Real/AutoBF	242.61	S5_TIS1C127 HMC_ADRIANA	NO	4961458836
208107	9/21/2012	ZSCR	551	030-1	NA	'050	5WY9011M	NA	A2C53428227	4	3011	050	 	1301	PIN	NA	ROH	NA	1.16	S1_TIPM MEDIUM_PABLO PA	NO	4961459045
208107	9/21/2012	ZSCR	551	030-1	NA	'050	5WY9011M	NA	A2C53428228	10	3011	050	 	1301	PIN	NA	ROH	NA	2.7	S1_TIPM MEDIUM_PABLO PA	NO	4961459045
208107	9/21/2012	ZSCR	551	030-1	NA	'050	5WY9011M	NA	A2C53428229	176	3011	050	 	1301	"PIN,TNG FORK (TALL)"	NA	ROH	NA	56.32	S1_TIPM MEDIUM_PABLO PA	NO	4961459045
208107	9/21/2012	ZSCR	551	030-1	NA	'050	5WY9011M	NA	A2C31229200	22	3011	050	 	1301	"PCB RIGID,1001-2-00 TIPM MED MY12 Ci S1"	NA	ROH	NA	1393.48	S1_TIPM MEDIUM_PABLO PA	NO	4961459045
208109	9/21/2012	ZSCR	551	034-2	NA	'015	5WK49844	NA	A2C53301001	5	3011	015	 	1342	Bracket LF SHELF	NA	ROH	NA	51.95	S1_LF_ADRIAN CEBALLOS (	NO	4961459104
208109	9/21/2012	ZSCR	551	034-2	NA	'015	5WK49844	NA	A2C53278573	1	3011	015	 	1342	antenna	NA	ROH	NA	17.08	S1_LF_ADRIAN CEBALLOS (	NO	4961459104
208109	9/21/2012	ZSCR	551	034-2	NA	'015	A2C53323931	NA	A2C53323930	1	3011	015	 	1342	Bracket	NA	ROH	NA	2.86	S1_LF_ADRIAN CEBALLOS (	NO	4961459163
208110	9/21/2012	ZSCR	551	034-2	NA	'015	5WK49308	NA	A2C53380226	3	3011	015	 	1342	housing bottom	NA	ROH	NA	3.03	S5_TXK_JORGE AGUILAR (A	NO	4961459079
208110	9/21/2012	ZSCR	551	034-2	NA	'015	5WK49308	NA	A2C53215555	3	3011	015	 	1342	contact spring	NA	ROH	NA	0.72	S5_TXK_JORGE AGUILAR (A	NO	4961459079
208114	9/21/2012	ZSCR	551	040-2	NA	'015	5WK49309	NA	A2C53215553	1	3011	015	 	1402	sealing	NA	ROH	NA	8.3	S5_TXK_JORGE AGUILAR (A	NO	4961459199
208116	9/21/2012	ZSCR	551	034-1	NA	'050	5WY9011M	NA	A2C53428221	500	3011	050	 	1341	"PIN,STPD,COP,BRD TO BRD RCPT (TYCO)"	NA	ROH	NA	415	S1_TIPM MEDIUM_PABLO PA	NO	4961459062
208117	9/21/2012	ZSCR	551	034-2	NA	'050	5WK49845	NA	A2C53331175	151	3011	050	 	1342	antenna	NA	ROH	NA	241.6	S5_TG ECU_JORGE AGUILAR	NO	4961459113
208118	9/21/2012	ZSCR	551	034-2	NA	'050	5WK49393	NA	A2C00046713	14	3011	050	 	1342	"470uF,20%,25V,SMD,AL,ELEC CAP/470uF_25V_"	NA	ROH	NA	14.28	S5_INMMO_JORGE AGUILAR	NO	4961459096
208119	9/21/2012	ZSCR	551	034-2	NA	'050	5WK49845	NA	A2C53331174	9	3011	050	 	1342	antenna	NA	ROH	NA	14.85	S5_TG ECU_JORGE AGUILAR	NO	4961459113
208120	9/21/2012	ZSCR	551	034-2	NA	'050	5WK49210	NA	A2C00041005	10	3011	050	 	1342	"uPD78F0889GB(A)-GAH,V3.0,LQFP64 (10x10),"	NA	ROH	NA	152	S5_TG ECU_JORGE AGUILAR	NO	4961459068
208121	9/21/2012	ZSCR	551	034-2	NA	'050	5WK49845	NA	A2C53341943	28	3011	050	 	1342	receiver bleifrei	NA	ROH	NA	752.36	S5_TG ECU_JORGE AGUILAR	NO	4961459113
208125	9/21/2012	ZSCR	551	022-2	NA	'015	5WK49845	NA	A2C53335101	4	3011	015	 	1222	pin header 20P H 2R PF BK	NA	ROH	NA	184.56	S5_TG ECU_JORGE AGUILAR	NO	4961458907
208150	9/22/2012	MB1A	551	023-2	NA	'015	NA	NA	6598287001	6	3011	015	 	1232	Housing with antenna LF Initiator	NA	ROH	NA	85.44	S1_LF_ADRIAN CEBALLOS (	NO	4961458864
208150	9/22/2012	MB1A	551	023-2	NA	'015	NA	NA	A2C53194519	5	3011	015	 	1232	BRACKET LF Initiator DH RIGHT FRONT	NA	ROH	NA	43.05	S1_LF_ADRIAN CEBALLOS (	NO	4961458864
208150	9/22/2012	MB1A	551	023-2	NA	'015	NA	NA	A2C53310663C	26	3011	015	 	1232	LF INITIATOR FINAL ASSEMBLY	NA	HALB	S.Real/AutoBF	999.44	S1_LF_ADRIAN CEBALLOS (	NO	4961458864
208150	9/22/2012	MB1A	551	023-2	NA	'015	NA	NA	A2C53310663H	3	3011	015	 	1232	LF INITIATOR FINAL ASSEMBLY HMC	NA	HALB	S.Real/AutoBF	116.19	S1_LF_ADRIAN CEBALLOS (	NO	4961458864
208162	9/22/2012	ZSCR	551	034-2	NA	'050	5WY9011M	NA	A2C53428222	937	3011	050	 	1342	"PIN,SQUARE,BERYLLIUM-COPPER"	NA	ROH	NA	196.77	S1_TIPM MEDIUM_PABLO PA	NO	4961459146
208165	9/22/2012	ZSCR	551	030-1	NA	'050	5WY7210	NA	6598172152	35	3011	050	 	1301	PCB SKREEK KJEU FR-4 DOUBLE SIDED PLATED	NA	ROH	NA	80.85	S1_SKREEK_ (APROBACION	NO	4961458983
208166	9/22/2012	ZSCR	551	034-2	NA	'050	5WY8547	NA	A2C30840500	48	3011	050	 	1342	PCB	NA	ROH	NA	74.4	S1_TG1C HYUNDAI_MIGUEL	NO	4961459127
208342	9/22/2012	ZSCR	551	030-1	NA	'050	5WY8918	NA	A2C32119500	2	3011	050	 	1301	PCB -MY12 1SPDJB W/ HELIX ANTENNA ST DRV	NA	ROH	NA	96.06	S1_SPDJB_PABLO PALMER-C	NO	4961459034
208345	9/22/2012	ZSCR	551	030-1	NA	'050	S180052034	NA	A2C30840500	48	3011	050	 	1301	PCB	NA	ROH	NA	74.4	S1_TG1C DCX_JAIME JIMEN	NO	4961459058
