No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	 	 	 	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
319176	6/29/2013	ZSCR	551	030-1	NA	'050	S180052025	NA	A2C86363000	48	3011	050	 	1301	pcb	NA	ROH	NA	72	S5_TG1C HONDA_MIGUEL QU	NO	4968621186
319179	6/29/2013	ZSCR	551	034-2	NA	'050	S180052025	NA	A2C86363000	48	3011	050	 	1342	pcb	NA	ROH	NA	72	S5_TG1C HONDA_MIGUEL QU	NO	4968621575
319188	6/29/2013	ZSCR	551	030-1	NA	'015	A2C53345109	NA	A2C80584900	7	3011		 	1301	circuit board assy TPM	NA	HALB	S.Real/AutoBF	214.2	S5_TG1C HONDA_MIGUEL QU	NO	4968618852
319191	6/29/2013	ZSCR	551	030-1	NA	'015	A2C38189400	NA	A2C3818940093	2	3011		 	1301	circuit board assy TPM 315 MHz Top	NA	HALB	S.Real	61.08	S1_TG1C HYUNDAI_MIGUEL	NO	4968620849
319194	6/29/2013	ZSCR	551	030-1	NA	'015	5WY8547	NA	A2C3144240093	8	3011		 	1301	circuit board assy TPM 315 MHz Top	NA	HALB	S.Real	243.76	S1_TG1C DCX_JAIME JIMEN	NO	4968620945
319204	6/29/2013	ZSCR	551	030-1	NA	'015	A2C53429204	NA	A2C80640100	13	3011		 	1301	circuit board assy TPM	NA	HALB	S.Real/AutoBF	351.26	S5_TIS1C127 HMC_ADRIANA	NO	4968618859
319212	6/29/2013	ZSCR	551	034-2	NA	'015	A2C53402100	NA	A2C38189400	4	3011		 	1342	circuit board assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	122.16	S1_TG1C HYUNDAI_MIGUEL	NO	4968619800
319216	6/29/2013	ZSCR	551	034-2	NA	'015	A2C83144100	NA	A2C00046497	5	3011	015	 	1342	"EM OTH BATTERY/CR2450S,500mAh,3V"	NA	ROH	NA	47.95	S1_TG1C UNIVERSAL_JAIME	NO	4968621440
319224	6/29/2013	ZSCR	551	034-2	NA	'015	A2C53397674	NA	A2C37351700	1	3011		 	1342	parts kit assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	44.68	S1_TG1C NISSAN_JAIME JI	NO	4968619778
319228	6/29/2013	ZSCR	551	034-2	NA	'015	A2C53397674	NA	A2C37351700	1	3011		 	1342	parts kit assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	44.68	S1_TG1C NISSAN_JAIME JI	NO	4968619778
319229	6/29/2013	ZSCR	551	034-2	NA	'015	A2C53407338	NA	A2C37351000	1	3011		 	1342	parts kit assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	44.89	S1_TG1C NISSAN_JAIME JI	NO	4968618908
319230	6/29/2013	ZSCR	551	034-2	NA	'015	A2C81364700	NA	A2C31556200	1	3011		 	1342	parts kit assy TPM 433 MHz	NA	HALB	S.Real/AutoBF	43.84	S1_TG1C NISSAN_JAIME JI	NO	4968618883
319233	6/29/2013	ZSCR	551	034-2	NA	'015	A2C53402231	NA	A2C53402230	1	3011		 	1342	module assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	43.42	S5_TG1C HONDA_MIGUEL QU	NO	4968619812
319234	6/29/2013	ZSCR	551	034-2	NA	'015	A2C53402231	NA	A2C53402230	1	3011		 	1342	module assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	43.42	S5_TG1C HONDA_MIGUEL QU	NO	4968619812
319236	6/29/2013	ZSCR	551	034-2	NA	'015	A2C53402230	NA	A2C00046497	4	3011	015	 	1342	"EM OTH BATTERY/CR2450S,500mAh,3V"	NA	ROH	NA	38.36	S5_TG1C HONDA_MIGUEL QU	NO	4968621363
319237	6/29/2013	ZSCR	551	034-2	NA	'015	A2C53345109	NA	A2C53402231	1	3011		 	1342	parts kit assy TPM 315 MHz	NA	HALB	S.Real/AutoBF	44.65	S5_TG1C HONDA_MIGUEL QU	NO	4968619820
