No.Item	Txs SAP	Mov	Código Scrap	O.I.	Parte Padre	Batch ID	No.Parte	Cantidad				Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	No.Docto.SAP
132342	MB1A	951	025-3	NA	5WK44186	NA	A2C53108387	5	3011	054		1253	"pan head screw SF-M3,5x 10,00 1241"	VUG014969	ROH	NA	1.05	4956800515
132342	MB1A	951	025-3	NA	5WK44186	NA	A2C53245952	1	3011	054		1253	"housing FIP 152,0x 135,7"	VUG014969	ROH	NA	19.82	4956800515
132342	MB1A	951	025-3	NA	5WK44186	NA	A2C53371768	1	3011	054		1253	cover FIP T GY	VUG014969	ROH	NA	3.48	4956800515
133510	ZSCR	551	030-1	NA	A2C53388685	NA	A2C53342620	3	3011	054		1301	pcb DC main	NA	ROH	NA	69.09	4956800476
133752	ZSCR	551	034-2	NA	5WK44286	NA	A2C00014697	50	3011	054		1342	sticker	NA	ROH	NA	29	4956800425
133752	ZSCR	551	034-2	NA	5WK44288	NA	A2C53163642	1	3011	054		1342	housing FIP	NA	ROH	NA	18.82	4956800431
133755	ZSCR	551	034-2	NA	5WK44285	NA	A2C00027016	16	3011	054		1342	housing	NA	ROH	NA	287.84	4956800425
133755	ZSCR	551	034-2	NA	5WK44285	NA	A2C00027389	22	3011	054		1342	cover	NA	ROH	NA	63.14	4956800425
133758	ZSCR	551	034-2	NA	5WK43871	NA	A2C53324560	100	3011	054		1342	certification label spool part p	NA	ROH	NA	52	4956800445
133762	ZSCR	551	034-2	NA	5WK43950	NA	A2C53239915	4	3011	054		1342	housing	NA	ROH	NA	101.6	4956800435
133762	ZSCR	551	034-2	NA	5WK43950	NA	A2C53239918	6	3011	054		1342	cover	NA	ROH	NA	23.34	4956800435
133774	ZSCR	551	030-1	NA	A2C53186313B	NA	A2C53186312	6	3011	054		1301	pcb HONDA MY08( MIDDLE CLASS	NA	ROH	NA	118.44	4956800466
133817	ZSCR	551	030-1	NA	A2C53417068A	NA	A2C53374377	6	3011	054		1301	pcb VW ZZDIV AC	NA	ROH	NA	100.74	4956800456
134034	ZSCR	551	030-1	NA	A2C53375499B	NA	A2C00057969	2	3011	054		1301	"2-axis lateral accelerometer 70g/35g, 3."	NA	ROH	NA	47.18	4956800450
134034	ZSCR	551	030-1	NA	A2C53388686	NA	A2C53342620	6	3011	054		1301	pcb DC main	NA	ROH	NA	138.18	4956800450
