No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	 	 	 	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
479504	6/25/2014	ZSCR	551	022-2	NA	'054	A2C31080700	NA	A2C30816300	6	3011	054	 	1222	pcb SVI	NA	ROH	NA	89.1	PS_CHRYSLER MY2013_E.ED	NO	4979672269
479664	6/25/2014	ZSCR	551	040-3	NA	'054	5WY75960	NA	6590110701	30	3011	054	 	1403	Epsilon SDM Cover	NA	ROH	NA	68.7	PSAD_EPSILON_O.OSCAR FO	NO	
479664	6/25/2014	ZSCR	551	040-3	NA	'054	5WY79260	NA	6590110301	30	3011	054	 	1403	Epsilon SDM Housing	NA	ROH	NA	474	PSAD_EPSILON_O.OSCAR FO	NO	
479664	6/25/2014	ZSCR	551	040-3	NA	'054	5WY75960	NA	A2C00013954	120	3011	054	 	1403	"pan head screw SF-M4 x 10,00 1241"	NA	ROH	NA	36	PSAD_EPSILON_O.OSCAR FO	NO	
479664	6/25/2014	ZSCR	551	040-3	NA	'054	5WY75960	NA	A2C00023541	60	3011	054	 	1403	"2.2mF,20%,35V,HOL,AL,ELEC CAP/AIRBAG"	NA	ROH	NA	144	PSAD_EPSILON_O.OSCAR FO	NO	
479664	6/25/2014	ZSCR	551	040-3	NA	'054	5WY75960	NA	A2C00049991	150	3011	054	 	1403	"470uF,20%,35V,HOL,AL,ELEC CAP/ELXZ350ETD"	NA	ROH	NA	139.5	PSAD_EPSILON_O.OSCAR FO	NO	
479664	6/25/2014	ZSCR	551	040-3	NA	'054	5WY75970	NA	A2C00023738	60	3011	054	 	1403	"47uF,20%,50V,HOL,AL,ELEC CAP/"	NA	ROH	NA	15.6	PSAD_EPSILON_O.OSCAR FO	NO	
479664	6/25/2014	ZSCR	551	040-3	NA	'054	5WY75821	NA	A2C00018779	30	3011	054	 	1403	"56uH,480mA,HOL,COIL/B78148-S3563-J"	NA	ROH	NA	9	PSAD_EPSILON_O.OSCAR FO	NO	
479664	6/25/2014	ZSCR	551	040-3	NA	'054	5WY75960	NA	A2C00022191	30	3011	054	 	1403	sticker	NA	ROH	NA	402	PSAD_EPSILON_O.OSCAR FO	NO	
479664	6/25/2014	ZSCR	551	040-3	NA	'054	5WY75960	NA	A2C00022954	30	3011	054	 	1403	"22uH,1.25A,HOL,COIL/B82144-F"	NA	ROH	NA	21.9	PSAD_EPSILON_O.OSCAR FO	NO	
480500	6/27/2014	ZSCR	551	034-2	NA	'054	5WK44566	NA	A2C53330109	2	3011	054	 	1342	socket	NA	ROH	NA	36.2	PSAD_DAIMLER STAR 2_A.A	NO	
480500	6/27/2014	ZSCR	551	034-2	NA	'054	A2C92704000	NA	A2C91600800	6	3011	054	 	1342	multipoint connector124/ 76P H 2SYS 1018	NA	ROH	NA	346.74	PSAD_DAIMLER STAR 2_A.A	NO	
480504	6/27/2014	ZSCR	551	034-2	NA	'054	5WK44286	NA	A2C00027389	2	3011	054	 	1342	cover	NA	ROH	NA	5.12	PS_VW10 LC_U.ULISES VIL	NO	4979675060
