No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	 	Batch ID	No.Parte	Cantidad	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP		
598245	11/03/2015	ZSCR	551	035-1	0	'054	5WK44276	NA	6593331401	10.69673144	1351	ETIQUETA DE IDENTIFIC. HONDA		ROH	NA	2.89	PS_HONDA HRS5_N.NORTON	NO	4987613475		
598245	11/03/2015	ZSCR	551	035-1	0	'054	5WK44426	NA	6593331401	14.811	1351	ETIQUETA DE IDENTIFIC. HONDA		ROH	NA	4	PS_HONDA HRS5_N.NORTON	NO	4987613636		
598245	11/03/2015	ZSCR	551	035-1	0	'054	5WK44427	NA	6593331401	1.646	1351	ETIQUETA DE IDENTIFIC. HONDA		ROH	NA	0.44	PS_HONDA HRS5_N.NORTON	NO	4987613636		
598245	11/03/2015	ZSCR	551	035-1	0	'054	5WK44513	NA	6593331401	30.445	1351	ETIQUETA DE IDENTIFIC. HONDA		ROH	NA	8.22	PS_HONDA HRS5_N.NORTON	NO	4987613636		
598246	11/03/2015	ZSCR	551	035-1	0	'054	A2C92101700	NA	6593331401	19.995	1351	ETIQUETA DE IDENTIFIC. HONDA		ROH	NA	5.4	PS_HONDA HRS6_N.NORTON	NO	4987613636		
598246	11/03/2015	ZSCR	551	035-1	0	'054	A2C95772700	NA	6593331401	149.343	1351	ETIQUETA DE IDENTIFIC. HONDA		ROH	NA	40.32	PS_HONDA HRS6_N.NORTON	NO	4987613636		
598246	11/03/2015	ZSCR	551	035-1	0	'054	A2C91480400	NA	6593331401	376.443	1351	ETIQUETA DE IDENTIFIC. HONDA		ROH	NA	101.64	PS_HONDA HRS6_N.NORTON	NO	4987613636		
598246	11/03/2015	ZSCR	551	035-1	0	'054	A2C89730900	NA	6593331401	2002.757	1351	ETIQUETA DE IDENTIFIC. HONDA		ROH	NA	540.74	PS_HONDA HRS6_N.NORTON	NO	4987613636		
598246	11/03/2015	ZSCR	551	035-1	0	'054	A2C89731000	NA	6593331401	309.465	1351	ETIQUETA DE IDENTIFIC. HONDA		ROH	NA	83.56	PS_HONDA HRS6_N.NORTON	NO	4987613636		
598246	11/03/2015	ZSCR	551	035-1	0	'054	A2C91374200	NA	6593331401	22.216	1351	ETIQUETA DE IDENTIFIC. HONDA		ROH	NA	6	PS_HONDA HRS6_N.NORTON	NO	4987613636		
598246	11/03/2015	ZSCR	551	035-1	0	'054	A2C84906800	NA	6593331401	1.646	1351	ETIQUETA DE IDENTIFIC. HONDA		ROH	NA	0.44	PS_HONDA HRS6_N.NORTON	NO	4987613636		
598246	11/03/2015	ZSCR	551	035-1	0	'054	A2C84906801	NA	6593331401	18.267	1351	ETIQUETA DE IDENTIFIC. HONDA		ROH	NA	4.93	PS_HONDA HRS6_N.NORTON	NO	4987613636		
598246	11/03/2015	ZSCR	551	035-1	0	'054	A2C85606100	NA	6593331401	1.481	1351	ETIQUETA DE IDENTIFIC. HONDA		ROH	NA	0.4	PS_HONDA HRS6_N.NORTON	NO	4987613636		
598246	11/03/2015	ZSCR	551	035-1	0	'054	A2C85606300	NA	6593331401	0.082	1351	ETIQUETA DE IDENTIFIC. HONDA		ROH	NA	0.02	PS_HONDA HRS6_N.NORTON	NO	4987613636		
598246	11/03/2015	ZSCR	551	035-1	0	'054	A2C80276101	NA	6593331401	1.810	1351	ETIQUETA DE IDENTIFIC. HONDA		ROH	NA	0.49	PS_HONDA HRS6_N.NORTON	NO	4987613709		
598246	11/03/2015	ZSCR	551	035-1	0	'054	A2C80280000	NA	6593331401	7.405	1351	ETIQUETA DE IDENTIFIC. HONDA		ROH	NA	2	PS_HONDA HRS6_N.NORTON	NO	4987613709		
598246	11/03/2015	ZSCR	551	035-1	0	'054	A2C82361500	NA	6593331401	4.114	1351	ETIQUETA DE IDENTIFIC. HONDA		ROH	NA	1.11	PS_HONDA HRS6_N.NORTON	NO	4987613709		
598246	11/03/2015	ZSCR	551	035-1	0	'054	A2C83352700	NA	6593331401	32.913	1351	ETIQUETA DE IDENTIFIC. HONDA		ROH	NA	8.89	PS_HONDA HRS6_N.NORTON	NO	4987613709		
598246	11/03/2015	ZSCR	551	035-1	0	'054	A2C80275901	NA	6593331401	654.969	1351	ETIQUETA DE IDENTIFIC. HONDA		ROH	NA	176.84	PS_HONDA HRS6_N.NORTON	NO	4987613709		
598246	11/03/2015	ZSCR	551	035-1	0	'054	A2C80276100	NA	6593331401	4.114	1351	ETIQUETA DE IDENTIFIC. HONDA		ROH	NA	1.11	PS_HONDA HRS6_N.NORTON	NO	4987613709		
598246	11/03/2015	ZSCR	551	035-1	0	'054	A2C53438481	NA	6593331401	23.039	1351	ETIQUETA DE IDENTIFIC. HONDA		ROH	NA	6.22	PS_HONDA HRS6_N.NORTON	NO	4987613709		
598246	11/03/2015	ZSCR	551	035-1	0	'054	A2C80167300	NA	6593331401	127.703	1351	ETIQUETA DE IDENTIFIC. HONDA		ROH	NA	34.48	PS_HONDA HRS6_N.NORTON	NO	4987613709		
598246	11/03/2015	ZSCR	551	035-1	0	'054	A2C80275900	NA	6593331401	16.539	1351	ETIQUETA DE IDENTIFIC. HONDA		ROH	NA	4.47	PS_HONDA HRS6_N.NORTON	NO	4987613709		
598248	11/03/2015	ZSCR	551	035-1	0	'054	A2C91739500	NA	6593831401	0.395	1351	WARNING LABEL c/d/i HONDA		ROH	NA	0.46	PS_HONDA HRS5_N.NORTON	NO	4987614391		
598248	11/03/2015	ZSCR	551	035-1	0	'054	A2C92078400	NA	6593831401	5.139	1351	WARNING LABEL c/d/i HONDA		ROH	NA	6.01	PS_HONDA HRS5_N.NORTON	NO	4987614391		
598248	11/03/2015	ZSCR	551	035-1	0	'054	A2C92078500	NA	6593831401	36.563	1351	WARNING LABEL c/d/i HONDA		ROH	NA	42.78	PS_HONDA HRS5_N.NORTON	NO	4987614391		
598248	11/03/2015	ZSCR	551	035-1	0	'054	A2C94504200	NA	6593831401	40.516	1351	WARNING LABEL c/d/i HONDA		ROH	NA	47.4	PS_HONDA HRS5_N.NORTON	NO	4987614391		
598248	11/03/2015	ZSCR	551	035-1	0	'054	A2C94504300	NA	6593831401	18.776	1351	WARNING LABEL c/d/i HONDA		ROH	NA	21.97	PS_HONDA HRS5_N.NORTON	NO	4987614391		
598248	11/03/2015	ZSCR	551	035-1	0	'054	A2C87038900	NA	6593831401	1.976	1351	WARNING LABEL c/d/i HONDA		ROH	NA	2.31	PS_HONDA HRS5_N.NORTON	NO	4987614391		
598248	11/03/2015	ZSCR	551	035-1	0	'054	A2C81625900	NA	6593831401	106.725	1351	WARNING LABEL c/d/i HONDA		ROH	NA	124.87	PS_HONDA HRS5_N.NORTON	NO	4987614391		
598248	11/03/2015	ZSCR	551	035-1	0	'054	A2C81625700	NA	6593831401	146.352	1351	WARNING LABEL c/d/i HONDA		ROH	NA	171.23	PS_HONDA HRS5_N.NORTON	NO	4987614391		
598248	11/03/2015	ZSCR	551	035-1	0	'054	5WK44225	NA	6593831401	6.917369309	1351	WARNING LABEL c/d/i HONDA		ROH	NA	8.09	PS_HONDA HRS5_N.NORTON	NO	4987613374		
598248	11/03/2015	ZSCR	551	035-1	0	'054	5WK43773	NA	6593831401	0.197639123	1351	WARNING LABEL c/d/i HONDA		ROH	NA	0.23	PS_HONDA HRS5_N.NORTON	NO	4987613248		
598248	11/03/2015	ZSCR	551	035-1	0	'054	5WK43772	NA	6593831401	4.249241147	1351	WARNING LABEL c/d/i HONDA		ROH	NA	4.97	PS_HONDA HRS5_N.NORTON	NO	4987613236		
598248	11/03/2015	ZSCR	551	035-1	0	'054	5WK43767	NA	6593831401	7.905564924	1351	WARNING LABEL c/d/i HONDA		ROH	NA	9.25	PS_HONDA HRS5_N.NORTON	NO	4987613214		
598249	11/03/2015	ZSCR	551	035-1	0	'054	A2C95772700	NA	6593831401	179.358	1351	WARNING LABEL c/d/i HONDA		ROH	NA	209.85	PS_HONDA HRS6_N.NORTON	NO	4987614391		
598249	11/03/2015	ZSCR	551	035-1	0	'054	A2C85606300	NA	6593831401	0.099	1351	WARNING LABEL c/d/i HONDA		ROH	NA	0.12	PS_HONDA HRS6_N.NORTON	NO	4987614391		
598249	11/03/2015	ZSCR	551	035-1	0	'054	A2C85606100	NA	6593831401	1.779	1351	WARNING LABEL c/d/i HONDA		ROH	NA	2.08	PS_HONDA HRS6_N.NORTON	NO	4987614391		
598249	11/03/2015	ZSCR	551	035-1	0	'054	A2C84906801	NA	6593831401	21.938	1351	WARNING LABEL c/d/i HONDA		ROH	NA	25.67	PS_HONDA HRS6_N.NORTON	NO	4987614391		
598249	11/03/2015	ZSCR	551	035-1	0	'054	A2C80276101	NA	6593831401	2.174	1351	WARNING LABEL c/d/i HONDA		ROH	NA	2.54	PS_HONDA HRS6_N.NORTON	NO	4987614391		
598249	11/03/2015	ZSCR	551	035-1	0	'054	A2C80276100	NA	6593831401	4.941	1351	WARNING LABEL c/d/i HONDA		ROH	NA	5.78	PS_HONDA HRS6_N.NORTON	NO	4987614391		
598250	11/03/2015	ZSCR	551	035-1	0	'054	5WK44366	NA	A2C53095018	852.760	1351	"label 58,00x 20,00mm white foil"		ROH	NA	272.88	OC_OCS NISSAN_N.NORTON	NO	4987614831		
598250	11/03/2015	ZSCR	551	035-1	0	'054	5WK44245	NA	A2C53095018	265.3031674	1351	"label 58,00x 20,00mm white foil"		ROH	NA	84.9	OC_OCS NISSAN_N.NORTON	NO	4987613442		
598250	11/03/2015	ZSCR	551	035-1	0	'054	5WK44080	NA	A2C53095018	44.21719457	1351	"label 58,00x 20,00mm white foil"		ROH	NA	14.15	OC_OCS NISSAN_N.NORTON	NO	4987613350		
598250	11/03/2015	ZSCR	551	035-1	0	'054	5WK44079	NA	A2C53095018	37.90045249	1351	"label 58,00x 20,00mm white foil"		ROH	NA	12.13	OC_OCS NISSAN_N.NORTON	NO	4987613329		
598250	11/03/2015	ZSCR	551	035-1	0	'054	5WK44077	NA	A2C53095018	75.80090498	1351	"label 58,00x 20,00mm white foil"		ROH	NA	24.26	OC_OCS NISSAN_N.NORTON	NO	4987613317		
598250	11/03/2015	ZSCR	551	035-1	0	'054	5WK44042	NA	A2C53095018	88.43438914	1351	"label 58,00x 20,00mm white foil"		ROH	NA	28.3	OC_OCS NISSAN_N.NORTON	NO	4987613295		
598250	11/03/2015	ZSCR	551	035-1	0	'054	5WK43810	NA	A2C53095018	6.316742081	1351	"label 58,00x 20,00mm white foil"		ROH	NA	2.02	OC_OCS NISSAN_N.NORTON	NO	4987613266		
598250	11/03/2015	ZSCR	551	035-1	0	'054	5WK43758	NA	A2C53095018	25.26696833	1351	"label 58,00x 20,00mm white foil"		ROH	NA	8.09	OC_OCS NISSAN_N.NORTON	NO	4987613188		
598251	11/03/2015	ZSCR	551	035-1	0	'054	5WK44252	NA	A2C53098572	777	1351	label		ROH	NA	341.88	OC_BOSE VW_N.NORTON MAR	NO	4987613455		
598342	12/03/2015	ZSCR	551	035-1	0	'054	A2C3511610192	NA	A2C53308752	4.585	1351	solder paste Senju M31-GRN360-K		ROH	NA	6.6	PSAD_DAIMLER STAR 2_N.N	NO	4987614699		
598342	12/03/2015	ZSCR	551	035-1	0	'054	A2C3511610193	NA	A2C53308752	5.899	1351	solder paste Senju M31-GRN360-K		ROH	NA	8.5	PSAD_DAIMLER STAR 2_N.N	NO	4987614699		
598342	12/03/2015	ZSCR	551	035-1	0	'054	A2C3511620092	NA	A2C53308752	0.009	1351	solder paste Senju M31-GRN360-K		ROH	NA	0.01	PSAD_DAIMLER STAR 2_N.N	NO	4987614699		
598342	12/03/2015	ZSCR	551	035-1	0	'054	A2C3511620093	NA	A2C53308752	0.012	1351	solder paste Senju M31-GRN360-K		ROH	NA	0.02	PSAD_DAIMLER STAR 2_N.N	NO	4987614699		
598342	12/03/2015	ZSCR	551	035-1	0	'054	A2C3511620192	NA	A2C53308752	1.203	1351	solder paste Senju M31-GRN360-K		ROH	NA	1.73	PSAD_DAIMLER STAR 2_N.N	NO	4987614699		
598342	12/03/2015	ZSCR	551	035-1	0	'054	A2C3511620193	NA	A2C53308752	1.541	1351	solder paste Senju M31-GRN360-K		ROH	NA	2.22	PSAD_DAIMLER STAR 2_N.N	NO	4987614699		
598342	12/03/2015	ZSCR	551	035-1	0	'054	A2C8705700192	NA	A2C53308752	0.762	1351	solder paste Senju M31-GRN360-K		ROH	NA	1.1	PSAD_DAIMLER STAR 2_N.N	NO	4987614699		
598342	12/03/2015	ZSCR	551	035-1	0	'054	A2C8705700193	NA	A2C53308752	0.981	1351	solder paste Senju M31-GRN360-K		ROH	NA	1.41	PSAD_DAIMLER STAR 2_N.N	NO	4987614699		
598349	12/03/2015	ZSCR	551	035-1	0	'054	A2C8337860192	NA	A2C53308752	0.001	1351	solder paste Senju M31-GRN360-K		ROH	NA	0	PSAD_DAIMLER STAR2_ISC_	NO	4987614715		
598349	12/03/2015	ZSCR	551	035-1	0	'054	A2C8337860193	NA	A2C53308752	0.002	1351	solder paste Senju M31-GRN360-K		ROH	NA	0	PSAD_DAIMLER STAR2_ISC_	NO	4987614715		
598349	12/03/2015	ZSCR	551	035-1	0	'054	A2C9271190092	NA	A2C53308752	0.001	1351	solder paste Senju M31-GRN360-K		ROH	NA	0	PSAD_DAIMLER STAR2_ISC_	NO	4987614715		
598349	12/03/2015	ZSCR	551	035-1	0	'054	A2C9271190093	NA	A2C53308752	0.002	1351	solder paste Senju M31-GRN360-K		ROH	NA	0	PSAD_DAIMLER STAR2_ISC_	NO	4987614715		
598349	12/03/2015	ZSCR	551	035-1	0	'054	A2C9663150092	NA	A2C53308752	6.068	1351	solder paste Senju M31-GRN360-K		ROH	NA	8.74	PSAD_DAIMLER STAR2_ISC_	NO	4987614715		
598349	12/03/2015	ZSCR	551	035-1	0	'054	A2C9663150093	NA	A2C53308752	7.941	1351	solder paste Senju M31-GRN360-K		ROH	NA	11.44	PSAD_DAIMLER STAR2_ISC_	NO	4987614715		
598349	12/03/2015	ZSCR	551	035-1	0	'054	A2C9663160092	NA	A2C53308752	19.520	1351	solder paste Senju M31-GRN360-K		ROH	NA	28.11	PSAD_DAIMLER STAR2_ISC_	NO	4987614715		
598349	12/03/2015	ZSCR	551	035-1	0	'054	A2C9663160093	NA	A2C53308752	25.086	1351	solder paste Senju M31-GRN360-K		ROH	NA	36.12	PSAD_DAIMLER STAR2_ISC_	NO	4987614715		
598349	12/03/2015	ZSCR	551	035-1	0	'054	A2C9663180092	NA	A2C53308752	0.039	1351	solder paste Senju M31-GRN360-K		ROH	NA	0.06	PSAD_DAIMLER STAR2_ISC_	NO	4987614715		
598349	12/03/2015	ZSCR	551	035-1	0	'054	A2C9663180093	NA	A2C53308752	0.050	1351	solder paste Senju M31-GRN360-K		ROH	NA	0.07	PSAD_DAIMLER STAR2_ISC_	NO	4987614715		
598352	12/03/2015	MB1A	551	95	K96019	'054	A2C8522100193	NA	A2C53308752	3.788758333	1095	solder paste Senju M31-GRN360-K		ROH	NA	5.46	PSAD_DAIMLER SMART_F.FE	NO			
598352	12/03/2015	MB1A	551	95	K96019	'054	A2C8522140193	NA	A2C53308752	7.11274801	1095	solder paste Senju M31-GRN360-K		ROH	NA	10.24	PSAD_DAIMLER SMART_F.FE	NO			
598353	12/03/2015	MB1A	551	95	K96019	'054	A2C9483240393	NA	A2C53308752	0.100587714	1095	solder paste Senju M31-GRN360-K		ROH	NA	0.14	PSAD_STAR 22_N.NORTON M	NO			
598353	12/03/2015	MB1A	551	95	K96019	'054	A2C9483230193	NA	A2C53308752	0.005867617	1095	solder paste Senju M31-GRN360-K		ROH	NA	0.01	PSAD_STAR 22_N.NORTON M	NO			
598353	12/03/2015	MB1A	551	95	K96019	'054	A2C9483230292	NA	A2C53308752	0.027293066	1095	solder paste Senju M31-GRN360-K		ROH	NA	0.04	PSAD_STAR 22_N.NORTON M	NO			
598353	12/03/2015	MB1A	551	95	K96019	'054	A2C9483230293	NA	A2C53308752	0.0352057	1095	solder paste Senju M31-GRN360-K		ROH	NA	0.05	PSAD_STAR 22_N.NORTON M	NO			
598353	12/03/2015	MB1A	551	95	K96019	'054	A2C9483240392	NA	A2C53308752	0.077980189	1095	solder paste Senju M31-GRN360-K		ROH	NA	0.11	PSAD_STAR 22_N.NORTON M	NO			
598353	12/03/2015	MB1A	551	95	K96019	'054	A2C9483230192	NA	A2C53308752	0.004548844	1095	solder paste Senju M31-GRN360-K		ROH	NA	0.01	PSAD_STAR 22_N.NORTON M	NO			
598413	12/03/2015	ZSCR	551	030-1	NA	'054	5WK44600	NA	A2C80216600	1	1301	pcb assy HONHRS6 D_4	NA	HALB	S.Real	317.44	PS_HONDA HRS6_J.JUAN CH	NO	4987615630		
598415	12/03/2015	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660092	1	1301	pcb assy HONHRS6 V04 BOTTOM	NA	HALB	S.Real/AutoBF	50.95	PS_HONDA HRS6_J.JUAN CH	NO	4987612442		
598416	12/03/2015	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660093	1	1301	pcb assy HONHRS6 V04 TOP	NA	HALB	S.Real	272.68	PS_HONDA HRS6_J.JUAN CH	NO			
598418	12/03/2015	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660093	1	1301	pcb assy HONHRS6 V04 TOP	NA	HALB	S.Real	272.68	PS_HONDA HRS6_J.JUAN CH	NO			
598419	12/03/2015	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660093	1	1301	pcb assy HONHRS6 V04 TOP	NA	HALB	S.Real	272.68	PS_HONDA HRS6_J.JUAN CH	NO			
598420	12/03/2015	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660093	1	1301	pcb assy HONHRS6 V04 TOP	NA	HALB	S.Real	272.68	PS_HONDA HRS6_J.JUAN CH	NO			
598422	12/03/2015	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660093	1	1301	pcb assy HONHRS6 V04 TOP	NA	HALB	S.Real	272.68	PS_HONDA HRS6_J.JUAN CH	NO			
598435	12/03/2015	ZSCR	551	030-1	NA	'054	A2C30910808	NA	A2C3250900092	14	1301	circuit board assy bottom side VW20	NA	HALB	S.Real/AutoBF	1115.1	PSAD_VW20_.	NO	4987612260		
598436	12/03/2015	ZSCR	551	030-1	NA	'054	A2C30910800	NA	A2C3250900093	1	1301	circuit board assy TOP side VW20	NA	HALB	S.Real	121.36	PSAD_VW20_.	NO	4987639453		
598437	12/03/2015	ZSCR	551	030-1	NA	'054	A2C30910800	NA	A2C32508800	10	1301	pcb	NA	ROH	NA	121.1	PSAD_VW20_.	NO	4987639453		
598439	12/03/2015	ZSCR	551	030-1	NA	'054	A2C92704001	NA	A2C9663160093	1	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	NA	HALB	S.Real	338.6	PSAD_DAIMLER STAR2_ISC_	NO			
598441	12/03/2015	ZSCR	551	030-1	NA	'054	A2C92704001	NA	A2C9663160093	1	1301	pcb assy DAGSTAR2 ISC with SW SMD TOP	NA	HALB	S.Real	338.6	PSAD_DAIMLER STAR2_ISC_	NO			
598449	12/03/2015	ZSCR	551	030-1	NA	'054	A2C8021730002	NA	A2C8021730092	6	1301	pcb assy HONHRS6 V06 BOTTOM	NA	HALB	S.Real/AutoBF	275.16	PS_HONDA HRS6_J.JUAN CH	NO	4987612451		
598452	12/03/2015	ZSCR	551	030-1	NA	'054	A2C30910800	NA	A2C3250900093	14	1301	circuit board assy TOP side VW20	NA	HALB	S.Real	1699.04	PSAD_VW20_.	NO	4987639453		
598458	12/03/2015	ZSCR	551	030-1	NA	'054	A2C9663160092	NA	A2C9663160092	1	1301	pcb assy DAGSTAR2 ISC with SW SMD BOT	NA	HALB	S.Real/AutoBF	169.71	PSAD_DAIMLER STAR2_ISC_	NO	4987612491		
598459	12/03/2015	ZSCR	551	030-1	NA	'054	A2C9663160092	NA	A2C9663160092	1	1301	pcb assy DAGSTAR2 ISC with SW SMD BOT	NA	HALB	S.Real/AutoBF	169.71	PSAD_DAIMLER STAR2_ISC_	NO	4987612491		
598464	12/03/2015	ZSCR	551	030-1	NA	'054	5WK44675	NA	A2C33000300	1	1301	pcb assy	NA	HALB	S.Real	125.41	PS_FIAT BRAZIL_.	NO	STOCK		
598464	12/03/2015	ZSCR	551	030-1	NA	'054	A2C38070400	NA	A2C3320950092	1	1301	SMD B FIAT 310 V16	NA	HALB	S.Real/AutoBF	82.16	PS_FIAT BRAZIL_.	NO	4987612392		
598476	12/03/2015	ZSCR	551	034-3	NA	'054	A2C30910808	NA	A2C86055000	1	1343	cover	NA	ROH	NA	10.46	PSAD_VW20_.	NO	4987639480		
598477	12/03/2015	ZSCR	551	042-4	NA	'054	5WK44749	NA	A2C8021770003	1	1424	pcb assy HONHRS6 D_20_SW	NA	HALB	S.Real	317.39	PS_HONDA HRS6_J.JUAN CH	NO	4987639398		
598481	12/03/2015	ZSCR	551	040-2	NA	'054	5WK44252	2	5WK44252	1	1402	BoSe VW	NA	FERT	NA	104.03	OC_BOSE VW_A.ANA TAPIA-	NO	4987612075		
598482	12/03/2015	ZSCR	551	042-4	NA	'054	A2C92704001	NA	A2C96631600	1	1424	pcb assy DAGSTAR2 ISC with SW	NA	HALB	S.Real	411.05	PSAD_DAIMLER STAR2_ISC_	NO			
598486	12/03/2015	ZSCR	551	034-2	NA	'054	5WK44286	NA	A2C00027389	1	1342	cover	NA	ROH	NA	2.83	PS_VW10 LC_.	NO	4987614814		
