No.Item	Txs SAP	Mov	Código Scrap	O.I.	Parte Padre	Batch ID	No.Parte	Cantidad				Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	No.Docto.SAP
39910	ZSCR	551	034-2	NA	A2C53420010	NA	A2C53311707	12	3011	015		1342	housing	NA	ROH	NA	28.56	4956586649
84633	ZSCR	551	030-1	NA	5WY8547	NA	A2C30840500	144	3011	050		1301	pcb	NA	ROH	NA	223.2	4956590289
98432	ZSCR	551	034-2	NA	5WY8547	NA	A2C30840500	48	3011	050		1342	pcb	NA	ROH	NA	74.4	4956592802
125644	ZSCR	551	034-2	NA	5WK50218	NA	A2C53410048	150	3011	015		1342	"label 50,00x 25,00mm yello foil"	NA	ROH	NA	57	4956592651
126929	ZSCR	551	034-2	NA	A2C53299820	NA	S120098201	92	3011	050		1342	"PCB, Tire guard Rev. B"	NA	ROH	NA	120.52	4956592965
127322	ZSCR	551	034-2	NA	S180052025	NA	A2C53311707	37	3011	015		1342	housing	NA	ROH	NA	88.06	4956593041
127686	ZSCR	551	034-2	NA	5WK49308	NA	A2C53215552	6	3011	015		1342	sealing	NA	ROH	NA	51.66	4956590663
127686	ZSCR	551	034-2	NA	5WK49308	NA	A2C53380225	6	3011	015		1342	housing cover	NA	ROH	NA	4.38	4956590663
127686	ZSCR	551	034-2	NA	5WK49308	NA	A2C53380226	20	3011	015		1342	housing bottom	NA	ROH	NA	18.6	4956590663
127701	ZSCR	551	034-4	NA	5WK49845	NA	A2C53335101	2	3011	050		1344	pin header 20P H 2R PF BK	NA	ROH	NA	96.04	4956593139
127702	ZSCR	551	034-2	NA	6598177632	NA	6598172132	35	3011	050		1342	PCB FR4 DOUBLE SIDED PLATED TH	NA	ROH	NA	94.5	4956590646
127703	ZSCR	551	030-1	NA	A2C31348400	NA	A2C31535000	240	3011	050		1301	pcb HONDA KEY U	NA	ROH	NA	595.2	4956590341
127709	ZSCR	551	035-1	NA	A2C53371333	NA	6598740701	9	3011	050		1351	MD RF SHIELD FOR SMD RX SKREE	NA	ROH	NA	13.41	4956589223
127710	ZSCR	551	035-1	NA	A2C53371502T	NA	A2C00061391	25	3011	050		1351	"UPD78F0504MC(A)-CAB,A1,SSOP30,FLASH,8bit"	NA	ROH	NA	3.25	4956589235
127711	ZSCR	551	035-1	NA	A2C53371333	NA	A2C00058151	32	3011	050		1351	"Q QUARTZ/,16.1MHz,NX8045GB"	NA	ROH	NA	64.32	4956589223
127739	ZSCR	551	035-1	NA	A2C53309345B	NA	A2C00053545	17	3011	050		1351	"S9S12Q128VFUE1,OM66G,QFP80,FLASH,0bit,MI"	NA	ROH	NA	363.8	4956589092
127742	ZSCR	551	035-1	NA	A2C53404863B	NA	A2C00047154	85	3011	050		1351	"UPD70F3371GB(A1),A1,LQFP64,FLASH,32bit,M"	NA	ROH	NA	2191.3	4956589284
127744	ZSCR	551	035-1	NA	A2C53249259	NA	A2C00036125	186	3011	050		1351	"2.2uH,7A,SMD,COIL/B82476-A1222-M"	NA	ROH	NA	425.94	4956588743
127745	ZSCR	551	035-1	NA	A2C53249285B	NA	A2C00006527	192	3011	050		1351	"4V,200mA,STEP UP,SO8,VOLT REG/UCC2803DTR"	NA	ROH	NA	1201.92	4956588780
127746	ZSCR	551	035-1	NA	A2C53259382	NA	A2C00010853	55	3011	050		1351	"3.6KW,24V,DO218,SUP DIODE/SM5S24A autom"	NA	ROH	NA	298.1	4956588829
127748	ZSCR	551	035-1	NA	A2C53357497	NA	A2C00042316	238	3011	050		1351	"18.52mH,5mA,SMD,COIL/Transponder Coil"	NA	ROH	NA	604.52	4956589203
127750	ZSCR	551	035-1	NA	5WY8547	NA	A2C00049121	314	3011	050		1351	"19.69MHz,10ppm,NX5032SD,QUARTZ CRYSTAL/N"	NA	ROH	NA	1004.8	4956588415
127751	ZSCR	551	034-2	NA	5WK49308	NA	A2C53215555	3	3011	015		1342	contact spring	NA	ROH	NA	0.78	4956590663
127751	ZSCR	551	034-2	NA	5WK49543	NA	A2C53251275	3	3011	015		1342	sealing TR	NA	ROH	NA	27.18	4956590693
127884	ZSCR	551	022-2	NA	S180052033	NA	A2C53311707	1	3011	015		1222	housing	NA	ROH	NA	2.38	4956590174
127885	ZSCR	551	034-2	NA	5WY8567	NA	A2C53354981	114	3011	015		1342	KEYPAD POLYDOME 3 BUTTON SUB ASSY RS	NA	ROH	NA	428.64	4956592828
127891	ZSCR	551	035-1	NA	A2C53164055	NA	A2C00053545	10	3011	050		1351	"S9S12Q128VFUE1,OM66G,QFP80,FLASH,0bit,MI"	NA	ROH	NA	214	4956588576
127892	ZSCR	551	035-1	NA	5WY7194	NA	A2C00019447	14	3011	050		1351	"51uH,800mA,SMD,CAN COIL/++ recommendatio"	NA	ROH	NA	21	4956588358
127893	ZSCR	551	035-1	NA	5WK49210	NA	A2C53091004	4	3011	050		1351	receiver bleifrei	NA	ROH	NA	117.36	4956588314
127894	ZSCR	551	035-1	NA	A2C53215449	NA	A2C00049619	27	3011	050		1351	"PCF7941ATT/3601/2A,TSSOP20, FLASH STARC2"	NA	ROH	NA	268.38	4956588688
127897	ZSCR	551	030-1	NA	5WK49717	NA	A2C53293773	8	3011	050		1301	pcb HONDA ZZDIV	NA	ROH	NA	96.48	4956590234
127913	ZSCR	551	034-1	NA	5WY8919	NA	A2C32118900	6	3011	050		1341	"PCB, MY12 SPDJB W/LOOP ANTENNA ST DRV"	NA	ROH	NA	389.1	4956590620
127915	ZSCR	551	030-1	NA	A2C53430026T	NA	A2C53430027	6	3011	050		1301	PCB MY09 SPDJB	NA	ROH	NA	322.62	4956590549
127925	ZSCR	551	035-1	NA	A2C53428272	NA	A2C53428198	60	3011	050		1351	"PIN,SPD TERM Z02 VERISON"	NA	ROH	NA	12	4956589671
127925	ZSCR	551	035-1	NA	A2C53428272	NA	A2C53428199	240	3011	050		1351	"PIN,NAT"	NA	ROH	NA	14.4	4956589671
127926	ZSCR	551	035-1	NA	5WY9011M	NA	A2C53428222	212	3011	050		1351	"PIN,SQUARE,BERYLLIUM-COPPER"	NA	ROH	NA	46.64	4956588447
127926	ZSCR	551	035-1	NA	5WY9011M	NA	A2C53428223	79	3011	050		1351	"PIN,NATURAL"	NA	ROH	NA	19.75	4956588447
127927	ZSCR	551	035-1	NA	5WY9011M	NA	A2C53428222	400	3011	050		1351	"PIN,SQUARE,BERYLLIUM-COPPER"	NA	ROH	NA	88	4956588447
127927	ZSCR	551	035-1	NA	5WY9011M	NA	A2C53428223	200	3011	050		1351	"PIN,NATURAL"	NA	ROH	NA	50	4956588447
127927	ZSCR	551	035-1	NA	5WY9011M	NA	A2C53428227	30	3011	050		1351	PIN	NA	ROH	NA	6	4956588447
127927	ZSCR	551	035-1	NA	5WY9011M	NA	A2C53428228	380	3011	050		1351	PIN	NA	ROH	NA	76	4956588447
127927	ZSCR	551	035-1	NA	5WY9011M	NA	A2C53428229	60	3011	050		1351	"PIN,TNG FORK (TALL)"	NA	ROH	NA	13.2	4956588447
127969	ZSCR	551	030-1	NA	A2C53430025	NA	A2C53429644	2	3011	050		1301	"26 TERM,CONNECTORS, DL 0.64MM AUTOHEA"	NA	ROH	NA	13.96	4956590536
127969	ZSCR	551	030-1	NA	A2C53430025	NA	A2C53430028	2	3011	050		1301	"ANTENNA SYSTEM,MISC,PDM"	NA	ROH	NA	5.76	4956590536
127970	ZSCR	551	035-1	NA	A2C53430025	NA	A2C53429644	17	3011	050		1351	"26 TERM,CONNECTORS, DL 0.64MM AUTOHEA"	NA	ROH	NA	118.66	4956589742
127970	ZSCR	551	035-1	NA	A2C53430025	NA	A2C53429645	3	3011	050		1351	"14 TERM,CONNECTORS, DL 0.64MM AUTOHEA"	NA	ROH	NA	8.91	4956589742
127970	ZSCR	551	035-1	NA	A2C53430025	NA	A2C53429647	8	3011	050		1351	"TERM,0CONT,CONNECTORS, DL 1.14MM AUTOHEA"	NA	ROH	NA	3.28	4956589993
127970	ZSCR	551	035-1	NA	A2C53430025	NA	A2C53430028	3	3011	050		1351	"ANTENNA SYSTEM,MISC,PDM"	NA	ROH	NA	8.64	4956589742
127975	ZSCR	551	034-2	NA	5WK49685	NA	A2C53278277	1	3011	015		1342	button	NA	ROH	NA	4.51	4956590716
127975	ZSCR	551	034-2	NA	5WK49685	NA	A2C53278278	1	3011	015		1342	button	NA	ROH	NA	4.2	4956590716
128057	ZSCR	551	030-1	NA	5WY7633	NA	6598172152	1330	3011	050		1301	PCB SKREEK KJEU FR-4 DOUBLE SIDED PLATED	NA	ROH	NA	3112.2	4956590281
128058	ZSCR	551	030-1	NA	A2C53364288B	NA	A2C53253118	740	3011	015		1301	HONDA SMART FOB PANEL	NA	ROH	NA	16354	4956590504
128059	ZSCR	551	030-1	NA	5WY8547	NA	A2C30840500	2208	3011	050		1301	pcb	NA	ROH	NA	3422.4	4956590289
128060	ZSCR	551	034-2	NA	A2C53310663	NA	6598282101	32	3011	050		1342	PCB LF initiator	NA	ROH	NA	116.8	4956592977
128062	ZSCR	551	034-2	NA	5WK49521	NA	A2C53248674	4	3011	015		1342	Housing bottom fob	NA	ROH	NA	24.44	4956590667
128140	ZSCR	551	034-2	NA	5WY8145	NA	A2C53278285	10	3011	015		1342	housing bottom	NA	ROH	NA	17.1	4956592787
128141	ZSCR	551	034-2	NA	5WK49521	NA	A2C53248677	5	3011	015		1342	cover inner housing	NA	ROH	NA	8.25	4956590667
128144	ZSCR	551	034-2	NA	5WY8145	NA	A2C53278282	11	3011	015		1342	housing cover	NA	ROH	NA	16.83	4956592787
128149	ZSCR	551	035-1	NA	5WY7632	NA	A2C00005627	70	3011	050		1351	"RESONATOR,315MHz,QCC8C,SAW"	NA	ROH	NA	246.4	4956588403
128150	ZSCR	551	035-1	NA	5WK47832	NA	A2C00030255	35	3011	050		1351	"47uF,10%,10V,SMD,TA,ELEC CAP/Tantalum Ch"	NA	ROH	NA	16.45	4956588298
128152	ZSCR	551	035-1	NA	5WK47832	NA	A2C00045608	30	3011	050		1351	"220uF,20%,35V,SMD,AL,ELEC CAP/"	NA	ROH	NA	30	4956588298
128153	ZSCR	551	035-1	NA	A2C53406354B	NA	A2C00038238	800	3011	050		1351	"47R,1%,TK50,1W,MELF0207,LIN RES/"	NA	ROH	NA	224	4956589310
128154	ZSCR	551	035-1	NA	5WK49718	NA	A2C00019137	33	3011	050		1351	"22uF,10%,10V,SMD,TA,ELEC CAP/"	NA	ROH	NA	21.45	4956588329
128155	ZSCR	551	035-1	NA	A2C53190307-B	NA	A2C00010096	102	3011	050		1351	"4,GATE,tssop14,LOGIC/MM74HCT08MTCX"	NA	ROH	NA	48.96	4956588589
128156	ZSCR	551	035-1	NA	5WY7214	NA	A2C00029604	25	3011	050		1351	"3.155mH,5mA,SMD,COIL/High End Transponde"	NA	ROH	NA	110.25	4956588376
128157	ZSCR	551	035-1	NA	A2C53371502	NA	A2C00049143	11	3011	050		1351	"47uF,20%,35V,SMD,AL,ELEC CAP/"	NA	ROH	NA	7.59	4956589235
128159	ZSCR	551	035-1	NA	A2C53190307	NA	A2C00045383	164	3011	050		1351	"220uF,20%,16V,SMD,AL,ELEC CAP/"	NA	ROH	NA	131.2	4956588589
128160	ZSCR	551	035-1	NA	5WY7229	NA	A2C00019623	149	3011	050		1351	"D ZEN/SML4754A-HE3/61,39V,1W,DO214AC"	NA	ROH	NA	71.52	4956588393
128188	ZSCR	551	035-1	NA	A2C53295352B	NA	A2C00034525	377	3011	050		1351	"2.36mH,30mA,SMD,COIL/CAS11D28 ++PLS USE"	NA	ROH	NA	780.39	4956588912
128190	ZSCR	551	035-1	NA	A2C53310663	NA	A2C00020853	80	3011	050		1351	"1,NPN,NORMAL,1A,45V,SOT223,BIP/BCP54-16"	NA	ROH	NA	48.8	4956589096
128192	ZSCR	551	035-1	NA	A2C53258129	NA	A2C00049293	10	3011	050		1351	"1,28.8V,220mOhm,P-DSO-28-14,GENERAL PURP"	NA	ROH	NA	87.8	4956588816
128193	ZSCR	551	035-1	NA	A2C53338384	NA	A2C00039698	21	3011	050		1351	"5V,450mA,STEP DOWN,DPAK,VOLT REG/NCV4275"	NA	ROH	NA	60.9	4956589158
128194	ZSCR	551	035-1	NA	A2C53190307-B	NA	A2C00041005	34	3011	050		1351	"uPD78F0889GB(A)-GAH,V3.0,LQFP64 (10x10),"	NA	ROH	NA	551.14	4956588589
128196	ZSCR	551	035-1	NA	A2C53242673B	NA	A2C00046713	52	3011	050		1351	"470uF,20%,25V,SMD,AL,ELEC CAP/470uF_25V_"	NA	ROH	NA	46.28	4956588725
128198	ZSCR	551	035-1	NA	A2C53249285B	NA	A2C00047459	9	3011	050		1351	"14V,40V,2220,VARISTOR/CT2220S14BAUTOE2G2"	NA	ROH	NA	47.34	4956588780
128199	ZSCR	551	035-1	NA	A2C53333037B	NA	A2C00005665	156	3011	050		1351	"RF-IC,PCF7991AT/1081//M, SO14, Advanced"	NA	ROH	NA	879.84	4956589126
