No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Planta	Apd	espacio	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP	
553002	20/11/2014	ZSCR	551	040-1	NA	'054	A2C80644600	NA	A2C81531200	1	3011	054	 	1401	pcb assy DAGARM3 V14	NA	HALB	S.Real	433.85	PS_ARAMIS III_E.EDWIN R	NO		
553031	20/11/2014	ZSCR	551	034-2	NA	'054	5WK44675	NA	A2C53408763	4	3011	054	 	1342	pcb assy FIA326 OCS V15	NA	HALB	S.Real	619.84	PS_FIAT BRAZIL_E.EDWIN	NO	4984277551	
553034	20/11/2014	ZSCR	551	034-2	NA	'054	A2C30910800	NA	A2C32509000	1	3011	054	 	1342	pcb assy VW20 V01	NA	HALB	S.Real	137.33	PSAD_VW20_U.ULISES VILL	NO	4984277958	
553038	20/11/2014	ZSCR	551	034-2	NA	'054	5WK44742	NA	A2C53324560	80	3011	054	 	1342	certification label spool part p	NA	ROH	NA	40	PS_ARAMIS III_E.EDWIN R	NO	4984277582	
553039	20/11/2014	ZSCR	551	034-2	NA	'054	5WK44592	NA	A2C53397780	2	3011	054	 	1342	cover	NA	ROH	NA	6.36	PS_HONDA HRS6_J.JUAN CH	NO	4984277525	
553065	20/11/2014	ZSCR	551	050-3	NA	'054	5WK44461	NA	A2C53404914	2				1503	pcb assy HONHRS5 V30	NA	HALB	S.Real/AutoBF	653.78	PS_HONDA HRS5_.	NO	4984276773	
553066	20/11/2014	ZSCR	551	040-1	NA	'054	A2C38081601	NA	A2C53375496	1	3011	054	 	1401	pcb assy DAGARM3 V04	NA	HALB	S.Real	296.44	PS_ARAMIS III_E.EDWIN R	NO		
553067	20/11/2014	ZSCR	551	040-3	NA	'054	5WY88040	NA	A2C53412214	2				1403	pcb assy	NA	HALB	S.Real/AutoBF	299.42	PSAD_GM BRASIL_A.ANA TA	NO	4984277141	
553068	20/11/2014	ZSCR	551	040-1	NA	'054	A2C30910806	NA	A2C32509000	1	3011	054	 	1401	pcb assy VW20 V01	NA	HALB	S.Real	137.33	PSAD_VW20_U.ULISES VILL	NO	4984277976	
553137	20/11/2014	ZSCR	551	050-3	NA	'054	A2C83007700	NA	A2C83007800	1	3011	054	 	1503	pcb assy VOLP1X P11P12P14	NA	HALB	S.Real	335.97	PSAD_VOLVO P15_J.JOSE O	NO		
553139	20/11/2014	ZSCR	551	040-3	NA	'054	A2C84371000	AAAA	A2C84371000	1				1403	ACU VCCP11 MY04 G30 16 08 0 0 0 000	NA	FERT	NA	377.86	PSAD_VOLVO P15_J.JOSE O	NO	4984277192	
553141	20/11/2014	ZSCR	551	040-3	NA	'054	A2C86651300	87AB	A2C86651300	1				1403	ARMADA* 12 BR230	NA	FERT	NA	599.99	OES_ARMADA_.	NO	4984277205	
553144	20/11/2014	ZSCR	551	050-3	NA	'054	5WY88050	NA	A2C53417787	1				1503	pcb assy	NA	HALB	S.Real/AutoBF	148.49	PSAD_GM BRASIL_A.ANA TA	NO	4984276795	
553145	20/11/2014	ZSCR	551	042-4	NA	'054	A2C37924700	NA	A2C37744300	1	3011	054	 	1424	pcb assy PTFSPEED15 V01	NA	HALB	S.Real	156.24	PS_FIAT BRAZIL_E.EDWIN	NO		
553324	21/11/2014	ZSCR	551	030-1	NA	'054	5WKHRS5	NA	A2C53295039	6	3011	054	 	1301	pcb HONDA ACU16 main	NA	ROH	NA	100.5	PS_HONDA HRS5_.	NO	4984277651	
553329	21/11/2014	ZSCR	551	030-1	NA	'054	A2C91764100	NA	A2C9257230093	1	3011	054	 	1301	pcb assy GMSMD30 Top	NA	HALB	S.Real	256.95	PS_SDM30_.	NO		
553331	21/11/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660093	1	3011	054	 	1301	pcb assy HONHRS6 V04 TOP	NA	HALB	S.Real	264.89	PS_HONDA HRS6_J.JUAN CH	NO		
553333	21/11/2014	ZSCR	551	030-1	NA	'054	A2C31080700	NA	A2C3108070093	1	3011	054	 	1301	SMT Top Chrysler RT ORC MY13	NA	HALB	S.Real	272.92	PS_CHRYSLER MY2013_E.ED	NO	4984278051	
553338	21/11/2014	ZSCR	551	030-1	NA	'054	A2C53412213	NA	A2C53412223	1	3011	054	 	1301	circuit board assy	NA	HALB	S.Real	127	PSAD_GM BRASIL_A.ANA TA	NO		
553341	21/11/2014	ZSCR	551	030-1	NA	'054	A2C80644602	NA	A2C8153120093	3	3011	054	 	1301	pcb assy DAGARM3 V14 TOP	NA	HALB	S.Real	1108.56	PS_ARAMIS III_E.EDWIN R	NO		
553347	21/11/2014	ZSCR	551	030-1	NA	'054	A2C37964112	NA	A2C3511620193	1	3011	054	 	1301	pcb assy DAGSTAR2 D_13 SMD TOP	NA	HALB	S.Real	318.91	PSAD_DAIMLER STAR 2_A.A	NO		
553348	21/11/2014	ZSCR	551	030-1	NA	'054	A2C37964111	NA	A2C3511620193	1	3011	054	 	1301	pcb assy DAGSTAR2 D_13 SMD TOP	NA	HALB	S.Real	318.91	PSAD_DAIMLER STAR 2_A.A	NO		
553349	21/11/2014	ZSCR	551	030-1	NA	'054	A2C32453911	NA	A2C3511610193	1	3011	054	 	1301	pcb assy DAGSTAR2 D_12 SMD TOP	NA	HALB	S.Real	305.73	PSAD_DAIMLER STAR 2_A.A	NO		
553350	21/11/2014	ZSCR	551	030-1	NA	'054	A2C32453912	NA	A2C3511610193	1	3011	054	 	1301	pcb assy DAGSTAR2 D_12 SMD TOP	NA	HALB	S.Real	305.73	PSAD_DAIMLER STAR 2_A.A	NO		
553352	21/11/2014	ZSCR	551	030-1	NA	'054	A2C32453911	NA	A2C3511610193	1	3011	054	 	1301	pcb assy DAGSTAR2 D_12 SMD TOP	NA	HALB	S.Real	305.73	PSAD_DAIMLER STAR 2_A.A	NO		
553353	21/11/2014	ZSCR	551	030-1	NA	'054	A2C32453911	NA	A2C3511610193	1	3011	054	 	1301	pcb assy DAGSTAR2 D_12 SMD TOP	NA	HALB	S.Real	305.73	PSAD_DAIMLER STAR 2_A.A	NO		
553355	21/11/2014	ZSCR	551	030-1	NA	'054	A2C32453912	NA	A2C3511610193	1	3011	054	 	1301	pcb assy DAGSTAR2 D_12 SMD TOP	NA	HALB	S.Real	305.73	PSAD_DAIMLER STAR 2_A.A	NO		
553358	21/11/2014	ZSCR	551	030-1	NA	'054	A2C32453911	NA	A2C3511610193	1	3011	054	 	1301	pcb assy DAGSTAR2 D_12 SMD TOP	NA	HALB	S.Real	305.73	PSAD_DAIMLER STAR 2_A.A	NO		
553360	21/11/2014	ZSCR	551	030-1	NA	'054	A2C32453912	NA	A2C3511610193	6	3011	054	 	1301	pcb assy DAGSTAR2 D_12 SMD TOP	NA	HALB	S.Real	1834.38	PSAD_DAIMLER STAR 2_A.A	NO		
553362	21/11/2014	ZSCR	551	030-1	NA	'054	A2C32453911	NA	A2C3511610193	1	3011	054	 	1301	pcb assy DAGSTAR2 D_12 SMD TOP	NA	HALB	S.Real	305.73	PSAD_DAIMLER STAR 2_A.A	NO		
553366	21/11/2014	ZSCR	551	030-1	NA	'054	A2C32453912	NA	A2C3511610193	5	3011	054	 	1301	pcb assy DAGSTAR2 D_12 SMD TOP	NA	HALB	S.Real	1528.65	PSAD_DAIMLER STAR 2_A.A	NO		
553368	21/11/2014	ZSCR	551	030-1	NA	'054	A2C8021770002	NA	A2C8021770093	1	3011	054	 	1301	pcb assy HONHRS6 V20 TOP	NA	HALB	S.Real	265.24	PS_HONDA HRS6_J.JUAN CH	NO		
553373	21/11/2014	ZSCR	551	030-1	NA	'054	A2C80644601	NA	A2C8153120093	1	3011	054	 	1301	pcb assy DAGARM3 V14 TOP	NA	HALB	S.Real	369.52	PS_ARAMIS III_E.EDWIN R	NO		
553374	21/11/2014	ZSCR	551	030-1	NA	'054	A2C80644600	NA	A2C81531200	1	3011	054	 	1301	pcb assy DAGARM3 V14	NA	HALB	S.Real	433.85	PS_ARAMIS III_E.EDWIN R	NO		
553378	21/11/2014	ZSCR	551	030-1	NA	'054	A2C91764100	NA	A2C9257230093	1	3011	054	 	1301	pcb assy GMSMD30 Top	NA	HALB	S.Real	256.95	PS_SDM30_.	NO		
553379	21/11/2014	ZSCR	551	030-1	NA	'054	A2C91764100	NA	A2C9257230093	1	3011	054	 	1301	pcb assy GMSMD30 Top	NA	HALB	S.Real	256.95	PS_SDM30_.	NO		
553380	21/11/2014	ZSCR	551	030-1	NA	'054	A2C91764100	NA	A2C9257230093	1	3011	054	 	1301	pcb assy GMSMD30 Top	NA	HALB	S.Real	256.95	PS_SDM30_.	NO		
553382	21/11/2014	ZSCR	551	030-1	NA	'054	A2C53404914	NA	A2C53404914A	1	3011	054	 	1301	circuit board assy	NA	HALB	S.Real	276.38	PS_HONDA HRS5_.	NO		
553383	21/11/2014	ZSCR	551	030-1	NA	'054	A2C53404914	NA	A2C53404914A	1	3011	054	 	1301	circuit board assy	NA	HALB	S.Real	276.38	PS_HONDA HRS5_.	NO		
553384	21/11/2014	ZSCR	551	030-1	NA	'054	A2C32453912	NA	A2C3511610193	1	3011	054	 	1301	pcb assy DAGSTAR2 D_12 SMD TOP	NA	HALB	S.Real	305.73	PSAD_DAIMLER STAR 2_A.A	NO		
553385	21/11/2014	ZSCR	551	030-1	NA	'054	A2C37964110	NA	A2C3511620193	1	3011	054	 	1301	pcb assy DAGSTAR2 D_13 SMD TOP	NA	HALB	S.Real	318.91	PSAD_DAIMLER STAR 2_A.A	NO		
553394	21/11/2014	ZSCR	551	030-1	NA	'054	A2C53364457A	NA	A2C53364453	12	3011	054	 	1301	pcb IEEZZDIV BOSE IEE VW3	NA	ROH	NA	112.8	OC_BOSE VW_A.ANA TAPIA-	NO		
553398	21/11/2014	ZSCR	551	030-1	NA	'054	A2C94819900	NA	A2C5340491402	1	3011	054	 	1301	pcb assy HONHRS5 V30 REV 02	NA	HALB	S.Real	326.89	PS_HONDA HRS6_J.JUAN CH	NO		
553401	21/11/2014	ZSCR	551	030-1	NA	'054	A2C80644601	NA	A2C8153120093	2	3011	054	 	1301	pcb assy DAGARM3 V14 TOP	NA	HALB	S.Real	739.04	PS_ARAMIS III_E.EDWIN R	NO		
553412	21/11/2014	ZSCR	551	030-1	NA	'054	A2C31080700	NA	A2C3108070093	1	3011	054	 	1301	SMT Top Chrysler RT ORC MY13	NA	HALB	S.Real	272.92	PS_CHRYSLER MY2013_E.ED	NO	4984278051	
553414	21/11/2014	ZSCR	551	030-1	NA	'054	A2C31080700	NA	A2C3108070093	1	3011	054	 	1301	SMT Top Chrysler RT ORC MY13	NA	HALB	S.Real	272.92	PS_CHRYSLER MY2013_E.ED	NO	4984278051	
553416	21/11/2014	ZSCR	551	030-1	NA	'054	5WK44675	NA	A2C53408763	1	3011	054	 	1301	pcb assy FIA326 OCS V15	NA	HALB	S.Real	154.96	PS_FIAT BRAZIL_E.EDWIN	NO	4984277551	
553431	21/11/2014	ZSCR	551	030-1	NA	'054	A2C31080700	NA	A2C3108070093	6	3011	054	 	1301	SMT Top Chrysler RT ORC MY13	NA	HALB	S.Real	1637.52	PS_CHRYSLER MY2013_E.ED	NO	4984278051	
553453	21/11/2014	ZSCR	551	042-4	NA	'054	5WK44287	NA	A2C00014697	68	3011	054	 	1424	sticker	NA	ROH	NA	34.68	PS_VW10 LC_U.ULISES VIL	NO	4984277429	
553455	21/11/2014	ZSCR	551	034-2	NA	'054	A2C84370400	NA	A2C83008400	45	3011	054	 	1342	label identificati	NA	ROH	NA	9.45	PSAD_VOLVO P15_J.JOSE O	NO		
553457	21/11/2014	ZSCR	551	034-2	NA	'054	5WK44286	NA	A2C00014697	290	3011	054	 	1342	sticker	NA	ROH	NA	147.9	PS_VW10 LC_U.ULISES VIL	NO	4984277405	
553459	21/11/2014	ZSCR	551	034-2	NA	'054	A2C33330505	NA	A2C83435000	4	3011	054	 	1342	cover FIP T BK	NA	ROH	NA	76.08	PSAD_DAIMLER STAR 2_A.A	NO		
553461	21/11/2014	ZSCR	551	034-2	NA	'054	A2C30910808	NA	A2C86055000	1	3011	054	 	1342	cover	NA	ROH	NA	9.91	PSAD_DAIMLER STAR 2_A.A	NO	4984278003	
553463	21/11/2014	ZSCR	551	034-2	NA	'054	5WK44675	NA	A2C53332366	3	3011	054	 	1342	cover RAP T BK	NA	ROH	NA	14.46	PS_FIAT BRAZIL_E.EDWIN	NO	4984277551	
553464	21/11/2014	ZSCR	551	042-4	NA	'054	5WK44689	NA	A2C53330107	5	3011	054	 	1424	socket	NA	ROH	NA	65.95	PS_HONDA HRS6_J.JUAN CH	NO	4984277569	
553464	21/11/2014	ZSCR	551	042-4	NA	'054	A2C32453907	NA	A2C53330109	2	3011	054	 	1424	socket	NA	ROH	NA	36.2	PS_HONDA HRS6_J.JUAN CH	NO		
553466	21/11/2014	ZSCR	551	042-4	NA	'054	A2C38172105	NA	A2C91593500	2	3011	054	 	1424	multipoint connector124/ 59P H 2SYS 1018	NA	ROH	NA	103.84	PSAD_DAIMLER STAR 2_A.A	NO		
553474	21/11/2014	ZSCR	551	050-1	NA	'054	A2C91764100	NA	A2C9257230093	1	3011	054	 	1501	pcb assy GMSMD30 Top	NA	HALB	S.Real	256.95	PS_SDM30_.	NO		
553477	21/11/2014	ZSCR	551	050-1	NA	'054	A2C91764100	NA	A2C9257230093	1	3011	054	 	1501	pcb assy GMSMD30 Top	NA	HALB	S.Real	256.95	PS_SDM30_.	NO		
553478	21/11/2014	ZSCR	551	050-1	NA	'054	A2C91764100	NA	A2C9257230093	1	3011	054	 	1501	pcb assy GMSMD30 Top	NA	HALB	S.Real	256.95	PS_SDM30_.	NO		
553482	21/11/2014	ZSCR	551	040-3	NA	'054	A2C91764100	2800	A2C91764100	1				1403	ACU GMSDM30 MY14 S15 12 XX 0 0 0 000	NA	FERT	NA	313.1	PS_SDM30_.	NO	4984277239	
