No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP			
442301	4/11/2014	ZSCR	551	030-1	NA	'054	A2C32453905	NA	A2C3511610093	1301	pcb assy DAGSTAR2 V02	NA	HALB	S.Real	305.73	PSAD_DAIMLER STAR 2_A.A	NO				
442302	4/11/2014	ZSCR	551	030-1	NA	'054	A2C32453907	NA	A2C3511610093	1301	pcb assy DAGSTAR2 V02	NA	HALB	S.Real	305.73	PSAD_DAIMLER STAR 2_A.A	NO				
442316	4/11/2014	ZSCR	551	030-1	NA	'054	A2C37924700	NA	A2C37744300	1301	pcb assy PTFSPEED15 V01	NA	HALB	S.Real	781.2	PS_FIAT BRAZIL_E.EDWIN	NO				
442316	4/11/2014	ZSCR	551	030-1	NA	'054	A2C37744300	NA	A2C3774430093	1301	FIAT 326 3V SMT TOP	NA	HALB	S.Real	709.8	PS_FIAT BRAZIL_E.EDWIN	NO				
442326	4/11/2014	ZSCR	551	030-1	NA	'054	5WY89350	NA	A2C31080700	1301	IM Chrysler RT ORC MY13	NA	HALB	S.Real	331.82	PS_CHRYSLER MY2013_E.ED	NO				
442330	4/11/2014	ZSCR	551	030-1	NA	'054	A2C81542900	NA	A2C81543200	1301	pcb assy	NA	HALB	S.Real	415.2	PS_ARAMIS 2012_E.EDWIN	NO				
442333	4/11/2014	ZSCR	551	030-1	NA	'054	5WK44551	NA	A2C53287874	1301	pcb assy	NA	HALB	S.Real	54.85	OC_OCS NISSAN_A.ANA TAP	NO				
442346	4/11/2014	ZSCR	551	030-1	NA	'054	A2C8661710093	NA	A2C8661710092	1301	pcb assy DAGARM3 RO V17EDR Bottom	NA	HALB	S.Real/AutoBF	486.36	PS_ARAMIS III_E.EDWIN R	NO				
442364	4/11/2014	ZSCR	551	030-1	NA	'054	A2C31080700	NA	A2C3108070093	1301	SMT Top Chrysler RT ORC MY13	NA	HALB	S.Real	818.76	PS_CHRYSLER MY2013_E.ED	NO				
442365	4/11/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	217.29	OC_BOSE VW_A.ANA TAPIA-	NO				
442366	4/11/2014	ZSCR	551	030-1	NA	'054	A2C53412213	NA	A2C53412223	1301	GMB SMT Top side	NA	HALB	S.Real	127	PSAD_GM BRASIL_A.ANA TA	NO				
442369	4/11/2014	ZSCR	551	030-1	NA	'054	5WK44761	NA	A2C80217300	1301	pcb assy HONHRS6 D_6	NA	HALB	S.Real	179.51	PS_HONDA HRS6_J.JUAN CH	NO				
442370	4/11/2014	ZSCR	551	030-1	NA	'054	5WK44761	NA	A2C80217300	1301	pcb assy HONHRS6 D_6	NA	HALB	S.Real	179.51	PS_HONDA HRS6_J.JUAN CH	NO				
442371	4/11/2014	ZSCR	551	030-1	NA	'054	5WK44813	NA	A2C80217300	1301	pcb assy HONHRS6 D_6	NA	HALB	S.Real	179.51	PS_HONDA HRS6_J.JUAN CH	NO				
442372	4/11/2014	ZSCR	551	030-1	NA	'054	5WK44813	NA	A2C80217300	1301	pcb assy HONHRS6 D_6	NA	HALB	S.Real	179.51	PS_HONDA HRS6_J.JUAN CH	NO				
442380	4/11/2014	ZSCR	551	030-1	NA	'054	5WK44292	NA	A2C53395077	1301	pcb assy	NA	HALB	S.Real	66.78	OC_BOSE BMW_A.ANA TAPIA	NO				
442384	4/11/2014	ZSCR	551	030-1	NA	'054	5WY89350	NA	A2C31080700	1301	IM Chrysler RT ORC MY13	NA	HALB	S.Real	331.82	PS_CHRYSLER MY2013_E.ED	NO				
442386	4/11/2014	ZSCR	551	030-1	NA	'054	A2C38081602	NA	A2C53375496	1301	pcb assy DAGARM3 V04	NA	HALB	S.Real	296.44	PS_ARAMIS III_E.EDWIN R	NO				
442390	4/11/2014	ZSCR	551	030-1	NA	'054	A2C53375496	NA	A2C5337549693	1301	pcb assy DAGARM3 V04 Top	NA	HALB	S.Real	4260.42	PS_ARAMIS III_E.EDWIN R	NO				
442427	4/11/2014	ZSCR	551	042-4	NA	'054	A2C82538600	NA	A2C82538600	1424	ACU OPLA4400 12 HU XE SE	NA	FERT	NA	274.18	PSAD_OPEL 4400_J.JOSE O	NO				
442436	4/11/2014	ZSCR	551	034-2	NA	'054	A2C91085700	NA	A2C91085700	1342	ACU MY11 18 R SDM10	NA	FERT	NA	2138.4	PS_SDM10+_C.CAROLINA OT	NO				
442437	4/11/2014	ZSCR	551	034-4	NA	'054	A2C91085700	NA	A2C91085700	1344	ACU MY11 18 R SDM10	NA	FERT	NA	1283.04	PS_SDM10+_C.CAROLINA OT	NO				
442442	4/11/2014	ZSCR	551	034-2	NA	'054	A2C38070400	2	A2C38070400	1342	ACU FIA310 MY13 6	NA	FERT	NA	173.11	PS_FIAT BRAZIL_E.EDWIN	NO				
442446	4/11/2014	ZSCR	551	034-2	NA	'054	A2C83377600	NA	A2C83377600	1342	ACU RCMT5 MY10 Landrover	NA	FERT	NA	503.73	PSAD_LAND ROVER_J.JOSE	NO				
442447	4/11/2014	ZSCR	551	034-2	NA	'054	A2C83377600	NA	A2C83377600	1342	ACU RCMT5 MY10 Landrover	NA	FERT	NA	503.73	PSAD_LAND ROVER_J.JOSE	NO				
442450	4/11/2014	ZSCR	551	040-1	NA	'054	A2C81542500	NA	A2C81543200	1401	pcb assy	NA	HALB	S.Real	415.2	PS_ARAMIS 2012_E.EDWIN	NO				
442454	4/11/2014	ZSCR	551	040-1	NA	'054	A2C80644600	NA	A2C81531200	1401	pcb assy DAGARM3 V14	NA	HALB	S.Real	433.85	PS_ARAMIS III_E.EDWIN R	NO				
442459	4/11/2014	ZSCR	551	034-2	NA	'054	A2C30910800	NA	A2C32509000	1342	pcb assy VW20 V01 Mecanico	NA	HALB	S.Real	137.33	PSAD_VW20_U.ULISES VILL	NO				
442465	4/11/2014	ZSCR	551	040-2	NA	'054	A2C82544800	NA	A2C82544800	1402	ACU OPLA4400 12 KB440XXESE	NA	FERT	NA	499.84	PSAD_OPEL 4400_J.JOSE O	NO				
442469	4/11/2014	ZSCR	551	034-2	NA	'054	5WK44285	NA	A2C53367544	1342	ACU VW10 MY10 8 RdW	NA	HALB	S.Real	417.86	PS_VW10 LC_U.ULISES VIL	NO				
442472	4/11/2014	ZSCR	551	034-2	NA	'054	A2C34527200	NA	A2C53388687	1342	circuit board assy	NA	HALB	S.Real	1796.6	PS_ARAMIS 2012_E.EDWIN	NO				
442473	4/11/2014	ZSCR	551	040-1	NA	'054	5WY89350	NA	A2C31080700	1401	IM Chrysler RT ORC MY13	NA	HALB	S.Real	331.82	PS_CHRYSLER MY2013_E.ED	NO				
442478	4/11/2014	ZSCR	551	040-3	NA	'054	A2C83007700	NA	A2C83007700	1403	ACU VOLP1X 16 P1007 P11	NA	FERT	NA	1499.04	PSAD_VOLVO P15_J.JOSE O	NO				
442480	4/11/2014	ZSCR	551	034-2	NA	'054	5WY89350	NA	A2C31080700	1342	IM Chrysler RT ORC MY13	NA	HALB	S.Real	331.82	PS_CHRYSLER MY2013_E.ED	NO				
442482	4/11/2014	ZSCR	551	034-2	NA	'054	A2C38070400	NA	A2C33209500	1342	pcb assy FIA199 V16	NA	HALB	S.Real	315.96	PS_FIAT BRAZIL_E.EDWIN	NO				
442482	4/11/2014	ZSCR	551	034-2	NA	'054	A2C37924700	NA	A2C53332369	1342	base plate B	NA	ROH	NA	13.92	PS_FIAT BRAZIL_E.EDWIN	NO				
442482	4/11/2014	ZSCR	551	034-2	NA	'054	5WK44675	NA	A2C53337250	1342	"pan head screw M3 x 8,00 1242"	NA	ROH	NA	1.14	PS_FIAT BRAZIL_E.EDWIN	NO				
442483	4/11/2014	ZSCR	551	042-4	NA	'054	A2C53412213	NA	A2C53412223	1424	GMB SMT Top side	NA	HALB	S.Real	127	PSAD_GM BRASIL_A.ANA TA	NO				
442484	4/11/2014	ZSCR	551	050-1	NA	'054	A2C82541900	NA	A2C82542000	1501	pcb assy OPLA4400 4401XESE	NA	HALB	S.Real	958.68	PSAD_OPEL 4400_J.JOSE O	NO				
442485	4/11/2014	ZSCR	551	050-1	NA	'054	A2C83011900	NA	A2C83012100	1501	pcb assy OPLA3 370	NA	HALB	S.Real	469.06	PSAD_OPEL 4400_J.JOSE O	NO				
442486	4/11/2014	ZSCR	551	050-1	NA	'054	A2C83014200	NA	A2C83014300	1501	pcb assy OPLA3 300 AU/SN	NA	HALB	S.Real	232.82	PSAD_OPEL 4400_J.JOSE O	NO				
442487	4/11/2014	ZSCR	551	040-1	NA	'054	A2C83377600	NA	A2C83377700	1401	pcb assy RCMT5 LR	NA	HALB	S.Real/AutoBF	466.91	PSAD_LAND ROVER_J.JOSE	NO				
442488	4/11/2014	ZSCR	551	040-3	NA	'054	5WY89350	NA	A2C31080700	1403	IM Chrysler RT ORC MY13	NA	HALB	S.Real	663.64	PS_CHRYSLER MY2013_E.ED	NO				
442489	4/11/2014	ZSCR	551	034-2	NA	'054	5WY89350	NA	A2C31080700	1342	IM Chrysler RT ORC MY13	NA	HALB	S.Real	663.64	PS_CHRYSLER MY2013_E.ED	NO				
442490	4/11/2014	ZSCR	551	042-4	NA	'054	5WK44508	NA	A2C53416946	1424	ACU VW10 MY10 8 RdW	NA	HALB	S.Real	212.5	PS_VW10 LC_U.ULISES VIL	NO				
442491	4/11/2014	ZSCR	551	034-2	NA	'054	5WK44461	NA	A2C53404914	1342	pcb assy HONHRS5 V30	NA	HALB	S.Real/AutoBF	326.89	PS_HONDA HRS5_.	NO				
442492	4/11/2014	ZSCR	551	034-3	NA	'054	A2C38070400	NA	A2C33209500	1343	pcb assy FIA199 V16	NA	HALB	S.Real	1579.8	PS_FIAT BRAZIL_E.EDWIN	NO				
442494	4/11/2014	ZSCR	551	040-2	NA	'054	5WK42560	NA	A2C53328548	1402	keypad assy	NA	HALB	S.Real/AutoBF	449.03	OC_OCS NISSAN_A.ANA TAP	NO				
442495	4/11/2014	ZSCR	551	034-2	NA	'054	5WK44042	NA	A2C53221385	1342	keypad assy	NA	HALB	S.Real/AutoBF	483.93	OC_OCS NISSAN_A.ANA TAP	NO				
442496	4/11/2014	ZSCR	551	042-4	NA	'054	A2C82284600	NA	A2C82284700	1424	pcb assy	NA	HALB	S.Real	562.74	PSAD_OPEL 3i_J.JOSE ORT	NO				
442498	4/11/2014	ZSCR	551	042-4	NA	'054	A2C89521000	NA	A2C89521000	1424	MRS*Z/G3IOZ/4/ADXL GMB VIVA PC HAND ASS.	NA	HALB	S.Real	191.55	PSAD_OPEL 3i_J.JOSE ORT	NO				
442500	4/11/2014	ZSCR	551	040-1	NA	'054	A2C80644600	NA	A2C81531200	1401	pcb assy DAGARM3 V14	NA	HALB	S.Real	433.85	PS_ARAMIS III_E.EDWIN R	NO				
442503	4/11/2014	ZSCR	551	040-2	NA	'054	A2C80644600	NA	A2C81531200	1402	pcb assy DAGARM3 V14	NA	HALB	S.Real	433.85	PS_ARAMIS III_E.EDWIN R	NO				
442504	4/11/2014	ZSCR	551	040-1	NA	'054	A2C80644600	NA	A2C81531200	1401	pcb assy DAGARM3 V14	NA	HALB	S.Real	433.85	PS_ARAMIS III_E.EDWIN R	NO				
442506	4/11/2014	ZSCR	551	040-2	NA	'054	A2C80644600	NA	A2C81531200	1402	pcb assy DAGARM3 V14	NA	HALB	S.Real	433.85	PS_ARAMIS III_E.EDWIN R	NO				
442509	4/11/2014	ZSCR	551	040-2	NA	'054	A2C80644602	NA	A2C80644602	1402	ACU DAGARM3 MY12 RO 24 W/S/Hy212	NA	FERT	NA	461.26	PS_ARAMIS III_E.EDWIN R	NO				
442510	4/11/2014	ZSCR	551	040-1	NA	'054	5WK44773	NA	5WK44773	1401	ACU DAGARM3 MY12 20 C207	NA	FERT	NA	358.43	PS_ARAMIS III_E.EDWIN R	NO				
442511	4/11/2014	ZSCR	551	040-1	NA	'054	5WK44773	NA	5WK44773	1401	ACU DAGARM3 MY12 20 C207	NA	FERT	NA	358.43	PS_ARAMIS III_E.EDWIN R	NO				
442514	4/11/2014	ZSCR	551	040-1	NA	'054	5WK44551	NA	A2C53287874	1401	pcb assy	NA	HALB	S.Real	54.85	OC_OCS NISSAN_A.ANA TAP	NO				
442517	4/11/2014	ZSCR	551	050-3	NA	'054	5WK44675	NA	A2C53408763	1503	pcb assy FIA326 OCS V15	NA	HALB	S.Real	154.96	PS_FIAT BRAZIL_E.EDWIN	NO				
442520	4/11/2014	ZSCR	551	034-3	NA	'054	A2C81542500	NA	A2C81543200	1343	pcb assy	NA	HALB	S.Real	415.2	PS_ARAMIS 2012_E.EDWIN	NO				
442521	4/11/2014	ZSCR	551	040-1	NA	'054	A2C81542300	NA	A2C81543200	1401	pcb assy	NA	HALB	S.Real	415.2	PS_ARAMIS 2012_E.EDWIN	NO				
442523	4/11/2014	ZSCR	551	034-2	NA	'054	A2C81542500	NA	A2C81543200	1342	pcb assy	NA	HALB	S.Real	830.4	PS_ARAMIS 2012_E.EDWIN	NO				
442526	4/11/2014	ZSCR	551	040-1	NA	'054	A2C87038500	NA	A2C5339962902	1401	pcb assy HONHRS5 RO V13B	NA	HALB	S.Real/AutoBF	328.78	PS_HONDA HRS5_.	NO				
442536	4/11/2014	ZSCR	551	030-1	NA	'054	5WK44822	NA	A2C32679900	1301	pcb	NA	ROH	NA	117.6	PS_HONDA HRS5_.	NO				
442536	4/11/2014	ZSCR	551	030-1	NA	'054	5WK44690	NA	A2C53295039	1301	pcb HONDA ACU16 main	NA	ROH	NA	100.5	PS_HONDA HRS5_.	NO				
442541	4/11/2014	ZSCR	551	030-1	NA	'054	A2C8397200092	NA	A2C34638400	1301	pcb 6-lay main	NA	ROH	NA	198.48	PS_SDM10+_C.CAROLINA OT	NO				
442542	4/11/2014	ZSCR	551	030-1	NA	'054	A2C30910800	NA	A2C32508800	1301	pcb	NA	ROH	NA	116.8	PSAD_VW20_U.ULISES VILL	NO				
442543	4/11/2014	ZSCR	551	030-1	NA	'054	A2C53364457A	NA	A2C53364453	1301	pcb IEEZZDIV BOSE IEE VW3	NA	ROH	NA	112.8	OC_BOSE VW_A.ANA TAPIA-	NO				
442543	4/11/2014	ZSCR	551	030-1	NA	'054	A2C53395078	NA	A2C53395076	1301	pcb IEEZZDIV	NA	ROH	NA	102.76	OC_BOSE VW_A.ANA TAPIA-	NO				
442544	4/11/2014	ZSCR	551	030-1	NA	'054	A2C53417068A	NA	A2C53374377	1301	pcb VW ZZDIV AC	NA	ROH	NA	95.16	PS_VW10 LC_U.ULISES VIL	NO				
442545	4/11/2014	ZSCR	551	030-1	NA	'054	A2C8522100093	NA	A2C82768800	1301	pcb 4-lay FR-4 DAG Smart	NA	ROH	NA	117.96	PSAD_DAIMLER STAR 2_A.A	NO				
442545	4/11/2014	ZSCR	551	030-1	NA	'054	A2C8337870092	NA	A2C83317200	1301	pcb	NA	ROH	NA	150.06	PSAD_DAIMLER STAR 2_A.A	NO				
442546	4/11/2014	ZSCR	551	030-1	NA	'054	A2C3320960092	NA	A2C53387067	1301	pcb FIAT ACU MA	NA	ROH	NA	91.6	PS_FIAT BRAZIL_E.EDWIN	NO				
442548	4/11/2014	ZSCR	551	030-1	NA	'054	A2C8681670092	NA	A2C53414652	1301	pcb MB ACU>6	NA	ROH	NA	166.74	PS_ARAMIS III_E.EDWIN R	NO				
442549	4/11/2014	ZSCR	551	030-1	NA	'054	A2C53108384B	NA	A2C53108389	1301	pcb panel multiple 6-up main	NA	ROH	NA	123.12	OES_ARAMIS I_E.EDWIN RO	NO				
442549	4/11/2014	ZSCR	551	030-1	NA	'054	A2C53125027B	NA	A2C53125028	1301	pcb DC 70 LP PRO NU	NA	ROH	NA	98	OES_ARAMIS I_E.EDWIN RO	NO				
442557	4/11/2014	ZSCR	551	030-1	NA	'054	A2C8254100092	NA	A2C82535900	1301	pcb 4-lay FR-4 sample	NA	ROH	NA	101.76	PS_LEGACY_C.CAROLINA OT	NO				
442557	4/11/2014	ZSCR	551	030-1	NA	'054	A2C8254490092	NA	A2C82538800	1301	pcb 4-lay Series	NA	ROH	NA	98.76	PS_LEGACY_C.CAROLINA OT	NO				
442557	4/11/2014	ZSCR	551	030-1	NA	'054	A2C8526580092	NA	A2C83008800	1301	pcb 6-lay main TD10	NA	ROH	NA	195.72	PS_LEGACY_C.CAROLINA OT	NO				
442557	4/11/2014	ZSCR	551	030-1	NA	'054	A2C8301430092	NA	A2C83012400	1301	pcb 4-lay	NA	ROH	NA	88.68	PS_LEGACY_C.CAROLINA OT	NO				
442557	4/11/2014	ZSCR	551	030-1	NA	'054	A2C8301690092	NA	A2C83017500	1301	pcb 4-lay main	NA	ROH	NA	65.48	PS_LEGACY_C.CAROLINA OT	NO				
442557	4/11/2014	ZSCR	551	030-1	NA	'054	A2C8304700092	NA	A2C83047100	1301	pcb 6-lay	NA	ROH	NA	87.64	PS_LEGACY_C.CAROLINA OT	NO				
442557	4/11/2014	ZSCR	551	030-1	NA	'054	A2C85534800	NA	A2C84369700	1301	TYPE - LABEL UNPRINTED	NA	ROH	NA	11.4	PS_LEGACY_C.CAROLINA OT	NO				
442560	4/11/2014	ZSCR	551	030-1	NA	'054	5WK44551	NA	A2C53287893	1301	pcb BMWOCE E70 OCE2007 EMC	NA	ROH	NA	84.84	OC_OCS NISSAN_A.ANA TAP	NO				
442561	4/11/2014	ZSCR	551	030-1	NA	'054	A2C53241828B	NA	A2C53168918	1301	pcb panel multiple 4-up	NA	ROH	NA	58.16	PS_FORD_.	NO				
442562	4/11/2014	ZSCR	551	030-1	NA	'054	A2C53391886	NA	A2C53380966	1301	pcb panel multiple 4-up	NA	ROH	NA	78.48	PSAD_EPSILON_O.OSCAR FO	NO				
442584	4/11/2014	ZSCR	551	040-3	NA	'054	5WY78891	NA	A2C53241830	1403	circuit board assy	NA	HALB	S.Real	746.22	PS_FORD_.	NO				
442586	4/11/2014	MB1A	951	025-3	NA	'054	NA	NA	A2C37744300	1253	pcb assy PTFSPEED15 V01	VUG018245	HALB	S.Real	937.44	PS_FIAT BRAZIL_E.EDWIN	NO				
442586	4/11/2014	MB1A	951	025-3	NA	'054	NA	NA	A2C53379985	1253	multipoint connector 56P H 2SYS 4003	VUG018245	ROH	NA	3672	PS_FIAT BRAZIL_E.EDWIN	NO				
442742	4/12/2014	ZSCR	551	034-2	NA	'054	5WK44690	NA	A2C53295039	1342	pcb HONDA ACU16 main	NA	ROH	NA	100.5	PS_HONDA HRS5_.	NO				
442742	4/12/2014	ZSCR	551	034-2	NA	'054	5WK44690	NA	A2C53397769	1342	housing	NA	ROH	NA	41.5	PS_HONDA HRS5_.	NO				
442744	4/12/2014	ZSCR	551	034-2	NA	'054	5WK44551	NA	8800680101	1342	Double-Tail Adapter 2035	NA	ROH	NA	1557.3	OC_OCS NISSAN_A.ANA TAP	NO				
442744	4/12/2014	ZSCR	551	034-2	NA	'054	5WK44078	NA	A2C00016838	1342	connector pin	NA	ROH	NA	84	OC_OCS NISSAN_A.ANA TAP	NO				
442744	4/12/2014	ZSCR	551	034-2	NA	'054	5WK44078	NA	A2C53117111	1342	Overmoulding material (Hot melt OCS)	NA	ROH	NA	22	OC_OCS NISSAN_A.ANA TAP	NO				
442744	4/12/2014	ZSCR	551	034-2	NA	'054	5WK44551	NA	A2C53287893	1342	pcb BMWOCE E70 OCE2007 EMC	NA	ROH	NA	28.28	OC_OCS NISSAN_A.ANA TAP	NO				
442746	4/12/2014	ZSCR	551	034-2	NA	'054	A2C37924700	NA	A2C53332366	1342	cover RAP T BK	NA	ROH	NA	4.82	PS_FIAT BRAZIL_E.EDWIN	NO				
442746	4/12/2014	ZSCR	551	034-2	NA	'054	A2C3320950092	NA	A2C53387067	1342	pcb FIAT ACU MA	NA	ROH	NA	91.6	PS_FIAT BRAZIL_E.EDWIN	NO				
442747	4/12/2014	ZSCR	551	034-2	NA	'054	5WK44781	NA	A2C00014697	1342	sticker	NA	ROH	NA	25.5	PS_VW10 LC_U.ULISES VIL	NO				
442747	4/12/2014	ZSCR	551	034-2	NA	'054	5WK44781	NA	A2C00027390	1342	cover	NA	ROH	NA	6.38	PS_VW10 LC_U.ULISES VIL	NO				
442750	4/12/2014	ZSCR	551	034-2	NA	'054	5WK44094	NA	6593757501	1342	Bracket Capacitor Cap Cradle	NA	ROH	NA	14.17	PS_ARAMIS III_E.EDWIN R	NO				
442750	4/12/2014	ZSCR	551	034-2	NA	'054	5WY86930	NA	A2C53108379	1342	cover FIP T GY	NA	ROH	NA	17.25	PS_ARAMIS III_E.EDWIN R	NO				
442750	4/12/2014	ZSCR	551	034-2	NA	'054	A2C53240313MI	NA	A2C53125066	1342	multipoint connector 96P H 2SYS E-B	NA	ROH	NA	35.88	PS_ARAMIS III_E.EDWIN R	NO				
442750	4/12/2014	ZSCR	551	034-2	NA	'054	5WK44742	NA	A2C53324560	1342	certification label spool part p	NA	ROH	NA	50	PS_ARAMIS III_E.EDWIN R	NO				
442752	4/12/2014	ZSCR	551	034-2	NA	'054	5WK44252	2	5WK44252	1342	BoSe VW	NA	FERT	NA	104.03	OC_BOSE VW_A.ANA TAPIA-	NO				
442752	4/12/2014	ZSCR	551	034-2	NA	'054	5WK44252	NA	A2C53098572	1342	label	NA	ROH	NA	41	OC_BOSE VW_A.ANA TAPIA-	NO				
442754	4/12/2014	ZSCR	551	034-2	NA	'054	A2C91763900	NA	A2C40000022	1342	"C ELEC,AL,4.7mF,20%,35V"	NA	ROH	NA	33.65	PS_SDM10+_C.CAROLINA OT	NO				
442754	4/12/2014	ZSCR	551	034-2	NA	'054	A2C91764300	NA	A2C40000025	1342	"C ELEC,AL,6.8mF,20%,35V"	NA	ROH	NA	20.49	PS_SDM10+_C.CAROLINA OT	NO				
442769	4/12/2014	ZSCR	551	030-1	NA	'054	A2C37964102	NA	A2C3511620093	1301	Subensamble IM Star2 TOP	NA	HALB	S.Real	319.08	PSAD_DAIMLER STAR 2_A.A	NO				
442771	4/12/2014	ZSCR	551	030-1	NA	'054	A2C37964107	NA	A2C3511620093	1301	Subensamble IM Star2 TOP	NA	HALB	S.Real	319.08	PSAD_DAIMLER STAR 2_A.A	NO				
442773	4/12/2014	ZSCR	551	030-1	NA	'054	A2C37964105	NA	A2C3511620093	1301	Subensamble IM Star2 TOP	NA	HALB	S.Real	319.08	PSAD_DAIMLER STAR 2_A.A	NO				
442775	4/12/2014	ZSCR	551	030-1	NA	'054	A2C37964105	NA	A2C3511620093	1301	Subensamble IM Star2 TOP	NA	HALB	S.Real	319.08	PSAD_DAIMLER STAR 2_A.A	NO				
442776	4/12/2014	ZSCR	551	030-1	NA	'054	A2C37964107	NA	A2C3511620093	1301	Subensamble IM Star2 TOP	NA	HALB	S.Real	319.08	PSAD_DAIMLER STAR 2_A.A	NO				
442778	4/12/2014	ZSCR	551	030-1	NA	'054	A2C37964105	NA	A2C3511620093	1301	Subensamble IM Star2 TOP	NA	HALB	S.Real	319.08	PSAD_DAIMLER STAR 2_A.A	NO				
442780	4/12/2014	ZSCR	551	030-1	NA	'054	A2C83971900	NA	A2C8397190093	1301	pcb topSMD top	NA	HALB	S.Real	332.31	PS_SDM10+_C.CAROLINA OT	NO				
442785	4/12/2014	ZSCR	551	030-1	NA	'054	5WK44551	NA	A2C53287874	1301	pcb assy	NA	HALB	S.Real	164.55	OC_OCS NISSAN_A.ANA TAP	NO				
442786	4/12/2014	ZSCR	551	030-1	NA	'054	5WK44292	NA	A2C53395077	1301	pcb assy	NA	HALB	S.Real	133.56	OC_BOSE BMW_A.ANA TAPIA	NO				
442787	4/12/2014	ZSCR	551	030-1	NA	'054	A2C53364457	NA	A2C53364457A	1301	subensamble de SMD BoSe VW Top	NA	HALB	S.Real	144.86	OC_BOSE VW_A.ANA TAPIA-	NO				
442788	4/12/2014	ZSCR	551	030-1	NA	'054	A2C86617100	NA	A2C8661710093	1301	pcb assy DAGARM3 RO V17EDR Top	NA	HALB	S.Real	366.77	PS_ARAMIS III_E.EDWIN R	NO				
442789	4/12/2014	ZSCR	551	030-1	NA	'054	A2C86617100	NA	A2C8661710093	1301	pcb assy DAGARM3 RO V17EDR Top	NA	HALB	S.Real	366.77	PS_ARAMIS III_E.EDWIN R	NO				
442790	4/12/2014	ZSCR	551	030-1	NA	'054	A2C86816800	NA	A2C8661710093	1301	pcb assy DAGARM3 RO V17EDR Top	NA	HALB	S.Real	366.77	PS_ARAMIS III_E.EDWIN R	NO				
442791	4/12/2014	ZSCR	551	030-1	NA	'054	A2C86617100	NA	A2C8661710093	1301	pcb assy DAGARM3 RO V17EDR Top	NA	HALB	S.Real	366.77	PS_ARAMIS III_E.EDWIN R	NO				
442792	4/12/2014	ZSCR	551	030-1	NA	'054	A2C86617100	NA	A2C8661710093	1301	pcb assy DAGARM3 RO V17EDR Top	NA	HALB	S.Real	366.77	PS_ARAMIS III_E.EDWIN R	NO				
442796	4/12/2014	ZSCR	551	030-1	NA	'054	5WK44374	NA	A2C53287874	1301	pcb assy	NA	HALB	S.Real	548.5	OC_OCS NISSAN_A.ANA TAP	NO				
442799	4/12/2014	ZSCR	551	030-1	NA	'054	5WK44551	NA	A2C53287874	1301	pcb assy	NA	HALB	S.Real	219.4	OC_OCS NISSAN_A.ANA TAP	NO				
442801	4/12/2014	ZSCR	551	030-1	NA	'054	5WK44551	NA	A2C53287874	1301	pcb assy	NA	HALB	S.Real	109.7	OC_OCS NISSAN_A.ANA TAP	NO				
442802	4/12/2014	ZSCR	551	030-1	NA	'054	A2C83011900	NA	A2C83012100	1301	pcb assy OPLA3 370	NA	HALB	S.Real	234.53	PSAD_OPEL 4400_J.JOSE O	NO				
442804	4/12/2014	ZSCR	551	030-1	NA	'054	A2C86816800	NA	A2C86617100	1301	pcb assy DAGARM3 RO V17EDR	NA	HALB	S.Real	2132.85	PS_ARAMIS III_E.EDWIN R	NO				
442805	4/12/2014	ZSCR	551	030-1	NA	'054	5WK44292	NA	A2C53395077	1301	pcb assy	NA	HALB	S.Real	934.92	OC_BOSE BMW_A.ANA TAPIA	NO				
442806	4/12/2014	ZSCR	551	030-1	NA	'054	5WK44551	NA	A2C53287874	1301	pcb assy	NA	HALB	S.Real	109.7	OC_OCS NISSAN_A.ANA TAP	NO				
442807	4/12/2014	ZSCR	551	030-1	NA	'054	A2C86852400	NA	A2C87110200	1301	pcb assy PTFSPEED10 D_26	NA	HALB	S.Real	204.2	PS_HYUNDAI_.	NO				
442808	4/12/2014	ZSCR	551	030-1	NA	'054	5WY89350	NA	A2C31080700	1301	IM Chrysler RT ORC MY13	NA	HALB	S.Real	331.82	PS_CHRYSLER MY2013_E.ED	NO				
442809	4/12/2014	ZSCR	551	030-1	NA	'054	A2C80644600	NA	A2C81531200	1301	pcb assy DAGARM3 V14	NA	HALB	S.Real	433.85	PS_ARAMIS III_E.EDWIN R	NO				
442811	4/12/2014	ZSCR	551	030-1	NA	'054	A2C37820700	NA	A2C53243155MI	1301	MI assy C207 WITH PPS/WITHOUT RO	NA	HALB	S.Real	428.49	PS_ARAMIS II MCG_F.FERN	NO				
442813	4/12/2014	ZSCR	551	030-1	NA	'054	A2C80644600	NA	A2C81531200	1301	pcb assy DAGARM3 V14	NA	HALB	S.Real	433.85	PS_ARAMIS III_E.EDWIN R	NO				
442817	4/12/2014	ZSCR	551	030-1	NA	'054	A2C8397190093	NA	A2C8397190092	1301	pcb topSMD bottom	NA	HALB	S.Real/AutoBF	116.61	PS_SDM10+_C.CAROLINA OT	NO				
