No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP			
444248	4/14/2014	ZSCR	551	035-1	0	'054	A2C53374378A	NA	A2C00004259	1351	"R LIN,2K49,1%,TK100,125mW,0805"		ROH	NA	0.25	PS_VW10 LC_L.LPL AUTOMA	NO	4976949167			
444248	4/14/2014	ZSCR	551	035-1	0	'054	A2C53417068A	NA	A2C00004259	1351	"R LIN,2K49,1%,TK100,125mW,0805"		ROH	NA	0.12	PS_VW10 LC_L.LPL AUTOMA	NO				
444248	4/14/2014	ZSCR	551	035-1	0	'054	A2C8483530092	NA	A2C00006609	1351	"R LIN,100R,5%,TK200,63mW,0402"		ROH	NA	5.17	PS_VW10 LC_L.LPL AUTOMA	NO				
444248	4/14/2014	ZSCR	551	035-1	0	'054	A2C8483530093	NA	A2C00006609	1351	"R LIN,100R,5%,TK200,63mW,0402"		ROH	NA	0.85	PS_VW10 LC_L.LPL AUTOMA	NO				
444248	4/14/2014	ZSCR	551	035-1	0	'054	A2C53374378A	NA	A2C00006609	1351	"R LIN,100R,5%,TK200,63mW,0402"		ROH	NA	3.18	PS_VW10 LC_L.LPL AUTOMA	NO	4976949167			
444248	4/14/2014	ZSCR	551	035-1	0	'054	A2C53417068A	NA	A2C00006609	1351	"R LIN,100R,5%,TK200,63mW,0402"		ROH	NA	0.7	PS_VW10 LC_L.LPL AUTOMA	NO				
444248	4/14/2014	ZSCR	551	035-1	0	'054	A2C8483530093	NA	A2C00007265	1351	"1,NPN,NORMAL,100mA,1.5V,SOT23,BIP/BCR112"		ROH	NA	5.4	PS_VW10 LC_L.LPL AUTOMA	NO				
444248	4/14/2014	ZSCR	551	035-1	0	'054	A2C53374378A	NA	A2C00007265	1351	"1,NPN,NORMAL,100mA,1.5V,SOT23,BIP/BCR112"		ROH	NA	2.07	PS_VW10 LC_L.LPL AUTOMA	NO	4976949167			
444248	4/14/2014	ZSCR	551	035-1	0	'054	A2C53417068A	NA	A2C00007265	1351	"1,NPN,NORMAL,100mA,1.5V,SOT23,BIP/BCR112"		ROH	NA	0.81	PS_VW10 LC_L.LPL AUTOMA	NO				
444248	4/14/2014	ZSCR	551	035-1	0	'054	A2C53374378A	NA	A2C00007912	1351	"2,PNP,RET,R<b>=10k,R<e-b>=47k, 100mA,1V,"		ROH	NA	1.2	PS_VW10 LC_L.LPL AUTOMA	NO	4976949167			
444248	4/14/2014	ZSCR	551	035-1	0	'054	A2C8483530092	NA	A2C00010444	1351	"0R05,63mW,1A,0402,JUMPER/+++please use A"		ROH	NA	0.36	PS_VW10 LC_L.LPL AUTOMA	NO				
444248	4/14/2014	ZSCR	551	035-1	0	'054	A2C8483530093	NA	A2C00010444	1351	"0R05,63mW,1A,0402,JUMPER/+++please use A"		ROH	NA	1.29	PS_VW10 LC_L.LPL AUTOMA	NO				
444248	4/14/2014	ZSCR	551	035-1	0	'054	A2C53374378A	NA	A2C00010444	1351	"0R05,63mW,1A,0402,JUMPER/+++please use A"		ROH	NA	0.75	PS_VW10 LC_L.LPL AUTOMA	NO	4976949167			
444248	4/14/2014	ZSCR	551	035-1	0	'054	A2C53417068A	NA	A2C00010444	1351	"0R05,63mW,1A,0402,JUMPER/+++please use A"		ROH	NA	0.04	PS_VW10 LC_L.LPL AUTOMA	NO				
444248	4/14/2014	ZSCR	551	035-1	0	'054	A2C8483530093	NA	A2C00021262	1351	"240R,1%,TK50,1W,MELF0207,LIN RES/MMB0207"		ROH	NA	1.68	PS_VW10 LC_L.LPL AUTOMA	NO				
444248	4/14/2014	ZSCR	551	035-1	0	'054	A2C53417068A	NA	A2C00021293	1351	"1,PNP,NORMAL,100mA,45V,SOT323,BIP/BC857B"		ROH	NA	0.08	PS_VW10 LC_L.LPL AUTOMA	NO				
444248	4/14/2014	ZSCR	551	035-1	0	'054	A2C53374378A	NA	A2C00022618	1351	"442R,1%,TK50,1W,MELF0207,LIN RES/MMB0207"		ROH	NA	4.08	PS_VW10 LC_L.LPL AUTOMA	NO	4976949167			
444248	4/14/2014	ZSCR	551	035-1	0	'054	A2C53417068A	NA	A2C00022618	1351	"442R,1%,TK50,1W,MELF0207,LIN RES/MMB0207"		ROH	NA	1.68	PS_VW10 LC_L.LPL AUTOMA	NO				
444248	4/14/2014	ZSCR	551	035-1	0	'054	A2C8483530093	NA	A2C00024522	1351	"1uF,10%,25V,X7R,0805,TINNED,CER CAP/"		ROH	NA	2.56	PS_VW10 LC_L.LPL AUTOMA	NO				
444248	4/14/2014	ZSCR	551	035-1	0	'054	A2C53374378A	NA	A2C00033899	1351	"F BEAD/BLM18BD,1.5Ohm,2.5KOhm,50mA,SMD"		ROH	NA	0.08	PS_VW10 LC_L.LPL AUTOMA	NO	4976949167			
444248	4/14/2014	ZSCR	551	035-1	0	'054	A2C8483530093	NA	A2C00037377	1351	"6.8uH,570mA,SMD,COIL/SIMID 1210-H100"		ROH	NA	5	PS_VW10 LC_L.LPL AUTOMA	NO				
444248	4/14/2014	ZSCR	551	035-1	0	'054	A2C53374378A	NA	A2C00037377	1351	"6.8uH,570mA,SMD,COIL/SIMID 1210-H100"		ROH	NA	3.25	PS_VW10 LC_L.LPL AUTOMA	NO	4976949167			
444248	4/14/2014	ZSCR	551	035-1	0	'054	A2C8483530092	NA	A2C00039384	1351	"1,N_CHAN,MOS,POWER,55V,7A,68mOhm,SOT223,"		ROH	NA	4.41	PS_VW10 LC_L.LPL AUTOMA	NO				
444248	4/14/2014	ZSCR	551	035-1	0	'054	A2C53417068A	NA	A2C00039384	1351	"1,N_CHAN,MOS,POWER,55V,7A,68mOhm,SOT223,"		ROH	NA	5.88	PS_VW10 LC_L.LPL AUTOMA	NO				
444248	4/14/2014	ZSCR	551	035-1	0	'054	A2C53417068A	NA	A2C00042548	1351	"1,N_CHAN,MOS,POWER,55V,4.4A,80mOhm,SOT22"		ROH	NA	8.82	PS_VW10 LC_L.LPL AUTOMA	NO				
444248	4/14/2014	ZSCR	551	035-1	0	'054	A2C8483530092	NA	A2C00061335	1351	"40V,750mA,1,SCHOTTKY,SOD323F,RECT DIODE/"		ROH	NA	0.96	PS_VW10 LC_L.LPL AUTOMA	NO				
444249	4/14/2014	ZSCR	551	035-1	0	'054	A2C3250900092	NA	A2C00010444	1351	"0R05,63mW,1A,0402,JUMPER/+++please use A"		ROH	NA	1.33	PSAD_VW20_L.LPL AUTOMAT	NO	4976948485			
444249	4/14/2014	ZSCR	551	035-1	0	'054	A2C3250900093	NA	A2C00010444	1351	"0R05,63mW,1A,0402,JUMPER/+++please use A"		ROH	NA	0.35	PSAD_VW20_L.LPL AUTOMAT	NO	4976948485			
444249	4/14/2014	ZSCR	551	035-1	0	'054	A2C8466170092	NA	A2C00021262	1351	"240R,1%,TK50,1W,MELF0207,LIN RES/MMB0207"		ROH	NA	1.68	PSAD_VW20_L.LPL AUTOMAT	NO				
444249	4/14/2014	ZSCR	551	035-1	0	'054	A2C3250900093	NA	A2C00024522	1351	"1uF,10%,25V,X7R,0805,TINNED,CER CAP/"		ROH	NA	2.4	PSAD_VW20_L.LPL AUTOMAT	NO	4976948485			
444249	4/14/2014	ZSCR	551	035-1	0	'054	A2C3250900092	NA	A2C00031133	1351	"R LIN,12K4,1%,TK100,63mW,0402"		ROH	NA	0.53	PSAD_VW20_L.LPL AUTOMAT	NO	4976948485			
444249	4/14/2014	ZSCR	551	035-1	0	'054	A2C8466170092	NA	A2C00040894	1351	"2,PNP,RET,R<b>=10k R<e-b>=10k, 100mA,50"		ROH	NA	4.2	PSAD_VW20_L.LPL AUTOMAT	NO				
444249	4/14/2014	ZSCR	551	035-1	0	'054	A2C3250900092	NA	A2C00040894	1351	"2,PNP,RET,R<b>=10k R<e-b>=10k, 100mA,50"		ROH	NA	0.45	PSAD_VW20_L.LPL AUTOMAT	NO	4976948485			
444249	4/14/2014	ZSCR	551	035-1	0	'054	A2C3250900092	NA	A2C00052689	1351	"R LIN,3K24,1%,TK100,63mW,0402"		ROH	NA	5.13	PSAD_VW20_L.LPL AUTOMAT	NO	4976948485			
444249	4/14/2014	ZSCR	551	035-1	0	'054	A2C3250900093	NA	A2C00057767	1351	"IC MCU BLK/SPC560P50L3 (Pictus512K),A1,L"		ROH	NA	34.66	PSAD_VW20_L.LPL AUTOMAT	NO	4976948485			
444249	4/14/2014	ZSCR	551	035-1	0	'054	A2C8466170092	NA	A2C40005330	1351	"R JUMP,0R05,63mW,1A,0402"		ROH	NA	0	PSAD_VW20_L.LPL AUTOMAT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C8021660093	NA	A2C00002274	1351	"15pF,5%,50V,C0G,0603,Sn,CER CAP/CC"		ROH	NA	4.08	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C8021770093	NA	A2C00002274	1351	"15pF,5%,50V,C0G,0603,Sn,CER CAP/CC"		ROH	NA	0.58	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C8021730093	NA	A2C00002274	1351	"15pF,5%,50V,C0G,0603,Sn,CER CAP/CC"		ROH	NA	1.16	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C8021790093	NA	A2C00002274	1351	"15pF,5%,50V,C0G,0603,Sn,CER CAP/CC"		ROH	NA	0.08	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C8025640092	NA	A2C00003863	1351	"5R6,5%,TK250,125mW,0805,LIN RES/"		ROH	NA	0.55	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C8032360092	NA	A2C00003863	1351	"5R6,5%,TK250,125mW,0805,LIN RES/"		ROH	NA	0.11	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C8021770093	NA	A2C00004025	1351	"R LIN,1K3,1%,TK100,250mW,1206"		ROH	NA	0.57	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C9140860093	NA	A2C00004025	1351	"R LIN,1K3,1%,TK100,250mW,1206"		ROH	NA	0.03	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C8021790092	NA	A2C00004349	1351	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	0.01	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C9379490092	NA	A2C00004349	1351	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	0.01	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C3268040092	NA	A2C00004364	1351	"R LIN,33K2,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_HONDA HRS6_L.LPL AUT	NO	4976948510			
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C9140860092	NA	A2C00004364	1351	"R LIN,33K2,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C9379490092	NA	A2C00004364	1351	"R LIN,33K2,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C9140860093	NA	A2C00004364	1351	"R LIN,33K2,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C8021660092	NA	A2C00004391	1351	"R LIN,47R,1%,TK100,100mW,0603"		ROH	NA	0.42	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C8021660093	NA	A2C00004391	1351	"R LIN,47R,1%,TK100,100mW,0603"		ROH	NA	0.43	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C8021770092	NA	A2C00004391	1351	"R LIN,47R,1%,TK100,100mW,0603"		ROH	NA	0.33	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C8021770093	NA	A2C00004391	1351	"R LIN,47R,1%,TK100,100mW,0603"		ROH	NA	0.57	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C3268040092	NA	A2C00004391	1351	"R LIN,47R,1%,TK100,100mW,0603"		ROH	NA	0.46	PS_HONDA HRS6_L.LPL AUT	NO	4976948510			
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C8021730092	NA	A2C00004391	1351	"R LIN,47R,1%,TK100,100mW,0603"		ROH	NA	0.35	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C8025640092	NA	A2C00004391	1351	"R LIN,47R,1%,TK100,100mW,0603"		ROH	NA	0.24	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C8032310092	NA	A2C00004391	1351	"R LIN,47R,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C8021790092	NA	A2C00004391	1351	"R LIN,47R,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C9140860092	NA	A2C00004391	1351	"R LIN,47R,1%,TK100,100mW,0603"		ROH	NA	0.03	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C9379490092	NA	A2C00004391	1351	"R LIN,47R,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C9140860093	NA	A2C00004391	1351	"R LIN,47R,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C8032340092	NA	A2C00004391	1351	"R LIN,47R,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C8021770092	NA	A2C00007895	1351	"C CER,C0G,470pF,5%,50V,0603,Sn"		ROH	NA	0.08	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C3268040092	NA	A2C00007895	1351	"C CER,C0G,470pF,5%,50V,0603,Sn"		ROH	NA	0.14	PS_HONDA HRS6_L.LPL AUT	NO	4976948510			
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C9140860092	NA	A2C00007895	1351	"C CER,C0G,470pF,5%,50V,0603,Sn"		ROH	NA	0.02	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C3268040092	NA	A2C00008579	1351	"R LIN,150R,1%,TK100,100mW,0603"		ROH	NA	0.11	PS_HONDA HRS6_L.LPL AUT	NO	4976948510			
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C8025640092	NA	A2C00008579	1351	"R LIN,150R,1%,TK100,100mW,0603"		ROH	NA	0.03	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C8021790093	NA	A2C00010853	1351	"3.6KW,24V,DO218,SUP DIODE/SM5S24A autom"		ROH	NA	17.96	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C8021660092	NA	A2C00010918	1351	"R LIN,100K,1%,TK100,63mW,0402"		ROH	NA	0.97	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C3268040092	NA	A2C00010918	1351	"R LIN,100K,1%,TK100,63mW,0402"		ROH	NA	0.08	PS_HONDA HRS6_L.LPL AUT	NO	4976948510			
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C8021660093	NA	A2C00019592	1351	"R LIN,5K62,1%,TK100,63mW,0402"		ROH	NA	0.24	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C8021770093	NA	A2C00019592	1351	"R LIN,5K62,1%,TK100,63mW,0402"		ROH	NA	0.04	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C8021730093	NA	A2C00019592	1351	"R LIN,5K62,1%,TK100,63mW,0402"		ROH	NA	0.04	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C8021790093	NA	A2C00019592	1351	"R LIN,5K62,1%,TK100,63mW,0402"		ROH	NA	0.06	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C3268040093	NA	A2C00020218	1351	"12pF,5%,50V,C0G,0603,TINNED,CER CAP/"		ROH	NA	0.26	PS_HONDA HRS6_L.LPL AUT	NO	4976948510			
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C8333800093	NA	A2C00020218	1351	"12pF,5%,50V,C0G,0603,TINNED,CER CAP/"		ROH	NA	0.04	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C8032310093	NA	A2C00020218	1351	"12pF,5%,50V,C0G,0603,TINNED,CER CAP/"		ROH	NA	0.02	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C9140860093	NA	A2C00020218	1351	"12pF,5%,50V,C0G,0603,TINNED,CER CAP/"		ROH	NA	0.02	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C8021660093	NA	A2C00020588	1351	"R LIN,82R5,1%,TK100,100mW,0603"		ROH	NA	0.43	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C3268040093	NA	A2C00020588	1351	"R LIN,82R5,1%,TK100,100mW,0603"		ROH	NA	0.16	PS_HONDA HRS6_L.LPL AUT	NO	4976948510			
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C8333800093	NA	A2C00020588	1351	"R LIN,82R5,1%,TK100,100mW,0603"		ROH	NA	0.05	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C8032310093	NA	A2C00020588	1351	"R LIN,82R5,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C8021790093	NA	A2C00020588	1351	"R LIN,82R5,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C9140860093	NA	A2C00020588	1351	"R LIN,82R5,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C9379490093	NA	A2C00020588	1351	"R LIN,82R5,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C8032340093	NA	A2C00020588	1351	"R LIN,82R5,1%,TK100,100mW,0603"		ROH	NA	0.02	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C8021660093	NA	A2C00023857	1351	"F BEAD/BLM41P,90mOhm,1KOhm,1.5A,SMD"		ROH	NA	1.65	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C9140860093	NA	A2C00024522	1351	"1uF,10%,25V,X7R,0805,TINNED,CER CAP/"		ROH	NA	0.08	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C8021730092	NA	A2C00029072	1351	"10nF,10%,50V,X7R,0603,TINNED,CER CAP/GCM"		ROH	NA	0.13	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C8021790092	NA	A2C00029072	1351	"10nF,10%,50V,X7R,0603,TINNED,CER CAP/GCM"		ROH	NA	0.01	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C8021790093	NA	A2C00029072	1351	"10nF,10%,50V,X7R,0603,TINNED,CER CAP/GCM"		ROH	NA	0.01	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C3268040092	NA	A2C00030420	1351	"R NET,10K,5%,31mW,0408_8"		ROH	NA	2.82	PS_HONDA HRS6_L.LPL AUT	NO	4976948510			
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C8025640092	NA	A2C00030420	1351	"R NET,10K,5%,31mW,0408_8"		ROH	NA	0.78	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C8021660093	NA	A2C00033919	1351	"1uF,10%,50V,X7R,1206,Sn,CER CAP/GCM"		ROH	NA	0.13	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C8021770093	NA	A2C00033919	1351	"1uF,10%,50V,X7R,1206,Sn,CER CAP/GCM"		ROH	NA	0.39	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C3268040093	NA	A2C00033919	1351	"1uF,10%,50V,X7R,1206,Sn,CER CAP/GCM"		ROH	NA	0.65	PS_HONDA HRS6_L.LPL AUT	NO	4976948510			
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C8021730093	NA	A2C00033919	1351	"1uF,10%,50V,X7R,1206,Sn,CER CAP/GCM"		ROH	NA	0.91	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C9140860093	NA	A2C00034550	1351	"2R7,1%,TK200,100mW,0603,LIN RES/ERJ3R"		ROH	NA	0.15	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C8021770092	NA	A2C00035287	1351	"60V,2A,1,SCHOTTKY,SMB,RECT DIODE/SS26"		ROH	NA	4.32	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C8021770092	NA	A2C00039665	1351	"4K99,0.1%,TK25,100mW,0603,LIN RES/M11"		ROH	NA	2.16	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C3268040092	NA	A2C00039665	1351	"4K99,0.1%,TK25,100mW,0603,LIN RES/M11"		ROH	NA	5.67	PS_HONDA HRS6_L.LPL AUT	NO	4976948510			
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C9140860092	NA	A2C00039665	1351	"4K99,0.1%,TK25,100mW,0603,LIN RES/M11"		ROH	NA	0.27	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C8021770092	NA	A2C00039667	1351	"22K,0.1%,TK25,100mW,0603,LIN RES/"		ROH	NA	8.12	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C8021790093	NA	A2C00051994	1351	"330uF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	1.02	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C8032310092	NA	A2C00052851	1351	"10R,1%,TK100,125mW,0805,LIN RES/D12 100"		ROH	NA	0.01	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C9140860093	NA	A2C00054116	1351	"4.7uF,10%,25V,X7R,1210,Sn,CER CAP/++ Ope"		ROH	NA	0.62	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C8025640092	NA	A2C00054239	1351	"600V,1.5A,1,STANDARD,SMB/DO214AA,RECT DI"		ROH	NA	0.54	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C8032310092	NA	A2C00054239	1351	"600V,1.5A,1,STANDARD,SMB/DO214AA,RECT DI"		ROH	NA	0.27	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C9140860092	NA	A2C00054239	1351	"600V,1.5A,1,STANDARD,SMB/DO214AA,RECT DI"		ROH	NA	0.27	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C3268040093	NA	A2C00057767	1351	"IC MCU BLK/SPC560P50L3 (Pictus512K),A1,L"		ROH	NA	17.33	PS_HONDA HRS6_L.LPL AUT	NO	4976948510			
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C8021730093	NA	A2C00057767	1351	"IC MCU BLK/SPC560P50L3 (Pictus512K),A1,L"		ROH	NA	242.62	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C8021660093	NA	A2C00059117	1351	"5R6,1%,TK50,100mW,0603,LIN RES/"		ROH	NA	11.65	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C8021770093	NA	A2C00059117	1351	"5R6,1%,TK50,100mW,0603,LIN RES/"		ROH	NA	3.05	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C8021730093	NA	A2C00059117	1351	"5R6,1%,TK50,100mW,0603,LIN RES/"		ROH	NA	2.45	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C8021790093	NA	A2C00059117	1351	"5R6,1%,TK50,100mW,0603,LIN RES/"		ROH	NA	0.25	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C8021770093	NA	A2C00060253	1351	"4,33V,1.95Ohm,TQFP80,ACU (Airbag Control"		ROH	NA	109.32	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C8021660093	NA	A2C00061961	1351	"IC SMART POW/ATIC129_8LOOP_C2,QFP80"		ROH	NA	4397.9	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C8021770093	NA	A2C00061961	1351	"IC SMART POW/ATIC129_8LOOP_C2,QFP80"		ROH	NA	155.22	PS_HONDA HRS6_L.LPL AUT	NO				
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C3268040093	NA	A2C00061961	1351	"IC SMART POW/ATIC129_8LOOP_C2,QFP80"		ROH	NA	77.61	PS_HONDA HRS6_L.LPL AUT	NO	4976948510			
444250	4/14/2014	ZSCR	551	035-1	0	'054	A2C9140860093	NA	A2C00063123	1351	"Q QUARTZ/NX3225GB,16MHz,NX3225GB"		ROH	NA	1.81	PS_HONDA HRS6_L.LPL AUT	NO				
