No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Planta	apd		Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
541024	27/10/2014	ZSCR	551	035-1	0	'100	6593837222	NA	6592312071	62	3011	100		1351	DIODO RECTIFICADOR		ROH	NA	9.92	OES_HONDA_O.OSCAR FONS	NO	4983364416
541024	27/10/2014	ZSCR	551	035-1	0	'100	6593837222	NA	6592392038	36	3011	100		1351	CAPACITOR DE TANTALUM 10V 10%		ROH	NA	36	OES_HONDA_O.OSCAR FONS	NO	4983364416
541024	27/10/2014	ZSCR	551	035-1	0	'100	6593837222	NA	6592312049	36	3011	100		1351	"600V,1.5A,SMB, POWER, DIODES R"		ROH	NA	10.08	OES_HONDA_O.OSCAR FONS	NO	4983364416
541024	27/10/2014	ZSCR	551	035-1	0	'100	6593837222	NA	6592312052	1	3011	100		1351	"DIODES SCHOTTKY RECTIFIER 40V,"		ROH	NA	0.27	OES_HONDA_O.OSCAR FONS	NO	4983364416
541024	27/10/2014	ZSCR	551	035-1	0	'100	6593837222	NA	6581352087	2	3011	100		1351	ACCELERATION SENSOR ADXL276		ROH	NA	85.3	OES_HONDA_O.OSCAR FONS	NO	4983364416
541024	27/10/2014	ZSCR	551	035-1	0	'100	6593837222	NA	6588362053	5	3011	100		1351	RESONADOR DE CERAMICA 24MHZ		ROH	NA	11.3	OES_HONDA_O.OSCAR FONS	NO	4983364416
541024	27/10/2014	ZSCR	551	035-1	0	'100	6593837222	NA	6588362060	3	3011	100		1351	RESONADOR DE CERAMICA 8MHZ		ROH	NA	4.29	OES_HONDA_O.OSCAR FONS	NO	4983364416
541024	27/10/2014	ZSCR	551	035-1	0	'100	6593837222	NA	6591602009	4	3011	100		1351	"45V,1A, SOT223, HFE:100...250,"		ROH	NA	2.56	OES_HONDA_O.OSCAR FONS	NO	4983364416
541024	27/10/2014	ZSCR	551	035-1	0	'100	6593837222	NA	6591602027	6	3011	100		1351	TRANSISTOR DIGITAL		ROH	NA	0.54	OES_HONDA_O.OSCAR FONS	NO	4983364416
541024	27/10/2014	ZSCR	551	035-1	0	'100	6593837222	NA	6591602060	3	3011	100		1351	BIP TRANSISTOR / BC817-25_____		ROH	NA	0.27	OES_HONDA_O.OSCAR FONS	NO	4983364416
541024	27/10/2014	ZSCR	551	035-1	0	'100	6593837222	NA	6591602094	3	3011	100		1351	"NPN, DIGITAL,100MA,50V,R"		ROH	NA	0.3	OES_HONDA_O.OSCAR FONS	NO	4983364556
541024	27/10/2014	ZSCR	551	035-1	0	'100	6593837222	NA	6576372057	3	3011	100		1351	"INDUCTORS / 100UH/10%/0,01A/"		ROH	NA	3.27	OES_HONDA_O.OSCAR FONS	NO	4983364556
541024	27/10/2014	ZSCR	551	035-1	0	'100	6593837222	NA	6576372087	5	3011	100		1351	FERRITA		ROH	NA	0.2	OES_HONDA_O.OSCAR FONS	NO	4983364556
541024	27/10/2014	ZSCR	551	035-1	0	'100	6593837222	NA	6576672021	0	3011	100		1351	COMPARATOR ICS / LM2901______		ROH	NA	0	OES_HONDA_O.OSCAR FONS	NO	4983364556
541024	27/10/2014	ZSCR	551	035-1	0	'100	6593837222	NA	6576362046	18	3011	100		1351	"1NF,1%,50V,NPO,0805,NISN,CER C"		ROH	NA	2.34	OES_HONDA_O.OSCAR FONS	NO	4983364556
541024	27/10/2014	ZSCR	551	035-1	0	'100	6593837222	NA	6576362048	20	3011	100		1351	"1NF,10%,100V,X7R,0805,NISN,CER"		ROH	NA	0.6	OES_HONDA_O.OSCAR FONS	NO	4983364556
541024	27/10/2014	ZSCR	551	035-1	0	'100	6593837222	NA	6575202015	6	3011	100		1351	DIODO ZERNER BZV55C8V2		ROH	NA	0.66	OES_HONDA_O.OSCAR FONS	NO	4983364556
541024	27/10/2014	ZSCR	551	035-1	0	'100	6593837222	NA	6576322097	2	3011	100		1351	CAPACITOR 4U7 16V 10% TAKOB		ROH	NA	1.12	OES_HONDA_O.OSCAR FONS	NO	4983364556
541024	27/10/2014	ZSCR	551	035-1	0	'100	6593837222	NA	6551672048	69	3011	100		1351	INTERFACE ASIC (U6268B)		ROH	NA	407.1	OES_HONDA_O.OSCAR FONS	NO	4983364556
541024	27/10/2014	ZSCR	551	035-1	0	'100	6593837222	NA	6571672064	6	3011	100		1351	AMPLIFICADOR DUAL		ROH	NA	10.98	OES_HONDA_O.OSCAR FONS	NO	4983364556
