No.Item	Txs SAP	Mov	Código Scrap	O.I.	Parte Padre	Batch ID	No.Parte	Cantidad				Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	No.Docto.SAP
110040	MB1A	951	025-3	NA	NA	NA	A2C53297305B	90	3011	045		1253	SMD Subassy NIS JP 314.8 2bundle	VUG014957	HALB	S.Real	4918.5	
110041	MB1A	951	025-3	NA	NA	NA	A2C53297305B	12	3011	045		1253	SMD Subassy NIS JP 314.8 2bundle	VUG014957	HALB	S.Real	655.8	
110283	ZSCR	551	035-1	0	A2C30852700T	NA	A2C00051510	4	3011	045		1351	"40V,2A,1,SCHOTTKY,SMA/DO214AC,RECT DIODE"		ROH	NA	2.36	4956103957
110284	ZSCR	551	035-1	0	A2C30852700B	NA	A2C00049532	11	3011	045		1351	"33R,1%,TK100,125mW,0805,LIN RES/"		ROH	NA	0.11	4956103917
111913	MB1A	551	030-1	B30301-00495	NA	NA	5WY8770	1	3011	045		1095	FOB FORD 5 buttons 315 Mhz black	NA	FERT	NA	104.11	
112991	ZSCR	551	040-3	NA	5WY7975	NA	5WY7975	2	3011	045		1403	PATS CLIP ON MY08 - U377	NA	FERT	NA	68.84	
113055	ZSCR	551	022-2	NA	S122736038E	NA	S122736038E	2	3011	045		1222	Nissan BCM P32M Ikey LHD GOM	NA	FERT	NA	651.5	
113162	ZSCR	551	040-3	NA	5WY8272	NA	A2C53303094	25	3011	045		1403	Assembly NA/JP ECU 295 MY08	NA	HALB	S.Real/AutoBF	6002.5	4956103422
113166	ZSCR	551	040-3	NA	5WY8519	NA	A2C53336683	42	3011	045		1403	receiver GM CADILLA	NA	HALB	S.Real	9619.68	4956103392
113568	MB1A	551	022-2	B30301-02395	NA	NA	5WG50408	1	3011	045		1095	BCU VW PQ35 ZE 315base +	NA	FERT	NA	395.4	
114484	ZSCR	551	030-1	NA	S122736098C	NA	A2C53387387	2	3011	045		1301	pcb assy TLS_BCM_ USM P42D	NA	HALB	S.Real	468.88	
114543	MB1A	551	023-2	NA	NA	NA	5WY7703	2	3011	045		1232	PATS CLIP ON MY08	NA	FERT	NA	69	
114548	ZSCR	551	034-2	NA	S122736098A	NA	A2C53387387	11	3011	045		1342	pcb assy TLS_BCM_ USM P42D	NA	HALB	S.Real	2578.84	
114553	MB1A	551	030-1	B30301-02395	5WG50409	NA	A2C53420005T	4	3011	045		1095	pcb assy VW PQ35 ZE Top	NA	HALB	S.Real	1410.44	
114608	MB1A	551	040-3	B30301-00495	NA	NA	5WY8771	1	3011	045		1095	FOB lincoln 5 buttons 315 Mhz black	NA	FERT	NA	104.9	
114830	ZSCR	551	030-1	NA	6598149031	NA	6598149031	1	3011	045		1301	NA ECU 215/245 Final Assembly	NA	HALB	S.Real/AutoBF	232.7	
115359	MB1A	551	050-1	B30301-00495	NA	NA	A2C53333370	3	3011	045		1095	SMD SUB ASSY FORD PK 315 Mhz NA	NA	HALB	S.Real	187.92	
115458	ZSCR	551	035-1	0	6597237403	NA	6576392007	47	3011	045		1351	"47UF,20%,10V,SMD,TA,ELEC CAP/"		ROH	NA	58.75	4956103863
115458	ZSCR	551	035-1	0	6597237403	NA	6592672055	36	3011	045		1351	CUSTOM IC'S / CPAT-P01/S0		ROH	NA	537.12	4956103863
115467	ZSCR	551	035-1	0	A2C30852700B	NA	A2C00049532	2	3011	045		1351	"33R,1%,TK100,125mW,0805,LIN RES/"		ROH	NA	0.02	4956103917
115467	ZSCR	551	035-1	0	A2C30852700T	NA	A2C00051510	3	3011	045		1351	"40V,2A,1,SCHOTTKY,SMA/DO214AC,RECT DIODE"		ROH	NA	1.77	4956103957
115467	ZSCR	551	035-1	0	A2C30852700T	NA	A2C00111100	17	3011	045		1351	"D SC/-,100V,20A,TO252/DPAK, 20CWT10FN"		ROH	NA	70.38	4956103957
115632	ZSCR	551	040-4	NA	S122736098A	NA	A2C53387387	3	3011	045		1404	pcb assy TLS_BCM_ USM P42D	NA	HALB	S.Real	703.32	
115638	ZSCR	551	040-1	NA	S122736098A	NA	A2C53387387	1	3011	045		1401	pcb assy TLS_BCM_ USM P42D	NA	HALB	S.Real	234.44	
115640	MB1A	551	030-1	B30301-00495	NA	NA	A2C53333370B	19	3011	045		1095	SMD SUB ASSY FORD PK 315 Mhz bot side	NA	HALB	S.Real/AutoBF	905.16	
115647	ZSCR	551	030-1	NA	A2C53355256	NA	A2C53309877	1	3011	045		1301	circuit board assy GM CADILLA	NA	HALB	S.Real	47.05	4956104455
115648	ZSCR	551	030-1	NA	5WY7703	NA	40091530	1	3011	045		1301	SMD ESPEJO PATS CLIP ON MY08	NA	HALB	S.Real	19.43	4956104322
115653	MB1A	551	030-1	B30301-00495	NA	NA	A2C53333370	9	3011	045		1095	SMD SUB ASSY FORD PK 315 Mhz NA	NA	HALB	S.Real	563.76	
