No.Item	Fecha	zSCR	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	 	 	 	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
431323	3/20/2014	ZSCR	551	030-1	NA	'054	A2C91764100	NA	A2C9257230093	1	3011	054	 	1301	pcb assy GMSMD30 Top	NA	HALB	S.Real	256.95	PS_SDM30_C.CAROLINA OTA	NO	
431336	3/20/2014	ZSCR	551	030-1	NA	'054	A2C83045900	NA	A2C8304610093	1	3011	054	 	1301	pcb assy JAGX150 PED lado top	NA	HALB	S.Real	180.92	PSAD_PSA CAN_J.JOSE ORT	NO	
431337	3/20/2014	ZSCR	551	030-1	NA	'054	5WK44252	NA	A2C53364457	1	3011	054	 	1301	pcb assy	NA	HALB	S.Real/AutoBF	96.25	OC_BOSE VW_A.ANA TAPIA-	NO	4976209421
431347	3/20/2014	ZSCR	551	030-1	NA	'054	A2C53388687	NA	A2C53342620	3	3011	054	 	1301	pcb DC main	NA	ROH	NA	55.14	PS_ARAMIS 2012_E.EDWIN	NO	
431349	3/20/2014	ZSCR	551	030-1	NA	'054	A2C53395077	NA	A2C53395077	1	3011	054	 	1301	pcb assy	NA	HALB	S.Real	66.78	OC_BOSE BMW_A.ANA TAPIA	NO	
431360	3/20/2014	ZSCR	551	030-1	NA	'054	A2C91764100	NA	A2C9257230093	1	3011	054	 	1301	pcb assy GMSMD30 Top	NA	HALB	S.Real	256.95	PS_SDM30_C.CAROLINA OTA	NO	
431361	3/20/2014	ZSCR	551	030-1	NA	'054	A2C91764100	NA	A2C9257230093	1	3011	054	 	1301	pcb assy GMSMD30 Top	NA	HALB	S.Real	256.95	PS_SDM30_C.CAROLINA OTA	NO	
431362	3/20/2014	ZSCR	551	030-1	NA	'054	A2C83045900	NA	A2C83046100	1	3011	054	 	1301	pcb assy JAGX150 PED	NA	HALB	S.Real	258.53	PS_LEGACY_C.CAROLINA OT	NO	
431366	3/20/2014	ZSCR	551	030-1	NA	'054	A2C73614500	NA	A2C8304280093	1	3011	054	 	1301	pcb assy MGNT75 Top	NA	HALB	S.Real	138.84	PSAD_PSA CAN_J.JOSE ORT	NO	
431367	3/20/2014	ZSCR	551	030-1	NA	'054	A2C91764100	NA	A2C9257230093	1	3011	054	 	1301	pcb assy GMSMD30 Top	NA	HALB	S.Real	256.95	PS_SDM30_C.CAROLINA OTA	NO	
431384	3/20/2014	ZSCR	551	040-2	NA	'054	A2C91085500	NA	A2C91085500	1	3011	054	 	1402	ACU MY11 12 R SDM10+	NA	FERT	NA	390.9	PS_SDM10+_C.CAROLINA OT	NO	
431388	3/20/2014	ZSCR	551	040-1	NA	'054	A2C38070400	NA	A2C33209500	1	3011	054	 	1401	pcb assy FIA199 V16	NA	HALB	S.Real	157.98	PS_FIAT BRAZIL_E.EDWIN	NO	
431390	3/20/2014	ZSCR	551	040-2	NA	'054	A2C37744300	NA	A2C3774430093	1	3011	054	 	1402	FIAT 326 3V SMT TOP	NA	HALB	S.Real	118.3	PS_FIAT BRAZIL_E.EDWIN	NO	
431395	3/20/2014	ZSCR	551	042-4	NA	'054	5WK44292	NA	A2C53395077	1	3011	054	 	1424	pcb assy	NA	HALB	S.Real	66.78	OC_BOSE BMW_A.ANA TAPIA	NO	
431398	3/20/2014	ZSCR	551	034-2	NA	'054	5WY89350	2	5WY89350	2	3011	054	 	1342	Chrysler RT/RM DOM ORC MY13	NA	FERT	NA	704	PS_CHRYSLER MY2013_E.ED	NO	
431400	3/20/2014	ZSCR	551	034-2	NA	'054	5WY89350	2	5WY89350	2	3011	054	 	1342	Chrysler RT/RM DOM ORC MY13	NA	FERT	NA	704	PS_CHRYSLER MY2013_E.ED	NO	
431402	3/20/2014	ZSCR	551	034-2	NA	'054	A2C91085500	NA	A2C91085500	2	3011	054	 	1342	ACU MY11 12 R SDM10+	NA	FERT	NA	781.8	PS_SDM10+_C.CAROLINA OT	NO	
431403	3/20/2014	ZSCR	551	040-2	NA	'054	A2C80644600	NA	A2C8153120093	3	3011	054	 	1402	pcb assy DAGARM3 V14 TOP	NA	HALB	S.Real	1108.56	PS_ARAMIS III_E.EDWIN R	NO	
431407	3/20/2014	ZSCR	551	034-2	NA	'054	A2C38171903	NA	A2C85221001	1	3011	054	 	1342	pcb assy DAGSM D_2	NA	HALB	S.Real	246.56	PSAD_DAIMLER STAR 2_A.A	NO	
431411	3/20/2014	ZSCR	551	040-1	NA	'054	5WY88040	NA	A2C53412214	1	3011	054	 	1401	pcb assy	NA	HALB	S.Real/AutoBF	149.71	PSAD_GM BRASIL_A.ANA TA	NO	
431413	3/20/2014	ZSCR	551	040-1	NA	'054	5WY88040	NA	A2C53412214	1	3011	054	 	1401	pcb assy	NA	HALB	S.Real/AutoBF	149.71	PSAD_GM BRASIL_A.ANA TA	NO	
431414	3/20/2014	ZSCR	551	040-2	NA	'054	A2C83045900	NA	A2C83045900	2	3011	054	 	1402	ACU JAGX150 MY10 PED J4	NA	FERT	NA	584.1	PSAD_JAGUAR X1_J.JOSE O	NO	
431426	3/20/2014	ZSCR	551	050-3	NA	'054	5WK44252	NA	A2C53364457	2	3011	054	 	1503	pcb assy	NA	HALB	S.Real/AutoBF	192.5	OC_BOSE VW_A.ANA TAPIA-	NO	
431427	3/20/2014	ZSCR	551	040-2	NA	'054	A2C81531200	NA	A2C8153120093	1	3011	054	 	1402	pcb assy DAGARM3 V14 TOP	NA	HALB	S.Real	369.52	PS_ARAMIS III_E.EDWIN R	NO	
431438	3/20/2014	ZSCR	551	040-1	NA	'054	A2C80644600	NA	A2C81531200	1	3011	054	 	1401	pcb assy DAGARM3 V14	NA	HALB	S.Real	433.85	PS_ARAMIS III_E.EDWIN R	NO	
431441	3/20/2014	ZSCR	551	042-4	NA	'054	5WK42560	NA	A2C53328548	1	3011	054	 	1424	keypad assy	NA	HALB	S.Real/AutoBF	449.03	OC_OCS NISSAN_A.ANA TAP	NO	
431443	3/20/2014	ZSCR	551	040-2	NA	'054	5WK42570	NA	A2C53328548	1	3011	054	 	1402	keypad assy	NA	HALB	S.Real/AutoBF	449.03	OC_OCS NISSAN_A.ANA TAP	NO	
431444	3/20/2014	ZSCR	551	042-4	NA	'054	5WK42560	NA	5WK42560	1	3011	054	 	1424	OCS Nissan L42C Cloth	NA	FERT	NA	451.93	OC_OCS NISSAN_A.ANA TAP	NO	
431445	3/20/2014	ZSCR	551	034-2	NA	'054	A2C91764100	NA	A2C91764100	2	3011	054	 	1342	ACU MY14 12 SDM30.12.I	NA	FERT	NA	626.2	PS_SDM30_C.CAROLINA OTA	NO	
431446	3/20/2014	ZSCR	551	040-1	NA	'054	A2C91764100	NA	A2C9257230093	1	3011	054	 	1401	pcb assy GMSMD30 Top	NA	HALB	S.Real	256.95	PS_SDM30_C.CAROLINA OTA	NO	
431447	3/20/2014	ZSCR	551	040-1	NA	'054	A2C91764100	NA	A2C9257230093	1	3011	054	 	1401	pcb assy GMSMD30 Top	NA	HALB	S.Real	256.95	PS_SDM30_C.CAROLINA OTA	NO	
431448	3/20/2014	ZSCR	551	034-2	NA	'054	A2C91085700	NA	A2C91085700	1	3011	054	 	1342	ACU MY11 18 R SDM10+	NA	FERT	NA	427.68	PS_SDM10+_C.CAROLINA OT	NO	
431450	3/20/2014	ZSCR	551	034-3	NA	'054	A2C86852400	NA	A2C87110200	1	3011	054	 	1343	pcb assy PTFSPEED10 D_26	NA	HALB	S.Real	204.2	PS_HYUNDAI_.	NO	
431451	3/20/2014	ZSCR	551	042-4	NA	'054	A2C86852400	NA	A2C87110200	1	3011	054	 	1424	pcb assy PTFSPEED10 D_26	NA	HALB	S.Real	204.2	PS_HYUNDAI_.	NO	
431452	3/20/2014	ZSCR	551	034-2	NA	'054	A2C84835400	NA	A2C84835400	1	3011	054	 	1342	pcb assy VW10 V09	NA	HALB	S.Real	256.43	PS_VW10 LC_U.ULISES VIL	NO	
431461	3/20/2014	ZSCR	551	034-2	NA	'054	A2C82735400	NA	A2C40000025	5	3011	054	 	1342	"C ELEC,AL,6.8mF,20%,35V"	NA	ROH	NA	34.15	PS_SDM10+_C.CAROLINA OT	NO	
431461	3/20/2014	ZSCR	551	034-2	NA	'054	A2C82735400	NA	A2C53395715	5	3011	054	 	1342	housing WIC P BK A-B	NA	ROH	NA	174	PS_SDM10+_C.CAROLINA OT	NO	
431464	3/20/2014	ZSCR	551	034-2	NA	'054	A2C80644600	NA	A2C81531200	1	3011	054	 	1342	pcb assy DAGARM3 V14	NA	HALB	S.Real	433.85	PS_ARAMIS III_E.EDWIN R	NO	
431469	3/20/2014	ZSCR	551	040-1	NA	'054	A2C86852400	NA	A2C87110200	1	3011	054	 	1401	pcb assy PTFSPEED10 D_26	NA	HALB	S.Real	204.2	PS_HYUNDAI_.	NO	
431474	3/20/2014	ZSCR	551	040-1	NA	'054	A2C91764200	NA	A2C9257240093	1	3011	054	 	1401	pcb assy GMSMD30 Top	NA	HALB	S.Real	357.36	PS_SDM30_C.CAROLINA OTA	NO	
431476	3/20/2014	ZSCR	551	034-2	NA	'054	A2C91764100	NA	A2C91764100	1	3011	054	 	1342	ACU MY14 12 SDM30.12.I	NA	FERT	NA	313.1	PS_SDM30_C.CAROLINA OTA	NO	
431479	3/20/2014	ZSCR	551	042-4	NA	'054	A2C85621800	NA	A2C53412214	1	3011	054	 	1424	pcb assy	NA	HALB	S.Real/AutoBF	149.71	PSAD_GM BRASIL_A.ANA TA	NO	
431482	3/20/2014	ZSCR	551	042-4	NA	'054	A2C86816800	NA	A2C86617100	1	3011	054	 	1424	pcb assy DAGARM3 RO V17EDR	NA	HALB	S.Real	426.57	PS_ARAMIS III_E.EDWIN R	NO	
431633	3/21/2014	ZSCR	551	034-2	NA	'054	5WK44354	NA	A2C53334853	50	3011	054	 	1342	certification label identi spool part p	NA	ROH	NA	25	PS_HYUNDAI_.	NO	
431633	3/21/2014	ZSCR	551	034-2	NA	'054	A2C53381624	NA	A2C53381596	2	3011	054	 	1342	cover	NA	ROH	NA	11	PS_HYUNDAI_.	NO	
431634	3/21/2014	ZSCR	551	034-3	NA	'054	A2C82735300	NA	A2C53395715	6	3011	054	 	1343	housing WIC P BK A-B	NA	ROH	NA	208.8	PS_SDM10+_C.CAROLINA OT	NO	
431635	3/21/2014	ZSCR	551	034-2	NA	'054	A2C32453902	NA	A2C91601100	1	3011	054	 	1342	multipoint connector124/ 81P H 2SYS 1018	NA	ROH	NA	55.16	PSAD_DAIMLER STAR 2_A.A	NO	
431638	3/21/2014	ZSCR	551	034-2	NA	'054	5WK43010	NA	6593331401	30	3011	054	 	1342	ETIQUETA DE IDENTIFIC. HONDA	NA	ROH	NA	7.8	PS_HONDA HRS6_J.JUAN CH	NO	
431638	3/21/2014	ZSCR	551	034-2	NA	'054	5WKHRS5	NA	A2C53330105	3	3011	054	 	1342	socket	NA	ROH	NA	36.03	PS_HONDA HRS6_J.JUAN CH	NO	
431642	3/21/2014	ZSCR	551	034-2	NA	'054	A2C83046100	NA	A2C40005930	2	3011	054	 	1342	"C ELEC,AL,6.8mF,20%,35V"	NA	ROH	NA	14.2	PS_LEGACY_C.CAROLINA OT	NO	
431644	3/21/2014	ZSCR	551	034-2	NA	'054	A2C53381624	NA	A2C53334853	100	3011	054	 	1342	certification label identi spool part p	NA	ROH	NA	50	PS_VW10 LC_U.ULISES VIL	NO	
431645	3/21/2014	ZSCR	551	034-2	NA	'054	5WK44567	NA	A2C53397780	6	3011	054	 	1342	cover	NA	ROH	NA	19.08	PS_HONDA HRS6_J.JUAN CH	NO	
431648	3/21/2014	ZSCR	551	030-1	NA	'054	A2C53412213	NA	A2C53412223	1	3011	054	 	1301	GMB SMT Top side	NA	HALB	S.Real	127	PSAD_GM BRASIL_A.ANA TA	NO	
431650	3/21/2014	ZSCR	551	030-1	NA	'054	A2C53412213	NA	A2C53412223	1	3011	054	 	1301	GMB SMT Top side	NA	HALB	S.Real	127	PSAD_GM BRASIL_A.ANA TA	NO	
431652	3/21/2014	ZSCR	551	030-1	NA	'054	A2C53412213	NA	A2C53412223	1	3011	054	 	1301	GMB SMT Top side	NA	HALB	S.Real	127	PSAD_GM BRASIL_A.ANA TA	NO	
431653	3/21/2014	ZSCR	551	030-1	NA	'054	A2C80644600	NA	A2C8153120093	1	3011	054	 	1301	pcb assy DAGARM3 V14 TOP	NA	HALB	S.Real	369.52	PS_ARAMIS III_E.EDWIN R	NO	
431655	3/21/2014	ZSCR	551	030-1	NA	'054	A2C80644600	NA	A2C8153120093	1	3011	054	 	1301	pcb assy DAGARM3 V14 TOP	NA	HALB	S.Real	369.52	PS_ARAMIS III_E.EDWIN R	NO	
431659	3/21/2014	ZSCR	551	030-1	NA	'054	A2C8337770093	NA	A2C8337770092	1	3011	054	 	1301	pcb assy RCMT5 LR lado bottom	NA	HALB	S.Real/AutoBF	136.76	PSAD_LAND ROVER_J.JOSE	NO	4976209657
431661	3/21/2014	ZSCR	551	030-1	NA	'054	A2C8337770093	NA	A2C8337770092	1	3011	054	 	1301	pcb assy RCMT5 LR lado bottom	NA	HALB	S.Real/AutoBF	136.76	PSAD_LAND ROVER_J.JOSE	NO	4976209657
431663	3/21/2014	ZSCR	551	030-1	NA	'054	5WY89130	NA	A2C53342620	4	3011	054	 	1301	pcb DC main	NA	ROH	NA	73.52	PS_ARAMIS 2012_E.EDWIN	NO	
431671	3/21/2014	ZSCR	551	030-1	NA	'054	5WY89130	NA	A2C53342620	2	3011	054	 	1301	pcb DC main	NA	ROH	NA	36.76	PS_ARAMIS 2012_E.EDWIN	NO	
431678	3/21/2014	ZSCR	551	030-1	NA	'054	A2C91764100	NA	A2C9257230093	1	3011	054	 	1301	pcb assy GMSMD30 Top	NA	HALB	S.Real	256.95	PS_SDM30_C.CAROLINA OTA	NO	
431679	3/21/2014	ZSCR	551	030-1	NA	'054	A2C9257230093	NA	A2C9257230092	1	3011	054	 	1301	pcb assy GMSMD30 Bottom	NA	HALB	S.Real/AutoBF	81.19	PS_SDM30_C.CAROLINA OTA	NO	4976209768
431681	3/21/2014	ZSCR	551	030-1	NA	'054	A2C91764100	NA	A2C9257230093	1	3011	054	 	1301	pcb assy GMSMD30 Top	NA	HALB	S.Real	256.95	PS_SDM30_C.CAROLINA OTA	NO	
431685	3/21/2014	ZSCR	551	030-1	NA	'054	A2C53429875	NA	A2C53429875A	1	3011	054	 	1301	Hyundai circuit board assy 12FL SMD Top	NA	HALB	S.Real	158.84	PS_HYUNDAI_.	NO	
431687	3/21/2014	ZSCR	551	030-1	NA	'054	A2C86852400	NA	A2C53429875A	1	3011	054	 	1301	Hyundai circuit board assy 12FL SMD Top	NA	HALB	S.Real	158.84	PS_HYUNDAI_.	NO	
431694	3/21/2014	ZSCR	551	030-1	NA	'054	A2C53388687	NA	A2C53342620	3	3011	054	 	1301	pcb DC main	NA	ROH	NA	55.14	PS_ARAMIS 2012_E.EDWIN	NO	
431696	3/21/2014	ZSCR	551	030-1	NA	'054	5WY89130	NA	A2C53342620	6	3011	054	 	1301	pcb DC main	NA	ROH	NA	110.28	PS_ARAMIS 2012_E.EDWIN	NO	
431699	3/21/2014	ZSCR	551	030-1	NA	'054	A2C3320950092	NA	A2C53387067	16	3011	054	 	1301	pcb FIAT ACU MA	NA	ROH	NA	183.2	PS_FIAT BRAZIL_E.EDWIN	NO	
431705	3/21/2014	ZSCR	551	050-3	NA	'054	A2C82538600	NA	A2C8253870093	4	3011	054	 	1503	pcb assy OPLA4400 XESE lado top	NA	HALB	S.Real	751.36	PSAD_OPEL 4400_J.JOSE O	NO	
431706	3/21/2014	ZSCR	551	030-1	NA	'054	A2C8301210093	NA	A2C8301210092	4	3011	054	 	1301	pcb assy OPLA3 370 lado BOTTOM	NA	HALB	S.Real/AutoBF	352.84	PSAD_OPEL 4400_J.JOSE O	NO	4976209521
431709	3/21/2014	ZSCR	551	030-1	NA	'054	A2C53416946	NA	A2C53374377	6	3011	054	 	1301	pcb VW ZZDIV AC	NA	ROH	NA	95.16	PS_VW10 LC_U.ULISES VIL	NO	
431718	3/21/2014	ZSCR	551	030-1	NA	'054	A2C83971700	NA	A2C8397190093	1	3011	054	 	1301	pcb topSMD top	NA	HALB	S.Real	332.31	PS_SDM10+_C.CAROLINA OT	NO	
431728	3/21/2014	ZSCR	551	030-1	NA	'054	A2C53404922	NA	A2C53399617A	1	3011	054	 	1301	circuit board assy	NA	HALB	S.Real	172.72	PS_HONDA HRS5_.	NO	
431771	3/21/2014	ZSCR	551	030-1	NA	'054	A2C53381626	NA	A2C53429875A	1	3011	054	 	1301	Hyundai circuit board assy 12FL SMD Top	NA	HALB	S.Real	158.84	PS_HYUNDAI_.	NO	
431772	3/21/2014	ZSCR	551	030-1	NA	'054	A2C53429875A	NA	A2C53429875B	1	3011	054	 	1301	Hyundai circuit board assy 12FL SMD Bot	NA	HALB	S.Real/AutoBF	78.02	PS_HYUNDAI_.	NO	4976209512
431773	3/21/2014	ZSCR	551	030-1	NA	'054	A2C53381626	NA	A2C53429875A	1	3011	054	 	1301	Hyundai circuit board assy 12FL SMD Top	NA	HALB	S.Real	158.84	PS_HYUNDAI_.	NO	
431795	3/21/2014	ZSCR	551	030-1	NA	'054	A2C8397190093	NA	A2C8397190092	1	3011	054	 	1301	pcb topSMD bottom	NA	HALB	S.Real/AutoBF	116.61	PS_SDM10+_C.CAROLINA OT	NO	4976209693
431796	3/21/2014	ZSCR	551	030-1	NA	'054	A2C8397190093	NA	A2C8397190092	1	3011	054	 	1301	pcb topSMD bottom	NA	HALB	S.Real/AutoBF	116.61	PS_SDM10+_C.CAROLINA OT	NO	4976209693
431799	3/21/2014	ZSCR	551	030-1	NA	'054	A2C83971900	NA	A2C8397190093	1	3011	054	 	1301	pcb topSMD top	NA	HALB	S.Real	332.31	PS_SDM10+_C.CAROLINA OT	NO	
431801	3/21/2014	ZSCR	551	030-1	NA	'054	A2C83971900	NA	A2C8397190093	1	3011	054	 	1301	pcb topSMD top	NA	HALB	S.Real	332.31	PS_SDM10+_C.CAROLINA OT	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661730093	NA	A2C00000407	2	3011	054	 	1351	"40V,1A,1,SCHOTTKY,DO214AC,RECT DIODE/SS1"		ROH	NA	0.44	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661730092	NA	A2C00000407	1	3011	054	 	1351	"40V,1A,1,SCHOTTKY,DO214AC,RECT DIODE/SS1"		ROH	NA	0.22	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C5337549692	NA	A2C00002189	83	3011	054	 	1351	"470pF,10%,100V,X7R,0603,TINNED,CER CAP/"		ROH	NA	1.66	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8153120092	NA	A2C00003407	30	3011	054	 	1351	"R LIN,100R,5%,TK200,125mW,0805"		ROH	NA	0.3	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C5337549692	NA	A2C00003571	11	3011	054	 	1351	"180R,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	0.88	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661730092	NA	A2C00003571	17	3011	054	 	1351	"180R,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	1.36	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8153300093	NA	A2C00003779	2	3011	054	 	1351	"R LIN,100R,5%,TK200,100mW,0603"		ROH	NA	0.02	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661730093	NA	A2C00003779	131	3011	054	 	1351	"R LIN,100R,5%,TK200,100mW,0603"		ROH	NA	1.31	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661730092	NA	A2C00003779	51	3011	054	 	1351	"R LIN,100R,5%,TK200,100mW,0603"		ROH	NA	0.51	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8153120093	NA	A2C00003818	13	3011	054	 	1351	"R LIN,330R,5%,TK200,100mW,0603"		ROH	NA	0.13	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C5337551192	NA	A2C00003885	2	3011	054	 	1351	"75R,1%,TK50,250mW,MINIMELF0204,LIN RES/"		ROH	NA	0.16	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C5337549693	NA	A2C00004031	4	3011	054	 	1351	"R LIN,4K99,1%,TK100,250mW,1206"		ROH	NA	0.12	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00004031	15	3011	054	 	1351	"R LIN,4K99,1%,TK100,250mW,1206"		ROH	NA	0.45	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8153120092	NA	A2C00004031	18	3011	054	 	1351	"R LIN,4K99,1%,TK100,250mW,1206"		ROH	NA	0.54	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661710093	NA	A2C00004031	1	3011	054	 	1351	"R LIN,4K99,1%,TK100,250mW,1206"		ROH	NA	0.03	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C5337549892	NA	A2C00004318	1	3011	054	 	1351	"R LIN,1K,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8153120092	NA	A2C00004318	85	3011	054	 	1351	"R LIN,1K,1%,TK100,100mW,0603"		ROH	NA	0.85	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C5337551192	NA	A2C00004318	1	3011	054	 	1351	"R LIN,1K,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8153120092	NA	A2C00004322	131	3011	054	 	1351	"R LIN,5K62,1%,TK100,100mW,0603"		ROH	NA	1.31	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C5337549692	NA	A2C00004322	49	3011	054	 	1351	"R LIN,5K62,1%,TK100,100mW,0603"		ROH	NA	0.49	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8153120093	NA	A2C00004322	170	3011	054	 	1351	"R LIN,5K62,1%,TK100,100mW,0603"		ROH	NA	1.7	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C5337549693	NA	A2C00004324	37	3011	054	 	1351	"R LIN,22K1,1%,TK100,100mW,0603"		ROH	NA	0.37	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8153300093	NA	A2C00004324	1	3011	054	 	1351	"R LIN,22K1,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661730093	NA	A2C00004324	1	3011	054	 	1351	"R LIN,22K1,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C5337551193	NA	A2C00004324	1	3011	054	 	1351	"R LIN,22K1,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00004336	5	3011	054	 	1351	"R LIN,2K55,1%,TK100,100mW,0603"		ROH	NA	0.05	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8153120092	NA	A2C00004336	6	3011	054	 	1351	"R LIN,2K55,1%,TK100,100mW,0603"		ROH	NA	0.06	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661730092	NA	A2C00004349	110	3011	054	 	1351	"R JUMP,0R05,100mW,1A,0603"		ROH	NA	1.1	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C5337549892	NA	A2C00004368	1	3011	054	 	1351	"R LIN,100K,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8681670092	NA	A2C00004368	3	3011	054	 	1351	"R LIN,100K,1%,TK100,100mW,0603"		ROH	NA	0.03	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8153120092	NA	A2C00004368	87	3011	054	 	1351	"R LIN,100K,1%,TK100,100mW,0603"		ROH	NA	0.87	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8153300092	NA	A2C00004368	10	3011	054	 	1351	"R LIN,100K,1%,TK100,100mW,0603"		ROH	NA	0.1	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661730092	NA	A2C00004368	35	3011	054	 	1351	"R LIN,100K,1%,TK100,100mW,0603"		ROH	NA	0.35	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C5337551192	NA	A2C00004368	13	3011	054	 	1351	"R LIN,100K,1%,TK100,100mW,0603"		ROH	NA	0.13	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661730092	NA	A2C00004463	14	3011	054	 	1351	"R LIN,10K,1%,TK100,100mW,0603"		ROH	NA	0.14	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00004555	48	3011	054	 	1351	"R LIN,2K,1%,TK100,100mW,0603"		ROH	NA	0.48	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661710093	NA	A2C00004555	5	3011	054	 	1351	"R LIN,2K,1%,TK100,100mW,0603"		ROH	NA	0.05	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00004567	81	3011	054	 	1351	"R LIN,51K1,1%,TK100,100mW,0603"		ROH	NA	0.81	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8153120092	NA	A2C00004567	51	3011	054	 	1351	"R LIN,51K1,1%,TK100,100mW,0603"		ROH	NA	0.51	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8153120093	NA	A2C00004567	3	3011	054	 	1351	"R LIN,51K1,1%,TK100,100mW,0603"		ROH	NA	0.03	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661730093	NA	A2C00005646	53	3011	054	 	1351	"100R,1%,TK100,125mW,0805,LIN RES/"		ROH	NA	1.06	PS_ARAMIS III_F.FERNAND	NO	
