No.Item	Fecha	zSCR	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	 	 	 	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661710093	NA	A2C00005646	78	3011	054	 	1351	"100R,1%,TK100,125mW,0805,LIN RES/"		ROH	NA	1.56	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8153120093	NA	A2C00005646	168	3011	054	 	1351	"100R,1%,TK100,125mW,0805,LIN RES/"		ROH	NA	3.36	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00006435	27	3011	054	 	1351	"1R,5%,TK600,63mW,0603,LIN RES/"		ROH	NA	0.27	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8153120092	NA	A2C00006435	65	3011	054	 	1351	"1R,5%,TK600,63mW,0603,LIN RES/"		ROH	NA	0.65	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00007051	17	3011	054	 	1351	"R LIN,499R,1%,TK100,100mW,0603"		ROH	NA	0.17	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8153120092	NA	A2C00007051	30	3011	054	 	1351	"R LIN,499R,1%,TK100,100mW,0603"		ROH	NA	0.3	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661730093	NA	A2C00007695	35	3011	054	 	1351	"2,NPN,RET,100mA,50V,SOT363,BIP/BCR135/R<"		ROH	NA	5.25	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00007713	93	3011	054	 	1351	"R LIN,681R,1%,TK100,100mW,0603"		ROH	NA	1.86	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8153120092	NA	A2C00007713	93	3011	054	 	1351	"R LIN,681R,1%,TK100,100mW,0603"		ROH	NA	1.86	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C5337549692	NA	A2C00007713	77	3011	054	 	1351	"R LIN,681R,1%,TK100,100mW,0603"		ROH	NA	1.54	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C5337549892	NA	A2C00008506	1	3011	054	 	1351	"0R1,5%,TK100,1W,MELF0207,LIN RES/MMB"		ROH	NA	0.62	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00008506	22	3011	054	 	1351	"0R1,5%,TK100,1W,MELF0207,LIN RES/MMB"		ROH	NA	13.64	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8153120092	NA	A2C00008506	11	3011	054	 	1351	"0R1,5%,TK100,1W,MELF0207,LIN RES/MMB"		ROH	NA	6.82	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C5337549692	NA	A2C00008506	2	3011	054	 	1351	"0R1,5%,TK100,1W,MELF0207,LIN RES/MMB"		ROH	NA	1.24	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C5337549693	NA	A2C00010442	3	3011	054	 	1351	"R LIN,1K,1%,TK100,63mW,0402"		ROH	NA	0.03	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8153120092	NA	A2C00010442	201	3011	054	 	1351	"R LIN,1K,1%,TK100,63mW,0402"		ROH	NA	2.01	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661730093	NA	A2C00010442	1	3011	054	 	1351	"R LIN,1K,1%,TK100,63mW,0402"		ROH	NA	0.01	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661730092	NA	A2C00010442	8	3011	054	 	1351	"R LIN,1K,1%,TK100,63mW,0402"		ROH	NA	0.08	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8153120093	NA	A2C00010442	4	3011	054	 	1351	"R LIN,1K,1%,TK100,63mW,0402"		ROH	NA	0.04	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00010541	25	3011	054	 	1351	"R LIN,43R,1%,TK100,100mW,0603"		ROH	NA	0.25	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8153120092	NA	A2C00010541	46	3011	054	 	1351	"R LIN,43R,1%,TK100,100mW,0603"		ROH	NA	0.46	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661710093	NA	A2C00010541	21	3011	054	 	1351	"R LIN,43R,1%,TK100,100mW,0603"		ROH	NA	0.21	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661730092	NA	A2C00010541	12	3011	054	 	1351	"R LIN,43R,1%,TK100,100mW,0603"		ROH	NA	0.12	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8153120093	NA	A2C00010541	65	3011	054	 	1351	"R LIN,43R,1%,TK100,100mW,0603"		ROH	NA	0.65	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8153120092	NA	A2C00010760	83	3011	054	 	1351	"1,PNP,NORMAL,100mA,50V,SOT323,BIP/BCR158"		ROH	NA	8.3	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00010877	32	3011	054	 	1351	"R LIN,3K24,1%,TK100,100mW,0603"		ROH	NA	0.32	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661710093	NA	A2C00010877	1	3011	054	 	1351	"R LIN,3K24,1%,TK100,100mW,0603"		ROH	NA	0.01	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8153120093	NA	A2C00010877	4	3011	054	 	1351	"R LIN,3K24,1%,TK100,100mW,0603"		ROH	NA	0.04	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C5337549892	NA	A2C00010918	3	3011	054	 	1351	"R LIN,100K,1%,TK100,63mW,0402"		ROH	NA	0.03	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8681670092	NA	A2C00010918	5	3011	054	 	1351	"R LIN,100K,1%,TK100,63mW,0402"		ROH	NA	0.05	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00010918	9	3011	054	 	1351	"R LIN,100K,1%,TK100,63mW,0402"		ROH	NA	0.09	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8153120092	NA	A2C00010918	47	3011	054	 	1351	"R LIN,100K,1%,TK100,63mW,0402"		ROH	NA	0.47	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8153300092	NA	A2C00010918	9	3011	054	 	1351	"R LIN,100K,1%,TK100,63mW,0402"		ROH	NA	0.09	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661730092	NA	A2C00010918	18	3011	054	 	1351	"R LIN,100K,1%,TK100,63mW,0402"		ROH	NA	0.18	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C5337551192	NA	A2C00010918	18	3011	054	 	1351	"R LIN,100K,1%,TK100,63mW,0402"		ROH	NA	0.18	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C5337549693	NA	A2C00011374	28	3011	054	 	1351	"R LIN,8K25,1%,TK100,63mW,0402"		ROH	NA	0.28	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661730093	NA	A2C00011374	10	3011	054	 	1351	"R LIN,8K25,1%,TK100,63mW,0402"		ROH	NA	0.1	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8153120093	NA	A2C00011374	64	3011	054	 	1351	"R LIN,8K25,1%,TK100,63mW,0402"		ROH	NA	0.64	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C5337549693	NA	A2C00016442	4	3011	054	 	1351	"R LIN,165R,1%,TK100,100mW,0603"		ROH	NA	0.04	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00016442	22	3011	054	 	1351	"R LIN,165R,1%,TK100,100mW,0603"		ROH	NA	0.22	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661710093	NA	A2C00016442	16	3011	054	 	1351	"R LIN,165R,1%,TK100,100mW,0603"		ROH	NA	0.16	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00019590	44	3011	054	 	1351	"R LIN,2K,1%,TK100,63mW,0402"		ROH	NA	0.44	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8153120092	NA	A2C00019590	23	3011	054	 	1351	"R LIN,2K,1%,TK100,63mW,0402"		ROH	NA	0.23	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C5337549692	NA	A2C00019590	17	3011	054	 	1351	"R LIN,2K,1%,TK100,63mW,0402"		ROH	NA	0.17	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661730092	NA	A2C00019590	23	3011	054	 	1351	"R LIN,2K,1%,TK100,63mW,0402"		ROH	NA	0.23	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C5337549693	NA	A2C00019592	146	3011	054	 	1351	"R LIN,5K62,1%,TK100,63mW,0402"		ROH	NA	1.46	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00019592	25	3011	054	 	1351	"R LIN,5K62,1%,TK100,63mW,0402"		ROH	NA	0.25	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8153120092	NA	A2C00019592	25	3011	054	 	1351	"R LIN,5K62,1%,TK100,63mW,0402"		ROH	NA	0.25	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C5337549692	NA	A2C00019592	157	3011	054	 	1351	"R LIN,5K62,1%,TK100,63mW,0402"		ROH	NA	1.57	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661730093	NA	A2C00019592	147	3011	054	 	1351	"R LIN,5K62,1%,TK100,63mW,0402"		ROH	NA	1.47	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661710093	NA	A2C00019592	268	3011	054	 	1351	"R LIN,5K62,1%,TK100,63mW,0402"		ROH	NA	2.68	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661730092	NA	A2C00019592	15	3011	054	 	1351	"R LIN,5K62,1%,TK100,63mW,0402"		ROH	NA	0.15	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C5337549693	NA	A2C00019595	32	3011	054	 	1351	"R LIN,22K1,1%,TK100,63mW,0402"		ROH	NA	0.32	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8681670092	NA	A2C00019595	27	3011	054	 	1351	"R LIN,22K1,1%,TK100,63mW,0402"		ROH	NA	0.27	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8153120092	NA	A2C00019595	321	3011	054	 	1351	"R LIN,22K1,1%,TK100,63mW,0402"		ROH	NA	3.21	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C5337549692	NA	A2C00019595	86	3011	054	 	1351	"R LIN,22K1,1%,TK100,63mW,0402"		ROH	NA	0.86	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661730093	NA	A2C00019595	31	3011	054	 	1351	"R LIN,22K1,1%,TK100,63mW,0402"		ROH	NA	0.31	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661710093	NA	A2C00019595	2	3011	054	 	1351	"R LIN,22K1,1%,TK100,63mW,0402"		ROH	NA	0.02	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8153300092	NA	A2C00019595	44	3011	054	 	1351	"R LIN,22K1,1%,TK100,63mW,0402"		ROH	NA	0.44	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661730092	NA	A2C00019595	53	3011	054	 	1351	"R LIN,22K1,1%,TK100,63mW,0402"		ROH	NA	0.53	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8153120093	NA	A2C00019595	104	3011	054	 	1351	"R LIN,22K1,1%,TK100,63mW,0402"		ROH	NA	1.04	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C5337551192	NA	A2C00019595	2	3011	054	 	1351	"R LIN,22K1,1%,TK100,63mW,0402"		ROH	NA	0.02	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C5337549692	NA	A2C00019943	20	3011	054	 	1351	"27V,200mW,SOD323,ZENER/GDZ27B10kpcs reel"		ROH	NA	2.4	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661730092	NA	A2C00019943	2	3011	054	 	1351	"27V,200mW,SOD323,ZENER/GDZ27B10kpcs reel"		ROH	NA	0.24	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C5337549892	NA	A2C00023274	2	3011	054	 	1351	"D REC/BAS16S E6327,70V,200mA,SOT363,0s"		ROH	NA	0.34	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8153120092	NA	A2C00023274	25	3011	054	 	1351	"D REC/BAS16S E6327,70V,200mA,SOT363,0s"		ROH	NA	4.25	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C5337549692	NA	A2C00023274	9	3011	054	 	1351	"D REC/BAS16S E6327,70V,200mA,SOT363,0s"		ROH	NA	1.53	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8153300092	NA	A2C00023274	7	3011	054	 	1351	"D REC/BAS16S E6327,70V,200mA,SOT363,0s"		ROH	NA	1.19	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661730092	NA	A2C00023274	16	3011	054	 	1351	"D REC/BAS16S E6327,70V,200mA,SOT363,0s"		ROH	NA	2.72	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C5337551192	NA	A2C00023274	4	3011	054	 	1351	"D REC/BAS16S E6327,70V,200mA,SOT363,0s"		ROH	NA	0.68	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C5337549892	NA	A2C00023789	91	3011	054	 	1351	"47nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	1.82	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C5337549693	NA	A2C00023789	896	3011	054	 	1351	"47nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	17.92	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8681670092	NA	A2C00023789	350	3011	054	 	1351	"47nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	7	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8153300093	NA	A2C00023789	16	3011	054	 	1351	"47nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	0.32	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8681670093	NA	A2C00023789	7	3011	054	 	1351	"47nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	0.14	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8153120092	NA	A2C00023789	935	3011	054	 	1351	"47nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	18.7	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C5337549692	NA	A2C00023789	344	3011	054	 	1351	"47nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	6.88	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661730093	NA	A2C00023789	1192	3011	054	 	1351	"47nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	23.84	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8153300092	NA	A2C00023789	542	3011	054	 	1351	"47nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	10.84	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C5337551193	NA	A2C00023789	6	3011	054	 	1351	"47nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	0.12	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661730092	NA	A2C00023789	435	3011	054	 	1351	"47nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	8.7	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8153120093	NA	A2C00023789	2152	3011	054	 	1351	"47nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	43.04	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C5337551192	NA	A2C00023789	220	3011	054	 	1351	"47nF,10%,50V,X7R,0603,Sn,CER CAP/GCM"		ROH	NA	4.4	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661730093	NA	A2C00028102	17	3011	054	 	1351	"2,OP AMP,0Hz,TSSOP8,OP-COMP/TLC2272-QPW"		ROH	NA	30.09	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8153120093	NA	A2C00028102	35	3011	054	 	1351	"2,OP AMP,0Hz,TSSOP8,OP-COMP/TLC2272-QPW"		ROH	NA	61.95	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661710092	NA	A2C00029576	169	3011	054	 	1351	"C CER,X7R,2.2uF,10%,16V,0805,Sn"		ROH	NA	16.9	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661730093	NA	A2C00029909	80	3011	054	 	1351	"10MHz,0.5%,CSTCE,CER RESONATOR"		ROH	NA	67.2	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661710093	NA	A2C00029909	1	3011	054	 	1351	"10MHz,0.5%,CSTCE,CER RESONATOR"		ROH	NA	0.84	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8153120093	NA	A2C00029909	25	3011	054	 	1351	"10MHz,0.5%,CSTCE,CER RESONATOR"		ROH	NA	21	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C5337549892	NA	A2C00031355	1	3011	054	 	1351	"200V,250mA,1,FAST,SOD323,RECT DIODE/BAS2"		ROH	NA	0.1	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C5337551192	NA	A2C00031355	2	3011	054	 	1351	"200V,250mA,1,FAST,SOD323,RECT DIODE/BAS2"		ROH	NA	0.2	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C5337549693	NA	A2C00034350	5	3011	054	 	1351	"32V,33V,7VA,FLYBACKCONV,TRAFO/"		ROH	NA	35.5	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661710093	NA	A2C00034350	3	3011	054	 	1351	"32V,33V,7VA,FLYBACKCONV,TRAFO/"		ROH	NA	21.3	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8153120093	NA	A2C00034350	9	3011	054	 	1351	"32V,33V,7VA,FLYBACKCONV,TRAFO/"		ROH	NA	63.9	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C5337549693	NA	A2C00035033	36	3011	054	 	1351	"1,N_CHAN,MOS,POWER,55V,23A,40mOhm,TO252/"		ROH	NA	54.72	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8153120092	NA	A2C00035033	1	3011	054	 	1351	"1,N_CHAN,MOS,POWER,55V,23A,40mOhm,TO252/"		ROH	NA	1.52	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C5337549692	NA	A2C00035033	57	3011	054	 	1351	"1,N_CHAN,MOS,POWER,55V,23A,40mOhm,TO252/"		ROH	NA	86.64	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661730093	NA	A2C00035033	11	3011	054	 	1351	"1,N_CHAN,MOS,POWER,55V,23A,40mOhm,TO252/"		ROH	NA	16.72	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661710093	NA	A2C00035033	1	3011	054	 	1351	"1,N_CHAN,MOS,POWER,55V,23A,40mOhm,TO252/"		ROH	NA	1.52	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661730092	NA	A2C00035033	3	3011	054	 	1351	"1,N_CHAN,MOS,POWER,55V,23A,40mOhm,TO252/"		ROH	NA	4.56	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8153120093	NA	A2C00035033	16	3011	054	 	1351	"1,N_CHAN,MOS,POWER,55V,23A,40mOhm,TO252/"		ROH	NA	24.32	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C5337549693	NA	A2C00037377	5	3011	054	 	1351	"6.8uH,570mA,SMD,COIL/SIMID 1210-H100"		ROH	NA	1.25	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8153120092	NA	A2C00037383	4	3011	054	 	1351	"TA CAP,TA,22uF,10%,25V,SMD"		ROH	NA	7.2	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C5337549692	NA	A2C00037383	5	3011	054	 	1351	"TA CAP,TA,22uF,10%,25V,SMD"		ROH	NA	9	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661730092	NA	A2C00037383	1	3011	054	 	1351	"TA CAP,TA,22uF,10%,25V,SMD"		ROH	NA	1.8	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C5337551192	NA	A2C00037383	1	3011	054	 	1351	"TA CAP,TA,22uF,10%,25V,SMD"		ROH	NA	1.8	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8153120092	NA	A2C00039665	5	3011	054	 	1351	"4K99,0.1%,TK25,100mW,0603,LIN RES/M11"		ROH	NA	1.35	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661730092	NA	A2C00039667	14	3011	054	 	1351	"22K,0.1%,TK25,100mW,0603,LIN RES/"		ROH	NA	4.06	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C5337549692	NA	A2C00042664	8	3011	054	 	1351	"IC MEM/AT25640A-TQ27U1,A1,64KBit,EEPROM,"		ROH	NA	20.48	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8153120092	NA	A2C00042782	206	3011	054	 	1351	"T BIP/BCP56-16,SOT223"		ROH	NA	63.86	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C5337549692	NA	A2C00043037	11	3011	054	 	1351	"200V,2A,1,STANDARD,DO214AA,RECT DIODE/ES"		ROH	NA	5.28	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C5337549692	NA	A2C00043039	35	3011	054	 	1351	"D REC/ES1DHE3 or MURA120T3G,200V,1A,DO21"		ROH	NA	9.45	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C5337549693	NA	A2C00046196	139	3011	054	 	1351	"47uF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	93.13	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661730093	NA	A2C00046196	11	3011	054	 	1351	"47uF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	7.37	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8661710093	NA	A2C00046196	4	3011	054	 	1351	"47uF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	2.68	PS_ARAMIS III_F.FERNAND	NO	
433283	3/24/2014	ZSCR	551	035-1	0	'054	A2C8153120093	NA	A2C00046196	76	3011	054	 	1351	"47uF,20%,35V,SMD,AL,ELEC CAP/"		ROH	NA	50.92	PS_ARAMIS III_F.FERNAND	NO	
