No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	Planta	APD	Espacio	Reason Code	Descripción	Info.Obl.	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP								
561892	08/12/2014	ZSCR	551	034-2	NA	'054	A2C30910808	NA	A2C53424040	16	3011	054	 	1342	"pan head screw M3,5 x 12,00 1268"	NA	ROH	NA	4.32	PSAD_VW20_U.ULISES VILL	NO	4985064229								
561892	08/12/2014	ZSCR	551	034-2	NA	'054	A2C30910808	NA	A2C86055000	4	3011	054	 	1342	cover	NA	ROH	NA	39.64	PSAD_VW20_U.ULISES VILL	NO	4985064229								
561894	08/12/2014	ZSCR	551	034-2	NA	'054	5WK44354	NA	A2C30901300	1	3011	054	 	1342	base plate	NA	ROH	NA	10.12	PS_HYUNDAI_.	NO	4985062209								
561894	08/12/2014	ZSCR	551	034-2	NA	'054	5WK44354	NA	A2C53337250	4	3011	054	 	1342	"pan head screw M3 x 8,00 1242"	NA	ROH	NA	0.76	PS_HYUNDAI_.	NO	4985062209								
561894	08/12/2014	ZSCR	551	034-2	NA	'054	5WK44354	NA	A2C53381596	1	3011	054	 	1342	cover	NA	ROH	NA	5.5	PS_HYUNDAI_.	NO	4985062209								
561895	08/12/2014	ZSCR	551	040-3	NA	'054	5WK44675	NA	A2C53332366	3	3011	054	 	1403	cover RAP T BK	NA	ROH	NA	14.46	PS_FIAT BRAZIL_E.EDWIN	NO	4985062517								
561921	08/12/2014	ZSCR	551	040-4	NA	'054	5WY89350	NA	A2C53424009	270	3011	054	 	1404	"pan head screw 3,5 x 12,00 1268"	NA	ROH	NA	51.3	PS_CHRYSLER MY2013_E.ED	NO	4985063273								
561921	08/12/2014	ZSCR	551	040-4	NA	'054	5WY89350	NA	A2C53436156	17	3011	054	 	1404	cover RAP T BK	NA	ROH	NA	108.8	PS_CHRYSLER MY2013_E.ED	NO	4985063273								
562299	09/12/2014	ZSCR	551	030-1	NA	'054	A2C8153280093	NA	A2C8153280092	1				1301	pcb assy DAGARM3 V12 Bottom	NA	HALB	S.Real/AutoBF	78.74	PS_ARAMIS III_E.EDWIN R	NO									
562300	09/12/2014	ZSCR	551	030-1	NA	'054	A2C8153280093	NA	A2C8153280092	1				1301	pcb assy DAGARM3 V12 Bottom	NA	HALB	S.Real/AutoBF	78.74	PS_ARAMIS III_E.EDWIN R	NO									
562301	09/12/2014	ZSCR	551	030-1	NA	'054	A2C8153280093	NA	A2C8153280092	1				1301	pcb assy DAGARM3 V12 Bottom	NA	HALB	S.Real/AutoBF	78.74	PS_ARAMIS III_E.EDWIN R	NO									
562302	09/12/2014	ZSCR	551	030-1	NA	'054	A2C8153280093	NA	A2C8153280092	1				1301	pcb assy DAGARM3 V12 Bottom	NA	HALB	S.Real/AutoBF	78.74	PS_ARAMIS III_E.EDWIN R	NO									
562310	09/12/2014	ZSCR	551	030-1	NA	'054	A2C9257270093	NA	A2C9257270092	1				1301	pcb assy GMSMD30 Bottom	NA	HALB	S.Real/AutoBF	82.44	PS_SDM30_.	NO									
562311	09/12/2014	ZSCR	551	030-1	NA	'054	A2C9257270093	NA	A2C9257270092	1				1301	pcb assy GMSMD30 Bottom	NA	HALB	S.Real/AutoBF	82.44	PS_SDM30_.	NO									
562312	09/12/2014	ZSCR	551	030-1	NA	'054	A2C9257270093	NA	A2C9257270092	1				1301	pcb assy GMSMD30 Bottom	NA	HALB	S.Real/AutoBF	82.44	PS_SDM30_.	NO									
562410	09/12/2014	ZSCR	551	034-2	NA	'054	A2C91764400	NA	A2C92572700	1				1342	pcb assy GMSDM30	NA	HALB	S.Real/AutoBF	387.18	PS_SDM30_.	NO									
562425	09/12/2014	ZSCR	551	040-1	NA	'054	A2C86852400	NA	A2C87110200	1	3011	054	 	1401	pcb assy PTFSPEED10 D_26	NA	HALB	S.Real	204.2	PS_HYUNDAI_.	NO									
562426	09/12/2014	ZSCR	551	040-1	NA	'054	A2C91764400	NA	A2C92572700	1				1401	pcb assy GMSDM30	NA	HALB	S.Real/AutoBF	387.18	PS_SDM30_.	NO									
562427	09/12/2014	ZSCR	551	040-5	NA	'054	A2C91764400	2800	A2C91764400	1				1405	ACU MY14 S15 18 XX 0 1 0 000	NA	FERT	NA	441.94	PS_SDM30_.	NO	4985060800								
562429	09/12/2014	ZSCR	551	040-5	NA	'054	5WK44252	NA	A2C53364457	1				1405	pcb assy	NA	HALB	S.Real/AutoBF	96.25	OC_BOSE VW_A.ANA TAPIA-	NO									
562480	09/12/2014	ZSCR	551	030-1	NA	'054	5WY72880	NA	6590119023	1	3011	054	 	1301	Func tests Epsilon GMX381 6 Loops - SP	NA	HALB	S.Real	335.23	PSAD_EPSILON_O.OSCAR FO	NO	*								
562484	09/12/2014	ZSCR	551	030-1	NA	'054	5WY85270	NA	A2C53183404	1	3011	054	 	1301	circuit board assy	NA	HALB	S.Real	188.51	PSAD_EPSILON_O.OSCAR FO	NO	*								
562494	09/12/2014	ZSCR	551	040-4	NA	'054	A2C83971400	NA	A2C83971600	1				1404	pcb topSMD	NA	HALB	S.Real/AutoBF	388.75	PS_SDM10_.	NO									
562496	09/12/2014	ZSCR	551	040-4	NA	'054	A2C83971400	NA	A2C83971600	1				1404	pcb topSMD	NA	HALB	S.Real/AutoBF	388.75	PS_SDM10_.	NO									
562497	09/12/2014	ZSCR	551	040-4	NA	'054	A2C85801200	NA	A2C83972000	1				1404	pcb topSMD	NA	HALB	S.Real/AutoBF	361.65	PS_SDM10+_.	NO									
562499	09/12/2014	ZSCR	551	040-4	NA	'054	A2C85801200	NA	A2C83972000	1				1404	pcb topSMD	NA	HALB	S.Real/AutoBF	361.65	PS_SDM10+_.	NO									
562500	09/12/2014	ZSCR	551	040-4	NA	'054	A2C85801000	NA	A2C83971900	1				1404	pcb topSMD	NA	HALB	S.Real/AutoBF	335.21	PS_SDM10+_.	NO									
562501	09/12/2014	ZSCR	551	040-4	NA	'054	A2C91764200	NA	A2C92572400	1				1404	pcb assy GMSDM30	NA	HALB	S.Real/AutoBF	360.42	PS_SDM30_.	NO									
562503	09/12/2014	ZSCR	551	040-4	NA	'054	A2C91763800	NA	A2C92572000	1				1404	pcb botMAN GMSDM30	NA	HALB	S.Real/AutoBF	143.9	PS_SDM30_.	NO									
562504	09/12/2014	ZSCR	551	040-4	NA	'054	A2C91764100	NA	A2C92572300	1				1404	pcb assy GMSMD30	NA	HALB	S.Real/AutoBF	260.01	PS_SDM30_.	NO									
562514	09/12/2014	ZSCR	551	040-4	NA	'054	A2C83971400	NA	A2C83971600	3				1404	pcb topSMD	NA	HALB	S.Real/AutoBF	1166.25	PS_SDM10_.	NO									
562516	09/12/2014	ZSCR	551	040-4	NA	'054	A2C83971400	NA	A2C83971600	1				1404	pcb topSMD	NA	HALB	S.Real/AutoBF	388.75	PS_SDM10_.	NO									
562517	09/12/2014	ZSCR	551	040-4	NA	'054	A2C91764100	NA	A2C92572300	1				1404	pcb assy GMSMD30	NA	HALB	S.Real/AutoBF	260.01	PS_SDM30_.	NO									
562831	10/12/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660092	1				1301	pcb assy HONHRS6 V04 BOTTOM	NA	HALB	S.Real/AutoBF	51.43	PS_HONDA HRS6_J.JUAN CH	NO									
562832	10/12/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660092	1				1301	pcb assy HONHRS6 V04 BOTTOM	NA	HALB	S.Real/AutoBF	51.43	PS_HONDA HRS6_J.JUAN CH	NO									
562833	10/12/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660092	1				1301	pcb assy HONHRS6 V04 BOTTOM	NA	HALB	S.Real/AutoBF	51.43	PS_HONDA HRS6_J.JUAN CH	NO									
562834	10/12/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660092	1				1301	pcb assy HONHRS6 V04 BOTTOM	NA	HALB	S.Real/AutoBF	51.43	PS_HONDA HRS6_J.JUAN CH	NO									
562836	10/12/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660092	1				1301	pcb assy HONHRS6 V04 BOTTOM	NA	HALB	S.Real/AutoBF	51.43	PS_HONDA HRS6_J.JUAN CH	NO									
562839	10/12/2014	ZSCR	551	030-1	NA	'054	A2C53429875A	NA	A2C53429875B	1				1301	Hyundai circuit board assy 12FL SMD Bot	NA	HALB	S.Real/AutoBF	78.02	PS_HYUNDAI_.	NO									
562840	10/12/2014	ZSCR	551	030-1	NA	'054	A2C53429875A	NA	A2C53429875B	1				1301	Hyundai circuit board assy 12FL SMD Bot	NA	HALB	S.Real/AutoBF	78.02	PS_HYUNDAI_.	NO									
562842	10/12/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660092	1				1301	pcb assy HONHRS6 V04 BOTTOM	NA	HALB	S.Real/AutoBF	51.43	PS_HONDA HRS6_J.JUAN CH	NO									
562843	10/12/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660092	1				1301	pcb assy HONHRS6 V04 BOTTOM	NA	HALB	S.Real/AutoBF	51.43	PS_HONDA HRS6_J.JUAN CH	NO									
562844	10/12/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660092	1				1301	pcb assy HONHRS6 V04 BOTTOM	NA	HALB	S.Real/AutoBF	51.43	PS_HONDA HRS6_J.JUAN CH	NO									
562845	10/12/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660092	1				1301	pcb assy HONHRS6 V04 BOTTOM	NA	HALB	S.Real/AutoBF	51.43	PS_HONDA HRS6_J.JUAN CH	NO									
562847	10/12/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660092	1				1301	pcb assy HONHRS6 V04 BOTTOM	NA	HALB	S.Real/AutoBF	51.43	PS_HONDA HRS6_J.JUAN CH	NO									
562848	10/12/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660092	1				1301	pcb assy HONHRS6 V04 BOTTOM	NA	HALB	S.Real/AutoBF	51.43	PS_HONDA HRS6_J.JUAN CH	NO									
562849	10/12/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660092	1				1301	pcb assy HONHRS6 V04 BOTTOM	NA	HALB	S.Real/AutoBF	51.43	PS_HONDA HRS6_J.JUAN CH	NO									
562867	10/12/2014	ZSCR	551	030-1	NA	'054	A2C91764400	NA	A2C92572700	1				1301	pcb assy GMSDM30	NA	HALB	S.Real/AutoBF	387.18	PS_SDM30_.	NO									
562930	10/12/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660092	8				1301	pcb assy HONHRS6 V04 BOTTOM	NA	HALB	S.Real/AutoBF	411.44	PS_HONDA HRS6_J.JUAN CH	NO									
562932	10/12/2014	ZSCR	551	030-1	NA	'054	A2C8397190093	NA	A2C8397190092	1				1301	pcb topSMD bottom	NA	HALB	S.Real/AutoBF	116.61	PS_SDM10+_.	NO									
562935	10/12/2014	ZSCR	551	030-1	NA	'054	A2C53429875A	NA	A2C53429875B	1				1301	Hyundai circuit board assy 12FL SMD Bot	NA	HALB	S.Real/AutoBF	78.02	PS_HYUNDAI_.	NO									
562971	10/12/2014	ZSCR	551	030-1	NA	'054	A2C81625900	NA	A2C53399617A	1	3011	054	 	1301	circuit board assy	NA	HALB	S.Real	172.72	PS_HONDA HRS5_.	NO									
562973	10/12/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660093	1	3011	054	 	1301	pcb assy HONHRS6 V04 TOP	NA	HALB	S.Real	264.89	PS_HONDA HRS6_J.JUAN CH	NO									
562975	10/12/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660093	1	3011	054	 	1301	pcb assy HONHRS6 V04 TOP	NA	HALB	S.Real	264.89	PS_HONDA HRS6_J.JUAN CH	NO									
562976	10/12/2014	ZSCR	551	030-1	NA	'054	A2C81532800	NA	A2C8153280093	1	3011	054	 	1301	pcb assy DAGARM3 V12 Top	NA	HALB	S.Real	265.7	PS_ARAMIS III_E.EDWIN R	NO									
562982	10/12/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660093	1	3011	054	 	1301	pcb assy HONHRS6 V04 TOP	NA	HALB	S.Real	264.89	PS_HONDA HRS6_J.JUAN CH	NO									
562983	10/12/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660092	1				1301	pcb assy HONHRS6 V04 BOTTOM	NA	HALB	S.Real/AutoBF	51.43	PS_HONDA HRS6_J.JUAN CH	NO									
562985	10/12/2014	ZSCR	551	030-1	NA	'054	A2C91763800	NA	A2C9257200093	1	3011	054	 	1301	pcb botMAN GMSDM30 Top	NA	HALB	S.Real	140.84	PS_SDM30_.	NO									
562989	10/12/2014	ZSCR	551	030-1	NA	'054	5WK44508	NA	A2C53416946	1	3011	054	 	1301	ACU VW10 MY11 M35 08 04 0 0 0 000	NA	HALB	S.Real	212.5	PS_VW10 LC_U.ULISES VIL	NO	4985062266								
562996	10/12/2014	ZSCR	551	030-1	NA	'054	A2C8397200092	NA	A2C34638400	4	3011	054	 	1301	pcb 6-lay main	NA	ROH	NA	99.24	PS_SDM10+_.	NO									
563005	10/12/2014	ZSCR	551	034-2	NA	'054	A2C86852400	87AB	A2C86852400	4				1342	ACU HMCUD MY13 S10 12 XX 0 0 0 000	NA	FERT	NA	915.36	PS_HYUNDAI_.	NO	4985060079								
563010	10/12/2014	ZSCR	551	034-9	NA	'054	A2C81625900	NA	A2C5339961702	1				1349	pcb assy V1B	NA	HALB	S.Real/AutoBF	209.64	PS_HONDA HRS5_.	NO									
563011	10/12/2014	ZSCR	551	040-5	NA	'054	5WY89350	NA	A2C31080700	1	3011	054	 	1405	airbag	NA	HALB	S.Real	331.82	PS_CHRYSLER MY2013_E.ED	NO	4985063203								
563012	10/12/2014	ZSCR	551	040-1	NA	'054	A2C30910808	NA	A2C32509000	1	3011	054	 	1401	pcb assy VW20 V01	NA	HALB	S.Real	137.33	PSAD_VW20_U.ULISES VILL	NO	4985064229								
563024	10/12/2014	ZSCR	551	040-4	NA	'054	5WK44748	NA	A2C53397769	1	3011	054	 	1404	housing	NA	ROH	NA	20.75	PS_HONDA HRS6_J.JUAN CH	NO	4985062543								
563024	10/12/2014	ZSCR	551	040-4	NA	'054	5WK44748	NA	A2C53397780	1	3011	054	 	1404	cover	NA	ROH	NA	3.18	PS_HONDA HRS6_J.JUAN CH	NO	4985062543								
563025	10/12/2014	ZSCR	551	040-3	NA	'054	A2C85801200	NA	A2C53333520	500	3011	054	 	1403	TYPE LABLE	NA	ROH	NA	190	PS_SDM10+_.	NO									
563026	10/12/2014	ZSCR	551	040-3	NA	'054	A2C91764400	NA	A2C83145200	400	3011	054	 	1403	certification label identificati	NA	ROH	NA	132	PS_SDM30_.	NO									
563027	10/12/2014	ZSCR	551	040-2	NA	'054	A2C85901112	NA	A2C87057001	1	3011	054	 	1402	pcb assy DAGSTAR2 D_18	NA	HALB	S.Real	420.33	PSAD_DAIMLER STAR 2_A.A	NO									
563029	10/12/2014	ZSCR	551	040-1	NA	'054	A2C37964112	NA	A2C35116201	1	3011	054	 	1401	pcb assy DAGSTAR2 D_13	NA	HALB	S.Real	398.7	PSAD_DAIMLER STAR 2_A.A	NO									
563031	10/12/2014	ZSCR	551	040-4	NA	'054	A2C83971400	NA	A2C8397160093	1	3011	054	 	1404	pcb topSMD Top	NA	HALB	S.Real	385.85	PS_SDM10_.	NO									
563034	10/12/2014	ZSCR	551	040-4	NA	'054	A2C83972000	NA	A2C8397200093	1	3011	054	 	1404	pcb topSMD Top	NA	HALB	S.Real	358.75	PS_SDM10+_.	NO									
563037	10/12/2014	ZSCR	551	040-2	NA	'054	A2C91764400	2800	A2C91764400	1				1402	ACU MY14 S15 18 XX 0 1 0 000	NA	FERT	NA	441.94	PS_SDM30_.	NO	4985060379								
563043	10/12/2014	ZSCR	551	034-8	NA	'054	5WK44078	NA	A2C00016838	200	3011	054	 	1348	connector pin	NA	ROH	NA	56	OC_OCS NISSAN_A.ANA TAP	NO	4985061916								
563056	10/12/2014	ZSCR	551	034-2	NA	'100	5WY7848	FE	5WY7848	9				1342	Kit- WIN ELV and Fobik 2 BUX Chrysle	NA	FERT	NA	3354.84	OES_EPS_O.OSCAR FONSECA	NO	*								
563060	10/12/2014	ZSCR	551	040-3	NA	'054	A2C30910808	NA	A2C86055000	3	3011	054	 	1403	cover	NA	ROH	NA	29.73	PSAD_VW20_U.ULISES VILL	NO	4985064229								
563085	10/12/2014	ZSCR	551	030-1	NA	'054	A2C8337770093	NA	A2C8337770092	1				1301	pcb assy RCMT5 LR lado bottom	NA	HALB	S.Real/AutoBF	136.76	PSAD_LAND ROVER_J.JOSE	NO									
563086	10/12/2014	ZSCR	551	030-1	NA	'054	A2C8337770093	NA	A2C8337770092	5				1301	pcb assy RCMT5 LR lado bottom	NA	HALB	S.Real/AutoBF	683.8	PSAD_LAND ROVER_J.JOSE	NO									
563328	11/12/2014	ZSCR	551	030-1	NA	'054	A2C8021770002	NA	A2C8021770092	6				1301	pcb assy HONHRS6 V20 BOTTOM	NA	HALB	S.Real/AutoBF	309.36	PS_HONDA HRS6_J.JUAN CH	NO									
563329	11/12/2014	ZSCR	551	030-1	NA	'054	A2C91764100	NA	A2C9257230093	1	3011	054	 	1301	pcb assy GMSMD30 Top	NA	HALB	S.Real	256.95	PS_SDM30_.	NO									
563330	11/12/2014	ZSCR	551	030-1	NA	'054	5WK44749	NA	A2C8021770003	1	3011	054	 	1301	pcb assy HONHRS6 D_20_SW	NA	HALB	S.Real	307.48	PS_HONDA HRS6_J.JUAN CH	NO	4985062565								
563331	11/12/2014	ZSCR	551	030-1	NA	'054	A2C89730900	NA	A2C8021660002	2				1301	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	614.26	PS_HONDA HRS6_J.JUAN CH	NO									
563331	11/12/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660093	2	3011	054	 	1301	pcb assy HONHRS6 V04 TOP	NA	HALB	S.Real	529.78	PS_HONDA HRS6_J.JUAN CH	NO									
563332	11/12/2014	ZSCR	551	030-1	NA	'054	5WK44822	NA	A2C8021730093	1	3011	054	 	1301	pcb assy HONHRS6 V06 TOP	NA	HALB	S.Real	142.19	PS_HONDA HRS6_J.JUAN CH	NO	4985062817								
563332	11/12/2014	ZSCR	551	030-1	NA	'054	A2C9449080093	NA	A2C9449080093	1	3011	054	 	1301	pcb assy HONHRS5 V28 TOP	NA	HALB	S.Real	144.44	PS_HONDA HRS6_J.JUAN CH	NO									
563334	11/12/2014	ZSCR	551	030-1	NA	'054	A2C53181243A	NA	A2C53171497	12	3011	054	 	1301	pcb panel multiple 6-up main	NA	ROH	NA	228.24	PS_VW10 LC_U.ULISES VIL	NO									
563335	11/12/2014	ZSCR	551	030-1	NA	'054	A2C82540900	NA	A2C82535900	12	3011	054	 	1301	pcb 4-lay sample	NA	ROH	NA	305.28	PSAD_OPEL 4400_J.JOSE O	NO									
563336	11/12/2014	ZSCR	551	030-1	NA	'054	A2C31748900	NA	A2C53412221	6	3011	054	 	1301	pcb GM BRAZIL S	NA	ROH	NA	85.14	PSAD_GM BRASIL_A.ANA TA	NO	4985064495								
563337	11/12/2014	ZSCR	551	030-1	NA	'054	5WK44600	NA	A2C8021660093	9	3011	054	 	1301	pcb assy HONHRS6 V04 TOP	NA	HALB	S.Real	2384.01	PS_HONDA HRS6_J.JUAN CH	NO	4985062406								
563338	11/12/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660092	21				1301	pcb assy HONHRS6 V04 BOTTOM	NA	HALB	S.Real/AutoBF	1080.03	PS_HONDA HRS6_J.JUAN CH	NO									
563338	11/12/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660093	1	3011	054	 	1301	pcb assy HONHRS6 V04 TOP	NA	HALB	S.Real	264.89	PS_HONDA HRS6_J.JUAN CH	NO									
563339	11/12/2014	ZSCR	551	030-1	NA	'054	A2C8397200093	NA	A2C8397200092	32				1301	pcb topSMD bottom	NA	HALB	S.Real/AutoBF	4511.04	PS_SDM10+_.	NO									
563340	11/12/2014	ZSCR	551	030-1	NA	'054	A2C53388687	NA	A2C53342620	12	3011	054	 	1301	pcb DC main	NA	ROH	NA	220.56	PS_ARAMIS 2012_.	NO									
563341	11/12/2014	ZSCR	551	030-1	NA	'054	A2C83016100	NA	A2C8301620093	1	3011	054	 	1301	pcb assy OPLA3 301 AU/SN lado top	NA	HALB	S.Real	184.09	PSAD_OPEL 4400_J.JOSE O	NO									
563342	11/12/2014	ZSCR	551	030-1	NA	'054	A2C82542000	NA	A2C8254200093	1	3011	054	 	1301	pcb assy OPLA4400 4401XESE lado top	NA	HALB	S.Real	187.84	PSAD_OPEL 4400_J.JOSE O	NO									
563343	11/12/2014	ZSCR	551	030-1	NA	'054	A2C82542000	NA	A2C8254200093	1	3011	054	 	1301	pcb assy OPLA4400 4401XESE lado top	NA	HALB	S.Real	187.84	PSAD_OPEL 4400_J.JOSE O	NO									
563344	11/12/2014	ZSCR	551	030-1	NA	'054	A2C53398590	NA	A2C53399620A	1	3011	054	 	1301	circuit board assy	NA	HALB	S.Real	175.21	PS_HONDA HRS5_.	NO									
563346	11/12/2014	ZSCR	551	030-1	NA	'054	A2C8337770093	NA	A2C8337770092	3				1301	pcb assy RCMT5 LR lado bottom	NA	HALB	S.Real/AutoBF	410.28	PSAD_LAND ROVER_J.JOSE	NO									
563349	11/12/2014	ZSCR	551	030-1	NA	'054	A2C31080700	NA	A2C3108070093	6	3011	054	 	1301	SMT Top Chrysler RT ORC MY13	NA	HALB	S.Real	1637.52	PS_CHRYSLER MY2013_E.ED	NO	4985064295								
563352	11/12/2014	ZSCR	551	030-1	NA	'054	A2C30910800	NA	A2C3250900093	1	3011	054	 	1301	circuit board assy TOP side VW20	NA	HALB	S.Real	120.66	PSAD_VW20_U.ULISES VILL	NO	4985064142								
563354	11/12/2014	ZSCR	551	030-1	NA	'054	A2C30910800	NA	A2C3250900093	1	3011	054	 	1301	circuit board assy TOP side VW20	NA	HALB	S.Real	120.66	PSAD_VW20_U.ULISES VILL	NO	4985064142								
563358	11/12/2014	ZSCR	551	030-1	NA	'054	A2C30910800	NA	A2C3250900093	1	3011	054	 	1301	circuit board assy TOP side VW20	NA	HALB	S.Real	120.66	PSAD_VW20_U.ULISES VILL	NO	4985064142								
563361	11/12/2014	ZSCR	551	030-1	NA	'054	A2C30910806	NA	A2C3250900093	1	3011	054	 	1301	circuit board assy TOP side VW20	NA	HALB	S.Real	120.66	PSAD_VW20_U.ULISES VILL	NO	4985064157								
563365	11/12/2014	ZSCR	551	030-1	NA	'054	A2C8153120093	NA	A2C8153120092	1				1301	pcb assy DAGARM3 V14 Bottom	NA	HALB	S.Real/AutoBF	81.75	PS_ARAMIS III_E.EDWIN R	NO									
563366	11/12/2014	ZSCR	551	030-1	NA	'054	A2C8153120093	NA	A2C8153120092	1				1301	pcb assy DAGARM3 V14 Bottom	NA	HALB	S.Real/AutoBF	81.75	PS_ARAMIS III_E.EDWIN R	NO									
563368	11/12/2014	ZSCR	551	030-1	NA	'054	A2C8153120093	NA	A2C8153120092	1				1301	pcb assy DAGARM3 V14 Bottom	NA	HALB	S.Real/AutoBF	81.75	PS_ARAMIS III_E.EDWIN R	NO									
563370	11/12/2014	ZSCR	551	030-1	NA	'054	A2C30910800	NA	A2C32508800	10	3011	054	 	1301	pcb	NA	ROH	NA	116.8	PSAD_VW20_U.ULISES VILL	NO	4985064142								
563374	11/12/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660093	1	3011	054	 	1301	pcb assy HONHRS6 V04 TOP	NA	HALB	S.Real	264.89	PS_HONDA HRS6_J.JUAN CH	NO									
563375	11/12/2014	ZSCR	551	030-1	NA	'054	A2C83971800	NA	A2C8397200093	1	3011	054	 	1301	pcb topSMD Top	NA	HALB	S.Real	358.75	PS_SDM10+_.	NO									
563377	11/12/2014	ZSCR	551	030-1	NA	'054	A2C30910800	NA	A2C3250900093	2	3011	054	 	1301	circuit board assy TOP side VW20	NA	HALB	S.Real	241.32	PSAD_VW20_U.ULISES VILL	NO	4985064142								
563378	11/12/2014	ZSCR	551	030-1	NA	'054	A2C53429875A	NA	A2C53429875B	1				1301	Hyundai circuit board assy 12FL SMD Bot	NA	HALB	S.Real/AutoBF	78.02	PS_HYUNDAI_.	NO									
563390	11/12/2014	ZSCR	551	030-1	NA	'054	A2C53404922	NA	A2C53399617A	2	3011	054	 	1301	circuit board assy	NA	HALB	S.Real	345.44	PS_HONDA HRS5_.	NO									
563391	11/12/2014	ZSCR	551	030-1	NA	'054	A2C8397200093	NA	A2C8397200092	1				1301	pcb topSMD bottom	NA	HALB	S.Real/AutoBF	140.97	PS_SDM10+_.	NO									
563392	11/12/2014	ZSCR	551	030-1	NA	'054	A2C8397200093	NA	A2C8397200092	1				1301	pcb topSMD bottom	NA	HALB	S.Real/AutoBF	140.97	PS_SDM10+_.	NO									
563393	11/12/2014	ZSCR	551	030-1	NA	'054	A2C8397200093	NA	A2C8397200092	1				1301	pcb topSMD bottom	NA	HALB	S.Real/AutoBF	140.97	PS_SDM10+_.	NO									
563394	11/12/2014	ZSCR	551	030-1	NA	'054	A2C83972000	NA	A2C8397200093	1	3011	054	 	1301	pcb topSMD Top	NA	HALB	S.Real	358.75	PS_SDM10+_.	NO									
563400	11/12/2014	ZSCR	551	030-1	NA	'054	A2C31080700	NA	A2C3108070093	1	3011	054	 	1301	SMT Top Chrysler RT ORC MY13	NA	HALB	S.Real	272.92	PS_CHRYSLER MY2013_E.ED	NO	4985064295								
563401	11/12/2014	ZSCR	551	030-1	NA	'054	A2C80644600	NA	A2C81531200	1	3011	054	 	1301	pcb assy DAGARM3 V14	NA	HALB	S.Real	433.85	PS_ARAMIS III_E.EDWIN R	NO									
563402	11/12/2014	ZSCR	551	030-1	NA	'054	A2C89730900	NA	A2C8021660002	1				1301	pcb assy HONHRS6 V04	NA	HALB	S.Real/AutoBF	307.13	PS_ARAMIS III_E.EDWIN R	NO									
563404	11/12/2014	ZSCR	551	030-1	NA	'054	A2C8021660002	NA	A2C8021660092	1				1301	pcb assy HONHRS6 V04 BOTTOM	NA	HALB	S.Real/AutoBF	51.43	PS_ARAMIS III_E.EDWIN R	NO									
563408	11/12/2014	ZSCR	551	030-1	NA	'054	5WY88030	NA	A2C53417786	1				1301	pcb assy	NA	HALB	S.Real/AutoBF	149.73	PSAD_GM BRASIL_A.ANA TA	NO									
563411	11/12/2014	ZSCR	551	030-1	NA	'054	A2C83972000	NA	A2C8397200093	1	3011	054	 	1301	pcb topSMD Top	NA	HALB	S.Real	358.75	PS_SDM10+_.	NO									
563413	11/12/2014	ZSCR	551	030-1	NA	'054	A2C86852400	NA	A2C87110200	1	3011	054	 	1301	pcb assy PTFSPEED10 D_26	NA	HALB	S.Real	204.2	PS_HYUNDAI_.	NO									
563415	11/12/2014	ZSCR	551	030-1	NA	'054	A2C91764100	NA	A2C9257230093	1	3011	054	 	1301	pcb assy GMSMD30 Top	NA	HALB	S.Real	256.95	PS_SDM30_.	NO									
563418	11/12/2014	ZSCR	551	030-1	NA	'054	A2C32453910	NA	A2C35116101	1	3011	054	 	1301	pcb assy DAGSTAR2 D_12	NA	HALB	S.Real	382.92	PSAD_DAIMLER STAR 2_A.A	NO	4985064731								
