No.Item	Fecha	Txs SAP	Mov	Código Scrap	O.I.	APD	Parte Padre	Batch ID	No.Parte	Cantidad	planta	APD	Espacio	Reason Code	Descripción	g	Tipo	Tipo Sub	Valor	Doc. Header Tex	Déficit Stock	No.Docto.SAP
545258	04/11/2014	ZSCR	551	035-1	0	'054	A2C9257230093	NA	A2C00062333	36	3011	054	 	1351	"L COIL/,150uH,1.5A,SMD // NFND PLS USE A"	16	ROH	NA	95.76	PS_SDM30_N.NORTON MARQU	NO	
545258	04/11/2014	ZSCR	551	035-1	0	'054	A2C9257200093	NA	A2C00062333	8	3011	054	 	1351	"L COIL/,150uH,1.5A,SMD // NFND PLS USE A"	15	ROH	NA	21.28	PS_SDM30_N.NORTON MARQU	NO	
545258	04/11/2014	ZSCR	551	035-1	0	'054	A2C9257230093	NA	A2C53419022	47	3011	054	 	1351	cover shielding	16	ROH	NA	54.05	PS_SDM30_N.NORTON MARQU	NO	
545259	04/11/2014	ZSCR	551	035-1	0	'054	A2C8253870092	NA	A2C40000015	1	3011	054	 	1351	"F BEAD/FHF*BLM11B182S,0Ohm,1.8KOhm,0A,SM"	9	ROH	NA	0.04	PSAD_OPEL 4400_N.NORTON	NO	
545259	04/11/2014	ZSCR	551	035-1	0	'054	A2C8253870092	NA	A2C40000019	1	3011	054	 	1351	"F BEAD/-,100mOhm,60Ohm,500mA,SMD"	9	ROH	NA	0.04	PSAD_OPEL 4400_N.NORTON	NO	
545259	04/11/2014	ZSCR	551	035-1	0	'054	A2C8253870092	NA	A2C40001463	4	3011	054	 	1351	"C CER,X7R,100nF,10%,50V,0805,Sn ++ Open"	9	ROH	NA	0.12	PSAD_OPEL 4400_N.NORTON	NO	
545259	04/11/2014	ZSCR	551	035-1	0	'054	A2C8253870092	NA	A2C40002675	1	3011	054	 	1351	"T BIP/BCR133,SOT23-MOTOROLA"	9	ROH	NA	0.09	PSAD_OPEL 4400_N.NORTON	NO	
545259	04/11/2014	ZSCR	551	035-1	0	'054	A2C8253870092	NA	A2C40002757	1	3011	054	 	1351	"R JUMP,0R05,0W,1A,0603"	9	ROH	NA	0.01	PSAD_OPEL 4400_N.NORTON	NO	
545259	04/11/2014	ZSCR	551	035-1	0	'054	A2C8253870092	NA	A2C40003410	2	3011	054	 	1351	"R LIN,28K,1%,TK100,100mW,0603"	9	ROH	NA	0.02	PSAD_OPEL 4400_N.NORTON	NO	
545390	05/11/2014	ZSCR	551	034-2	NA	'054	5WY87010	NA	A2C53108379	2	3011	054	 	1342	cover FIP T GY	1	ROH	NA	6.9	PS_ARAMIS 2012_.	NO	
545390	05/11/2014	ZSCR	551	034-2	NA	'054	5WY86960	NA	A2C53331574	2	3011	054	 	1342	"housing FIP 157,0x 130,8"	1	ROH	NA	31.5	PS_ARAMIS 2012_.	NO	
545390	05/11/2014	ZSCR	551	034-2	NA	'054	5WK44774	NA	A2C53371768	4	3011	054	 	1342	cover FIP T GY	2	ROH	NA	11.36	PS_ARAMIS 2012_.	NO	
545392	05/11/2014	ZSCR	551	034-2	NA	'054	5WY86980	NA	A2C53324560	100	3011	054	 	1342	certification label spool part p	1	ROH	NA	50	PS_ARAMIS 2012_.	NO	
545396	05/11/2014	ZSCR	551	034-2	NA	'054	5WK44508	NA	A2C00027389	1	3011	054	 	1342	cover	18	ROH	NA	2.56	PS_VW10 LC_U.ULISES VIL	NO	4983915674
545397	05/11/2014	ZSCR	551	034-2	NA	'054	5WK44781SP	NA	A2C00014697	200	3011	054	 	1342	sticker	2	ROH	NA	102	PS_VW10 LC_U.ULISES VIL	NO	
545399	05/11/2014	ZSCR	551	034-2	NA	'054	5WK43232	NA	6593571403	20	3011	054	 	1342	ETIQUETA C/ROTULO DE ADVERTENC s/d	2	ROH	NA	16.2	PS_HONDA HRS6_J.JUAN CH	NO	
545399	05/11/2014	ZSCR	551	034-2	NA	'054	5WK44469	NA	6593831401	100	3011	054	 	1342	WARNING LABEL c/d/i HONDA	1	ROH	NA	111	PS_HONDA HRS6_J.JUAN CH	NO	
545400	05/11/2014	ZSCR	551	034-2	NA	'054	5WK44354	NA	A2C30901300	2	3011	054	 	1342	base plate	3	ROH	NA	20.24	PS_HYUNDAI_.	NO	
545410	05/11/2014	ZSCR	551	030-1	NA	'054	5WK44551	NA	A2C53287893	12	3011	054	 	1301	pcb BMWOCE E70 OCE2007 EMC	5	ROH	NA	84.84	OC_OCS NISSAN_A.ANA TAP	NO	
545413	05/11/2014	ZSCR	551	022-2	NA	'054	A2C32453902	NA	A2C3511610093	6	3011	054	 	1222	pcb assy DAGSTAR2 V02	2	HALB	S.Real	1834.38	PSAD_DAIMLER STAR 2_A.A	NO	
545414	05/11/2014	ZSCR	551	030-1	NA	'054	5WK44292	NA	A2C53395077	14	3011	054	 	1301	pcb assy	11	HALB	S.Real	934.92	OC_BOSE BMW_A.ANA TAPIA	NO	4983915640
545421	05/11/2014	ZSCR	551	030-1	NA	'054	A2C31267600	NA	A2C53342620	18	3011	054	 	1301	pcb DC main	2	ROH	NA	330.84	PS_ARAMIS 2012_.	NO	
545427	05/11/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C84661700	1	3011	054	 	1095	pcb assy VW20 D_4	9	HALB	S.Real	248.8	PS_VW20 MQB_.	NO	
545429	05/11/2014	ZSCR	551	030-1	NA	'054	A2C8021770003	NA	A2C8021770003	2	3011	054	 	1301	pcb assy HONHRS6 D_20_SW	8	HALB	S.Real	614.96	PS_HONDA HRS6_J.JUAN CH	NO	
545435	05/11/2014	ZSCR	551	030-1	NA	'054	A2C53435477	NA	A2C5343547793	1	3011	054	 	1301	pcb assy HONHRS5 V36 top side	5	HALB	S.Real	179.03	PS_HONDA HRS6_J.JUAN CH	NO	
545438	05/11/2014	ZSCR	551	030-1	NA	'054	A2C53435477	NA	A2C5343547793	1	3011	054	 	1301	pcb assy HONHRS5 V36 top side	5	HALB	S.Real	179.03	PS_HONDA HRS6_J.JUAN CH	NO	
545443	05/11/2014	ZSCR	551	030-1	NA	'054	A2C86816802	NA	A2C86617100	1	3011	054	 	1301	pcb assy DAGARM3 RO V17EDR	8	HALB	S.Real	426.57	PS_ARAMIS III_E.EDWIN R	NO	
545476	05/11/2014	ZSCR	551	030-1	NA	'054	A2C30910806	NA	A2C32509000	1	3011	054	 	1301	pcb assy VW20 V01	3	HALB	S.Real	137.33	PSAD_VW20_U.ULISES VILL	NO	
545478	05/11/2014	ZSCR	551	030-1	NA	'054	5WK44508SP	NA	A2C53416946	1	3011	054	 	1301	ACU VW10 MY11 M35 08 04 0 0 0 000	3	HALB	S.Real	212.5	PS_VW10 LC_U.ULISES VIL	NO	
545479	05/11/2014	ZSCR	551	030-1	NA	'054	6592827601V02	NA	A2C53287874	1	3011	054	 	1301	pcb assy	4	HALB	S.Real	54.85	OC_OCS NISSAN_A.ANA TAP	NO	
545483	05/11/2014	ZSCR	551	030-1	NA	'054	A2C38122200	NA	A2C33209900	1	3011	054	 	1301	pcb assy FIA199 V18	4	HALB	S.Real	157.41	PS_FIAT BRAZIL_E.EDWIN	NO	
545494	05/11/2014	ZSCR	551	030-1	NA	'054	6592827601V02	NA	A2C53287874	26	3011	054	 	1301	pcb assy	4	HALB	S.Real	1426.1	OC_OCS NISSAN_A.ANA TAP	NO	
545513	05/11/2014	ZSCR	551	030-1	NA	'054	5WK44292	NA	A2C53395077	1	3011	054	 	1301	pcb assy	11	HALB	S.Real	66.78	OC_BOSE BMW_A.ANA TAPIA	NO	4983915640
545527	05/11/2014	ZSCR	551	030-1	NA	'054	5WK44508SP	NA	A2C53417068A	1	3011	054	 	1301	VW10 circuit board assy 8FL SMD Top	3	HALB	S.Real	166.71	PS_VW10 LC_U.ULISES VIL	NO	
545570	05/11/2014	ZSCR	551	034-2	NA	'054	5WK44689	NA	A2C53330107	21	3011	054	 	1342	socket	1	ROH	NA	276.99	PS_FIAT BRAZIL_E.EDWIN	NO	
545570	05/11/2014	ZSCR	551	034-2	NA	'054	A2C84661700	NA	A2C53330108	2	3011	054	 	1342	socket	1	ROH	NA	36	PS_FIAT BRAZIL_E.EDWIN	NO	
545572	05/11/2014	ZSCR	551	034-2	NA	'054	5WK44079	NA	A2C53095018	1000	3011	054	 	1342	"label 58,00x 20,00mm white foil"	1	ROH	NA	300	OC_OCS NISSAN_A.ANA TAP	NO	
545574	05/11/2014	ZSCR	551	034-2	NA	'054	5WK44077	NA	A2C00016838	500	3011	054	 	1342	connector pin	1	ROH	NA	140	OC_OCS NISSAN_A.ANA TAP	NO	
545574	05/11/2014	ZSCR	551	034-2	NA	'054	5WK43955	NA	A2C53095018	5	3011	054	 	1342	"label 58,00x 20,00mm white foil"	1	ROH	NA	1.5	OC_OCS NISSAN_A.ANA TAP	NO	
545574	05/11/2014	ZSCR	551	034-2	NA	'054	5WK44366	NA	A2C53287893	2	3011	054	 	1342	pcb BMWOCE E70 OCE2007 EMC	2	ROH	NA	14.14	OC_OCS NISSAN_A.ANA TAP	NO	
545579	05/11/2014	ZSCR	551	034-2	NA	'054	A2C83749400	NA	A2C40000025	8	3011	054	 	1342	"C ELEC,AL,6.8mF,20%,35V"	1	ROH	NA	54.64	PS_SDM10+_.	NO	
545580	05/11/2014	ZSCR	551	034-2	NA	'054	A2C83012100	NA	A2C83015700	1	3011	054	 	1342	pin header 56/ 33P H 3R THP 6018 Y-E	1	ROH	NA	15.49	PSAD_OPEL 4400_J.JOSE O	NO	
545637	05/11/2014	ZSCR	551	034-2	NA	'054	5WK44424	NA	A2C53397769	2	3011	054	 	1342	housing	1	ROH	NA	41.5	PS_HONDA HRS6_J.JUAN CH	NO	
545637	05/11/2014	ZSCR	551	034-2	NA	'054	A2C86832600	NA	A2C53405780	1	3011	054	 	1342	housing	1	ROH	NA	26.37	PS_HONDA HRS6_J.JUAN CH	NO	
545640	05/11/2014	ZSCR	551	034-2	NA	'054	A2C82735500	NA	A2C40000025	11	3011	054	 	1342	"C ELEC,AL,6.8mF,20%,35V"	3	ROH	NA	75.13	PS_SDM10+_.	NO	
545640	05/11/2014	ZSCR	551	034-2	NA	'054	A2C82735400	NA	A2C40000025	15	3011	054	 	1342	"C ELEC,AL,6.8mF,20%,35V"	5	ROH	NA	102.45	PS_SDM10+_.	NO	
545646	05/11/2014	ZSCR	551	034-2	NA	'054	A2C81768403	NA	A2C83435000	14	3011	054	 	1342	cover FIP T BK	3	ROH	NA	266.28	PSAD_DAIMLER STAR 2_A.A	NO	
545651	05/11/2014	MB1A	551	034-2	K96019	'054	NA	NA	A2C53394880	3	3011	054	 	1095	base plate B	9	ROH	NA	13.74	PS_VW20 MQB_.	NO	
545651	05/11/2014	MB1A	551	034-2	K96019	'054	NA	NA	A2C53394881	1	3011	054	 	1095	cover plastic T BK	9	ROH	NA	7.5	PS_VW20 MQB_.	NO	
545654	05/11/2014	ZSCR	551	034-2	NA	'054	A2C30910808	NA	A2C86055000	1	3011	054	 	1342	cover	20	ROH	NA	9.91	PSAD_VW20_U.ULISES VILL	NO	4983915837
545656	05/11/2014	ZSCR	551	034-2	NA	'054	A2C92704000	NA	A2C91600800	1	3011	054	 	1342	multipoint connector124/ 76P H 2SYS 1018	2	ROH	NA	57.79	PSAD_DAIMLER STAR 2_A.A	NO	
545659	05/11/2014	ZSCR	551	034-2	NA	'054	5WK44252	NA	A2C53098572	100	3011	054	 	1342	label	4	ROH	NA	41	OC_BOSE VW_A.ANA TAPIA-	NO	
545664	05/11/2014	ZSCR	551	034-2	NA	'054	5WK44366	NA	8800680101	3	3011	054	 	1342	Double-Tail Adapter 2035	2	ROH	NA	778.65	OC_OCS NISSAN_A.ANA TAP	NO	
545664	05/11/2014	ZSCR	551	034-2	NA	'054	5WK44076	NA	A2C00016838	300	3011	054	 	1342	connector pin	1	ROH	NA	84	OC_OCS NISSAN_A.ANA TAP	NO	
545664	05/11/2014	ZSCR	551	034-2	NA	'054	5WK44078	NA	A2C53095090	10	3011	054	 	1342	distance holder	3	ROH	NA	2.1	OC_OCS NISSAN_A.ANA TAP	NO	
545664	05/11/2014	ZSCR	551	034-2	NA	'054	5WK42580	NA	A2C53117111	0.185	3011	054	 	1342	Overmoulding material (Hot melt OCS)	1	ROH	NA	27.49	OC_OCS NISSAN_A.ANA TAP	NO	
545664	05/11/2014	ZSCR	551	034-2	NA	'054	5WK44551	NA	A2C53287893	5	3011	054	 	1342	pcb BMWOCE E70 OCE2007 EMC	5	ROH	NA	35.35	OC_OCS NISSAN_A.ANA TAP	NO	
545665	05/11/2014	ZSCR	551	034-2	NA	'054	5WK43345	NA	6593831401	100	3011	054	 	1342	WARNING LABEL c/d/i HONDA	1	ROH	NA	111	PS_HONDA HRS6_J.JUAN CH	NO	
545667	05/11/2014	ZSCR	551	034-9	NA	'054	A2C91764400	2800	A2C91764400	2	3011	054	 	1349	ACU MY14 S15 18 XX 0 1 0 000	46	FERT	NA	883.88	PS_SDM30_.	NO	
545668	05/11/2014	ZSCR	551	022-2	NA	'054	A2C82735600	NA	A2C53395713	2	3011	054	 	1222	housing WIC P BK A-D	1	ROH	NA	72.94	PS_SDM30_.	NO	
545676	05/11/2014	ZSCR	551	034-9	NA	'054	A2C86852400	NA	A2C87110200	1	3011	054	 	1349	pcb assy PTFSPEED10 D_26	10	HALB	S.Real	204.2	PS_HYUNDAI_.	NO	
545678	05/11/2014	ZSCR	551	034-2	NA	'054	A2C91764300	NA	A2C83145200	100	3011	054	 	1342	certification label identificati	10	ROH	NA	33	PS_SDM10+_.	NO	
545679	05/11/2014	ZSCR	551	034-4	NA	'054	A2C86852400	NA	A2C87110200	1	3011	054	 	1344	pcb assy PTFSPEED10 D_26	10	HALB	S.Real	204.2	PS_HYUNDAI_.	NO	
545680	05/11/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C96631600	1	3011	054	 	1095	pcb assy DAGSTAR2 ISC with SW	9	HALB	S.Real	410.46	PSAD_DAIMLER STAR2_ISC_	NO	
545684	05/11/2014	ZSCR	551	030-1	NA	'054	6592827601V02	NA	A2C53287874	2	3011	054	 	1301	pcb assy	4	HALB	S.Real	109.7	OC_OCS NISSAN_A.ANA TAP	NO	
545686	05/11/2014	ZSCR	551	042-4	NA	'054	A2C91764400	2800	A2C91764400	2	3011	054	 	1424	ACU MY14 S15 18 XX 0 1 0 000	46	FERT	NA	883.88	PS_SDM30_.	NO	
545688	05/11/2014	ZSCR	551	040-1	NA	'054	A2C83971900	NA	A2C8397190093	1	3011	054	 	1401	pcb topSMD top	11	HALB	S.Real	332.31	PS_SDM10+_.	NO	
545689	05/11/2014	ZSCR	551	034-2	NA	'054	A2C5340491402	NA	A2C5340491402	3	3011	054	 	1342	pcb assy HONHRS5 V30 REV 02	3	HALB	S.Real	980.67	PS_HONDA HRS5_.	NO	
545693	05/11/2014	MB1A	551	034-2	K96019	'054	NA	NA	A2C92711900	1	3011	054	 	1095	pcb assy DAGSTAR2 ISC D_25	9	HALB	S.Real	410.46	PSAD_DAIMLER STAR2_ISC_	NO	
545694	05/11/2014	ZSCR	551	034-2	NA	'054	A2C37964112	4	A2C37964112	1	3011	054	 	1342	ACU DAGSTAR2 MY12 S15 28 08 0 1 0 000	#N/A	FERT	NA	441.02	PSAD_DAIMLER STAR 2_A.A	NO	
545695	05/11/2014	ZSCR	551	040-1	NA	'054	A2C86852400	NA	A2C87110200	1	3011	054	 	1401	pcb assy PTFSPEED10 D_26	10	HALB	S.Real	204.2	PS_HYUNDAI_.	NO	
545696	05/11/2014	ZSCR	551	034-2	NA	'054	A2C85801200	NA	A2C53333520	100	3011	054	 	1342	TYPE LABLE	2	ROH	NA	38	PS_SDM10+_.	NO	
545696	05/11/2014	ZSCR	551	034-2	NA	'054	A2C91764300	NA	A2C83145200	200	3011	054	 	1342	certification label identificati	10	ROH	NA	66	PS_SDM10+_.	NO	
545698	05/11/2014	ZSCR	551	034-2	NA	'054	A2C91764400	2800	A2C91764400	3	3011	054	 	1342	ACU MY14 S15 18 XX 0 1 0 000	46	FERT	NA	1325.82	PS_SDM30_.	NO	
545703	05/11/2014	ZSCR	551	034-2	NA	'054	A2C83016700	NA	A2C83017000	36	3011	054	 	1342	cover B	3	ROH	NA	144.36	PSAD_PSA CAN_J.JOSE ORT	NO	
545703	05/11/2014	ZSCR	551	034-2	NA	'054	A2C83016700	NA	A2C83017100	36	3011	054	 	1342	housing assy PSAG3I prefabrica	3	ROH	NA	1794.6	PSAD_PSA CAN_J.JOSE ORT	NO	
545708	05/11/2014	MB1A	551	042-4	K96019	'054	NA	06AC	A2C92704001	1	3011	054	 	1095	ACU DAGS2WS205 MY14 S15 20 09 1 0 0 HSA	9	FERT	NA	452.53	PSAD_DAIMLER STAR2_ISC_	NO	
545711	05/11/2014	ZSCR	551	040-3	NA	'054	A2C91764400	NA	A2C9257270093	2	3011	054	 	1403	pcb assy GMSMD30 Top	46	HALB	S.Real	768.24	PS_SDM30_.	NO	
545713	05/11/2014	ZSCR	551	040-5	NA	'054	A2C91085700	2800	A2C91085700	1	3011	054	 	1405	ACU MY11 G40 18 XX 0 1 0 000	#N/A	FERT	NA	427.68	PS_SDM10+_.	NO	
545717	05/11/2014	ZSCR	551	040-5	NA	'054	A2C91764400	2800	A2C91764400	1	3011	054	 	1405	ACU MY14 S15 18 XX 0 1 0 000	46	FERT	NA	441.94	PS_SDM30_.	NO	
545718	05/11/2014	ZSCR	551	042-4	NA	'054	5WK44508	NA	A2C53416946	1	3011	054	 	1424	ACU VW10 MY11 M35 08 04 0 0 0 000	18	HALB	S.Real	212.5	PS_VW10 LC_U.ULISES VIL	NO	4983915674
545720	05/11/2014	ZSCR	551	034-2	NA	'054	A2C30910808	NA	A2C86055000	7	3011	054	 	1342	cover	20	ROH	NA	69.37	PSAD_VW20_U.ULISES VILL	NO	4983915837
545724	05/11/2014	ZSCR	551	040-1	NA	'054	5WY89360	NA	A2C31080700	1	3011	054	 	1401	airbag	3	HALB	S.Real	331.82	PS_CHRYSLER MY2013_E.ED	NO	
545726	05/11/2014	ZSCR	551	034-2	NA	'054	5WY89350	7	5WY89350	2	3011	054	 	1342	Chrysler RTRM DOM ORC MY13	15	FERT	NA	704	PS_CHRYSLER MY2013_E.ED	NO	
545735	05/11/2014	ZSCR	551	040-1	NA	'054	A2C91764400	NA	A2C9257270093	1	3011	054	 	1401	pcb assy GMSMD30 Top	46	HALB	S.Real	384.12	PS_SDM30_.	NO	
545737	05/11/2014	MB1A	551	040-1	K96019	'054	NA	NA	A2C83378601	1	3011	054	 	1095	pcb assy DAGSTAR2 V06 ISC	9	HALB	S.Real	502.96	PSAD_DAIMLER STAR2_ISC_	NO	
545739	05/11/2014	MB1A	551	040-1	K96019	'054	NA	NA	A2C96631600	1	3011	054	 	1095	pcb assy DAGSTAR2 ISC with SW	9	HALB	S.Real	410.46	PSAD_DAIMLER STAR2_ISC_	NO	
545741	05/11/2014	ZSCR	551	040-1	NA	'054	A2C82535000	NA	A2C82535200	1	3011	054	 	1401	pcb assy OPLA4400 XESA	1	HALB	S.Real	240.57	PSAD_OPEL 4400_J.JOSE O	NO	
545744	05/11/2014	ZSCR	551	034-2	NA	'054	A2C82540900	NA	A2C82535500	130	3011	054	 	1342	certification label identificati	2	ROH	NA	32.5	PS_LEGACY_C.CAROLINA OT	NO	
545744	05/11/2014	ZSCR	551	034-2	NA	'054	A2C83042700	NA	A2C83017300	50	3011	054	 	1342	certification label identificati	1	ROH	NA	824	PS_LEGACY_C.CAROLINA OT	NO	
545744	05/11/2014	ZSCR	551	034-2	NA	'054	A2C83046900	NA	A2C83043900	10	3011	054	 	1342	label identificati	2	ROH	NA	11.3	PS_LEGACY_C.CAROLINA OT	NO	
545747	05/11/2014	ZSCR	551	034-2	NA	'054	A2C30910808	NA	A2C86055000	4	3011	054	 	1342	cover	20	ROH	NA	39.64	PSAD_VW20_U.ULISES VILL	NO	4983915837
545748	05/11/2014	MB1A	551	034-2	K96019	'054	NA	NA	A2C53394881	1	3011	054	 	1095	cover plastic T BK	9	ROH	NA	7.5	PS_VW20 MQB_.	NO	
545759	05/11/2014	ZSCR	551	022-2	NA	'054	A2C37964110	NA	A2C35116201	1	3011	054	 	1222	pcb assy DAGSTAR2 D_13	7	HALB	S.Real	398.7	PSAD_DAIMLER STAR 2_A.A	NO	
545759	05/11/2014	ZSCR	551	022-2	NA	'054	A2C85901110	NA	A2C87057001	15	3011	054	 	1222	pcb assy DAGSTAR2 D_18	2	HALB	S.Real	6304.95	PSAD_DAIMLER STAR 2_A.A	NO	
545761	05/11/2014	MB1A	551	022-2	K96019	'054	NA	NA	A2C85221301	7	3011	054	 	1095	pcb assy DAGSM D_3	9	HALB	S.Real	2399.88	PSAD_DAIMLER SMART_F.FE	NO	
545992	06/11/2014	ZSCR	551	034-2	NA	'054	5WK44773	NA	A2C53324560	200	3011	054	 	1342	certification label spool part p	1	ROH	NA	100	PS_ARAMIS III_E.EDWIN R	NO	
545997	06/11/2014	ZSCR	551	050-3	NA	'054	6592827601V02	NA	A2C53287874	12	3011	054	 	1503	pcb assy	4	HALB	S.Real	658.2	OC_OCS NISSAN_A.ANA TAP	NO	
545998	06/11/2014	ZSCR	551	034-2	NA	'054	A2C82735300	NA	A2C40000025	9	3011	054	 	1342	"C ELEC,AL,6.8mF,20%,35V"	1	ROH	NA	61.47	PS_SDM10+_.	NO	
545999	06/11/2014	MB1A	551	034-2	K96019	'054	NA	NA	A2C83435000	2	3011	054	 	1095	cover FIP T BK	9	ROH	NA	38.04	PSAD_DAIMLER STAR2_ISC_	NO	
545999	06/11/2014	MB1A	551	034-2	K96019	'054	NA	NA	A2C86882300	4	3011	054	 	1095	cover with bushin	9	ROH	NA	58.72	PSAD_DAIMLER STAR2_ISC_	NO	
546002	06/11/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C85221401	1	3011	054	 	1095	pcb assy DAGSM D_4	9	HALB	S.Real	249.21	PSAD_DAIMLER SMART_F.FE	NO	
546003	06/11/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C85221401	1	3011	054	 	1095	pcb assy DAGSM D_4	9	HALB	S.Real	249.21	PSAD_DAIMLER SMART_F.FE	NO	
546006	06/11/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C96631600	1	3011	054	 	1095	pcb assy DAGSTAR2 ISC with SW	9	HALB	S.Real	410.46	PSAD_DAIMLER STAR2_ISC_	NO	
546008	06/11/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C9663160093	1	3011	054	 	1095	pcb assy DAGSTAR2 ISC with SW SMD TOP	9	HALB	S.Real	332.16	PSAD_DAIMLER STAR2_ISC_	NO	
546017	06/11/2014	ZSCR	551	030-1	NA	'054	A2C91764400	NA	A2C9257270093	1	3011	054	 	1301	pcb assy GMSMD30 Top	46	HALB	S.Real	384.12	PS_SDM30_.	NO	
546019	06/11/2014	ZSCR	551	030-1	NA	'054	A2C91764400	NA	A2C9257270093	1	3011	054	 	1301	pcb assy GMSMD30 Top	46	HALB	S.Real	384.12	PS_SDM30_.	NO	
546022	06/11/2014	ZSCR	551	030-1	NA	'054	A2C80644600	NA	A2C81531200	1	3011	054	 	1301	pcb assy DAGARM3 V14	7	HALB	S.Real	433.85	PS_ARAMIS III_E.EDWIN R	NO	
546024	06/11/2014	ZSCR	551	030-1	NA	'054	A2C80644600	NA	A2C81531200	1	3011	054	 	1301	pcb assy DAGARM3 V14	7	HALB	S.Real	433.85	PS_ARAMIS III_E.EDWIN R	NO	
546036	06/11/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C8466170092	1	3011	054	 	1095	pcb assy VW20 D_4 bottom	9	HALB	S.Real/AutoBF	96.97	PS_VW20 MQB_.	NO	
546052	06/11/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C8466170092	1	3011	054	 	1095	pcb assy VW20 D_4 bottom	9	HALB	S.Real/AutoBF	96.97	PS_VW20 MQB_.	NO	
546054	06/11/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C8466170092	1	3011	054	 	1095	pcb assy VW20 D_4 bottom	9	HALB	S.Real/AutoBF	96.97	PS_VW20 MQB_.	NO	
546056	06/11/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C8466170092	10	3011	054	 	1095	pcb assy VW20 D_4 bottom	9	HALB	S.Real/AutoBF	969.7	PS_VW20 MQB_.	NO	
546058	06/11/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C9663160093	1	3011	054	 	1095	pcb assy DAGSTAR2 ISC with SW SMD TOP	9	HALB	S.Real	332.16	PSAD_DAIMLER STAR2_ISC_	NO	
546059	06/11/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C9663160093	1	3011	054	 	1095	pcb assy DAGSTAR2 ISC with SW SMD TOP	9	HALB	S.Real	332.16	PSAD_DAIMLER STAR2_ISC_	NO	
546064	06/11/2014	ZSCR	551	030-1	NA	'054	A2C31267600	NA	A2C53342620	12	3011	054	 	1301	pcb DC main	2	ROH	NA	220.56	PS_ARAMIS 2012_.	NO	
546065	06/11/2014	ZSCR	551	030-1	NA	'054	5WK44292	NA	A2C53395077	3	3011	054	 	1301	pcb assy	11	HALB	S.Real	200.34	OC_BOSE BMW_A.ANA TAPIA	NO	4983915640
546066	06/11/2014	ZSCR	551	030-1	NA	'054	A2C91764100	NA	A2C9257230093	1	3011	054	 	1301	pcb assy GMSMD30 Top	33	HALB	S.Real	256.95	PS_SDM30_.	NO	
546082	06/11/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C96631600	1	3011	054	 	1095	pcb assy DAGSTAR2 ISC with SW	9	HALB	S.Real	410.46	PSAD_DAIMLER STAR2_ISC_	NO	
546084	06/11/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C9663160092	1	3011	054	 	1095	pcb assy DAGSTAR2 ISC with SW SMD BOT	9	HALB	S.Real/AutoBF	164.51	PSAD_DAIMLER STAR2_ISC_	NO	
546086	06/11/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C9663160093	1	3011	054	 	1095	pcb assy DAGSTAR2 ISC with SW SMD TOP	9	HALB	S.Real	332.16	PSAD_DAIMLER STAR2_ISC_	NO	
546088	06/11/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C9663160092	1	3011	054	 	1095	pcb assy DAGSTAR2 ISC with SW SMD BOT	9	HALB	S.Real/AutoBF	164.51	PSAD_DAIMLER STAR2_ISC_	NO	
546089	06/11/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C8522140193	1	3011	054	 	1095	pcb assy DAGSM D_4 SMD TOP	9	HALB	S.Real	172.76	PSAD_DAIMLER SMART_F.FE	NO	
546090	06/11/2014	MB1A	551	030-1	K96019	'054	NA	NA	A2C8522140193	1	3011	054	 	1095	pcb assy DAGSM D_4 SMD TOP	9	HALB	S.Real	172.76	PSAD_DAIMLER SMART_F.FE	NO	
546105	06/11/2014	ZSCR	551	030-1	NA	'054	A2C91764100	NA	A2C9257230093	1	3011	054	 	1301	pcb assy GMSMD30 Top	33	HALB	S.Real	256.95	PS_SDM30_.	NO	
546107	06/11/2014	ZSCR	551	030-1	NA	'054	A2C91764100	NA	A2C9257230093	1	3011	054	 	1301	pcb assy GMSMD30 Top	33	HALB	S.Real	256.95	PS_SDM30_.	NO	
546108	06/11/2014	ZSCR	551	030-1	NA	'054	A2C91764100	NA	A2C9257230093	1	3011	054	 	1301	pcb assy GMSMD30 Top	33	HALB	S.Real	256.95	PS_SDM30_.	NO	
546110	06/11/2014	ZSCR	551	030-1	NA	'054	A2C91764100	NA	A2C9257230093	1	3011	054	 	1301	pcb assy GMSMD30 Top	33	HALB	S.Real	256.95	PS_SDM30_.	NO	
